"mouse_symbol","human_symbol","sources","source_count","confidence_score","mapping_type"
"Timm10b","TIMM10B","homologene+ensembl",2,"1","one_to_one"
"Timm13","TIMM13","homologene+ensembl",2,"1","one_to_one"
"Timm17a","TIMM17A","homologene+ensembl",2,"1","one_to_one"
"Timm17b","TIMM17B","homologene+ensembl",2,"1","one_to_one"
"Timm21","TIMM21","homologene+ensembl",2,"1","one_to_one"
"Timm22","TIMM22","homologene+ensembl",2,"1","one_to_one"
"Timm23","TIMM23","homologene+ensembl",2,"1","one_to_one"
"Timm29","TIMM29","homologene+ensembl",2,"1","one_to_one"
"Timm44","TIMM44","homologene+ensembl",2,"1","one_to_one"
"Timm50","TIMM50","homologene+ensembl",2,"1","one_to_one"
"Timm8a1","TIMM8A","homologene+ensembl",2,"1","one_to_one"
"Timm8b","TIMM8B","homologene+ensembl",2,"1","one_to_one"
"Timm9","TIMM9","homologene+ensembl",2,"1","one_to_one"
"Timmdc1","TIMMDC1","homologene+ensembl",2,"1","one_to_one"
"Timp1","TIMP1","homologene+ensembl",2,"1","one_to_one"
"Timp2","TIMP2","homologene+ensembl",2,"1","one_to_one"
"Timp3","TIMP3","homologene+ensembl",2,"1","one_to_one"
"Timp4","TIMP4","homologene+ensembl",2,"1","one_to_one"
"Tinag","TINAG","homologene+ensembl",2,"1","one_to_one"
"Tinagl1","TINAGL1","homologene+ensembl",2,"1","one_to_one"
"Tinf2","TINF2","homologene+ensembl",2,"1","one_to_one"
"Tiparp","TIPARP","homologene+ensembl",2,"1","one_to_one"
"Tipin","TIPIN","homologene+ensembl",2,"1","one_to_one"
"Tiprl","TIPRL","homologene+ensembl",2,"1","one_to_one"
"Tirap","TIRAP","homologene+ensembl",2,"1","one_to_one"
"Tjap1","TJAP1","homologene+ensembl",2,"1","one_to_one"
"Tjp1","TJP1","homologene+ensembl",2,"1","one_to_one"
"Tjp2","TJP2","homologene+ensembl",2,"1","one_to_one"
"Tjp3","TJP3","homologene+ensembl",2,"1","one_to_one"
"Tk1","TK1","homologene+ensembl",2,"1","one_to_one"
"Tk2","TK2","homologene+ensembl",2,"1","one_to_one"
"Tkfc","TKFC","homologene+ensembl",2,"1","one_to_one"
"Tkt","TKT","homologene+ensembl",2,"1","one_to_one"
"Tktl1","TKTL1","homologene+ensembl",2,"1","one_to_one"
"Tktl2","TKTL2","homologene+ensembl",2,"1","one_to_one"
"Tlcd1","TLCD1","homologene+ensembl",2,"1","one_to_one"
"Tlcd2","TLCD2","homologene+ensembl",2,"1","one_to_one"
"Tldc1","TLDC1","ensembl",1,"0.6","one_to_one"
"Tldc2","TLDC2","homologene+ensembl",2,"1","one_to_one"
"Tle1","TLE1","homologene+ensembl",2,"1","one_to_one"
"Tle2","TLE2","homologene+ensembl",2,"1","one_to_one"
"Tle3","TLE3","homologene+ensembl",2,"1","one_to_one"
"Tle4","TLE4","homologene+ensembl",2,"1","one_to_one"
"Tle6","TLE6","homologene+ensembl",2,"1","one_to_one"
"Tlk1","TLK1","homologene+ensembl",2,"1","one_to_one"
"Tlk2","TLK2","homologene+ensembl",2,"1","one_to_one"
"Tll1","TLL1","homologene+ensembl",2,"1","one_to_one"
"Tll2","TLL2","homologene+ensembl",2,"1","one_to_one"
"Tln1","TLN1","homologene+ensembl",2,"1","one_to_one"
"Tln2","TLN2","homologene+ensembl",2,"1","one_to_one"
"Tlnrd1","TLNRD1","homologene+ensembl",2,"1","one_to_one"
"Tlr1","TLR1","homologene+ensembl",2,"1","one_to_one"
"Tlr2","TLR2","homologene+ensembl",2,"1","one_to_one"
"Tlr3","TLR3","homologene+ensembl",2,"1","one_to_one"
"Tlr4","TLR4","homologene+ensembl",2,"1","one_to_one"
"Tlr5","TLR5","homologene+ensembl",2,"1","one_to_one"
"Tlr6","TLR6","homologene+ensembl",2,"1","one_to_one"
"Tlr7","TLR7","homologene+ensembl",2,"1","one_to_one"
"Tlr8","TLR8","homologene+ensembl",2,"1","one_to_one"
"Tlr9","TLR9","homologene+ensembl",2,"1","one_to_one"
"Tlx1","TLX1","homologene+ensembl",2,"1","one_to_one"
"Tlx2","TLX2","homologene+ensembl",2,"1","one_to_one"
"Tlx3","TLX3","homologene+ensembl",2,"1","one_to_one"
"Tm2d1","TM2D1","homologene+ensembl",2,"1","one_to_one"
"Tm2d2","TM2D2","homologene+ensembl",2,"1","one_to_one"
"Tm2d3","TM2D3","homologene+ensembl",2,"1","one_to_one"
"Tm4sf1","TM4SF1","homologene+ensembl",2,"1","one_to_one"
"Tm4sf19","TM4SF19","homologene+ensembl",2,"1","one_to_one"
"Tm4sf20","TM4SF20","homologene+ensembl",2,"1","one_to_one"
"Tm4sf4","TM4SF4","homologene+ensembl",2,"1","one_to_one"
"Tm4sf5","TM4SF5","homologene+ensembl",2,"1","one_to_one"
"Tm6sf1","TM6SF1","homologene+ensembl",2,"1","one_to_one"
"Tm6sf2","TM6SF2","homologene+ensembl",2,"1","one_to_one"
"Tm7sf2","TM7SF2","homologene+ensembl",2,"1","one_to_one"
"Tm7sf3","TM7SF3","homologene+ensembl",2,"1","one_to_one"
"Tm9sf1","TM9SF1","homologene+ensembl",2,"1","one_to_one"
"Tm9sf2","TM9SF2","homologene+ensembl",2,"1","one_to_one"
"Tm9sf3","TM9SF3","homologene+ensembl",2,"1","one_to_one"
"Tm9sf4","TM9SF4","homologene+ensembl",2,"1","one_to_one"
"Tma16","TMA16","homologene+ensembl",2,"1","one_to_one"
"Tma7","TMA7","homologene+ensembl",2,"1","one_to_one"
"Tmbim1","TMBIM1","homologene+ensembl",2,"1","one_to_one"
"Tmbim4","TMBIM4","homologene+ensembl",2,"1","one_to_one"
"Tmbim6","TMBIM6","homologene+ensembl",2,"1","one_to_one"
"Tmc1","TMC1","homologene+ensembl",2,"1","one_to_one"
"Tmc2","TMC2","homologene+ensembl",2,"1","one_to_one"
"Tmc3","TMC3","homologene+ensembl",2,"1","one_to_one"
"Tmc4","TMC4","homologene+ensembl",2,"1","one_to_one"
"Tmc5","TMC5","homologene+ensembl",2,"1","one_to_one"
"Tmc6","TMC6","homologene+ensembl",2,"1","one_to_one"
"Tmc7","TMC7","homologene+ensembl",2,"1","one_to_one"
"Tmc8","TMC8","homologene+ensembl",2,"1","one_to_one"
"Tmcc1","TMCC1","homologene+ensembl",2,"1","one_to_one"
"Tmcc2","TMCC2","homologene+ensembl",2,"1","one_to_one"
"Tmcc3","TMCC3","homologene+ensembl",2,"1","one_to_one"
"Tmco1","TMCO1","homologene+ensembl",2,"1","one_to_one"
"Tmco2","TMCO2","homologene+ensembl",2,"1","one_to_one"
"Tmco3","TMCO3","homologene+ensembl",2,"1","one_to_one"
"Tmco4","TMCO4","homologene+ensembl",2,"1","one_to_one"
"Tmco5","TMCO5A","homologene+ensembl",2,"1","one_to_one"
"Tmco6","TMCO6","homologene+ensembl",2,"1","one_to_one"
"Tmed1","TMED1","homologene+ensembl",2,"1","one_to_one"
"Tmed10","TMED10","homologene+ensembl",2,"1","one_to_one"
"Tmed10-ps","TMED10","homologene+ensembl",2,"1","one_to_one"
"Tmed2","TMED2","homologene+ensembl",2,"1","one_to_one"
"Tmed3","TMED3","homologene+ensembl",2,"1","one_to_one"
"Tmed4","TMED4","homologene+ensembl",2,"1","one_to_one"
"Tmed5","TMED5","homologene+ensembl",2,"1","one_to_one"
"Tmed6","TMED6","homologene+ensembl",2,"1","one_to_one"
"Tmed7","TMED7","homologene+ensembl",2,"1","one_to_one"
"Tmed8","TMED8","homologene+ensembl",2,"1","one_to_one"
"Tmed9","TMED9","homologene+ensembl",2,"1","one_to_one"
"Tmeff1","TMEFF1","homologene+ensembl",2,"1","one_to_one"
"Tmeff2","TMEFF2","homologene+ensembl",2,"1","one_to_one"
"Tmem100","TMEM100","homologene+ensembl",2,"1","one_to_one"
"Tmem101","TMEM101","homologene+ensembl",2,"1","one_to_one"
"Tmem102","TMEM102","homologene+ensembl",2,"1","one_to_one"
"Tmem104","TMEM104","homologene+ensembl",2,"1","one_to_one"
"Tmem106a","TMEM106A","homologene+ensembl",2,"1","one_to_one"
"Tmem106b","TMEM106B","homologene+ensembl",2,"1","one_to_one"
"Tmem106c","TMEM106C","homologene+ensembl",2,"1","one_to_one"
"Tmem107","TMEM107","homologene+ensembl",2,"1","one_to_one"
"Tmem108","TMEM108","homologene+ensembl",2,"1","one_to_one"
"Tmem109","TMEM109","homologene+ensembl",2,"1","one_to_one"
"Tmem11","TMEM11","homologene+ensembl",2,"1","one_to_one"
"Tmem110","STIMATE","ensembl",1,"0.6","one_to_many"
"Tmem114","TMEM114","homologene+ensembl",2,"1","one_to_one"
"Tmem115","TMEM115","ensembl",1,"0.6","one_to_one"
"Tmem116","TMEM116","homologene+ensembl",2,"1","one_to_one"
"Tmem117","TMEM117","homologene+ensembl",2,"1","one_to_one"
"Tmem119","TMEM119","homologene+ensembl",2,"1","one_to_one"
"Tmem120a","TMEM120A","homologene+ensembl",2,"1","one_to_one"
"Tmem120b","TMEM120B","homologene+ensembl",2,"1","one_to_one"
"Tmem121","TMEM121","homologene+ensembl",2,"1","one_to_one"
"Tmem121b","TMEM121B","homologene+ensembl",2,"1","one_to_one"
"Tmem123","TMEM123","homologene+ensembl",2,"1","one_to_one"
"Tmem125","TMEM125","homologene+ensembl",2,"1","one_to_one"
"Tmem126a","TMEM126A","homologene+ensembl",2,"1","one_to_one"
"Tmem126b","TMEM126B","homologene+ensembl",2,"1","one_to_one"
"Tmem127","TMEM127","homologene+ensembl",2,"1","one_to_one"
"Tmem128","TMEM128","homologene+ensembl",2,"1","one_to_one"
"Tmem129","TMEM129","homologene+ensembl",2,"1","one_to_one"
"Tmem130","TMEM130","homologene+ensembl",2,"1","one_to_one"
"Tmem131","TMEM131","homologene+ensembl",2,"1","one_to_one"
"Tmem131l","TMEM131L","homologene+ensembl",2,"1","one_to_one"
"Tmem132a","TMEM132A","homologene+ensembl",2,"1","one_to_one"
"Tmem132b","TMEM132B","homologene+ensembl",2,"1","one_to_one"
"Tmem132c","TMEM132C","homologene+ensembl",2,"1","one_to_one"
"Tmem132d","TMEM132D","homologene+ensembl",2,"1","one_to_one"
"Tmem132e","TMEM132E","homologene+ensembl",2,"1","one_to_one"
"Tmem134","TMEM134","homologene+ensembl",2,"1","one_to_one"
"Tmem135","TMEM135","homologene+ensembl",2,"1","one_to_one"
"Tmem136","TMEM136","homologene+ensembl",2,"1","one_to_one"
"Tmem138","TMEM138","homologene+ensembl",2,"1","one_to_one"
"Tmem139","TMEM139","homologene+ensembl",2,"1","one_to_one"
"Tmem140","TMEM140","homologene+ensembl",2,"1","one_to_one"
"Tmem141","TMEM141","homologene+ensembl",2,"1","one_to_one"
"Tmem143","TMEM143","homologene+ensembl",2,"1","one_to_one"
"Tmem144","TMEM144","homologene+ensembl",2,"1","one_to_one"
"Tmem145","TMEM145","homologene+ensembl",2,"1","one_to_one"
"Tmem147","TMEM147","homologene+ensembl",2,"1","one_to_one"
"Tmem14a","TMEM14A","homologene+ensembl",2,"1","one_to_one"
"Tmem14c","TMEM14C","homologene+ensembl",2,"1","one_to_one"
"Tmem150a","TMEM150A","homologene+ensembl",2,"1","one_to_one"
"Tmem150b","TMEM150B","homologene+ensembl",2,"1","one_to_one"
"Tmem150c","TMEM150C","homologene+ensembl",2,"1","one_to_one"
"Tmem151a","TMEM151A","homologene+ensembl",2,"1","one_to_one"
"Tmem151b","TMEM151B","homologene+ensembl",2,"1","one_to_one"
"Tmem154","TMEM154","homologene+ensembl",2,"1","one_to_one"
"Tmem156","TMEM156","homologene+ensembl",2,"1","one_to_one"
"Tmem158","TMEM158","homologene+ensembl",2,"1","one_to_one"
"Tmem159","TMEM159","homologene+ensembl",2,"1","one_to_one"
"Tmem160","TMEM160","homologene+ensembl",2,"1","one_to_one"
"Tmem161a","TMEM161A","homologene+ensembl",2,"1","one_to_one"
"Tmem161b","TMEM161B","homologene+ensembl",2,"1","one_to_one"
"Tmem163","TMEM163","homologene+ensembl",2,"1","one_to_one"
"Tmem164","TMEM164","homologene+ensembl",2,"1","one_to_one"
"Tmem165","TMEM165","homologene+ensembl",2,"1","one_to_one"
"Tmem167","TMEM167A","homologene+ensembl",2,"1","one_to_one"
"Tmem167b","TMEM167B","homologene+ensembl",2,"1","one_to_one"
"Tmem168","TMEM168","homologene+ensembl",2,"1","one_to_one"
"Tmem169","TMEM169","homologene+ensembl",2,"1","one_to_one"
"Tmem17","TMEM17","homologene+ensembl",2,"1","one_to_one"
"Tmem170","TMEM170A","homologene+ensembl",2,"1","one_to_one"
"Tmem170b","TMEM170B","homologene+ensembl",2,"1","one_to_one"
"Tmem171","TMEM171","homologene+ensembl",2,"1","one_to_one"
"Tmem173","TMEM173","homologene+ensembl",2,"1","one_to_one"
"Tmem174","TMEM174","homologene+ensembl",2,"1","one_to_one"
"Tmem175","TMEM175","homologene+ensembl",2,"1","one_to_one"
"Tmem176a","TMEM176A","homologene+ensembl",2,"1","one_to_one"
"Tmem176b","TMEM176B","homologene+ensembl",2,"1","one_to_one"
"Tmem177","TMEM177","homologene+ensembl",2,"1","one_to_one"
"Tmem178","TMEM178A","homologene+ensembl",2,"1","one_to_one"
"Tmem178b","TMEM178B","homologene+ensembl",2,"1","one_to_one"
"Tmem179","TMEM179","homologene+ensembl",2,"1","one_to_one"
"Tmem179b","TMEM179B","homologene+ensembl",2,"1","one_to_one"
"Tmem18","TMEM18","ensembl",1,"0.6","one_to_one"
"Tmem181a","TMEM181","homologene+ensembl",2,"1","one_to_one"
"Tmem182","TMEM182","homologene+ensembl",2,"1","one_to_one"
"Tmem183a","TMEM183A","homologene+ensembl",2,"1","one_to_one"
"Tmem184a","TMEM184A","homologene+ensembl",2,"1","one_to_one"
"Tmem184b","TMEM184B","homologene+ensembl",2,"1","one_to_one"
"Tmem184c","TMEM184C","homologene+ensembl",2,"1","one_to_one"
"Tmem185a","TMEM185A","homologene+ensembl",2,"1","one_to_one"
"Tmem185b","TMEM185B","homologene+ensembl",2,"1","one_to_one"
"Tmem186","TMEM186","homologene+ensembl",2,"1","one_to_one"
"Tmem189","TMEM189","homologene+ensembl",2,"1","one_to_one"
"Tmem19","TMEM19","homologene+ensembl",2,"1","one_to_one"
"Tmem190","TMEM190","homologene+ensembl",2,"1","one_to_one"
"Tmem191c","TMEM191C","ensembl",1,"0.6","one_to_one"
"Tmem192","TMEM192","homologene+ensembl",2,"1","one_to_one"
"Tmem196","TMEM196","homologene+ensembl",2,"1","one_to_one"
"Tmem198","TMEM198","homologene+ensembl",2,"1","one_to_one"
"Tmem199","TMEM199","homologene+ensembl",2,"1","one_to_one"
"Tmem2","TMEM2","ensembl",1,"0.6","one_to_one"
"Tmem200a","TMEM200A","homologene+ensembl",2,"1","one_to_one"
"Tmem200b","TMEM200B","homologene+ensembl",2,"1","one_to_one"
"Tmem200c","TMEM200C","homologene+ensembl",2,"1","one_to_one"
"Tmem201","TMEM201","homologene+ensembl",2,"1","one_to_one"
"Tmem202","TMEM202","homologene+ensembl",2,"1","one_to_one"
"Tmem203","TMEM203","homologene+ensembl",2,"1","one_to_one"
"Tmem204","TMEM204","homologene+ensembl",2,"1","one_to_one"
"Tmem205","TMEM205","homologene+ensembl",2,"1","one_to_one"
"Tmem206","TMEM206","homologene+ensembl",2,"1","one_to_one"
"Tmem207","TMEM207","homologene+ensembl",2,"1","one_to_one"
"Tmem208","TMEM208","homologene+ensembl",2,"1","one_to_one"
"Tmem209","TMEM209","homologene+ensembl",2,"1","one_to_one"
"Tmem210","TMEM210","homologene+ensembl",2,"1","one_to_one"
"Tmem211","TMEM211","homologene+ensembl",2,"1","one_to_one"
"Tmem212","TMEM212","homologene+ensembl",2,"1","one_to_one"
"Tmem213","TMEM213","homologene+ensembl",2,"1","one_to_one"
"Tmem214","TMEM214","homologene+ensembl",2,"1","one_to_one"
"Tmem215","TMEM215","homologene+ensembl",2,"1","one_to_one"
"Tmem216","TMEM216","homologene+ensembl",2,"1","one_to_one"
"Tmem217","TMEM217","homologene+ensembl",2,"1","one_to_one"
"Tmem218","TMEM218","homologene+ensembl",2,"1","one_to_one"
"Tmem219","TMEM219","homologene+ensembl",2,"1","one_to_one"
"Tmem220","TMEM220","homologene+ensembl",2,"1","one_to_one"
"Tmem221","TMEM221","homologene+ensembl",2,"1","one_to_one"
"Tmem222","TMEM222","homologene+ensembl",2,"1","one_to_one"
"Tmem225","TMEM225","homologene+ensembl",2,"1","one_to_one"
"Tmem229a","TMEM229A","homologene+ensembl",2,"1","one_to_one"
"Tmem229b","TMEM229B","homologene+ensembl",2,"1","one_to_one"
"Tmem230","TMEM230","homologene+ensembl",2,"1","one_to_one"
"Tmem231","TMEM231","homologene+ensembl",2,"1","one_to_one"
"Tmem232","TMEM232","homologene+ensembl",2,"1","one_to_one"
"Tmem233","TMEM233","homologene+ensembl",2,"1","one_to_one"
"Tmem234","TMEM234","homologene+ensembl",2,"1","one_to_one"
"Tmem235","TMEM235","homologene+ensembl",2,"1","one_to_one"
"Tmem236","TMEM236","homologene+ensembl",2,"1","one_to_one"
"Tmem237","TMEM237","homologene+ensembl",2,"1","one_to_one"
"Tmem238","TMEM238","homologene+ensembl",2,"1","one_to_one"
"Tmem238l","TMEM238L","ensembl",1,"0.6","one_to_one"
"Tmem239","TMEM239","homologene+ensembl",2,"1","one_to_one"
"Tmem240","TMEM240","homologene+ensembl",2,"1","one_to_one"
"Tmem241","TMEM241","homologene+ensembl",2,"1","one_to_one"
"Tmem242","TMEM242","homologene+ensembl",2,"1","one_to_one"
"Tmem243","TMEM243","homologene+ensembl",2,"1","one_to_one"
"Tmem245","TMEM245","homologene+ensembl",2,"1","one_to_one"
"Tmem246","TMEM246","homologene+ensembl",2,"1","one_to_one"
"Tmem247","TMEM247","homologene+ensembl",2,"1","one_to_one"
"Tmem248","TMEM248","homologene+ensembl",2,"1","one_to_one"
"Tmem249","TMEM249","homologene+ensembl",2,"1","one_to_one"
"Tmem25","TMEM25","homologene+ensembl",2,"1","one_to_one"
"Tmem250-ps","TMEM250","homologene+ensembl",2,"1","one_to_one"
"Tmem251","TMEM251","homologene+ensembl",2,"1","one_to_one"
"Tmem252","TMEM252","homologene+ensembl",2,"1","one_to_one"
"Tmem253","TMEM253","homologene+ensembl",2,"1","one_to_one"
"Tmem255a","TMEM255A","homologene+ensembl",2,"1","one_to_one"
"Tmem255b","TMEM255B","homologene+ensembl",2,"1","one_to_one"
"Tmem256","TMEM256","homologene+ensembl",2,"1","one_to_one"
"Tmem258","TMEM258","homologene+ensembl",2,"1","one_to_one"
"Tmem259","TMEM259","homologene+ensembl",2,"1","one_to_one"
"Tmem26","TMEM26","homologene+ensembl",2,"1","one_to_one"
"Tmem260","TMEM260","homologene+ensembl",2,"1","one_to_one"
"Tmem262","TMEM262","homologene+ensembl",2,"1","one_to_one"
"Tmem263","TMEM263","homologene+ensembl",2,"1","one_to_one"
"Tmem265","TMEM265","homologene+ensembl",2,"1","one_to_one"
"Tmem266","TMEM266","homologene+ensembl",2,"1","one_to_one"
"Tmem267","TMEM267","homologene+ensembl",2,"1","one_to_one"
"Tmem268","TMEM268","homologene+ensembl",2,"1","one_to_one"
"Tmem269","TMEM269","homologene+ensembl",2,"1","one_to_one"
"Tmem27","TMEM27","ensembl",1,"0.6","one_to_one"
"Tmem270","TMEM270","homologene+ensembl",2,"1","one_to_one"
"Tmem273","TMEM273","homologene",1,"0.8","one_to_one"
"Tmem28","FAM155B","homologene+ensembl",2,"1","one_to_one"
"Tmem30a","TMEM30A","homologene+ensembl",2,"1","one_to_one"
"Tmem30b","TMEM30B","homologene+ensembl",2,"1","one_to_one"
"Tmem33","TMEM33","homologene+ensembl",2,"1","one_to_one"
"Tmem35a","TMEM35A","homologene+ensembl",2,"1","one_to_one"
"Tmem35b","TMEM35B","homologene+ensembl",2,"1","one_to_one"
"Tmem37","TMEM37","homologene+ensembl",2,"1","one_to_one"
"Tmem38a","TMEM38A","homologene+ensembl",2,"1","one_to_one"
"Tmem38b","TMEM38B","homologene+ensembl",2,"1","one_to_one"
"Tmem39a","TMEM39A","homologene+ensembl",2,"1","one_to_one"
"Tmem39b","TMEM39B","homologene+ensembl",2,"1","one_to_one"
"Tmem40","TMEM40","homologene+ensembl",2,"1","one_to_one"
"Tmem41a","TMEM41A","homologene+ensembl",2,"1","one_to_one"
"Tmem41b","TMEM41B","homologene+ensembl",2,"1","one_to_one"
"Tmem42","TMEM42","homologene+ensembl",2,"1","one_to_one"
"Tmem43","TMEM43","homologene+ensembl",2,"1","one_to_one"
"Tmem44","TMEM44","homologene+ensembl",2,"1","one_to_one"
"Tmem45a","TMEM45A","homologene+ensembl",2,"1","one_to_one"
"Tmem45a2","TMEM45A","ensembl",1,"0.6","one_to_one"
"Tmem45b","TMEM45B","homologene+ensembl",2,"1","one_to_one"
"Tmem47","TMEM47","homologene+ensembl",2,"1","one_to_one"
"Tmem5","TMEM5","ensembl",1,"0.6","one_to_one"
"Tmem50a","TMEM50A","homologene+ensembl",2,"1","one_to_one"
"Tmem50b","TMEM50B","homologene+ensembl",2,"1","one_to_one"
"Tmem51","TMEM51","homologene+ensembl",2,"1","one_to_one"
"Tmem52","TMEM52","homologene+ensembl",2,"1","one_to_one"
"Tmem52b","TMEM52B","homologene+ensembl",2,"1","one_to_one"
"Tmem53","TMEM53","homologene+ensembl",2,"1","one_to_one"
"Tmem54","TMEM54","homologene+ensembl",2,"1","one_to_one"
"Tmem55a","PIP4P2","ensembl",1,"0.6","one_to_one"
"Tmem55b","PIP4P1","ensembl",1,"0.6","one_to_one"
"Tmem56","TMEM56","homologene+ensembl",2,"1","one_to_one"
"Tmem57","MACO1","ensembl",1,"0.6","one_to_one"
"Tmem59","TMEM59","homologene+ensembl",2,"1","one_to_one"
"Tmem59l","TMEM59L","homologene+ensembl",2,"1","one_to_one"
"Tmem60","TMEM60","homologene+ensembl",2,"1","one_to_one"
"Tmem61","TMEM61","homologene+ensembl",2,"1","one_to_one"
"Tmem62","TMEM62","homologene+ensembl",2,"1","one_to_one"
"Tmem63a","TMEM63A","homologene+ensembl",2,"1","one_to_one"
"Tmem63b","TMEM63B","homologene+ensembl",2,"1","one_to_one"
"Tmem63c","TMEM63C","homologene+ensembl",2,"1","one_to_one"
"Tmem64","TMEM64","homologene+ensembl",2,"1","one_to_one"
"Tmem65","TMEM65","homologene+ensembl",2,"1","one_to_one"
"Tmem67","TMEM67","homologene+ensembl",2,"1","one_to_one"
"Tmem68","TMEM68","homologene+ensembl",2,"1","one_to_one"
"Tmem69","TMEM69","homologene+ensembl",2,"1","one_to_one"
"Tmem70","TMEM70","homologene+ensembl",2,"1","one_to_one"
"Tmem71","TMEM71","homologene+ensembl",2,"1","one_to_one"
"Tmem72","TMEM72","homologene+ensembl",2,"1","one_to_one"
"Tmem74","TMEM74","homologene+ensembl",2,"1","one_to_one"
"Tmem74b","TMEM74B","homologene+ensembl",2,"1","one_to_one"
"Tmem74bos","C20orf202","homologene+ensembl",2,"1","one_to_one"
"Tmem79","TMEM79","homologene+ensembl",2,"1","one_to_one"
"Tmem8","TMEM8A","homologene+ensembl",2,"1","one_to_one"
"Tmem80","TMEM80","homologene+ensembl",2,"1","one_to_one"
"Tmem81","TMEM81","homologene+ensembl",2,"1","one_to_one"
"Tmem82","TMEM82","homologene+ensembl",2,"1","one_to_one"
"Tmem86a","TMEM86A","homologene+ensembl",2,"1","one_to_one"
"Tmem86b","TMEM86B","homologene+ensembl",2,"1","one_to_one"
"Tmem87a","TMEM87A","homologene+ensembl",2,"1","one_to_one"
"Tmem87b","TMEM87B","homologene+ensembl",2,"1","one_to_one"
"Tmem88","TMEM88","homologene+ensembl",2,"1","one_to_one"
"Tmem88b","TMEM88B","homologene+ensembl",2,"1","one_to_one"
"Tmem89","TMEM89","homologene+ensembl",2,"1","one_to_one"
"Tmem8b","TMEM8B","homologene+ensembl",2,"1","one_to_one"
"Tmem9","TMEM9","homologene+ensembl",2,"1","one_to_one"
"Tmem91","TMEM91","homologene+ensembl",2,"1","one_to_one"
"Tmem94","TMEM94","homologene+ensembl",2,"1","one_to_one"
"Tmem95","TMEM95","homologene+ensembl",2,"1","one_to_one"
"Tmem97","TMEM97","homologene+ensembl",2,"1","one_to_one"
"Tmem98","TMEM98","homologene+ensembl",2,"1","one_to_one"
"Tmem9b","TMEM9B","homologene+ensembl",2,"1","one_to_one"
"Tmf1","TMF1","homologene+ensembl",2,"1","one_to_one"
"Tmie","TMIE","homologene+ensembl",2,"1","one_to_one"
"Tmigd1","TMIGD1","homologene+ensembl",2,"1","one_to_one"
"Tmigd3","TMIGD3","ensembl",1,"0.6","one_to_one"
"Tmlhe","TMLHE","homologene+ensembl",2,"1","one_to_one"
"Tmod1","TMOD1","homologene+ensembl",2,"1","one_to_one"
"Tmod2","TMOD2","homologene+ensembl",2,"1","one_to_one"
"Tmod3","TMOD3","homologene+ensembl",2,"1","one_to_one"
"Tmod4","TMOD4","homologene+ensembl",2,"1","one_to_one"
"Tmpo","TMPO","homologene+ensembl",2,"1","one_to_one"
"Tmppe","TMPPE","homologene+ensembl",2,"1","one_to_one"
"Tmprss11a","TMPRSS11A","homologene+ensembl",2,"1","one_to_one"
"Tmprss11b","TMPRSS11B","ensembl",1,"0.6","one_to_one"
"Tmprss11d","TMPRSS11D","homologene+ensembl",2,"1","one_to_one"
"Tmprss11e","TMPRSS11E","homologene+ensembl",2,"1","one_to_one"
"Tmprss11f","TMPRSS11F","homologene+ensembl",2,"1","one_to_one"
"Tmprss12","TMPRSS12","homologene+ensembl",2,"1","one_to_one"
"Tmprss13","TMPRSS13","homologene+ensembl",2,"1","one_to_one"
"Tmprss15","TMPRSS15","homologene+ensembl",2,"1","one_to_one"
"Tmprss2","TMPRSS2","homologene+ensembl",2,"1","one_to_one"
"Tmprss3","TMPRSS3","homologene+ensembl",2,"1","one_to_one"
"Tmprss4","TMPRSS4","homologene+ensembl",2,"1","one_to_one"
"Tmprss5","TMPRSS5","homologene+ensembl",2,"1","one_to_one"
"Tmprss6","TMPRSS6","homologene+ensembl",2,"1","one_to_one"
"Tmprss7","TMPRSS7","homologene+ensembl",2,"1","one_to_one"
"Tmprss9","TMPRSS9","homologene+ensembl",2,"1","one_to_one"
"Tmsb4x","TMSB4Y","ensembl",1,"0.6","one_to_one"
"Tmtc1","TMTC1","homologene+ensembl",2,"1","one_to_one"
"Tmtc2","TMTC2","homologene+ensembl",2,"1","one_to_one"
"Tmtc3","TMTC3","homologene+ensembl",2,"1","one_to_one"
"Tmtc4","TMTC4","homologene+ensembl",2,"1","one_to_one"
"Tmub1","TMUB1","homologene+ensembl",2,"1","one_to_one"
"Tmub2","TMUB2","homologene+ensembl",2,"1","one_to_one"
"Tmx1","TMX1","homologene+ensembl",2,"1","one_to_one"
"Tmx2","TMX2","homologene+ensembl",2,"1","one_to_one"
"Tmx3","TMX3","homologene+ensembl",2,"1","one_to_one"
"Tmx4","TMX4","homologene+ensembl",2,"1","one_to_one"
"Tnc","TNC","homologene+ensembl",2,"1","one_to_one"
"Tnf","TNF","homologene+ensembl",2,"1","one_to_one"
"Tnfaip1","TNFAIP1","homologene+ensembl",2,"1","one_to_one"
"Tnfaip2","TNFAIP2","homologene+ensembl",2,"1","one_to_one"
"Tnfaip3","TNFAIP3","homologene+ensembl",2,"1","one_to_one"
"Tnfaip6","TNFAIP6","homologene+ensembl",2,"1","one_to_one"
"Tnfaip8","TNFAIP8","homologene+ensembl",2,"1","one_to_one"
"Tnfaip8l1","TNFAIP8L1","homologene+ensembl",2,"1","one_to_one"
"Tnfaip8l2","TNFAIP8L2","homologene+ensembl",2,"1","one_to_one"
"Tnfaip8l3","TNFAIP8L3","homologene+ensembl",2,"1","one_to_one"
