Target_genes	Sp1|Average	SRX12298596|B_cells	SRX7799915|CH12	SRX7799916|CH12	SRX7799920|CH12	SRX7799921|CH12	SRX5371688|ES_cells	SRX5371689|ES_cells	SRX5371690|ES_cells	SRX5371691|ES_cells	SRX5371692|ES_cells	SRX5371698|ES_cells	SRX5371699|ES_cells	SRX5371700|ES_cells	SRX5371701|ES_cells	SRX5850139|ES_cells	SRX5850140|ES_cells	SRX5850141|ES_cells	SRX5850142|ES_cells	SRX5850143|ES_cells	SRX5850144|ES_cells	SRX5850145|ES_cells	SRX5850146|ES_cells	SRX5850147|ES_cells	SRX5850148|ES_cells	SRX5850149|ES_cells	SRX9162528|External_genitalia	SRX9162532|External_genitalia	SRX378972|mESCs,_differentiated	SRX378973|mESC_derived_haematopoietic_progenitor	SRX5818135|Neural_Stem_Cells	SRX5818139|Neural_Stem_Cells	SRX1898479|Striatal_neurons	SRX160414|Trophoblast_stem_cells	STRING
Barhl2	42.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	98	0	0	0	0	497	569	0	0	0	0	110	0	0
Dnajb3	42.0	81	0	0	0	0	0	0	0	0	0	87	0	0	0	138	0	0	128	208	150	191	0	129	0	0	0	0	274	0	0	0	0	0	0
Ncam1	41.969697	0	0	0	0	0	0	0	0	0	0	376	0	0	0	113	0	0	0	0	121	95	0	164	0	0	0	0	516	0	0	0	0	0	0
Fbxo40	41.969697	0	223	334	285	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc3	41.969697	0	364	421	286	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evx1	41.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	498	340	0	0	0	0	0	0
C2cd4d	41.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	171	135	0	77	0	0	447	420	0	0	0	0	0	0	0
Zfp449	41.818182	0	202	269	218	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0
Zfp112	41.818182	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1135	158	0	0	0	0	0
Nefm	41.818182	0	0	0	147	185	109	0	107	0	0	0	0	0	0	173	0	0	122	75	0	115	69	0	112	0	0	166	0	0	0	0	0	0	0
Nat8l	41.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	82	0	0	0	0	0	0	0	0	599	591	0	0	0	0	0	0	0
Id1	41.818182	77	0	0	0	93	211	229	100	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	77	0	0
Coq3	41.818182	0	337	323	149	363	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem186	41.757576	0	353	258	109	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	121	0	0	0	0	0
Syt16	41.757576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	576	703	0	0	0	0	0	0	0
Pmm2	41.757576	0	353	258	109	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	121	0	0	0	0	0
Adam12	41.757576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	589	620	0	0	0	0	86	0	0
Tmed4	41.727273	0	266	336	196	247	0	0	0	0	0	129	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0
Pgap4	41.727273	0	0	0	0	0	0	0	0	0	0	169	0	0	0	127	0	0	0	108	175	118	0	0	0	0	202	478	0	0	0	0	0	0	0
Grik3	41.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	119	0	0	568	580	0	0	0	0	0	0	0
Gm17330	41.606061	0	0	0	0	0	180	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	604	0	0	0	0	0	0	0
Zfp606	41.575758	0	156	201	124	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	616	0	0	0	0	0	0
Sphk1	41.575758	0	202	119	232	275	0	0	0	0	0	90	0	0	0	87	0	0	0	74	176	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Khdrbs2	41.575758	0	0	0	0	0	0	0	127	0	0	311	0	0	0	0	0	0	0	0	141	203	0	0	0	0	0	0	590	0	0	0	0	0	0
Gckr	41.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	88	0	0	0	0	425	748	0	0	0	0	0	0	0
Mtap	41.545455	128	0	0	0	0	138	135	168	0	0	300	0	0	0	76	0	0	0	0	0	93	0	121	0	0	128	0	84	0	0	0	0	0	0
Hars2	41.545455	0	174	322	159	240	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0
Hars	41.545455	0	174	322	159	240	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0
Tctn2	41.515152	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	141	0	0	186	0	0
Gcfc2	41.515152	0	284	157	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	431	0	0	0	0	0	0	0
Rps6kc1	41.484848	0	215	217	263	353	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0
Rfx5	41.454545	0	245	254	102	165	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0
Ebf2	41.454545	0	0	0	0	0	78	155	96	0	0	587	0	95	216	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prnd	41.424242	153	0	98	0	0	388	199	316	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mical2	41.393939	0	0	0	0	0	96	0	201	0	0	289	0	0	0	251	0	0	0	0	216	88	0	0	0	0	0	0	225	0	0	0	0	0	0
P2rx6	41.363636	0	0	0	0	0	195	96	188	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	257	0	0
Ndufa9	41.363636	0	150	195	97	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	140	0	0	0	0	0
Lrrc74b	41.363636	0	0	0	0	0	195	96	188	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	257	0	0
Foxe1	41.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	79	151	0	0	146	0	0	430	455	0	0	0	0	0	0	0
Akap3	41.363636	0	150	195	97	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	140	0	0	0	0	0
2610318N02Rik	41.363636	0	276	291	167	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	178	0	0
Sync	41.333333	0	0	0	0	0	89	0	0	0	0	181	0	0	0	66	0	0	0	0	0	0	0	0	0	0	385	486	0	0	0	0	0	157	0
Ptprt	41.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	104	0	0	477	526	0	0	0	0	135	0	0
Kash5	41.333333	279	0	0	0	0	182	0	238	0	0	487	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l4b	41.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	613	0	0	0	0	252	0	0
Cpe	41.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	124	114	0	95	0	0	502	418	0	0	0	0	0	0	0
Wfdc5	41.272727	0	268	260	340	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poll	41.272727	0	215	240	181	178	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0
Plat	41.272727	0	274	198	0	121	192	77	164	0	0	198	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd3	41.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	137	101	0	90	0	0	380	559	0	0	0	0	0	0	0
Dpcd	41.272727	0	215	240	181	178	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0
Slc6a5	41.242424	0	244	261	367	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc2	41.242424	0	0	0	0	0	0	0	191	0	0	205	0	0	0	185	0	0	0	87	82	0	0	184	0	0	0	0	242	0	0	0	185	0	0
P2rx1	41.242424	0	271	216	193	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	230	0	0
Rims2	41.212121	0	0	0	0	0	107	0	0	0	0	108	0	0	0	0	0	0	0	132	135	76	0	111	0	0	369	322	0	0	0	0	0	0	0
H1f5	41.212121	0	0	125	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	574	0	0	0	441	0	0
Foxa1	41.212121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	779	0	0	0	0	0	0	0
Rhbdd1	41.181818	0	323	341	158	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	230	0	0	0	0	0	0
Gpr162	41.181818	139	175	202	188	311	0	0	0	0	0	125	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Atoh7	41.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	650	0	0	0	0	0	0	0
Rrp15	41.151515	0	219	292	174	347	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0
Msh4	41.151515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	97	0	0	489	638	0	0	0	0	0	0	0
Htr1d	41.151515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	552	600	115	0	0	0	0	0	0
Ttc27	41.121212	117	349	413	193	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Dusp9	41.121212	215	0	0	0	0	228	119	147	0	0	396	0	0	0	0	0	103	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd69	41.090909	0	240	268	392	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc149	41.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	111	0	0	0	0	483	561	77	0	0	0	0	0	0
Ptk2b	41.060606	117	111	0	83	184	235	104	183	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Zfpm2	41.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	624	610	0	0	0	0	0	0	0
Ttc8	41.030303	0	233	198	223	316	119	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtif2	41.030303	75	210	169	222	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	205	0	0	0	0	0	0
Amotl2	41.0	0	0	0	0	0	194	0	137	0	0	446	0	0	0	291	0	0	0	0	115	0	0	0	0	0	0	0	170	0	0	0	0	0	0
Ndufaf5	40.969697	0	271	248	156	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0
Esf1	40.969697	0	271	248	156	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0
Cog7	40.969697	75	280	305	200	212	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0
Abcg2	40.969697	0	87	0	0	146	0	0	0	0	0	214	0	0	0	0	0	0	113	0	0	102	0	190	0	88	156	256	0	0	0	0	0	0	0
Psat1	40.939394	0	136	159	199	150	0	0	0	0	0	0	0	0	0	0	0	0	83	0	177	108	0	0	0	0	0	0	339	0	0	0	0	0	0
Adam8	40.939394	0	272	323	115	334	198	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp58	40.909091	0	128	147	142	224	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0
Gpr25	40.909091	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	479	524	0	0	0	0	0	0	0
Lmx1b	40.878788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	481	684	0	0	0	0	98	0	0
Kank4	40.878788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	713	0	0	0	0	0	0	0
C1qtnf4	40.878788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	604	651	0	0	0	0	0	0	0
Prdm13	40.848485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	100	0	132	96	0	0	494	428	0	0	0	0	0	0	0
P4ha3	40.848485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	694	0	0	0	0	0	0	0
Crybg1	40.848485	0	0	0	0	0	195	0	177	0	0	219	0	0	0	72	0	137	105	0	116	159	0	0	0	0	0	168	0	0	0	0	0	0	0
Dach1	40.818182	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	135	0	0	0	0	0	549	455	0	0	0	0	0	0	0
B2m	40.787879	0	140	153	123	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	147	0	0	161	0	0
Zfp362	40.757576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	668	0	0	0	0	0	0	0
Ffar3	40.757576	148	347	309	176	229	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ffar1	40.757576	148	347	309	176	229	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam78b	40.757576	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	582	111	0	0	0	0	0	0
Vsig10	40.666667	0	117	187	300	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	115	0	0	0	0	80	96	0	0	0	0	0	0	0
Rbm3	40.666667	0	336	401	136	181	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Ptpmt1	40.666667	0	0	0	0	121	0	0	0	0	0	104	0	0	0	0	0	0	0	0	134	0	0	0	0	0	460	523	0	0	0	0	0	0	0
Mrps10	40.666667	0	213	339	250	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	139	0	0
F2r	40.666667	0	0	111	149	0	212	0	223	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
Enpp5	40.636364	0	0	0	0	0	0	0	112	0	0	61	0	0	0	0	0	0	0	0	114	159	0	0	0	0	0	0	895	0	0	0	0	0	0
Elmo1	40.636364	0	114	115	134	214	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	82	0	0	0	0	202	265	0	0	0	0	122	0	0
Galnt9	40.606061	0	0	0	0	0	161	0	67	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	478	108	0	0	0	0	0	0
Zfp575	40.545455	0	0	0	0	133	176	0	0	0	0	0	0	0	0	0	0	0	0	0	81	91	0	0	0	0	378	479	0	0	0	0	0	0	0
Nudt5	40.545455	89	192	121	142	199	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	135	0	0
Cdc123	40.545455	89	192	121	142	199	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	135	0	0
Twist2	40.484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	372	712	0	0	0	0	122	0	0
Tmem178	40.484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	169	101	147	94	0	126	113	0	169	311	0	0	0	0	0	0	0
6330403K07Rik	40.424242	0	0	0	0	0	142	144	75	0	0	501	0	108	0	129	0	0	0	0	0	106	0	0	0	0	0	0	129	0	0	0	0	0	0
Tgfb3	40.393939	106	277	378	119	168	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
Ift43	40.393939	106	277	378	119	168	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
Rnaseh2c	40.363636	0	0	83	128	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	879	0	0	0	0	0	0
Nupl2	40.363636	0	202	155	242	239	0	0	0	0	0	125	0	0	0	0	0	0	0	0	75	102	0	0	0	0	0	0	192	0	0	0	0	0	0
Dse	40.363636	0	0	0	0	0	0	0	0	0	0	187	0	0	0	127	0	0	128	141	99	145	0	0	0	0	184	321	0	0	0	0	0	0	0
Ppl	40.333333	0	0	0	0	0	0	0	125	0	0	0	0	0	0	291	0	96	0	0	0	106	0	184	0	0	185	344	0	0	0	0	0	0	0
Spef1l	40.30303	205	0	0	0	0	218	186	250	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutm1	40.30303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	94	0	0	0	0	0
Frrs1l	40.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	678	0	0	0	0	0	0	0
Cfap69	40.272727	0	0	158	0	103	202	182	231	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
Cutc	40.242424	0	158	240	170	225	0	0	0	0	0	162	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	149	0	0	0	134	0	0
Cox15	40.242424	0	158	240	170	225	0	0	0	0	0	162	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	149	0	0	0	134	0	0
Ankar	40.242424	0	159	157	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	167	0	0	0	0	215	280	0
Prpf18	40.212121	0	219	445	235	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0
Zfp990	40.181818	0	0	0	0	0	111	0	122	0	0	0	0	0	0	163	0	154	90	234	0	209	0	0	0	243	0	0	0	0	0	0	0	0	0
Necab2	40.181818	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	550	0	0	0	0	164	0	0
Mtpap	40.181818	105	252	241	98	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	93	0	0	0	0	0
Gm38510	40.151515	0	217	327	269	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk16	40.121212	0	404	327	137	201	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0
Kcnd2	40.121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	607	627	0	0	0	0	0	0	0
Glb1l	40.121212	0	404	327	137	201	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0
Faah	40.121212	0	153	147	295	303	0	0	0	0	0	91	0	0	0	0	0	0	0	100	133	102	0	0	0	0	0	0	0	0	0	0	0	0	0
Bglap3	40.121212	0	225	119	242	298	110	0	225	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pstpip2	40.090909	0	161	189	174	258	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	136	0	0	0	0	163	166	0	0	0	0	0	0	0
Lrrn1	40.090909	0	0	0	0	0	0	0	0	0	0	108	0	0	0	181	0	128	0	133	132	194	0	146	0	0	143	158	0	0	0	0	0	0	0
Gpr63	40.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	100	0	0	0	0	459	666	0	0	0	0	0	0	0
Hsd17b11	40.030303	0	658	465	104	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btn1a1	40.030303	0	280	268	311	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorcs1	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	620	602	0	0	0	0	0	0	0
Rbm12b1	40.0	0	301	272	309	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam167a	40.0	77	90	187	199	194	0	0	160	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0
Evi2a	40.0	0	200	226	434	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi2	40.0	0	200	226	434	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd2d	40.0	168	222	270	262	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr45	39.969697	96	176	260	182	250	156	0	104	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl3	39.969697	0	199	209	248	440	92	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx8	39.969697	118	178	223	0	176	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0
Gm42517	39.969697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	92	0	455	611	0	0	0	0	0	0	0
Def8	39.969697	0	119	215	214	286	0	0	0	0	0	126	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	107	0	0	0	129	0	0
Cfap52	39.969697	118	178	223	0	176	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0
Cables1	39.939394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	108	0	0	0	0	0	558	542	0	0	0	0	0	0	0
Tfap2c	39.909091	218	0	0	0	0	89	0	222	0	0	203	0	0	0	266	0	0	0	73	0	0	95	0	0	0	0	151	0	0	0	0	0	0	0
Aff3	39.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	636	618	0	0	0	0	0	0	0
Zfp719	39.878788	110	296	302	103	187	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0
Ppp1r9a	39.878788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	771	0	0	0	0	0	0	0
Nol10	39.878788	156	356	325	200	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Becn1	39.848485	86	244	270	176	164	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0
Tm7sf3	39.818182	0	0	0	93	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	608	0	0	0	0	0	0	0
Smim17	39.818182	110	372	446	182	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh1	39.818182	0	0	0	0	0	217	144	254	0	0	113	0	0	0	0	0	0	0	145	183	119	0	0	0	0	0	0	139	0	0	0	0	0	0
Srsf12	39.787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	99	468	470	0	0	0	0	187	0	0
Gpr20	39.757576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	183	109	153	0	0	159	290	0	0	0	0	0	0	0	0	0	0
Ehhadh	39.757576	0	207	290	139	279	104	0	210	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf6	39.727273	0	184	183	139	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	215	0	0
Gsx2	39.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	148	147	96	0	0	0	0	411	411	0	0	0	0	0	0	0
Dync2li1	39.727273	141	0	111	0	97	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0
Mycn	39.69697	161	0	0	0	0	256	133	311	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Adad1	39.69697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	150	0	89	0	0	487	482	0	0	0	0	0	0	0
Scamp3	39.666667	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022	102	0	0	0	0	0
Rfc3	39.666667	256	139	262	236	237	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt8	39.666667	0	0	0	0	0	0	0	0	0	0	526	0	0	90	0	0	0	0	0	136	0	0	111	0	0	0	0	446	0	0	0	0	0	0
Fads3	39.666667	205	0	0	0	0	0	0	0	0	0	112	0	0	0	241	0	0	97	87	0	0	0	90	0	0	113	190	0	0	0	0	174	0	0
Rps6ka6	39.606061	0	0	0	0	0	122	71	210	0	0	349	0	0	0	79	0	0	0	0	0	0	0	0	0	0	171	135	170	0	0	0	0	0	0
Pde8b	39.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	121	115	0	108	0	0	468	370	0	0	0	0	0	0	0
Nell2	39.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	121	0	0	0	0	0	559	485	0	0	0	0	0	0	0
