Target_genes	Arid3a|Average	SRX2388539|ES_cells	SRX520224|ES_cells	SRX520225|ES_cells	SRX2388546|Trophoblast_stem_cells	SRX3730213|Trophoblast_stem_cells	STRING
Atp5a1	74.6	0	0	0	186	187	0
4931428F04Rik	74.6	0	0	0	186	187	0
Trpm7	74.4	0	0	0	186	186	0
Nup54	74.4	0	0	0	186	186	0
Homer3	74.4	0	107	0	133	132	0
Gpr153	74.4	0	0	0	185	187	0
Gid4	74.4	0	0	0	186	186	0
Cst3	74.4	0	0	0	186	186	0
Acin1	74.4	0	0	0	186	186	0
Zfp763	74.2	0	0	0	186	185	0
Psmb6	74.2	0	75	0	148	148	0
Psap	74.2	0	0	0	185	186	0
Kctd6	74.2	0	0	0	186	185	0
Gldc	74.2	0	0	0	185	186	0
Gatad2a	74.2	0	0	0	186	185	0
Ctnna3	74.2	0	0	0	185	186	0
Vps51	74.0	0	0	0	185	185	0
Srp19	74.0	0	0	0	186	184	0
Rrp1b	74.0	0	0	0	185	185	0
Rnps1	74.0	0	0	0	185	185	0
Hsf2bp	74.0	0	0	0	185	185	0
Crot	74.0	0	73	0	153	144	0
Zscan20	73.8	0	0	0	185	184	0
Psmg1	73.8	0	123	0	123	123	0
Ing4	73.8	0	0	0	185	184	0
Dbp	73.8	0	0	0	184	185	0
Copg1	73.8	0	0	0	184	185	0
Ccr4	73.8	0	0	0	185	184	0
Car11	73.8	0	0	0	184	185	0
Zfp64	73.6	0	122	0	123	123	0
Umodl1	73.6	0	0	0	184	184	0
Tmem106b	73.6	0	0	0	184	184	0
Thada	73.6	0	0	0	184	184	0
Tacstd2	73.6	0	0	0	184	184	0
Sptlc1	73.6	0	0	0	184	184	0
Slc6a12	73.6	0	0	0	184	184	0
Pradc1	73.6	0	0	0	184	184	0
Ppp1cb	73.6	0	0	0	184	184	0
Olfr1510	73.6	0	0	0	185	183	0
Napg	73.6	0	0	0	184	184	0
Mttp	73.6	0	0	0	183	185	0
Gnl3l	73.6	0	0	0	184	184	0
Dmap1	73.6	0	0	0	184	184	0
Ckap2	73.6	0	0	0	184	184	0
Cdkal1	73.6	0	0	0	184	184	0
Cct7	73.6	0	0	0	184	184	0
Ccdc89	73.6	0	0	0	134	234	0
Ccdc57	73.6	0	0	0	184	184	0
Btbd11	73.6	0	0	0	184	184	0
Arid5b	73.6	0	0	0	184	184	0
Adcy4	73.6	0	0	0	184	184	0
Acod1	73.6	0	0	0	184	184	0
Rab11fip1	73.4	0	0	0	184	183	0
Fam193b	73.4	0	0	0	183	184	0
Ctcf	73.4	0	0	0	184	183	0
Ccdc65	73.4	0	0	0	184	183	0
Ccdc126	73.4	0	132	0	118	117	0
Appl2	73.4	0	0	0	184	183	0
Slc15a3	73.2	0	0	0	183	183	0
Sephs2	73.2	0	0	0	183	183	0
Rpap1	73.2	0	103	0	132	131	0
Rab40c	73.2	0	0	0	184	182	0
Poglut3	73.2	0	101	0	133	132	0
Irgc1	73.2	0	0	0	182	184	0
Ctf1	73.2	0	99	0	134	133	0
Bcl7c	73.2	0	99	0	134	133	0
Padi1	73.0	0	0	0	183	182	0
Gtf3c5	73.0	0	0	0	183	182	0
Dhdds	73.0	0	0	0	183	182	0
Zic4	72.8	0	0	0	181	183	0
Zic1	72.8	0	0	0	181	183	0
Srrd	72.8	0	0	0	182	182	0
Rps6	72.8	0	0	0	183	181	0
Prxl2b	72.8	0	0	0	182	182	0
Os9	72.8	0	0	0	181	183	0
Hps4	72.8	0	0	0	182	182	0
Wdr11	72.6	0	0	0	181	182	0
Stk38	72.6	0	122	0	121	120	0
Pex14	72.6	0	0	0	183	180	0
Mtrr	72.6	0	0	0	182	181	0
Fastkd3	72.6	0	0	0	182	181	0
Dffa	72.6	0	0	0	183	180	0
Wdr54	72.4	0	0	0	181	181	0
Tpmt	72.4	0	0	0	181	181	0
Tfap2e	72.4	0	0	0	181	181	0
Scgb1a1	72.4	0	0	0	181	181	0
Sart1	72.4	0	0	0	181	181	0
Pdlim3	72.4	0	0	0	181	181	0
Kdm1b	72.4	0	0	0	181	181	0
Gstm7	72.4	0	0	0	181	181	0
Cdc73	72.4	0	172	0	95	95	0
B4galt1	72.4	0	108	0	127	127	0
1700003E16Rik	72.4	0	0	0	181	181	0
Zfyve26	72.2	0	0	0	180	181	0
Wdr82	72.2	0	0	0	180	181	0
Tra2a	72.2	0	0	0	180	181	0
Spg20	72.2	0	0	0	180	181	0
Sf3a2	72.2	0	127	0	117	117	0
Setd4	72.2	0	0	0	180	181	0
Rhox4a	72.2	0	0	0	166	195	0
Rad51b	72.2	0	0	0	180	181	0
Pvr	72.2	0	0	0	181	180	0
Plekhj1	72.2	0	127	0	117	117	0
Mrps36	72.2	0	0	0	181	180	0
Grcc10	72.2	0	111	0	125	125	0
Gm15517	72.2	0	0	0	182	179	0
Cbr1	72.2	0	0	0	180	181	0
Acp2	72.2	0	0	0	181	180	0
Zfp982	72.0	0	85	0	132	143	0
Rxfp2	72.0	0	0	0	180	180	0
Parp2	72.0	0	95	0	132	133	0
Ints9	72.0	0	78	0	141	141	0
Hmbox1	72.0	0	78	0	141	141	0
Celsr1	72.0	0	0	0	180	180	0
Cd59a	72.0	0	0	0	181	179	0
Zfp839	71.8	0	0	0	175	184	0
Wdfy2	71.8	0	71	0	144	144	0
Thap11	71.8	0	0	0	179	180	0
Ociad1	71.8	0	0	0	180	179	0
Mrpl42	71.8	0	0	0	180	179	0
Lsm4	71.8	0	0	0	180	179	0
Gnb2	71.8	0	175	0	92	92	0
Fitm2	71.8	0	0	0	180	179	0
Fam8a1	71.8	0	0	0	180	179	0
Cenpt	71.8	0	0	0	179	180	0
Tep1	71.6	0	0	0	179	179	0
Serpini1	71.6	0	0	0	179	179	0
Ptcd2	71.6	0	120	0	119	119	0
Psd	71.6	0	0	0	179	179	0
Pdcd10	71.6	0	0	0	179	179	0
Osbpl1a	71.6	0	129	0	114	115	0
Mrps27	71.6	0	120	0	119	119	0
Kmt5b	71.6	0	0	0	179	179	0
Get1	71.6	0	101	0	129	128	0
Fbxl15	71.6	0	0	0	179	179	0
Ctif	71.6	0	0	0	179	179	0
Cstf1	71.6	0	0	0	179	179	0
Aurka	71.6	0	0	0	179	179	0
Vps37b	71.4	0	0	0	178	179	0
Rag2	71.4	0	0	0	178	179	0
Pou2f1	71.4	0	159	0	99	99	0
Mapk1	71.4	0	0	0	178	179	0
Iftap	71.4	0	0	0	178	179	0
Gm33933	71.4	0	357	0	0	0	0
Dnaic2	71.4	0	0	0	178	179	0
Arhgap19	71.4	0	0	0	179	178	0
Vtcn1	71.2	0	0	0	178	178	0
Uqcr11	71.2	0	0	0	178	178	0
Srrt	71.2	0	0	0	178	178	0
Parl	71.2	0	0	0	178	178	0
Nup155	71.2	0	0	0	177	179	0
Nlrc3	71.2	0	0	0	178	178	0
Kcnh4	71.2	0	0	0	178	178	0
Hcrt	71.2	0	0	0	178	178	0
Eif4e2	71.2	0	0	0	178	178	0
Crh	71.2	0	0	0	178	178	0
Cntnap1	71.2	0	0	0	178	178	0
Ccdc86	71.2	0	0	0	178	178	0
Ano6	71.2	0	0	0	178	178	0
Pfdn5	71.0	0	0	0	179	176	0
Nkap	71.0	0	0	0	171	184	0
Nfatc3	71.0	0	0	0	177	178	0
Gng8	71.0	0	0	0	177	178	0
Fah	71.0	0	0	0	177	178	0
Cd24a	71.0	0	0	0	179	176	0
Ccdc150	71.0	0	119	0	119	117	0
Amacr	71.0	0	138	0	104	113	0
Rundc1	70.8	0	0	0	176	178	0
Rmnd1	70.8	0	126	0	114	114	0
Rhot1	70.8	0	125	0	115	114	0
Ptges3l	70.8	0	0	0	176	178	0
Psmf1	70.8	0	106	0	124	124	0
Pcbp2	70.8	0	114	0	120	120	0
Palm3	70.8	0	0	0	177	177	0
Ncaph2	70.8	0	0	0	177	177	0
Mphosph10	70.8	0	0	0	177	177	0
Mcee	70.8	0	0	0	177	177	0
Lmf2	70.8	0	0	0	177	177	0
Klhl13	70.8	0	0	0	177	177	0
Gfod1	70.8	0	130	0	112	112	0
Armt1	70.8	0	126	0	114	114	0
Zmat2	70.6	0	0	0	176	177	0
Zbtb45	70.6	0	196	0	78	79	0
Trp53rka	70.6	0	0	0	178	175	0
Slc25a19	70.6	0	0	0	177	176	0
S100a3	70.6	0	0	0	177	176	0
S100a2	70.6	0	0	0	177	176	0
Rasl11a	70.6	0	0	0	176	177	0
Ooep	70.6	0	84	0	134	135	0
Fbxo46	70.6	0	0	0	176	177	0
Bhmg1	70.6	0	0	0	176	177	0
Arhgap11a	70.6	0	0	0	176	177	0
Vill	70.4	0	0	0	176	176	0
Triobp	70.4	0	0	0	176	176	0
Rps19bp1	70.4	0	0	0	176	176	0
Pspn	70.4	0	0	0	176	176	0
Kansl1	70.4	0	0	0	176	176	0
Hoxd9	70.4	0	0	0	176	176	0
Hoxd8	70.4	0	0	0	176	176	0
Hint1	70.4	0	128	0	112	112	0
Caly	70.4	0	0	0	176	176	0
C2cd4c	70.4	0	126	0	113	113	0
Alkbh7	70.4	0	0	0	176	176	0
Zfp113	70.2	0	0	0	175	176	0
Txndc9	70.2	0	139	0	107	105	0
Tmem40	70.2	0	132	0	109	110	0
Tlr3	70.2	0	0	0	165	186	0
Slc2a1	70.2	0	85	0	133	133	0
LTO1	70.2	0	0	0	177	174	0
Gtpbp3	70.2	0	0	0	176	175	0
Fam187a	70.2	0	0	0	176	175	0
Eif5b	70.2	0	139	0	107	105	0
Eftud2	70.2	0	0	0	176	175	0
Cd63	70.2	0	0	0	175	176	0
Ccdc103	70.2	0	0	0	176	175	0
Ano8	70.2	0	0	0	176	175	0
Ttc41	70.0	0	0	0	175	175	0
Tob1	70.0	0	0	0	175	175	0
Snai3	70.0	0	0	0	175	175	0
Slc37a4	70.0	0	0	0	176	174	0
S100a10	70.0	0	0	0	175	175	0
Rabl2	70.0	0	78	0	136	136	0
Ptpn13	70.0	0	0	0	175	175	0
Pdcd2	70.0	0	0	0	175	175	0
Ly6e	70.0	0	0	0	171	179	0
Hsp90b1	70.0	0	0	0	175	175	0
Adar	70.0	0	0	0	175	175	0
Zc3h3	69.8	0	188	0	79	82	0
Sf3a3	69.8	0	0	0	176	173	0
Pik3c2a	69.8	0	0	0	174	175	0
Lcor	69.8	0	0	0	174	175	0
Gm3411	69.8	0	349	0	0	0	0
Gins4	69.8	0	0	0	174	175	0
Chd8	69.8	0	0	0	174	175	0
Bfsp1	69.8	0	0	0	174	175	0
Zfp959	69.6	0	106	0	115	127	0
Zfp57	69.6	0	0	0	174	174	0
Zdhhc12	69.6	0	0	0	174	174	0
Tmem167b	69.6	0	0	0	174	174	0
Pigc	69.6	0	132	0	108	108	0
Nup85	69.6	0	0	0	173	175	0
Kpna2	69.6	0	0	0	174	174	0
Josd2	69.6	0	0	0	174	174	0
Ift52	69.6	0	0	0	174	174	0
Fbxo47	69.6	0	0	0	174	174	0
Btn1a1	69.6	0	0	0	174	174	0
Aspdh	69.6	0	0	0	174	174	0
Aftph	69.6	0	0	0	174	174	0
4930558K02Rik	69.6	0	132	0	108	108	0
Zfp764	69.4	0	0	0	173	174	0
Tnf	69.4	0	0	0	173	174	0
Rab3gap2	69.4	0	133	0	107	107	0
Npr1	69.4	0	0	0	173	174	0
Myd88	69.4	0	0	0	173	174	0
Ltb	69.4	0	0	0	173	174	0
Gpaa1	69.4	0	0	0	173	174	0
Exosc4	69.4	0	0	0	173	174	0
Atg7	69.4	0	0	0	174	173	0
Acaa1a	69.4	0	0	0	173	174	0
Tnfrsf21	69.2	0	0	0	173	173	0
Smpdl3a	69.2	0	0	0	173	173	0
Setd1b	69.2	0	0	0	173	173	0
Oma1	69.2	0	100	0	123	123	0
Nfil3	69.2	0	0	0	173	173	0
Cald1	69.2	0	0	0	173	173	0
Aldh1l2	69.2	0	0	0	173	173	0
Zfp184	69.0	0	0	0	182	163	0
Uvrag	69.0	0	0	0	172	173	0
Tmem43	69.0	0	0	0	173	172	0
Strip1	69.0	0	0	0	172	173	0
Nsmce3	69.0	0	0	0	173	172	0
Nhsl1	69.0	0	0	0	172	173	0
Lrrc15	69.0	0	0	0	172	173	0
Fem1a	69.0	0	0	0	173	172	0
Dym	69.0	0	0	0	172	173	0
Dhrs13	69.0	0	193	0	76	76	0
Chchd4	69.0	0	0	0	173	172	0
Capns1	69.0	0	61	0	142	142	0
Abca8b	69.0	0	0	0	172	173	0
Zfp219	68.8	0	0	0	172	172	0
Wsb2	68.8	0	0	0	172	172	0
Thoc5	68.8	0	0	0	173	171	0
Thoc1	68.8	0	0	0	173	171	0
Senp5	68.8	0	75	0	134	135	0
Scpep1	68.8	0	0	0	173	171	0
Rab1b	68.8	134	0	0	105	105	0
Pan2	68.8	0	0	0	173	171	0
Mettl23	68.8	0	0	0	172	172	0
Irf2bp1	68.8	0	0	0	172	172	0
Hoxc10	68.8	0	0	0	172	172	0
Gstt1	68.8	0	0	0	172	172	0
Atp6v1h	68.8	0	0	0	175	169	0
Ankrd17	68.8	0	0	0	172	172	0
Ahctf1	68.8	0	0	0	172	172	0
Wasf1	68.6	0	0	0	172	171	0
Tmem205	68.6	0	117	0	113	113	0
Tbccd1	68.6	0	0	0	170	173	0
Poc5	68.6	0	0	0	172	171	0
Isy1	68.6	0	0	0	171	172	0
Gm10375	68.6	0	0	0	209	134	0
Dnajb11	68.6	0	0	0	170	173	0
Cdc40	68.6	0	0	0	172	171	0
Ccdc159	68.6	0	117	0	113	113	0
8030462N17Rik	68.6	0	128	0	107	108	0
Wdr25	68.4	0	0	0	171	171	0
Wars	68.4	0	0	0	171	171	0
Ufl1	68.4	0	0	0	171	171	0
Slc36a1	68.4	0	0	0	171	171	0
Slc35f4	68.4	0	0	0	171	171	0
Ska2	68.4	0	0	0	171	171	0
Ryr2	68.4	0	0	0	171	171	0
Rnaseh1	68.4	0	0	0	171	171	0
Rabl6	68.4	0	0	0	171	171	0
Prr11	68.4	0	0	0	171	171	0
Ppp2cb	68.4	0	0	0	171	171	0
Pepd	68.4	0	0	0	171	171	0
Pcsk1	68.4	0	0	0	171	171	0
Pcdha4	68.4	0	0	0	171	171	0
Parp4	68.4	0	0	0	171	171	0
Mro	68.4	0	0	0	171	171	0
Mmp8	68.4	0	0	0	171	171	0
Hapln1	68.4	0	0	0	171	171	0
Gpr19	68.4	0	122	0	110	110	0
Gm37013	68.4	0	0	0	171	171	0
Gm13420	68.4	0	0	0	171	171	0
Dnttip2	68.4	132	0	0	106	104	0
Ctdp1	68.4	0	0	0	171	171	0
Cox6b1	68.4	0	0	0	171	171	0
Cited2	68.4	0	0	0	171	171	0
Cenpj	68.4	0	0	0	171	171	0
Cdc25a	68.4	0	0	0	171	171	0
Adpgk	68.4	0	0	0	171	171	0
Olfr461	68.2	0	0	0	211	130	0
Morn2	68.2	0	0	0	171	170	0
Map2k1	68.2	0	0	0	170	171	0
Dnah6	68.2	0	0	0	171	170	0
Dhx57	68.2	0	0	0	171	170	0
Chmp7	68.2	0	0	0	170	171	0
Arhgef18	68.2	0	107	0	117	117	0
Zfp354a	68.0	0	0	0	169	171	0
Smarcc2	68.0	0	0	0	170	170	0
Psmd12	68.0	0	0	0	170	170	0
Polk	68.0	0	0	0	170	170	0
Lmnb2	68.0	0	0	0	170	170	0
Ifitm3	68.0	0	0	0	171	169	0
Haus4	68.0	0	0	0	170	170	0
Cert1	68.0	0	0	0	170	170	0
Apbb2	68.0	0	110	0	115	115	0
Vmn1r2	67.8	0	0	0	165	174	0
Tmem120b	67.8	176	0	0	82	81	0
Sugp2	67.8	0	91	0	124	124	0
Sft2d1	67.8	0	0	0	169	170	0
Ifitm1	67.8	120	219	0	0	0	0
Fbxw2	67.8	0	0	0	170	169	0
Extl1	67.8	0	0	0	170	169	0
Evpl	67.8	0	0	0	169	170	0
Dram2	67.8	0	0	0	170	169	0
Cept1	67.8	0	0	0	170	169	0
Cast	67.8	0	0	0	169	170	0
C1d	67.8	0	0	0	169	170	0
Armc6	67.8	0	91	0	124	124	0
Ap5z1	67.8	0	0	0	170	169	0
Zc3h18	67.6	0	0	0	169	169	0
Xrcc2	67.6	0	90	0	124	124	0
Uggt1	67.6	0	92	0	123	123	0
Tom1l1	67.6	0	116	0	111	111	0
Tnnt3	67.6	0	0	0	169	169	0
Tmem184c	67.6	0	0	0	168	170	0
Slc16a13	67.6	0	0	0	169	169	0
Ptdss1	67.6	0	0	0	169	169	0
Plppr2	67.6	0	0	0	169	169	0
Mterf3	67.6	0	0	0	169	169	0
Mga	67.6	0	0	0	169	169	0
Map11	67.6	0	0	0	169	169	0
Jund	67.6	0	0	0	169	169	0
Iqcn	67.6	0	0	0	169	169	0
Il17b	67.6	0	0	0	170	168	0
Gdf6	67.6	0	0	0	169	169	0
Fmnl3	67.6	0	106	0	116	116	0
Edem3	67.6	0	0	0	169	169	0
Cox7a2l	67.6	0	0	0	169	169	0
Cotl1	67.6	0	0	0	169	169	0
Cluap1	67.6	0	0	0	169	169	0
Ccdc110	67.6	0	0	0	169	169	0
Adipor1	67.6	0	0	0	169	169	0
1700037C18Rik	67.6	0	0	0	169	169	0
Ubiad1	67.4	0	0	0	168	169	0
Tsnaxip1	67.4	0	0	0	169	168	0
Sap30	67.4	0	0	0	169	168	0
Ranbp10	67.4	0	0	0	169	168	0
Prim1	67.4	0	0	0	168	169	0
Mtor	67.4	0	0	0	168	169	0
Mrpl44	67.4	0	0	0	168	169	0
Capn10	67.4	0	0	0	169	168	0
Tnfrsf10b	67.2	0	0	0	168	168	0
Tmem170	67.2	0	0	0	167	169	0
Taf1c	67.2	0	0	0	168	168	0
Rtn4	67.2	87	249	0	0	0	0
Rnf40	67.2	0	0	0	168	168	0
Rad54l2	67.2	0	133	0	101	102	0
Pten	67.2	0	0	0	168	168	0
Gmppb	67.2	0	0	0	168	168	0
Gaa	67.2	0	0	0	168	168	0
Ddx46	67.2	0	0	0	168	168	0
Cpsf4l	67.2	0	0	0	167	169	0
Commd5	67.2	0	0	0	168	168	0
Clrn1	67.2	0	0	0	168	168	0
Ccdc189	67.2	0	0	0	168	168	0
Arfgap2	67.2	0	0	0	168	168	0
Amigo3	67.2	0	0	0	168	168	0
A530016L24Rik	67.2	0	0	0	168	168	0
1700019D03Rik	67.2	0	144	0	95	97	0
Prr19	67.0	0	0	0	167	168	0
Pafah1b3	67.0	0	0	0	167	168	0
Mrpl15	67.0	0	190	0	72	73	0
Lztr1	67.0	0	0	0	169	166	0
Lars	67.0	0	0	0	168	167	0
Igsf23	67.0	0	0	0	167	168	0
Hao2	67.0	0	0	0	167	168	0
Ercc2	67.0	0	0	0	167	168	0
Cop1	67.0	0	0	0	168	167	0
Zfp760	66.8	0	0	0	168	166	0
Zfp112	66.8	0	0	0	168	166	0
Usp3	66.8	0	0	0	167	167	0
Tspan4	66.8	0	0	0	168	166	0
Ppp1r13l	66.8	0	0	0	167	167	0
Polr2l	66.8	0	0	0	168	166	0
Knstrn	66.8	0	0	0	167	167	0
Kazald1	66.8	0	0	0	167	167	0
Ctla2b	66.8	0	0	0	165	169	0
Coq7	66.8	0	0	0	167	167	0
Chd9	66.8	0	159	0	87	88	0
Cep128	66.8	0	0	0	167	167	0
Alpl	66.8	0	158	0	88	88	0
Zfp369	66.6	0	0	0	167	166	0
Tfrc	66.6	0	0	0	167	166	0
Stau1	66.6	0	0	0	166	167	0
Nudt9	66.6	0	140	0	96	97	0
Gm47189	66.6	0	0	0	135	198	0
Gm10377	66.6	0	0	0	135	198	0
Eml2	66.6	0	0	0	167	166	0
Cox5a	66.6	0	0	0	166	167	0
Atp5g1	66.6	0	0	0	165	168	0
Arhgef7	66.6	0	0	0	167	166	0
Wdr36	66.4	0	0	0	166	166	0
Snx29	66.4	0	0	0	166	166	0
Rad23a	66.4	0	0	0	166	166	0
Ptar1	66.4	0	73	0	129	130	0
Polr2b	66.4	0	0	0	166	166	0
Nup93	66.4	0	0	0	166	166	0
Nprl2	66.4	0	0	0	166	166	0
Noa1	66.4	0	0	0	166	166	0
Ms4a10	66.4	81	251	0	0	0	0
Mageb3	66.4	0	0	0	167	165	0
Exoc3l4	66.4	0	0	0	166	166	0
Drg1	66.4	0	0	0	166	166	0
Cyb561d2	66.4	0	0	0	166	166	0
Cux1	66.4	0	0	0	166	166	0
Ctdspl2	66.4	0	0	0	167	165	0
Ccdc174	66.4	0	0	0	167	165	0
Tmem230	66.2	0	0	0	165	166	0
Plekho2	66.2	0	0	0	166	165	0
Nbr1	66.2	0	0	0	165	166	0
Kdm5b	66.2	0	0	0	165	166	0
Guk1	66.2	0	0	0	165	166	0
Folr1	66.2	0	0	0	165	166	0
Brca1	66.2	0	0	0	165	166	0
4932438A13Rik	66.2	0	0	0	165	166	0
Zfp957	66.0	0	0	0	165	165	0
Trak2	66.0	0	0	0	165	165	0
Ppm1k	66.0	0	0	0	165	165	0
Mrpl52	66.0	0	0	0	169	161	0
Gtf2b	66.0	0	0	0	165	165	0
Fam122a	66.0	0	0	0	165	165	0
Evi5	66.0	0	0	0	165	165	0
Emc9	66.0	0	0	0	165	165	0
Emc4	66.0	0	0	0	166	164	0
Ehd1	66.0	0	0	0	165	165	0
Cnih4	66.0	0	0	0	165	165	0
Capn6	66.0	0	0	0	165	165	0
Ankfy1	66.0	0	0	0	165	165	0
Stap1	65.8	0	0	0	165	164	0
Shb	65.8	0	95	0	117	117	0
Rps15a	65.8	0	0	0	164	165	0
Rfesd	65.8	0	0	0	164	165	0
Rab11a	65.8	0	0	0	165	164	0
Prdm10	65.8	0	0	0	164	165	0
Ppp1r7	65.8	0	0	0	164	165	0
Pnpla8	65.8	0	0	0	166	163	0
Pask	65.8	0	0	0	164	165	0
Nipsnap2	65.8	0	0	0	165	164	0
Fam221a	65.8	0	0	0	164	165	0
Cenpc1	65.8	0	0	0	165	164	0
Zfp750	65.6	0	0	0	164	164	0
Zfp607b	65.6	0	0	0	164	164	0
Zc3h15	65.6	0	0	0	164	164	0
Tnrc6c	65.6	0	0	0	164	164	0
Tmem209	65.6	0	0	0	164	164	0
Stag1	65.6	0	0	0	164	164	0
Ssmem1	65.6	0	0	0	164	164	0
Rps6ka5	65.6	0	0	0	164	164	0
Rnase1	65.6	0	0	0	164	164	0
Rbpms	65.6	0	0	0	164	164	0
Osgepl1	65.6	0	0	0	164	164	0
Orc5	65.6	0	0	0	163	165	0
Nras	65.6	0	0	0	163	165	0
Ndufa6	65.6	0	90	0	119	119	0
Kat6b	65.6	0	0	0	164	164	0
Hs3st3b1	65.6	0	0	0	164	164	0
Hbp1	65.6	0	72	0	128	128	0
Gpr1	65.6	0	328	0	0	0	0
Rap1gap	65.4	0	167	0	80	80	0
Ptcd1	65.4	0	0	0	164	163	0
P2rx4	65.4	0	0	0	163	164	0
Ogdhl	65.4	0	0	0	163	164	0
Krcc1	65.4	0	129	0	108	90	0
Kcna7	65.4	0	0	0	165	162	0
Gm3752	65.4	0	327	0	0	0	0
Gm2956	65.4	0	327	0	0	0	0
G6pc2	65.4	0	133	0	97	97	0
Cpsf4	65.4	0	0	0	164	163	0
5730507C01Rik	65.4	0	0	0	188	139	0
Them4	65.2	0	108	0	109	109	0
Tcerg1	65.2	0	0	0	162	164	0
Sgf29	65.2	0	0	0	163	163	0
Numbl	65.2	0	0	0	163	163	0
Nsun4	65.2	0	0	0	163	163	0
Nfia	65.2	0	0	0	163	163	0
Map3k20	65.2	0	0	0	163	163	0
Itgb3bp	65.2	0	0	0	163	163	0
Gbp5	65.2	0	0	0	163	163	0
Etfbkmt	65.2	0	107	0	109	110	0
Efcab7	65.2	0	0	0	163	163	0
Cfap54	65.2	0	0	0	163	163	0
Camk2d	65.2	0	0	0	163	163	0
C1qbp	65.2	0	0	0	164	162	0
Banp	65.2	0	0	0	163	163	0
Wdr46	65.0	0	0	0	163	162	0
Trp53rkb	65.0	0	0	0	167	158	0
Tmem191c	65.0	0	0	0	163	162	0
Pfdn6	65.0	0	0	0	163	162	0
Hk1	65.0	0	0	0	165	160	0
Ercc5	65.0	0	0	0	162	163	0
Cndp2	65.0	0	0	0	162	163	0
Chchd2	65.0	0	0	0	163	162	0
Bpnt1	65.0	0	117	0	104	104	0
Bmp8b	65.0	0	0	0	157	168	0
Zbtb7b	64.8	0	0	0	162	162	0
Uba5	64.8	0	0	0	131	193	0
Tsg101	64.8	0	0	0	162	162	0
Tpd52	64.8	0	118	0	103	103	0
Tmcc3	64.8	0	0	0	162	162	0
Slc9a1	64.8	0	0	0	162	162	0
Rft1	64.8	0	0	0	162	162	0
Olfr298	64.8	0	0	0	162	162	0
Naa16	64.8	0	0	0	162	162	0
Mrpl53	64.8	0	0	0	162	162	0
Micu1	64.8	0	0	0	162	162	0
Metrn	64.8	0	0	0	162	162	0
Lcn9	64.8	0	0	0	162	162	0
Krt19	64.8	0	0	0	162	162	0
Glt6d1	64.8	0	0	0	162	162	0
Fdxacb1	64.8	0	0	0	162	162	0
Cavin3	64.8	0	0	0	162	162	0
Aqp9	64.8	0	0	0	162	162	0
Antkmt	64.8	0	0	0	162	162	0
Acad11	64.8	0	0	0	131	193	0
1110032A03Rik	64.8	0	0	0	162	162	0
Zfp809	64.6	0	0	0	163	160	0
Zfp106	64.6	0	0	0	162	161	0
Tuba1c	64.6	0	0	0	157	166	0
Trappc8	64.6	0	0	0	161	162	0
Syt11	64.6	0	0	0	159	164	0
Syce2	64.6	0	0	0	162	161	0
Spg11	64.6	0	0	0	162	161	0
Snap23	64.6	0	0	0	162	161	0
Rrp9	64.6	0	0	0	161	162	0
Rad51d	64.6	0	0	0	162	161	0
Prss50	64.6	0	0	0	162	161	0
Parp3	64.6	0	0	0	161	162	0
Nmt1	64.6	0	0	0	161	162	0
Mvb12a	64.6	0	0	0	162	161	0
Gle1	64.6	94	0	0	115	114	0
Fuca2	64.6	0	0	0	162	161	0
Bsdc1	64.6	0	0	0	163	160	0
Usp30	64.4	0	0	0	161	161	0
Ube2s	64.4	0	0	0	162	160	0
Tox4	64.4	0	0	0	161	161	0
Stag3	64.4	0	0	0	162	160	0
Sra1	64.4	0	0	0	161	161	0
Rnf149	64.4	110	0	0	106	106	0
Rab2b	64.4	0	0	0	161	161	0
Pdss2	64.4	0	0	0	161	161	0
Pdpn	64.4	0	131	0	96	95	0
Oxa1l	64.4	0	0	0	160	162	0
Naa20	64.4	0	93	0	114	115	0
Mycn	64.4	0	112	0	105	105	0
Mtrf1l	64.4	0	0	0	161	161	0
Lamb2	64.4	0	0	0	161	161	0
Gpc2	64.4	0	0	0	162	160	0
Fan1	64.4	0	0	0	161	161	0
Fam89a	64.4	0	0	0	161	161	0
Erbb3	64.4	0	0	0	161	161	0
Cox5b	64.4	0	120	0	101	101	0
Adgb	64.4	0	0	0	160	162	0
Tmem161a	64.2	0	0	0	160	161	0
Tbcd	64.2	0	0	0	160	161	0
Psmd9	64.2	0	0	0	160	161	0
Nifk	64.2	0	0	0	161	160	0
Ndufaf4	64.2	0	137	0	92	92	0
Mmp14	64.2	0	0	0	160	161	0
Mettl4	64.2	0	0	0	159	162	0
Gsta4	64.2	0	0	0	160	161	0
Zfp462	64.0	0	0	0	160	160	0
Wnk1	64.0	0	0	0	160	160	0
Wdr53	64.0	0	0	0	160	160	0
Ube2l3	64.0	0	0	0	159	161	0
Tmem222	64.0	0	0	0	160	160	0
Tceal9	64.0	0	0	0	160	160	0
Speg	64.0	0	0	0	160	160	0
Sos1	64.0	0	0	0	160	160	0
Rimbp3	64.0	0	0	0	159	161	0
Rer1	64.0	0	0	0	159	161	0
Orai1	64.0	0	0	0	160	160	0
Morn1	64.0	0	0	0	159	161	0
Med25	64.0	0	0	0	160	160	0
Maml1	64.0	0	0	0	160	160	0
Ier5l	64.0	0	0	0	160	160	0
Hebp2	64.0	0	0	0	160	160	0
