Target_genes	Bach1|Average	SRX7433236|ES_cells	SRX5508931|Lung_tumors	SRX5508932|Lung_tumors	SRX5508933|Lung_tumors	SRX5508934|Lung_tumors	SRX5508935|Lung_tumors	SRX5508936|Lung_tumors	SRX5508937|Lung_tumors	SRX1629384|M1	SRX2200548|Pro-B_cells	STRING
Naa20	13.0	0	0	0	0	0	0	0	0	130	0	0
Mtmr2	13.0	0	0	0	0	0	0	0	0	130	0	0
Mia2	13.0	0	0	0	0	0	0	0	0	130	0	0
Lrrc59	13.0	0	0	0	0	0	0	0	0	130	0	0
Lrrc51	13.0	0	0	0	0	0	0	0	0	130	0	0
Lrrc49	13.0	0	0	0	130	0	0	0	0	0	0	0
Lrig2	13.0	0	0	0	0	0	0	0	0	130	0	0
Il1rap	13.0	0	0	0	0	0	0	0	0	130	0	0
Hspa4l	13.0	0	0	0	0	0	0	0	0	130	0	0
Hpf1	13.0	0	0	0	0	0	0	0	0	130	0	0
Hectd1	13.0	0	0	0	0	0	0	0	0	130	0	0
Gm960	13.0	0	0	0	0	0	0	0	0	130	0	0
Foxred1	13.0	0	0	0	0	0	0	0	0	130	0	0
AY074887	13.0	0	0	0	0	0	0	0	0	130	0	0
Xpo5	12.9	0	0	0	0	0	0	0	0	129	0	0
Trafd1	12.9	0	0	0	0	0	0	0	0	129	0	0
Toe1	12.9	0	0	0	0	0	0	0	0	129	0	0
Tnip3	12.9	0	0	0	0	0	0	0	0	129	0	0
Tmem203	12.9	0	0	0	0	0	0	0	0	129	0	0
Tmco4	12.9	0	0	0	0	0	0	0	0	129	0	0
Tex9	12.9	0	0	0	0	0	0	0	0	129	0	0
Tdrd3	12.9	0	0	0	0	0	0	0	0	129	0	0
Slc38a1	12.9	0	0	0	0	0	0	0	0	129	0	0
Rrp1b	12.9	0	0	0	0	0	0	0	0	129	0	0
Rab8b	12.9	0	0	0	0	0	0	0	0	129	0	0
Polh	12.9	0	0	0	0	0	0	0	0	129	0	0
Pcbp2	12.9	0	0	0	0	0	0	0	0	129	0	0
Parp1	12.9	0	0	0	0	0	0	0	0	129	0	0
Olfm2	12.9	0	0	0	0	0	0	0	0	129	0	0
Ndor1	12.9	0	0	0	0	0	0	0	0	129	0	0
Ncoa3	12.9	0	0	0	0	0	0	0	0	129	0	0
Mutyh	12.9	0	0	0	0	0	0	0	0	129	0	0
Mga	12.9	0	0	0	0	0	0	0	0	129	0	0
Lpar5	12.9	0	0	0	0	0	0	0	0	129	0	0
Larp1	12.9	0	0	0	0	0	0	0	0	129	0	0
Hsf2bp	12.9	0	0	0	0	0	0	0	0	129	0	0
H2-Ob	12.9	0	0	0	0	0	0	0	0	129	0	0
H13	12.9	0	0	0	0	0	0	0	0	129	0	0
Gpcpd1	12.9	0	0	0	0	0	0	0	0	129	0	0
Fkbp1a	12.9	0	0	0	0	0	0	0	0	129	0	0
Ddx11	12.9	0	0	0	0	0	0	0	0	129	0	0
Casp8	12.9	0	0	0	0	0	0	0	0	129	0	0
Cap1	12.9	0	0	0	0	0	0	0	0	129	0	0
Camk2g	12.9	0	0	0	0	0	0	0	0	129	0	0
Calm1	12.9	0	0	0	0	0	0	0	0	129	0	0
Ankle1	12.9	0	0	0	0	0	0	0	0	129	0	0
2610507B11Rik	12.9	0	0	0	0	0	0	0	0	129	0	0
Zfp87	12.8	0	0	0	0	0	0	0	0	128	0	0
Zfp655	12.8	0	0	0	0	0	0	0	0	128	0	0
Zcchc7	12.8	0	0	0	0	0	0	0	0	128	0	0
Utp6	12.8	0	0	0	0	0	0	0	0	128	0	0
Ubfd1	12.8	0	0	0	0	0	0	0	0	128	0	0
Ube2e3	12.8	0	0	0	0	0	0	0	0	128	0	0
Tsr2	12.8	0	0	0	0	0	0	0	0	128	0	0
Trim39	12.8	0	0	0	0	0	0	0	0	128	0	0
Tmem229b	12.8	0	0	0	0	0	0	0	0	128	0	0
Taf8	12.8	0	0	0	0	0	0	0	0	128	0	0
Stk10	12.8	0	0	0	0	0	0	0	0	128	0	0
Ssbp2	12.8	0	0	0	0	0	0	0	0	128	0	0
Slfn3	12.8	0	0	0	0	0	0	0	0	128	0	0
Slc35a4	12.8	0	0	0	0	0	0	0	0	128	0	0
Simc1	12.8	0	0	0	0	0	0	0	0	128	0	0
Sh2b1	12.8	0	0	0	0	0	0	0	0	128	0	0
Rrm1	12.8	0	0	0	0	0	0	0	0	128	0	0
Rnf26	12.8	0	0	0	0	0	0	0	0	128	0	0
Prdx3	12.8	0	0	0	0	0	0	0	0	128	0	0
Ppil4	12.8	0	0	0	0	0	0	0	0	128	0	0
Polr3gl	12.8	0	0	0	0	0	0	0	0	128	0	0
Pigo	12.8	0	0	0	0	0	0	0	0	128	0	0
Phgdh	12.8	0	0	0	0	0	0	0	0	128	0	0
Panx1	12.8	0	0	0	0	0	0	0	0	128	0	0
Ogt	12.8	0	0	0	0	0	0	0	0	128	0	0
Oard1	12.8	0	0	0	0	0	0	0	0	128	0	0
Nupl1	12.8	0	0	0	0	0	0	0	0	128	0	0
Nudc	12.8	0	0	0	0	0	0	0	0	128	0	0
Noc4l	12.8	0	0	0	0	0	0	0	0	128	0	0
Nfya	12.8	0	0	0	0	0	0	0	0	128	0	0
Mtg2	12.8	0	0	0	0	0	0	0	0	128	0	0
Mn1	12.8	0	0	0	0	0	0	0	0	128	0	0
Mei4	12.8	0	0	0	0	0	0	0	0	128	0	0
Mdm1	12.8	0	0	0	0	0	0	0	0	128	0	0
Iqcf3	12.8	0	0	0	0	0	0	0	0	128	0	0
Grasp	12.8	0	0	0	0	0	0	0	0	128	0	0
Gm33989	12.8	0	0	0	0	0	0	0	0	128	0	0
Gck	12.8	0	0	0	0	0	0	0	0	128	0	0
Fhl2	12.8	0	128	0	0	0	0	0	0	0	0	0
Fads2	12.8	0	0	0	0	0	0	0	0	128	0	0
Egfl7	12.8	0	0	0	0	0	0	0	0	128	0	0
Ears2	12.8	0	0	0	0	0	0	0	0	128	0	0
Dph7	12.8	0	0	0	0	0	0	0	0	128	0	0
Ddx51	12.8	0	0	0	0	0	0	0	0	128	0	0
Cdip1	12.8	0	0	0	0	0	0	0	0	128	0	0
Ccnd3	12.8	0	0	0	0	0	0	0	0	128	0	0
Ccl7	12.8	0	0	0	0	0	0	0	0	128	0	0
Capza1	12.8	0	0	0	0	0	0	0	0	128	0	0
Capn15	12.8	0	0	0	0	0	0	0	0	128	0	0
Apbb3	12.8	0	0	0	0	0	0	0	0	128	0	0
Adssl1	12.8	0	0	0	0	0	0	0	0	128	0	0
Adamts10	12.8	0	0	0	0	0	0	0	0	128	0	0
Abhd12	12.8	0	128	0	0	0	0	0	0	0	0	0
Zc3hav1l	12.7	0	0	0	0	0	0	0	0	127	0	0
Thra	12.7	0	0	0	0	0	0	0	0	127	0	0
Tarbp1	12.7	0	0	0	0	0	0	0	0	127	0	0
Stxbp4	12.7	0	0	0	0	0	0	0	0	127	0	0
Sec14l1	12.7	0	0	0	0	0	0	0	0	127	0	0
Rbm26	12.7	0	0	0	0	0	0	0	0	127	0	0
Prl4a1	12.7	0	127	0	0	0	0	0	0	0	0	0
Pank3	12.7	0	0	0	0	0	0	0	127	0	0	0
Nudt3	12.7	0	0	0	0	0	0	0	0	127	0	0
Nfe2l1	12.7	0	0	0	0	0	0	0	0	127	0	0
Ncaph	12.7	0	0	0	0	0	0	0	0	127	0	0
Moxd2	12.7	0	0	0	0	0	0	0	0	127	0	0
Mmp11	12.7	0	0	0	0	0	0	0	0	127	0	0
Map3k4	12.7	0	0	0	0	0	0	0	0	127	0	0
Manbal	12.7	0	0	0	0	0	0	0	0	127	0	0
Ints3	12.7	0	0	0	0	0	0	0	0	127	0	0
Ino80e	12.7	0	0	0	0	0	0	0	0	127	0	0
Hirip3	12.7	0	0	0	0	0	0	0	0	127	0	0
Foxk2	12.7	0	0	0	0	0	0	0	0	127	0	0
Fam25c	12.7	0	0	0	0	0	127	0	0	0	0	0
Dut	12.7	0	0	0	0	0	0	0	0	127	0	0
Depdc5	12.7	0	0	0	0	0	0	0	0	127	0	0
Cox11	12.7	0	0	0	0	0	0	0	0	127	0	0
Chchd10	12.7	0	0	0	0	0	0	0	0	127	0	0
Ccni	12.7	0	0	0	0	0	0	0	0	127	0	0
Bcl7a	12.7	0	0	0	0	0	0	0	0	127	0	0
Ascc1	12.7	0	0	0	0	0	0	0	0	127	0	0
Arhgef18	12.7	0	0	0	0	0	0	0	0	127	0	0
Anapc16	12.7	0	0	0	0	0	0	0	0	127	0	0
Acer3	12.7	0	0	0	0	0	0	0	0	127	0	0
2010109A12Rik	12.7	0	0	0	0	0	0	0	0	127	0	0
Zfp955b	12.6	0	0	0	0	0	0	0	0	126	0	0
Zfp319	12.6	0	0	0	0	0	0	0	0	126	0	0
Usb1	12.6	0	0	0	0	0	0	0	0	126	0	0
Traf2	12.6	0	0	0	0	0	0	0	0	126	0	0
Tm9sf1	12.6	0	0	0	0	0	0	0	0	126	0	0
Slc43a2	12.6	0	0	0	126	0	0	0	0	0	0	0
Sec23a	12.6	0	0	0	0	0	0	0	0	126	0	0
Rnf170	12.6	0	0	0	0	0	0	0	0	126	0	0
Rfc1	12.6	0	0	0	0	0	0	0	0	126	0	0
Poln	12.6	0	0	0	0	0	0	0	0	126	0	0
Plxnc1	12.6	0	0	0	0	0	0	0	0	126	0	0
Ogfod1	12.6	0	0	0	0	0	0	0	0	126	0	0
Nudt21	12.6	0	0	0	0	0	0	0	0	126	0	0
Nudt19	12.6	0	0	0	0	0	0	0	0	126	0	0
Ndufv2	12.6	0	0	0	0	0	0	0	0	126	0	0
Mylk3	12.6	0	126	0	0	0	0	0	0	0	0	0
Lrrc24	12.6	0	0	0	0	0	0	0	0	126	0	0
Ints4	12.6	0	0	0	0	0	0	0	0	126	0	0
Hp1bp3	12.6	0	0	0	0	0	0	0	0	126	0	0
Hook3	12.6	0	0	0	0	0	0	0	0	126	0	0
Haus3	12.6	0	0	0	0	0	0	0	0	126	0	0
Gtf3c4	12.6	0	0	0	0	0	0	0	0	126	0	0
Grpel2	12.6	0	0	0	0	0	0	0	0	126	0	0
Gemin2	12.6	0	0	0	0	0	0	0	0	126	0	0
Dhrs7b	12.6	0	0	0	0	0	0	0	0	126	0	0
Ddx31	12.6	0	0	0	0	0	0	0	0	126	0	0
C030006K11Rik	12.6	0	0	0	0	0	0	0	0	126	0	0
Zfp65	12.5	0	0	0	0	0	0	0	0	125	0	0
Zfp358	12.5	0	0	0	0	0	0	0	0	125	0	0
Zbtb44	12.5	0	0	0	0	0	0	0	0	125	0	0
Ybx3	12.5	0	0	0	0	0	0	0	0	125	0	0
Unc50	12.5	0	0	0	0	0	0	0	0	125	0	0
Slpi	12.5	0	0	0	0	0	0	0	0	125	0	0
Slc4a2	12.5	0	125	0	0	0	0	0	0	0	0	0
Scrn3	12.5	0	0	0	0	0	0	0	0	125	0	0
Recql4	12.5	0	0	0	0	0	0	0	0	125	0	0
Pld4	12.5	0	0	0	0	0	0	0	0	125	0	0
Otud4	12.5	0	0	0	0	0	0	0	0	125	0	0
Nr4a2	12.5	0	0	0	0	0	0	0	0	125	0	0
Med14	12.5	0	0	0	0	0	0	0	0	125	0	0
Mars2	12.5	0	0	0	0	0	0	0	0	125	0	0
Lrrc14	12.5	0	0	0	0	0	0	0	0	125	0	0
Kiz	12.5	0	0	0	0	0	0	0	0	125	0	0
Isoc2b	12.5	0	0	0	0	0	0	0	0	125	0	0
Immp2l	12.5	0	0	0	0	0	0	0	0	125	0	0
Gsto1	12.5	0	0	0	0	0	0	0	0	125	0	0
Eprs	12.5	0	0	0	0	0	0	0	0	125	0	0
Emp3	12.5	0	0	0	0	0	0	0	0	125	0	0
Dusp5	12.5	0	0	0	0	0	0	0	0	125	0	0
Coa5	12.5	0	0	0	0	0	0	0	0	125	0	0
Cir1	12.5	0	0	0	0	0	0	0	0	125	0	0
Cenpa	12.5	0	0	0	0	0	0	0	0	125	0	0
Cdk5	12.5	0	125	0	0	0	0	0	0	0	0	0
Ccdc114	12.5	0	0	0	0	0	0	0	0	125	0	0
Camta1	12.5	0	0	0	0	0	0	0	0	125	0	0
Alg9	12.5	0	0	0	0	0	0	0	0	125	0	0
Abcf2	12.5	0	0	0	0	0	0	0	0	125	0	0
Zfp595	12.4	0	0	0	0	0	0	0	0	124	0	0
Zfp473	12.4	0	0	0	0	0	0	0	0	124	0	0
Wbp1l	12.4	0	0	0	0	0	0	0	0	124	0	0
Vrk3	12.4	0	0	0	0	0	0	0	0	124	0	0
Uchl3	12.4	0	0	0	0	0	0	0	0	124	0	0
Ube2z	12.4	0	0	0	0	0	0	0	0	124	0	0
Tjp2	12.4	0	0	0	0	0	0	0	0	124	0	0
Ticam2	12.4	0	0	0	0	0	0	0	0	124	0	0
Tfam	12.4	0	0	0	0	0	0	0	0	124	0	0
Tctex1d2	12.4	0	0	0	0	0	124	0	0	0	0	0
Rbm38	12.4	0	0	0	0	0	0	0	0	124	0	0
Pus7l	12.4	0	0	0	0	0	0	0	0	124	0	0
Ppp3cb	12.4	0	0	0	0	0	0	0	0	124	0	0
Parvg	12.4	0	0	0	0	0	0	0	0	124	0	0
Olfr1226	12.4	0	0	0	0	0	0	0	0	124	0	0
Nt5c3	12.4	0	0	0	0	0	0	0	0	124	0	0
Nek4	12.4	0	0	0	0	0	0	0	0	124	0	0
Lrrc8b	12.4	0	0	0	0	0	0	0	0	124	0	0
Kdm1a	12.4	0	0	0	0	0	0	0	0	124	0	0
Kctd18	12.4	0	0	0	0	0	0	0	0	124	0	0
Irak4	12.4	0	0	0	0	0	0	0	0	124	0	0
Ikzf2	12.4	0	0	0	0	0	0	0	0	124	0	0
Flt1	12.4	0	0	0	0	0	0	0	0	124	0	0
Fgf11	12.4	0	0	0	0	0	0	0	0	124	0	0
Chrnb1	12.4	0	0	0	0	0	0	0	0	124	0	0
Ccn2	12.4	0	0	0	0	124	0	0	0	0	0	0
Cabin1	12.4	0	0	0	0	0	0	0	0	124	0	0
Bclaf1	12.4	0	0	0	0	0	0	0	0	124	0	0
Akr1c13	12.4	0	124	0	0	0	0	0	0	0	0	0
Akap1	12.4	0	0	0	0	0	0	0	0	124	0	0
Add1	12.4	0	0	0	0	0	0	0	0	124	0	0
Abcd4	12.4	0	0	0	0	0	0	0	0	124	0	0
Ywhah	12.3	0	0	0	0	0	0	0	0	123	0	0
Ywhab	12.3	0	0	0	0	0	0	0	0	123	0	0
Wwp1	12.3	0	0	0	0	0	0	0	0	123	0	0
Usp4	12.3	0	0	0	0	0	0	0	0	123	0	0
Trappc6b	12.3	0	0	0	0	0	0	0	0	123	0	0
Tmem37	12.3	0	123	0	0	0	0	0	0	0	0	0
Tmed5	12.3	0	0	0	0	0	0	0	0	123	0	0
Tmed3	12.3	0	0	0	0	0	0	0	0	123	0	0
Ptrhd1	12.3	0	0	0	0	0	0	0	0	123	0	0
Ppp2r2a	12.3	0	0	0	0	0	0	0	0	123	0	0
Pim1	12.3	0	0	0	0	0	0	0	0	123	0	0
Ipo13	12.3	0	0	0	0	0	0	0	0	123	0	0
Gphn	12.3	0	0	0	0	0	0	0	0	123	0	0
Gm51573	12.3	0	0	123	0	0	0	0	0	0	0	0
Fam117b	12.3	0	0	0	0	0	0	0	0	123	0	0
Dnajc19	12.3	0	0	0	0	0	0	0	0	123	0	0
Cenpo	12.3	0	0	0	0	0	0	0	0	123	0	0
Ccdc18	12.3	0	0	0	0	0	0	0	0	123	0	0
Ccdc15	12.3	0	0	0	0	0	0	0	0	123	0	0
Cbl	12.3	0	0	0	0	0	0	0	0	123	0	0
Btaf1	12.3	0	0	0	0	0	0	0	0	123	0	0
Bcl2l13	12.3	0	0	0	0	0	0	0	0	123	0	0
Adss	12.3	0	0	0	0	0	0	0	0	123	0	0
Zfp94	12.2	0	0	0	0	0	0	0	0	122	0	0
Trim37	12.2	0	0	0	0	0	0	0	0	122	0	0
Tra2a	12.2	0	0	0	0	0	0	0	0	122	0	0
Tfg	12.2	0	0	0	0	0	0	0	0	122	0	0
Sugp2	12.2	0	0	0	0	0	0	0	0	122	0	0
Stx8	12.2	0	0	0	122	0	0	0	0	0	0	0
Sgca	12.2	0	0	0	0	0	0	0	0	122	0	0
Selenow	12.2	0	0	0	0	0	0	0	0	122	0	0
Rpl7l1	12.2	0	0	0	0	0	0	0	0	122	0	0
Rb1cc1	12.2	0	0	0	0	0	0	0	0	122	0	0
Rassf5	12.2	0	0	0	0	0	0	0	0	122	0	0
Prss22	12.2	0	122	0	0	0	0	0	0	0	0	0
Ppm1h	12.2	0	0	0	0	0	0	0	0	122	0	0
Pdss2	12.2	0	0	0	0	0	0	0	0	122	0	0
Olfr149	12.2	0	0	0	0	0	0	0	0	122	0	0
Nf2	12.2	0	0	0	0	0	0	0	0	122	0	0
Msi2	12.2	0	0	0	0	0	0	0	0	122	0	0
Med1	12.2	0	0	0	0	0	0	0	0	122	0	0
Lgals3bp	12.2	0	0	0	0	0	0	0	0	122	0	0
Lats2	12.2	0	0	0	0	0	0	0	0	122	0	0
Klhl9	12.2	0	0	0	0	0	0	0	0	122	0	0
Gmnn	12.2	0	0	0	0	0	0	0	0	122	0	0
Gbp5	12.2	0	0	0	0	0	0	0	0	122	0	0
Fli1	12.2	0	0	0	0	0	0	0	0	122	0	0
Dstn	12.2	0	0	0	0	0	122	0	0	0	0	0
Dis3l	12.2	0	0	0	0	0	0	0	0	122	0	0
Cfap52	12.2	0	0	0	122	0	0	0	0	0	0	0
Cdk5rap3	12.2	0	0	0	0	0	0	0	0	122	0	0
Cdk12	12.2	0	0	0	0	0	0	0	0	122	0	0
Ccdc124	12.2	0	0	0	0	0	0	0	0	122	0	0
Armc6	12.2	0	0	0	0	0	0	0	0	122	0	0
Acap2	12.2	0	0	0	0	0	0	0	0	122	0	0
Zfp930	12.1	0	0	0	0	0	0	0	0	121	0	0
Zfp113	12.1	0	0	0	0	0	0	0	0	121	0	0
Traf7	12.1	0	0	0	0	0	0	0	0	121	0	0
Tmx3	12.1	0	0	0	0	0	0	0	0	121	0	0
Taf6l	12.1	0	0	0	0	121	0	0	0	0	0	0
Smn1	12.1	0	0	0	0	0	0	0	0	121	0	0
Slc26a6	12.1	0	0	0	0	0	0	0	0	121	0	0
Rnf8	12.1	0	0	0	0	0	0	0	0	121	0	0
Rexo2	12.1	0	0	0	0	0	0	0	0	121	0	0
Rcn1	12.1	0	0	0	0	0	0	0	0	121	0	0
Rab7	12.1	0	0	0	0	0	0	0	0	121	0	0
Pyroxd1	12.1	0	0	0	0	0	121	0	0	0	0	0
Psmg2	12.1	0	0	0	0	0	0	0	0	121	0	0
Psmd4	12.1	0	0	0	0	0	0	0	0	121	0	0
Ppa2	12.1	0	0	0	0	0	0	0	0	121	0	0
Pde4b	12.1	0	0	0	0	0	0	0	0	121	0	0
Nomo1	12.1	0	0	0	0	0	0	0	0	121	0	0
Mlf2	12.1	0	0	0	0	0	0	0	0	121	0	0
Mapk6	12.1	0	0	0	0	0	0	0	0	121	0	0
Lrrc8d	12.1	0	0	0	0	0	0	0	0	121	0	0
Kifc5b	12.1	0	0	0	0	0	0	0	0	121	0	0
Gemin6	12.1	0	0	0	0	0	0	0	0	121	0	0
Fndc3b	12.1	0	0	0	0	0	0	0	0	121	0	0
Elovl3	12.1	0	0	0	0	0	0	0	0	121	0	0
Cep76	12.1	0	0	0	0	0	0	0	0	121	0	0
Cdkn2a	12.1	0	0	0	0	0	0	0	0	121	0	0
Cdan1	12.1	0	0	0	0	0	0	0	0	121	0	0
Cables2	12.1	0	0	0	0	0	121	0	0	0	0	0
Abcc6	12.1	0	0	0	0	0	0	0	0	121	0	0
Zfp341	12.0	0	0	0	0	0	0	0	0	120	0	0
Zc3hav1	12.0	0	0	0	0	0	0	0	0	120	0	0
Ube3b	12.0	0	0	0	0	0	0	0	0	120	0	0
Taok1	12.0	0	0	0	0	0	0	0	0	120	0	0
Surf6	12.0	0	0	0	0	0	0	0	0	120	0	0
Stk38l	12.0	0	0	0	0	0	0	0	0	120	0	0
Srp54a	12.0	0	0	0	0	0	0	0	0	120	0	0
Spi1	12.0	0	0	0	0	0	0	0	0	120	0	0
Snupn	12.0	0	0	0	0	0	0	0	0	120	0	0
Slc43a1	12.0	0	0	0	0	0	0	0	0	120	0	0
Slc25a3	12.0	0	0	0	0	0	0	0	0	120	0	0
Rps13	12.0	0	0	0	0	0	0	0	0	120	0	0
Rfx3	12.0	0	0	0	0	0	0	0	0	120	0	0
Nupr1l	12.0	0	0	0	0	0	0	0	0	120	0	0
Nelfa	12.0	0	0	0	0	0	0	0	0	120	0	0
Nedd4	12.0	0	0	0	0	0	0	0	0	120	0	0
Lekr1	12.0	0	0	0	0	0	0	0	0	120	0	0
Kctd10	12.0	0	0	0	0	0	0	0	0	120	0	0
Katnbl1	12.0	0	0	0	0	0	0	0	0	120	0	0
H2-Ea	12.0	0	0	0	0	0	0	0	0	120	0	0
Fnbp4	12.0	0	0	0	0	0	0	0	0	120	0	0
Fam3c	12.0	0	0	0	0	0	0	0	0	120	0	0
Ermp1	12.0	0	0	0	0	0	0	0	0	120	0	0
Eef1g	12.0	0	0	0	0	0	0	0	0	120	0	0
Eed	12.0	0	0	0	0	0	0	0	0	120	0	0
Dusp3	12.0	0	0	0	0	120	0	0	0	0	0	0
Cfap97d1	12.0	0	0	0	0	120	0	0	0	0	0	0
Ccnl2	12.0	0	0	0	0	0	0	0	0	120	0	0
4833420G17Rik	12.0	0	0	0	0	0	0	0	0	120	0	0
Zmat1	11.9	0	0	0	0	0	0	0	0	119	0	0
Zfp933	11.9	0	0	0	0	0	0	0	0	119	0	0
Zfp142	11.9	0	0	0	0	0	0	0	0	119	0	0
Ube2e1	11.9	0	0	0	0	0	0	0	0	119	0	0
Trib3	11.9	0	0	0	0	0	0	0	0	119	0	0
Traf3ip3	11.9	0	0	0	0	0	0	0	0	119	0	0
Tax1bp3	11.9	0	0	0	0	0	0	0	0	119	0	0
Stx5a	11.9	0	0	0	0	0	0	0	0	119	0	0
Spef1l	11.9	0	0	0	0	0	0	0	0	119	0	0
Spag1	11.9	0	0	0	0	0	0	0	0	119	0	0
Snx19	11.9	0	0	0	0	0	0	0	0	119	0	0
Rrp1	11.9	0	0	0	0	0	0	0	0	119	0	0
Rps16	11.9	0	0	0	0	0	0	0	0	119	0	0
Rfc5	11.9	0	0	0	0	0	0	0	0	119	0	0
Pus1	11.9	0	0	0	0	0	0	0	0	119	0	0
Polr2k	11.9	0	0	0	0	0	0	0	0	119	0	0
Pgam5	11.9	0	0	0	0	0	0	0	0	119	0	0
Nxt1	11.9	0	0	0	0	0	0	0	0	119	0	0
Noc3l	11.9	0	0	0	0	0	0	0	0	119	0	0
Nip7	11.9	0	0	0	0	0	0	0	0	119	0	0
Mex3d	11.9	0	0	0	0	0	0	0	0	119	0	0
Lrwd1	11.9	0	0	0	0	0	0	0	0	119	0	0
Jmjd7	11.9	0	0	0	0	0	0	0	0	119	0	0
Il1r1	11.9	0	0	0	0	0	0	0	0	119	0	0
Hipk3	11.9	0	0	0	0	0	0	0	0	119	0	0
Grhpr	11.9	0	0	0	0	0	0	0	0	119	0	0
Emc6	11.9	0	0	0	0	0	0	0	0	119	0	0
Eif1ax	11.9	0	0	0	0	0	0	0	0	119	0	0
Ece2	11.9	0	0	0	0	0	0	0	0	119	0	0
Dimt1	11.9	0	0	0	0	0	0	0	0	119	0	0
Ddx52	11.9	0	0	0	0	0	0	0	0	119	0	0
Ctbp2	11.9	0	0	0	0	0	0	0	0	119	0	0
Cox7a2	11.9	0	0	0	0	0	0	0	0	119	0	0
Cops3	11.9	0	0	0	0	0	0	0	0	119	0	0
Cog8	11.9	0	0	0	0	0	0	0	0	119	0	0
Ciz1	11.9	0	0	0	0	0	0	0	0	119	0	0
Chka	11.9	0	0	0	0	0	0	0	0	119	0	0
Cacfd1	11.9	0	0	0	0	0	0	0	0	119	0	0
Bcs1l	11.9	0	0	0	0	0	0	0	0	119	0	0
Alkbh4	11.9	0	0	0	0	0	0	0	0	119	0	0
Adamts14	11.9	0	0	0	0	0	0	0	0	119	0	0
Aarsd1	11.9	0	0	0	0	0	0	0	0	119	0	0
Zfp719	11.8	0	0	0	0	0	0	0	0	118	0	0
Ube2cbp	11.8	0	0	0	0	0	0	0	0	118	0	0
Tmem97	11.8	0	0	0	0	0	0	0	0	118	0	0
Tmem120a	11.8	0	0	0	0	0	0	0	0	118	0	0
Tecpr2	11.8	0	0	0	0	0	0	0	0	118	0	0
Tcf3	11.8	0	0	0	0	0	0	0	0	118	0	0
Socs5	11.8	0	118	0	0	0	0	0	0	0	0	0
Shoc2	11.8	0	0	0	0	0	0	0	0	118	0	0
Sfswap	11.8	0	0	0	0	0	0	0	0	118	0	0
Sart1	11.8	0	0	0	0	0	0	0	0	118	0	0
Rnf19a	11.8	0	0	0	0	0	0	0	0	118	0	0
Rars2	11.8	0	0	0	0	0	0	0	0	118	0	0
Prorsd1	11.8	0	0	0	0	0	0	0	0	118	0	0
Ppp1r3e	11.8	0	0	0	0	0	0	0	0	118	0	0
Orc3	11.8	0	0	0	0	0	0	0	0	118	0	0
Lrrc14b	11.8	0	118	0	0	0	0	0	0	0	0	0
Kti12	11.8	0	0	0	0	0	0	0	0	118	0	0
Ikzf5	11.8	0	0	0	0	0	0	0	0	118	0	0
Ice1	11.8	0	0	0	0	0	0	0	0	118	0	0
Hspa4	11.8	0	0	0	0	0	0	0	0	118	0	0
Gtsf1	11.8	0	0	0	0	0	0	0	0	118	0	0
Glrx3	11.8	0	0	0	0	0	0	0	0	118	0	0
Dop1a	11.8	0	0	0	0	0	0	0	0	118	0	0
Dock2	11.8	0	0	0	0	0	0	0	0	118	0	0
Cmc1	11.8	0	0	0	0	0	0	0	0	118	0	0
Cinp	11.8	0	0	0	0	0	0	0	0	118	0	0
Card9	11.8	0	0	0	0	0	0	0	0	118	0	0
Bod1l	11.8	0	0	0	0	0	0	0	0	118	0	0
Bbip1	11.8	0	0	0	0	0	0	0	0	118	0	0
B4galnt1	11.8	0	0	0	0	0	0	0	0	118	0	0
Atp11b	11.8	0	0	0	0	0	0	0	0	118	0	0
Acadsb	11.8	0	0	0	0	0	0	0	0	118	0	0
Zmym5	11.7	0	0	0	0	0	0	0	0	117	0	0
Zfp947	11.7	0	117	0	0	0	0	0	0	0	0	0
Zfp457	11.7	0	0	0	0	0	0	0	0	117	0	0
Yrdc	11.7	0	0	0	0	0	0	0	0	117	0	0
Tlk1	11.7	0	0	0	0	0	0	0	0	117	0	0
Timmdc1	11.7	0	0	0	0	0	0	0	0	117	0	0
Syce2	11.7	0	0	0	0	0	0	0	0	117	0	0
Slc12a9	11.7	0	0	0	0	0	117	0	0	0	0	0
Setdb1	11.7	0	0	0	0	0	0	0	0	117	0	0
Sema3b	11.7	0	0	0	0	0	0	0	0	117	0	0
Rrm2	11.7	0	0	0	0	0	117	0	0	0	0	0
Rpl35	11.7	0	0	0	0	0	0	0	0	117	0	0
Rcbtb2	11.7	0	0	0	0	0	0	0	0	117	0	0
Polg2	11.7	0	0	0	0	0	0	0	0	117	0	0
Plxnb2	11.7	0	0	0	0	0	0	0	0	117	0	0
Plekhg2	11.7	0	0	0	0	0	0	0	0	117	0	0
Mysm1	11.7	0	0	0	0	0	0	0	0	117	0	0
Mtf1	11.7	0	0	0	0	0	0	0	0	117	0	0
Mcm7	11.7	0	0	0	0	0	0	0	0	117	0	0
Mbd3	11.7	0	0	0	0	0	0	0	0	117	0	0
Mars1	11.7	0	0	0	0	0	0	0	0	117	0	0
Loxl3	11.7	0	0	0	0	0	0	0	0	117	0	0
Lmo4	11.7	0	0	0	0	0	0	0	0	117	0	0
Kpnb1	11.7	0	0	0	0	0	0	0	0	117	0	0
