Target_genes	Fos|Average	SRX10247302|ASZ001	SRX10247303|ASZ001	SRX671652|Cortical_neuron	SRX671653|Cortical_neuron	SRX671656|Cortical_neuron	SRX671657|Cortical_neuron	SRX671660|Cortical_neuron	SRX671661|Cortical_neuron	SRX671665|Cortical_neuron	SRX671666|Cortical_neuron	SRX671670|Cortical_neuron	SRX671673|Cortical_neuron	SRX671677|Cortical_neuron	SRX671680|Cortical_neuron	SRX2901285|Macrophages	SRX2901286|Macrophages	SRX2901287|Macrophages	SRX2901288|Macrophages	SRX2901289|Macrophages	SRX310209|Mast_Cells	SRX13792898|MEF	SRX13792899|MEF	SRX13792924|MEF	SRX13792925|MEF	SRX13792950|MEF	SRX13792951|MEF	SRX13792980|MEF	SRX13792981|MEF	SRX13792982|MEF	SRX1839213|MEF	SRX1839214|MEF	SRX1839215|MEF	SRX1839216|MEF	SRX1839217|MEF	SRX1839218|MEF	SRX1839269|MEF	SRX1839270|MEF	SRX2254725|Mesenchymal_stem_cells	SRX18326690|Microglia	SRX18326692|Microglia	SRX18326694|Microglia	SRX18326696|Microglia	SRX3730270|Trophoblast_stem_cells	SRX3730288|Trophoblast_stem_cells	STRING
Magi3	18.068182	0	0	125	0	0	0	0	0	0	0	0	201	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
Hsdl1	18.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	221	122	0	191	0
Dnaaf1	18.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	221	122	0	191	0
Cstdc2	18.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	230	233	156	0	0	0
Btk	18.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	175	203	118	0	0	0
Spice1	18.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	218	236	138	0	0	0
Mea1	18.045455	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	176	180	142	0	0	0
Klhdc3	18.045455	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	176	180	142	0	0	0
Gtf3c4	18.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	211	205	110	0	0	0
Eif1ax	18.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	331	203	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Degs1	18.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	128	0	0	263	0
Ddx31	18.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	211	205	110	0	0	0
Trappc5	18.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	232	153	0	0	0
Pskh1	18.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	99	180	148	155	0	0	0
Nid2	18.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	507	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
Marchf5	18.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	151	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	111	0	0	0	0
Fcor	18.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	232	153	0	0	0
Sp140	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	238	0	0	0	0	0	0	0	0	141	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram2	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	279	221	147	0	0	0
Comtd1	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	144	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	166	0
Cept1	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	279	221	147	0	0	0
Arsb	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	183	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	110	0	0	112	0
Abca6	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	319	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Yipf7	17.977273	0	0	0	0	171	342	0	0	0	0	148	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb2	17.977273	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	193	0	0	283	0
Nod1	17.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	250	176	0	0	0	0
Klhdc1	17.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	196	198	185	0	0	0
Kcnab1	17.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	124	115	0	0	0
1700012B09Rik	17.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	248	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0
Ssh3	17.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	161	136	193	0	0	88	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgls	17.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	268	213	101	0	0	0
Cfdp1	17.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	184	0	0	0	0
Tkt	17.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	134	113	97	0	116	0
Psmc5	17.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	243	248	152	0	0	0
Pex19	17.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	266	254	115	0	0	0
Ndrg3	17.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	169	187	270	0	0	0
Ftsj3	17.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	243	248	152	0	0	0
Tomm20l	17.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	124	0	134	447	0
Tnfaip8l2	17.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	248	193	144	0	0	0
Tmem198	17.909091	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	174	0	0	0	0	0	88	0	0	159	0	0	0	0	0	0	0	82	0	0	0	0	0	0	93	0
Slfn9	17.909091	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	107	0	0	116	0	0	0	0	0
Reep6	17.909091	0	0	126	0	0	0	184	0	0	0	148	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk4	17.909091	0	0	126	0	0	0	184	0	0	0	148	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf4	17.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	211	224	132	0	0	0
Cmc1	17.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	234	155	115	0	0	0
Chpf	17.909091	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	174	0	0	0	0	0	88	0	0	159	0	0	0	0	0	0	0	82	0	0	0	0	0	0	93	0
C2cd4c	17.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0
Baz2b	17.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	308	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk16	17.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	241	190	139	0	0	0
Pclaf	17.886364	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	479	0	0	0	0
Nsf	17.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	165	168	149	182	0	0	0
Mkln1	17.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	199	208	0	0	234	0
Hivep2	17.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	150	236	156	136	0	0	0
Glb1l	17.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	241	190	139	0	0	0
E430018J23Rik	17.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	232	283	139	0	0	0
Sult1a1	17.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	170	248	242	0	0	0
Fam78a	17.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	180	226	163	0	0	0
R3hcc1l	17.840909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	168	207	171	0	0	0
Gm34653	17.840909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0
Bdkrb2	17.840909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	147	107	0	0	248	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Rundc1	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	178	239	125	0	0	0
Ptprv	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	235	132	0	0	0	0
Ptpn7	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	235	132	0	0	0	0
Ptges3l	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	178	239	125	0	0	0
Kif20b	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	223	163	137	0	0	0
Guf1	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	270	182	108	0	0	0
Cd28	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	158	288	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccno	17.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	253	152	121	0	0	0
Ifi202b	17.795455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0
Xylb	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	216	240	104	0	0	0
Vpreb3	17.772727	0	0	0	0	186	297	0	0	0	129	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnnc1	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	244	170	216	0	0	0
Smad1	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	316	165	182	0	0	0
Nisch	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	244	170	216	0	0	0
Mmp1b	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	181	230	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Ldah	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	74	0	123	125	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	164	89	0	0	0
Gm867	17.772727	0	0	0	0	186	297	0	0	0	129	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp6	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	274	245	138	0	0	0
4833420G17Rik	17.772727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	204	241	194	0	0	0
Mafb	17.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	266	211	139	0	0	0
Fbxl13	17.75	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	199	171	135	0	0	0
Armc10	17.75	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	199	171	135	0	0	0
Ppm1f	17.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	231	217	0	176	0
Nlrc3	17.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	365	0
Erlec1	17.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	301	205	114	0	0	0
Ctrb1	17.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	170	0	0	0	0	0	0	495	0
Cenpm	17.727273	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	176	0
Cd109	17.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	127	0	0	0	0	0	0	0	0	0	0	0	0	0	215	190	0	0	0	118	0	0	0	0	0	0	0	0
Asb3	17.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	301	205	114	0	0	0
Slc25a23	17.704545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	214	246	100	0	0	0
Crb3	17.704545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	214	246	100	0	0	0
Tmem140	17.681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	166	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	141	0	0	0	0
Rida	17.681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	268	112	0	0	0
Pop1	17.681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	268	112	0	0	0
Olfr1408	17.681818	0	0	0	0	0	140	0	0	189	163	142	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2n2	17.681818	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	135	185	133	0	0	0	0	0	0	0	0	0	92	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
4932438H23Rik	17.681818	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	135	0	0	0
Tmem165	17.659091	0	0	0	0	114	0	0	0	0	0	98	194	0	0	0	0	0	129	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Strn4	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	114	304	162	0	0	0
Krit1	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	117	206	205	123	0	0	0
Gm27021	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	245	242	130	0	0	0
Fkrp	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	114	304	162	0	0	0
Fbxl18	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	181	244	198	0	0	0
Emc8	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	245	242	130	0	0	0
Cox4i1	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	245	242	130	0	0	0
Amh	17.659091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	276	232	118	0	0	0
Tspan32	17.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	130	0	0	0
Ppp1r3b	17.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	276	120	0	0	0	0
Mapre3	17.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	125	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	75	138	0	0	0	0
Kctd18	17.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	120	230	206	149	0	0	0
Fam193b	17.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	188	165	219	0	98	0
Selp	17.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	320	0	0	0	0	0	0	171	0
Rnf19a	17.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	150	168	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Rcc2	17.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	215	0	0	0	0	0	0	132	0	0	0	0	155	0	0	154	0	0	0	0	0
Vps37d	17.590909	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	230	114	157	0	0	0
Rspo3	17.590909	0	0	0	0	0	255	0	0	0	76	175	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl6	17.590909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	233	0	0	0	208	0	0	99	0	0	0	0	122	0	0	0	0	0	0	0	0
Hcn1	17.590909	0	0	0	0	0	289	0	0	0	0	196	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aven	17.590909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	156	147	72	0	180	0
Spata4	17.568182	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0
Prxl2c	17.568182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	187	158	142	0	0	0
Gm12657	17.568182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0
Fam25c	17.568182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	104	0	0	0	173	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0
Tarbp1	17.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	113	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	185	0
Ranbp9	17.545455	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	188	185	0	0	0	0
Dpy30	17.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	218	269	138	0	0	0
Aplnr	17.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	266	233	179	0	0	0
Sigirr	17.522727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	190	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	112	0
Pigf	17.522727	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	183	200	122	0	0	0
Cript	17.522727	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	183	200	122	0	0	0
Uqcrc1	17.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	208	142	0	0	0	0
Tcf24	17.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	247	0	0	195	0	135	0	0	0
