Target_genes	Pou3f1|Average	SRX1410923|EpiSC	SRX1410928|EpiSC	SRX1056349|ES_cells	SRX3196478|MEF	SRX3196480|MEF	SRX5534183|MEF	SRX3730260|Trophoblast_stem_cells	SRX3730285|Trophoblast_stem_cells	STRING
Gm5108	22.5	0	180	0	0	0	0	0	0	0
Csn2	22.5	0	180	0	0	0	0	0	0	0
Ccdc88a	22.5	0	180	0	0	0	0	0	0	0
Tshb	22.375	0	179	0	0	0	0	0	0	0
Tceal8	22.375	0	179	0	0	0	0	0	0	0
Satl1	22.375	0	179	0	0	0	0	0	0	0
Mpped2	22.375	0	179	0	0	0	0	0	0	0
Gm51573	22.375	0	0	0	0	0	179	0	0	0
Ube2h	22.25	0	178	0	0	0	0	0	0	0
Kcnn2	22.25	0	178	0	0	0	0	0	0	0
Car3	22.25	0	178	0	0	0	0	0	0	0
Zfp263	22.125	0	0	177	0	0	0	0	0	0
Txndc8	22.125	0	177	0	0	0	0	0	0	0
Terb2	22.125	0	177	0	0	0	0	0	0	0
Teddm2	22.125	0	177	0	0	0	0	0	0	0
Sult4a1	22.125	0	177	0	0	0	0	0	0	0
Spata16	22.125	0	177	0	0	0	0	0	0	0
Patl2	22.125	0	177	0	0	0	0	0	0	0
Olfr1166	22.125	0	177	0	0	0	0	0	0	0
Nsun6	22.125	96	81	0	0	0	0	0	0	0
Il1rn	22.125	0	177	0	0	0	0	0	0	0
Arl5b	22.125	96	81	0	0	0	0	0	0	0
Olfr867	22.0	176	0	0	0	0	0	0	0	0
Olfr583	22.0	89	87	0	0	0	0	0	0	0
Olfr32	22.0	0	176	0	0	0	0	0	0	0
Xirp2	21.875	0	175	0	0	0	0	0	0	0
Usp1	21.875	0	175	0	0	0	0	0	0	0
Rfx3	21.875	0	175	0	0	0	0	0	0	0
Pter	21.875	0	175	0	0	0	0	0	0	0
Otud1	21.875	87	88	0	0	0	0	0	0	0
Olfr123	21.875	84	91	0	0	0	0	0	0	0
Nbeal1	21.875	78	97	0	0	0	0	0	0	0
Dcdc5	21.875	0	175	0	0	0	0	0	0	0
Olfr818	21.75	0	174	0	0	0	0	0	0	0
Lrrc70	21.75	0	174	0	0	0	0	0	0	0
Klhl5	21.75	0	174	0	0	0	0	0	0	0
Chsy3	21.75	0	174	0	0	0	0	0	0	0
Zfp598	21.625	0	0	173	0	0	0	0	0	0
Zc3h13	21.625	0	173	0	0	0	0	0	0	0
Vmn2r20	21.625	0	173	0	0	0	0	0	0	0
Lair1	21.625	0	173	0	0	0	0	0	0	0
Gja10	21.625	0	173	0	0	0	0	0	0	0
Chd7	21.625	0	0	0	0	0	0	173	0	0
Bmp8b	21.5	0	0	0	0	0	0	172	0	0
Olfr1132	21.375	0	171	0	0	0	0	0	0	0
Fsip2	21.375	0	171	0	0	0	0	0	0	0
B3galt1	21.375	72	99	0	0	0	0	0	0	0
Tmem229a	21.25	99	71	0	0	0	0	0	0	0
Olfr1157	21.25	0	170	0	0	0	0	0	0	0
Ascc3	21.25	0	170	0	0	0	0	0	0	0
Pygl	21.125	0	0	0	0	0	0	169	0	0
Pmfbp1	21.125	0	169	0	0	0	0	0	0	0
Olfr624	21.125	0	169	0	0	0	0	0	0	0
Clec7a	21.125	0	169	0	0	0	0	0	0	0
Arhgef9	21.125	0	169	0	0	0	0	0	0	0
Vmn1r217	21.0	0	168	0	0	0	0	0	0	0
Rhag	21.0	0	168	0	0	0	0	0	0	0
Oasl1	21.0	0	0	168	0	0	0	0	0	0
Mageb18	21.0	98	70	0	0	0	0	0	0	0
Fggy	21.0	78	90	0	0	0	0	0	0	0
Tceal7	20.875	0	167	0	0	0	0	0	0	0
Slc22a19	20.875	0	167	0	0	0	0	0	0	0
Rxfp1	20.875	0	167	0	0	0	0	0	0	0
Rab33b	20.875	0	167	0	0	0	0	0	0	0
Prcc	20.875	0	0	167	0	0	0	0	0	0
Olfr446	20.875	0	167	0	0	0	0	0	0	0
Olfr1161	20.875	0	167	0	0	0	0	0	0	0
Krtap4-16	20.875	0	167	0	0	0	0	0	0	0
Catip	20.875	0	167	0	0	0	0	0	0	0
Pabpc4l	20.75	86	80	0	0	0	0	0	0	0
Olfr1233	20.75	0	166	0	0	0	0	0	0	0
Krtap8-1	20.75	0	166	0	0	0	0	0	0	0
Ins1	20.75	0	166	0	0	0	0	0	0	0
Eci3	20.75	0	166	0	0	0	0	0	0	0
Rps27l	20.625	0	165	0	0	0	0	0	0	0
Rassf9	20.625	0	165	0	0	0	0	0	0	0
Mms22l	20.625	0	165	0	0	0	0	0	0	0
Hsf2	20.625	0	165	0	0	0	0	0	0	0
Uncx	20.5	0	164	0	0	0	0	0	0	0
Prkacb	20.5	0	164	0	0	0	0	0	0	0
Olfr711	20.5	94	70	0	0	0	0	0	0	0
Ndufs1	20.5	0	0	164	0	0	0	0	0	0
Hnrnpd	20.5	0	164	0	0	0	0	0	0	0
Eef1b2	20.5	0	0	164	0	0	0	0	0	0
Cyp2g1	20.375	0	0	0	0	0	0	163	0	0
Stx16	20.25	0	162	0	0	0	0	0	0	0
Rasa2	20.25	0	162	0	0	0	0	0	0	0
Prpf39	20.25	0	162	0	0	0	0	0	0	0
Olfr919	20.25	0	162	0	0	0	0	0	0	0
Olfr147	20.25	0	162	0	0	0	0	0	0	0
Mmp10	20.25	0	162	0	0	0	0	0	0	0
Kctd12	20.25	0	162	0	0	0	0	0	0	0
Chmp2b	20.25	0	162	0	0	0	0	0	0	0
Wasf1	20.125	0	161	0	0	0	0	0	0	0
Slco1a6	20.125	0	0	0	0	0	0	161	0	0
Sel1l2	20.125	161	0	0	0	0	0	0	0	0
Olfr569	20.125	0	161	0	0	0	0	0	0	0
Olfr510	20.125	161	0	0	0	0	0	0	0	0
Nrip1	20.125	161	0	0	0	0	0	0	0	0
Gm13212	20.125	0	0	0	0	0	0	161	0	0
Cdc40	20.125	0	161	0	0	0	0	0	0	0
4930415L06Rik	20.125	0	161	0	0	0	0	0	0	0
Bche	20.0	0	160	0	0	0	0	0	0	0
Adam22	20.0	0	160	0	0	0	0	0	0	0
Zfr	19.875	0	159	0	0	0	0	0	0	0
Septin7	19.875	0	159	0	0	0	0	0	0	0
Sap30	19.875	0	159	0	0	0	0	0	0	0
Olfr2	19.75	0	158	0	0	0	0	0	0	0
Olfr1197	19.75	0	158	0	0	0	0	0	0	0
Actr10	19.75	0	0	0	0	0	0	158	0	0
Zfp428	19.625	0	157	0	0	0	0	0	0	0
Zc3h15	19.625	0	157	0	0	0	0	0	0	0
Wwtr1	19.625	0	0	0	0	0	0	157	0	0
Ttc32	19.625	0	157	0	0	0	0	0	0	0
Trim43a	19.625	0	157	0	0	0	0	0	0	0
St6galnac2	19.625	0	157	0	0	0	0	0	0	0
Skp1	19.625	0	157	0	0	0	0	0	0	0
Prss58	19.625	0	157	0	0	0	0	0	0	0
Olfr578	19.625	0	157	0	0	0	0	0	0	0
Olfr1195	19.625	0	157	0	0	0	0	0	0	0
Olfr1076	19.625	0	157	0	0	0	0	0	0	0
Ndufs4	19.625	0	157	0	0	0	0	0	0	0
Nbea	19.625	0	157	0	0	0	0	0	0	0
Krt72	19.625	0	157	0	0	0	0	0	0	0
Kdm4d	19.625	0	157	0	0	0	0	0	0	0
Gng11	19.625	0	157	0	0	0	0	0	0	0
Fbxw15	19.625	0	157	0	0	0	0	0	0	0
Etfa	19.625	0	157	0	0	0	0	0	0	0
Cwc15	19.625	0	157	0	0	0	0	0	0	0
Copb2	19.625	0	157	0	0	0	0	0	0	0
Abcg2	19.625	0	157	0	0	0	0	0	0	0
Olfr1110	19.5	0	156	0	0	0	0	0	0	0
Lrrc72	19.5	0	156	0	0	0	0	0	0	0
Calcrl	19.5	0	156	0	0	0	0	0	0	0
Aff2	19.5	156	0	0	0	0	0	0	0	0
Tas2r102	19.375	0	155	0	0	0	0	0	0	0
Olfr895	19.375	0	155	0	0	0	0	0	0	0
Agtr1b	19.375	0	155	0	0	0	0	0	0	0
Smim17	19.25	0	0	0	0	0	0	154	0	0
Shoc2	19.25	0	154	0	0	0	0	0	0	0
Olfr1176	19.25	0	154	0	0	0	0	0	0	0
Hsd17b14	19.25	0	0	0	0	0	0	154	0	0
Bbip1	19.25	0	154	0	0	0	0	0	0	0
Vmn2r126	19.125	0	153	0	0	0	0	0	0	0
Tent5d	19.125	0	153	0	0	0	0	0	0	0
Plcg2	19.125	0	0	0	0	0	0	153	0	0
Olfr726	19.125	153	0	0	0	0	0	0	0	0
Ktn1	19.125	0	153	0	0	0	0	0	0	0
Vmn1r17	19.0	0	152	0	0	0	0	0	0	0
Spop	19.0	0	0	152	0	0	0	0	0	0
Rbms1	19.0	152	0	0	0	0	0	0	0	0
C6	19.0	0	152	0	0	0	0	0	0	0
Atp11b	19.0	0	152	0	0	0	0	0	0	0
Olfr33	18.875	151	0	0	0	0	0	0	0	0
Olfr1032	18.875	0	151	0	0	0	0	0	0	0
Ncan	18.875	0	0	151	0	0	0	0	0	0
Qk	18.75	0	150	0	0	0	0	0	0	0
Olfr1258	18.75	0	150	0	0	0	0	0	0	0
Mcts1	18.75	0	150	0	0	0	0	0	0	0
Lce1k	18.75	150	0	0	0	0	0	0	0	0
Asb12	18.75	0	150	0	0	0	0	0	0	0
Vmn1r18	18.625	0	149	0	0	0	0	0	0	0
Rock1	18.625	0	149	0	0	0	0	0	0	0
Rb1cc1	18.625	0	149	0	0	0	0	0	0	0
Rab28	18.625	0	149	0	0	0	0	0	0	0
Ptgs2	18.625	0	149	0	0	0	0	0	0	0
Ppp1r3a	18.625	0	149	0	0	0	0	0	0	0
Olfr1198	18.625	0	149	0	0	0	0	0	0	0
Olfr186	18.5	0	148	0	0	0	0	0	0	0
Nup62cl	18.5	0	148	0	0	0	0	0	0	0
Dnaaf6b	18.5	0	148	0	0	0	0	0	0	0
Ccdc85a	18.5	0	148	0	0	0	0	0	0	0
Vmn1r78	18.375	0	147	0	0	0	0	0	0	0
Vmn1r45	18.375	0	147	0	0	0	0	0	0	0
Psma4	18.375	0	147	0	0	0	0	0	0	0
Phldb2	18.375	0	147	0	0	0	0	0	0	0
Nek7	18.375	0	147	0	0	0	0	0	0	0
Negr1	18.375	0	147	0	0	0	0	0	0	0
Lox	18.375	0	147	0	0	0	0	0	0	0
Lcp2	18.375	0	0	0	0	0	0	147	0	0
Krtap19-3	18.375	0	147	0	0	0	0	0	0	0
Il13ra2	18.375	0	147	0	0	0	0	0	0	0
Guf1	18.375	0	147	0	0	0	0	0	0	0
Fmo3	18.375	0	147	0	0	0	0	0	0	0
Fam221a	18.375	0	147	0	0	0	0	0	0	0
Clk4	18.375	0	147	0	0	0	0	0	0	0
BC049762	18.375	0	147	0	0	0	0	0	0	0
B3gnt3	18.375	0	147	0	0	0	0	0	0	0
Aftph	18.375	0	147	0	0	0	0	0	0	0
AY074887	18.375	0	147	0	0	0	0	0	0	0
A730046J19Rik	18.375	0	147	0	0	0	0	0	0	0
1700019D03Rik	18.375	0	147	0	0	0	0	0	0	0
Spink5	18.25	0	146	0	0	0	0	0	0	0
R3hdm1	18.25	0	146	0	0	0	0	0	0	0
Olfr304	18.25	0	146	0	0	0	0	0	0	0
Olfr1018	18.25	70	76	0	0	0	0	0	0	0
Hmcn1	18.25	0	146	0	0	0	0	0	0	0
Cln6	18.25	0	0	146	0	0	0	0	0	0
Asf1a	18.25	0	146	0	0	0	0	0	0	0
Arl4a	18.25	0	146	0	0	0	0	0	0	0
Olfr728	18.0	0	144	0	0	0	0	0	0	0
Actn4	18.0	0	0	0	0	0	0	144	0	0
Tmprss11d	17.875	0	143	0	0	0	0	0	0	0
Olfr1036	17.875	0	143	0	0	0	0	0	0	0
Nav3	17.875	143	0	0	0	0	0	0	0	0
Tas2r134	17.75	142	0	0	0	0	0	0	0	0
Ssxb9	17.625	0	0	0	0	0	0	141	0	0
Olfr8	17.625	141	0	0	0	0	0	0	0	0
Olfr1353	17.625	141	0	0	0	0	0	0	0	0
Mfsd6	17.625	0	141	0	0	0	0	0	0	0
Cfap47	17.625	0	141	0	0	0	0	0	0	0
Wdr17	17.5	0	140	0	0	0	0	0	0	0
Vmn2r80	17.5	0	140	0	0	0	0	0	0	0
Ugcg	17.5	0	140	0	0	0	0	0	0	0
Tcf12	17.5	0	140	0	0	0	0	0	0	0
Olfr1024	17.5	0	140	0	0	0	0	0	0	0
Map4	17.5	0	140	0	0	0	0	0	0	0
Irs4	17.5	69	71	0	0	0	0	0	0	0
Fgf18	17.5	140	0	0	0	0	0	0	0	0
Aarsd1	17.5	0	0	0	140	0	0	0	0	0
Wls	17.375	0	139	0	0	0	0	0	0	0
Plxdc2	17.375	0	139	0	0	0	0	0	0	0
Gm3867	17.375	0	139	0	0	0	0	0	0	0
Esp5	17.375	139	0	0	0	0	0	0	0	0
Dock3	17.375	0	139	0	0	0	0	0	0	0
Ttc28	17.25	0	0	0	0	0	0	138	0	0
Speer4d	17.25	0	0	0	0	0	138	0	0	0
Speer4c	17.25	0	0	0	0	0	138	0	0	0
Serp1	17.25	0	138	0	0	0	0	0	0	0
Olfr78	17.25	0	138	0	0	0	0	0	0	0
Olfr560	17.25	0	138	0	0	0	0	0	0	0
Mptx2	17.25	0	138	0	0	0	0	0	0	0
Eif2a	17.25	0	138	0	0	0	0	0	0	0
4921524J17Rik	17.25	0	138	0	0	0	0	0	0	0
Wasl	17.125	0	137	0	0	0	0	0	0	0
Vmn1r4	17.125	0	137	0	0	0	0	0	0	0
Vim	17.125	0	137	0	0	0	0	0	0	0
Trmt12	17.125	0	0	137	0	0	0	0	0	0
Trim31	17.125	0	137	0	0	0	0	0	0	0
Tas2r118	17.125	0	137	0	0	0	0	0	0	0
Sult2a2	17.125	0	137	0	0	0	0	0	0	0
Sema3c	17.125	137	0	0	0	0	0	0	0	0
Sec22b	17.125	0	137	0	0	0	0	0	0	0
Rpl36al	17.125	57	80	0	0	0	0	0	0	0
Riok1	17.125	0	137	0	0	0	0	0	0	0
Pde4dip	17.125	0	137	0	0	0	0	0	0	0
Padi1	17.125	0	137	0	0	0	0	0	0	0
Olfr988	17.125	0	137	0	0	0	0	0	0	0
Olfr397	17.125	0	137	0	0	0	0	0	0	0
Olfr341	17.125	0	137	0	0	0	0	0	0	0
Olfr237	17.125	0	137	0	0	0	0	0	0	0
Olfr1297	17.125	0	137	0	0	0	0	0	0	0
Olfr1286	17.125	0	137	0	0	0	0	0	0	0
Niban1	17.125	0	137	0	0	0	0	0	0	0
Mgat2	17.125	57	80	0	0	0	0	0	0	0
Lsp1	17.125	0	137	0	0	0	0	0	0	0
Lmo4	17.125	0	137	0	0	0	0	0	0	0
Il17d	17.125	0	137	0	0	0	0	0	0	0
Gp9	17.125	0	137	0	0	0	0	0	0	0
Gm5916	17.125	0	137	0	0	0	0	0	0	0
Gbp2	17.125	0	137	0	0	0	0	0	0	0
Col28a1	17.125	0	137	0	0	0	0	0	0	0
Clec9a	17.125	0	137	0	0	0	0	0	0	0
Cfap97	17.125	0	137	0	0	0	0	0	0	0
Cage1	17.125	0	137	0	0	0	0	0	0	0
Bcl2l15	17.125	0	137	0	0	0	0	0	0	0
Ago4	17.125	0	137	0	0	0	0	0	0	0
Vps54	17.0	0	136	0	0	0	0	0	0	0
Ugt2a2	17.0	0	136	0	0	0	0	0	0	0
Trappc9	17.0	0	0	0	0	0	0	136	0	0
Olfr381	17.0	0	136	0	0	0	0	0	0	0
Olfr1016	17.0	0	136	0	0	0	0	0	0	0
Zranb1	16.875	0	135	0	0	0	0	0	0	0
Olfr498	16.875	0	135	0	0	0	0	0	0	0
Olfr447	16.875	0	135	0	0	0	0	0	0	0
Olfr1275	16.875	0	135	0	0	0	0	0	0	0
Macc1	16.875	0	135	0	0	0	0	0	0	0
A26c3	16.875	0	135	0	0	0	0	0	0	0
Taar7b	16.75	0	134	0	0	0	0	0	0	0
Olfr490	16.75	134	0	0	0	0	0	0	0	0
H3c10	16.75	0	0	134	0	0	0	0	0	0
H2bc13	16.75	0	0	134	0	0	0	0	0	0
H2ac13	16.75	0	0	134	0	0	0	0	0	0
Gmnc	16.75	0	134	0	0	0	0	0	0	0
Fpr-rs4	16.75	134	0	0	0	0	0	0	0	0
Zfp7	16.625	0	0	0	0	0	0	133	0	0
Vmn2r32	16.625	133	0	0	0	0	0	0	0	0
Vmn2r21	16.625	0	133	0	0	0	0	0	0	0
Col11a1	16.625	0	133	0	0	0	0	0	0	0
Ccr3	16.625	0	133	0	0	0	0	0	0	0
Zfp622	16.5	0	132	0	0	0	0	0	0	0
Trib2	16.5	132	0	0	0	0	0	0	0	0
Tcte2	16.5	0	132	0	0	0	0	0	0	0
Rnase2b	16.5	0	0	0	0	0	0	132	0	0
Olfr970	16.5	0	132	0	0	0	0	0	0	0
Olfr658	16.5	132	0	0	0	0	0	0	0	0
Olfr479	16.5	132	0	0	0	0	0	0	0	0
Mab21l2	16.5	0	132	0	0	0	0	0	0	0
Lrrc1	16.5	0	132	0	0	0	0	0	0	0
Cycs	16.5	132	0	0	0	0	0	0	0	0
Afdn	16.5	0	132	0	0	0	0	0	0	0
Adgrf2	16.5	0	0	0	0	0	132	0	0	0
9130008F23Rik	16.5	132	0	0	0	0	0	0	0	0
Stag2	16.375	0	131	0	0	0	0	0	0	0
Olfr1046	16.375	0	131	0	0	0	0	0	0	0
Lrrc6	16.375	0	131	0	0	0	0	0	0	0
Ugt2b34	16.25	0	130	0	0	0	0	0	0	0
Papolg	16.25	0	130	0	0	0	0	0	0	0
Olfr1211	16.25	0	130	0	0	0	0	0	0	0
4931408C20Rik	16.25	0	0	0	0	0	130	0	0	0
Tab2	16.125	0	129	0	0	0	0	0	0	0
Synj1	16.125	0	129	0	0	0	0	0	0	0
Prl3d3	16.125	0	129	0	0	0	0	0	0	0
Olfr652	16.125	129	0	0	0	0	0	0	0	0
Olfr1360	16.125	129	0	0	0	0	0	0	0	0
Olfr1309	16.125	0	129	0	0	0	0	0	0	0
Olfr1014	16.125	0	129	0	0	0	0	0	0	0
Myf5	16.125	0	129	0	0	0	0	0	0	0
Camk2d	16.125	0	129	0	0	0	0	0	0	0
Bnip1	16.125	0	0	0	0	0	0	129	0	0
Bloc1s6	16.125	0	129	0	0	0	0	0	0	0
Zfp944	16.0	0	128	0	0	0	0	0	0	0
Zfp758	16.0	0	128	0	0	0	0	0	0	0
Rnf14	16.0	0	128	0	0	0	0	0	0	0
Olfr1012	16.0	0	128	0	0	0	0	0	0	0
Mitf	16.0	0	128	0	0	0	0	0	0	0
Mex3c	16.0	0	128	0	0	0	0	0	0	0
Gm21190	16.0	0	0	0	0	0	128	0	0	0
D3Ertd751e	16.0	0	128	0	0	0	0	0	0	0
Tmem60	15.875	0	127	0	0	0	0	0	0	0
Tfap2b	15.875	0	127	0	0	0	0	0	0	0
Tas2r136	15.875	0	127	0	0	0	0	0	0	0
Taf15	15.875	0	127	0	0	0	0	0	0	0
Slc46a2	15.875	0	127	0	0	0	0	0	0	0
Rgs4	15.875	0	127	0	0	0	0	0	0	0
Phtf2	15.875	0	127	0	0	0	0	0	0	0
Phactr1	15.875	0	127	0	0	0	0	0	0	0
Pde11a	15.875	0	127	0	0	0	0	0	0	0
P2ry14	15.875	0	127	0	0	0	0	0	0	0
Olfr936	15.875	127	0	0	0	0	0	0	0	0
Olfr136	15.875	0	127	0	0	0	0	0	0	0
Olfr1359	15.875	127	0	0	0	0	0	0	0	0
Olfr1352	15.875	0	127	0	0	0	0	0	0	0
Olfr1019	15.875	0	127	0	0	0	0	0	0	0
Nptx2	15.875	0	127	0	0	0	0	0	0	0
Nme7	15.875	0	127	0	0	0	0	0	0	0
Mageb16	15.875	0	127	0	0	0	0	0	0	0
Ifna16	15.875	0	127	0	0	0	0	0	0	0
Hspb8	15.875	0	127	0	0	0	0	0	0	0
Gnai1	15.875	0	127	0	0	0	0	0	0	0
Gabrb2	15.875	0	127	0	0	0	0	0	0	0
Eml1	15.875	0	127	0	0	0	0	0	0	0
Emc4	15.875	0	127	0	0	0	0	0	0	0
Crygf	15.875	0	127	0	0	0	0	0	0	0
Cnot10	15.875	0	127	0	0	0	0	0	0	0
Casd1	15.875	0	127	0	0	0	0	0	0	0
Blzf1	15.875	0	127	0	0	0	0	0	0	0
Armc3	15.875	127	0	0	0	0	0	0	0	0
Alg13	15.875	0	127	0	0	0	0	0	0	0
Olfr630	15.75	0	126	0	0	0	0	0	0	0
Olfr506	15.75	0	126	0	0	0	0	0	0	0
Lztfl1	15.75	0	126	0	0	0	0	0	0	0
Crxos	15.75	0	0	0	0	0	0	126	0	0
Prkd3	15.625	0	125	0	0	0	0	0	0	0
Pam	15.625	0	125	0	0	0	0	0	0	0
Kcnj13	15.625	0	125	0	0	0	0	0	0	0
Ift57	15.625	0	125	0	0	0	0	0	0	0
Cntnap5c	15.625	0	125	0	0	0	0	0	0	0
Tbck	15.5	0	124	0	0	0	0	0	0	0
Tas2r117	15.5	0	124	0	0	0	0	0	0	0
Sprr2e	15.5	0	124	0	0	0	0	0	0	0
Phf19	15.5	0	0	0	0	0	0	124	0	0
Olfr958	15.5	124	0	0	0	0	0	0	0	0
Olfr622	15.5	0	0	124	0	0	0	0	0	0
Olfr1279	15.5	0	124	0	0	0	0	0	0	0
Clcn4	15.5	0	0	0	0	0	0	124	0	0
Cdk12	15.5	0	124	0	0	0	0	0	0	0
Aimp1	15.5	0	124	0	0	0	0	0	0	0
Rps14	15.375	0	0	123	0	0	0	0	0	0
Olfr576	15.375	0	123	0	0	0	0	0	0	0
Olfr1254	15.375	0	123	0	0	0	0	0	0	0
Nxph1	15.375	123	0	0	0	0	0	0	0	0
Nrxn3	15.375	0	123	0	0	0	0	0	0	0
Mptx1	15.375	123	0	0	0	0	0	0	0	0
Mapk10	15.375	123	0	0	0	0	0	0	0	0
Gm6650	15.375	123	0	0	0	0	0	0	0	0
Cwc22	15.375	123	0	0	0	0	0	0	0	0
Washc4	15.25	0	122	0	0	0	0	0	0	0
Tmx3	15.25	0	122	0	0	0	0	0	0	0
Prl3d1	15.25	0	122	0	0	0	0	0	0	0
Olfr164	15.25	0	122	0	0	0	0	0	0	0
Olfr1299	15.25	0	122	0	0	0	0	0	0	0
Olfr1131	15.25	0	122	0	0	0	0	0	0	0
Klhl7	15.25	0	122	0	0	0	0	0	0	0
Olfr1102	15.125	0	121	0	0	0	0	0	0	0
Gm21149	15.125	0	0	0	0	0	121	0	0	0
Gdap1	15.125	121	0	0	0	0	0	0	0	0
Enpp7	15.125	0	0	0	0	0	0	121	0	0
Dux	15.125	0	0	0	0	0	121	0	0	0
Dcp1a	15.125	0	0	121	0	0	0	0	0	0
4933412E24Rik	15.125	0	121	0	0	0	0	0	0	0
Xkr4	15.0	120	0	0	0	0	0	0	0	0
Vmn1r75	15.0	0	120	0	0	0	0	0	0	0
Spef2	15.0	0	120	0	0	0	0	0	0	0
Snai2	15.0	0	120	0	0	0	0	0	0	0
Schip1	15.0	0	120	0	0	0	0	0	0	0
Ing3	15.0	120	0	0	0	0	0	0	0	0
Fbxl7	15.0	0	120	0	0	0	0	0	0	0
Chmp3	15.0	0	120	0	0	0	0	0	0	0
Trim27	14.875	0	0	0	0	0	0	119	0	0
Sh2d1a	14.875	0	119	0	0	0	0	0	0	0
Olfr805	14.875	0	119	0	0	0	0	0	0	0
Nras	14.875	119	0	0	0	0	0	0	0	0
Igf2bp2	14.875	0	119	0	0	0	0	0	0	0
Gm2023	14.875	0	0	0	0	0	0	0	119	0
Eif4enif1	14.875	0	0	0	0	0	119	0	0	0
Crisp3	14.875	0	119	0	0	0	0	0	0	0
Cntnap5b	14.875	0	119	0	0	0	0	0	0	0
Ccl19	14.875	0	0	0	0	0	0	0	119	0
Adgrl3	14.875	0	119	0	0	0	0	0	0	0
Eya1	14.75	0	118	0	0	0	0	0	0	0
Baz1a	14.75	0	118	0	0	0	0	0	0	0
Vcpkmt	14.625	0	117	0	0	0	0	0	0	0
Slc27a6	14.625	0	117	0	0	0	0	0	0	0
Olfr951	14.625	0	117	0	0	0	0	0	0	0
Olfr122	14.625	0	117	0	0	0	0	0	0	0
Olfr1121	14.625	0	117	0	0	0	0	0	0	0
Necab1	14.625	0	117	0	0	0	0	0	0	0
Nckap1l	14.625	117	0	0	0	0	0	0	0	0
Nck1	14.625	0	117	0	0	0	0	0	0	0
Man1a2	14.625	117	0	0	0	0	0	0	0	0
Magel2	14.625	0	117	0	0	0	0	0	0	0
Gbp7	14.625	0	117	0	0	0	0	0	0	0
Eya2	14.625	0	117	0	0	0	0	0	0	0
Dennd6a	14.625	0	117	0	0	0	0	0	0	0
Cxcl15	14.625	0	117	0	0	0	0	0	0	0
Bcl2l2	14.625	0	117	0	0	0	0	0	0	0
Arpp21	14.625	0	117	0	0	0	0	0	0	0
Amy1	14.625	0	117	0	0	0	0	0	0	0
Actc1	14.625	0	117	0	0	0	0	0	0	0
Abca13	14.625	0	117	0	0	0	0	0	0	0
Vps35	14.5	0	116	0	0	0	0	0	0	0
Spink6	14.5	0	116	0	0	0	0	0	0	0
Orc6	14.5	0	116	0	0	0	0	0	0	0
Olfr922	14.5	0	116	0	0	0	0	0	0	0
Olfr901	14.5	116	0	0	0	0	0	0	0	0
Ndufaf5	14.5	0	116	0	0	0	0	0	0	0
Hdx	14.5	0	116	0	0	0	0	0	0	0
H4c4	14.5	0	0	116	0	0	0	0	0	0
H2bc6	14.5	0	0	116	0	0	0	0	0	0
Fbxo21	14.5	0	0	0	0	0	0	116	0	0
Esf1	14.5	0	116	0	0	0	0	0	0	0
Csn1s1	14.5	0	116	0	0	0	0	0	0	0
Cald1	14.5	0	116	0	0	0	0	0	0	0
Slc25a32	14.375	0	115	0	0	0	0	0	0	0
Olfr917	14.375	0	115	0	0	0	0	0	0	0
Olfr916	14.375	0	115	0	0	0	0	0	0	0
Olfr888	14.375	115	0	0	0	0	0	0	0	0
H4c12	14.375	0	0	115	0	0	0	0	0	0
H2bc15	14.375	0	0	115	0	0	0	0	0	0
H2ac15	14.375	0	0	115	0	0	0	0	0	0
Dcaf13	14.375	0	115	0	0	0	0	0	0	0
Tab1	14.25	0	0	0	0	0	0	114	0	0
Pitpnm2	14.25	0	0	0	0	0	0	114	0	0
Olfr780	14.25	0	114	0	0	0	0	0	0	0
Hdgfl3	14.25	0	114	0	0	0	0	0	0	0
Fasl	14.25	0	0	0	0	0	0	114	0	0
Dlg1	14.25	0	114	0	0	0	0	0	0	0
Anxa1	14.25	0	114	0	0	0	0	0	0	0
1810030O07Rik	14.25	0	114	0	0	0	0	0	0	0
Vstm2a	14.125	0	113	0	0	0	0	0	0	0
Postn	14.125	113	0	0	0	0	0	0	0	0
Pla2g4a	14.125	113	0	0	0	0	0	0	0	0
Olfr902	14.125	0	113	0	0	0	0	0	0	0
Olfr494	14.125	0	113	0	0	0	0	0	0	0
Nnmt	14.125	113	0	0	0	0	0	0	0	0
Mkrn3	14.125	113	0	0	0	0	0	0	0	0
Lsm14a	14.125	0	113	0	0	0	0	0	0	0
Krtap4-2	14.125	113	0	0	0	0	0	0	0	0
Itgb1	14.125	0	113	0	0	0	0	0	0	0
Hook1	14.125	0	113	0	0	0	0	0	0	0
Ccn3	14.125	113	0	0	0	0	0	0	0	0
Caps2	14.125	113	0	0	0	0	0	0	0	0
Adgb	14.125	113	0	0	0	0	0	0	0	0
Vmn1r23	14.0	0	112	0	0	0	0	0	0	0
Upf2	14.0	0	112	0	0	0	0	0	0	0
St7	14.0	0	112	0	0	0	0	0	0	0
Snca	14.0	0	112	0	0	0	0	0	0	0
Rasef	14.0	112	0	0	0	0	0	0	0	0
Olfr1321	14.0	112	0	0	0	0	0	0	0	0
Fra10ac1	14.0	0	112	0	0	0	0	0	0	0
Fmr1nb	14.0	0	112	0	0	0	0	0	0	0
