Target_genes	Zbtb11|Average	SRX5247619|ES_cells	SRX5247622|ES_cells	SRX5247623|ES_cells	SRX5247624|ES_cells	SRX5247637|ES_cells	SRX5247638|ES_cells	SRX5247639|ES_cells	STRING
Tshz3	28.285714	0	0	0	0	94	0	104	0
Tmem237	28.285714	0	0	0	0	0	0	198	0
Snx13	28.285714	0	0	0	0	0	0	198	0
Serac1	28.285714	0	0	0	0	0	0	198	0
Rtkn	28.285714	0	0	0	0	198	0	0	0
Rragb	28.285714	0	0	0	0	0	0	198	0
Rax	28.285714	0	0	0	0	77	0	121	0
Meiob	28.285714	0	0	0	0	0	0	198	0
Ltk	28.285714	0	0	0	0	0	0	198	0
Kdm6b	28.285714	0	0	0	0	0	0	198	0
Igsf9	28.285714	0	0	0	0	0	0	198	0
Gtf2h5	28.285714	0	0	0	0	0	0	198	0
Gm15517	28.285714	0	0	0	0	0	0	198	0
Gas2l1	28.285714	0	0	0	0	0	0	198	0
Esyt1	28.285714	0	0	0	0	97	0	101	0
Dnaja4	28.285714	0	0	0	0	0	0	198	0
Carmil1	28.285714	0	0	0	0	0	0	198	0
Agtpbp1	28.285714	0	0	0	0	0	0	198	0
1810055G02Rik	28.285714	0	0	0	0	0	0	198	0
Zhx1	28.142857	0	0	0	0	0	0	197	0
Ube2i	28.142857	0	0	0	0	0	0	197	0
Tbc1d2	28.142857	0	0	0	0	0	0	197	0
Smc1b	28.142857	0	0	0	0	0	0	197	0
Rcor3	28.142857	0	0	0	0	0	0	197	0
Ntn5	28.142857	0	0	0	0	0	0	197	0
Marchf2	28.142857	0	0	0	0	0	0	197	0
Lfng	28.142857	0	0	0	0	0	0	197	0
Gtf2ird1	28.142857	0	0	0	0	0	0	197	0
Gtf2e2	28.142857	0	0	0	0	0	0	197	0
Fbxo30	28.142857	0	0	0	0	0	0	197	0
Dlgap4	28.142857	0	0	0	0	0	0	197	0
Arhgef16	28.142857	0	0	0	0	0	0	197	0
Adam11	28.142857	0	0	0	0	0	0	197	0
Actr3	28.142857	0	0	0	0	0	0	197	0
Srrm1	28.0	0	0	0	0	85	0	111	0
Spg21	28.0	0	0	0	0	0	0	196	0
Smpd2	28.0	0	0	0	0	0	0	196	0
Smo	28.0	0	0	0	0	0	0	196	0
Rpl7l1	28.0	0	0	0	0	0	0	196	0
Ppil6	28.0	0	0	0	0	0	0	196	0
Mier3	28.0	0	0	0	0	0	0	196	0
Mgarp	28.0	0	0	0	0	0	0	196	0
Map4k3	28.0	0	0	0	0	0	0	196	0
Echs1	28.0	0	0	0	0	0	0	196	0
Trim47	27.857143	0	0	0	0	0	0	195	0
Tesmin	27.857143	0	0	0	0	0	0	195	0
Shh	27.857143	0	0	0	0	0	0	195	0
Pcdhga2	27.857143	0	0	0	0	0	0	195	0
Osbp2	27.857143	0	0	0	0	0	0	195	0
Mzt2	27.857143	0	0	0	0	0	0	195	0
Lpar5	27.857143	0	0	0	0	0	0	195	0
Hddc3	27.857143	0	0	0	0	0	0	195	0
Gm3325	27.857143	0	0	0	0	0	0	195	0
Gba	27.857143	0	0	0	0	0	0	195	0
Fam20c	27.857143	0	0	0	0	0	0	195	0
Erich2	27.857143	0	0	0	0	0	0	195	0
Egln1	27.857143	0	0	0	0	0	0	195	0
Cradd	27.857143	0	0	0	0	0	0	195	0
Atp2b1	27.857143	0	0	0	0	0	0	195	0
Zmynd15	27.714286	0	0	0	0	0	0	194	0
Tlr5	27.714286	0	0	0	0	0	0	194	0
Sh3rf3	27.714286	0	0	0	0	0	0	194	0
Riok2	27.714286	0	0	0	0	0	0	194	0
Rap1gds1	27.714286	0	0	0	0	0	0	194	0
Pik3ip1	27.714286	0	0	0	0	0	0	194	0
Nipsnap3b	27.714286	0	0	0	0	0	0	194	0
Nck1	27.714286	0	0	0	0	0	0	194	0
Kif2c	27.714286	0	0	0	0	0	0	194	0
Gprc5c	27.714286	0	0	0	0	0	0	194	0
Gpcpd1	27.714286	0	0	0	0	0	0	194	0
Fxyd6	27.714286	0	0	0	0	0	0	194	0
Elovl1	27.714286	0	0	0	0	0	0	194	0
Eif3a	27.714286	0	0	0	0	0	0	194	0
Cpn1	27.714286	0	0	0	0	0	0	194	0
Cntn4	27.714286	0	0	0	0	0	0	194	0
Ckb	27.714286	0	0	0	0	0	0	194	0
Brms1	27.714286	0	0	0	0	0	0	194	0
B4gat1	27.714286	0	0	0	0	0	0	194	0
Atic	27.714286	0	0	0	0	0	0	194	0
Zbtb4	27.571429	0	0	0	0	0	0	193	0
Wdfy1	27.571429	0	0	0	0	0	0	193	0
Terb1	27.571429	0	0	0	0	0	0	193	0
Smim26	27.571429	0	0	0	0	0	0	193	0
Slc7a6	27.571429	0	0	0	0	0	0	193	0
Slc27a3	27.571429	0	0	0	0	0	0	193	0
Saysd1	27.571429	0	0	0	0	0	0	193	0
Prmt5	27.571429	0	0	0	0	0	0	193	0
Nkx3-2	27.571429	0	0	0	0	193	0	0	0
Lrrc42	27.571429	0	0	0	0	0	0	193	0
Lipo3	27.571429	0	0	0	0	0	0	193	0
Hspb11	27.571429	0	0	0	0	0	0	193	0
Eri1	27.571429	0	0	0	0	0	0	193	0
Drd2	27.571429	0	0	0	0	0	0	193	0
Zfp821	27.428571	0	0	0	0	0	0	192	0
Zfp592	27.428571	0	0	0	0	0	0	192	0
Wdr17	27.428571	0	0	0	0	0	0	192	0
Slc2a10	27.428571	0	0	0	0	0	0	192	0
Rprd1a	27.428571	0	0	0	0	0	0	192	0
Ric1	27.428571	0	0	0	0	0	0	192	0
Pyurf	27.428571	0	0	0	0	0	0	192	0
Ptar1	27.428571	0	0	0	0	0	0	192	0
Psmb2	27.428571	0	0	0	0	0	0	192	0
Ogdhl	27.428571	0	0	0	0	0	0	192	0
Nxt1	27.428571	0	0	0	0	0	0	192	0
Mfsd6l	27.428571	0	0	0	0	0	0	192	0
Lrat	27.428571	0	0	0	0	0	0	192	0
Ist1	27.428571	0	0	0	0	0	0	192	0
Gpkow	27.428571	0	0	0	0	0	0	192	0
Gm2897	27.428571	0	0	0	0	0	0	192	0
Gm10509	27.428571	0	0	0	0	0	0	192	0
Glo1	27.428571	0	0	0	0	0	0	192	0
Foxa1	27.428571	0	0	0	0	0	0	192	0
Csnk1g3	27.428571	0	0	0	0	0	0	192	0
Aga	27.428571	0	0	0	0	0	0	192	0
Zfp874a	27.285714	0	0	0	0	0	0	191	0
Tvp23b	27.285714	0	0	0	0	0	0	191	0
Tmem41a	27.285714	0	0	0	0	0	0	191	0
Snx24	27.285714	0	0	0	0	191	0	0	0
Slc22a15	27.285714	0	0	0	0	0	0	191	0
Rhobtb2	27.285714	0	0	0	0	0	0	191	0
Plekhh2	27.285714	0	0	0	0	0	0	191	0
Pla2g4e	27.285714	0	0	0	0	0	0	191	0
Mboat4	27.285714	0	0	0	0	191	0	0	0
Kcna2	27.285714	0	0	0	0	0	0	191	0
Inava	27.285714	0	0	0	0	191	0	0	0
Fam243	27.285714	0	0	0	0	0	0	191	0
Espl1	27.285714	0	0	0	0	0	0	191	0
Acadl	27.285714	0	0	0	0	0	0	191	0
Smpd5	27.142857	0	0	0	0	0	0	190	0
Smap2	27.142857	0	0	0	0	0	0	190	0
Sirt5	27.142857	0	0	0	0	0	0	190	0
Rnls	27.142857	0	0	0	0	0	0	190	0
Ppt1	27.142857	0	0	0	0	0	0	190	0
Ppp2r5e	27.142857	0	0	0	0	0	0	190	0
Pkn1	27.142857	0	0	0	0	0	0	190	0
Parp1	27.142857	0	0	0	0	0	0	190	0
Nucb2	27.142857	0	0	0	0	0	0	190	0
Mark2	27.142857	0	0	0	0	0	0	190	0
Hgh1	27.142857	0	0	0	0	0	0	190	0
Gns	27.142857	0	0	0	0	0	0	190	0
Arrdc1	27.142857	0	0	0	0	0	0	190	0
Aldh1a3	27.142857	0	0	0	0	0	0	190	0
Adgra3	27.142857	0	0	0	0	0	0	190	0
1700001O22Rik	27.142857	0	0	0	0	0	0	190	0
Ypel5	27.0	0	0	0	0	0	0	189	0
Wdhd1	27.0	0	0	0	0	0	0	189	0
Trmt2a	27.0	0	0	0	0	0	0	189	0
Socs4	27.0	0	0	0	0	0	0	189	0
Rev1	27.0	0	0	0	0	0	0	189	0
Ranbp1	27.0	0	0	0	0	0	0	189	0
H2bc6	27.0	0	0	0	0	0	0	189	0
H1f4	27.0	0	0	0	0	0	0	189	0
Chd7	27.0	0	0	0	0	0	0	189	0
Whrn	26.857143	0	0	0	0	0	0	188	0
Tecr	26.857143	0	0	0	0	0	0	188	0
Slc13a5	26.857143	0	0	0	0	92	0	96	0
Shisa8	26.857143	0	0	0	0	0	0	188	0
R3hcc1	26.857143	0	0	0	0	0	0	188	0
Lonrf1	26.857143	0	0	0	0	0	0	188	0
Iqcb1	26.857143	0	0	0	0	0	0	188	0
Ift46	26.857143	0	0	0	0	0	0	188	0
Cfap221	26.857143	0	0	0	0	0	0	188	0
Cdk17	26.857143	0	0	0	0	0	0	188	0
Trrap	26.714286	0	0	0	0	0	0	187	0
Taf9	26.714286	0	0	0	0	0	0	187	0
Rnf157	26.714286	0	0	0	0	0	0	187	0
Rnf138	26.714286	0	0	0	0	0	0	187	0
Rnf10	26.714286	0	0	0	0	0	0	187	0
Rad17	26.714286	0	0	0	0	0	0	187	0
Nagpa	26.714286	0	0	0	0	0	0	187	0
Lor	26.714286	0	0	0	0	0	0	187	0
Laptm4a	26.714286	0	0	0	0	0	0	187	0
Hsbp1	26.714286	0	0	0	0	0	0	187	0
Gna13	26.714286	0	0	0	0	0	0	187	0
Epha4	26.714286	0	0	0	0	0	0	187	0
Efcab12	26.714286	0	0	0	0	0	0	187	0
Ak6	26.714286	0	0	0	0	0	0	187	0
Adap2	26.714286	0	0	0	0	0	0	187	0
Zfp2	26.571429	0	0	0	0	0	0	186	0
Scap	26.571429	0	0	0	0	0	0	186	0
Prdx1	26.571429	0	0	0	0	0	0	186	0
Nutm1	26.571429	0	0	0	0	0	0	186	0
Lpar3	26.571429	0	0	0	0	0	0	186	0
Lgals6	26.571429	0	0	0	0	0	0	186	0
Lgals4	26.571429	0	0	0	0	0	0	186	0
Kdsr	26.571429	0	0	0	0	0	0	186	0
Gpx1	26.571429	0	0	0	0	0	0	186	0
Fam171a2	26.571429	0	0	0	0	0	0	186	0
Eno2	26.571429	0	0	0	0	95	0	91	0
Ctxn1	26.571429	0	0	0	0	0	0	186	0
Ak3	26.571429	0	0	0	0	0	0	186	0
Wdr78	26.428571	0	0	0	0	0	0	185	0
Usp28	26.428571	0	0	0	0	0	0	185	0
Ttc39c	26.428571	0	0	0	0	0	0	185	0
Tsen54	26.428571	0	0	0	0	0	0	185	0
Strn	26.428571	0	0	0	0	0	0	185	0
Sit1	26.428571	0	0	0	0	0	0	185	0
Septin2	26.428571	0	0	0	0	0	0	185	0
Selenoo	26.428571	0	0	0	0	0	0	185	0
Rrp8	26.428571	0	0	0	0	0	0	185	0
Rela	26.428571	0	0	0	0	0	0	185	0
Rabl3	26.428571	0	0	0	0	0	0	185	0
Nudt19	26.428571	0	0	0	0	0	0	185	0
Mtch2	26.428571	0	0	0	0	0	0	185	0
Mier1	26.428571	0	0	0	0	0	0	185	0
Mecom	26.428571	0	0	0	0	0	0	185	0
Lipo2	26.428571	0	0	0	0	0	0	185	0
Ipo13	26.428571	0	0	0	0	0	0	185	0
Ilk	26.428571	0	0	0	0	0	0	185	0
Ift52	26.428571	0	0	0	0	0	0	185	0
Hdlbp	26.428571	0	0	0	0	0	0	185	0
H4c6	26.428571	0	0	0	0	0	0	185	0
H1f3	26.428571	0	0	0	0	0	0	185	0
Gtf2e1	26.428571	0	0	0	0	0	0	185	0
Dnajc6	26.428571	0	0	0	0	0	0	185	0
Dazl	26.428571	0	0	0	0	0	0	185	0
Csrp2	26.428571	0	0	0	0	0	0	185	0
Col1a1	26.428571	0	0	0	0	0	0	185	0
Cd47	26.428571	0	0	0	0	0	0	185	0
Caskin2	26.428571	0	0	0	0	0	0	185	0
Zfp273	26.285714	0	0	0	0	0	0	184	0
Trh	26.285714	0	0	0	0	0	0	184	0
Sorl1	26.285714	0	0	0	0	0	0	184	0
Sem1	26.285714	0	0	0	0	0	0	184	0
Rb1	26.285714	0	0	0	0	0	0	184	0
Rab3gap2	26.285714	0	0	0	0	0	0	184	0
Plekha3	26.285714	0	0	0	0	0	0	184	0
Naa40	26.285714	0	0	0	0	0	0	184	0
Msmo1	26.285714	0	0	0	0	0	0	184	0
Mfap4	26.285714	0	0	0	0	0	0	184	0
Lyl1	26.285714	0	0	0	0	0	0	184	0
Hif3a	26.285714	0	0	0	0	0	0	184	0
Gan	26.285714	0	0	0	0	0	0	184	0
Fkbp7	26.285714	0	0	0	0	0	0	184	0
Txnl4a	26.142857	0	0	0	0	0	0	183	0
Spen	26.142857	0	0	0	0	0	0	183	0
Rffl	26.142857	0	0	0	0	0	0	183	0
Lonp1	26.142857	0	0	0	0	0	0	183	0
H13	26.142857	0	0	0	0	0	0	183	0
Gm16286	26.142857	0	0	0	0	0	0	183	0
Ctnnd2	26.142857	0	0	0	0	0	0	183	0
Csnk2a2	26.142857	0	0	0	0	0	0	183	0
Cpne8	26.142857	0	0	0	0	0	0	183	0
Catsperd	26.142857	0	0	0	0	0	0	183	0
Atg14	26.142857	0	0	0	0	0	0	183	0
Tpm4	26.0	0	0	0	0	0	0	182	0
Thsd1	26.0	0	0	0	0	0	0	182	0
Ptgfrn	26.0	0	0	0	0	0	0	182	0
Ppp2ca	26.0	0	0	0	0	0	0	182	0
Plcg2	26.0	0	0	0	0	0	0	182	0
Itfg2	26.0	0	0	0	0	0	0	182	0
Igfbp2	26.0	0	0	0	0	0	0	182	0
Flot2	26.0	0	0	0	0	0	0	182	0
Carnmt1	26.0	0	0	0	0	0	0	182	0
Zfp420	25.857143	0	0	0	0	0	0	181	0
Thoc3	25.857143	0	0	0	0	0	0	181	0
Sparcl1	25.857143	0	0	0	0	0	0	181	0
Slk	25.857143	0	0	0	0	0	0	181	0
Safb2	25.857143	0	0	0	0	0	0	181	0
Safb	25.857143	0	0	0	0	0	0	181	0
Rgs7	25.857143	0	0	0	0	0	0	181	0
Psmd10	25.857143	0	0	0	0	0	0	181	0
Pnldc1	25.857143	0	0	0	0	0	0	181	0
Phf7	25.857143	0	0	0	0	0	0	181	0
P2ry1	25.857143	0	0	0	0	0	0	181	0
Opcml	25.857143	0	0	0	0	0	0	181	0
Olfr823	25.857143	0	0	0	0	0	0	181	0
Nmnat3	25.857143	0	0	0	0	0	0	181	0
Mpp3	25.857143	0	0	0	0	0	0	181	0
Lacc1	25.857143	0	0	0	0	0	0	181	0
Ism1	25.857143	0	0	0	0	0	0	181	0
Inpp5f	25.857143	0	0	0	0	0	0	181	0
Hsp90aa1	25.857143	0	0	0	0	0	0	181	0
Hibadh	25.857143	0	0	0	0	0	0	181	0
Gnl3l	25.857143	0	0	0	0	0	0	181	0
Glrx5	25.857143	0	0	0	0	0	0	181	0
Fzd3	25.857143	0	0	0	0	0	0	181	0
Focad	25.857143	0	0	0	0	0	0	181	0
Fbxo16	25.857143	0	0	0	0	0	0	181	0
Ccdc122	25.857143	0	0	0	0	0	0	181	0
Bex3	25.857143	0	0	0	0	0	0	181	0
Bap1	25.857143	0	0	0	0	0	0	181	0
Atxn7l3b	25.857143	0	0	0	0	0	0	181	0
Atg4a	25.857143	0	0	0	0	0	0	181	0
Wif1	25.714286	0	0	0	0	0	0	180	0
Trim13	25.714286	0	0	0	0	0	0	180	0
Tmem64	25.714286	0	0	0	0	0	0	180	0
Tecpr1	25.714286	0	0	0	0	0	0	180	0
Taf2	25.714286	0	0	0	0	0	0	180	0
Prkar1a	25.714286	0	0	0	0	0	0	180	0
Pou5f1	25.714286	0	0	0	0	0	0	180	0
Nup214	25.714286	0	0	0	0	0	0	180	0
Mtdh	25.714286	0	0	0	0	0	0	180	0
Mknk2	25.714286	0	0	0	0	0	0	180	0
Mgat4c	25.714286	0	0	0	0	0	0	180	0
Kcnrg	25.714286	0	0	0	0	0	0	180	0
Jph2	25.714286	0	0	0	0	0	0	180	0
Hhipl1	25.714286	0	0	0	0	0	0	180	0
Ell2	25.714286	0	0	0	0	0	0	180	0
Dnajb5	25.714286	0	0	0	0	180	0	0	0
Cop1	25.714286	0	0	0	0	0	0	180	0
Zfp521	25.571429	0	0	0	0	0	0	179	0
Tcf24	25.571429	0	0	0	0	0	0	179	0
Smim14	25.571429	0	0	0	0	0	0	179	0
Slc25a14	25.571429	0	0	0	0	179	0	0	0
Prrc2a	25.571429	0	0	0	0	0	0	179	0
Pon2	25.571429	0	0	0	0	0	0	179	0
Nucb1	25.571429	0	0	0	0	0	0	179	0
Mzt1	25.571429	0	0	0	0	0	0	179	0
Myo5b	25.571429	0	0	0	0	179	0	0	0
Mtrex	25.571429	0	0	0	0	0	0	179	0
Mgst3	25.571429	0	0	0	0	0	0	179	0
Irf2bp2	25.571429	0	0	0	0	0	0	179	0
Dhx29	25.571429	0	0	0	0	0	0	179	0
Bora	25.571429	0	0	0	0	0	0	179	0
BC051019	25.571429	0	0	0	0	0	0	179	0
Vps8	25.428571	0	0	0	0	0	0	178	0
Vars	25.428571	0	0	0	0	0	0	178	0
Synj1	25.428571	0	0	0	0	0	0	178	0
St6galnac3	25.428571	0	0	0	0	0	0	178	0
Sf3a1	25.428571	0	0	0	0	0	0	178	0
Ppp1r27	25.428571	0	0	0	0	0	0	178	0
Mul1	25.428571	0	0	0	0	0	0	178	0
Mrgpre	25.428571	0	0	0	0	0	0	178	0
Mcrip1	25.428571	0	0	0	0	0	0	178	0
Farp1	25.428571	0	0	0	0	0	0	178	0
Erc2	25.428571	0	0	0	0	0	0	178	0
D17H6S56E-5	25.428571	0	0	0	0	0	0	178	0
Cnnm4	25.428571	0	0	0	0	0	0	178	0
Ccdc157	25.428571	0	0	0	0	0	0	178	0
Bcdin3d	25.428571	0	0	0	0	0	0	178	0
Ubap2	25.285714	0	0	0	0	0	0	177	0
Tmeff1	25.285714	0	0	0	0	0	0	177	0
Srsf1	25.285714	0	0	0	0	0	0	177	0
Sidt2	25.285714	0	0	0	0	0	0	177	0
Rad51d	25.285714	0	0	0	0	0	0	177	0
Psat1	25.285714	0	0	0	0	0	0	177	0
Pdcd11	25.285714	0	0	0	0	0	0	177	0
Irf2bpl	25.285714	0	0	0	0	0	0	177	0
H4c17	25.285714	0	0	0	0	0	0	177	0
H4bc24	25.285714	0	0	0	0	0	0	177	0
H2bc23	25.285714	0	0	0	0	0	0	177	0
H2ac24	25.285714	0	0	0	0	0	0	177	0
H2ac23	25.285714	0	0	0	0	0	0	177	0
Foxl1	25.285714	0	0	0	0	0	0	177	0
Fndc8	25.285714	0	0	0	0	0	0	177	0
Fam189b	25.285714	0	0	0	0	0	0	177	0
Ero1b	25.285714	0	0	0	0	0	0	177	0
Cyp2c40	25.285714	0	0	0	0	0	0	177	0
Cplane2	25.285714	0	0	0	0	0	0	177	0
Atp5md	25.285714	0	0	0	0	0	0	177	0
Adgra1	25.285714	0	0	0	0	0	0	177	0
Abhd14a	25.285714	0	0	0	0	0	0	177	0
1700122O11Rik	25.285714	0	0	0	0	0	0	177	0
Ywhae	25.142857	0	0	0	0	0	0	176	0
Ydjc	25.142857	0	0	0	0	0	0	176	0
Vps37b	25.142857	0	0	0	0	0	0	176	0
Trim7	25.142857	0	0	0	0	0	0	176	0
Sox13	25.142857	0	0	0	0	0	0	176	0
Slc7a7	25.142857	0	0	0	0	0	0	176	0
Slc22a23	25.142857	0	0	0	0	0	0	176	0
Sec14l2	25.142857	0	0	0	0	0	0	176	0
Ripor1	25.142857	0	0	0	0	0	0	176	0
Rbm19	25.142857	0	0	0	0	0	0	176	0
Ppp2r5c	25.142857	0	0	0	0	0	0	176	0
Ppm1g	25.142857	0	0	0	0	0	0	176	0
Phf21b	25.142857	0	0	0	0	0	0	176	0
Mybl2	25.142857	0	0	0	0	0	0	176	0
Macir	25.142857	0	0	0	0	0	0	176	0
Lum	25.142857	0	0	0	0	0	0	176	0
Kif14	25.142857	0	0	0	0	0	0	176	0
Ggta1	25.142857	0	0	0	0	0	0	176	0
Eogt	25.142857	0	0	0	0	0	0	176	0
Ch25h	25.142857	0	0	0	0	0	0	176	0
Ccdc116	25.142857	0	0	0	0	0	0	176	0
Aldh8a1	25.142857	0	0	0	0	0	0	176	0
Wscd1	25.0	0	0	0	0	0	0	175	0
Wdr1	25.0	0	0	0	0	0	0	175	0
Vps33a	25.0	0	0	0	0	0	0	175	0
Tubb3	25.0	0	0	0	0	0	0	175	0
Tcte2	25.0	0	0	0	0	0	0	175	0
Taok1	25.0	0	0	0	0	0	0	175	0
Smarcb1	25.0	0	0	0	0	0	0	175	0
Slc35f2	25.0	0	0	0	0	0	0	175	0
Pml	25.0	0	0	0	0	0	0	175	0
Pisd	25.0	0	0	0	0	0	0	175	0
Ndfip2	25.0	0	0	0	0	0	0	175	0
Med25	25.0	0	0	0	0	0	0	175	0
Grb2	25.0	0	0	0	0	0	0	175	0
Fuz	25.0	0	0	0	0	0	0	175	0
Cfl2	25.0	0	0	0	0	0	0	175	0
Ccdc6	25.0	0	0	0	0	0	0	175	0
Art5	25.0	0	0	0	0	0	0	175	0
Art1	25.0	0	0	0	0	0	0	175	0
Afdn	25.0	0	0	0	0	0	0	175	0
Abca8b	25.0	0	0	0	0	0	0	175	0
Yif1b	24.857143	0	0	0	0	0	0	174	0
Vhl	24.857143	0	0	0	0	0	0	174	0
Tprgl	24.857143	0	0	0	0	0	0	174	0
Tmem255b	24.857143	0	0	0	0	0	0	174	0
Thumpd2	24.857143	0	0	0	0	0	0	174	0
Smim4	24.857143	0	0	0	0	0	0	174	0
Prss23	24.857143	0	0	0	0	0	0	174	0
Nt5dc2	24.857143	0	0	0	0	0	0	174	0
Mybbp1a	24.857143	0	0	0	0	0	0	174	0
Mrpl28	24.857143	0	0	0	0	0	0	174	0
Lrrc3	24.857143	0	0	0	0	0	0	174	0
Lrrc23	24.857143	0	0	0	0	174	0	0	0
Kcnk6	24.857143	0	0	0	0	0	0	174	0
Car2	24.857143	0	0	0	0	0	0	174	0
Ahsa2	24.857143	0	0	0	0	0	0	174	0
Zfp131	24.714286	0	0	0	0	0	0	173	0
Xpo1	24.714286	0	0	0	0	0	0	173	0
Trmt1	24.714286	0	0	0	0	0	0	173	0
Tmem60	24.714286	0	0	0	0	0	0	173	0
Stpg1	24.714286	0	0	0	0	0	0	173	0
Smim22	24.714286	0	0	0	0	0	0	173	0
Sall2	24.714286	0	0	0	0	173	0	0	0
Rnf217	24.714286	0	0	0	0	0	0	173	0
Rab40c	24.714286	0	0	0	0	0	0	173	0
Ptpn11	24.714286	0	0	0	0	0	0	173	0
Prdm11	24.714286	0	0	0	0	0	0	173	0
Phtf2	24.714286	0	0	0	0	0	0	173	0
Optn	24.714286	0	0	0	0	0	0	173	0
Nipal3	24.714286	0	0	0	0	0	0	173	0
Nacc1	24.714286	0	0	0	0	0	0	173	0
Lin9	24.714286	0	0	0	0	0	0	173	0
Klf2	24.714286	0	0	0	0	0	0	173	0
Klf11	24.714286	0	0	0	0	0	0	173	0
Hoxb4	24.714286	0	0	0	0	0	0	173	0
Hoxb3	24.714286	0	0	0	0	0	0	173	0
Gm51425	24.714286	0	0	0	0	0	0	173	0
Glrx3	24.714286	0	0	0	0	0	0	173	0
Faxc	24.714286	0	0	0	0	0	0	173	0
Eif5	24.714286	0	0	0	0	0	0	173	0
Cited2	24.714286	0	0	0	0	0	0	173	0
Akap9	24.714286	0	0	0	0	0	0	173	0
Wdyhv1	24.571429	0	0	0	0	0	0	172	0
Thpo	24.571429	0	0	0	0	0	0	172	0
Tet3	24.571429	0	0	0	0	0	0	172	0
Slc1a1	24.571429	0	0	0	0	0	0	172	0
Rhob	24.571429	0	0	0	0	0	0	172	0
Man2a1	24.571429	0	0	0	0	0	0	172	0
Eva1c	24.571429	0	0	0	0	0	0	172	0
Chrd	24.571429	0	0	0	0	0	0	172	0
Camta1	24.571429	0	0	0	0	0	0	172	0
Zrsr2	24.428571	0	0	0	0	0	0	171	0
Zfyve16	24.428571	0	0	0	0	0	0	171	0
Zfp654	24.428571	0	0	0	0	0	0	171	0
Zfp607a	24.428571	0	0	0	0	0	0	171	0
Zc3hav1	24.428571	0	0	0	0	0	0	171	0
Usp27x	24.428571	0	0	0	0	0	0	171	0
Usp2	24.428571	0	0	0	0	0	0	171	0
Uba1	24.428571	0	0	0	0	0	0	171	0
Tmem229b	24.428571	0	0	0	0	0	0	171	0
Tmem219	24.428571	0	0	0	0	0	0	171	0
Tdh	24.428571	0	0	0	0	0	0	171	0
Stat5a	24.428571	0	0	0	0	0	0	171	0
Sprn	24.428571	0	0	0	0	0	0	171	0
Rab35	24.428571	0	0	0	0	0	0	171	0
Nr0b1	24.428571	0	0	0	0	0	0	171	0
Ndufs4	24.428571	0	0	0	0	0	0	171	0
Ndufab1	24.428571	0	0	0	0	0	0	171	0
Ncald	24.428571	0	0	0	0	0	0	171	0
Hormad1	24.428571	0	0	0	0	0	0	171	0
Harbi1	24.428571	0	0	0	0	0	0	171	0
Gtf2f2	24.428571	0	0	0	0	0	0	171	0
Fhit	24.428571	0	0	0	0	0	0	171	0
Fam133b	24.428571	0	0	0	0	0	0	171	0
Exoc6b	24.428571	0	0	0	0	171	0	0	0
Ehd1	24.428571	0	0	0	0	0	0	171	0
Dpysl4	24.428571	0	0	0	0	0	0	171	0
Dgkg	24.428571	0	0	0	0	0	0	171	0
Cog7	24.428571	0	0	0	0	0	0	171	0
Cggbp1	24.428571	0	0	0	0	0	0	171	0
Cfap54	24.428571	0	0	0	0	0	0	171	0
Cep162	24.428571	0	0	0	0	0	0	171	0
Ccdc65	24.428571	0	0	0	0	0	0	171	0
Atg13	24.428571	0	0	0	0	0	0	171	0
4921504E06Rik	24.428571	0	0	0	0	0	0	171	0
Trim67	24.285714	0	0	0	0	0	0	170	0
Tmco6	24.285714	0	0	0	0	0	0	170	0
Rfc2	24.285714	0	0	0	0	0	0	170	0
Gm2a	24.285714	0	0	0	0	0	0	170	0
Foxc2	24.285714	0	0	0	0	0	0	170	0
Fgf17	24.285714	0	0	0	0	0	0	170	0
Dusp4	24.285714	0	0	0	0	0	0	170	0
D630045J12Rik	24.285714	0	0	0	0	0	0	170	0
Cfdp1	24.285714	0	0	0	0	0	0	170	0
Acrbp	24.285714	0	0	0	0	0	0	170	0
Wasl	24.142857	0	0	0	0	0	0	169	0
Syt7	24.142857	0	0	0	0	0	0	169	0
Spaca9	24.142857	0	0	0	0	0	0	169	0
Senp2	24.142857	0	0	0	0	0	0	169	0
Lbx2	24.142857	0	0	0	0	0	0	169	0
Kcnu1	24.142857	0	0	0	0	0	0	169	0
Itprid2	24.142857	0	0	0	0	0	0	169	0
Gm42372	24.142857	0	0	0	0	0	0	169	0
Dnmbp	24.142857	0	0	0	0	0	0	169	0
Cyb5r3	24.142857	0	0	0	0	0	0	169	0
Car13	24.142857	0	0	0	0	0	0	169	0
Ash2l	24.142857	0	0	0	0	0	0	169	0
Ak8	24.142857	0	0	0	0	0	0	169	0
Zfp771	24.0	0	0	0	0	0	0	168	0
Zfp426	24.0	0	0	0	0	0	0	168	0
Upk1a	24.0	0	0	0	0	0	0	168	0
Trhr	24.0	0	0	0	0	168	0	0	0
Tmcc3	24.0	0	0	0	0	168	0	0	0
Rab5b	24.0	0	0	0	0	0	0	168	0
Rab11fip3	24.0	0	0	0	0	0	0	168	0
Prpsap1	24.0	0	0	0	0	0	0	168	0
Prdm9	24.0	0	0	0	0	0	0	168	0
Plxnd1	24.0	0	0	0	0	0	0	168	0
Pick1	24.0	0	0	0	0	0	0	168	0
Pde4a	24.0	0	0	0	0	0	0	168	0
Pcgf3	24.0	0	0	0	0	0	0	168	0
