Target_genes	Egr2|Average	SRX270569|CD4+_T_cells	SRX270570|CD4+_T_cells	SRX6491107|CD8+_T_cells	SRX122432|Dendritic_Cells	SRX122433|Dendritic_Cells	SRX122434|Dendritic_Cells	SRX122435|Dendritic_Cells	SRX8379010|Macrophages	SRX8379011|Macrophages	SRX8379012|Macrophages	SRX8379013|Macrophages	SRX8379014|Macrophages	SRX8379015|Macrophages	SRX9311757|Macrophages	SRX9311758|Macrophages	SRX9311759|Macrophages	SRX9311760|Macrophages	SRX9311761|Macrophages	SRX9311762|Macrophages	SRX9311763|Macrophages	SRX9311764|Macrophages	SRX9311765|Macrophages	SRX9311766|Macrophages	SRX9311767|Macrophages	SRX9311768|Macrophages	SRX9311769|Macrophages	SRX9311770|Macrophages	SRX9311771|Macrophages	SRX9311772|Macrophages	SRX9311773|Macrophages	SRX9311774|Macrophages	SRX9311775|Macrophages	SRX9311776|Macrophages	SRX9311777|Macrophages	SRX9311778|Macrophages	SRX9311779|Macrophages	SRX9311780|Macrophages	SRX110637|Natural_Killer_T-Cells	SRX110636|Thymocytes	SRX329255|T_cells	SRX329256|T_cells	SRX329257|T_cells	STRING
Nudt4	45.738095	0	238	0	0	0	0	0	0	0	0	0	0	0	234	102	0	127	0	116	484	132	0	0	199	0	0	0	153	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Erfl	45.714286	472	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	337	0	0	0	410	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0
Dmac1	45.690476	0	95	0	0	0	0	0	0	0	0	0	0	150	133	0	0	0	0	224	268	142	157	0	400	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comtd1	45.666667	395	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	314	0	0	0	313	0	0	0	362	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Sdc3	45.642857	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	254	257	0	0	345	0	0	0	256	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0
Pzp	45.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	131	0	457	338	182	0	0	350	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt61a	45.619048	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	168	253	0	111	0	512	0	0	0	584	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Clec12a	45.619048	0	0	0	0	0	0	0	0	0	0	0	0	86	232	0	0	81	0	398	560	180	0	0	104	0	0	0	133	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Fdps	45.595238	916	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0
Aox1	45.595238	0	155	0	0	0	0	0	0	0	0	0	0	0	187	167	0	159	0	377	398	111	0	0	146	0	0	0	111	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Scp2	45.571429	286	355	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	251	294	0	243	0	155	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsf	45.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	113	0	367	287	280	0	0	142	0	0	0	347	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0
Zyg11b	45.452381	477	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	311	113	204	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3hav1	45.452381	296	650	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	134	363	0	0	0	185	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macf1	45.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	267	617	232	0	0	199	0	0	0	183	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Zfp687	45.428571	366	239	0	0	0	0	0	0	0	0	0	0	0	211	0	0	112	110	240	367	139	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem273	45.404762	97	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	132	0	299	459	80	0	0	239	0	0	0	241	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0
Agpat4	45.404762	218	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	230	100	0	0	0	244	0	216	0	323	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0
Stc2	45.380952	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	348	0	0	0	397	0	0	0	595	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
Mtg1	45.380952	648	351	0	0	0	0	0	0	0	0	0	0	0	123	148	0	0	0	158	249	98	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl3	45.380952	206	148	142	0	0	0	0	0	0	0	0	0	0	174	165	0	154	0	166	271	0	0	0	178	0	0	0	153	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
Fer1l5	45.380952	206	148	142	0	0	0	0	0	0	0	0	0	0	174	165	0	154	0	166	271	0	0	0	178	0	0	0	153	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
Sympk	45.333333	0	169	0	0	0	0	0	0	0	0	0	0	0	104	106	0	0	0	106	233	103	0	0	134	0	0	0	187	0	0	0	0	0	0	0	625	137	0	0	0	0	0	0
Runx3	45.333333	620	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	88	0	0	128	0	0	0	95	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Lamp1	45.333333	168	0	0	0	0	0	0	0	0	0	0	0	0	107	99	0	174	0	331	260	144	130	0	171	0	0	0	170	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
Foxa3	45.333333	0	169	0	0	0	0	0	0	0	0	0	0	0	104	106	0	0	0	106	233	103	0	0	134	0	0	0	187	0	0	0	0	0	0	0	625	137	0	0	0	0	0	0
Bcl11a	45.309524	201	187	0	0	0	0	0	0	0	0	0	0	0	105	0	0	122	0	179	469	0	0	0	256	0	0	0	236	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Rab5if	45.285714	440	420	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	343	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
Neurog2	45.285714	657	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	114	207	0	0	0	253	0	0	0	0	0	0	0	0	0	93	0	148	0	0	0	0	0	0	0
Kynu	45.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	275	669	174	0	0	247	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0
Ifi202b	45.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	259	0	0	0	280	0	0	0	405	0	0	0	0	0	0	0	670	146	0	0	0	0	0	0
Chadl	45.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	117	178	82	0	0	104	0	0	0	203	0	0	0	0	0	160	0	688	198	0	0	0	0	0	0
Xpo6	45.238095	546	379	0	0	0	0	0	0	0	0	0	0	0	142	0	0	114	0	173	421	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axdnd1	45.238095	0	464	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	150	496	0	281	0	216	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbnl	45.214286	356	421	0	0	0	0	0	0	0	0	0	0	0	139	0	0	121	0	262	265	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0
Zfp551	45.190476	416	205	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	304	275	90	127	0	133	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps4b	45.190476	357	323	0	0	0	0	0	0	0	0	0	0	0	194	0	0	166	0	187	375	135	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss12	45.190476	571	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	192	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank1	45.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	168	0	433	579	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0
Zfp428	45.095238	279	166	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	166	355	0	130	0	169	0	96	0	263	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Snx1	45.095238	392	261	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	197	305	93	0	0	237	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0
Wls	45.071429	224	121	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	311	324	122	0	0	217	0	0	0	220	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0
Mfsd2b	45.071429	174	190	0	0	0	0	0	0	0	0	0	0	0	135	0	0	137	0	232	326	141	152	0	173	0	90	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba1	45.047619	343	366	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	370	372	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0
Cd38	45.02381	0	0	0	0	0	0	0	0	0	0	0	0	0	241	88	0	183	0	334	341	175	210	0	193	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9l	45.0	176	296	0	0	0	0	0	0	0	0	0	0	0	212	0	0	126	0	221	278	0	168	0	189	0	0	0	120	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Sufu	44.952381	455	534	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	157	182	0	0	0	198	0	0	0	125	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Actr1a	44.952381	455	534	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	157	182	0	0	0	198	0	0	0	125	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Mecp2	44.928571	114	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	145	263	133	0	0	426	0	0	0	228	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0
Vmn2r4	44.904762	319	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	293	284	0	267	0
Cndp2	44.904762	405	332	0	0	0	0	0	0	0	0	0	0	0	109	83	0	0	0	197	302	0	238	0	0	0	0	0	106	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Suv39h1	44.880952	484	489	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	96	540	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timp1	44.857143	559	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	213	95	0	0	132	0	0	0	91	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0
Slc7a8	44.857143	167	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	142	0	362	509	126	0	0	97	0	0	0	173	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Hdac11	44.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	418	211	157	0	267	0	78	0	236	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Lifr	44.738095	0	0	0	0	0	0	0	0	0	0	0	124	0	0	128	0	0	0	141	278	321	122	0	203	0	0	0	256	0	0	0	0	0	0	0	197	109	0	0	0	0	0	0
Fam110a	44.738095	645	292	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	161	160	0	0	0	142	0	0	0	153	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0
Arglu1	44.738095	280	351	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	104	0	338	0	0	0	118	0	93	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0
Pbdc1	44.714286	156	136	0	0	0	0	0	0	0	0	0	0	0	256	156	0	0	0	230	430	139	0	0	118	0	0	0	149	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Ctr9	44.714286	560	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	185	81	0	0	225	0	0	0	102	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
C1ql4	44.714286	708	326	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	148	459	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col23a1	44.690476	0	0	0	0	0	0	0	0	0	0	0	150	0	80	0	0	0	0	122	291	221	0	0	290	0	186	0	397	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0
Arl5a	44.690476	0	224	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	152	547	133	198	0	175	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spatc1	44.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	259	121	0	0	0	408	629	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Pcp2	44.642857	0	125	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	161	439	181	126	0	134	0	0	0	237	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0
Erich2	44.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	565	0	0	0	302	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0
Mybbp1a	44.619048	509	443	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	203	355	0	0	0	61	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yipf3	44.571429	147	237	0	0	0	0	0	0	0	0	0	0	0	218	93	0	0	0	236	497	0	0	0	165	0	0	0	128	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Txnip	44.571429	155	118	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	140	109	132	325	0	387	0	145	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim20	44.571429	335	291	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	134	351	122	109	0	262	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr1c	44.571429	147	237	0	0	0	0	0	0	0	0	0	0	0	218	93	0	0	0	236	497	0	0	0	165	0	0	0	128	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Ehmt1	44.571429	119	219	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	345	186	90	0	262	0	0	0	279	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0
Nid1	44.547619	548	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	260	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0
4930558K02Rik	44.547619	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	567	0	177	0	407	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0
Scfd2	44.52381	469	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	175	0	95	0	177	0	105	0	235	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0
Nudc	44.52381	1024	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fip1l1	44.52381	469	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	175	0	95	0	177	0	105	0	235	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0
Fbxo33	44.52381	337	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	174	300	0	232	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3	44.5	0	141	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	196	459	161	0	0	238	0	0	0	180	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Atox1	44.5	0	123	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	96	312	541	0	0	0	423	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcar3	44.47619	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	169	148	701	0	133	0	229	0	0	0	162	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0
Zik1	44.404762	531	330	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	161	95	0	116	0	222	0	0	0	156	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
Tubb3	44.404762	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	649	112	0	0	273	0	0	0	251	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Mc1r	44.404762	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	649	112	0	0	273	0	0	0	251	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Asgr2	44.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	123	286	232	112	0	0	245	0	0	0	388	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0
Trpm3	44.357143	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	228	104	0	0	215	0	138	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem126a	44.333333	264	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	179	287	0	0	0	179	0	0	0	299	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Mark4	44.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	147	0	279	273	110	243	0	340	0	0	0	165	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Exoc3l2	44.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	147	0	279	273	110	243	0	340	0	0	0	165	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Eri3	44.333333	603	607	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	152	78	0	0	98	0	0	0	104	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Tmem26	44.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	577	437	264	0	0	167	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
Dnaja3	44.261905	549	405	0	0	0	0	0	0	0	0	0	0	0	146	0	0	147	0	146	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa2	44.238095	633	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	126	0	109	0	0	0	0	0	154	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Lamtor5	44.238095	277	239	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	252	465	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0
Ik	44.238095	633	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	126	0	109	0	0	0	0	0	154	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Gpx8	44.238095	331	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	217	0	0	0	514	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eya1	44.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	268	533	190	102	0	153	0	0	0	243	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0
Dhodh	44.238095	291	246	0	0	0	0	0	0	0	0	0	0	0	256	0	0	84	0	199	333	0	0	0	122	0	0	0	220	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Zswim5	44.214286	128	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	110	177	0	340	0	0	0	459	0	0	0	120	0	0	0	246	0	0	0	0	0	0	0
Pmvk	44.214286	307	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	195	0	247	0	182	0	0	0	154	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0
Gm36298	44.166667	121	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	265	317	112	201	0	373	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2f2	44.142857	301	362	0	0	0	0	0	0	0	0	0	0	0	171	0	0	143	0	255	342	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	191	0	0	0	0	0	0	0
Sgf29	44.095238	532	568	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	94	270	0	0	0	95	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf213	44.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	377	514	196	0	0	176	0	0	0	197	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0
Fryl	44.071429	338	355	0	0	0	0	0	0	0	0	0	0	0	133	0	0	79	0	150	206	126	155	0	94	0	0	0	91	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Cybb	44.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	331	228	0	125	149	277	327	0	0	0	105	0	143	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0
Hmgxb4	43.97619	377	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	113	0	0	351	0	0	0	218	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Actr6	43.952381	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	204	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	543	176	0	0	0	0	0	0
Ankle1	43.928571	744	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc32a1	43.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	153	0	539	529	115	0	0	147	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa15	43.904762	173	339	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	207	400	0	0	0	175	0	0	0	263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Itih4	43.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	183	153	0	0	0	269	253	155	157	0	224	0	237	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc7	43.880952	215	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	212	118	92	0	335	0	101	0	268	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Cacnb2	43.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	174	353	106	0	172	0	257	0	142	0	281	0	0	0	85	0	0	0	97	0	0	0	0	0	0	0
Extl3	43.857143	465	301	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	130	332	0	0	0	155	0	0	0	191	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Cyp2s1	43.857143	290	332	0	0	0	0	0	0	0	0	0	0	0	204	0	0	195	0	172	264	108	0	0	156	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myadml2	43.833333	249	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	260	0	131	0	250	0	0	0	347	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Prkaa2	43.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	366	0	0	0	479	0	0	0	540	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0
Zdhhc23	43.785714	462	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	126	80	0	191	0	0	0	210	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Rpl36al	43.785714	337	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	156	0	0	0	303	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0
Mgat2	43.785714	337	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	156	0	0	0	303	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0
Mex3a	43.761905	316	319	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	239	270	0	101	0	145	0	0	0	162	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Zfp141	43.738095	277	166	0	0	0	0	0	0	0	0	0	0	0	301	153	0	0	0	235	528	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marchf8	43.714286	0	122	0	0	0	0	0	0	0	0	0	85	0	117	115	0	124	0	160	495	119	113	0	114	0	0	0	143	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Glrx5	43.714286	121	421	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	266	194	172	94	0	185	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l3	43.690476	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	102	146	0	159	0	0	0	227	0	0	0	0	0	0	0	866	0	0	0	0	0	0	0
Mybl2	43.690476	444	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	141	350	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Eef1akmt2	43.666667	513	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	128	0	0	0	229	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eny2	43.619048	542	340	0	0	0	0	0	0	0	0	0	0	0	82	0	0	70	0	109	256	0	0	0	159	0	0	0	139	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Calr3	43.619048	544	267	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	230	280	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0
Ankrd13c	43.619048	471	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	352	0	72	0	153	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
1700030K09Rik	43.619048	544	267	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	230	280	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0
Rps6ka4	43.595238	568	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	214	0	0	0	142	0	0	0	149	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0
Gm42517	43.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	258	117	0	325	0	294	353	0	99	0	189	0	69	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpc	43.571429	270	216	196	0	0	0	0	0	0	0	0	0	0	147	0	0	164	0	228	483	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr68	43.571429	835	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Phf5a	43.547619	635	459	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	131	245	0	107	0	89	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notch3	43.547619	348	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	416	0	0	0	135	0	0	0	156	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0
