Target_genes	Elf1|Average	SRX184866|CD4+_T_cells	SRX6783984|CH12	SRX6783985|CH12	SRX12734917|Granulocyte-Macrophage_Progenitor_Cells	SRX12734918|Granulocyte-Macrophage_Progenitor_Cells	SRX12734919|Granulocyte-Macrophage_Progenitor_Cells	SRX12734920|Granulocyte-Macrophage_Progenitor_Cells	SRX12734921|Granulocyte-Macrophage_Progenitor_Cells	SRX12734922|Granulocyte-Macrophage_Progenitor_Cells	SRX2242846|Macrophages	SRX6783941|MEL	SRX6783942|MEL	SRX184865|Treg	DRX285483|Unclassified	DRX285485|Unclassified	STRING
Aldh3a1	104.866667	0	704	869	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4a	104.8	0	96	218	0	213	367	206	0	351	0	0	121	0	0	0	0
Soga1	104.6	0	0	171	0	0	191	0	0	0	1207	0	0	0	0	0	0
Fam78a	104.6	309	0	0	0	0	0	0	0	0	787	173	300	0	0	0	0
Decr1	104.6	0	311	652	0	0	0	0	0	0	606	0	0	0	0	0	0
Sbk1	104.466667	0	0	128	170	333	412	223	0	301	0	0	0	0	0	0	0
H4c17	104.466667	0	124	116	113	94	253	159	0	130	249	147	182	0	0	0	0
Galc	104.466667	0	0	232	158	199	424	151	89	314	0	0	0	0	0	0	0
Flna	104.4	0	0	0	0	103	301	0	170	157	835	0	0	0	0	0	0
Tlcd1	104.333333	0	157	206	149	186	295	150	0	294	0	128	0	0	0	0	0
Lix1l	104.333333	0	297	375	0	0	175	117	0	0	217	135	249	0	0	0	0
Hcn3	104.333333	0	106	128	0	238	236	225	0	244	0	218	170	0	0	0	0
Grhpr	104.333333	0	0	0	209	297	361	223	0	222	0	117	136	0	0	0	0
Gm45927	104.333333	0	106	128	0	238	236	225	0	244	0	218	170	0	0	0	0
Cyb5r1	104.333333	0	0	124	105	257	355	221	0	266	237	0	0	0	0	0	0
Clk2	104.333333	0	106	128	0	238	236	225	0	244	0	218	170	0	0	0	0
Ap1s3	104.333333	0	148	162	84	149	368	238	0	302	0	0	114	0	0	0	0
Treml2	104.266667	147	180	228	0	0	159	0	0	146	374	138	192	0	0	0	0
Sdhaf1	104.266667	0	176	238	0	0	224	238	0	166	290	125	107	0	0	0	0
Ppp1r13l	104.266667	166	176	265	0	0	0	0	0	187	328	184	74	184	0	0	0
Gsap	104.266667	0	0	106	0	0	513	114	221	313	297	0	0	0	0	0	0
Gbp4	104.266667	298	620	646	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd3eap	104.266667	166	176	265	0	0	0	0	0	187	328	184	74	184	0	0	0
Bcl6	104.266667	0	0	0	122	302	286	141	0	329	384	0	0	0	0	0	0
Bckdk	104.266667	0	370	414	0	0	0	0	0	0	242	252	286	0	0	0	0
Ralgapa1	104.2	153	137	259	0	0	122	135	138	0	284	0	335	0	0	0	0
Mmp8	104.2	0	0	0	0	0	1271	292	0	0	0	0	0	0	0	0	0
Htatsf1	104.2	0	156	259	129	239	358	216	0	206	0	0	0	0	0	0	0
Ttc30a1	104.133333	372	0	173	0	0	220	0	0	0	485	0	0	312	0	0	0
Mrpl37	104.133333	0	110	325	0	157	151	0	0	230	0	137	452	0	0	0	0
Cyb5rl	104.133333	0	110	325	0	157	151	0	0	230	0	137	452	0	0	0	0
Cdc14a	104.133333	0	176	102	158	137	429	157	0	266	0	0	137	0	0	0	0
4931414P19Rik	104.133333	0	0	0	188	271	315	86	227	296	179	0	0	0	0	0	0
Cables2	104.066667	434	155	155	0	0	0	0	0	136	418	0	120	143	0	0	0
Tssk1	103.933333	0	141	191	137	203	342	217	0	328	0	0	0	0	0	0	0
Nfia	103.933333	318	0	0	0	0	0	0	0	0	388	257	472	124	0	0	0
Dgcr2	103.933333	0	141	191	137	203	342	217	0	328	0	0	0	0	0	0	0
Phf21a	103.8	0	393	628	0	130	0	0	0	0	0	0	406	0	0	0	0
Hsd17b6	103.8	179	191	357	0	0	0	0	0	0	370	228	232	0	0	0	0
Farp2	103.8	0	0	121	0	237	425	404	0	370	0	0	0	0	0	0	0
Agk	103.8	0	205	375	0	0	177	127	0	176	0	233	264	0	0	0	0
Ulk2	103.733333	0	342	422	0	101	195	0	0	290	0	105	101	0	0	0	0
Plek	103.733333	0	131	206	182	0	286	116	142	153	215	0	125	0	0	0	0
Jup	103.733333	178	0	85	0	0	0	146	0	178	356	271	342	0	0	0	0
Fut1	103.733333	0	0	154	0	0	0	0	0	0	0	449	953	0	0	0	0
Stk35	103.666667	0	213	236	144	107	145	105	88	125	191	0	201	0	0	0	0
Cdkn2c	103.666667	0	0	0	128	361	420	166	120	360	0	0	0	0	0	0	0
Tnp2	103.6	0	115	244	72	203	436	155	0	157	0	0	172	0	0	0	0
Socs1	103.6	0	115	244	72	203	436	155	0	157	0	0	172	0	0	0	0
Gm9949	103.6	0	202	276	0	163	248	238	0	318	0	0	109	0	0	0	0
Cdkal1	103.6	0	352	384	0	0	0	0	0	0	188	194	436	0	0	0	0
Adrb2	103.6	0	202	276	0	163	248	238	0	318	0	0	109	0	0	0	0
Gas2l2	103.533333	0	0	0	285	190	582	245	0	251	0	0	0	0	0	0	0
Cnnm3	103.533333	0	148	144	0	202	228	179	0	275	270	107	0	0	0	0	0
Upf3b	103.466667	0	216	272	90	135	262	183	0	143	0	84	167	0	0	0	0
Med12	103.466667	0	264	0	140	193	288	265	0	328	0	74	0	0	0	0	0
Zswim4	103.4	0	127	145	119	185	209	127	0	248	273	0	118	0	0	0	0
Tsc22d1	103.4	0	0	0	131	202	391	221	0	426	180	0	0	0	0	0	0
Ppp1r16b	103.4	369	404	634	0	0	0	0	0	0	0	0	0	144	0	0	0
Coq10a	103.4	0	107	109	0	157	219	128	0	91	565	81	94	0	0	0	0
Smyd3	103.333333	0	139	103	98	140	301	118	129	184	146	0	192	0	0	0	0
P2rx1	103.333333	0	301	372	107	137	264	111	0	154	0	0	104	0	0	0	0
Lrrc73	103.333333	0	256	218	0	0	228	0	0	0	289	197	362	0	0	0	0
Cnep1r1	103.266667	0	210	381	60	171	157	0	0	162	0	202	206	0	0	0	0
Ccnb1	103.266667	0	141	156	0	193	426	221	0	305	0	107	0	0	0	0	0
1600014C23Rik	103.266667	0	0	157	141	337	134	183	0	597	0	0	0	0	0	0	0
Prkaca	103.133333	0	97	70	136	168	287	192	0	227	370	0	0	0	0	0	0
Nr4a2	103.133333	0	279	270	0	0	0	148	0	183	587	80	0	0	0	0	0
Sdr39u1	103.066667	279	607	660	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r2	103.066667	0	0	0	112	296	402	183	0	239	314	0	0	0	0	0	0
Ctdsp2	103.066667	0	0	115	95	227	323	159	0	283	0	90	254	0	0	0	0
Tcp11	102.8	0	105	322	151	0	393	216	135	220	0	0	0	0	0	0	0
Pkd1l3	102.8	0	437	610	0	0	0	0	0	0	0	134	361	0	0	0	0
Nxn	102.8	0	0	109	143	260	324	249	106	230	0	0	121	0	0	0	0
Lfng	102.8	121	0	0	115	221	288	322	0	170	205	0	100	0	0	0	0
Fzd9	102.733333	0	0	0	163	485	298	303	0	292	0	0	0	0	0	0	0
Ap1m2	102.733333	284	106	83	0	0	188	0	0	0	376	249	255	0	0	0	0
Wdr26	102.666667	0	272	196	146	149	154	188	0	122	132	0	181	0	0	0	0
Olfr1509	102.666667	167	0	0	146	0	159	0	0	183	329	188	368	0	0	0	0
Oas3	102.6	252	132	221	0	116	0	0	0	153	180	148	169	168	0	0	0
Zfand6	102.4	0	181	189	0	239	268	119	0	337	203	0	0	0	0	0	0
Ptch1	102.4	0	0	0	175	253	505	207	0	396	0	0	0	0	0	0	0
Zfp637	102.333333	0	245	365	83	0	90	125	0	0	130	241	256	0	0	0	0
Rxylt1	102.333333	0	0	130	166	229	433	277	0	300	0	0	0	0	0	0	0
Mapkbp1	102.333333	0	177	301	175	0	328	0	0	199	92	134	129	0	0	0	0
Blcap	102.2	0	291	318	0	0	87	0	0	142	411	0	284	0	0	0	0
Supt7l	102.133333	0	137	185	321	179	173	0	80	0	161	146	150	0	0	0	0
Slc4a1ap	102.133333	0	137	185	321	179	173	0	80	0	161	146	150	0	0	0	0
Ercc6l	102.133333	0	230	255	0	245	298	95	0	189	0	220	0	0	0	0	0
Abl2	102.133333	0	0	92	0	395	456	235	0	354	0	0	0	0	0	0	0
Zyg11b	102.066667	0	0	61	278	331	257	282	0	322	0	0	0	0	0	0	0
Cited2	102.066667	0	160	232	0	0	280	174	106	167	114	110	188	0	0	0	0
Zfp771	101.933333	0	152	330	0	208	399	208	0	232	0	0	0	0	0	0	0
Ago4	101.933333	0	167	170	90	0	143	0	0	0	614	137	208	0	0	0	0
Pbk	101.866667	0	192	341	118	0	343	0	0	0	0	321	213	0	0	0	0
Pax5	101.866667	0	757	771	0	0	0	0	0	0	0	0	0	0	0	0	0
Acss1	101.866667	291	165	186	0	0	191	142	0	150	109	89	205	0	0	0	0
Uqcrc2	101.733333	0	203	234	0	203	290	148	0	0	306	0	142	0	0	0	0
Mrpl23	101.733333	0	324	367	129	127	213	103	0	103	0	160	0	0	0	0	0
Unc93b1	101.666667	0	263	391	0	0	73	0	0	0	798	0	0	0	0	0	0
Ogfod3	101.666667	0	161	206	154	206	341	168	0	289	0	0	0	0	0	0	0
Hexdc	101.666667	0	161	206	154	206	341	168	0	289	0	0	0	0	0	0	0
Fez2	101.666667	0	0	0	127	215	296	285	0	348	166	0	88	0	0	0	0
Comtd1	101.666667	162	291	319	0	0	0	0	0	0	535	0	218	0	0	0	0
A430057M04Rik	101.666667	162	291	319	0	0	0	0	0	0	535	0	218	0	0	0	0
Slc39a1	101.466667	0	113	198	0	146	148	0	0	131	633	153	0	0	0	0	0
Itm2c	101.466667	254	205	313	0	0	159	0	0	0	412	0	179	0	0	0	0
Nlrp1b	101.4	132	385	373	0	0	0	0	0	0	631	0	0	0	0	0	0
Duoxa2	101.4	114	253	383	0	0	0	0	0	0	338	120	313	0	0	0	0
Duox2	101.4	114	253	383	0	0	0	0	0	0	338	120	313	0	0	0	0
Ttk	101.333333	0	139	176	110	168	400	132	0	249	146	0	0	0	0	0	0
Asns	101.333333	0	0	0	205	173	468	258	0	216	0	0	200	0	0	0	0
Syce2	101.066667	0	0	0	158	285	400	338	0	335	0	0	0	0	0	0	0
Snx33	101.066667	0	377	319	0	0	125	0	0	0	513	0	182	0	0	0	0
Mfsd6	101.066667	184	136	0	0	0	0	0	0	0	536	329	331	0	0	0	0
Kcnu1	101.066667	0	397	442	0	0	0	0	0	0	0	271	406	0	0	0	0
Hhex	101.066667	0	0	0	190	292	344	297	0	393	0	0	0	0	0	0	0
C130050O18Rik	101.066667	0	0	0	0	0	235	0	0	0	1281	0	0	0	0	0	0
Uba5	101.0	168	172	152	92	97	196	0	0	129	169	99	241	0	0	0	0
Gstp2	101.0	0	196	482	137	0	0	0	0	161	0	304	235	0	0	0	0
Grap2	101.0	279	242	479	0	0	0	0	0	0	412	0	103	0	0	0	0
Acad11	101.0	168	172	152	92	97	196	0	0	129	169	99	241	0	0	0	0
Wdr45	100.933333	156	237	240	103	0	0	0	0	106	122	252	298	0	0	0	0
Tmem240	100.866667	149	95	86	0	172	144	115	0	116	480	0	156	0	0	0	0
Pex11b	100.866667	0	119	255	0	134	177	0	93	153	158	232	192	0	0	0	0
Gsto1	100.866667	0	0	0	164	251	370	240	0	358	0	130	0	0	0	0	0
Gm7592	100.866667	0	487	444	197	120	0	122	0	0	0	0	143	0	0	0	0
Zdhhc14	100.8	0	264	257	0	0	150	134	0	0	190	239	278	0	0	0	0
Wdr33	100.8	0	0	0	119	290	478	163	0	462	0	0	0	0	0	0	0
Parp14	100.8	213	309	406	0	0	0	0	0	0	332	115	0	137	0	0	0
Pdlim2	100.733333	154	220	315	0	0	0	0	0	204	154	145	157	162	0	0	0
Agpat5	100.733333	0	81	245	173	243	385	191	0	193	0	0	0	0	0	0	0
Vbp1	100.666667	0	254	225	0	0	98	0	0	0	602	145	186	0	0	0	0
Tpp1	100.666667	0	180	147	160	222	218	0	0	321	262	0	0	0	0	0	0
Zdhhc1	100.533333	0	301	178	0	0	163	0	0	0	205	212	449	0	0	0	0
Pdlim7	100.533333	0	150	138	0	318	263	234	0	252	153	0	0	0	0	0	0
Nae1	100.533333	0	156	166	189	202	292	150	0	240	0	113	0	0	0	0	0
Car7	100.533333	0	156	166	189	202	292	150	0	240	0	113	0	0	0	0	0
Spata46	100.466667	0	0	0	0	0	0	0	0	0	1507	0	0	0	0	0	0
Gm7694	100.466667	0	0	0	0	0	0	0	0	0	1507	0	0	0	0	0	0
Brd3os	100.466667	0	132	221	136	159	344	143	0	0	225	0	147	0	0	0	0
4930544D05Rik	100.466667	291	202	219	0	0	0	0	0	0	697	0	0	98	0	0	0
Arl4d	100.333333	145	261	283	0	0	0	0	0	0	309	237	270	0	0	0	0
Xylt2	100.266667	0	233	182	112	236	260	223	0	258	0	0	0	0	0	0	0
Tinagl1	100.266667	0	156	158	0	0	190	0	0	0	0	322	678	0	0	0	0
Pigq	100.266667	0	396	444	0	0	0	0	0	0	146	208	310	0	0	0	0
Nhlrc4	100.266667	0	396	444	0	0	0	0	0	0	146	208	310	0	0	0	0
Evi5	100.266667	0	0	89	155	234	316	205	0	406	99	0	0	0	0	0	0
Zfand2b	100.2	0	0	121	156	308	410	255	0	253	0	0	0	0	0	0	0
Parp9	100.2	158	307	301	0	0	0	0	0	150	220	170	197	0	0	0	0
Nek2	100.2	0	97	103	0	0	306	181	0	232	0	134	450	0	0	0	0
Irs2	100.2	0	0	83	157	181	297	247	0	538	0	0	0	0	0	0	0
Ier5	100.2	130	0	172	0	0	207	0	0	167	430	111	286	0	0	0	0
Dtx3l	100.2	158	307	301	0	0	0	0	0	150	220	170	197	0	0	0	0
Tmsb4x	100.066667	179	356	435	0	0	356	0	0	0	175	0	0	0	0	0	0
Smim19	100.066667	0	272	408	0	149	160	121	0	96	295	0	0	0	0	0	0
Slc20a2	100.066667	0	272	408	0	149	160	121	0	96	295	0	0	0	0	0	0
H2bc21	100.0	0	0	141	146	158	178	150	0	172	0	279	276	0	0	0	0
H2ac21	100.0	0	0	141	146	158	178	150	0	172	0	279	276	0	0	0	0
H2ac20	100.0	0	0	141	146	158	178	150	0	172	0	279	276	0	0	0	0
Cmah	100.0	482	410	498	0	0	110	0	0	0	0	0	0	0	0	0	0
Pam	99.866667	0	0	0	162	285	376	144	0	375	156	0	0	0	0	0	0
Rps6ka1	99.8	167	227	381	0	0	179	0	0	161	176	0	109	97	0	0	0
Ccdc30	99.8	0	459	644	0	0	105	0	0	0	289	0	0	0	0	0	0
Ttc7	99.666667	0	0	180	177	215	327	168	0	227	0	0	201	0	0	0	0
Spef1	99.666667	0	247	352	0	0	0	0	0	0	0	358	538	0	0	0	0
Ice2	99.6	0	0	124	192	179	396	278	0	243	0	82	0	0	0	0	0
Ccl6	99.533333	0	99	0	0	0	0	0	0	0	1394	0	0	0	0	0	0
Sema4c	99.466667	0	135	137	0	0	369	152	0	0	576	123	0	0	0	0	0
Rpp21	99.4	209	324	421	0	0	0	0	0	0	170	161	206	0	0	0	0
Dnaaf6	99.4	0	704	787	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx1	99.333333	0	0	0	205	0	583	294	193	215	0	0	0	0	0	0	0
Fam131b	99.333333	178	345	638	0	0	0	0	0	0	329	0	0	0	0	0	0
Usp7	99.266667	0	156	201	162	190	298	285	0	197	0	0	0	0	0	0	0
Lcor	99.266667	220	91	204	0	0	245	0	0	114	0	214	285	116	0	0	0
Slc16a14	99.2	0	287	393	0	0	0	0	0	0	808	0	0	0	0	0	0
Ehhadh	99.133333	164	308	304	0	0	0	0	0	0	242	118	351	0	0	0	0
Crebbp	99.133333	0	0	0	156	259	252	189	120	257	0	115	139	0	0	0	0
Cox7a2l	99.133333	0	174	186	109	205	248	157	0	214	194	0	0	0	0	0	0
Trp53inp1	99.066667	0	0	100	153	253	447	237	0	296	0	0	0	0	0	0	0
Fam83g	99.066667	0	503	678	0	0	0	0	0	0	0	119	186	0	0	0	0
Slc45a4	99.0	0	0	0	0	0	556	0	136	217	576	0	0	0	0	0	0
Dnajc27	98.866667	0	165	166	113	138	288	218	0	222	0	0	173	0	0	0	0
Bri3bp	98.866667	0	227	226	113	194	224	211	0	178	0	0	110	0	0	0	0
Stambpl1	98.8	0	134	245	0	103	254	0	0	240	506	0	0	0	0	0	0
Ifi209	98.733333	436	233	316	0	0	0	0	0	0	320	0	0	176	0	0	0
Dph7	98.733333	0	206	479	0	0	93	0	0	0	165	268	270	0	0	0	0
Dnajc18	98.733333	0	208	422	0	0	0	0	0	0	504	165	182	0	0	0	0
Txndc15	98.666667	0	131	311	123	149	245	0	0	239	0	178	104	0	0	0	0
Aph1b	98.666667	0	88	137	179	257	331	224	0	264	0	0	0	0	0	0	0
Map3k4	98.6	0	132	244	151	222	203	102	93	241	0	0	91	0	0	0	0
Osgepl1	98.533333	0	244	210	156	116	217	0	0	151	0	145	239	0	0	0	0
Fbxl14	98.533333	0	346	497	82	86	94	93	0	137	0	0	143	0	0	0	0
Muc1	98.4	0	274	244	0	0	0	0	0	0	329	226	403	0	0	0	0
Zfp746	98.266667	0	243	311	0	244	269	185	0	222	0	0	0	0	0	0	0
Txlnb	98.2	0	189	221	165	290	207	0	0	183	218	0	0	0	0	0	0
Zfp82	98.133333	111	147	216	150	0	221	161	0	125	246	95	0	0	0	0	0
Prickle4	98.133333	0	75	289	0	244	272	228	0	364	0	0	0	0	0	0	0
Frs3	98.133333	0	75	289	0	244	272	228	0	364	0	0	0	0	0	0	0
Arhgap18	98.066667	0	223	337	0	0	0	0	0	0	533	203	175	0	0	0	0
Ankrd50	98.066667	0	0	123	132	263	236	243	132	342	0	0	0	0	0	0	0
Vps4a	98.0	0	139	137	87	138	377	163	0	104	138	0	187	0	0	0	0
Stam	97.933333	0	206	449	0	0	132	0	0	0	291	150	241	0	0	0	0
Spag8	97.933333	0	106	208	0	100	196	0	0	0	196	266	397	0	0	0	0
Pim2	97.933333	130	274	475	0	92	0	0	0	113	0	156	229	0	0	0	0
Hint2	97.933333	0	106	208	0	100	196	0	0	0	196	266	397	0	0	0	0
Ccdc117	97.933333	0	258	468	0	112	167	0	0	135	92	237	0	0	0	0	0
Tspan2	97.866667	0	0	0	131	301	287	266	0	203	280	0	0	0	0	0	0
Tsc1	97.8	0	156	156	206	256	188	117	106	282	0	0	0	0	0	0	0
Cttn	97.733333	0	0	0	0	0	0	0	0	0	0	841	625	0	0	0	0
Atxn2	97.733333	0	152	124	134	187	260	169	127	313	0	0	0	0	0	0	0
Ndufb3	97.666667	0	229	320	175	0	168	0	0	0	232	140	201	0	0	0	0
Kifc3	97.666667	0	0	0	0	0	0	0	0	0	442	477	546	0	0	0	0
Fam126b	97.666667	0	229	320	175	0	168	0	0	0	232	140	201	0	0	0	0
Zfp345	97.533333	0	651	647	0	0	0	0	0	0	0	0	165	0	0	0	0
Vmac	97.533333	0	182	246	0	97	221	152	0	180	259	0	126	0	0	0	0
Ndufa11	97.533333	0	182	246	0	97	221	152	0	180	259	0	126	0	0	0	0
Map7d1	97.533333	0	362	345	0	0	162	0	0	0	464	0	130	0	0	0	0
Litaf	97.466667	0	0	0	118	332	384	214	0	202	212	0	0	0	0	0	0
Cfp	97.466667	0	0	0	240	0	433	0	198	469	122	0	0	0	0	0	0
Oscar	97.4	0	156	272	0	0	0	0	0	0	471	188	374	0	0	0	0
Ndufa3	97.4	0	156	272	0	0	0	0	0	0	471	188	374	0	0	0	0
Ccdc50	97.4	0	534	564	0	0	0	148	0	0	215	0	0	0	0	0	0
Ccdc112	97.333333	0	0	0	143	411	347	313	0	246	0	0	0	0	0	0	0
Apoe	97.333333	0	0	0	160	0	560	260	0	0	0	186	294	0	0	0	0
Apoc1	97.333333	0	0	0	160	0	560	260	0	0	0	186	294	0	0	0	0
Gm33989	97.266667	0	0	158	146	236	227	196	84	289	123	0	0	0	0	0	0
Tgfbr1	97.133333	0	0	0	153	244	406	242	0	412	0	0	0	0	0	0	0
Dtnbp1	97.133333	0	354	308	0	0	171	0	0	0	461	0	163	0	0	0	0
Calhm2	97.133333	0	0	189	170	193	204	130	0	230	187	0	154	0	0	0	0
Ttc21b	97.066667	0	0	0	109	171	237	165	0	280	494	0	0	0	0	0	0
Tmem41a	97.066667	0	124	121	98	204	410	198	0	301	0	0	0	0	0	0	0
Arhgef18	97.066667	685	0	0	109	0	176	0	0	0	0	151	0	335	0	0	0
Rcc1	97.0	0	165	143	0	150	237	183	0	283	294	0	0	0	0	0	0
Hic1	97.0	0	180	183	0	0	208	311	0	257	0	183	133	0	0	0	0
Gm13271	97.0	123	108	127	0	0	0	0	0	0	281	325	491	0	0	0	0
Mrpl28	96.866667	0	228	397	0	0	275	0	0	193	0	246	114	0	0	0	0
AW209491	96.866667	0	242	426	0	0	0	0	0	0	232	287	266	0	0	0	0
Napsa	96.733333	0	0	227	145	265	338	143	84	249	0	0	0	0	0	0	0
Katnbl1	96.733333	0	109	160	0	194	311	113	0	192	0	196	176	0	0	0	0
Mrpl42	96.666667	0	272	515	0	132	0	0	0	0	138	157	236	0	0	0	0
Slc17a4	96.6	0	362	415	0	0	0	0	0	0	201	183	288	0	0	0	0
Epop	96.6	0	144	180	0	0	334	286	0	271	0	234	0	0	0	0	0
Ampd3	96.533333	0	0	210	0	0	0	0	0	0	714	204	320	0	0	0	0
Nit2	96.4	0	0	159	118	302	277	258	0	332	0	0	0	0	0	0	0
Carmil2	96.333333	390	331	526	0	0	0	0	0	0	0	0	0	198	0	0	0
Arhgef12	96.333333	179	409	648	0	0	0	0	0	0	0	0	209	0	0	0	0
Fnip2	96.266667	0	0	0	154	289	332	179	0	321	0	0	169	0	0	0	0
Snx15	96.2	0	0	124	182	280	304	220	0	224	0	109	0	0	0	0	0
Fasn	96.2	0	115	177	107	202	295	233	0	224	0	90	0	0	0	0	0
Dolpp1	96.2	0	0	0	100	136	285	196	0	137	589	0	0	0	0	0	0
Mprip	96.133333	0	183	215	0	137	257	254	0	272	0	124	0	0	0	0	0
E130311K13Rik	96.066667	0	153	156	0	209	413	171	111	228	0	0	0	0	0	0	0
Tgfb3	96.0	0	368	516	0	0	0	0	0	0	556	0	0	0	0	0	0
Snx16	96.0	0	235	233	0	157	187	92	0	117	179	0	240	0	0	0	0
Ift43	96.0	0	368	516	0	0	0	0	0	0	556	0	0	0	0	0	0
Mia2	95.933333	0	0	192	0	0	206	0	0	166	160	314	401	0	0	0	0
H3f3a	95.933333	0	0	0	112	355	366	269	0	337	0	0	0	0	0	0	0
Micu3	95.8	0	97	121	101	239	317	144	0	239	179	0	0	0	0	0	0
Siah1a	95.666667	0	0	0	200	358	230	358	0	289	0	0	0	0	0	0	0
Pabpc4	95.666667	0	160	225	159	178	380	0	0	205	0	128	0	0	0	0	0
Rtp4	95.6	777	0	0	0	0	0	0	0	0	224	0	0	433	0	0	0
Pif1	95.6	0	198	215	0	0	135	0	0	0	461	156	269	0	0	0	0
Fer	95.6	0	0	0	139	215	352	169	110	224	162	63	0	0	0	0	0
Dhrs3	95.6	0	250	337	0	0	500	145	0	202	0	0	0	0	0	0	0
Ablim1	95.533333	394	316	481	0	0	79	0	0	0	0	0	0	163	0	0	0
Poc1b	95.466667	0	356	339	0	150	169	173	0	133	0	0	112	0	0	0	0
Ndfip1	95.466667	0	0	0	165	307	431	283	0	246	0	0	0	0	0	0	0
Galnt4	95.466667	0	356	339	0	150	169	173	0	133	0	0	112	0	0	0	0
B4galt3	95.466667	0	135	161	0	233	253	120	0	148	93	175	114	0	0	0	0
Noxo1	95.333333	0	0	145	97	307	290	145	0	202	244	0	0	0	0	0	0
Gfer	95.333333	0	0	145	97	307	290	145	0	202	244	0	0	0	0	0	0
Idi1	95.266667	0	72	163	0	224	351	255	0	257	107	0	0	0	0	0	0
Cdc42ep3	95.266667	0	0	0	0	193	367	355	0	334	180	0	0	0	0	0	0
Ndufa2	95.2	0	118	200	0	126	318	137	0	131	253	0	145	0	0	0	0
Ik	95.2	0	118	200	0	126	318	137	0	131	253	0	145	0	0	0	0
Fam167b	95.2	232	449	548	0	0	0	0	0	0	0	0	199	0	0	0	0
Rnf103	95.133333	0	0	126	164	261	398	258	0	220	0	0	0	0	0	0	0
Pspn	95.133333	0	0	225	148	174	290	106	0	288	0	111	85	0	0	0	0
Gcnt1	95.133333	0	0	106	145	233	309	169	0	231	234	0	0	0	0	0	0
Alkbh7	95.133333	0	0	225	148	174	290	106	0	288	0	111	85	0	0	0	0
Cmtm3	95.066667	0	240	390	0	0	155	0	0	0	284	200	157	0	0	0	0
Tmem221	95.0	0	300	405	0	0	208	0	0	126	181	93	112	0	0	0	0
Rbl1	95.0	184	0	113	151	184	176	0	161	151	210	0	95	0	0	0	0
Mdm1	95.0	0	0	0	0	276	401	274	83	391	0	0	0	0	0	0	0
Lats1	95.0	0	214	257	92	133	114	74	0	195	176	0	170	0	0	0	0
Ppp1r13b	94.933333	0	0	92	105	209	364	240	0	414	0	0	0	0	0	0	0
Mblac1	94.933333	0	0	89	100	0	138	181	0	151	215	161	389	0	0	0	0
Dcbld2	94.933333	0	181	248	84	0	349	0	0	228	196	0	138	0	0	0	0
Gm7609	94.866667	0	602	821	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard5	94.8	0	90	0	0	279	300	250	0	503	0	0	0	0	0	0	0
H2-DMb2	94.8	0	371	432	0	0	194	0	0	203	222	0	0	0	0	0	0
Dock6	94.8	0	0	119	108	201	348	289	0	164	0	108	85	0	0	0	0
Septin1	94.733333	363	335	538	0	0	0	0	0	0	0	0	0	185	0	0	0
Wipf1	94.6	162	210	293	0	0	0	0	0	0	384	146	224	0	0	0	0
Aldh2	94.6	0	109	108	0	194	244	246	0	142	376	0	0	0	0	0	0
Adap1	94.6	0	0	0	222	0	505	270	250	172	0	0	0	0	0	0	0
Tfec	94.533333	0	0	0	237	0	615	0	0	141	425	0	0	0	0	0	0
Bcl2a1a	94.533333	215	256	565	0	0	0	0	0	0	382	0	0	0	0	0	0
St3gal4	94.466667	92	0	0	186	285	275	124	0	337	0	0	118	0	0	0	0
Trmu	94.4	0	209	279	130	231	197	149	0	221	0	0	0	0	0	0	0
Fn3k	94.4	0	0	0	118	203	303	309	0	333	0	150	0	0	0	0	0
Rab30	94.333333	0	138	208	132	243	187	0	0	149	122	0	236	0	0	0	0
Snx31	94.266667	0	0	0	0	0	0	0	0	0	0	548	866	0	0	0	0
Inpp5b	94.2	0	163	170	0	0	0	0	0	0	710	141	229	0	0	0	0
Depdc1a	94.2	0	251	538	109	0	168	0	0	0	0	155	192	0	0	0	0
Rhob	94.066667	0	0	0	73	172	243	138	0	267	518	0	0	0	0	0	0
Actr5	94.0	0	234	362	0	182	274	110	0	248	0	0	0	0	0	0	0
Lmnb2	93.933333	0	347	179	0	0	310	197	0	0	0	131	245	0	0	0	0
Foxo6	93.933333	0	0	133	128	263	378	154	0	244	0	109	0	0	0	0	0
Plekha7	93.8	0	156	205	0	0	0	0	0	0	232	282	532	0	0	0	0
Gtf3c5	93.8	0	169	304	97	0	100	0	0	95	224	172	246	0	0	0	0
Bambi	93.8	0	0	121	0	265	330	338	0	353	0	0	0	0	0	0	0
Zfp40	93.666667	0	366	514	0	0	0	0	0	0	289	96	140	0	0	0	0
Usp9x	93.666667	164	136	183	0	93	207	71	0	0	214	185	152	0	0	0	0
Scn1b	93.666667	169	331	378	0	0	0	0	0	0	319	0	208	0	0	0	0
Pde8a	93.666667	164	176	238	124	0	275	0	0	77	351	0	0	0	0	0	0
Ndst1	93.666667	0	220	244	0	0	0	0	0	128	446	92	275	0	0	0	0
Snn	93.6	0	0	203	0	226	442	212	0	321	0	0	0	0	0	0	0
