Target_genes	Bcl6|Average	SRX094460|Liver	SRX094461|Liver	SRX094462|Liver	SRX094463|Liver	SRX094464|Liver	SRX094465|Liver	SRX094466|Liver	SRX016344|Macrophages	SRX028980|Macrophages	SRX028981|Macrophages	SRX112905|Macrophages	SRX6095747|mESC_derived_neural_cells	SRX6095749|mESC_derived_neural_cells	SRX6095751|mESC_derived_neural_cells	ERX383750|Pancreas	ERX383751|Pancreas	SRX1158860|Tfh	SRX353402|Th9	SRX353403|Th9	SRX1158861|Unclassified	STRING
Ppp3cb	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ppp2r3a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ppp2r1b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pou2af1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Polr1a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Poglut3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pld5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Plac1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pip5k1b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pik3r4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Phospho2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Phf6	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pdzk1ip1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pdzk1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pdia3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pcyt1b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pcnx4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Pawr	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Parp6	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Paqr5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Papolg	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Oxtr	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Orm3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Opn4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr987	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr963	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr920	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr750	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr711	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr569	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr552	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr495	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr484	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr368	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr328	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr310	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr307	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr178	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr156	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr1450	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr1301	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr1178	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr1124	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Olfr1054	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Oip5	6.2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp1b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Nusap1	6.2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsd3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Nkain1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Nfu1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ndufb11	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ndufaf8	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Ndst3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Nckap5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Nav1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Myt1l	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Myl2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Myl12a	6.2	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Mxd3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mvk	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Msi1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mrpl19	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mrpl16	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mrgpra2b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mpst	6.2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpeg1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mmp27	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mmab	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Mllt3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mgme1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mgat3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Mfsd2a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mex3c	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mettl15	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mest	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Meikin	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mcub	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mcm5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mccc1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mbd3l1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Masp2	6.2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Map4k5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Malsu1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mak16	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Magt1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ly6h	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Lurap1l	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Lrrc4c	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Lilra5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Lgsn	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Lama3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ky	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Krtap7-1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Krtap22-2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Krr1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kras	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kpna7	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kitl	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kirrel3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kif5b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kif3c	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kif18a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kcnq4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kcnip4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Kansl1l	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Jak2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Itm2b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Itih5l-ps	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Itgav	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Irf6	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Iqgap2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ints10	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Insc	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ilvbl	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Il4ra	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Il24	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Igsf10	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ifi44	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ice2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Hdac9	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Hbb-bh2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Hao2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Hal	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
H2-Q2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
H2-M10.1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
H1f10	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gucy2d	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gtf3c4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gsto2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Grhl1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Grem1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gpr141b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gpr139	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gpm6b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gngt1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gmnn	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm6760	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm4922	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm45623	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm4559	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm4064	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm39773	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm33989	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm15080	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm136	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm10352	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm10256	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm10229	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gkn1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gins1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gdf10	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gata4	6.2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gart	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gabra1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gab3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gab2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fyb2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fpgs	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fndc1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fmn1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Filip1l	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ffar3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ffar1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fcmr	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fap	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fank1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fam32a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fam219a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fam184a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Fam161a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
F9	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Etv4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Etf1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Erp27	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Eri3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Eps8l1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Epha4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Epdr1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Elp5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Elof1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Eif2s1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Efcab10	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Edil3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ebpl	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
E2f3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dynlt1f	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dynlt1c	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dtx4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dph5	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dnaic1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dnah17	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dipk2b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dhx32	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dennd6a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Denn2b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Defb30	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Defb2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dedd	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ddx31	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ddc	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dcp2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dbx2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dbpht2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Daam2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cypt3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ctsz	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ctsc	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ctdnep1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cst8	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Csf3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cox11	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cops4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Col8a1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Col3a1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cog6	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cntf	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cma1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cluap1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Clrn3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Clec4b2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cldn20	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Clca4a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Chst4	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Chst11	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Chrna9	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Chrna2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Chil3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cfap161	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cep135	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cenpk	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cenpi	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cecr2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cdyl	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cdkn2aip	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cdh20	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cdc42bpb	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cdc14a	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cd160	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cd101	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccnt1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccl9	6.2	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc93	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccdc73	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccdc173	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccdc162	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ccdc117	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Catsper2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Casp14	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Card19	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Cand1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
C87436	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
C1ql2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Bub1b	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Btbd2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Btbd11	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Brd8dc	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Becn2	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
BC024063	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
B4galt3	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Atp6v1d	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Atl1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Asb9	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Asb1	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
