Target_genes	Klf2|Average	SRX20851841|CD8+_T_cells	SRX20851842|CD8+_T_cells	SRX14009274|Heart_endothelial_cells	SRX14009275|Heart_endothelial_cells	SRX14009278|Lung_endothelial_cells	SRX14009279|Lung_endothelial_cells	STRING
Mad2l2	38.333333	83	147	0	0	0	0	0
Letm1	38.333333	127	103	0	0	0	0	0
Leprotl1	38.333333	115	115	0	0	0	0	0
Ino80e	38.333333	96	134	0	0	0	0	0
Hirip3	38.333333	96	134	0	0	0	0	0
Hey1	38.333333	89	141	0	0	0	0	0
BC024978	38.333333	143	87	0	0	0	0	0
Apip	38.333333	88	142	0	0	0	0	0
5031439G07Rik	38.333333	0	230	0	0	0	0	0
Swsap1	38.166667	128	101	0	0	0	0	0
Slc25a16	38.166667	138	91	0	0	0	0	0
Rpl34-ps1	38.166667	78	151	0	0	0	0	0
Rpl34	38.166667	78	151	0	0	0	0	0
Rnf13	38.166667	116	113	0	0	0	0	0
Rasa2	38.166667	92	137	0	0	0	0	0
Pofut1	38.166667	106	123	0	0	0	0	0
Pml	38.166667	106	123	0	0	0	0	0
Plagl2	38.166667	106	123	0	0	0	0	0
Nipsnap2	38.166667	118	111	0	0	0	0	0
Klf9	38.166667	101	128	0	0	0	0	0
Irx5	38.166667	110	119	0	0	0	0	0
Hs1bp3	38.166667	0	229	0	0	0	0	0
H4c4	38.166667	113	116	0	0	0	0	0
H2bc6	38.166667	113	116	0	0	0	0	0
Ensa	38.166667	107	122	0	0	0	0	0
Cstf2t	38.166667	87	142	0	0	0	0	0
Bahcc1	38.166667	113	116	0	0	0	0	0
Armc2	38.166667	110	119	0	0	0	0	0
Zfp386	38.0	77	151	0	0	0	0	0
Zfp219	38.0	113	115	0	0	0	0	0
Txnrd3	38.0	115	113	0	0	0	0	0
Trak1	38.0	90	138	0	0	0	0	0
Tmem253	38.0	113	115	0	0	0	0	0
Tepsin	38.0	107	121	0	0	0	0	0
Nfe2l2	38.0	102	126	0	0	0	0	0
Ndufaf8	38.0	107	121	0	0	0	0	0
Mki67	38.0	112	116	0	0	0	0	0
Mia2	38.0	118	110	0	0	0	0	0
Hdac5	38.0	116	112	0	0	0	0	0
Elmo2	38.0	132	96	0	0	0	0	0
Cers5	38.0	124	104	0	0	0	0	0
Cenpa	38.0	123	105	0	0	0	0	0
Bcl2l13	38.0	85	143	0	0	0	0	0
Top2b	37.833333	101	126	0	0	0	0	0
Srsf12	37.833333	91	136	0	0	0	0	0
Rps6	37.833333	114	113	0	0	0	0	0
Rbms1	37.833333	133	94	0	0	0	0	0
Lyrm4	37.833333	86	141	0	0	0	0	0
Grk6	37.833333	117	110	0	0	0	0	0
Galm	37.833333	0	227	0	0	0	0	0
Frat1	37.833333	124	103	0	0	0	0	0
Fars2	37.833333	86	141	0	0	0	0	0
Elf4	37.833333	109	118	0	0	0	0	0
Cmip	37.833333	84	143	0	0	0	0	0
Camk2d	37.833333	104	123	0	0	0	0	0
BC052040	37.833333	95	132	0	0	0	0	0
Ankrd17	37.833333	91	136	0	0	0	0	0
Zadh2	37.666667	97	129	0	0	0	0	0
Vrk1	37.666667	92	134	0	0	0	0	0
Tshz1	37.666667	97	129	0	0	0	0	0
Kctd20	37.666667	112	114	0	0	0	0	0
Katnal1	37.666667	106	120	0	0	0	0	0
Eif4a3	37.666667	96	130	0	0	0	0	0
Dnajc16	37.666667	102	124	0	0	0	0	0
Cdkal1	37.666667	105	121	0	0	0	0	0
Cd2ap	37.666667	101	125	0	0	0	0	0
Casp9	37.666667	102	124	0	0	0	0	0
Atp5b	37.666667	142	84	0	0	0	0	0
Ahcy	37.666667	82	144	0	0	0	0	0
Acbd5	37.666667	106	120	0	0	0	0	0
Aak1	37.666667	100	126	0	0	0	0	0
Zfc3h1	37.5	116	109	0	0	0	0	0
Wdr82	37.5	109	116	0	0	0	0	0
Trim26	37.5	99	126	0	0	0	0	0
Tmem86a	37.5	121	104	0	0	0	0	0
Thap2	37.5	116	109	0	0	0	0	0
Snx11	37.5	108	117	0	0	0	0	0
Snrpe	37.5	104	121	0	0	0	0	0
Slc1a4	37.5	99	126	0	0	0	0	0
Slc17a5	37.5	130	95	0	0	0	0	0
Rsu1	37.5	96	129	0	0	0	0	0
Rhob	37.5	110	115	0	0	0	0	0
Neurl4	37.5	104	121	0	0	0	0	0
Mcl1	37.5	154	71	0	0	0	0	0
Inafm1	37.5	125	100	0	0	0	0	0
Gnptab	37.5	92	133	0	0	0	0	0
Gadd45a	37.5	134	91	0	0	0	0	0
Egr3	37.5	111	114	0	0	0	0	0
Cnot6	37.5	104	121	0	0	0	0	0
2810408A11Rik	37.5	104	121	0	0	0	0	0
Utp25	37.333333	121	103	0	0	0	0	0
Slc25a38	37.333333	114	110	0	0	0	0	0
Rpp21	37.333333	97	127	0	0	0	0	0
Rpl21	37.333333	130	94	0	0	0	0	0
Relch	37.333333	101	123	0	0	0	0	0
Rap1a	37.333333	83	141	0	0	0	0	0
Pign	37.333333	101	123	0	0	0	0	0
Mrpl38	37.333333	95	129	0	0	0	0	0
Mccc1	37.333333	91	133	0	0	0	0	0
Fbxo47	37.333333	104	120	0	0	0	0	0
Dmxl1	37.333333	117	107	0	0	0	0	0
Anp32e	37.333333	108	116	0	0	0	0	0
Topbp1	37.166667	86	137	0	0	0	0	0
Sgpp1	37.166667	86	137	0	0	0	0	0
Rrp8	37.166667	113	110	0	0	0	0	0
Prps1	37.166667	117	106	0	0	0	0	0
Pld2	37.166667	100	123	0	0	0	0	0
Nfatc1	37.166667	99	124	0	0	0	0	0
Ilk	37.166667	113	110	0	0	0	0	0
H4c14	37.166667	131	92	0	0	0	0	0
Foxo1	37.166667	96	127	0	0	0	0	0
Faf1	37.166667	128	95	0	0	0	0	0
Ezr	37.166667	100	123	0	0	0	0	0
Bri3bp	37.166667	145	78	0	0	0	0	0
Tmem50b	37.0	102	120	0	0	0	0	0
Pitpna	37.0	91	131	0	0	0	0	0
Percc1	37.0	103	119	0	0	0	0	0
Nup160	37.0	93	129	0	0	0	0	0
Nme7	37.0	103	119	0	0	0	0	0
Naa38	37.0	95	127	0	0	0	0	0
Med25	37.0	101	121	0	0	0	0	0
Kbtbd8	37.0	112	110	0	0	0	0	0
Hmgb2	37.0	126	96	0	0	0	0	0
H2az1	37.0	94	128	0	0	0	0	0
Gphn	37.0	109	113	0	0	0	0	0
Fuz	37.0	101	121	0	0	0	0	0
Exoc6b	37.0	106	116	0	0	0	0	0
Ergic2	37.0	76	146	0	0	0	0	0
Dnajb14	37.0	94	128	0	0	0	0	0
Cyb5d1	37.0	95	127	0	0	0	0	0
Blzf1	37.0	103	119	0	0	0	0	0
Basp1	37.0	101	121	0	0	0	0	0
Ankrd44	37.0	116	106	0	0	0	0	0
Usp2	36.833333	106	115	0	0	0	0	0
Sugp1	36.833333	102	119	0	0	0	0	0
Srgap2	36.833333	111	110	0	0	0	0	0
Slc25a12	36.833333	114	107	0	0	0	0	0
Sirt2	36.833333	91	130	0	0	0	0	0
Rhof	36.833333	122	99	0	0	0	0	0
Pomk	36.833333	100	121	0	0	0	0	0
Nfkbib	36.833333	91	130	0	0	0	0	0
Mau2	36.833333	102	119	0	0	0	0	0
Man1a2	36.833333	132	89	0	0	0	0	0
Lfng	36.833333	91	130	0	0	0	0	0
Leng1	36.833333	114	107	0	0	0	0	0
Gltp	36.833333	94	127	0	0	0	0	0
Fam72a	36.833333	111	110	0	0	0	0	0
Epb41l2	36.833333	107	114	0	0	0	0	0
Bbx	36.833333	77	144	0	0	0	0	0
Tnks	36.666667	131	89	0	0	0	0	0
Rnf151	36.666667	90	130	0	0	0	0	0
Pik3ip1	36.666667	101	119	0	0	0	0	0
Paqr4	36.666667	123	97	0	0	0	0	0
Mpv17l2	36.666667	105	115	0	0	0	0	0
Mgll	36.666667	116	104	0	0	0	0	0
Kremen2	36.666667	123	97	0	0	0	0	0
Gnb2	36.666667	123	97	0	0	0	0	0
Emc9	36.666667	103	117	0	0	0	0	0
Dusp7	36.666667	96	124	0	0	0	0	0
Dnajc10	36.666667	127	93	0	0	0	0	0
Bmf	36.666667	118	102	0	0	0	0	0
Zfp598	36.5	67	152	0	0	0	0	0
Tcerg1	36.5	104	115	0	0	0	0	0
Rtf2	36.5	122	97	0	0	0	0	0
Ppp3ca	36.5	119	100	0	0	0	0	0
Isoc2b	36.5	126	93	0	0	0	0	0
Gpcpd1	36.5	67	152	0	0	0	0	0
Dip2b	36.5	120	99	0	0	0	0	0
Dcaf7	36.5	97	122	0	0	0	0	0
Ctdsp2	36.5	87	132	0	0	0	0	0
Ubap1	36.333333	78	140	0	0	0	0	0
Tmem131l	36.333333	69	149	0	0	0	0	0
Sec61a2	36.333333	131	87	0	0	0	0	0
Rack1	36.333333	94	124	0	0	0	0	0
Kifc2	36.333333	139	79	0	0	0	0	0
H3c13	36.333333	118	100	0	0	0	0	0
H2bc18	36.333333	118	100	0	0	0	0	0
Golga3	36.333333	112	106	0	0	0	0	0
Gimap9	36.333333	108	110	0	0	0	0	0
Eml5	36.333333	76	142	0	0	0	0	0
Cyhr1	36.333333	139	79	0	0	0	0	0
Atp5g1	36.333333	95	123	0	0	0	0	0
Zc3h7a	36.166667	105	112	0	0	0	0	0
Wiz	36.166667	77	140	0	0	0	0	0
Washc4	36.166667	111	106	0	0	0	0	0
Vegfb	36.166667	109	108	0	0	0	0	0
Trpt1	36.166667	109	108	0	0	0	0	0
Tbc1d1	36.166667	80	137	0	0	0	0	0
Slc35b4	36.166667	113	104	0	0	0	0	0
Slc30a4	36.166667	105	112	0	0	0	0	0
Shb	36.166667	107	110	0	0	0	0	0
Sh3bp2	36.166667	115	102	0	0	0	0	0
Rnf214	36.166667	107	110	0	0	0	0	0
Pla2g15	36.166667	89	128	0	0	0	0	0
Pfkp	36.166667	107	110	0	0	0	0	0
Pcsk7	36.166667	107	110	0	0	0	0	0
Nudt22	36.166667	109	108	0	0	0	0	0
Ldb1	36.166667	104	113	0	0	0	0	0
Katnbl1	36.166667	139	78	0	0	0	0	0
Ice1	36.166667	85	132	0	0	0	0	0
H4f16	36.166667	76	141	0	0	0	0	0
H2aj	36.166667	76	141	0	0	0	0	0
Gbp8	36.166667	89	128	0	0	0	0	0
Fbxo22	36.166667	107	110	0	0	0	0	0
Dnajc4	36.166667	109	108	0	0	0	0	0
Tsr3	36.0	117	99	0	0	0	0	0
Trp53inp1	36.0	143	73	0	0	0	0	0
Stub1	36.0	114	102	0	0	0	0	0
Sec11c	36.0	131	85	0	0	0	0	0
Rhbdl1	36.0	114	102	0	0	0	0	0
Pla2g6	36.0	95	121	0	0	0	0	0
Kif1c	36.0	103	113	0	0	0	0	0
Jmjd8	36.0	114	102	0	0	0	0	0
Inca1	36.0	103	113	0	0	0	0	0
Hs6st1	36.0	95	121	0	0	0	0	0
Gnptg	36.0	117	99	0	0	0	0	0
Epn1	36.0	106	110	0	0	0	0	0
Cmas	36.0	93	123	0	0	0	0	0
Arf2	36.0	108	108	0	0	0	0	0
Akr1b3	36.0	0	216	0	0	0	0	0
Wipf1	35.833333	98	117	0	0	0	0	0
Slc44a2	35.833333	99	116	0	0	0	0	0
Sgk1	35.833333	126	89	0	0	0	0	0
Rrm1	35.833333	88	127	0	0	0	0	0
Rragc	35.833333	86	129	0	0	0	0	0
Psmc6	35.833333	106	109	0	0	0	0	0
Polr3b	35.833333	106	109	0	0	0	0	0
Moxd2	35.833333	111	104	0	0	0	0	0
Gm3435	35.833333	92	123	0	0	0	0	0
Elmod2	35.833333	112	103	0	0	0	0	0
Depdc5	35.833333	145	70	0	0	0	0	0
Cpox	35.833333	102	113	0	0	0	0	0
Adam1a	35.833333	108	107	0	0	0	0	0
Tulp3	35.666667	98	116	0	0	0	0	0
Tsc2	35.666667	67	147	0	0	0	0	0
Tnik	35.666667	102	112	0	0	0	0	0
Smox	35.666667	105	109	0	0	0	0	0
Slc49a4	35.666667	104	110	0	0	0	0	0
Nthl1	35.666667	67	147	0	0	0	0	0
Nedd4l	35.666667	103	111	0	0	0	0	0
Ino80d	35.666667	84	130	0	0	0	0	0
Ggt5	35.666667	83	131	0	0	0	0	0
D5Ertd579e	35.666667	114	100	0	0	0	0	0
Cs	35.666667	98	116	0	0	0	0	0
Coq7	35.666667	93	121	0	0	0	0	0
Bcap29	35.666667	103	111	0	0	0	0	0
Atp7b	35.666667	94	120	0	0	0	0	0
Alg11	35.666667	94	120	0	0	0	0	0
Zranb2	35.5	103	110	0	0	0	0	0
Wbp11	35.5	99	114	0	0	0	0	0
Ubxn2a	35.5	98	115	0	0	0	0	0
Tfam	35.5	92	121	0	0	0	0	0
Spcs1	35.5	116	97	0	0	0	0	0
Sod1	35.5	91	122	0	0	0	0	0
Serinc5	35.5	80	133	0	0	0	0	0
Ptges2	35.5	112	101	0	0	0	0	0
Mospd3	35.5	78	135	0	0	0	0	0
Mon1a	35.5	126	87	0	0	0	0	0
Lsm6	35.5	131	82	0	0	0	0	0
Lasp1	35.5	115	98	0	0	0	0	0
Kpna4	35.5	112	101	0	0	0	0	0
Kdm2b	35.5	105	108	0	0	0	0	0
Incenp	35.5	87	126	0	0	0	0	0
Glt8d1	35.5	116	97	0	0	0	0	0
Dusp22	35.5	94	119	0	0	0	0	0
BC049715	35.5	99	114	0	0	0	0	0
Rplp0	35.333333	95	117	0	0	0	0	0
Ric8b	35.333333	107	105	0	0	0	0	0
Nus1	35.333333	98	114	0	0	0	0	0
Map3k5	35.333333	109	103	0	0	0	0	0
Gle1	35.333333	119	93	0	0	0	0	0
Yeats2	35.166667	76	135	0	0	0	0	0
Ttc27	35.166667	135	76	0	0	0	0	0
Tmem141	35.166667	97	114	0	0	0	0	0
Tesk2	35.166667	104	107	0	0	0	0	0
Sarnp	35.166667	86	125	0	0	0	0	0
Paqr3	35.166667	108	103	0	0	0	0	0
Ormdl2	35.166667	86	125	0	0	0	0	0
Nudcd1	35.166667	89	122	0	0	0	0	0
Ncoa7	35.166667	103	108	0	0	0	0	0
Nab2	35.166667	84	127	0	0	0	0	0
Frg2f1	35.166667	90	121	0	0	0	0	0
Foxj3	35.166667	90	121	0	0	0	0	0
Eny2	35.166667	89	122	0	0	0	0	0
Ccdc183	35.166667	97	114	0	0	0	0	0
Capg	35.166667	108	103	0	0	0	0	0
Ubxn1	35.0	112	98	0	0	0	0	0
Ltc4s	35.0	100	110	0	0	0	0	0
Ltb	35.0	83	127	0	0	0	0	0
Commd3	35.0	94	116	0	0	0	0	0
Cetn4	35.0	114	96	0	0	0	0	0
Bmi1	35.0	94	116	0	0	0	0	0
Bbs12	35.0	114	96	0	0	0	0	0
Atp1b1	35.0	129	81	0	0	0	0	0
Ttll13	34.833333	115	94	0	0	0	0	0
Tbccd1	34.833333	110	99	0	0	0	0	0
Rhot2	34.833333	108	101	0	0	0	0	0
Praf2	34.833333	76	133	0	0	0	0	0
Ppp1r15a	34.833333	71	138	0	0	0	0	0
Plekha4	34.833333	71	138	0	0	0	0	0
Orai1	34.833333	90	119	0	0	0	0	0
Kdm3b	34.833333	90	119	0	0	0	0	0
Dnajb11	34.833333	110	99	0	0	0	0	0
Cndp2	34.833333	115	94	0	0	0	0	0
Ccdc134	34.833333	94	115	0	0	0	0	0
Acadl	34.833333	120	89	0	0	0	0	0
Zfpm1	34.666667	96	112	0	0	0	0	0
Dlat	34.666667	97	111	0	0	0	0	0
Dhrs13	34.666667	125	83	0	0	0	0	0
Atxn3	34.666667	123	85	0	0	0	0	0
Usp14	34.5	100	107	0	0	0	0	0
Ttbk2	34.5	88	119	0	0	0	0	0
Sap30l	34.5	109	98	0	0	0	0	0
Nfatc2ip	34.5	88	119	0	0	0	0	0
Mprip	34.5	94	113	0	0	0	0	0
Katnal2	34.5	97	110	0	0	0	0	0
Itga6	34.5	93	114	0	0	0	0	0
Gga1	34.5	113	94	0	0	0	0	0
Fam3c	34.5	112	95	0	0	0	0	0
Capn5	34.5	102	105	0	0	0	0	0
Xxylt1	34.333333	104	102	0	0	0	0	0
Ttc7	34.333333	102	104	0	0	0	0	0
Stx5a	34.333333	133	73	0	0	0	0	0
Psmd8	34.333333	66	140	0	0	0	0	0
Lgals1	34.333333	88	118	0	0	0	0	0
Idi1	34.333333	114	92	0	0	0	0	0
H4c18	34.333333	86	120	0	0	0	0	0
Cnep1r1	34.333333	91	115	0	0	0	0	0
Cep68	34.333333	76	130	0	0	0	0	0
Arhgap31	34.333333	116	90	0	0	0	0	0
1700092M07Rik	34.333333	133	73	0	0	0	0	0
Tpi1	34.166667	131	74	0	0	0	0	0
Ss18l1	34.166667	106	99	0	0	0	0	0
Spsb2	34.166667	131	74	0	0	0	0	0
Sod2	34.166667	117	88	0	0	0	0	0
Slc25a24	34.166667	116	89	0	0	0	0	0
Slc1a5	34.166667	105	100	0	0	0	0	0
Sel1l	34.166667	97	108	0	0	0	0	0
Rhbdd2	34.166667	113	92	0	0	0	0	0
Psma7	34.166667	106	99	0	0	0	0	0
Mfn2	34.166667	109	96	0	0	0	0	0
Fem1b	34.166667	96	109	0	0	0	0	0
Esyt1	34.166667	103	102	0	0	0	0	0
Cdiptos	34.166667	96	109	0	0	0	0	0
Cdipt	34.166667	96	109	0	0	0	0	0
Braf	34.166667	97	108	0	0	0	0	0
Axin2	34.166667	91	114	0	0	0	0	0
Smim15	34.0	82	122	0	0	0	0	0
Slc16a10	34.0	81	123	0	0	0	0	0
Slc12a7	34.0	104	100	0	0	0	0	0
Sec61g	34.0	93	111	0	0	0	0	0
Rac1	34.0	105	99	0	0	0	0	0
Nod1	34.0	95	109	0	0	0	0	0
Micu2	34.0	91	113	0	0	0	0	0
Tmem120a	33.833333	104	99	0	0	0	0	0
Tbc1d23	33.833333	117	86	0	0	0	0	0
Stard3nl	33.833333	126	77	0	0	0	0	0
Sec62	33.833333	92	111	0	0	0	0	0
Rpl13a	33.833333	88	115	0	0	0	0	0
Pdzd11	33.833333	116	87	0	0	0	0	0
Nfkbid	33.833333	100	103	0	0	0	0	0
Kif4	33.833333	116	87	0	0	0	0	0
Hcst	33.833333	100	103	0	0	0	0	0
Hagh	33.833333	103	100	0	0	0	0	0
H3c4	33.833333	99	104	0	0	0	0	0
H2bc8	33.833333	99	104	0	0	0	0	0
H2bc7	33.833333	99	104	0	0	0	0	0
H2ac8	33.833333	99	104	0	0	0	0	0
H2ac7	33.833333	99	104	0	0	0	0	0
Fahd1	33.833333	103	100	0	0	0	0	0
Elac2	33.833333	94	109	0	0	0	0	0
Edf1	33.833333	111	92	0	0	0	0	0
Dedd	33.833333	97	106	0	0	0	0	0
Ccno	33.833333	121	82	0	0	0	0	0
Bzw2	33.833333	103	100	0	0	0	0	0
Arl6	33.833333	126	77	0	0	0	0	0
Ankmy2	33.833333	103	100	0	0	0	0	0
Vps18	33.666667	111	91	0	0	0	0	0
Tysnd1	33.666667	105	97	0	0	0	0	0
Tmem198	33.666667	108	94	0	0	0	0	0
Marchf3	33.666667	92	110	0	0	0	0	0
Impact	33.666667	115	87	0	0	0	0	0
H4c9	33.666667	113	89	0	0	0	0	0
H2bc11	33.666667	113	89	0	0	0	0	0
H2ac11	33.666667	113	89	0	0	0	0	0
H2-L	33.666667	105	97	0	0	0	0	0
H2-D1	33.666667	105	97	0	0	0	0	0
Gskip	33.666667	110	92	0	0	0	0	0
Chpf	33.666667	108	94	0	0	0	0	0
Btbd1	33.666667	91	111	0	0	0	0	0
Atg2b	33.666667	110	92	0	0	0	0	0
Arl15	33.666667	122	80	0	0	0	0	0
Ubac1	33.5	87	114	0	0	0	0	0
Trip11	33.5	104	97	0	0	0	0	0
Tnfsf11	33.5	87	114	0	0	0	0	0
Slc35e2	33.5	83	118	0	0	0	0	0
Purb	33.5	80	121	0	0	0	0	0
Nfkbiz	33.5	103	98	0	0	0	0	0
Mtch1	33.5	69	132	0	0	0	0	0
Gria3	33.5	118	83	0	0	0	0	0
Fosl2	33.5	104	97	0	0	0	0	0
Fbxo43	33.5	115	86	0	0	0	0	0
E2f3	33.5	98	103	0	0	0	0	0
Dgkz	33.5	83	118	0	0	0	0	0
Cdc37	33.5	103	98	0	0	0	0	0
Aplp2	33.5	88	113	0	0	0	0	0
Xk	33.333333	73	127	0	0	0	0	0
Tet3	33.333333	114	86	0	0	0	0	0
Slc35c1	33.333333	131	69	0	0	0	0	0
Odf2l	33.333333	100	100	0	0	0	0	0
Mrpl19	33.333333	92	108	0	0	0	0	0
Lyrm1	33.333333	73	127	0	0	0	0	0
Heatr1	33.333333	98	102	0	0	0	0	0
Dtnb	33.333333	75	125	0	0	0	0	0
Dcun1d3	33.333333	73	127	0	0	0	0	0
Crybb1	33.333333	104	96	0	0	0	0	0
Cryba4	33.333333	104	96	0	0	0	0	0
Aasdh	33.333333	115	85	0	0	0	0	0
Stk11ip	33.166667	113	86	0	0	0	0	0
Saxo2	33.166667	62	137	0	0	0	0	0
Naglu	33.166667	103	96	0	0	0	0	0
Mrps21	33.166667	73	126	0	0	0	0	0
Endov	33.166667	84	115	0	0	0	0	0
Egr2	33.166667	84	115	0	0	0	0	0
Efl1	33.166667	62	137	0	0	0	0	0
Urb1	33.0	106	92	0	0	0	0	0
Ttyh3	33.0	110	88	0	0	0	0	0
Tmem230	33.0	126	72	0	0	0	0	0
Qsox2	33.0	112	86	0	0	0	0	0
Pnrc2	33.0	111	87	0	0	0	0	0
Mfsd14b	33.0	116	82	0	0	0	0	0
Mast2	33.0	79	119	0	0	0	0	0
Igf1r	33.0	98	100	0	0	0	0	0
Fam78a	33.0	97	101	0	0	0	0	0
Ddx20	33.0	92	106	0	0	0	0	0
Zfp335	32.833333	108	89	0	0	0	0	0
Ufl1	32.833333	102	95	0	0	0	0	0
St6gal1	32.833333	96	101	0	0	0	0	0
Sh3bp5	32.833333	82	115	0	0	0	0	0
Sf3b4	32.833333	78	119	0	0	0	0	0
Sf3a1	32.833333	86	111	0	0	0	0	0
Setd2	32.833333	101	96	0	0	0	0	0
Polm	32.833333	88	109	0	0	0	0	0
Mtmr9	32.833333	106	91	0	0	0	0	0
Kctd18	32.833333	93	104	0	0	0	0	0
Itk	32.833333	96	101	0	0	0	0	0
Eif3m	32.833333	70	127	0	0	0	0	0
Clec2d	32.833333	91	106	0	0	0	0	0
Ccdc157	32.833333	86	111	0	0	0	0	0
Bod1l	32.833333	102	95	0	0	0	0	0
Bambi	32.833333	116	81	0	0	0	0	0
Asph	32.833333	97	100	0	0	0	0	0
Acot11	32.833333	80	117	0	0	0	0	0
Yipf6	32.666667	83	113	0	0	0	0	0
Spink10	32.666667	90	106	0	0	0	0	0
Smu1	32.666667	107	89	0	0	0	0	0
Shpk	32.666667	112	84	0	0	0	0	0
Sfxn4	32.666667	102	94	0	0	0	0	0
Sec24b	32.666667	104	92	0	0	0	0	0
Sec24a	32.666667	107	89	0	0	0	0	0
Ppp4c	32.666667	115	81	0	0	0	0	0
Jun	32.666667	88	108	0	0	0	0	0
Ildr1	32.666667	83	113	0	0	0	0	0
Hdgf	32.666667	111	85	0	0	0	0	0
Fbxo38	32.666667	90	106	0	0	0	0	0
Ctns	32.666667	112	84	0	0	0	0	0
Ciart	32.666667	101	95	0	0	0	0	0
Unc13d	32.5	93	102	0	0	0	0	0
Ubfd1	32.5	96	99	0	0	0	0	0
Tent5a	32.5	111	84	0	0	0	0	0
Tecpr2	32.5	110	85	0	0	0	0	0
Mdh1b	32.5	88	107	0	0	0	0	0
Limd1	32.5	106	89	0	0	0	0	0
Kctd5	32.5	96	99	0	0	0	0	0
Idua	32.5	97	98	0	0	0	0	0
Fastkd2	32.5	88	107	0	0	0	0	0
Exoc4	32.5	88	107	0	0	0	0	0
Ears2	32.5	96	99	0	0	0	0	0
Dgkq	32.5	97	98	0	0	0	0	0
Cnot2	32.5	93	102	0	0	0	0	0
Cinp	32.5	110	85	0	0	0	0	0
Slu7	32.333333	58	136	0	0	0	0	0
Sema4d	32.333333	72	122	0	0	0	0	0
Rnf220	32.333333	100	94	0	0	0	0	0
Pik3c2a	32.333333	91	103	0	0	0	0	0
Pdzd4	32.333333	116	78	0	0	0	0	0
Mtmr10	32.333333	100	94	0	0	0	0	0
Dock10	32.333333	122	72	0	0	0	0	0
Card6	32.333333	102	92	0	0	0	0	0
Bst2	32.333333	88	106	0	0	0	0	0
Agpat4	32.333333	96	98	0	0	0	0	0
1700030J22Rik	32.333333	111	83	0	0	0	0	0
Zbtb4	32.166667	89	104	0	0	0	0	0
Sema4a	32.166667	83	110	0	0	0	0	0
Piezo1	32.166667	85	108	0	0	0	0	0
Mettl3	32.166667	97	96	0	0	0	0	0
Hnrnpr	32.166667	101	92	0	0	0	0	0
Zcchc8	32.0	83	109	0	0	0	0	0
Tspo	32.0	97	95	0	0	0	0	0
Rbm43	32.0	100	92	0	0	0	0	0
Podnl1	32.0	80	112	0	0	0	0	0
Ncoa2	32.0	81	111	0	0	0	0	0
Hcfc2	32.0	107	85	0	0	0	0	0
Gtpbp8	32.0	90	102	0	0	0	0	0
Fmnl3	32.0	100	92	0	0	0	0	0
Cdkn1a	32.0	80	112	0	0	0	0	0
Arnt	32.0	116	76	0	0	0	0	0
Amn1	32.0	102	90	0	0	0	0	0
Trnau1ap	31.833333	108	83	0	0	0	0	0
Rnf6	31.833333	81	110	0	0	0	0	0
Rexo5	31.833333	96	95	0	0	0	0	0
Plcd3	31.833333	114	77	0	0	0	0	0
Phkg2	31.833333	90	101	0	0	0	0	0
Msantd2	31.833333	90	101	0	0	0	0	0
Mrpl55	31.833333	107	84	0	0	0	0	0
Mllt6	31.833333	83	108	0	0	0	0	0
Fam214b	31.833333	90	101	0	0	0	0	0
Eri2	31.833333	96	95	0	0	0	0	0
Chchd3	31.833333	95	96	0	0	0	0	0
Acbd4	31.833333	114	77	0	0	0	0	0
Zfp770	31.666667	116	74	0	0	0	0	0
Vav2	31.666667	113	77	0	0	0	0	0
Tgif2	31.666667	82	108	0	0	0	0	0
Runx3	31.666667	93	97	0	0	0	0	0
Pycr2	31.666667	79	111	0	0	0	0	0
Prkci	31.666667	94	96	0	0	0	0	0
F2r	31.666667	83	107	0	0	0	0	0
Zfp280d	31.5	101	88	0	0	0	0	0
Pglyrp2	31.5	115	74	0	0	0	0	0
Ncbp2	31.5	104	85	0	0	0	0	0
Micu1	31.5	107	82	0	0	0	0	0
0610012G03Rik	31.5	104	85	0	0	0	0	0
Zswim3	31.333333	82	106	0	0	0	0	0
Zmynd12	31.333333	90	98	0	0	0	0	0
Ybx1	31.333333	84	104	0	0	0	0	0
Wdr90	31.333333	85	103	0	0	0	0	0
Ss18	31.333333	81	107	0	0	0	0	0
Rmc1	31.333333	92	96	0	0	0	0	0
Ppcs	31.333333	90	98	0	0	0	0	0
Lsm5	31.333333	106	82	0	0	0	0	0
Kpna2	31.333333	78	110	0	0	0	0	0
Fam234a	31.333333	79	109	0	0	0	0	0
Egr1	31.333333	93	95	0	0	0	0	0
Acot8	31.333333	82	106	0	0	0	0	0
Ptpn6	31.166667	81	106	0	0	0	0	0
Nol11	31.166667	75	112	0	0	0	0	0
Msantd4	31.166667	97	90	0	0	0	0	0
Fchsd1	31.166667	92	95	0	0	0	0	0
Vps28	31.0	90	96	0	0	0	0	0
Tmem184c	31.0	106	80	0	0	0	0	0
Themis	31.0	103	83	0	0	0	0	0
Prkacb	31.0	93	93	0	0	0	0	0
Plcb3	31.0	91	95	0	0	0	0	0
Ccdc90b	31.0	84	102	0	0	0	0	0
Cacul1	31.0	82	104	0	0	0	0	0
Arhgef7	31.0	0	186	0	0	0	0	0
Zfp276	30.833333	93	92	0	0	0	0	0
Zdhhc9	30.833333	88	97	0	0	0	0	0
Vps9d1	30.833333	93	92	0	0	0	0	0
Spag7	30.833333	83	102	0	0	0	0	0
Rapgef1	30.833333	91	94	0	0	0	0	0
