Target_genes	E2f4|Average	SRX019013|3T3-L1	SRX142538|C2C12	SRX140375|CH12	SRX122394|Dendritic_Cells	SRX122395|Dendritic_Cells	SRX122396|Dendritic_Cells	SRX122397|Dendritic_Cells	SRX319552|ES_cells	SRX019010|Hepatocytes	SRX027460|iPS_cells	SRX1532691|Liver	SRX1532692|Liver	SRX1532693|Liver	SRX1532694|Liver	SRX18205314|Liver	SRX18205316|Liver	SRX140377|MEL	STRING
Rps27rt	18.411765	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Myo1d	18.411765	0	81	0	0	0	0	0	0	126	0	0	0	0	0	0	0	106	0
Gm13288	18.411765	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Gm13287	18.411765	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Fam118b	18.411765	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc17	18.411765	0	0	0	0	0	0	0	0	134	179	0	0	0	0	0	0	0	0
Cavin1	18.411765	0	0	86	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0
Adamts1	18.411765	0	200	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
Uqcr11	18.352941	207	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fosl2	18.352941	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Entpd5	18.352941	174	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbnl	18.352941	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	114	0
Car13	18.352941	146	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbof1	18.352941	174	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem115	18.294118	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Taf4	18.294118	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0
Sez6l2	18.294118	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	95	0
Ostc	18.294118	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Mrpl52	18.294118	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Mmp14	18.294118	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Micos10	18.294118	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	194	0
Kdelr3	18.294118	131	78	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Ercc1	18.294118	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Eif2s3x	18.294118	0	0	96	0	0	0	0	0	0	93	0	0	0	0	0	0	122	0
Dicer1	18.294118	0	86	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0
Asphd1	18.294118	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	95	0
Arcn1	18.294118	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Trpm4	18.235294	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0
Tpm4	18.235294	0	0	92	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0
Taf1c	18.235294	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Obsl1	18.235294	0	175	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Inha	18.235294	0	175	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Dbi	18.235294	129	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	18.235294	0	0	188	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
4931428F04Rik	18.235294	0	78	118	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
3110009E18Rik	18.235294	129	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	18.235294	144	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
Vgf	18.176471	0	93	0	0	0	0	0	103	0	0	0	0	0	0	0	0	113	0
Pycard	18.176471	0	0	160	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
Plagl1	18.176471	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0
Paqr3	18.176471	165	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0
Mrps25	18.176471	0	131	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0
Lsm14a	18.176471	0	0	0	0	0	0	0	108	201	0	0	0	0	0	0	0	0	0
Cdo1	18.176471	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0
Zfp580	18.117647	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
Tmem217	18.117647	0	0	0	0	0	0	0	0	185	123	0	0	0	0	0	0	0	0
Tbc1d22b	18.117647	0	0	0	0	0	0	0	0	185	123	0	0	0	0	0	0	0	0
Sms	18.117647	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Rps23	18.117647	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Rgl2	18.117647	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	126	0
Fbh1	18.117647	118	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0
Ddx6	18.117647	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Arl8b	18.117647	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd16	18.117647	118	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0
Pdik1l	18.058824	0	138	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0
Pak6	18.058824	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	137	0
Clic4	18.058824	92	137	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167b	18.0	0	0	101	0	0	0	0	0	0	84	0	0	0	0	0	0	121	0
Syn3	18.0	0	0	176	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
Rps28	18.0	149	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0
Rnf11	18.0	0	0	0	0	0	0	0	129	177	0	0	0	0	0	0	0	0	0
Rbm45	18.0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	160	0
Pik3cd	18.0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Ndufa7	18.0	149	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0
Herc1	18.0	0	104	0	0	0	0	0	0	106	0	0	0	0	0	0	0	96	0
Hdhd5	18.0	156	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Ercc6	18.0	189	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9l	18.0	0	0	125	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
Tspan15	17.941176	0	156	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
Rabep2	17.941176	0	0	0	0	0	0	0	0	185	120	0	0	0	0	0	0	0	0
Gfap	17.941176	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Arl5a	17.941176	197	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	17.882353	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastkd2	17.882353	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ykt6	17.823529	147	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
Wdr47	17.823529	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	117	0
Tctn1	17.823529	0	0	144	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Spink10	17.823529	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Gm13279	17.823529	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gm13278	17.823529	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gm13275	17.823529	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Fbxo38	17.823529	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Capn7	17.823529	154	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
B230307C23Rik	17.823529	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0
Aars2	17.823529	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	181	0
Rrp9	17.764706	0	76	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0
Rrbp1	17.764706	0	0	0	0	0	0	0	0	174	128	0	0	0	0	0	0	0	0
Parp3	17.764706	0	76	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0
N4bp3	17.764706	0	0	68	0	0	0	0	0	139	0	0	0	0	0	0	0	95	0
Mei1	17.764706	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0
Gpatch4	17.764706	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Cdc42bpb	17.764706	100	117	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0
Ankrd11	17.764706	0	0	0	0	0	0	0	164	138	0	0	0	0	0	0	0	0	0
Acot7	17.764706	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0
Rpp25l	17.705882	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	169	0
Ptprs	17.705882	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Ppp1r9b	17.705882	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq3	17.705882	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	140	0
Fpgt	17.705882	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	140	0
Dip2a	17.705882	138	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0
Zfp120	17.647059	0	0	101	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0
Swap70	17.647059	0	0	0	0	0	0	0	0	95	205	0	0	0	0	0	0	0	0
Sepsecs	17.647059	125	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
Rdh13	17.647059	0	0	0	0	0	0	0	214	0	86	0	0	0	0	0	0	0	0
Prep	17.647059	78	125	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Pigw	17.647059	96	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Pdzd2	17.647059	0	0	0	0	0	0	0	145	0	155	0	0	0	0	0	0	0	0
Myo19	17.647059	96	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Mlkl	17.647059	0	127	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
Kdm5d	17.647059	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Gata1	17.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
Dync1i2	17.647059	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Atp6v1g1	17.647059	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
0610010F05Rik	17.647059	77	0	0	0	0	0	0	98	125	0	0	0	0	0	0	0	0	0
Zfp617	17.588235	0	0	140	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0
Tnks2	17.588235	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Taf13	17.588235	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	121	0
Siah2	17.588235	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps24	17.588235	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Polr3a	17.588235	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Pitpna	17.588235	0	0	125	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
Ncstn	17.588235	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	124	0
Lrba	17.588235	0	0	0	0	0	0	0	149	150	0	0	0	0	0	0	0	0	0
Gchfr	17.588235	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0
Ddx55	17.588235	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Copa	17.588235	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	124	0
Baiap2	17.588235	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Zfp84	17.529412	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
Trappc10	17.529412	0	139	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Psmd11	17.529412	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Pggt1b	17.529412	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	190	0
Map3k10	17.529412	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Dnajb6	17.529412	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	175	0
Brpf3	17.529412	0	0	0	0	0	0	0	0	171	127	0	0	0	0	0	0	0	0
Spindoc	17.470588	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
Sned1	17.470588	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
Ruvbl1	17.470588	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Rab39	17.470588	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0
Pabpc4	17.470588	0	52	108	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Oxa1l	17.470588	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Marchf8	17.470588	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpatch1	17.470588	0	0	167	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Dlg4	17.470588	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
Tssk1	17.411765	0	0	0	0	0	0	0	108	188	0	0	0	0	0	0	0	0	0
Tmem199	17.411765	0	153	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
Pten	17.411765	183	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poldip2	17.411765	0	153	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
Osbpl9	17.411765	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Nsg2	17.411765	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2l	17.411765	122	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0
Gjc1	17.411765	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0
Dgcr2	17.411765	0	0	0	0	0	0	0	108	188	0	0	0	0	0	0	0	0	0
Ssbp4	17.352941	0	0	0	0	0	0	0	80	0	98	0	0	0	0	0	0	117	0
Rxylt1	17.352941	0	0	0	0	0	0	0	0	173	122	0	0	0	0	0	0	0	0
Nudt15	17.352941	0	104	80	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
Dock2	17.352941	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Sh3glb1	17.294118	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Lrp10	17.294118	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Brd3	17.294118	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0
Zbtb6	17.235294	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Sptlc2	17.235294	0	0	0	0	0	0	0	0	117	176	0	0	0	0	0	0	0	0
Sptbn4	17.235294	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	112	0
Slc41a1	17.235294	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	130	0
Prdm11	17.235294	0	0	0	0	0	0	0	0	128	165	0	0	0	0	0	0	0	0
Mrps18a	17.235294	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Il16	17.235294	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dr1	17.235294	0	112	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
Ccn1	17.235294	0	0	0	0	0	0	0	0	170	123	0	0	0	0	0	0	0	0
Blvrb	17.235294	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	112	0
Abcc5	17.235294	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	95	0
Zfp346	17.176471	0	121	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
Usp35	17.176471	0	0	0	0	0	0	0	175	0	117	0	0	0	0	0	0	0	0
Trdmt1	17.176471	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
Tango2	17.176471	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	162	0
Socs5	17.176471	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0
Ppl	17.176471	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0
Pon2	17.176471	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Nagpa	17.176471	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Med31	17.176471	0	0	109	0	0	0	0	0	90	93	0	0	0	0	0	0	0	0
Kctd21	17.176471	0	0	0	0	0	0	0	175	0	117	0	0	0	0	0	0	0	0
Hip1	17.176471	0	113	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
Adora2a	17.176471	0	0	131	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0
4930563E22Rik	17.176471	0	0	109	0	0	0	0	0	90	93	0	0	0	0	0	0	0	0
Zfp408	17.117647	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ptp4a1	17.117647	83	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0
Gm17266	17.117647	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0
Errfi1	17.117647	0	215	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0
Arhgap1	17.117647	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Sema7a	17.058824	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qdpr	17.058824	0	106	0	0	0	0	0	0	0	91	0	0	0	0	0	0	93	0
Oaz1	17.058824	0	0	82	0	0	0	0	84	0	124	0	0	0	0	0	0	0	0
Lyrm9	17.058824	127	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	87	0
Kbtbd11	17.058824	0	151	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Evi5l	17.058824	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0
Clstn3	17.058824	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	189	0
Clrn2	17.058824	0	106	0	0	0	0	0	0	0	91	0	0	0	0	0	0	93	0
Brd4	17.058824	190	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
Bet1	17.058824	95	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0
Ppp1r3e	17.0	134	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Mapk8	17.0	113	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
Lamtor4	17.0	0	0	99	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Grb7	17.0	0	0	128	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0
2900026A02Rik	17.0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	127	0	0
Tagln2	16.941176	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	159	0	0
Prpf8	16.941176	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Itgb1bp1	16.941176	170	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf3	16.941176	170	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp82	16.882353	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
Wdr13	16.882353	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Ttc33	16.882353	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Sema3c	16.882353	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Pam	16.882353	150	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Hydin	16.882353	0	0	178	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
B3gnt9	16.882353	0	81	0	0	0	0	0	0	0	111	0	0	0	0	0	0	95	0
Armc7	16.882353	0	0	0	0	0	0	0	0	99	188	0	0	0	0	0	0	0	0
Stam	16.823529	0	0	0	0	0	0	0	0	161	125	0	0	0	0	0	0	0	0
Sergef	16.823529	0	0	0	0	0	0	0	129	157	0	0	0	0	0	0	0	0	0
Ropn1l	16.823529	185	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Radx	16.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0
Ppp2ca	16.823529	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Ndufa9	16.823529	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Lmo7	16.823529	0	0	0	0	0	0	0	145	0	141	0	0	0	0	0	0	0	0
Etv5	16.823529	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Elobl	16.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	184	0	0
Ddhd2	16.823529	171	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap3	16.823529	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Zbtb33	16.764706	0	74	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0
Wbp2nl	16.764706	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0
Spast	16.764706	109	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
Ppy	16.764706	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
Pgls	16.764706	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Mthfr	16.764706	196	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Mef2c	16.764706	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops9	16.764706	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	95	0
Cog2	16.764706	107	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0
Clcn6	16.764706	196	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Camk2d	16.764706	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps52	16.705882	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Rps18	16.705882	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Gda	16.705882	0	0	161	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0
Dnajc12	16.705882	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
Ccdc6	16.705882	0	106	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0
B3galt4	16.705882	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Aurkaip1	16.705882	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Pinx1	16.647059	154	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Gna13	16.647059	0	0	0	0	0	0	0	105	178	0	0	0	0	0	0	0	0	0
Reck	16.588235	0	0	0	0	0	0	0	112	0	170	0	0	0	0	0	0	0	0
Isoc2a	16.588235	0	0	165	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Fam3c	16.588235	106	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx10	16.588235	0	0	91	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0
Ccpg1os	16.588235	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	107	0
Ccpg1	16.588235	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	107	0
Zfp516	16.529412	0	0	120	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Tmem45a	16.529412	0	0	102	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
Plp2	16.529412	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0
Pex10	16.529412	191	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Ltbr	16.529412	133	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Grhl1	16.529412	0	113	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0
Edem2	16.529412	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0
Dstn	16.529412	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Zxdb	16.470588	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0
Traf3ip1	16.470588	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Raet1d	16.470588	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0
Ptpre	16.470588	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd7	16.470588	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	128	0
Ccr7	16.470588	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4	16.411765	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0
Flt3l	16.411765	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
Arpc3	16.411765	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Slc5a6	16.352941	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0
Rpl26	16.352941	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rag2	16.352941	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Rab11fip1	16.352941	0	0	129	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
Pfn1	16.352941	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Iftap	16.352941	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Gpi1	16.352941	151	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno3	16.352941	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Atraid	16.352941	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0
Atg16l2	16.352941	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Zdhhc7	16.294118	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	126	0
Rexo1	16.294118	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Med15	16.294118	0	108	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Ildr2	16.294118	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0
Arrdc2	16.294118	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Zfp651	16.235294	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0
Stard3	16.235294	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	109	0
Rpf2	16.235294	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Phf1	16.235294	174	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Hey1	16.235294	0	0	0	0	0	0	0	77	199	0	0	0	0	0	0	0	0	0
Dsel	16.235294	0	0	0	0	0	0	0	168	0	108	0	0	0	0	0	0	0	0
Celf3	16.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0
Bnipl	16.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0
