Target_genes	Bhlhe40|Average	SRX3927757|Bone_Marrow_Cells	SRX3927758|Bone_Marrow_Cells	SRX10809293|B_cells	SRX10809294|B_cells	SRX3927759|CD4+_T_cells	SRX3927760|CD4+_T_cells	SRX140385|CH12	SRX15941724|Liver	SRX15941726|Liver	SRX5299298|Macrophages	SRX5299300|Macrophages	SRX6608073|Macrophages	SRX188814|MEL	SRX3730216|Trophoblast_stem_cells	SRX3730217|Trophoblast_stem_cells	STRING
Trim27	15.533333	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
Syt5	15.533333	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
Rbm41	15.533333	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0
Nr2f6	15.533333	0	0	0	0	0	0	144	89	0	0	0	0	0	0	0	0
Nenf	15.533333	0	0	0	0	0	0	142	0	0	0	0	0	91	0	0	0
Mrpl51	15.533333	0	0	0	0	0	0	113	0	0	0	0	0	120	0	0	0
Ipo9	15.533333	0	0	0	0	0	0	133	0	0	0	0	0	100	0	0	0
Gclm	15.533333	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
Ate1	15.533333	0	0	0	0	0	0	84	0	0	0	0	0	149	0	0	0
Zfp78	15.466667	0	0	76	156	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn8	15.466667	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
Sp1	15.466667	0	0	83	0	0	0	149	0	0	0	0	0	0	0	0	0
Pofut1	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0
Plagl2	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0
Odf3b	15.466667	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0
Notch4	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0
Inafm1	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0
Ciao2b	15.466667	0	0	0	0	0	0	145	0	0	0	0	0	87	0	0	0
Bmt2	15.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0
Bclaf1	15.466667	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
Xpnpep1	15.4	0	0	0	0	0	0	89	0	0	0	0	0	142	0	0	0
Slc35f2	15.4	0	0	0	0	138	0	93	0	0	0	0	0	0	0	0	0
Ndufs5	15.4	0	0	0	0	0	0	129	102	0	0	0	0	0	0	0	0
Nbeal1	15.4	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0
Maats1	15.4	0	0	0	91	0	0	0	0	0	0	0	0	140	0	0	0
Kti12	15.4	0	0	0	0	0	0	158	0	0	0	0	0	73	0	0	0
Col23a1	15.4	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0
Bcap29	15.4	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0
Apol9b	15.4	0	0	0	0	0	0	0	140	0	0	0	0	91	0	0	0
Zscan30	15.333333	0	0	0	0	0	0	133	0	0	0	0	0	97	0	0	0
Tspan2	15.333333	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Tescl	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Setbp1	15.333333	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Rnf141	15.333333	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Prr19	15.333333	0	0	0	0	0	0	133	0	0	0	0	0	97	0	0	0
Prg3	15.333333	0	0	0	0	0	0	84	0	0	0	0	0	146	0	0	0
Npr2	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Mta3	15.333333	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Mageb3	15.333333	0	0	0	0	0	0	154	0	0	0	0	0	76	0	0	0
Hsd17b3	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Golga4	15.333333	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Gins1	15.333333	0	0	0	0	0	0	121	0	0	0	0	0	109	0	0	0
Fut10	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Ctdspl2	15.333333	0	0	0	0	0	0	154	0	0	0	0	0	76	0	0	0
Adamts14	15.333333	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Ackr1	15.333333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Trip10	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Tchhl1	15.266667	0	0	0	0	0	0	0	102	127	0	0	0	0	0	0	0
Star	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Spink10	15.266667	0	0	0	0	0	0	109	0	0	0	0	0	120	0	0	0
Slc19a2	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Sapcd2	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Ralgapa1	15.266667	0	0	0	0	0	0	135	0	0	0	0	0	94	0	0	0
Nars	15.266667	0	0	0	0	84	0	145	0	0	0	0	0	0	0	0	0
LTO1	15.266667	0	0	0	0	0	0	109	0	0	0	0	0	120	0	0	0
Kcnk7	15.266667	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Ip6k3	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Gpr108	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Fbxo38	15.266667	0	0	0	0	0	0	109	0	0	0	0	0	120	0	0	0
Fbln5	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Eif3l	15.266667	0	0	0	0	0	0	147	0	0	0	0	0	82	0	0	0
Clca4a	15.266667	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Chuk	15.266667	0	0	0	0	0	0	111	0	0	0	0	0	118	0	0	0
Cct2	15.266667	0	0	0	0	0	0	131	0	0	0	0	0	98	0	0	0
Atp5l	15.266667	0	0	0	0	0	0	118	0	0	0	0	0	111	0	0	0
Ank1	15.266667	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0
Ttc21b	15.2	0	0	0	0	0	0	0	106	0	0	0	0	0	122	0	0
Sumo2	15.2	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Stx5a	15.2	0	0	0	0	0	0	124	0	0	0	0	0	104	0	0	0
Slc24a4	15.2	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Slc12a4	15.2	0	0	0	0	0	0	0	0	0	0	0	0	104	124	0	0
Psmg2	15.2	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Psip1	15.2	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Lpl	15.2	0	0	0	0	0	0	109	0	0	0	0	119	0	0	0	0
Klhl2	15.2	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0
Elob	15.2	0	0	84	0	0	0	144	0	0	0	0	0	0	0	0	0
Cep76	15.2	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Apmap	15.2	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0
Adam3	15.2	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Trdmt1	15.133333	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Tmem212	15.133333	0	0	0	0	0	0	0	99	128	0	0	0	0	0	0	0
St8sia6	15.133333	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Ift81	15.133333	0	0	0	0	0	0	101	0	0	0	0	0	0	126	0	0
Gpr4	15.133333	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Dpyd	15.133333	0	0	0	0	0	0	0	132	95	0	0	0	0	0	0	0
Cort	15.133333	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Col1a1	15.133333	0	0	0	0	0	0	92	0	0	0	0	0	135	0	0	0
Auh	15.133333	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Acot4	15.133333	0	0	0	0	0	0	0	0	96	0	0	0	131	0	0	0
Zgrf1	15.066667	0	0	72	0	0	0	154	0	0	0	0	0	0	0	0	0
Tnnt2	15.066667	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Riok3	15.066667	0	0	0	0	0	0	152	0	0	0	0	0	74	0	0	0
Olfr1410	15.066667	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Nup210	15.066667	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Mndal	15.066667	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Mat2a	15.066667	0	0	83	0	0	0	143	0	0	0	0	0	0	0	0	0
Larp7	15.066667	0	0	72	0	0	0	154	0	0	0	0	0	0	0	0	0
Gm5820	15.066667	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Cog7	15.066667	0	0	0	0	0	0	118	0	0	0	0	0	108	0	0	0
Cltrn	15.066667	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Alg14	15.066667	0	0	0	0	0	0	128	0	98	0	0	0	0	0	0	0
Ttll6	15.0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
Toe1	15.0	0	0	0	0	0	0	101	0	0	0	0	0	124	0	0	0
Tnip2	15.0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
Spats2	15.0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
Slc22a18	15.0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
Nim1k	15.0	0	0	0	0	119	0	0	0	106	0	0	0	0	0	0	0
Mutyh	15.0	0	0	0	0	0	0	101	0	0	0	0	0	124	0	0	0
Exd2	15.0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
Eif3m	15.0	0	0	0	0	0	0	116	0	0	0	0	0	109	0	0	0
Brip1	15.0	0	0	0	0	0	0	109	0	0	0	0	0	116	0	0	0
Adamtsl4	15.0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
Rsph14	14.933333	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
Rab36	14.933333	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
N4bp1	14.933333	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
Klhdc9	14.933333	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Igsf9b	14.933333	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
Glce	14.933333	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
F2rl1	14.933333	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0
Ddx11	14.933333	0	0	0	0	0	0	144	0	0	0	0	0	80	0	0	0
Crisp1	14.933333	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Ccdc39	14.933333	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Add2	14.933333	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Zfp974	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Uvssa	14.866667	0	0	0	0	0	0	133	0	0	0	0	0	90	0	0	0
Txlna	14.866667	0	0	0	0	0	0	77	0	0	0	0	0	146	0	0	0
Trio	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Tmem230	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Th	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Tango6	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Sult1a1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Stk32b	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Sox21	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Shisa7	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
S100z	14.866667	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0
Pja1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Nkx3-1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Mri1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Mmp23	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Me3	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Lancl1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Klhl32	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Gbp6	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Dok1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Dmrt1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Csf3r	14.866667	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0
Clps	14.866667	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0
Alg13	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Aldoart2	14.866667	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0
Akap8l	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Adgra1	14.866667	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
Vmn1r211	14.8	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0
Tmem72	14.8	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0
Tmem68	14.8	0	0	0	0	0	0	141	0	0	0	0	0	81	0	0	0
Tgs1	14.8	0	0	0	0	0	0	141	0	0	0	0	0	81	0	0	0
Snrnp70	14.8	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0
Slc27a1	14.8	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0
Pigh	14.8	0	0	0	0	0	0	84	0	0	0	0	0	138	0	0	0
Nexn	14.8	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
Ash2l	14.8	0	0	0	0	0	0	115	0	0	0	0	107	0	0	0	0
Zfp677	14.733333	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Wdr13	14.733333	0	0	0	0	0	0	93	0	0	0	0	0	128	0	0	0
Tgm2	14.733333	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0
Taf7	14.733333	0	0	0	0	0	0	164	0	0	0	0	0	57	0	0	0
Pygl	14.733333	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Proser3	14.733333	0	0	0	0	0	0	106	0	0	0	0	0	115	0	0	0
Proc	14.733333	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0
Mrps26	14.733333	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Mdh1b	14.733333	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Hspb6	14.733333	0	0	0	0	0	0	106	0	0	0	0	0	115	0	0	0
Hsd11b2	14.733333	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Gpr68	14.733333	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Fastkd2	14.733333	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Esp15	14.733333	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0
Spo11	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Slc9a3r2	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Pth	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
Npw	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Ninl	14.666667	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
Macroh2a1	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Lrrfip2	14.666667	0	0	0	0	0	0	115	0	0	0	0	0	105	0	0	0
Lrrc23	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Lrrc20	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Katna1	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Hook1	14.666667	0	0	0	100	120	0	0	0	0	0	0	0	0	0	0	0
Fam53c	14.666667	0	0	0	0	0	0	117	0	0	0	0	0	103	0	0	0
Carmil2	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
BC051142	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Ak5	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Adss	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
A630023A22Rik	14.666667	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Wdr33	14.6	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Tspan10	14.6	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Tmem161a	14.6	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Spata45	14.6	0	0	0	0	0	0	110	0	0	0	0	0	109	0	0	0
Nrp1	14.6	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Lonp2	14.6	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Klk1	14.6	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Il20ra	14.6	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Hk3	14.6	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Gstm6	14.6	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Flvcr1	14.6	0	0	0	0	0	0	110	0	0	0	0	0	109	0	0	0
Arhgap19	14.6	0	0	0	0	0	0	73	0	0	0	0	146	0	0	0	0
Acsm3	14.6	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Zfr	14.533333	0	0	0	0	0	0	138	0	0	0	0	0	80	0	0	0
Polr2c	14.533333	0	0	0	0	0	0	122	0	0	0	0	0	96	0	0	0
Mid2	14.533333	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0
Mad2l2	14.533333	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0
Lrrc72	14.533333	0	0	0	0	0	0	158	0	0	0	0	60	0	0	0	0
Gp9	14.533333	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0
Gm7072	14.533333	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0
Fam13a	14.533333	0	0	0	0	0	0	0	103	115	0	0	0	0	0	0	0
Egfr	14.533333	0	0	0	0	95	0	0	0	0	0	123	0	0	0	0	0
Dnajc10	14.533333	0	0	0	0	0	0	121	0	0	0	0	0	97	0	0	0
5430403G16Rik	14.533333	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0
Trpv5	14.466667	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Tatdn1	14.466667	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0
Slc35f6	14.466667	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0
Sla2	14.466667	0	0	0	0	0	0	141	0	0	0	0	0	76	0	0	0
Pdgfa	14.466667	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0
Ndufb9	14.466667	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0
Mau2	14.466667	0	0	0	0	0	0	82	0	135	0	0	0	0	0	0	0
Llcfc1	14.466667	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Il17rc	14.466667	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Ddx17	14.466667	0	0	0	0	111	0	106	0	0	0	0	0	0	0	0	0
Cnih2	14.466667	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0
Antkmt	14.466667	0	0	0	0	0	0	113	0	0	0	0	0	104	0	0	0
Accsl	14.466667	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0
Snf8	14.4	0	0	0	0	0	0	127	0	0	0	0	0	89	0	0	0
Smug1	14.4	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0
Mgmt	14.4	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0
Map3k15	14.4	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
H2-Oa	14.4	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
Clip4	14.4	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0
Cdk10	14.4	0	0	0	0	0	0	118	0	0	0	0	0	98	0	0	0
C1qtnf2	14.4	0	0	0	0	0	0	89	0	0	0	0	0	127	0	0	0
Bmyc	14.4	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0
Zfp568	14.333333	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Tfam	14.333333	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Stk26	14.333333	0	0	0	0	106	0	109	0	0	0	0	0	0	0	0	0
Pcdh19	14.333333	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Ncdn	14.333333	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Mcmdc2	14.333333	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Hipk3	14.333333	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Esm1	14.333333	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Arhgap28	14.333333	0	0	0	0	0	0	0	0	0	0	132	83	0	0	0	0
Abcb11	14.333333	0	0	0	0	0	0	0	124	91	0	0	0	0	0	0	0
AU040320	14.333333	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Xrn1	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Srxn1	14.266667	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0
Slc35e3	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Polr3f	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Paip1	14.266667	0	0	95	119	0	0	0	0	0	0	0	0	0	0	0	0
Naprt	14.266667	0	0	0	0	90	0	0	0	124	0	0	0	0	0	0	0
Lrrc57	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Iqsec1	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Haus2	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Gon4l	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Gm5141	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Dzank1	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Ccdc171	14.266667	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Asgr2	14.266667	0	0	0	0	0	0	0	0	0	0	95	119	0	0	0	0
Zfp994	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Tmem141	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Tiprl	14.2	0	0	0	0	0	0	111	0	0	0	0	0	102	0	0	0
Ticrr	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Spag11a	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Slc25a24	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Rrad	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Rnf8	14.2	0	0	0	0	0	0	142	0	0	0	0	0	71	0	0	0
Rnf180	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Riox1	14.2	0	0	0	0	0	0	93	0	0	0	0	0	120	0	0	0
Prrx1	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Pcdhb16	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Pcdhb15	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Neurod4	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Minar1	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Lrp2bp	14.2	0	0	0	0	0	0	101	0	0	0	0	0	112	0	0	0
Ldlrad2	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Jakmip2	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Glra1	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Frmpd1	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Fam166a	14.2	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0
Cops8	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Ccdc183	14.2	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Tprn	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Tnfrsf18	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Tmem150a	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Slc29a2	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Siglec15	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Sall3	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Nono	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Gstm2	14.133333	0	0	0	0	0	0	0	76	136	0	0	0	0	0	0	0
Gja1	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Fgf6	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Dhtkd1	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
D830031N03Rik	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Crb2	14.133333	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Arl5a	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
Aknad1	14.133333	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0
1700016D06Rik	14.133333	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0
Zfp53	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Tlr13	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Sucnr1	14.066667	0	0	0	0	0	0	84	0	0	0	0	0	127	0	0	0
Pofut2	14.066667	0	0	0	0	0	0	84	0	127	0	0	0	0	0	0	0
Parp14	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Nr2c1	14.066667	0	0	0	0	0	0	127	0	0	0	0	0	84	0	0	0
Nek11	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Gas8	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Dbndd1	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Ccdc180	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Aste1	14.066667	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Trap1a	14.0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Tpk1	14.0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0
Tafa3	14.0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Samd8	14.0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0
Rps6ka3	14.0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0
Psma4	14.0	0	0	0	0	0	0	122	0	0	0	0	0	88	0	0	0
Ppm1j	14.0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Lyg1	14.0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0
Eral1	14.0	0	0	0	0	0	0	105	0	0	0	0	0	105	0	0	0
Angpt1	14.0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
