Target_genes	Fosl2|Average	SRX515671|3T3-L1	SRX520195|3T3-L1	SRX17156736|Bone_Marrow_Cells	SRX17156737|Bone_Marrow_Cells	SRX17156738|Bone_Marrow_Cells	SRX17156739|Bone_Marrow_Cells	SRX216284|Embryonic_brains	SRX216285|Embryonic_brains	SRX22541704|Macrophages	SRX22541705|Macrophages	SRX22541706|Macrophages	SRX22541707|Macrophages	SRX1839221|MEF	SRX1839222|MEF	SRX1839223|MEF	SRX1839224|MEF	SRX187213|Th0	SRX187214|Th17_Cells	SRX187215|Th17_Cells	STRING
Lrpprc	17.631579	0	0	0	0	0	0	0	0	129	206	0	0	0	0	0	0	0	0	0	0
Cenpw	17.631579	0	0	0	0	0	0	108	151	0	0	0	0	0	0	0	0	0	0	76	0
Ccl27a	17.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	188	0
Vma21	17.578947	0	0	0	0	0	0	130	0	118	0	0	86	0	0	0	0	0	0	0	0
Stk25	17.578947	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	224	0
Rhbdd1	17.578947	0	0	0	0	0	0	134	200	0	0	0	0	0	0	0	0	0	0	0	0
Nuf2	17.578947	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	178	0
Mtarc2	17.578947	0	0	0	0	0	0	111	0	88	0	0	135	0	0	0	0	0	0	0	0
BC053393	17.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	172	0
Ap3d1	17.578947	0	0	0	0	200	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Zhx2	17.526316	0	0	0	0	119	0	0	0	0	0	0	86	0	0	0	0	0	0	128	0
Smad6	17.526316	0	0	0	0	0	0	0	0	0	123	0	210	0	0	0	0	0	0	0	0
Ptpra	17.526316	0	0	0	0	162	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0
Polq	17.526316	138	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd86	17.526316	0	0	0	0	147	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
Ccn6	17.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	162	0
Ccdc91	17.526316	0	0	0	0	209	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2	17.526316	0	0	0	0	0	0	0	0	85	130	0	0	0	0	0	0	0	0	118	0
Arsj	17.526316	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	127	0	0	0	0
Spic	17.473684	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0
Rtf1	17.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	174	0
Rhobtb2	17.473684	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad50	17.473684	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	137	0
Cdk2ap1	17.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	130	79	0
Tcerg1	17.421053	0	0	0	0	194	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth2r	17.421053	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Oip5	17.421053	0	0	0	0	148	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nusap1	17.421053	0	0	0	0	148	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbfa2t3	17.421053	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf3	17.421053	0	0	0	0	0	0	0	0	0	0	121	210	0	0	0	0	0	0	0	0
Zfp964	17.368421	0	0	0	0	171	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt6	17.368421	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0
Pkd1	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	93	0
Olfr221	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	175	0
Kcnk6	17.368421	0	0	0	0	0	0	0	0	182	0	0	148	0	0	0	0	0	0	0	0
Gm13889	17.368421	0	0	0	0	163	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw10	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	182	0
Aldh3b1	17.368421	0	0	0	0	0	0	105	79	146	0	0	0	0	0	0	0	0	0	0	0
Akap8l	17.368421	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	101	106	0
Abcb9	17.368421	198	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
1500009L16Rik	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	127	0
Zfp692	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	235	0
Taok2	17.315789	0	0	0	0	0	0	0	0	0	128	0	201	0	0	0	0	0	0	0	0
Spata48	17.315789	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	161	0
Ppa1	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	199	0
Pdlim4	17.315789	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0
Myl2	17.315789	0	0	0	0	0	0	0	0	165	0	0	164	0	0	0	0	0	0	0	0
Rwdd2a	17.263158	0	0	0	0	206	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm3	17.263158	0	0	0	0	206	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl4	17.263158	0	0	0	0	0	0	0	0	128	102	0	98	0	0	0	0	0	0	0	0
Morf4l2	17.263158	83	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	141	0	0
Hnf1b	17.263158	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0
Bdkrb1	17.263158	0	128	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
2810408A11Rik	17.263158	0	0	0	0	0	0	0	0	128	102	0	98	0	0	0	0	0	0	0	0
Serpina12	17.210526	0	0	0	0	165	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsd1	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	166	0
Mrpl28	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	204	0
Mfsd5	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	164	0
Max	17.210526	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	195	0
Kcne3	17.210526	0	0	0	0	0	0	0	0	0	182	0	145	0	0	0	0	0	0	0	0
Caprin1	17.210526	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	151	0	0
Atp6ap1	17.210526	0	0	0	0	0	0	0	0	0	127	0	200	0	0	0	0	0	0	0	0
Aadacl2	17.210526	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0
4931406B18Rik	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	125	0
Usp32	17.157895	0	0	0	0	0	0	0	0	83	149	0	94	0	0	0	0	0	0	0	0
Tnrc6c	17.157895	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	204	0
Tlr13	17.157895	0	0	0	0	0	0	0	0	0	106	0	220	0	0	0	0	0	0	0	0
Tbccd1	17.157895	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	182	0
Gm13288	17.157895	0	0	0	0	0	0	0	101	108	117	0	0	0	0	0	0	0	0	0	0
Dnajb11	17.157895	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	182	0
Acmsd	17.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	192	0
Zmym2	17.105263	0	0	0	0	0	0	0	101	0	0	0	80	0	0	0	0	0	0	144	0
Tnc	17.105263	0	0	0	0	177	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Siah3	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	212	0
Pon3	17.105263	0	0	0	0	163	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Nsun7	17.105263	0	0	0	0	173	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmrk2	17.105263	0	0	0	0	190	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	17.105263	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	133	0	0	0	0
Me1	17.105263	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	201	0	0	0	0
Gm7932	17.105263	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	142	0	0
Ccnd2	17.105263	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	194	0
Xrn2	17.052632	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	167	0
Tpr	17.052632	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	148	0	0	0	0
Taf13	17.052632	0	0	0	0	0	0	120	0	93	0	0	111	0	0	0	0	0	0	0	0
Slc12a1	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	201	0
Psme4	17.052632	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	167	0	0	0	0
Psma1	17.052632	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	69	124	0
Pacsin3	17.052632	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	164	0	0	0	0
Olfr267	17.052632	0	0	0	0	202	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odr4	17.052632	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	148	0	0	0	0
Nck1	17.052632	0	0	0	0	0	0	0	198	126	0	0	0	0	0	0	0	0	0	0	0
Gm3327	17.052632	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etnk1	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	172	0
Cactin	17.052632	0	0	0	0	0	0	0	0	0	151	0	173	0	0	0	0	0	0	0	0
Xcl1	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	178	0
Upf3a	17.0	0	0	0	0	0	0	117	206	0	0	0	0	0	0	0	0	0	0	0	0
Tsen34	17.0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	158	0
Tmem210	17.0	0	0	0	0	0	0	172	151	0	0	0	0	0	0	0	0	0	0	0	0
Runx3	17.0	189	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat7	17.0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	158	0
Lyrm4	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	180	0
Lrrc26	17.0	0	0	0	0	0	0	172	151	0	0	0	0	0	0	0	0	0	0	0	0
Izumo1	17.0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr2a	17.0	0	0	0	0	0	0	0	0	208	115	0	0	0	0	0	0	0	0	0	0
Fars2	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	180	0
Ephb3	17.0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd2	17.0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	211	0
Asb17	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	167	0
Upf3b	16.947368	0	0	0	0	0	0	0	0	176	0	0	146	0	0	0	0	0	0	0	0
Spata1	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	179	0
Gng5	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	179	0
Dbp	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	203	0
Cog7	16.947368	0	0	0	0	0	0	0	0	150	0	0	172	0	0	0	0	0	0	0	0
Cebpa	16.947368	0	0	0	0	0	0	0	0	165	157	0	0	0	0	0	0	0	0	0	0
Cdkn2c	16.947368	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car11	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	203	0
Vsig10l	16.894737	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	157	0
Trpm4	16.894737	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	84	0
Scp2	16.894737	0	0	0	0	0	0	0	0	84	0	0	113	0	0	0	0	0	0	124	0
Rnf113a2	16.894737	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	165	0
Rftn1	16.894737	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	160	0
Ormdl3	16.894737	0	0	0	0	0	0	185	136	0	0	0	0	0	0	0	0	0	0	0	0
Gpr150	16.894737	0	0	0	0	143	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0
Dhx34	16.894737	0	0	0	0	211	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0
Ddhd2	16.894737	0	0	0	0	0	0	0	0	179	0	0	142	0	0	0	0	0	0	0	0
Aspg	16.894737	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	146	0
Tor1b	16.842105	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	109	0
Slc38a4	16.842105	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0
Recql4	16.842105	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	167	0	0	0	0
Lrrc14	16.842105	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	167	0	0	0	0
Cstf3	16.842105	0	0	0	0	0	0	69	156	0	0	0	0	0	0	0	0	0	0	95	0
Adam23	16.842105	0	0	0	0	119	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgdr2	16.789474	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Parp9	16.789474	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	132	0
Olfr688	16.789474	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea10	16.789474	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Id2	16.789474	0	0	0	0	0	0	178	141	0	0	0	0	0	0	0	0	0	0	0	0
Gm7244	16.789474	0	0	0	0	0	93	0	0	0	0	0	0	226	0	0	0	0	0	0	0
Ear4	16.789474	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear14	16.789474	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3l	16.789474	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	132	0
Ang2	16.789474	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr5	16.736842	0	0	0	0	147	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf13c	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0
Rpl5	16.736842	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Pou6f1	16.736842	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Elf5	16.736842	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0
Disc1	16.736842	0	0	0	0	0	0	0	0	0	175	0	143	0	0	0	0	0	0	0	0
Csmd3	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	178	0
B3galt4	16.736842	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	120	0
Adgrb1	16.736842	0	0	0	0	0	0	81	237	0	0	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	16.736842	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	184	0
Pdgfb	16.684211	0	0	0	0	0	0	0	0	156	161	0	0	0	0	0	0	0	0	0	0
Mcat	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0
Lrch4	16.684211	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	88	0
Krba1	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	193	0
Gtpbp10	16.684211	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	129	0	0
Gng2	16.684211	0	0	0	0	0	0	0	0	111	87	0	0	0	0	0	0	0	119	0	0
Cxcl9	16.684211	173	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
Chmp2b	16.684211	0	0	0	0	0	0	168	0	0	0	0	0	0	149	0	0	0	0	0	0
Chdh	16.684211	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	160	0
Tomm20l	16.631579	0	0	0	0	0	0	0	188	0	0	0	128	0	0	0	0	0	0	0	0
Tmem59l	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0
Nedd4l	16.631579	0	0	0	0	119	79	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Marchf5	16.631579	0	0	0	0	137	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
Magi2	16.631579	0	0	0	0	0	0	156	0	0	0	0	0	0	160	0	0	0	0	0	0
Gsk3a	16.631579	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	109	98	0
Gpd1l	16.631579	164	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Gm17660	16.631579	0	0	0	0	172	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctxn2	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	168	0
Crlf1	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0
Usp48	16.578947	0	0	0	0	0	0	107	208	0	0	0	0	0	0	0	0	0	0	0	0
Smyd3	16.578947	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Pde6g	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	210	0
Oxld1	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	210	0
Nsmaf	16.578947	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	73	0	0	113	0
H3f3a	16.578947	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0
Galntl5	16.578947	0	0	0	0	170	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads2	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0
Cer1	16.578947	0	0	0	0	163	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc137	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	210	0
Ubtf	16.526316	0	0	0	0	0	0	0	0	0	130	0	184	0	0	0	0	0	0	0	0
Trib3	16.526316	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Tmem252	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	201	0
Polr3e	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	183	0
Pold2	16.526316	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	175	0
Plxna4	16.526316	0	0	0	0	166	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gper1	16.526316	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep78	16.526316	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	85	0
Zfp810	16.473684	0	0	0	0	125	99	0	89	0	0	0	0	0	0	0	0	0	0	0	0
Usp31	16.473684	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	173	0
Ulk4	16.473684	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tom1l1	16.473684	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	161	0	0	0	0
Tmprss11b	16.473684	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc24	16.473684	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	205	0
Fbxl4	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	118	0
Cyp27a1	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0
C030006K11Rik	16.473684	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	205	0
Ankrd63	16.473684	0	0	0	0	0	0	0	0	133	180	0	0	0	0	0	0	0	0	0	0
Zdhhc7	16.421053	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	178	0
Srp54a	16.421053	0	0	0	0	0	0	0	0	0	117	0	119	0	0	0	0	0	0	76	0
Prpf40a	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	193	0
Phyhipl	16.421053	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1416	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	167	0
L3mbtl2	16.421053	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-y	16.421053	0	0	0	0	153	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip6	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	193	0
Alox12e	16.421053	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufc1	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	182	0
Trim29	16.368421	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	192	0	0	0
Rps2	16.368421	0	0	0	0	0	0	0	0	89	75	0	147	0	0	0	0	0	0	0	0
Rnf151	16.368421	0	0	0	0	0	0	0	0	89	75	0	147	0	0	0	0	0	0	0	0
Rce1	16.368421	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	110	0
Ppp1r7	16.368421	0	0	0	0	0	0	0	0	156	155	0	0	0	0	0	0	0	0	0	0
Pla2g4e	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	105	0
Pask	16.368421	0	0	0	0	0	0	0	0	156	155	0	0	0	0	0	0	0	0	0	0
Ndufb10	16.368421	0	0	0	0	0	0	0	0	89	75	0	147	0	0	0	0	0	0	0	0
Ncdn	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	150	0
Lrp10	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	101	0	0
Lnpk	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	209	0
Ghrl	16.368421	0	0	0	0	0	0	0	0	109	0	0	202	0	0	0	0	0	0	0	0
Cep85l	16.368421	0	0	0	0	0	0	0	205	0	0	0	0	0	106	0	0	0	0	0	0
AU040320	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	150	0
Lrrn3	16.315789	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
Lrpap1	16.315789	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0
Large2	16.315789	0	0	0	0	0	0	0	0	188	122	0	0	0	0	0	0	0	0	0	0
Gsc2	16.315789	0	0	0	0	178	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx2	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0
Faap100	16.315789	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	220	0
Ess2	16.315789	0	0	0	0	178	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx1	16.315789	0	0	0	0	0	0	204	0	0	0	0	0	106	0	0	0	0	0	0	0
Ddb2	16.315789	0	0	0	0	152	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0
Zfp787	16.263158	0	0	0	0	127	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Zfp750	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	162	0
Ufsp1	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	194	0
Nr1h4	16.263158	0	0	0	0	0	0	108	201	0	0	0	0	0	0	0	0	0	0	0	0
Nod2	16.263158	0	0	0	0	0	0	0	113	71	0	0	125	0	0	0	0	0	0	0	0
Med18	16.263158	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	155	0	0
Lce1m	16.263158	0	0	0	0	0	0	169	140	0	0	0	0	0	0	0	0	0	0	0	0
Gm13286	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	155	0
Gm13271	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	155	0
Gm10639	16.263158	0	0	0	0	0	0	145	164	0	0	0	0	0	0	0	0	0	0	0	0
Echdc1	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	142	0
Dek	16.263158	0	0	0	0	0	0	0	0	107	0	0	111	0	0	0	0	0	0	91	0
Cep295	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	165	0
Zfp949	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	157	0	0	0	0
Ulk2	16.210526	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	139	0
Tac1	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	76	141	0	91	0	0	0	0
Rps19bp1	16.210526	0	0	0	0	0	0	0	0	0	131	0	82	0	0	0	0	0	95	0	0
Ptgfrn	16.210526	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp4	16.210526	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	109	0
Il12b	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	174	0
Gusb	16.210526	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0
Eid1	16.210526	0	0	0	0	0	0	0	117	0	70	0	121	0	0	0	0	0	0	0	0
Vwf	16.157895	0	0	0	0	172	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc13d	16.157895	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem139	16.157895	120	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Smg8	16.157895	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	184	0	0
Npr1	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	176	0
Mylip	16.157895	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0
Mamld1	16.157895	0	0	0	0	162	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gls2	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	156	0
Csta1	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	201	0
Cldn20	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	152	155	0	0	0	0	0	0
Casp2	16.157895	120	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Zfp968	16.105263	199	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp967	16.105263	199	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
