ligand	receptor
Glu-SLC1A2_GLS	GRM3
Glu-SLC1A3_GLS	GRM3
Glu-SLC1A6_GLS	GRM3
Glu-SLC1A7_GLS	GRM3
Glu-SLC17A6_GLS2	GRM3
Glu-SLC17A7_GLS2	GRM3
Glu-SLC17A8_GLS2	GRM3
Glu-SLC1A1_GLS2	GRM3
Glu-SLC1A2_GLS2	GRM3
Glu-SLC1A3_GLS2	GRM3
Glu-SLC1A6_GLS2	GRM3
Glu-SLC1A7_GLS2	GRM3
Glu-SLC17A6_GLS	GRM4
Glu-SLC17A7_GLS	GRM4
Glu-SLC17A8_GLS	GRM4
Glu-SLC1A1_GLS	GRM4
Glu-SLC1A2_GLS	GRM4
Glu-SLC1A3_GLS	GRM4
Glu-SLC1A6_GLS	GRM4
Glu-SLC1A7_GLS	GRM4
Glu-SLC17A6_GLS2	GRM4
Glu-SLC17A7_GLS2	GRM4
Glu-SLC17A8_GLS2	GRM4
Glu-SLC1A1_GLS2	GRM4
Glu-SLC1A2_GLS2	GRM4
Glu-SLC1A3_GLS2	GRM4
Glu-SLC1A6_GLS2	GRM4
Glu-SLC1A7_GLS2	GRM4
Glu-SLC17A6_GLS	GRM5
Glu-SLC17A7_GLS	GRM5
Glu-SLC17A8_GLS	GRM5
Glu-SLC1A1_GLS	GRM5
Glu-SLC1A2_GLS	GRM5
Glu-SLC1A3_GLS	GRM5
Glu-SLC1A6_GLS	GRM5
Glu-SLC1A7_GLS	GRM5
Glu-SLC17A6_GLS2	GRM5
Glu-SLC17A7_GLS2	GRM5
Glu-SLC17A8_GLS2	GRM5
Glu-SLC1A1_GLS2	GRM5
Glu-SLC1A2_GLS2	GRM5
Glu-SLC1A3_GLS2	GRM5
Glu-SLC1A6_GLS2	GRM5
Glu-SLC1A7_GLS2	GRM5
Glu-SLC17A6_GLS	GRM6
Glu-SLC17A7_GLS	GRM6
Glu-SLC17A8_GLS	GRM6
Glu-SLC1A1_GLS	GRM6
Glu-SLC1A2_GLS	GRM6
Glu-SLC1A3_GLS	GRM6
Glu-SLC1A6_GLS	GRM6
Glu-SLC1A7_GLS	GRM6
Glu-SLC17A6_GLS2	GRM6
Glu-SLC17A7_GLS2	GRM6
Glu-SLC17A8_GLS2	GRM6
Glu-SLC1A1_GLS2	GRM6
Glu-SLC1A2_GLS2	GRM6
Glu-SLC1A3_GLS2	GRM6
Glu-SLC1A6_GLS2	GRM6
Glu-SLC1A7_GLS2	GRM6
Glu-SLC17A6_GLS	GRM7
Glu-SLC17A7_GLS	GRM7
Glu-SLC17A8_GLS	GRM7
Glu-SLC1A1_GLS	GRM7
Glu-SLC1A2_GLS	GRM7
Glu-SLC1A3_GLS	GRM7
Glu-SLC1A6_GLS	GRM7
Glu-SLC1A7_GLS	GRM7
Glu-SLC17A6_GLS2	GRM7
Glu-SLC17A7_GLS2	GRM7
Glu-SLC17A8_GLS2	GRM7
Glu-SLC1A1_GLS2	GRM7
Glu-SLC1A2_GLS2	GRM7
Glu-SLC1A3_GLS2	GRM7
Glu-SLC1A6_GLS2	GRM7
Glu-SLC1A7_GLS2	GRM7
Glu-SLC17A6_GLS	GRM8
Glu-SLC17A7_GLS	GRM8
Glu-SLC17A8_GLS	GRM8
Glu-SLC1A1_GLS	GRM8
Glu-SLC1A2_GLS	GRM8
Glu-SLC1A3_GLS	GRM8
Glu-SLC1A6_GLS	GRM8
Glu-SLC1A7_GLS	GRM8
Glu-SLC17A6_GLS2	GRM8
Glu-SLC17A7_GLS2	GRM8
Glu-SLC17A8_GLS2	GRM8
Glu-SLC1A1_GLS2	GRM8
Glu-SLC1A2_GLS2	GRM8
Glu-SLC1A3_GLS2	GRM8
Glu-SLC1A6_GLS2	GRM8
Glu-SLC1A7_GLS2	GRM8
Hist-HDC	HRH1
Hist-HDC	HRH2
Hist-HDC	HRH3
Hist-HDC	HRH4
5-HT-TPH1_SLC18A1	HTR1A
5-HT-TPH1_SLC18A2	HTR1A
5-HT-TPH1_SLC6A4	HTR1A
5-HT-TPH2_SLC18A1	HTR1A
5-HT-TPH2_SLC18A2	HTR1A
5-HT-TPH2_SLC6A4	HTR1A
5-HT-TPH1_SLC18A1	HTR1B
5-HT-TPH1_SLC18A2	HTR1B
5-HT-TPH1_SLC6A4	HTR1B
5-HT-TPH2_SLC18A1	HTR1B
5-HT-TPH2_SLC18A2	HTR1B
5-HT-TPH2_SLC6A4	HTR1B
5-HT-TPH1_SLC18A1	HTR1D
5-HT-TPH1_SLC18A2	HTR1D
5-HT-TPH1_SLC6A4	HTR1D
5-HT-TPH2_SLC18A1	HTR1D
5-HT-TPH2_SLC18A2	HTR1D
5-HT-TPH2_SLC6A4	HTR1D
5-HT-TPH1_SLC18A1	HTR1E
5-HT-TPH1_SLC18A2	HTR1E
5-HT-TPH1_SLC6A4	HTR1E
5-HT-TPH2_SLC18A1	HTR1E
5-HT-TPH2_SLC18A2	HTR1E
5-HT-TPH2_SLC6A4	HTR1E
5-HT-TPH1_SLC18A1	HTR1F
5-HT-TPH1_SLC18A2	HTR1F
5-HT-TPH1_SLC6A4	HTR1F
5-HT-TPH2_SLC18A1	HTR1F
5-HT-TPH2_SLC18A2	HTR1F
5-HT-TPH2_SLC6A4	HTR1F
5-HT-TPH1_SLC18A1	HTR2A
5-HT-TPH1_SLC18A2	HTR2A
5-HT-TPH1_SLC6A4	HTR2A
5-HT-TPH2_SLC18A1	HTR2A
5-HT-TPH2_SLC18A2	HTR2A
5-HT-TPH2_SLC6A4	HTR2A
5-HT-TPH1_SLC18A1	HTR2B
5-HT-TPH1_SLC18A2	HTR2B
5-HT-TPH1_SLC6A4	HTR2B
5-HT-TPH2_SLC18A1	HTR2B
5-HT-TPH2_SLC18A2	HTR2B
5-HT-TPH2_SLC6A4	HTR2B
5-HT-TPH1_SLC18A1	HTR2C
5-HT-TPH1_SLC18A2	HTR2C
5-HT-TPH1_SLC6A4	HTR2C
5-HT-TPH2_SLC18A1	HTR2C
5-HT-TPH2_SLC18A2	HTR2C
5-HT-TPH2_SLC6A4	HTR2C
5-HT-TPH1_SLC18A1	HTR4
5-HT-TPH1_SLC18A2	HTR4
5-HT-TPH1_SLC6A4	HTR4
5-HT-TPH2_SLC18A1	HTR4
5-HT-TPH2_SLC18A2	HTR4
5-HT-TPH2_SLC6A4	HTR4
5-HT-TPH1_SLC18A1	HTR5A
5-HT-TPH1_SLC18A2	HTR5A
5-HT-TPH1_SLC6A4	HTR5A
5-HT-TPH2_SLC18A1	HTR5A
5-HT-TPH2_SLC18A2	HTR5A
5-HT-TPH2_SLC6A4	HTR5A
5-HT-TPH1_SLC18A1	HTR6
5-HT-TPH1_SLC18A2	HTR6
5-HT-TPH1_SLC6A4	HTR6
5-HT-TPH2_SLC18A1	HTR6
5-HT-TPH2_SLC18A2	HTR6
5-HT-TPH2_SLC6A4	HTR6
5-HT-TPH1_SLC18A1	HTR7
5-HT-TPH1_SLC18A2	HTR7
5-HT-TPH1_SLC6A4	HTR7
5-HT-TPH2_SLC18A1	HTR7
5-HT-TPH2_SLC18A2	HTR7
5-HT-TPH2_SLC6A4	HTR7
LRFN4	PTPRD
LRFN4	PTPRF
LRFN4	PTPRS
LRFN5	PTPRD
LRFN5	PTPRF
LRFN5	PTPRS
LRRC4B	PTPRD
LRRC4B	PTPRS
LRRC4C	PTPRF
NRXN1	LRRTM1
NRXN2	LRRTM1
NRXN3	LRRTM1
NRXN1	LRRTM2
NRXN2	LRRTM2
NRXN3	LRRTM2
NRXN1	LRRTM3
NRXN2	LRRTM3
NRXN3	LRRTM3
NRXN1	LRRTM4
NRXN2	LRRTM4
NRXN3	LRRTM4
PTPRS	LRRTM4
LTB4-LTA4H	LTB4R
LTB4-LTA4H	LTB4R2
GRP	NMBR
PTPRS	NTRK3
b-Endorphin-POMC	OPRD1
b-Endorphin-POMC	OPRM1
b-Endorphin-POMC	OPRK1
PNOC	OPRL1
PGD2-PTGDS	PTGDR
PGD2-PTGDS	PTGDR2
PGE2-PTGES	PTGER1
PGE2-PTGES2	PTGER1
PGE2-PTGES3	PTGER1
PGE2-PTGES	PTGER2
PGE2-PTGES2	PTGER2
PGE2-PTGES3	PTGER2
PGE2-PTGES	PTGER3
PGE2-PTGES2	PTGER3
PGE2-PTGES3	PTGER3
PGE2-PTGES	PTGER4
PGE2-PTGES2	PTGER4
PGE2-PTGES3	PTGER4
PGD2-AKR1C3	PTGFR
PGF2a-CBR1	PTGFR
PGF2a-PRXL2B	PTGFR
PGI2-PTGIS	PTGIR
VIP	SCTR
SLITRK1	PTPRD
SLITRK1	PTPRS
SLITRK2	PTPRD
SLITRK2	PTPRS
SLITRK3	PTPRD
SLITRK4	PTPRS
SLITRK5	PTPRS
SLITRK6	PTPRS
TXA2-TBXAS1	TBXA2R
Glu-SLC17A6_GLS	GRIK1_GRIK4
Glu-SLC17A6_GLS	GRIK2_GRIK4
Glu-SLC17A6_GLS	GRIK3_GRIK4
Glu-SLC17A6_GLS	GRIK1_GRIK5
Glu-SLC17A6_GLS	GRIK2_GRIK5
Glu-SLC17A6_GLS	GRIK3_GRIK5
Glu-SLC17A6_GLS	GRIN1_GRIN2A
Glu-SLC17A6_GLS	GRIN1_GRIN2B
Glu-SLC17A6_GLS	GRIN1_GRIN2C
Glu-SLC17A6_GLS	GRIN1_GRIN2D
Glu-SLC17A7_GLS	GRIK1_GRIK4
Glu-SLC17A7_GLS	GRIK2_GRIK4
Glu-SLC17A7_GLS	GRIK3_GRIK4
Glu-SLC17A7_GLS	GRIK1_GRIK5
Glu-SLC17A7_GLS	GRIK2_GRIK5
Glu-SLC17A7_GLS	GRIK3_GRIK5
Glu-SLC17A7_GLS	GRIN1_GRIN2A
Glu-SLC17A7_GLS	GRIN1_GRIN2B
Glu-SLC17A7_GLS	GRIN1_GRIN2C
Glu-SLC17A7_GLS	GRIN1_GRIN2D
Glu-SLC17A8_GLS	GRIK1_GRIK4
Glu-SLC17A8_GLS	GRIK2_GRIK4
Glu-SLC17A8_GLS	GRIK3_GRIK4
Glu-SLC17A8_GLS	GRIK1_GRIK5
Glu-SLC17A8_GLS	GRIK2_GRIK5
Glu-SLC17A8_GLS	GRIK3_GRIK5
Glu-SLC17A8_GLS	GRIN1_GRIN2A
Glu-SLC17A8_GLS	GRIN1_GRIN2B
Glu-SLC17A8_GLS	GRIN1_GRIN2C
Glu-SLC17A8_GLS	GRIN1_GRIN2D
Glu-SLC1A1_GLS	GRIK1_GRIK4
Glu-SLC1A1_GLS	GRIK2_GRIK4
Glu-SLC1A1_GLS	GRIK3_GRIK4
Glu-SLC1A1_GLS	GRIK1_GRIK5
Glu-SLC1A1_GLS	GRIK2_GRIK5
Glu-SLC1A1_GLS	GRIK3_GRIK5
Glu-SLC1A1_GLS	GRIN1_GRIN2A
Glu-SLC1A1_GLS	GRIN1_GRIN2B
Glu-SLC1A1_GLS	GRIN1_GRIN2C
Glu-SLC1A1_GLS	GRIN1_GRIN2D
Glu-SLC1A2_GLS	GRIK1_GRIK4
Glu-SLC1A2_GLS	GRIK2_GRIK4
Glu-SLC1A2_GLS	GRIK3_GRIK4
Glu-SLC1A2_GLS	GRIK1_GRIK5
Glu-SLC1A2_GLS	GRIK2_GRIK5
Glu-SLC1A2_GLS	GRIK3_GRIK5
Glu-SLC1A2_GLS	GRIN1_GRIN2A
Glu-SLC1A2_GLS	GRIN1_GRIN2B
Glu-SLC1A2_GLS	GRIN1_GRIN2C
Glu-SLC1A2_GLS	GRIN1_GRIN2D
Glu-SLC1A3_GLS	GRIK1_GRIK4
Glu-SLC1A3_GLS	GRIK2_GRIK4
Glu-SLC1A3_GLS	GRIK3_GRIK4
Glu-SLC1A3_GLS	GRIK1_GRIK5
Glu-SLC1A3_GLS	GRIK2_GRIK5
Glu-SLC1A3_GLS	GRIK3_GRIK5
Glu-SLC1A3_GLS	GRIN1_GRIN2A
Glu-SLC1A3_GLS	GRIN1_GRIN2B
Glu-SLC1A3_GLS	GRIN1_GRIN2C
Glu-SLC1A3_GLS	GRIN1_GRIN2D
Glu-SLC1A6_GLS	GRIK1_GRIK4
Glu-SLC1A6_GLS	GRIK2_GRIK4
Glu-SLC1A6_GLS	GRIK3_GRIK4
Glu-SLC1A6_GLS	GRIK1_GRIK5
Glu-SLC1A6_GLS	GRIK2_GRIK5
Glu-SLC1A6_GLS	GRIK3_GRIK5
Glu-SLC1A6_GLS	GRIN1_GRIN2A
Glu-SLC1A6_GLS	GRIN1_GRIN2B
Glu-SLC1A6_GLS	GRIN1_GRIN2C
Glu-SLC1A6_GLS	GRIN1_GRIN2D
Glu-SLC1A7_GLS	GRIK1_GRIK4
Glu-SLC1A7_GLS	GRIK2_GRIK4
Glu-SLC1A7_GLS	GRIK3_GRIK4
Glu-SLC1A7_GLS	GRIK1_GRIK5
Glu-SLC1A7_GLS	GRIK2_GRIK5
Glu-SLC1A7_GLS	GRIK3_GRIK5
Glu-SLC1A7_GLS	GRIN1_GRIN2A
Glu-SLC1A7_GLS	GRIN1_GRIN2B
Glu-SLC1A7_GLS	GRIN1_GRIN2C
Glu-SLC1A7_GLS	GRIN1_GRIN2D
Glu-SLC17A6_GLS2	GRIK1_GRIK4
Glu-SLC17A6_GLS2	GRIK2_GRIK4
Glu-SLC17A6_GLS2	GRIK3_GRIK4
Glu-SLC17A6_GLS2	GRIK1_GRIK5
Glu-SLC17A6_GLS2	GRIK2_GRIK5
Glu-SLC17A6_GLS2	GRIK3_GRIK5
Glu-SLC17A6_GLS2	GRIN1_GRIN2A
Glu-SLC17A6_GLS2	GRIN1_GRIN2B
Glu-SLC17A6_GLS2	GRIN1_GRIN2C
Glu-SLC17A6_GLS2	GRIN1_GRIN2D
Glu-SLC17A7_GLS2	GRIK1_GRIK4
Glu-SLC17A7_GLS2	GRIK2_GRIK4
Glu-SLC17A7_GLS2	GRIK3_GRIK4
Glu-SLC17A7_GLS2	GRIK1_GRIK5
Glu-SLC17A7_GLS2	GRIK2_GRIK5
Glu-SLC17A7_GLS2	GRIK3_GRIK5
Glu-SLC17A7_GLS2	GRIN1_GRIN2A
Glu-SLC17A7_GLS2	GRIN1_GRIN2B
Glu-SLC17A7_GLS2	GRIN1_GRIN2C
Glu-SLC17A7_GLS2	GRIN1_GRIN2D
Glu-SLC17A8_GLS2	GRIK1_GRIK4
Glu-SLC17A8_GLS2	GRIK2_GRIK4
Glu-SLC17A8_GLS2	GRIK3_GRIK4
Glu-SLC17A8_GLS2	GRIK1_GRIK5
Glu-SLC17A8_GLS2	GRIK2_GRIK5
Glu-SLC17A8_GLS2	GRIK3_GRIK5
Glu-SLC17A8_GLS2	GRIN1_GRIN2A
Glu-SLC17A8_GLS2	GRIN1_GRIN2B
Glu-SLC17A8_GLS2	GRIN1_GRIN2C
Glu-SLC17A8_GLS2	GRIN1_GRIN2D
Glu-SLC1A1_GLS2	GRIK1_GRIK4
Glu-SLC1A1_GLS2	GRIK2_GRIK4
Glu-SLC1A1_GLS2	GRIK3_GRIK4
Glu-SLC1A1_GLS2	GRIK1_GRIK5
Glu-SLC1A1_GLS2	GRIK2_GRIK5
Glu-SLC1A1_GLS2	GRIK3_GRIK5
Glu-SLC1A1_GLS2	GRIN1_GRIN2A
Glu-SLC1A1_GLS2	GRIN1_GRIN2B
Glu-SLC1A1_GLS2	GRIN1_GRIN2C
Glu-SLC1A1_GLS2	GRIN1_GRIN2D
Glu-SLC1A2_GLS2	GRIK1_GRIK4
Glu-SLC1A2_GLS2	GRIK2_GRIK4
Glu-SLC1A2_GLS2	GRIK3_GRIK4
Glu-SLC1A2_GLS2	GRIK1_GRIK5
Glu-SLC1A2_GLS2	GRIK2_GRIK5
Glu-SLC1A2_GLS2	GRIK3_GRIK5
Glu-SLC1A2_GLS2	GRIN1_GRIN2A
Glu-SLC1A2_GLS2	GRIN1_GRIN2B
Glu-SLC1A2_GLS2	GRIN1_GRIN2C
Glu-SLC1A2_GLS2	GRIN1_GRIN2D
Glu-SLC1A3_GLS2	GRIK1_GRIK4
Glu-SLC1A3_GLS2	GRIK2_GRIK4
Glu-SLC1A3_GLS2	GRIK3_GRIK4
Glu-SLC1A3_GLS2	GRIK1_GRIK5
Glu-SLC1A3_GLS2	GRIK2_GRIK5
Glu-SLC1A3_GLS2	GRIK3_GRIK5
Glu-SLC1A3_GLS2	GRIN1_GRIN2A
Glu-SLC1A3_GLS2	GRIN1_GRIN2B
Glu-SLC1A3_GLS2	GRIN1_GRIN2C
Glu-SLC1A3_GLS2	GRIN1_GRIN2D
Glu-SLC1A6_GLS2	GRIK1_GRIK4
Glu-SLC1A6_GLS2	GRIK2_GRIK4
Glu-SLC1A6_GLS2	GRIK3_GRIK4
Glu-SLC1A6_GLS2	GRIK1_GRIK5
Glu-SLC1A6_GLS2	GRIK2_GRIK5
Glu-SLC1A6_GLS2	GRIK3_GRIK5
Glu-SLC1A6_GLS2	GRIN1_GRIN2A
Glu-SLC1A6_GLS2	GRIN1_GRIN2B
Glu-SLC1A6_GLS2	GRIN1_GRIN2C
Glu-SLC1A6_GLS2	GRIN1_GRIN2D
Glu-SLC1A7_GLS2	GRIK1_GRIK4
Glu-SLC1A7_GLS2	GRIK2_GRIK4
Glu-SLC1A7_GLS2	GRIK3_GRIK4
Glu-SLC1A7_GLS2	GRIK1_GRIK5
Glu-SLC1A7_GLS2	GRIK2_GRIK5
Glu-SLC1A7_GLS2	GRIK3_GRIK5
Glu-SLC1A7_GLS2	GRIN1_GRIN2A
Glu-SLC1A7_GLS2	GRIN1_GRIN2B
Glu-SLC1A7_GLS2	GRIN1_GRIN2C
Glu-SLC1A7_GLS2	GRIN1_GRIN2D
12oxoLTB4-PTGR1	LTB4R
12oxoLTB4-PTGR1	LTB4R2
22HC-CYP11A1	NR1H4
22HC-CYP3A4	NR1H4
2AG-DAGLA	CNR1
2AG-DAGLA	CNR2
2AG-DAGLA	GPR55
2AG-DAGLB	CNR1
2AG-DAGLB	CNR2
2AG-DAGLB	GPR55
5alphaP-DHRS9	PGR
APP	SORL1
APP	TNFRSF21
APP	TREM2_TYROBP
ADORA3	ENTPD1
Aldo-CYP11B2	NR3C1
Aldo-CYP11B2	NR3C2
Androstenedione-CYP17A1	AR
Androsterone-HSD17B6	NR1H4
APOA1	ABCA1
APOA1	CUBN_AMN
APOA1	TREM2_TYROBP
APOA2	TREM2_TYROBP
APOB	APOBR
APOB	TREM2_TYROBP
APOE	TREM2_TYROBP
RA-ALDH1A1	RARA_CRABP2
RA-ALDH1A1	RARA_RXRA_CRABP2
RA-ALDH1A1	RARB_CRABP2
RA-ALDH1A1	RARB_RXRB_CRABP2
RA-ALDH1A1	RARG_CRABP2
RA-ALDH1A1	RARG_RXRG_CRABP2
RA-ALDH1A1	RXRA_CRABP2
RA-ALDH1A1	RXRB_CRABP2
RA-ALDH1A1	RXRG_CRABP2
RA-ALDH1A1	RORB
RA-ALDH1A2	RARA_CRABP2
RA-ALDH1A2	RARA_RXRA_CRABP2
RA-ALDH1A2	RARB_CRABP2
RA-ALDH1A2	RARB_RXRB_CRABP2
RA-ALDH1A2	RARG_CRABP2
RA-ALDH1A2	RARG_RXRG_CRABP2
RA-ALDH1A2	RXRA_CRABP2
RA-ALDH1A2	RXRB_CRABP2
RA-ALDH1A2	RXRG_CRABP2
RA-ALDH1A2	RORB
RA-ALDH1A3	RARA_CRABP2
RA-ALDH1A3	RARA_RXRA_CRABP2
RA-ALDH1A3	RARB_CRABP2
RA-ALDH1A3	RARB_RXRB_CRABP2
RA-ALDH1A3	RARG_CRABP2
RA-ALDH1A3	RARG_RXRG_CRABP2
RA-ALDH1A3	RXRA_CRABP2
RA-ALDH1A3	RXRB_CRABP2
RA-ALDH1A3	RXRG_CRABP2
RA-ALDH1A3	RORB
BDNF	SORT1
BDNF	NGFR
CD160	TNFRSF14
CADM1	NECTIN3
CADM3	CADM1
CADM3	CADM4
CADM3	EPB41L1
CADM3	NECTIN3
Calcitriol-CYP27B1	VDR
CD276	TREML2
CD99	PILRB
CEACAM1	CEACAM6
CEACAM1	CEACAM8
CEACAM5	CEACAM6
CEACAM6	CEACAM6
CEACAM8	CEACAM6
Cholesterol-CEL	RORA
Cholesterol-CEL	RORC
Cholesterol-DHCR24	RORA
Cholesterol-DHCR24	RORC
Cholesterol-DHCR7	RORA
Cholesterol-DHCR7	RORC
Cholesterol-LIPA	RORA
Cholesterol-LIPA	RORC
CNTN1	NOTCH1
CNTN1	NOTCH2
Cort-CYP11B1	NR3C1
Cort-CYP11B1	NR3C2
CRTAM	CADM1
DHEA-STS	ESR1
DHEA-STS	NR1I2
DHEA-STS	PPARA
Desmosterol-DHCR7	NR1H2
Desmosterol-DHCR7	NR1H3
DOC-CYP21A2	NR3C2
DHEAS-SULT1E1	PPARA
DHEAS-SULT1E1	PPARD
DHEAS-SULT1E1	PPARG
DHEAS-SULT2A1	PPARA
DHEAS-SULT2A1	PPARD
DHEAS-SULT2A1	PPARG
DHEAS-SULT2B	PPARA
DHEAS-SULT2B	PPARD
DHEAS-SULT2B	PPARG
DHT-SRD5A1	AR
DHT-SRD5A2	AR
DHT-SRD5A3	AR
E2-CYP19A1	ESR1
E2-CYP19A1	ESR2
E2-CYP19A1	GPER1
E2-CYP19A1	NR1I2
E2-HSD17B1	ESR1
E2-HSD17B1	ESR2
E2-HSD17B1	GPER1
E2-HSD17B1	NR1I2
IGFBP3	TMEM219
LAIR1	LILRB4
LGALS9	BCR_CD45_CD22
LGALS9	P4HB
Melatonin-ASMT	MTNR1A
Melatonin-ASMT	MTNR1B
MICA	NKG2D_HCST
MICB	NKG2D_HCST
AMH	AMHR2_BMPR1B
MMP2	MMP14_ITGAV_ITGB3
NTN1	DCC
NTN1	DSCAM
NTN1	UNC5A
NTN1	UNC5B
NTN1	UNC5C
NTN4	NTRK2
NTN4	UNC5B
NTN4	UNC5D
NTS	SORT1
NRG1	ITGA6_ITGB4
NTF3	NGFR
NTF4	NGFR
CD200	CD200R1
PECAM1	CD177
PECAM1	CD38
PPIA	BSG
Pregnenolone-CYP11A1	NR1I2
PROC	PROCR
Progesterone-HSD3B1	CATSPER1_CATSPERB
Progesterone-HSD3B1	CATSPER1_CATSPERD
Progesterone-HSD3B1	CATSPER2_CATSPERB
Progesterone-HSD3B1	CATSPER2_CATSPERD
Progesterone-HSD3B1	CATSPER3_CATSPERB
Progesterone-HSD3B1	CATSPER3_CATSPERD
Progesterone-HSD3B1	CATSPER4_CATSPERB
Progesterone-HSD3B1	CATSPER4_CATSPERD
PGD2-AKR1C3	PTGDR2
RELN	LRP8
RELN	VLDLR
RAET1E	NKG2D_HCST
ULBP1	NKG2D_HCST
ULBP2	NKG2D_HCST
ULBP3	NKG2D_HCST
RBP4	STRA6
5-HT-DOPA-DDC	HTR1A
5-HT-DOPA-DDC	HTR1B
5-HT-DOPA-DDC	HTR1D
5-HT-DOPA-DDC	HTR1E
5-HT-DOPA-DDC	HTR1F
5-HT-DOPA-DDC	HTR2A
5-HT-DOPA-DDC	HTR2B
5-HT-DOPA-DDC	HTR2C
5-HT-DOPA-DDC	HTR3A
5-HT-DOPA-DDC	HTR3B
5-HT-DOPA-DDC	HTR3C
5-HT-DOPA-DDC	HTR3D
5-HT-DOPA-DDC	HTR3E
5-HT-DOPA-DDC	HTR4
5-HT-DOPA-DDC	HTR5A
5-HT-DOPA-DDC	HTR6
5-HT-DOPA-DDC	HTR7
5-HT-DOPA-DDC	DRD1
5-HT-DOPA-DDC	DRD2
5-HT-DOPA-DDC	DRD3
5-HT-DOPA-DDC	DRD4
5-HT-DOPA-DDC	DRD5
SIRPG	CD47
SLIT1	ROBO1
SLIT2	ROBO1
SLIT2	ROBO2
Testosterone-AKR1D1	AR
Testosterone-HSD17B12	AR
Testosterone-HSD17B3	AR
GPHB5_GPHA2	TSHR
CGA_TSHB	TSHR
T3-DIO3	THRA
T3-DIO3	THRB
TULP1	TYRO3
TULP2	TYRO3
TULP1	AXL
TULP1	MERTK
TUB	MERTK
PROS1	MERTK
PLAU	PLAUR
VCAM1	ITGAD_ITGB2
