	source	target	weight	PMID
31170	Creb1	Gap43	-1	14973073
31171	Creb1	Herpud1	1	14973073
31172	Creb1	Irf7	1	14973073
31173	Creb1	Lgals8	1	14973073
31174	Creb1	Ndufa4	-1	14973073
31175	Creb1	Nkx6-2	1	14973073
31176	Creb1	Pitpnb	1	14973073
31177	Creb1	Pou2af1	1	10843692;18775326
31178	Creb1	Sec63	1	14973073
31179	Creb1	Sqstm1	1	14973073
31180	Creb1	Srpk2	1	14973073
31181	Creb1	Srsf10	1	14973073
31182	Creb1	Tfrc	1	14973073
31183	Creb1	Thbs1	-1	27281481
31184	Creb1	Tom1	1	14973073
31185	Creb1	Zfp36	1	14973073
31186	Creb1	Arg1	1	15465791;15541310;17720160
31187	Creb1	Atp1a1	1	7659506
31188	Creb1	Cd3d	1	8144959
31189	Creb1	Exo1	1	12531389
31190	Creb1	Il1b	1	10383163;24038085
31191	Creb1	Lat	1	
31192	Creb1	Myod1	1	21902831
31193	Creb1	Pitx2	1	18424556
31194	Creb1	Rarb	1	2153268;2164682;7969156
31195	Creb1	Slc5a5	1	34751390
31196	Creb1	Stat3	1	11134186
31197	Creb1	Tgfb1	1	27279449
31198	Ctnnb1	Aatf	-1	16959035
31199	Ctnnb1	Abcb1a	1	10987283;12154096;15592430
31200	Ctnnb1	Adam2	-1	15979100
31201	Ctnnb1	Akap13	1	12782598
31202	Ctnnb1	Akt1	1	15888491
31203	Ctnnb1	Aldh1a1	1	12782598
31204	Ctnnb1	Aldh3a2	1	12782598
31205	Ctnnb1	Amhr2	1	12724325
31206	Ctnnb1	Apcdd1	1	12384519
31207	Ctnnb1	Apod	1	12782598
31208	Ctnnb1	App	-1	15979100
31209	Ctnnb1	Arhgap26	1	15592430
31210	Ctnnb1	Arl4a	1	12782598
31211	Ctnnb1	Asns	1	16132617
31212	Ctnnb1	Axin2	1	11809808;11809809;11940574;12711682;15473860;22615875;24447505
31213	Ctnnb1	Bag2	-1	16959035
31214	Ctnnb1	Bag3	-1	16959035
31215	Ctnnb1	Bambi	1	12782598;14660579
31216	Ctnnb1	Bcl2	1	12782598;16288908;17404573
31217	Ctnnb1	Bcl2l1	1	16339534
31218	Ctnnb1	Bcl2l2	1	19124064
31219	Ctnnb1	Bik	1	15592430
31220	Ctnnb1	Birc7	1	17660948
31221	Ctnnb1	Bmp2	1	15579438
31222	Ctnnb1	Bmp4	-1	10601040;12782598;15907834
31223	Ctnnb1	Bok	-1	12907606
31224	Ctnnb1	Btrc	1	10882123;15473860
31225	Ctnnb1	Capn2	1	12907606
31226	Ctnnb1	Casp3	-1	12907606
31227	Ctnnb1	Casp4	-1	15979100
31228	Ctnnb1	Casp7	-1	12907606
31229	Ctnnb1	Ccl12	1	16003740
31230	Ctnnb1	Ccl7	-1	11118053
31231	Ctnnb1	Ccnd3	1	14557550
31232	Ctnnb1	Cd14	1	15642117
31233	Ctnnb1	Cd4	1	16585583
31234	Ctnnb1	Cdc6	1	16132617
31235	Ctnnb1	Cdh3	1	17292359
31236	Ctnnb1	Cdkn1a	-1	14637149
31237	Ctnnb1	Cdkn1b	-1	14557550
31238	Ctnnb1	Cdkn1c	-1	14557550
31239	Ctnnb1	Cdx1	1	10934025;11997022;12242722;12446687
31240	Ctnnb1	Cdx4	1	16309666
31241	Ctnnb1	Ceacam2	1	12782598
31242	Ctnnb1	Ceacam1	1	12782598
31243	Ctnnb1	Cebpa	-1	10937998
31244	Ctnnb1	Cnn2	1	12782598
31245	Ctnnb1	Crat	1	12782598
31246	Ctnnb1	Ccn2	1	12200448;20571031
31247	Ctnnb1	Ctnna2	1	12782598
31248	Ctnnb1	Ctnnb1	-1	16959035
31249	Ctnnb1	Ctnnd2	1	12782598
31250	Ctnnb1	Cxcl12	-1	16132617
31251	Ctnnb1	Cxcl5	1	16132617
31252	Ctnnb1	Cycs	-1	12907606
31253	Ctnnb1	Cyp24a1	1	12782598
31254	Ctnnb1	Cyp26a1	1	16885356
31255	Ctnnb1	Dap3	-1	16959035
31256	Ctnnb1	Dapk2	-1	18957423
31257	Ctnnb1	Dbh	1	12782598
31258	Ctnnb1	Dct	1	12032083
31259	Ctnnb1	Ddx17	1	12782598
31260	Ctnnb1	Dio2	1	12782598
31261	Ctnnb1	Dkk1	1	15592430;15592505
31262	Ctnnb1	Dkk4	1	18408752
31263	Ctnnb1	Dll1	1	15545629
31264	Ctnnb1	Dmp1	1	19213727
31265	Ctnnb1	Dnmt1	1	12538344
31266	Ctnnb1	Dpep1	1	12782598
31267	Ctnnb1	Dsp	-1	15979100
31268	Ctnnb1	Dusp6	1	15592430
31269	Ctnnb1	Dync1i1	1	15592430
31270	Ctnnb1	Ecm1	1	12782598;15642117
31271	Ctnnb1	Edn1	1	15558022;16291872
31272	Ctnnb1	Edn3	1	12782598
31273	Ctnnb1	Emp1	1	12154096
31274	Ctnnb1	Emx2	1	17693601
31275	Ctnnb1	Enc1	1	11691783
31276	Ctnnb1	Enpp2	1	15592430;15642117
31277	Ctnnb1	Epb41l4a	1	10874211
31278	Ctnnb1	Epcam	1	18006828
31279	Ctnnb1	Ephb2	1	12408869
31280	Ctnnb1	Ephb3	1	12408869;12782598
31281	Ctnnb1	Etv5	1	15592430
31282	Ctnnb1	F13a1	1	12782598
31283	Ctnnb1	Fadd	-1	16959035
31284	Ctnnb1	Hycc1	-1	10910037
31285	Ctnnb1	Entrep1	1	12782598
31286	Ctnnb1	Fbln2	-1	16132617
31287	Ctnnb1	Fgf18	1	14559787;17158875
31288	Ctnnb1	Fgf20	1	15592430
31289	Ctnnb1	Fgf9	1	12782598;16452189
31290	Ctnnb1	Fosl1	1	9990071
31291	Ctnnb1	Foxn1	1	12379851
31292	Ctnnb1	Frk	1	16132617
31293	Ctnnb1	Fscn1	1	17638895
31294	Ctnnb1	Fut1	1	15592430
31295	Ctnnb1	Fut8	1	17273793
31296	Ctnnb1	Fzd1	-1	15473860
31297	Ctnnb1	Fzd2	-1	15473860
31298	Ctnnb1	Fzd3	1	15473860
31299	Ctnnb1	Fzd7	1	12095419;15473860
31300	Ctnnb1	Gad1	1	12782598;15592430
31301	Ctnnb1	Gast	1	15292219;16139800
31302	Ctnnb1	Gja1	1	11943708
31303	Ctnnb1	Gja4	-1	16132617
31304	Ctnnb1	Gja5	-1	16132617
31305	Ctnnb1	Gli3	1	18057099
31306	Gli3	Ctnnb1	1	21452227
31307	Ctnnb1	Glul	1	17006929
31308	Ctnnb1	Adgrg2	1	12782598
31309	Ctnnb1	Gpx2	1	12782598
31310	Ctnnb1	Grem2	1	17222801
31311	Ctnnb1	Herpud1	1	12153396
31312	Ctnnb1	Hif1a	-1	16959035
31313	Ctnnb1	Hoxb4	1	12717450
31314	Ctnnb1	Hsd17b2	1	12782598
31315	Ctnnb1	Htra1	1	12782598
31316	Ctnnb1	Id2	1	11572874;12095419
31317	Ctnnb1	Id3	1	12782598
31318	Ctnnb1	Ido1	1	12782598
31319	Ctnnb1	Igf1	1	12154096
31320	Ctnnb1	Igf2	1	12154096
31321	Ctnnb1	Igfbp6	-1	14737101
31322	Ctnnb1	Ihh	1	12782598
31323	Ctnnb1	Ikbkg	1	15473860
31324	Ctnnb1	Il1r1	1	12782598
31325	Ctnnb1	Il6	1	12154096
31326	Ctnnb1	Inha	1	12732619;12861022
31327	Ctnnb1	Inhbb	1	12782598
31328	Ctnnb1	Irs1	1	12782598;15592430
31329	Ctnnb1	Isyna1	-1	15592430
31330	Ctnnb1	Itga1	1	12782598
31331	Ctnnb1	Itgb1	-1	15979100
31332	Ctnnb1	Klf5	1	11134343
31333	Ctnnb1	Klk1b26	1	12782598
31334	Ctnnb1	Klk1b8	1	12782598
31335	Ctnnb1	Klk1b9	1	12782598
31336	Ctnnb1	Klk1b1	1	12782598
31337	Ctnnb1	Klk1b11	1	12782598
31338	Ctnnb1	Klk1b27	1	12782598
31339	Ctnnb1	Klk1b22	1	12782598
31340	Ctnnb1	Klk1b21	1	12782598
31341	Ctnnb1	Klk1b5	1	12782598
31342	Ctnnb1	Klk1b16	1	12782598
31343	Ctnnb1	Klk1b3	1	12782598
31344	Ctnnb1	Klk1b24	1	12782598
31345	Ctnnb1	Klk1b4	1	12782598
31346	Ctnnb1	Klk1	1	12782598
31347	Ctnnb1	Krt1	1	12200448
31348	Ctnnb1	Krt5	1	12782598
31349	Ctnnb1	L1cam	1	15716380
31350	Ctnnb1	Lamc2	1	11719433
31351	Ctnnb1	Lbx1	1	15579438
31352	Ctnnb1	Lect2	1	15239100
31353	Ctnnb1	Lep	1	12861022
31354	Ctnnb1	Lima1	-1	15979100
31355	Ctnnb1	Lmo2	1	12782598;15592430
31356	Ctnnb1	Lrp1	-1	15473860
31357	Ctnnb1	Ly6g6d	1	15592430
31358	Ctnnb1	9530003J23Rik	1	17273793
31359	Ctnnb1	Lyz2	1	17273793
31360	Ctnnb1	Lyz1	1	17273793
31361	Ctnnb1	Map3k6	1	12907606
31362	Ctnnb1	Mark4	1	11716497
31363	Ctnnb1	Meox2	1	15579438
31364	Ctnnb1	Met	1	12234972
31365	Ctnnb1	Mllt10	1	15979100
31366	Ctnnb1	Mme	1	12782598
31367	Ctnnb1	Mmp1a	1	12384519
31368	Ctnnb1	Mmp2	1	12782598;17306568
31369	Ctnnb1	Mmp9	1	17306568
31370	Ctnnb1	Msln	1	15890249
31371	Ctnnb1	Msx1	1	12095419;15592430
31372	Ctnnb1	Msx2	1	12095419;12782598;14551209;15592430
31373	Ctnnb1	Mtap	1	15492751
31374	Ctnnb1	Mxd1	-1	12907606
31375	Ctnnb1	Mybl2	-1	16959035
31376	Ctnnb1	Mycbp	1	15979100
31377	Ctnnb1	Mycn	1	15907834
31378	Ctnnb1	Myf5	1	16936075
31379	Ctnnb1	Myod1	1	15031118;18948405
31380	Ctnnb1	Naip2	1	12907606
31381	Ctnnb1	Neurog1	1	15031118;15142975
31382	Ctnnb1	Nfkbia	-1	16959035
31383	Ctnnb1	Nkd1	1	15473860
31384	Ctnnb1	Nkx2-2	-1	16950124
31385	Ctnnb1	Nos2	1	16849547
31386	Ctnnb1	Notch1	1	12717450
31387	Ctnnb1	Notum	1	15473860;18429952
31388	Ctnnb1	Npm1	1	12095419
31389	Ctnnb1	Nppc	1	12475749
31390	Ctnnb1	Nr4a1	1	12153396
31391	Ctnnb1	Nt5e	1	15149841
31392	Ctnnb1	Ntsr1	1	16299383
31393	Ctnnb1	Pax8	1	17693601
31394	Ctnnb1	Pcca	1	12782598
31395	Ctnnb1	Pcsk6	1	12782598
31396	Ctnnb1	Pdcd5	-1	16959035
31397	Ctnnb1	Pdcd6ip	-1	16959035
31398	Ctnnb1	Phex	1	19213727
31399	Ctnnb1	Pkd1	1	12048202
31400	Ctnnb1	Plaur	1	9990071
31401	Ctnnb1	Plk2	1	15592430
31402	Ctnnb1	Pls3	1	12782598
31403	Ctnnb1	Pml	1	12384561
31404	Ctnnb1	Ppid	1	16132617
31405	Ctnnb1	Ptch1	1	12782598
31406	Ctnnb1	Pten	-1	16959035
31407	Ctnnb1	Pttg1	1	15514942;16705313
31408	Ctnnb1	Ptx3	1	14557550
31409	Ctnnb1	Qpct	1	12782598
31410	Ctnnb1	Rasgrf1	1	16132617
31411	Ctnnb1	Rbp1	1	15592430
31412	Ctnnb1	Rcn1	1	12782598
31413	Ctnnb1	Ret	1	14557550
31414	Ctnnb1	Rock1	-1	15979100
31415	Ctnnb1	Rspo2	1	19213727
31416	Ctnnb1	Runx2	1	16043491;16575901;24692107
31417	Ctnnb1	S100a4	1	17101323
31418	Ctnnb1	Saa2	1	12782598
31419	Ctnnb1	Saa1	1	12782598
31420	Ctnnb1	Sdc2	-1	15473860
31421	Ctnnb1	Sema3c	1	12782598
31422	Ctnnb1	Serpina1e	1	12782598
31423	Ctnnb1	Serpina1a	1	12782598
31424	Ctnnb1	Serpina1b	1	12782598
31425	Ctnnb1	Serpina1d	1	12782598
31426	Ctnnb1	Serpina1c	1	12782598
31427	Ctnnb1	Serpina3c	1	12782598
31428	Ctnnb1	Serpina3k	1	12782598
31429	Ctnnb1	Serpina3m	1	12782598
31430	Ctnnb1	Serpina5	1	12782598
31431	Ctnnb1	Serpind1	1	15592430
31432	Ctnnb1	Sfn	1	12782598
31433	Ctnnb1	Sfrp4	1	15579438
31434	Ctnnb1	Sgk1	1	12907606
31435	Ctnnb1	Sim2	1	15579438
31436	Ctnnb1	Slc1a5	1	12782598
31437	Ctnnb1	Slc26a2	1	12782598
31438	Ctnnb1	Slc2a3	1	15592430
31439	Ctnnb1	Slc6a2	1	12782598
31440	Ctnnb1	Slc7a8	1	15592430
31441	Ctnnb1	Smc3	1	12651860
31442	Ctnnb1	Sp5	1	16273202;17090534
31443	Ctnnb1	Spag11b	1	12782598
31444	Ctnnb1	Spag11a	1	12782598
31445	Ctnnb1	Spn	1	16132617
31446	Ctnnb1	Spp1	1	19213727;21772333
31447	Ctnnb1	Srsf3	1	18952824
31448	Ctnnb1	Stmn2	1	16712787;17273793
31449	Ctnnb1	Tbxt	1	10704849;10953028;12032083;12234972;14557550;14575694;15292219;15579438;16139800;18948405
31450	Ctnnb1	Tagln	1	19344627
31451	Ctnnb1	Tbx3	1	15592430;17283120
31452	Ctnnb1	Tcf4	1	11943708;12086873;13679048;15806138
31453	Ctnnb1	Tgfb2	1	15579438
31454	Ctnnb1	Tjp1	-1	9990071
31455	Ctnnb1	Tle1	1	12095419
31456	Ctnnb1	Tmod1	-1	16132617
31457	Ctnnb1	Tnfrsf11b	1	16326388;18676739
31458	Ctnnb1	Tob2	1	12782598
31459	Ctnnb1	Tp53bp1	-1	16959035
31460	Ctnnb1	Trp53i11	-1	16959035
31461	Ctnnb1	Tpo	-1	17400807
31462	Ctnnb1	Tsc22d1	1	12782598
31463	Ctnnb1	Tspan8	1	12782598
31464	Ctnnb1	Ttc9	1	12782598
31465	Ctnnb1	Ttll5	1	17273793
31466	Ctnnb1	Twist1	1	12702582
31467	Ctnnb1	Ube2b	1	17050667
31468	Ctnnb1	Ugcg	1	12782598
31469	Ctnnb1	Vcan	1	12095419;15579438;15668231
31470	Ctnnb1	Vegfa	1	12810642;16288908;18952601
31471	Ctnnb1	Vegfc	1	12154096
31472	Ctnnb1	Wif1	1	15579438
31473	Ctnnb1	Ccn4	1	10716946;12154096
31474	Ctnnb1	Ccn5	1	12154096
31475	Ctnnb1	Wnt11	1	15592430
31476	Ctnnb1	Zyx	1	16132617
31477	Ctnnb1	Cer1	1	10525541
31478	Ctnnb1	En2	1	10495268
31479	Ctnnb1	Fn1	1	10409747
31480	Ctnnb1	Rarg	1	10495268
31481	Ctnnb1	Rest	1	14575694
31482	Ctnnb1	Sox10	1	18950534
31483	Gli2	Abca1	-1	14691458
31484	Gli2	Add3	1	14691458
31485	Gli2	Akap4	-1	14691458
31486	Gli2	Atp10b	-1	14691458
31487	Gli2	Atp9a	-1	14691458
31488	Gli2	Bcl6	-1	14691458
31489	Gli2	Blvra	-1	14691458
31490	Gli2	Bmp1	-1	14691458
31491	Gli2	Bmp7	-1	14691458
31492	Gli2	Brd2	1	14691458
31493	Gli2	Camk1	1	14691458
31494	Gli2	Ccl17	1	14691458
31495	Gli2	Ccnd1	1	12533516;14691458
31496	Gli2	Ccng2	-1	14691458
31497	Gli2	Cdc45	1	14691458
31498	Gli2	Cdc7	1	14691458
31499	Gli2	Cdk1	1	14691458
31500	Gli2	Cdkn1a	-1	14691458
31501	Gli2	Cflar	1	18264131
31502	Gli2	Cks1b	1	14691458
31503	Gli2	Clk1	-1	14691458
31504	Gli2	Clk2	1	14691458
31505	Gli2	Cntn2	1	14691458
31506	Gli2	Col5a2	1	14691458
31507	Gli2	Ctr9	-1	14691458
31508	Gli2	Dio3	1	17720805
31509	Gli2	Dlx3	-1	14691458
31510	Gli2	Dlx5	-1	14691458
31511	Gli2	E2f1	1	14691458
31512	Gli2	Edn1	1	14691458
31513	Gli2	Efemp1	-1	14691458
31514	Gli2	Efna1	-1	14691458
31515	Gli2	Egfr	-1	14691458
31516	Gli2	Fgf10	-1	12384550;15328011
31517	Gli2	Fgf13	1	14691458
31518	Gli2	Fzd6	-1	14691458
31519	Gli2	Hist2h2aa1	-1	14691458
31520	Gli2	H2-Ea	-1	14691458
31521	Gli2	P04224	-1	14691458
31522	Gli2	H2-T23	-1	14691458
31523	Gli2	Hpgd	-1	14691458
31524	Gli2	Hspa4	1	14691458
31525	Gli2	Ifngr1	-1	14691458
31526	Gli2	Igfbp3	-1	14691458
31527	Gli2	Il13	-1	14691458
31528	Gli2	Il1r2	1	14691458
31529	Gli2	Il6	1	14691458
31530	Gli2	Ilf3	1	14691458
31531	Gli2	Irf9	-1	14691458
31532	Gli2	Itga6	-1	14691458
31533	Gli2	Itgb1	1	14691458
31534	Gli2	Jag1	-1	14691458
31535	Gli2	Junb	-1	14691458
31536	Gli2	Krt17	1	16055733
31537	Gli2	Lamb3	-1	14691458
31538	Gli2	Lum	-1	14691458
31539	Gli2	Mad2l1	1	14691458
31540	Gli2	Map3k4	-1	14691458
31541	Gli2	Mapk6	-1	14691458
31542	Meox1	Gli2	1	15793308
31543	Gli2	Meox1	1	14691458;15039437
31544	Gli2	Mmp10	-1	14691458
31545	Gli2	Mmp13	-1	14691458
31546	Gli2	Mmp2	1	14691458
31547	Gli2	Msx2	-1	14691458
31548	Gli2	Myc	-1	14691458
31549	Gli2	Npy2r	-1	14691458
31550	Gli2	Pax3	1	15039437
31551	Gli2	Pcna	1	14691458
31552	Gli2	Ppp1cb	1	14691458
31553	Gli2	Prkaca	-1	14691458
31554	Gli2	Pten	-1	14691458
31555	Gli2	Rapgefl1	-1	14691458
31556	Gli2	Rhoh	-1	14691458
31557	Gli2	Rorc	-1	14691458
31558	Gli2	Serpinb2	1	14691458
31559	Gli2	Spart	1	14691458
31560	Gli2	Sytl2	-1	14691458
31561	Gli2	Tead1	1	14691458
31562	Gli2	Tgfa	1	14691458
31563	Gli2	Tgfbi	1	14691458
31564	Gli2	Timp3	-1	14691458
31565	Gli2	Tnc	1	14691458
31566	Gli2	Tob1	-1	14691458
31567	Gli2	Ugcg	-1	14691458
31568	Gli2	Ugt1a1	-1	14691458
31569	Gli2	Vav3	-1	14691458
31570	Gli2	Vdr	-1	14691458
31571	Gli2	Vipr1	-1	14691458
31572	Gli2	Zfc3h1	-1	14691458
31573	Gli2	Atp4a	1	15691835
31574	Gli2	Nr2f1	1	14691458
31575	Gli2	Hk1	1	11091085
31576	Nr1h2	Abcg5	1	19258656
31577	Nr1h2	Abcg8	1	19258656
31578	Nr1h2	Bhlhe40	1	19032342
31579	Nr1h2	Cd36	1	19258656
31580	Nr1h2	Cyp7a1	1	12917410;9013544
31581	Nr1h2	Cyp7b1	-1	18055760
31582	Nr1h2	Enho	-1	19041763
31583	Nr1h2	Fbp1	-1	19258656
31584	Nr1h2	G6pc1	-1	16256938;19258656
31585	Nr1h2	Insig2	1	15637161
31586	Nr1h2	Pck2	-1	19258656
31587	Nr1h2	Scd1	1	19066317
31588	Nr1h3	Abcg8	1	19258656
31589	Nr1h3	Enho	-1	19041763
31590	Nr1h3	Fbp1	-1	19258656
31591	Nr1h3	Insig2	1	15637161
31592	Nr1h3	Pck2	-1	19258656
31593	Sp3	Acss2	1	11435428
31594	Sp3	Cdc25b	1	
31595	Sp3	Cdc25c	1	
31596	Sp3	Cyp26a1	1	
31597	Sp3	Dlk1	1	
31598	Sp3	F10	1	
31599	Sp3	Gnrh1	1	
31600	Sp3	Hsd17b1	1	
31601	Sp3	Hspa1a	-1	
31602	Sp3	Prlr	1	
31603	Sp3	Pttg1	1	
31604	Sp3	Reg1	1	
31605	Sp3	Rfc1	1	
31606	Sp3	Ccl12	1	10636866
31607	Sp3	Exo1	1	12531389
31608	Sp3	Il12b	1	15270850
31609	Sp3	Pdpn	1	17343736
31610	Sp3	Scarb1	1	10801817
31611	Sp3	Tal1	1	9786909
31612	Sp3	Tgfb1	1	20519498
31613	Srebf2	Acsl1	1	11739104
31614	Srebf2	Acss2	1	11435428
31615	Srebf2	Cyp4f3	1	17142457
31616	Srebf2	Cyp8b1	-1	11741989
31617	Srebf2	Ebp	1	12855700
31618	Srebf2	Fasn	1	12177166;16007182;18413311
31619	Srebf2	G6pdx	1	12177166
31620	Srebf2	Insig1	1	15073165
31621	Srebf2	Me1	1	12177166
31622	Srebf2	Mvk	1	17300749
31623	Srebf2	Pck1	-1	14744869
31624	Srebf2	Pcyt1a	1	11483628
31625	Srebf2	Pcyt2	1	11483628
31626	Srebf2	Ptgs2	1	15716578
31627	Srebf2	Srebf1	1	10918064
31628	Srebf1	Srebf2	1	11278785;14702347;16282353;9786926
31629	Srebf2	Srebf2	1	8900111
31630	Srebf2	Star	1	11250933
31631	Srebf2	Stard4	1	15760897
31632	Srebf2	Thrsp	1	12177166
31633	Srebf2	Tm7sf2	1	16784888;20138239
31634	Srebf2	Pmvk	1	17300749
31635	Cebpa	Abca3	1	17890326
31636	Cebpa	Col2a1	-1	18438857
31637	Cebpa	Gls2	1	12444921
31638	Cebpa	Scd1	1	11414710;7480063
31639	Cebpa	Apoa1	1	15109267;1900840
31640	Cebpa	Arg1	1	12359078;15465791
31641	Cebpa	Ccl5	1	11259372
31642	Cebpa	Cftr	1	23560079
31643	Cebpa	Nos2	1	14754879
31644	Cebpa	Sst	1	7799950
31645	Foxa2	Abca3	1	17890326
31646	Foxa2	Afp	1	18666263
31647	Gata6	Abca3	1	17890326
31648	Gata6	Lct	1	
31649	Gata6	Mafk	1	
31650	Srebf1	Acat2	1	12145168
31651	Srebf1	Acsl1	1	11739104
31652	Srebf1	Acss2	1	11435428
31653	Srebf1	Cdkn1a	1	16199872
31654	Srebf1	Cidea	1	20542418;20575761
31655	Srebf1	Cyp4f3	1	17142457
31656	Srebf1	Cyp8b1	1	15249218
31657	Srebf1	Dhcr7	1	11279217
31658	Srebf1	Fads1	1	11792729
31659	Srebf1	G6pdx	1	12177166;19062325
31660	Srebf1	Glyat	1	
31661	Srebf1	Hdlbp	1	11145566;1202117
31662	Srebf1	Hmgcs1	1	9651391
31663	Srebf1	Insig1	1	15073165
31664	Srebf1	Me1	1	12177166
31665	Srebf1	Mttp	1	10455139;11111091
31666	Srebf1	Pcyt1a	1	11483628
31667	Srebf1	Pcyt2	1	11483628
31668	Srebf1	Pik3r3	1	17452746
31669	Srebf1	Pklr	1	12177166;14985368
31670	Srebf1	Slc25a1	1	17350599;18795892
31671	Srebf1	Sqle	1	12083769;17027328
31672	Srebf1	Sv2a	1	17452746
31673	Srebf1	Gpx3	1	17452746
31674	Cebpb	St6gal1	1	1737800
31675	Cebpb	Ucp1	1	15762841;19491401
31676	Cebpb	Ccl5	1	11413310;11937564;12388374;16239564
31677	Cebpb	Mefv	1	14514692
31678	Egr1	Adrb1	-1	
31679	Egr1	Cp	1	
31680	Foxo1	Acadsb	1	12351634
31681	Foxo1	Acat2	-1	16492665
31682	Foxo1	Acsl5	-1	16492665
31683	Foxo1	Adm	1	17254969
31684	Foxo1	Aspm	-1	19896444
31685	Foxo1	Atp8a1	1	12351634
31686	Foxo1	B4galt3	-1	18301748
31687	Foxo1	Bcl2	-1	15059979;15632117
31688	Foxo1	Bcl2a1	1	15632117
31689	Foxo1	Bcl2l13	1	15632117
31690	Foxo1	Bcl2l2	-1	15632117
31691	Foxo1	Bid	1	15632117
31692	Foxo1	Birc3	-1	15632117
31693	Foxo1	Bmper	-1	17254969
31694	Foxo1	Casp14	1	15632117
31695	Foxo1	Casp2	1	15632117
31696	Foxo1	Casp3	1	15565601;19050291
31697	Foxo1	Casp6	1	15632117
31698	Foxo1	Casp8	1	15565601;15632117;19050291;20200974
31699	Foxo1	Ccnb1	-1	17609436
31700	Foxo1	Ccnb2	-1	17609436
31701	Foxo1	Ccng2	1	12351634;14966295;16493026
31702	Foxo1	Noct	1	17254969
31703	Foxo1	Cd40	1	15632117;20338229
31704	Foxo1	Cd70	1	15632117
31705	Foxo1	Cdk1	-1	17609436
31706	Foxo1	Cdkn2b	1	17873901
31707	Foxo1	Cdkn2d	1	17873901
31708	Foxo1	Cflar	-1	15632117
31709	Foxo1	Cited2	1	12351634;17254969
31710	Foxo1	Cldn5	1	18604199
31711	Foxo1	Cnot8	1	12351634
31712	Foxo1	Col13a1	-1	16100571
31713	Foxo1	Col4a2	-1	20338229
31714	Foxo1	Ccn2	1	17254969
31715	Foxo1	Ctse	1	16492665
31716	Foxo1	Daam1	1	12351634
31717	Foxo1	Dapk1	1	12351634
31718	Foxo1	Dcn	1	16690806
31719	Foxo1	Dkk1	1	16100571
31720	Foxo1	Dusp4	-1	12351634
31721	Foxo1	Eif4g1	1	18301748
31722	Foxo1	Elk3	-1	16100571
31723	Foxo1	Elovl5	-1	16492665
31724	Foxo1	Elovl6	-1	16492665
31725	Foxo1	Fabp2	1	16492665
31726	Foxo1	Tcaf1	1	12351634
31727	Foxo1	Fbn1	-1	17254969
31728	Foxo1	Gadd45a	1	15632117;17599040;20088826
31729	Foxo1	Rack1	1	20338229
31730	Foxo1	Gpam	-1	16492665
31731	Foxo1	Gpd2	-1	16492665
31732	Foxo1	Hal	1	16492665
31733	Foxo1	Hmgcr	1	16100571
31734	Foxo1	Hoxa5	1	16100571
31735	Foxo1	Hpd	1	16492665
31736	Foxo1	Hus1	1	15632117
31737	Foxo1	Id2	1	16100571
31738	Foxo1	Il18	1	15632117
31739	Foxo1	Jun	1	15632117
31740	Foxo1	Kdr	1	16100571
31741	Foxo1	Kitlg	-1	19896444
31742	Foxo1	Klf4	1	18375530
31743	Foxo1	Krt19	-1	12351634
31744	Foxo1	Lefty2	1	17609436
31745	Foxo1	Lpin2	1	16492665
31746	Foxo1	Ltbr	1	15632117
31747	Foxo1	Mcm5	-1	17609436
31748	Foxo1	Me1	-1	16492665
31749	Foxo1	Mrtfa	-1	20338229
31750	Foxo1	Mmp10	1	16100571
31751	Foxo1	Mrc1	1	17254969
31752	Foxo1	Nek2	-1	17609436
31753	Foxo1	Npc1	1	16492665
31754	Foxo1	Npy	1	16783365;28270795
31755	Foxo1	Pbx1	-1	17254969
31756	Foxo1	Pdgfb	1	16100571
31757	Foxo1	Phlpp1	-1	20338229
31758	Foxo1	Pigq	-1	16492665
31759	Foxo1	Plscr1	1	16492665
31760	Foxo1	Prdx4	-1	18301748
31761	Foxo1	Prg4	-1	18301748
31762	Foxo1	Psmb6	1	16492665
31763	Foxo1	Psmb8	1	16492665
31764	Foxo1	Nectin3	1	12351634
31765	Foxo1	Rars1	1	18301748
31766	Foxo1	Rbl2	1	16493026
31767	Foxo1	Rela	1	15632117
31768	Foxo1	Rpia	-1	16492665
31769	Foxo1	Rps6ka3	1	12351634
31770	Foxo1	Scarb1	1	16492665;17404186
31771	Foxo1	Scd1	-1	16492665
31772	Foxo1	Cavin2	-1	17254969
31773	Foxo1	Sema3f	-1	16100571
31774	Foxo1	Sfrp1	1	19896444
31775	Foxo1	Sfrp2	1	19896444
31776	Foxo1	Slc16a1	1	12351634
31777	Foxo1	Smad4	1	12351634
31778	Foxo1	Sost	1	19896444
31779	Foxo1	Spry2	1	17254969
31780	Foxo1	Sqle	-1	16492665
31781	Foxo1	Stab1	1	16100571
31782	Foxo1	Taf11	1	18301748
31783	Foxo1	Tcf4	1	17254969
31784	Foxo1	Tdo2	1	16492665
31785	Foxo1	Tkt	-1	16492665
31786	Foxo1	Tle4	1	12351634
31787	Foxo1	Tmeff2	1	19896444
31788	Foxo1	Tmem47	1	12351634
31789	Tp53	Foxo1	-1	20124456
31790	Foxo1	Tp53	1	15632117
31791	Foxo1	Tradd	1	15632117
31792	Foxo1	Traf1	1	15632117
31793	Foxo1	Traf2	1	15632117
31794	Foxo1	Traf6	1	15632117
31795	Foxo1	Tsc22d1	-1	17254969
