Target_genes	Patz1|Average	SRX20088451|ES_cells	SRX20088452|ES_cells	SRX20088453|ES_cells	SRX20088454|ES_cells	STRING
Ints14	34.250000	0	137	0	0	0
Hcn4	34.250000	137	0	0	0	0
Gabarapl2	34.250000	0	137	0	0	0
Foxo3	34.250000	0	137	0	0	0
Fam83h	34.250000	137	0	0	0	0
Exd2	34.250000	137	0	0	0	0
Dhx40	34.250000	0	137	0	0	0
Cnbp	34.250000	137	0	0	0	0
Ccdc88c	34.250000	137	0	0	0	0
Bola3	34.250000	0	137	0	0	0
Zfp91	34.000000	136	0	0	0	0
Zfp521	34.000000	136	0	0	0	0
Rab22a	34.000000	0	136	0	0	0
Ptpn1	34.000000	0	136	0	0	0
Prelid3a	34.000000	0	136	0	0	0
Nr4a2	34.000000	136	0	0	0	0
Npm3	34.000000	136	0	0	0	0
Mreg	34.000000	0	136	0	0	0
Lpxn	34.000000	136	0	0	0	0
Lingo3	34.000000	0	136	0	0	0
Grin2d	34.000000	0	136	0	0	0
Fpgs	34.000000	0	136	0	0	0
E130308A19Rik	34.000000	0	136	0	0	0
Dmc1	34.000000	0	136	0	0	0
Chordc1	34.000000	0	136	0	0	0
Cep120	34.000000	0	136	0	0	0
Cdkn2aipnl	34.000000	0	136	0	0	0
Arid3a	34.000000	0	136	0	0	0
Actg1	34.000000	0	136	0	0	0
1700016H13Rik	34.000000	0	136	0	0	0
Trp73	33.750000	135	0	0	0	0
Ndufs7	33.750000	0	135	0	0	0
Med7	33.750000	135	0	0	0	0
Kctd12	33.750000	0	135	0	0	0
Hey1	33.750000	0	135	0	0	0
Gm3500	33.750000	135	0	0	0	0
Gata2	33.750000	0	135	0	0	0
Exo5	33.750000	0	135	0	0	0
Bbc3	33.750000	0	135	0	0	0
Atrn	33.750000	0	135	0	0	0
Ugt8a	33.500000	0	134	0	0	0
Susd6	33.500000	0	134	0	0	0
Prdm2	33.500000	0	134	0	0	0
Phtf1	33.500000	134	0	0	0	0
Pdpk1	33.500000	0	134	0	0	0
Osbpl6	33.500000	134	0	0	0	0
Onecut1	33.500000	0	134	0	0	0
Mrpl30	33.500000	0	134	0	0	0
Mpzl1	33.500000	0	134	0	0	0
Mitd1	33.500000	0	134	0	0	0
Kpna6	33.500000	0	134	0	0	0
Klf2	33.500000	0	134	0	0	0
Hdac7	33.500000	134	0	0	0	0
H60b	33.500000	134	0	0	0	0
Ap1s1	33.500000	0	134	0	0	0
Vmp1	33.250000	0	133	0	0	0
Tmx3	33.250000	133	0	0	0	0
Tle3	33.250000	133	0	0	0	0
Socs5	33.250000	0	133	0	0	0
Snap47	33.250000	0	133	0	0	0
Slc22a17	33.250000	0	133	0	0	0
Rbm34	33.250000	0	133	0	0	0
Ptrh2	33.250000	0	133	0	0	0
Prr18	33.250000	0	133	0	0	0
Pds5b	33.250000	0	133	0	0	0
Lamc1	33.250000	0	133	0	0	0
Jmjd4	33.250000	0	133	0	0	0
Gtdc1	33.250000	0	133	0	0	0
Fis1	33.250000	133	0	0	0	0
Cx3cl1	33.250000	0	133	0	0	0
Cdk5rap1	33.250000	0	133	0	0	0
Ccdc110	33.250000	133	0	0	0	0
Zfp865	33.000000	132	0	0	0	0
Tuba1b	33.000000	0	132	0	0	0
Tmem59l	33.000000	0	132	0	0	0
Tlcd2	33.000000	132	0	0	0	0
Tbc1d30	33.000000	0	132	0	0	0
Slc25a39	33.000000	0	132	0	0	0
Sfswap	33.000000	0	132	0	0	0
Rmnd5b	33.000000	0	132	0	0	0
Mmp14	33.000000	0	132	0	0	0
Mideas	33.000000	132	0	0	0	0
Galnt1	33.000000	0	132	0	0	0
Etnk2	33.000000	0	132	0	0	0
Det1	33.000000	0	132	0	0	0
Crlf1	33.000000	0	132	0	0	0
Coro6	33.000000	0	132	0	0	0
Btn1a1	33.000000	132	0	0	0	0
Ank1	33.000000	0	132	0	0	0
Abcf2	33.000000	0	132	0	0	0
Zmym6	32.750000	0	131	0	0	0
Susd1	32.750000	0	131	0	0	0
Sbk1	32.750000	0	131	0	0	0
Rpl9	32.750000	0	131	0	0	0
Ptpn13	32.750000	0	131	0	0	0
Pank2	32.750000	0	131	0	0	0
Nsun4	32.750000	0	131	0	0	0
Nsfl1c	32.750000	0	131	0	0	0
Notum	32.750000	0	131	0	0	0
Marveld1	32.750000	0	131	0	0	0
Mapk8	32.750000	0	131	0	0	0
Lsm2	32.750000	0	131	0	0	0
Lias	32.750000	0	131	0	0	0
Ktn1	32.750000	131	0	0	0	0
Hs6st1	32.750000	0	131	0	0	0
Epha4	32.750000	131	0	0	0	0
Celf5	32.750000	0	131	0	0	0
Cbx8	32.750000	131	0	0	0	0
Bex1	32.750000	0	131	0	0	0
Agtrap	32.750000	0	131	0	0	0
Add3	32.750000	131	0	0	0	0
AI661453	32.750000	0	131	0	0	0
1700001C19Rik	32.750000	0	131	0	0	0
Zfp518b	32.500000	0	130	0	0	0
Xxylt1	32.500000	0	130	0	0	0
Wwc1	32.500000	0	130	0	0	0
Wdr34	32.500000	0	130	0	0	0
Trim68	32.500000	0	130	0	0	0
Sybu	32.500000	0	130	0	0	0
Rbx1	32.500000	0	130	0	0	0
Rbm48	32.500000	0	130	0	0	0
Rad21	32.500000	130	0	0	0	0
Rab28	32.500000	0	130	0	0	0
Pih1d2	32.500000	0	130	0	0	0
Pex1	32.500000	0	130	0	0	0
Nkapd1	32.500000	0	130	0	0	0
Mtcl1	32.500000	0	130	0	0	0
Lrrc3	32.500000	0	130	0	0	0
Lad1	32.500000	0	130	0	0	0
Klhl12	32.500000	130	0	0	0	0
Golga7b	32.500000	0	130	0	0	0
Gjb5	32.500000	0	130	0	0	0
Gjb4	32.500000	0	130	0	0	0
Flrt2	32.500000	130	0	0	0	0
Esx1	32.500000	0	130	0	0	0
Dapk2	32.500000	0	130	0	0	0
Cep85l	32.500000	0	130	0	0	0
Arhgef25	32.500000	130	0	0	0	0
Amer3	32.500000	0	130	0	0	0
Washc2	32.250000	0	129	0	0	0
Vars2	32.250000	0	129	0	0	0
Tpd52	32.250000	129	0	0	0	0
Tmem39a	32.250000	0	129	0	0	0
Tmco1	32.250000	0	129	0	0	0
Raf1	32.250000	0	129	0	0	0
Prok2	32.250000	129	0	0	0	0
Pdia5	32.250000	0	129	0	0	0
Pard3	32.250000	0	129	0	0	0
Ndfip2	32.250000	0	129	0	0	0
Nadk	32.250000	0	129	0	0	0
Mtmr3	32.250000	129	0	0	0	0
Lonp1	32.250000	129	0	0	0	0
Lin9	32.250000	0	129	0	0	0
Kpna2	32.250000	0	129	0	0	0
Khk	32.250000	129	0	0	0	0
Kcnq4	32.250000	0	129	0	0	0
Hspa12b	32.250000	0	129	0	0	0
Gucy2g	32.250000	0	129	0	0	0
Gprasp1	32.250000	0	129	0	0	0
Gm614	32.250000	129	0	0	0	0
Gli1	32.250000	129	0	0	0	0
Fndc3c1	32.250000	129	0	0	0	0
Cfl1	32.250000	0	129	0	0	0
Catsperd	32.250000	129	0	0	0	0
BC048679	32.250000	0	129	0	0	0
Armcx5	32.250000	0	129	0	0	0
Ap3b2	32.250000	0	129	0	0	0
Ankrd12	32.250000	0	129	0	0	0
Adamts18	32.250000	0	129	0	0	0
4921524J17Rik	32.250000	0	129	0	0	0
Ttpa	32.000000	0	128	0	0	0
Tjp2	32.000000	0	128	0	0	0
Ssh1	32.000000	128	0	0	0	0
Spa17	32.000000	0	128	0	0	0
Siae	32.000000	0	128	0	0	0
Rps20	32.000000	0	128	0	0	0
Prr19	32.000000	0	128	0	0	0
Plxna1	32.000000	0	128	0	0	0
Pank4	32.000000	0	128	0	0	0
Pafah1b3	32.000000	0	128	0	0	0
Nufip2	32.000000	128	0	0	0	0
Nrxn1	32.000000	128	0	0	0	0
Ly6g6f	32.000000	0	128	0	0	0
Lrp4	32.000000	128	0	0	0	0
Lif	32.000000	0	128	0	0	0
Kcnq2	32.000000	0	128	0	0	0
Ism1	32.000000	0	128	0	0	0
Hes5	32.000000	0	128	0	0	0
Dicer1	32.000000	0	128	0	0	0
Cntln	32.000000	0	128	0	0	0
Cetn3	32.000000	0	128	0	0	0
Casc3	32.000000	0	128	0	0	0
Boc	32.000000	128	0	0	0	0
Atxn7l3	32.000000	128	0	0	0	0
Asb7	32.000000	0	128	0	0	0
Anapc10	32.000000	0	128	0	0	0
Abracl	32.000000	0	128	0	0	0
Abl1	32.000000	0	128	0	0	0
Abhd16a	32.000000	0	128	0	0	0
Abce1	32.000000	0	128	0	0	0
Wwp2	31.750000	127	0	0	0	0
Tshz3	31.750000	127	0	0	0	0
Togaram1	31.750000	0	127	0	0	0
Tmem222	31.750000	0	127	0	0	0
Tfdp1	31.750000	0	127	0	0	0
Sp4	31.750000	0	127	0	0	0
Rnpep	31.750000	0	127	0	0	0
Rln3	31.750000	127	0	0	0	0
Rassf7	31.750000	127	0	0	0	0
Prdx4	31.750000	0	127	0	0	0
Pofut1	31.750000	0	127	0	0	0
Podxl2	31.750000	127	0	0	0	0
Plagl2	31.750000	0	127	0	0	0
Pik3r1	31.750000	0	127	0	0	0
Pcif1	31.750000	0	127	0	0	0
Map2k7	31.750000	0	127	0	0	0
Lmntd2	31.750000	127	0	0	0	0
Klhl28	31.750000	0	127	0	0	0
Ing2	31.750000	0	127	0	0	0
Il27ra	31.750000	127	0	0	0	0
Herpud1	31.750000	0	127	0	0	0
Gpr153	31.750000	0	127	0	0	0
Gm45521	31.750000	127	0	0	0	0
Glis2	31.750000	127	0	0	0	0
Fgf6	31.750000	127	0	0	0	0
Eif4e2	31.750000	0	127	0	0	0
Cep135	31.750000	0	127	0	0	0
Cdh24	31.750000	127	0	0	0	0
Afap1l1	31.750000	0	127	0	0	0
Spag7	31.500000	0	126	0	0	0
Shroom2	31.500000	0	126	0	0	0
Pcdh19	31.500000	126	0	0	0	0
Mtmr14	31.500000	0	126	0	0	0
Miga1	31.500000	0	126	0	0	0
Klhdc8b	31.500000	0	126	0	0	0
Gdf15	31.500000	0	126	0	0	0
Fkbp3	31.500000	0	126	0	0	0
Fancm	31.500000	0	126	0	0	0
Ddx18	31.500000	0	126	0	0	0
Cox8a	31.500000	126	0	0	0	0
Cdiptos	31.500000	0	126	0	0	0
Cdipt	31.500000	0	126	0	0	0
Ccdc71	31.500000	0	126	0	0	0
Birc2	31.500000	0	126	0	0	0
B4galt3	31.500000	0	126	0	0	0
A430005L14Rik	31.500000	0	126	0	0	0
2410137M14Rik	31.500000	126	0	0	0	0
2300009A05Rik	31.500000	0	126	0	0	0
Zfp810	31.250000	0	125	0	0	0
Zfp704	31.250000	125	0	0	0	0
Ywhah	31.250000	0	125	0	0	0
Trnp1	31.250000	0	125	0	0	0
Trmt2a	31.250000	0	125	0	0	0
Tgfa	31.250000	0	125	0	0	0
Tcf3	31.250000	0	125	0	0	0
Syngap1	31.250000	125	0	0	0	0
Sppl2b	31.250000	0	125	0	0	0
Slc7a2	31.250000	0	125	0	0	0
Sbf2	31.250000	0	125	0	0	0
Rhbdl2	31.250000	125	0	0	0	0
Rhbdf1	31.250000	125	0	0	0	0
Ranbp1	31.250000	0	125	0	0	0
Pias3	31.250000	0	125	0	0	0
Lsm7	31.250000	0	125	0	0	0
Hoxa10	31.250000	0	125	0	0	0
Gldc	31.250000	0	125	0	0	0
Gins3	31.250000	0	125	0	0	0
Foxr2	31.250000	125	0	0	0	0
Entpd5	31.250000	0	125	0	0	0
Dnal1	31.250000	125	0	0	0	0
Cuta	31.250000	125	0	0	0	0
Brd3	31.250000	0	125	0	0	0
Bbof1	31.250000	0	125	0	0	0
Atp11b	31.250000	125	0	0	0	0
Aasdh	31.250000	0	125	0	0	0
St3gal3	31.000000	0	124	0	0	0
Snrpa	31.000000	0	124	0	0	0
Smc1b	31.000000	0	124	0	0	0
Sall1	31.000000	0	124	0	0	0
Rrp8	31.000000	0	124	0	0	0
Rnf168	31.000000	124	0	0	0	0
Rab4b	31.000000	124	0	0	0	0
Plxnd1	31.000000	0	124	0	0	0
Perp	31.000000	0	124	0	0	0
Mia	31.000000	124	0	0	0	0
Lpgat1	31.000000	0	124	0	0	0
Itsn2	31.000000	0	124	0	0	0
Itga2b	31.000000	0	124	0	0	0
Inafm2	31.000000	124	0	0	0	0
Ilk	31.000000	0	124	0	0	0
Eml4	31.000000	0	124	0	0	0
Dnajc16	31.000000	0	124	0	0	0
Cnot6	31.000000	0	124	0	0	0
Casp9	31.000000	0	124	0	0	0
Baz2b	31.000000	0	124	0	0	0
BC024978	31.000000	0	124	0	0	0
Zfp609	30.750000	0	123	0	0	0
Zbtb40	30.750000	0	123	0	0	0
Wdr26	30.750000	0	123	0	0	0
Vps36	30.750000	0	123	0	0	0
Vamp5	30.750000	0	123	0	0	0
Tulp3	30.750000	0	123	0	0	0
Trp53i11	30.750000	0	123	0	0	0
Shcbp1l	30.750000	0	123	0	0	0
Pgap2	30.750000	0	123	0	0	0
Mid1	30.750000	123	0	0	0	0
Lipe	30.750000	0	123	0	0	0
H1f2	30.750000	0	123	0	0	0
Frmd5	30.750000	0	123	0	0	0
Fam120c	30.750000	0	123	0	0	0
Ctf1	30.750000	0	123	0	0	0
Csnk1a1	30.750000	123	0	0	0	0
Commd7	30.750000	0	123	0	0	0
Cisd3	30.750000	123	0	0	0	0
Cavin1	30.750000	0	123	0	0	0
Bcl7c	30.750000	0	123	0	0	0
Bcl2l13	30.750000	0	123	0	0	0
Zfp553	30.500000	0	122	0	0	0
Tceal9	30.500000	122	0	0	0	0
Srpr	30.500000	0	122	0	0	0
Slc44a1	30.500000	0	122	0	0	0
Ptpra	30.500000	0	122	0	0	0
Pax2	30.500000	0	122	0	0	0
Nrg2	30.500000	0	122	0	0	0
Mtmr7	30.500000	0	122	0	0	0
Itpr3	30.500000	0	122	0	0	0
Isy1	30.500000	0	122	0	0	0
Foxred1	30.500000	0	122	0	0	0
Dstn	30.500000	0	122	0	0	0
Crhr2	30.500000	0	122	0	0	0
Chrac1	30.500000	0	122	0	0	0
Zfp74	30.250000	0	121	0	0	0
Zfp319	30.250000	0	121	0	0	0
Wdr93	30.250000	0	121	0	0	0
Usb1	30.250000	0	121	0	0	0
Ubash3b	30.250000	0	121	0	0	0
Tmem132a	30.250000	0	121	0	0	0
Sost	30.250000	0	121	0	0	0
Snap91	30.250000	0	121	0	0	0
Slitrk1	30.250000	0	121	0	0	0
Scyl3	30.250000	0	121	0	0	0
Rassf5	30.250000	121	0	0	0	0
Prxl2c	30.250000	0	121	0	0	0
Pex11a	30.250000	0	121	0	0	0
Nav2	30.250000	0	121	0	0	0
Nacad	30.250000	0	121	0	0	0
Moxd1	30.250000	0	121	0	0	0
Map2k5	30.250000	0	121	0	0	0
Map2	30.250000	0	121	0	0	0
Mafk	30.250000	0	121	0	0	0
Lipo2	30.250000	0	121	0	0	0
Kirrel3	30.250000	121	0	0	0	0
Kctd5	30.250000	0	121	0	0	0
Kcnh1	30.250000	0	121	0	0	0
Hfm1	30.250000	121	0	0	0	0
Gdi1	30.250000	0	121	0	0	0
Flnc	30.250000	0	121	0	0	0
Fbxo43	30.250000	121	0	0	0	0
Fancl	30.250000	121	0	0	0	0
Fam185a	30.250000	0	121	0	0	0
Col23a1	30.250000	121	0	0	0	0
Cdc42se2	30.250000	0	121	0	0	0
Ccdc146	30.250000	0	121	0	0	0
Begain	30.250000	0	121	0	0	0
Basp1	30.250000	121	0	0	0	0
Zcrb1	30.000000	0	120	0	0	0
Tmem69	30.000000	0	120	0	0	0
Slain2	30.000000	0	120	0	0	0
Sfrp4	30.000000	0	120	0	0	0
Rwdd2a	30.000000	0	120	0	0	0
Rnf103	30.000000	0	120	0	0	0
Rabgap1	30.000000	120	0	0	0	0
Pphln1	30.000000	0	120	0	0	0
Polk	30.000000	120	0	0	0	0
Pkmyt1	30.000000	0	120	0	0	0
Pgm3	30.000000	0	120	0	0	0
Nop2	30.000000	0	120	0	0	0
Naxe	30.000000	0	120	0	0	0
Mmp17	30.000000	120	0	0	0	0
Mgat5	30.000000	0	120	0	0	0
Lipt2	30.000000	0	120	0	0	0
Lamp1	30.000000	120	0	0	0	0
Hnrnpa3	30.000000	120	0	0	0	0
Gpbp1l1	30.000000	0	120	0	0	0
Epdr1	30.000000	0	120	0	0	0
Ctsb	30.000000	0	120	0	0	0
Cert1	30.000000	120	0	0	0	0
Arl8a	30.000000	120	0	0	0	0
Arhgdia	30.000000	0	120	0	0	0
Ankrd63	30.000000	0	120	0	0	0
1810013L24Rik	30.000000	0	120	0	0	0
Vamp1	29.750000	0	119	0	0	0
Tmem229a	29.750000	119	0	0	0	0
Tbx4	29.750000	119	0	0	0	0
Specc1l	29.750000	0	119	0	0	0
Smg8	29.750000	0	119	0	0	0
Rnf122	29.750000	119	0	0	0	0
Rab6a	29.750000	0	119	0	0	0
Pced1b	29.750000	0	119	0	0	0
Myl4	29.750000	119	0	0	0	0
Gtf2a2	29.750000	0	119	0	0	0
Eogt	29.750000	0	119	0	0	0
Eif1ad	29.750000	0	119	0	0	0
Cdc27	29.750000	119	0	0	0	0
Banf1	29.750000	0	119	0	0	0
Arxes2	29.750000	119	0	0	0	0
Amigo2	29.750000	0	119	0	0	0
Agpat2	29.750000	0	119	0	0	0
Agbl3	29.750000	0	119	0	0	0
Acer2	29.750000	0	119	0	0	0
Zswim6	29.500000	0	118	0	0	0
Zrsr1	29.500000	118	0	0	0	0
Tmem43	29.500000	0	118	0	0	0
Tkfc	29.500000	0	118	0	0	0
Tbx15	29.500000	0	118	0	0	0
Stx1a	29.500000	0	118	0	0	0
St8sia5	29.500000	0	118	0	0	0
Slc5a1	29.500000	118	0	0	0	0
Shld2	29.500000	0	118	0	0	0
Sh2b1	29.500000	0	118	0	0	0
Sgce	29.500000	118	0	0	0	0
Sertad3	29.500000	0	118	0	0	0
Rsph3a	29.500000	0	118	0	0	0
Rnf182	29.500000	0	118	0	0	0
Rad50	29.500000	0	118	0	0	0
Prps2	29.500000	118	0	0	0	0
Pi4kb	29.500000	0	118	0	0	0
Peg10	29.500000	118	0	0	0	0
Klhdc4	29.500000	0	118	0	0	0
Kctd9	29.500000	0	118	0	0	0
H4c6	29.500000	0	118	0	0	0
H1f3	29.500000	0	118	0	0	0
Gm3173	29.500000	118	0	0	0	0
Glud1	29.500000	0	118	0	0	0
Gfod2	29.500000	0	118	0	0	0
Fzr1	29.500000	0	118	0	0	0
Ephb6	29.500000	0	118	0	0	0
Ehmt1	29.500000	0	118	0	0	0
Ddb1	29.500000	0	118	0	0	0
Cpxm1	29.500000	0	118	0	0	0
Commd1	29.500000	118	0	0	0	0
Chchd4	29.500000	0	118	0	0	0
Cdca2	29.500000	0	118	0	0	0
Bckdk	29.500000	118	0	0	0	0
Arhgap17	29.500000	0	118	0	0	0
Unc119	29.250000	0	117	0	0	0
Tspan3	29.250000	0	117	0	0	0
Thy1	29.250000	117	0	0	0	0
Thap1	29.250000	0	117	0	0	0
Pusl1	29.250000	0	117	0	0	0
Hexim1	29.250000	0	117	0	0	0
Hdac2	29.250000	0	117	0	0	0
Gmfb	29.250000	117	0	0	0	0
Dync1h1	29.250000	0	117	0	0	0
Dnajc11	29.250000	0	117	0	0	0
Ctxn1	29.250000	0	117	0	0	0
Acap3	29.250000	0	117	0	0	0
Aak1	29.250000	0	117	0	0	0
Ube2g2	29.000000	0	116	0	0	0
Tsc2	29.000000	0	116	0	0	0
Tmem253	29.000000	0	116	0	0	0
Tlcd5	29.000000	0	116	0	0	0
Snx1	29.000000	0	116	0	0	0
Rab11fip2	29.000000	0	116	0	0	0
Ppp1r7	29.000000	0	116	0	0	0
Pask	29.000000	0	116	0	0	0
Nxn	29.000000	0	116	0	0	0
Nthl1	29.000000	0	116	0	0	0
Ndc80	29.000000	0	116	0	0	0
Kbtbd7	29.000000	0	116	0	0	0
Grid2	29.000000	116	0	0	0	0
Eya4	29.000000	116	0	0	0	0
Dbr1	29.000000	0	116	0	0	0
Col2a1	29.000000	116	0	0	0	0
Cobll1	29.000000	0	116	0	0	0
Cntfr	29.000000	0	116	0	0	0
Ciao2a	29.000000	0	116	0	0	0
Ccdc66	29.000000	0	116	0	0	0
Bcl10	29.000000	0	116	0	0	0
Atl3	29.000000	0	116	0	0	0
Zswim7	28.750000	0	115	0	0	0
Ubl5	28.750000	115	0	0	0	0
Ttc19	28.750000	0	115	0	0	0
Tpm1	28.750000	0	115	0	0	0
Taf7l	28.750000	115	0	0	0	0
Swap70	28.750000	0	115	0	0	0
Sobp	28.750000	115	0	0	0	0
Sidt2	28.750000	0	115	0	0	0
Shisa7	28.750000	115	0	0	0	0
Rps27l	28.750000	0	115	0	0	0
Pigw	28.750000	0	115	0	0	0
Myo19	28.750000	0	115	0	0	0
Hnrnpa1	28.750000	115	0	0	0	0
H4c2	28.750000	0	115	0	0	0
H3c2	28.750000	0	115	0	0	0
H2ac4	28.750000	0	115	0	0	0
Gspt1	28.750000	0	115	0	0	0
Fbxl12	28.750000	115	0	0	0	0
Dnajc13	28.750000	0	115	0	0	0
Arvcf	28.750000	0	115	0	0	0
Abcb10	28.750000	0	115	0	0	0
Tulp2	28.500000	0	114	0	0	0
Ttc9b	28.500000	0	114	0	0	0
Tcp11l1	28.500000	0	114	0	0	0
Snrpa1	28.500000	0	114	0	0	0
Slc2a4	28.500000	114	0	0	0	0
Sdc1	28.500000	0	114	0	0	0
Pth2	28.500000	0	114	0	0	0
Pin1rt1	28.500000	0	114	0	0	0
Phf8	28.500000	114	0	0	0	0
Nudt9	28.500000	0	114	0	0	0
Nlrx1	28.500000	0	114	0	0	0
Nckap1	28.500000	0	114	0	0	0
Nagk	28.500000	0	114	0	0	0
Msh4	28.500000	0	114	0	0	0
Map3k1	28.500000	0	114	0	0	0
Ifitm3	28.500000	0	114	0	0	0
H2ax	28.500000	0	114	0	0	0
Gramd1a	28.500000	114	0	0	0	0
Gpsm2	28.500000	0	114	0	0	0
Gpr63	28.500000	0	114	0	0	0
Fra10ac1	28.500000	0	114	0	0	0
Fmc1	28.500000	0	114	0	0	0
Extl3	28.500000	0	114	0	0	0
Eng	28.500000	114	0	0	0	0
Emc7	28.500000	0	114	0	0	0
Dhdh	28.500000	0	114	0	0	0
Crebl2	28.500000	0	114	0	0	0
Cers2	28.500000	0	114	0	0	0
Anxa9	28.500000	0	114	0	0	0
Akap11	28.500000	0	114	0	0	0
Abcb4	28.500000	0	114	0	0	0
Aaas	28.500000	0	114	0	0	0
Uso1	28.250000	0	113	0	0	0
Tomm20	28.250000	0	113	0	0	0
Taf11	28.250000	0	113	0	0	0
Rgs6	28.250000	113	0	0	0	0
Prepl	28.250000	0	113	0	0	0
Necab1	28.250000	113	0	0	0	0
Midn	28.250000	0	113	0	0	0
Lrfn1	28.250000	0	113	0	0	0
Gpcpd1	28.250000	0	113	0	0	0
G3bp2	28.250000	0	113	0	0	0
Dusp23	28.250000	113	0	0	0	0
Cyp7b1	28.250000	113	0	0	0	0
Csnk1g2	28.250000	0	113	0	0	0
Ccdc84	28.250000	0	113	0	0	0
Camkmt	28.250000	0	113	0	0	0
Camkk1	28.250000	113	0	0	0	0
Cabp7	28.250000	0	113	0	0	0
Apela	28.250000	0	113	0	0	0
Anks1	28.250000	0	113	0	0	0
Ampd3	28.250000	0	113	0	0	0
Aatk	28.250000	113	0	0	0	0
Zscan18	28.000000	0	112	0	0	0
Zfp385b	28.000000	0	112	0	0	0
Xkr7	28.000000	0	112	0	0	0
Wdsub1	28.000000	0	112	0	0	0
Usp44	28.000000	0	112	0	0	0
Usp11	28.000000	0	112	0	0	0
Tubb6	28.000000	112	0	0	0	0
Tll1	28.000000	0	112	0	0	0
Tctex1d1	28.000000	0	112	0	0	0
Tbc1d7	28.000000	0	112	0	0	0
Synj1	28.000000	0	112	0	0	0
Rsph14	28.000000	112	0	0	0	0
Rock1	28.000000	0	112	0	0	0
Rassf8	28.000000	0	112	0	0	0
Ptpn5	28.000000	0	112	0	0	0
Plekhh1	28.000000	0	112	0	0	0
Ncaph2	28.000000	0	112	0	0	0
Napa	28.000000	0	112	0	0	0
Mctp1	28.000000	112	0	0	0	0
Marchf11	28.000000	0	112	0	0	0
Luzp1	28.000000	0	112	0	0	0
Lmf2	28.000000	0	112	0	0	0
Lhpp	28.000000	112	0	0	0	0
Kif2a	28.000000	112	0	0	0	0
Kdm5c	28.000000	0	112	0	0	0
Kcnq1	28.000000	0	112	0	0	0
Jade3	28.000000	0	112	0	0	0
Inpp5k	28.000000	0	112	0	0	0
Hs1bp3	28.000000	0	112	0	0	0
Galnt9	28.000000	0	112	0	0	0
Frat2	28.000000	0	112	0	0	0
Efr3b	28.000000	0	112	0	0	0
Dpp6	28.000000	0	112	0	0	0
Ctnna2	28.000000	112	0	0	0	0
Chic1	28.000000	0	112	0	0	0
Chac2	28.000000	0	112	0	0	0
Bpi	28.000000	112	0	0	0	0
Ankrd44	28.000000	0	112	0	0	0
Zfp90	27.750000	0	111	0	0	0
Zdhhc23	27.750000	0	111	0	0	0
Wrn	27.750000	0	111	0	0	0
Ttc9	27.750000	0	111	0	0	0
Tmem94	27.750000	0	111	0	0	0
Stard6	27.750000	0	111	0	0	0
Ssrp1	27.750000	0	111	0	0	0
Ssh2	27.750000	0	111	0	0	0
Sin3a	27.750000	0	111	0	0	0
Selenot	27.750000	0	111	0	0	0
Rnf19a	27.750000	0	111	0	0	0
Rab25	27.750000	111	0	0	0	0
Purg	27.750000	0	111	0	0	0
Pafah2	27.750000	0	111	0	0	0
P2rx3	27.750000	0	111	0	0	0
Nacc2	27.750000	0	111	0	0	0
Naa25	27.750000	0	111	0	0	0
Mark1	27.750000	111	0	0	0	0
Kcnj8	27.750000	0	111	0	0	0
Ints12	27.750000	0	111	0	0	0
Gstcd	27.750000	0	111	0	0	0
Gpa33	27.750000	0	111	0	0	0
Eed	27.750000	0	111	0	0	0
Dusp27	27.750000	0	111	0	0	0
Ddx55	27.750000	0	111	0	0	0
Bod1	27.750000	0	111	0	0	0
4930503L19Rik	27.750000	0	111	0	0	0
Zer1	27.500000	110	0	0	0	0
Ttf1	27.500000	0	110	0	0	0
Tnrc6c	27.500000	0	110	0	0	0
Timm50	27.500000	0	110	0	0	0
Sox1	27.500000	110	0	0	0	0
Sim1	27.500000	110	0	0	0	0
Rtn4rl1	27.500000	0	110	0	0	0
Rsph3b	27.500000	0	110	0	0	0
Rnf125	27.500000	0	110	0	0	0
Pygo2	27.500000	0	110	0	0	0
Plekhh3	27.500000	0	110	0	0	0
Nnt	27.500000	0	110	0	0	0
Ndufb5	27.500000	0	110	0	0	0
Mrpl47	27.500000	0	110	0	0	0
Mafa	27.500000	0	110	0	0	0
Lasp1	27.500000	0	110	0	0	0
Dph1	27.500000	0	110	0	0	0
Csrnp2	27.500000	0	110	0	0	0
Cntnap1	27.500000	0	110	0	0	0
Cdk8	27.500000	0	110	0	0	0
Cct8	27.500000	0	110	0	0	0
Ccr10	27.500000	0	110	0	0	0
Ap3m2	27.500000	0	110	0	0	0
Akip1	27.500000	0	110	0	0	0
Zfp638	27.250000	0	109	0	0	0
Zfp239	27.250000	0	109	0	0	0
Xylt1	27.250000	109	0	0	0	0
Thumpd2	27.250000	0	109	0	0	0
Sowaha	27.250000	109	0	0	0	0
Slc17a7	27.250000	0	109	0	0	0
Rpap2	27.250000	109	0	0	0	0
Plk2	27.250000	0	109	0	0	0
Pip5k1b	27.250000	109	0	0	0	0
Pigf	27.250000	0	109	0	0	0
Mfge8	27.250000	109	0	0	0	0
Lpcat4	27.250000	109	0	0	0	0
Klhl5	27.250000	0	109	0	0	0
Kif16b	27.250000	0	109	0	0	0
Isg15	27.250000	0	109	0	0	0
Gtf3a	27.250000	0	109	0	0	0
Gnpda1	27.250000	0	109	0	0	0
Glmn	27.250000	109	0	0	0	0
Gfra4	27.250000	0	109	0	0	0
