Target_genes	Nr4a1|Average	SRX6927319|CD4+_T_cells	SRX868176|ES_cells	SRX868179|ES_cells	SRX3075749|Macrophages	SRX3075750|Macrophages	SRX3075751|Macrophages	SRX1077593|Treg	STRING
Arel1	16.857143	0	0	0	0	118	0	0	0
Ankrd13d	16.857143	0	0	0	0	118	0	0	0
Acad9	16.857143	0	0	0	0	118	0	0	0
Zfp948	16.714286	0	0	0	0	117	0	0	0
Zfp319	16.714286	0	0	0	0	117	0	0	0
Yod1	16.714286	0	0	0	0	117	0	0	0
Usb1	16.714286	0	0	0	0	117	0	0	0
Svop	16.714286	0	117	0	0	0	0	0	0
Sdcbp	16.714286	0	0	0	0	117	0	0	0
Rpia	16.714286	0	0	0	0	117	0	0	0
Rab7	16.714286	0	0	0	0	117	0	0	0
Psmc2	16.714286	0	0	0	0	117	0	0	0
Pdcd6	16.714286	0	0	0	0	117	0	0	0
Mrpl38	16.714286	0	0	0	0	117	0	0	0
Map3k10	16.714286	0	0	117	0	0	0	0	0
Hsp90b1	16.714286	0	0	0	0	117	0	0	0
Gstp3	16.714286	0	0	0	0	117	0	0	0
Gna11	16.714286	0	0	0	0	117	0	0	0
Ggcx	16.714286	0	0	0	0	117	0	0	0
Fermt3	16.714286	0	0	0	0	117	0	0	0
Dnajc2	16.714286	0	0	0	0	117	0	0	0
Depp1	16.714286	0	0	0	0	117	0	0	0
Cops7a	16.714286	0	0	0	0	117	0	0	0
Churc1	16.714286	0	0	0	0	117	0	0	0
BC029722	16.714286	0	0	0	0	117	0	0	0
Aacs	16.714286	0	0	0	0	117	0	0	0
Zscan29	16.571429	0	0	0	0	116	0	0	0
Zfp987	16.571429	0	116	0	0	0	0	0	0
Usp39	16.571429	0	0	116	0	0	0	0	0
Ubap2	16.571429	0	0	0	0	116	0	0	0
Trp53bp2	16.571429	0	0	0	0	116	0	0	0
Tmem38b	16.571429	0	0	0	0	116	0	0	0
Tecr	16.571429	0	0	0	0	116	0	0	0
Slfn1	16.571429	0	0	0	0	116	0	0	0
Rtel1	16.571429	0	0	0	0	116	0	0	0
Rnft1	16.571429	0	0	0	0	116	0	0	0
Pus7l	16.571429	0	0	0	0	116	0	0	0
Prss34	16.571429	0	0	116	0	0	0	0	0
Piga	16.571429	0	0	0	0	116	0	0	0
Pet117	16.571429	0	0	0	0	116	0	0	0
Parl	16.571429	0	0	0	0	116	0	0	0
Nek3	16.571429	0	0	0	0	116	0	0	0
Naca	16.571429	0	0	0	0	116	0	0	0
Mtmr3	16.571429	0	0	0	0	116	0	0	0
Msl2	16.571429	0	0	0	0	116	0	0	0
Map3k4	16.571429	0	0	0	0	116	0	0	0
Lsm14b	16.571429	0	0	0	0	116	0	0	0
Letmd1	16.571429	0	0	0	0	116	0	0	0
Klc3	16.571429	0	0	0	0	116	0	0	0
Kat14	16.571429	0	0	0	0	116	0	0	0
Irak4	16.571429	0	0	0	0	116	0	0	0
Hps3	16.571429	0	0	0	0	116	0	0	0
Heatr6	16.571429	0	0	0	0	116	0	0	0
Gpr107	16.571429	0	0	0	0	116	0	0	0
Gan	16.571429	0	116	0	0	0	0	0	0
Fmnl1	16.571429	0	0	0	0	116	0	0	0
Fbxo32	16.571429	0	0	0	0	116	0	0	0
Elac1	16.571429	0	0	0	0	116	0	0	0
Efna1	16.571429	0	0	0	0	116	0	0	0
Cox8a	16.571429	0	0	0	0	116	0	0	0
Commd5	16.571429	0	0	116	0	0	0	0	0
Clec2d	16.571429	0	0	0	0	116	0	0	0
Cck	16.571429	0	0	116	0	0	0	0	0
Alg10b	16.571429	0	0	0	0	116	0	0	0
Adcy4	16.571429	0	0	0	0	116	0	0	0
2310039H08Rik	16.571429	0	0	0	0	116	0	0	0
0610030E20Rik	16.571429	0	0	116	0	0	0	0	0
Zp1	16.428571	0	0	0	0	115	0	0	0
Zfp526	16.428571	0	0	0	0	0	0	115	0
Zfp266	16.428571	0	115	0	0	0	0	0	0
Zfp157	16.428571	0	0	0	0	115	0	0	0
Yipf5	16.428571	0	115	0	0	0	0	0	0
Yes1	16.428571	0	115	0	0	0	0	0	0
Wbp1	16.428571	0	0	0	0	115	0	0	0
Vmn2r117	16.428571	0	115	0	0	0	0	0	0
Vmn1r119	16.428571	0	115	0	0	0	0	0	0
Vegfc	16.428571	0	115	0	0	0	0	0	0
Vcan	16.428571	0	0	0	0	115	0	0	0
Ttc14	16.428571	0	115	0	0	0	0	0	0
Tpk1	16.428571	0	0	0	0	115	0	0	0
Tmprss11e	16.428571	0	115	0	0	0	0	0	0
Tmem185a	16.428571	0	115	0	0	0	0	0	0
Tgfbr1	16.428571	0	115	0	0	0	0	0	0
Sval3	16.428571	0	115	0	0	0	0	0	0
Stx5a	16.428571	0	0	0	0	115	0	0	0
Slc25a36	16.428571	0	115	0	0	0	0	0	0
Serpinb9d	16.428571	0	115	0	0	0	0	0	0
Sc5d	16.428571	0	115	0	0	0	0	0	0
Rbck1	16.428571	0	0	0	0	115	0	0	0
Ptpn13	16.428571	0	115	0	0	0	0	0	0
Prr23a3	16.428571	0	0	115	0	0	0	0	0
Pramel20	16.428571	0	115	0	0	0	0	0	0
Ppp1r3e	16.428571	0	0	0	0	115	0	0	0
Polr2c	16.428571	0	0	0	0	115	0	0	0
Plat	16.428571	0	115	0	0	0	0	0	0
Phf6	16.428571	0	115	0	0	0	0	0	0
Pfn4	16.428571	0	115	0	0	0	0	0	0
Pcdhb10	16.428571	0	115	0	0	0	0	0	0
Pak6	16.428571	0	0	0	0	115	0	0	0
Olfr815	16.428571	0	115	0	0	0	0	0	0
Olfr648	16.428571	0	115	0	0	0	0	0	0
Olfr1427	16.428571	0	115	0	0	0	0	0	0
Olfr1426	16.428571	0	115	0	0	0	0	0	0
Olfr1032	16.428571	0	115	0	0	0	0	0	0
Nop9	16.428571	0	0	0	0	115	0	0	0
Nlrp4e	16.428571	0	115	0	0	0	0	0	0
Ndp	16.428571	0	115	0	0	0	0	0	0
Mief2	16.428571	0	0	0	0	115	0	0	0
Man2b2	16.428571	0	0	0	0	115	0	0	0
Lce1g	16.428571	0	115	0	0	0	0	0	0
Lce1f	16.428571	0	115	0	0	0	0	0	0
Lancl3	16.428571	0	0	0	0	115	0	0	0
Kera	16.428571	0	115	0	0	0	0	0	0
Ino80b	16.428571	0	0	0	0	115	0	0	0
Ifi208	16.428571	0	115	0	0	0	0	0	0
Hsbp1	16.428571	0	0	0	0	115	0	0	0
Hic2	16.428571	0	0	0	0	115	0	0	0
H1f10	16.428571	0	0	0	0	115	0	0	0
Gzmf	16.428571	0	115	0	0	0	0	0	0
Gtf3c3	16.428571	0	0	0	0	115	0	0	0
Golm2	16.428571	0	115	0	0	0	0	0	0
Gm4984	16.428571	0	115	0	0	0	0	0	0
Gm2511	16.428571	0	115	0	0	0	0	0	0
Gm15501	16.428571	0	115	0	0	0	0	0	0
Gm14496	16.428571	0	115	0	0	0	0	0	0
Gm12569	16.428571	0	115	0	0	0	0	0	0
Gckr	16.428571	0	0	0	0	115	0	0	0
Flii	16.428571	0	0	0	0	115	0	0	0
Fam210b	16.428571	0	0	0	0	115	0	0	0
Fam120b	16.428571	0	0	0	0	115	0	0	0
Faap20	16.428571	0	0	0	0	115	0	0	0
Esp34	16.428571	0	115	0	0	0	0	0	0
Ergic3	16.428571	0	0	0	0	115	0	0	0
Entpd7	16.428571	0	0	0	0	115	0	0	0
Efemp1	16.428571	0	115	0	0	0	0	0	0
Dhrs1	16.428571	0	0	0	0	115	0	0	0
Dedd2	16.428571	0	0	0	0	0	0	115	0
Cyp2c39	16.428571	0	115	0	0	0	0	0	0
Cpox	16.428571	0	115	0	0	0	0	0	0
Cldn5	16.428571	0	0	115	0	0	0	0	0
Clcn2	16.428571	0	0	0	0	115	0	0	0
Cd200r3	16.428571	0	115	0	0	0	0	0	0
Cd2	16.428571	0	0	115	0	0	0	0	0
Btbd35f5	16.428571	0	115	0	0	0	0	0	0
Btbd35f21	16.428571	0	115	0	0	0	0	0	0
Btbd35f17	16.428571	0	115	0	0	0	0	0	0
Btbd35f1	16.428571	0	115	0	0	0	0	0	0
B020004C17Rik	16.428571	0	115	0	0	0	0	0	0
Arl2	16.428571	0	0	0	0	115	0	0	0
Ago2	16.428571	0	0	0	0	115	0	0	0
Adamts20	16.428571	0	115	0	0	0	0	0	0
Acadm	16.428571	0	0	0	0	115	0	0	0
6430550D23Rik	16.428571	0	0	0	0	115	0	0	0
1700092M07Rik	16.428571	0	0	0	0	115	0	0	0
Zfp513	16.285714	0	0	0	0	114	0	0	0
Zfp277	16.285714	0	0	0	0	114	0	0	0
Ube2g2	16.285714	0	0	0	0	114	0	0	0
Tekt2	16.285714	0	0	0	0	114	0	0	0
Spdl1	16.285714	0	0	0	0	114	0	0	0
Rpl36a	16.285714	0	0	0	0	114	0	0	0
Rab1b	16.285714	0	0	0	0	114	0	0	0
Psmg1	16.285714	0	0	0	0	114	0	0	0
Nup188	16.285714	0	0	0	0	114	0	0	0
Map3k9	16.285714	0	0	0	0	114	0	0	0
Mad2l1	16.285714	0	0	0	0	114	0	0	0
Lin54	16.285714	0	0	0	0	114	0	0	0
Lars2	16.285714	0	0	0	0	114	0	0	0
Itprip	16.285714	0	0	0	0	114	0	0	0
Ifitm3	16.285714	0	0	0	0	114	0	0	0
Gfod2	16.285714	0	0	114	0	0	0	0	0
Dolk	16.285714	0	0	0	0	114	0	0	0
Dock4	16.285714	0	0	0	0	114	0	0	0
Dlst	16.285714	0	0	0	0	114	0	0	0
Camsap1	16.285714	0	0	0	0	114	0	0	0
Arfgef1	16.285714	0	0	0	0	114	0	0	0
Adprhl2	16.285714	0	0	0	0	114	0	0	0
Adamts17	16.285714	0	114	0	0	0	0	0	0
Zranb1	16.142857	0	0	0	0	113	0	0	0
Zfp566	16.142857	0	0	0	0	113	0	0	0
Zfp260	16.142857	0	0	0	0	113	0	0	0
Zbtb8os	16.142857	0	0	0	0	113	0	0	0
Trappc10	16.142857	0	0	0	0	113	0	0	0
Thoc5	16.142857	0	0	0	0	113	0	0	0
Tex29	16.142857	0	0	113	0	0	0	0	0
Syncrip	16.142857	0	0	0	0	113	0	0	0
Son	16.142857	0	0	0	0	113	0	0	0
Slc25a48	16.142857	0	0	113	0	0	0	0	0
Sft2d3	16.142857	0	113	0	0	0	0	0	0
Selenow	16.142857	0	0	0	0	113	0	0	0
Rpl36	16.142857	0	0	0	0	113	0	0	0
Rbbp4	16.142857	0	0	0	0	113	0	0	0
Ptpa	16.142857	0	0	0	0	113	0	0	0
Nfxl1	16.142857	0	0	0	0	113	0	0	0
Nccrp1	16.142857	0	0	0	0	113	0	0	0
Myg1	16.142857	0	0	0	0	113	0	0	0
Mrpl18	16.142857	0	0	0	0	113	0	0	0
Micos13	16.142857	0	0	0	0	113	0	0	0
Lsm6	16.142857	0	0	0	0	113	0	0	0
Kat8	16.142857	0	0	0	0	113	0	0	0
Inafm2	16.142857	0	0	0	0	113	0	0	0
Ikzf1	16.142857	0	0	0	0	113	0	0	0
Gm36712	16.142857	0	0	0	0	113	0	0	0
Gart	16.142857	0	0	0	0	113	0	0	0
Erich4	16.142857	0	0	0	0	113	0	0	0
Ercc5	16.142857	0	0	0	0	113	0	0	0
Dmac2	16.142857	0	0	0	0	113	0	0	0
Ddx50	16.142857	0	0	0	0	113	0	0	0
Dazap2	16.142857	0	0	0	0	113	0	0	0
Crat	16.142857	0	0	0	0	113	0	0	0
Car9	16.142857	0	0	0	0	113	0	0	0
Capza1	16.142857	0	0	0	0	113	0	0	0
Atp13a4	16.142857	0	0	0	0	113	0	0	0
Atad3a	16.142857	0	0	0	0	113	0	0	0
Arhgef39	16.142857	0	0	0	0	113	0	0	0
Abcf1	16.142857	0	0	0	0	113	0	0	0
Zfp688	16.000000	0	0	0	0	112	0	0	0
Wdr4	16.000000	0	112	0	0	0	0	0	0
Smad4	16.000000	0	0	0	0	112	0	0	0
Slc43a3	16.000000	0	0	0	0	112	0	0	0
Rpl27a	16.000000	0	0	0	0	112	0	0	0
Prmt7	16.000000	0	0	112	0	0	0	0	0
Mylk2	16.000000	0	0	0	0	112	0	0	0
Med9	16.000000	0	0	0	0	112	0	0	0
Mdh1b	16.000000	0	0	0	0	112	0	0	0
Mafg	16.000000	0	0	0	0	112	0	0	0
Kyat3	16.000000	0	0	0	0	112	0	0	0
Katnal1	16.000000	0	0	0	0	112	0	0	0
Iqgap1	16.000000	0	0	0	0	112	0	0	0
Hs6st1	16.000000	0	0	0	0	112	0	0	0
Foxh1	16.000000	0	0	0	0	112	0	0	0
Fastkd2	16.000000	0	0	0	0	112	0	0	0
Exosc8	16.000000	0	0	0	0	0	112	0	0
Derl1	16.000000	0	0	0	0	112	0	0	0
Clpx	16.000000	0	0	0	0	112	0	0	0
Atxn7l3	16.000000	0	0	0	0	112	0	0	0
Alg5	16.000000	0	0	0	0	0	112	0	0
Zfp341	15.857143	0	0	0	0	0	111	0	0
Zfp128	15.857143	0	0	111	0	0	0	0	0
Zcchc3	15.857143	0	0	111	0	0	0	0	0
Vps54	15.857143	0	0	0	0	111	0	0	0
Vmn1r86	15.857143	0	0	111	0	0	0	0	0
Usp44	15.857143	0	0	111	0	0	0	0	0
Ube2h	15.857143	0	0	0	0	111	0	0	0
Tsc1	15.857143	0	0	0	0	111	0	0	0
Trpv6	15.857143	0	0	111	0	0	0	0	0
Tmem63b	15.857143	0	0	0	0	111	0	0	0
Tifab	15.857143	0	0	0	0	111	0	0	0
Tex16	15.857143	0	0	111	0	0	0	0	0
Spata31d1c	15.857143	0	0	111	0	0	0	0	0
Snx29	15.857143	0	111	0	0	0	0	0	0
Smarcc2	15.857143	0	0	0	0	111	0	0	0
Smad5	15.857143	0	0	111	0	0	0	0	0
Slc25a5	15.857143	0	0	0	0	111	0	0	0
Slc17a6	15.857143	0	0	111	0	0	0	0	0
Rps11	15.857143	0	0	0	0	111	0	0	0
Rhoc	15.857143	0	0	0	0	111	0	0	0
Ralyl	15.857143	0	0	111	0	0	0	0	0
Ppih	15.857143	0	0	0	0	111	0	0	0
Pls1	15.857143	0	0	111	0	0	0	0	0
Pla2r1	15.857143	0	0	111	0	0	0	0	0
Pi15	15.857143	0	0	111	0	0	0	0	0
Pfn3	15.857143	0	0	0	0	111	0	0	0
Pex10	15.857143	0	0	0	0	111	0	0	0
Olfr65	15.857143	0	0	111	0	0	0	0	0
Olfr631	15.857143	0	0	111	0	0	0	0	0
Olfr329	15.857143	0	0	111	0	0	0	0	0
Olfr1496	15.857143	0	0	111	0	0	0	0	0
Olfr1362	15.857143	0	0	111	0	0	0	0	0
Oas1c	15.857143	0	0	111	0	0	0	0	0
Oas1b	15.857143	0	0	111	0	0	0	0	0
Nmnat2	15.857143	0	0	111	0	0	0	0	0
Nexn	15.857143	0	0	111	0	0	0	0	0
Mrps14	15.857143	0	0	0	0	111	0	0	0
Mrpl14	15.857143	0	0	0	0	111	0	0	0
Mbd1	15.857143	0	0	111	0	0	0	0	0
Lrrc57	15.857143	0	0	111	0	0	0	0	0
Lgals9	15.857143	0	0	0	0	111	0	0	0
L3hypdh	15.857143	0	0	0	0	111	0	0	0
Krtap1-5	15.857143	0	0	111	0	0	0	0	0
Krtap1-4	15.857143	0	0	111	0	0	0	0	0
Kpna4	15.857143	0	0	0	0	111	0	0	0
Klhdc2	15.857143	0	0	0	0	111	0	0	0
Jkamp	15.857143	0	0	0	0	111	0	0	0
Haus2	15.857143	0	0	111	0	0	0	0	0
Gm5071	15.857143	0	0	111	0	0	0	0	0
Gcfc2	15.857143	0	0	111	0	0	0	0	0
Fzd3	15.857143	0	0	111	0	0	0	0	0
Fbxo16	15.857143	0	0	111	0	0	0	0	0
Ermp1	15.857143	0	0	111	0	0	0	0	0
Dgat2	15.857143	0	0	0	0	111	0	0	0
Cplane1	15.857143	0	0	111	0	0	0	0	0
Cops3	15.857143	0	0	0	0	111	0	0	0
Cln5	15.857143	0	0	0	0	111	0	0	0
Chrm3	15.857143	0	0	111	0	0	0	0	0
Chmp1b	15.857143	0	0	0	0	111	0	0	0
Chac1	15.857143	0	0	0	0	111	0	0	0
Cep70	15.857143	0	0	0	0	111	0	0	0
Cep57l1	15.857143	0	0	111	0	0	0	0	0
Ccser1	15.857143	0	0	111	0	0	0	0	0
Cbx3	15.857143	0	0	111	0	0	0	0	0
Becn1	15.857143	0	0	0	0	111	0	0	0
Arhgap35	15.857143	0	0	0	0	111	0	0	0
Arf1	15.857143	0	0	0	0	111	0	0	0
Akr1c6	15.857143	0	0	111	0	0	0	0	0
Agpat2	15.857143	0	0	0	0	111	0	0	0
Ago3	15.857143	0	0	0	0	111	0	0	0
4931408C20Rik	15.857143	0	0	111	0	0	0	0	0
2300003K06Rik	15.857143	0	0	111	0	0	0	0	0
Zrsr2	15.714286	0	0	0	0	110	0	0	0
Zfp771	15.714286	0	0	110	0	0	0	0	0
Zbtb9	15.714286	0	0	0	0	110	0	0	0
Xylb	15.714286	0	0	0	0	110	0	0	0
Was	15.714286	0	0	0	0	110	0	0	0
Tepsin	15.714286	0	0	0	0	110	0	0	0
Sumo1	15.714286	0	0	0	0	110	0	0	0
Slc39a14	15.714286	0	0	0	0	110	0	0	0
Sesn2	15.714286	0	0	0	0	110	0	0	0
Ovca2	15.714286	0	110	0	0	0	0	0	0
Nradd	15.714286	0	0	0	0	110	0	0	0
Ndufaf8	15.714286	0	0	0	0	110	0	0	0
Ncaph	15.714286	0	0	0	0	110	0	0	0
Igsf6	15.714286	0	0	0	0	110	0	0	0
Hsp90ab1	15.714286	0	0	0	0	110	0	0	0
Fbxo10	15.714286	0	110	0	0	0	0	0	0
Fam241a	15.714286	0	0	0	0	110	0	0	0
Crkl	15.714286	0	0	0	0	110	0	0	0
Cep128	15.714286	0	0	0	0	110	0	0	0
Ccl27a	15.714286	0	0	110	0	0	0	0	0
Zbtb12	15.571429	0	0	0	0	109	0	0	0
Yme1l1	15.571429	0	0	0	0	109	0	0	0
Xkr8	15.571429	0	0	0	0	109	0	0	0
Vps4b	15.571429	0	0	0	0	109	0	0	0
Tex10	15.571429	0	0	0	0	109	0	0	0
Tcta	15.571429	0	0	0	0	109	0	0	0
Tcf24	15.571429	0	0	109	0	0	0	0	0
Snx17	15.571429	0	0	0	0	109	0	0	0
Six5	15.571429	0	0	0	0	109	0	0	0
Rps20	15.571429	0	0	0	0	109	0	0	0
Rpf1	15.571429	0	0	0	0	109	0	0	0
Rhoa	15.571429	0	0	0	0	109	0	0	0
Psmd5	15.571429	0	0	0	0	109	0	0	0
Plp2	15.571429	0	0	0	0	109	0	0	0
Med25	15.571429	0	0	0	0	109	0	0	0
Mastl	15.571429	0	0	0	0	109	0	0	0
Higd1a	15.571429	0	0	0	0	109	0	0	0
Hes1	15.571429	0	0	0	0	109	0	0	0
H3f3a	15.571429	0	0	0	0	109	0	0	0
Fundc2	15.571429	0	0	0	0	109	0	0	0
F8	15.571429	0	0	0	0	109	0	0	0
Eif2b4	15.571429	0	0	0	0	109	0	0	0
Ehmt2	15.571429	0	0	0	0	109	0	0	0
Dhx36	15.571429	0	0	0	0	109	0	0	0
Ddx3x	15.571429	0	0	0	0	109	0	0	0
Cul4b	15.571429	0	0	0	0	109	0	0	0
Crebl2	15.571429	0	0	0	0	109	0	0	0
Cnot6	15.571429	0	0	0	0	109	0	0	0
Clec9a	15.571429	0	0	0	0	109	0	0	0
Cdk19	15.571429	0	0	0	0	109	0	0	0
Cct8l1	15.571429	0	0	109	0	0	0	0	0
Cc2d1b	15.571429	0	0	109	0	0	0	0	0
Caprin2	15.571429	0	0	109	0	0	0	0	0
Ahdc1	15.571429	0	109	0	0	0	0	0	0
Zfp788	15.428571	0	0	0	0	108	0	0	0
Wee1	15.428571	0	0	108	0	0	0	0	0
Uck1	15.428571	0	0	0	0	108	0	0	0
Txn1	15.428571	0	0	0	0	108	0	0	0
Trub2	15.428571	0	0	0	0	108	0	0	0
Topors	15.428571	0	0	0	0	108	0	0	0
Tmem41a	15.428571	0	0	0	0	108	0	0	0
Tlcd1	15.428571	0	0	108	0	0	0	0	0
Stk24	15.428571	0	0	0	0	108	0	0	0
Smpd1	15.428571	0	0	0	0	108	0	0	0
Smim27	15.428571	0	0	0	0	108	0	0	0
Serpinf2	15.428571	0	108	0	0	0	0	0	0
Rpl7l1	15.428571	0	0	0	0	108	0	0	0
Rpl5	15.428571	0	0	0	0	108	0	0	0
Rpl23a	15.428571	0	0	108	0	0	0	0	0
Rnf24	15.428571	0	0	0	0	108	0	0	0
Rfk	15.428571	0	0	0	0	108	0	0	0
Pdia4	15.428571	0	0	0	0	108	0	0	0
Nrm	15.428571	0	0	108	0	0	0	0	0
Nek8	15.428571	0	0	108	0	0	0	0	0
Ncbp3	15.428571	0	0	0	0	108	0	0	0
Mtif3	15.428571	0	0	0	0	108	0	0	0
Mettl9	15.428571	0	0	0	0	108	0	0	0
Lamtor4	15.428571	0	0	0	0	108	0	0	0
Inf2	15.428571	0	0	0	0	108	0	0	0
Hmgcs1	15.428571	0	0	0	0	108	0	0	0
Haspin	15.428571	0	0	0	0	108	0	0	0
Hadhb	15.428571	0	0	0	0	108	0	0	0
Hadha	15.428571	0	0	0	0	108	0	0	0
Gm29797	15.428571	0	0	0	0	108	0	0	0
Gldc	15.428571	0	108	0	0	0	0	0	0
Glce	15.428571	0	0	0	0	108	0	0	0
Gins4	15.428571	0	0	0	0	108	0	0	0
Gfm1	15.428571	0	0	0	0	108	0	0	0
Gatm	15.428571	0	0	0	0	108	0	0	0
Fryl	15.428571	0	0	0	0	108	0	0	0
Fancc	15.428571	0	0	0	0	108	0	0	0
Fam151b	15.428571	0	0	108	0	0	0	0	0
Fam131a	15.428571	0	0	0	0	108	0	0	0
E2f6	15.428571	0	0	0	0	108	0	0	0
Cdr2	15.428571	0	0	0	0	108	0	0	0
Cdc37l1	15.428571	0	0	0	0	108	0	0	0
Ccndbp1	15.428571	0	0	0	0	108	0	0	0
Ccdc167	15.428571	0	0	0	0	108	0	0	0
Asph	15.428571	0	0	0	0	108	0	0	0
Ankrd54	15.428571	0	0	0	0	108	0	0	0
Zmat1	15.285714	0	0	0	0	107	0	0	0
Zgpat	15.285714	0	0	0	0	107	0	0	0
Tst	15.285714	0	0	0	0	107	0	0	0
Spata6	15.285714	0	0	0	0	107	0	0	0
Spata1	15.285714	0	0	0	0	107	0	0	0
Sergef	15.285714	0	0	0	0	107	0	0	0
Rpl32	15.285714	0	0	0	0	107	0	0	0
Rbm22	15.285714	0	0	0	0	107	0	0	0
Psph	15.285714	0	0	0	0	107	0	0	0
Poldip2	15.285714	0	0	0	0	107	0	0	0
Pex11b	15.285714	0	0	0	0	107	0	0	0
Pcdhgb2	15.285714	0	107	0	0	0	0	0	0
Osbpl5	15.285714	0	0	0	0	107	0	0	0
Nploc4	15.285714	0	0	0	0	107	0	0	0
Nedd8	15.285714	0	0	0	0	107	0	0	0
Naa16	15.285714	0	0	0	0	107	0	0	0
Mtrf1	15.285714	0	0	0	0	107	0	0	0
Mtmr9	15.285714	0	0	0	0	107	0	0	0
Mpst	15.285714	0	0	0	0	107	0	0	0
Mfn1	15.285714	0	0	0	0	107	0	0	0
Lig3	15.285714	0	0	107	0	0	0	0	0
Krtap4-16	15.285714	0	0	107	0	0	0	0	0
Gorab	15.285714	0	0	0	0	107	0	0	0
Gng5	15.285714	0	0	0	0	107	0	0	0
Gmpr2	15.285714	0	0	0	0	107	0	0	0
Elk4	15.285714	0	0	0	0	107	0	0	0
Eif5a	15.285714	0	0	0	0	107	0	0	0
Cpsf1	15.285714	0	0	0	0	107	0	0	0
Cpped1	15.285714	0	0	0	0	107	0	0	0
Cct6a	15.285714	0	0	0	0	107	0	0	0
Ccl2	15.285714	0	0	0	0	107	0	0	0
Bnip1	15.285714	0	0	0	0	107	0	0	0
Arfrp1	15.285714	0	0	0	0	107	0	0	0
Appl1	15.285714	0	0	0	0	107	0	0	0
Anks1	15.285714	0	0	0	0	107	0	0	0
Ankrd33	15.285714	0	0	0	0	107	0	0	0
Wdhd1	15.142857	0	0	0	0	106	0	0	0
Twnk	15.142857	0	0	0	0	106	0	0	0
Tuba8	15.142857	0	0	0	0	106	0	0	0
Trnt1	15.142857	0	0	0	0	106	0	0	0
Tox4	15.142857	0	0	0	0	106	0	0	0
Tent5b	15.142857	0	0	0	0	106	0	0	0
Tbc1d17	15.142857	0	0	0	0	106	0	0	0
Styx	15.142857	0	0	0	0	106	0	0	0
Socs4	15.142857	0	0	0	0	106	0	0	0
Snx11	15.142857	0	0	0	0	106	0	0	0
Rab2b	15.142857	0	0	0	0	106	0	0	0
Rab18	15.142857	0	0	0	0	106	0	0	0
Psmc3ip	15.142857	0	0	0	0	106	0	0	0
Psmb10	15.142857	0	0	0	0	106	0	0	0
Polr3h	15.142857	0	0	0	0	106	0	0	0
Pnpla6	15.142857	0	0	0	0	106	0	0	0
Pdcl3	15.142857	0	0	0	0	106	0	0	0
Otulinl	15.142857	0	0	0	0	106	0	0	0
Oas1a	15.142857	0	0	0	0	106	0	0	0
Nt5m	15.142857	0	0	0	0	106	0	0	0
Nsmf	15.142857	0	0	0	0	106	0	0	0
Ncoa4	15.142857	0	0	0	0	106	0	0	0
Mx2	15.142857	0	0	0	0	106	0	0	0
Mvb12b	15.142857	0	0	0	0	106	0	0	0
Mrpl43	15.142857	0	0	0	0	106	0	0	0
Mrpl2	15.142857	0	0	0	0	106	0	0	0
Med7	15.142857	0	0	0	0	106	0	0	0
Lypd6b	15.142857	0	106	0	0	0	0	0	0
Lsr	15.142857	0	0	0	0	106	0	0	0
Klc4	15.142857	0	0	0	0	106	0	0	0
Kcnab3	15.142857	0	0	0	0	106	0	0	0
Ifitm5	15.142857	0	0	0	0	106	0	0	0
Gm10509	15.142857	0	0	0	0	106	0	0	0
Foxd1	15.142857	0	0	0	0	106	0	0	0
Fbxo9	15.142857	0	0	106	0	0	0	0	0
Dcaf5	15.142857	0	0	0	0	106	0	0	0
Cul7	15.142857	0	0	0	0	106	0	0	0
Calu	15.142857	0	0	0	0	106	0	0	0
Akt1s1	15.142857	0	0	0	0	106	0	0	0
4930402F06Rik	15.142857	0	0	0	0	106	0	0	0
1810010H24Rik	15.142857	0	0	0	0	106	0	0	0
1190005I06Rik	15.142857	0	0	0	0	106	0	0	0
Zfp668	15.000000	0	0	0	0	105	0	0	0
Zfp646	15.000000	0	0	0	0	105	0	0	0
Trpc4ap	15.000000	0	0	0	0	105	0	0	0
Tkt	15.000000	0	0	0	0	105	0	0	0
Smarcc1	15.000000	0	105	0	0	0	0	0	0
Smad3	15.000000	0	0	0	0	105	0	0	0
Rnf185	15.000000	0	0	0	0	105	0	0	0
Rnaseh2c	15.000000	0	0	105	0	0	0	0	0
Pex12	15.000000	0	0	0	0	105	0	0	0
Oma1	15.000000	0	0	0	0	105	0	0	0
Mier1	15.000000	0	0	0	0	105	0	0	0
Kdsr	15.000000	0	0	0	0	105	0	0	0
Isyna1	15.000000	0	0	0	0	105	0	0	0
Ipmk	15.000000	0	0	0	0	105	0	0	0
Il1rap	15.000000	0	0	0	0	105	0	0	0
Glyctk	15.000000	0	0	0	0	105	0	0	0
Gal3st3	15.000000	0	0	0	0	105	0	0	0
Exoc1	15.000000	0	0	0	0	105	0	0	0
Eefsec	15.000000	0	0	0	0	105	0	0	0
Dtx3	15.000000	0	0	0	0	105	0	0	0
Dnaja3	15.000000	0	0	0	0	105	0	0	0
Defb23	15.000000	0	0	105	0	0	0	0	0
Ddi2	15.000000	0	0	0	0	105	0	0	0
Cisd1	15.000000	0	0	0	0	105	0	0	0
Arhgef25	15.000000	0	0	0	0	105	0	0	0
Ap2b1	15.000000	0	0	0	0	105	0	0	0
Zfp84	14.857143	0	0	0	0	104	0	0	0
