Target_genes	Hoxa9|Average	SRX7135172|Acute_myeloid_leukemia	SRX7416185|Embryoid_Bodies	SRX7416186|Embryoid_Bodies	SRX110439|Myeloblastic_cell_lines	SRX110442|Myeloblastic_cell_lines	SRX11174682|Unclassified	SRX11174683|Unclassified	SRX11174684|Unclassified	SRX11174686|Unclassified	SRX11174687|Unclassified	STRING
Tmem202	15.700000	0	0	0	0	0	157	0	0	0	0	0
Tgds	15.700000	0	0	0	0	0	157	0	0	0	0	0
Tet3	15.700000	157	0	0	0	0	0	0	0	0	0	0
Tbc1d5	15.700000	0	0	0	0	0	157	0	0	0	0	0
Szt2	15.700000	157	0	0	0	0	0	0	0	0	0	0
Spr	15.700000	157	0	0	0	0	0	0	0	0	0	0
Smim38	15.700000	0	0	157	0	0	0	0	0	0	0	0
Smarca5	15.700000	0	0	0	0	0	157	0	0	0	0	0
Slc4a2	15.700000	0	0	0	0	0	157	0	0	0	0	0
Slc25a10	15.700000	0	0	157	0	0	0	0	0	0	0	0
Rit2	15.700000	0	157	0	0	0	0	0	0	0	0	0
Ppp1r18	15.700000	0	0	0	0	0	157	0	0	0	0	0
Pcolce2	15.700000	0	157	0	0	0	0	0	0	0	0	0
Otud7b	15.700000	0	0	0	0	0	0	0	0	157	0	0
Olfr1414	15.700000	157	0	0	0	0	0	0	0	0	0	0
Nubp1	15.700000	0	0	0	0	0	157	0	0	0	0	0
Med8	15.700000	157	0	0	0	0	0	0	0	0	0	0
Kif1b	15.700000	0	157	0	0	0	0	0	0	0	0	0
Gpr180	15.700000	0	0	0	0	0	157	0	0	0	0	0
Exph5	15.700000	0	0	157	0	0	0	0	0	0	0	0
Evl	15.700000	0	0	0	0	0	157	0	0	0	0	0
Esco2	15.700000	157	0	0	0	0	0	0	0	0	0	0
Eml6	15.700000	0	0	0	0	0	157	0	0	0	0	0
Dkc1	15.700000	0	0	0	0	0	157	0	0	0	0	0
Cdk5	15.700000	0	0	0	0	0	157	0	0	0	0	0
Ccdc25	15.700000	157	0	0	0	0	0	0	0	0	0	0
Acp1	15.700000	0	0	0	0	0	157	0	0	0	0	0
AI429214	15.700000	0	157	0	0	0	0	0	0	0	0	0
9930012K11Rik	15.700000	0	0	0	0	0	157	0	0	0	0	0
Trf	15.600000	0	0	0	0	0	156	0	0	0	0	0
Thnsl2	15.600000	0	0	156	0	0	0	0	0	0	0	0
Tcte1	15.600000	0	0	156	0	0	0	0	0	0	0	0
Rsc1a1	15.600000	0	0	156	0	0	0	0	0	0	0	0
Riox1	15.600000	0	0	0	0	0	156	0	0	0	0	0
Rgs4	15.600000	0	0	156	0	0	0	0	0	0	0	0
Prc1	15.600000	0	156	0	0	0	0	0	0	0	0	0
Pappa2	15.600000	0	0	156	0	0	0	0	0	0	0	0
Olfr1532-ps1	15.600000	0	0	156	0	0	0	0	0	0	0	0
Myo7b	15.600000	0	0	156	0	0	0	0	0	0	0	0
Mtch1	15.600000	156	0	0	0	0	0	0	0	0	0	0
Mex3c	15.600000	0	156	0	0	0	0	0	0	0	0	0
Med9	15.600000	0	0	156	0	0	0	0	0	0	0	0
Mafa	15.600000	0	0	156	0	0	0	0	0	0	0	0
Lrrc75b	15.600000	0	0	0	0	0	156	0	0	0	0	0
Lcor	15.600000	156	0	0	0	0	0	0	0	0	0	0
Krtap11-1	15.600000	0	0	156	0	0	0	0	0	0	0	0
Isg15	15.600000	0	0	156	0	0	0	0	0	0	0	0
Impg2	15.600000	0	0	156	0	0	0	0	0	0	0	0
Il3ra	15.600000	0	0	0	0	0	156	0	0	0	0	0
Ggt1	15.600000	0	0	0	0	0	156	0	0	0	0	0
Epb42	15.600000	0	0	156	0	0	0	0	0	0	0	0
Clps	15.600000	0	0	156	0	0	0	0	0	0	0	0
Clpb	15.600000	0	0	156	0	0	0	0	0	0	0	0
Cblc	15.600000	0	0	156	0	0	0	0	0	0	0	0
Alppl2	15.600000	0	0	156	0	0	0	0	0	0	0	0
Agpat2	15.600000	0	0	0	0	0	156	0	0	0	0	0
Acot9	15.600000	0	0	156	0	0	0	0	0	0	0	0
Acer2	15.600000	0	0	156	0	0	0	0	0	0	0	0
4930474N05Rik	15.600000	0	0	156	0	0	0	0	0	0	0	0
Vps37b	15.500000	155	0	0	0	0	0	0	0	0	0	0
Ucp2	15.500000	0	0	0	0	0	155	0	0	0	0	0
Ubl7	15.500000	0	0	0	0	0	155	0	0	0	0	0
Tmem115	15.500000	0	155	0	0	0	0	0	0	0	0	0
Rps3	15.500000	155	0	0	0	0	0	0	0	0	0	0
Rbm20	15.500000	0	155	0	0	0	0	0	0	0	0	0
Prcc	15.500000	0	0	0	0	0	155	0	0	0	0	0
Ogfod2	15.500000	0	0	0	0	0	155	0	0	0	0	0
Hint3	15.500000	0	0	0	0	0	155	0	0	0	0	0
Gypa	15.500000	0	155	0	0	0	0	0	0	0	0	0
Gstm4	15.500000	0	0	0	0	0	155	0	0	0	0	0
Dhcr24	15.500000	0	0	0	0	0	155	0	0	0	0	0
Dazap2	15.500000	0	0	0	0	0	155	0	0	0	0	0
Boc	15.500000	0	155	0	0	0	0	0	0	0	0	0
Arl6ip4	15.500000	0	0	0	0	0	155	0	0	0	0	0
Adra2a	15.500000	0	0	155	0	0	0	0	0	0	0	0
Acbd3	15.500000	0	0	155	0	0	0	0	0	0	0	0
Wdr4	15.400000	154	0	0	0	0	0	0	0	0	0	0
Ubiad1	15.400000	0	0	0	0	0	82	0	0	72	0	0
Ube2t	15.400000	0	0	0	0	0	154	0	0	0	0	0
Tusc1	15.400000	0	0	0	0	0	154	0	0	0	0	0
Serac1	15.400000	0	0	0	0	0	154	0	0	0	0	0
Rc3h1	15.400000	0	0	0	0	0	154	0	0	0	0	0
Rae1	15.400000	0	0	154	0	0	0	0	0	0	0	0
Ppm1g	15.400000	154	0	0	0	0	0	0	0	0	0	0
Ninj2	15.400000	0	0	0	0	0	154	0	0	0	0	0
Mtor	15.400000	0	0	0	0	0	82	0	0	72	0	0
Llgl1	15.400000	154	0	0	0	0	0	0	0	0	0	0
Klrb1c	15.400000	0	0	0	0	0	154	0	0	0	0	0
Itih3	15.400000	154	0	0	0	0	0	0	0	0	0	0
Gtf2h5	15.400000	0	0	0	0	0	154	0	0	0	0	0
Fndc9	15.400000	154	0	0	0	0	0	0	0	0	0	0
Fam220a	15.400000	0	0	0	0	0	154	0	0	0	0	0
Cracr2b	15.400000	0	0	0	0	0	154	0	0	0	0	0
Col13a1	15.400000	0	0	0	0	0	154	0	0	0	0	0
Cers2	15.400000	0	0	0	0	0	154	0	0	0	0	0
B4galt3	15.400000	154	0	0	0	0	0	0	0	0	0	0
Anxa9	15.400000	0	0	0	0	0	154	0	0	0	0	0
Alox15	15.400000	154	0	0	0	0	0	0	0	0	0	0
Aldoc	15.400000	154	0	0	0	0	0	0	0	0	0	0
Adap2	15.400000	0	0	0	0	0	154	0	0	0	0	0
Abraxas1	15.400000	0	0	0	0	0	154	0	0	0	0	0
Abhd17b	15.400000	0	0	0	0	0	154	0	0	0	0	0
1110059E24Rik	15.400000	0	0	0	0	0	154	0	0	0	0	0
Vps35l	15.300000	153	0	0	0	0	0	0	0	0	0	0
Tspan12	15.300000	0	153	0	0	0	0	0	0	0	0	0
Tcp11	15.300000	0	153	0	0	0	0	0	0	0	0	0
Tbc1d20	15.300000	0	0	0	0	0	153	0	0	0	0	0
Sntn	15.300000	0	0	153	0	0	0	0	0	0	0	0
Smim8	15.300000	0	0	0	0	0	153	0	0	0	0	0
Slc17a1	15.300000	0	0	0	0	0	153	0	0	0	0	0
Sdad1	15.300000	0	0	0	0	0	153	0	0	0	0	0
Rab11fip2	15.300000	0	0	0	0	0	153	0	0	0	0	0
Pspc1	15.300000	0	0	153	0	0	0	0	0	0	0	0
Prss57	15.300000	0	0	0	0	0	153	0	0	0	0	0
Ppp2r5b	15.300000	0	0	0	0	0	153	0	0	0	0	0
Nr2f6	15.300000	0	0	153	0	0	0	0	0	0	0	0
Lmnb2	15.300000	0	0	0	0	0	153	0	0	0	0	0
Kat5	15.300000	153	0	0	0	0	0	0	0	0	0	0
H2-K1	15.300000	153	0	0	0	0	0	0	0	0	0	0
Fundc1	15.300000	0	0	153	0	0	0	0	0	0	0	0
Dok5	15.300000	0	0	153	0	0	0	0	0	0	0	0
Cdc73	15.300000	0	153	0	0	0	0	0	0	0	0	0
Btnl9	15.300000	0	0	0	0	0	153	0	0	0	0	0
Alox5	15.300000	0	0	0	0	0	153	0	0	0	0	0
Adam19	15.300000	0	153	0	0	0	0	0	0	0	0	0
Zdhhc3	15.200000	0	0	0	0	0	152	0	0	0	0	0
Uhmk1	15.200000	0	152	0	0	0	0	0	0	0	0	0
Trim21	15.200000	152	0	0	0	0	0	0	0	0	0	0
Tmem53	15.200000	0	0	0	0	0	152	0	0	0	0	0
Taf15	15.200000	0	0	0	0	0	152	0	0	0	0	0
Rpl38	15.200000	0	0	0	0	0	152	0	0	0	0	0
Prkcb	15.200000	0	0	0	0	0	152	0	0	0	0	0
Pappa	15.200000	0	152	0	0	0	0	0	0	0	0	0
Papolg	15.200000	0	58	0	0	0	94	0	0	0	0	0
Lrrk1	15.200000	0	0	0	0	0	152	0	0	0	0	0
Gsdmc4	15.200000	0	0	0	0	0	152	0	0	0	0	0
Exosc7	15.200000	0	0	0	0	0	152	0	0	0	0	0
Exo5	15.200000	0	0	152	0	0	0	0	0	0	0	0
Ercc6l2	15.200000	0	0	0	0	0	152	0	0	0	0	0
Ccdc110	15.200000	0	152	0	0	0	0	0	0	0	0	0
Armh1	15.200000	0	0	0	0	0	152	0	0	0	0	0
Ap2a2	15.200000	0	0	0	0	0	152	0	0	0	0	0
Aard	15.200000	0	152	0	0	0	0	0	0	0	0	0
3830406C13Rik	15.200000	0	0	0	0	0	152	0	0	0	0	0
Zfp597	15.100000	0	0	0	0	0	151	0	0	0	0	0
Wtap	15.100000	151	0	0	0	0	0	0	0	0	0	0
Ubap2	15.100000	0	0	0	0	0	151	0	0	0	0	0
Tcl1b2	15.100000	0	0	0	0	0	151	0	0	0	0	0
Stard13	15.100000	0	151	0	0	0	0	0	0	0	0	0
Slc16a3	15.100000	0	0	0	0	0	151	0	0	0	0	0
Prr3	15.100000	0	0	0	0	0	151	0	0	0	0	0
Orm3	15.100000	0	0	0	0	0	151	0	0	0	0	0
Noxred1	15.100000	0	0	0	0	0	151	0	0	0	0	0
Myh9	15.100000	0	151	0	0	0	0	0	0	0	0	0
Mblac1	15.100000	0	0	0	0	0	151	0	0	0	0	0
Lnx1	15.100000	0	0	0	0	0	151	0	0	0	0	0
Ikzf1	15.100000	0	0	0	0	0	0	0	0	151	0	0
Gpbp1	15.100000	0	151	0	0	0	0	0	0	0	0	0
Gnl1	15.100000	0	0	0	0	0	151	0	0	0	0	0
Gm9222	15.100000	0	0	0	0	0	151	0	0	0	0	0
Gm20939	15.100000	151	0	0	0	0	0	0	0	0	0	0
Fam3c	15.100000	0	0	0	0	0	151	0	0	0	0	0
Fam161a	15.100000	0	0	0	0	0	151	0	0	0	0	0
Crim1	15.100000	0	151	0	0	0	0	0	0	0	0	0
Bloc1s5	15.100000	0	0	0	0	0	151	0	0	0	0	0
Bbox1	15.100000	0	151	0	0	0	0	0	0	0	0	0
Aldh1b1	15.100000	151	0	0	0	0	0	0	0	0	0	0
Acta2	15.100000	0	0	0	0	0	151	0	0	0	0	0
Tfdp1	15.000000	0	0	0	0	0	150	0	0	0	0	0
Tamm41	15.000000	0	0	0	0	0	150	0	0	0	0	0
Synpr	15.000000	0	0	150	0	0	0	0	0	0	0	0
Stmn4	15.000000	0	0	150	0	0	0	0	0	0	0	0
Srp19	15.000000	0	0	0	0	0	150	0	0	0	0	0
Srd5a2	15.000000	0	0	0	0	0	150	0	0	0	0	0
Sdha	15.000000	0	150	0	0	0	0	0	0	0	0	0
Sar1b	15.000000	0	0	0	0	0	150	0	0	0	0	0
Rpl14	15.000000	0	0	0	0	0	150	0	0	0	0	0
Rcn1	15.000000	0	150	0	0	0	0	0	0	0	0	0
Pwp1	15.000000	0	0	0	0	0	150	0	0	0	0	0
Mrpl34	15.000000	0	0	0	0	0	150	0	0	0	0	0
Mpv17	15.000000	150	0	0	0	0	0	0	0	0	0	0
Mapt	15.000000	0	0	150	0	0	0	0	0	0	0	0
Il3	15.000000	0	0	0	0	0	150	0	0	0	0	0
H2bc13	15.000000	0	0	0	0	0	150	0	0	0	0	0
H2ac13	15.000000	0	0	0	0	0	150	0	0	0	0	0
Gm38499	15.000000	0	0	0	0	0	150	0	0	0	0	0
Gm17455	15.000000	0	0	0	0	0	150	0	0	0	0	0
Gkap1	15.000000	0	0	150	0	0	0	0	0	0	0	0
F2rl3	15.000000	0	0	0	0	0	0	150	0	0	0	0
Dhx30	15.000000	0	0	0	0	0	150	0	0	0	0	0
Dda1	15.000000	0	0	0	0	0	150	0	0	0	0	0
Clic5	15.000000	0	0	0	0	0	0	150	0	0	0	0
Ccdc15	15.000000	0	0	0	0	0	150	0	0	0	0	0
Ccdc127	15.000000	0	150	0	0	0	0	0	0	0	0	0
Ankrd45	15.000000	0	0	0	0	0	150	0	0	0	0	0
Abhd8	15.000000	0	0	0	0	0	150	0	0	0	0	0
4930451I11Rik	15.000000	0	0	150	0	0	0	0	0	0	0	0
Xkr5	14.900000	0	0	0	0	0	149	0	0	0	0	0
Ulk1	14.900000	0	0	0	0	0	149	0	0	0	0	0
Tef	14.900000	0	0	71	0	0	0	0	0	78	0	0
Tbk1	14.900000	0	0	149	0	0	0	0	0	0	0	0
Smok2b	14.900000	149	0	0	0	0	0	0	0	0	0	0
Sgo2a	14.900000	0	0	0	0	0	149	0	0	0	0	0
Rwdd2b	14.900000	0	0	0	0	0	149	0	0	0	0	0
Rerg	14.900000	0	0	149	0	0	0	0	0	0	0	0
Prpf3	14.900000	0	0	0	0	0	149	0	0	0	0	0
Pola2	14.900000	0	0	0	0	0	149	0	0	0	0	0
Pnisr	14.900000	0	0	0	0	0	149	0	0	0	0	0
Pitx2	14.900000	0	149	0	0	0	0	0	0	0	0	0
Pam16	14.900000	149	0	0	0	0	0	0	0	0	0	0
Osbpl2	14.900000	149	0	0	0	0	0	0	0	0	0	0
Olfr803	14.900000	0	149	0	0	0	0	0	0	0	0	0
N4bp2l1	14.900000	0	0	0	0	0	149	0	0	0	0	0
Mylk	14.900000	0	149	0	0	0	0	0	0	0	0	0
Ly9	14.900000	0	0	0	0	0	149	0	0	0	0	0
Lrrc36	14.900000	0	149	0	0	0	0	0	0	0	0	0
Gusb	14.900000	0	0	0	0	0	149	0	0	0	0	0
Grhpr	14.900000	0	0	0	0	0	149	0	0	0	0	0
Gimap9	14.900000	0	0	0	0	0	149	0	0	0	0	0
Fam172a	14.900000	0	0	0	0	0	149	0	0	0	0	0
E230025N22Rik	14.900000	0	0	0	0	0	149	0	0	0	0	0
Dido1	14.900000	0	0	149	0	0	0	0	0	0	0	0
Cep55	14.900000	71	0	78	0	0	0	0	0	0	0	0
Ccr5	14.900000	0	0	0	0	0	149	0	0	0	0	0
Arrdc2	14.900000	149	0	0	0	0	0	0	0	0	0	0
Aim2	14.900000	0	0	0	0	0	149	0	0	0	0	0
Adam1a	14.900000	0	0	0	0	0	149	0	0	0	0	0
Zbtb2	14.800000	0	0	148	0	0	0	0	0	0	0	0
Vmn2r79	14.800000	0	148	0	0	0	0	0	0	0	0	0
Tnp1	14.800000	0	148	0	0	0	0	0	0	0	0	0
Tmem108	14.800000	0	148	0	0	0	0	0	0	0	0	0
Shc4	14.800000	0	148	0	0	0	0	0	0	0	0	0
Sall3	14.800000	0	148	0	0	0	0	0	0	0	0	0
Rsph1	14.800000	0	148	0	0	0	0	0	0	0	0	0
Rpl21	14.800000	0	0	0	0	0	148	0	0	0	0	0
Rad50	14.800000	0	0	0	0	0	0	0	0	148	0	0
Pus1	14.800000	148	0	0	0	0	0	0	0	0	0	0
Prdx4	14.800000	0	148	0	0	0	0	0	0	0	0	0
Pop4	14.800000	148	0	0	0	0	0	0	0	0	0	0
Plekhm1	14.800000	0	148	0	0	0	0	0	0	0	0	0
Pik3cb	14.800000	0	0	0	0	0	148	0	0	0	0	0
Pdhx	14.800000	148	0	0	0	0	0	0	0	0	0	0
Olfr782	14.800000	0	148	0	0	0	0	0	0	0	0	0
Med31	14.800000	0	0	148	0	0	0	0	0	0	0	0
Med26	14.800000	148	0	0	0	0	0	0	0	0	0	0
Mdga1	14.800000	0	148	0	0	0	0	0	0	0	0	0
Marchf8	14.800000	148	0	0	0	0	0	0	0	0	0	0
Map1s	14.800000	0	0	0	0	0	148	0	0	0	0	0
Lrrc56	14.800000	0	0	0	0	0	148	0	0	0	0	0
Lrrc3c	14.800000	0	148	0	0	0	0	0	0	0	0	0
Lpin3	14.800000	0	148	0	0	0	0	0	0	0	0	0
Kcnj10	14.800000	0	0	0	0	0	148	0	0	0	0	0
Il17d	14.800000	0	148	0	0	0	0	0	0	0	0	0
Hras	14.800000	0	0	0	0	0	148	0	0	0	0	0
Gtpbp10	14.800000	0	0	0	0	0	148	0	0	0	0	0
Gprin1	14.800000	0	148	0	0	0	0	0	0	0	0	0
Gpatch8	14.800000	0	0	148	0	0	0	0	0	0	0	0
Fbxw5	14.800000	0	0	0	0	0	148	0	0	0	0	0
Ets1	14.800000	0	0	0	0	0	148	0	0	0	0	0
Eif4e2	14.800000	0	0	0	0	0	148	0	0	0	0	0
Defb41	14.800000	0	148	0	0	0	0	0	0	0	0	0
Cpne9	14.800000	0	148	0	0	0	0	0	0	0	0	0
Cldn8	14.800000	0	148	0	0	0	0	0	0	0	0	0
Chmp4c	14.800000	0	148	0	0	0	0	0	0	0	0	0
Chadl	14.800000	0	0	0	0	0	148	0	0	0	0	0
C8g	14.800000	0	0	0	0	0	148	0	0	0	0	0
Aldoart2	14.800000	148	0	0	0	0	0	0	0	0	0	0
Adora2b	14.800000	0	0	0	0	0	148	0	0	0	0	0
Adora2a	14.800000	0	148	0	0	0	0	0	0	0	0	0
Adam26a	14.800000	0	148	0	0	0	0	0	0	0	0	0
Actl7b	14.800000	0	148	0	0	0	0	0	0	0	0	0
Actl7a	14.800000	0	148	0	0	0	0	0	0	0	0	0
4930563E22Rik	14.800000	0	0	148	0	0	0	0	0	0	0	0
Vmn1r196	14.700000	0	0	147	0	0	0	0	0	0	0	0
Thbd	14.700000	0	0	0	0	0	147	0	0	0	0	0
Tekt1	14.700000	0	0	0	0	0	147	0	0	0	0	0
Snrpn	14.700000	0	0	147	0	0	0	0	0	0	0	0
Slc2a7	14.700000	0	0	147	0	0	0	0	0	0	0	0
Slc26a5	14.700000	0	0	147	0	0	0	0	0	0	0	0
Sgpp2	14.700000	0	0	147	0	0	0	0	0	0	0	0
Serpinb9	14.700000	0	0	0	0	0	147	0	0	0	0	0
Sar1a	14.700000	0	0	0	0	0	147	0	0	0	0	0
Samd12	14.700000	0	0	147	0	0	0	0	0	0	0	0
Proca1	14.700000	0	0	147	0	0	0	0	0	0	0	0
Polr2m	14.700000	0	147	0	0	0	0	0	0	0	0	0
Pcsk9	14.700000	0	0	0	0	0	147	0	0	0	0	0
Paf1	14.700000	0	0	147	0	0	0	0	0	0	0	0
P2ry6	14.700000	0	0	0	0	0	147	0	0	0	0	0
Olfr771	14.700000	0	0	147	0	0	0	0	0	0	0	0
Nrbf2	14.700000	0	0	147	0	0	0	0	0	0	0	0
Nqo2	14.700000	147	0	0	0	0	0	0	0	0	0	0
Mov10l1	14.700000	0	0	147	0	0	0	0	0	0	0	0
Mlc1	14.700000	0	0	147	0	0	0	0	0	0	0	0
Med29	14.700000	0	0	147	0	0	0	0	0	0	0	0
Lyz1	14.700000	0	0	0	0	0	147	0	0	0	0	0
Ldlrad1	14.700000	0	0	147	0	0	0	0	0	0	0	0
Krtap5-1	14.700000	0	0	147	0	0	0	0	0	0	0	0
Hydin	14.700000	0	0	147	0	0	0	0	0	0	0	0
Htt	14.700000	0	0	0	0	0	147	0	0	0	0	0
H2-M10.3	14.700000	147	0	0	0	0	0	0	0	0	0	0
Gpr146	14.700000	0	0	0	0	0	147	0	0	0	0	0
Gpkow	14.700000	0	0	147	0	0	0	0	0	0	0	0
Gca	14.700000	0	0	147	0	0	0	0	0	0	0	0
Fam98a	14.700000	65	0	0	0	0	0	0	0	82	0	0
Elf3	14.700000	0	0	147	0	0	0	0	0	0	0	0
Dnajc5b	14.700000	0	0	147	0	0	0	0	0	0	0	0
Desi2	14.700000	0	0	147	0	0	0	0	0	0	0	0
Defb20	14.700000	147	0	0	0	0	0	0	0	0	0	0
Coq8a	14.700000	0	0	147	0	0	0	0	0	0	0	0
Cnpy1	14.700000	0	0	147	0	0	0	0	0	0	0	0
Cilp	14.700000	0	0	147	0	0	0	0	0	0	0	0
Atxn1l	14.700000	0	0	147	0	0	0	0	0	0	0	0
Apoc3	14.700000	0	0	147	0	0	0	0	0	0	0	0
Apoa4	14.700000	0	0	147	0	0	0	0	0	0	0	0
Akr1cl	14.700000	0	0	147	0	0	0	0	0	0	0	0
AW209491	14.700000	0	0	0	0	0	147	0	0	0	0	0
Zfp661	14.600000	0	0	0	0	0	146	0	0	0	0	0
Usp19	14.600000	0	0	0	0	0	146	0	0	0	0	0
Slk	14.600000	0	0	0	0	0	146	0	0	0	0	0
Rab31	14.600000	0	0	146	0	0	0	0	0	0	0	0
Psmd1	14.600000	0	0	0	0	0	146	0	0	0	0	0
Prr29	14.600000	0	0	0	0	0	146	0	0	0	0	0
Pparg	14.600000	0	0	0	0	0	146	0	0	0	0	0
Parpbp	14.600000	0	0	0	0	0	146	0	0	0	0	0
Nup37	14.600000	0	0	0	0	0	146	0	0	0	0	0
Noc3l	14.600000	0	0	0	0	0	146	0	0	0	0	0
Nob1	14.600000	0	0	0	0	0	146	0	0	0	0	0
Mrps5	14.600000	0	0	0	0	0	146	0	0	0	0	0
Ltb	14.600000	0	0	0	0	0	146	0	0	0	0	0
Klf10	14.600000	146	0	0	0	0	0	0	0	0	0	0
Kctd6	14.600000	0	146	0	0	0	0	0	0	0	0	0
Hk3	14.600000	0	0	0	0	0	146	0	0	0	0	0
Hat1	14.600000	0	0	0	0	0	0	0	0	146	0	0
Fdx1	14.600000	0	0	0	0	0	0	0	0	146	0	0
Eif4a1	14.600000	0	0	0	0	0	146	0	0	0	0	0
Efnb2	14.600000	0	0	146	0	0	0	0	0	0	0	0
Csta3	14.600000	146	0	0	0	0	0	0	0	0	0	0
Cgrrf1	14.600000	0	0	146	0	0	0	0	0	0	0	0
Bcl2a1d	14.600000	0	0	0	0	0	146	0	0	0	0	0
Atp6v1fnb	14.600000	0	0	0	0	0	146	0	0	0	0	0
Atp6v1f	14.600000	0	0	0	0	0	146	0	0	0	0	0
Abtb1	14.600000	146	0	0	0	0	0	0	0	0	0	0
Zfp748	14.500000	0	0	0	0	0	145	0	0	0	0	0
Zfp655	14.500000	0	0	0	0	0	145	0	0	0	0	0
Ywhaq	14.500000	0	0	0	0	0	145	0	0	0	0	0
Vmn1r166	14.500000	145	0	0	0	0	0	0	0	0	0	0
Vmn1r138	14.500000	145	0	0	0	0	0	0	0	0	0	0
Vmn1r131	14.500000	145	0	0	0	0	0	0	0	0	0	0
Vmn1r111	14.500000	145	0	0	0	0	0	0	0	0	0	0
Tbc1d30	14.500000	0	0	0	0	0	145	0	0	0	0	0
Tas2r143	14.500000	0	0	0	0	0	145	0	0	0	0	0
Tac4	14.500000	0	0	0	0	0	145	0	0	0	0	0
Sesn3	14.500000	0	145	0	0	0	0	0	0	0	0	0
Rwdd1	14.500000	0	0	0	0	0	145	0	0	0	0	0
Rpl26	14.500000	0	0	0	0	0	145	0	0	0	0	0
Prickle4	14.500000	145	0	0	0	0	0	0	0	0	0	0
Olfr225	14.500000	0	0	0	0	0	145	0	0	0	0	0
Nudcd1	14.500000	0	0	0	0	0	145	0	0	0	0	0
Nrros	14.500000	0	0	0	0	0	145	0	0	0	0	0
Nap1l1	14.500000	0	0	145	0	0	0	0	0	0	0	0
Mif	14.500000	145	0	0	0	0	0	0	0	0	0	0
Mga	14.500000	0	0	0	0	0	145	0	0	0	0	0
Lyrm2	14.500000	0	74	0	0	0	71	0	0	0	0	0
Guf1	14.500000	0	0	0	0	0	145	0	0	0	0	0
Gm14459	14.500000	0	0	0	0	0	145	0	0	0	0	0
Galnt3	14.500000	0	0	0	0	0	145	0	0	0	0	0
Frs3	14.500000	145	0	0	0	0	0	0	0	0	0	0
Eny2	14.500000	0	0	0	0	0	145	0	0	0	0	0
Dennd4c	14.500000	145	0	0	0	0	0	0	0	0	0	0
Ctnnbl1	14.500000	145	0	0	0	0	0	0	0	0	0	0
Cdk1	14.500000	0	0	0	0	0	145	0	0	0	0	0
Cand1	14.500000	0	0	0	0	0	145	0	0	0	0	0
Zfp975	14.400000	0	0	0	0	0	144	0	0	0	0	0
Zfp458	14.400000	0	0	0	0	0	144	0	0	0	0	0
Vps25	14.400000	0	0	0	0	0	144	0	0	0	0	0
Txndc9	14.400000	0	0	0	0	0	144	0	0	0	0	0
Trnt1	14.400000	0	0	0	0	0	144	0	0	0	0	0
Tmprss3	14.400000	0	0	0	0	0	144	0	0	0	0	0
Tgfbi	14.400000	0	0	0	0	0	144	0	0	0	0	0
Sco1	14.400000	0	0	0	0	0	144	0	0	0	0	0
Rhox2f	14.400000	144	0	0	0	0	0	0	0	0	0	0
Polr1b	14.400000	0	0	0	0	0	144	0	0	0	0	0
Nupr1l	14.400000	0	0	0	0	0	0	0	0	144	0	0
Mtmr1	14.400000	0	0	0	0	0	144	0	0	0	0	0
Mboat4	14.400000	0	0	0	0	0	144	0	0	0	0	0
Kcnn4	14.400000	144	0	0	0	0	0	0	0	0	0	0
Guca1a	14.400000	144	0	0	0	0	0	0	0	0	0	0
Fus	14.400000	0	0	0	0	0	144	0	0	0	0	0
F10	14.400000	0	0	0	0	0	144	0	0	0	0	0
Eif5b	14.400000	0	0	0	0	0	144	0	0	0	0	0
Dph7	14.400000	0	0	0	0	0	144	0	0	0	0	0
Ankle2	14.400000	0	0	0	0	0	144	0	0	0	0	0
Adprm	14.400000	0	0	0	0	0	144	0	0	0	0	0
4932438H23Rik	14.400000	0	0	0	0	0	144	0	0	0	0	0
2310011J03Rik	14.400000	144	0	0	0	0	0	0	0	0	0	0
Tsga10	14.300000	0	0	0	0	0	143	0	0	0	0	0
Tlr4	14.300000	0	0	0	0	0	143	0	0	0	0	0
Tecpr1	14.300000	0	0	0	0	0	143	0	0	0	0	0
Stra6	14.300000	0	143	0	0	0	0	0	0	0	0	0
Sptbn4	14.300000	143	0	0	0	0	0	0	0	0	0	0
Slc7a8	14.300000	0	0	0	0	0	0	143	0	0	0	0
Sipa1l1	14.300000	0	143	0	0	0	0	0	0	0	0	0
Rpl11	14.300000	0	0	0	0	0	143	0	0	0	0	0
Rlim	14.300000	0	0	0	0	0	143	0	0	0	0	0
Plod1	14.300000	0	0	0	0	0	143	0	0	0	0	0
Ndufa2	14.300000	143	0	0	0	0	0	0	0	0	0	0
Mrps23	14.300000	0	0	0	0	0	143	0	0	0	0	0
Mfsd9	14.300000	143	0	0	0	0	0	0	0	0	0	0
Lig4	14.300000	0	0	0	0	0	143	0	0	0	0	0
Ilrun	14.300000	143	0	0	0	0	0	0	0	0	0	0
Ik	14.300000	143	0	0	0	0	0	0	0	0	0	0
Ifih1	14.300000	0	143	0	0	0	0	0	0	0	0	0
Gpam	14.300000	0	143	0	0	0	0	0	0	0	0	0
Fn1	14.300000	0	0	143	0	0	0	0	0	0	0	0
Flcn	14.300000	0	0	0	0	0	143	0	0	0	0	0
Cln8	14.300000	0	0	0	0	0	143	0	0	0	0	0
Carhsp1	14.300000	143	0	0	0	0	0	0	0	0	0	0
Blvrb	14.300000	143	0	0	0	0	0	0	0	0	0	0
