Target_genes	Klf5|Average	SRX520198|3T3-L1	SRX10299739|embryonic_skin	SRX10157942|Esophageal_organoids	SRX10157943|Esophageal_organoids	SRX10157944|Esophageal_organoids	SRX10157945|Esophageal_organoids	SRX10157946|Esophageal_organoids	SRX10157947|Esophageal_organoids	SRX10157948|Esophageal_organoids	SRX10157949|Esophageal_organoids	SRX10157960|Esophageal_organoids	SRX10157961|Esophageal_organoids	SRX334975|ES_cells	SRX3585307|ES_cells	SRX468970|ES_cells	SRX6437851|Pancreatic_adenocarcinoma	SRX6437852|Pancreatic_adenocarcinoma	SRX8026860|Pancreatic_adenocarcinoma	SRX8026861|Pancreatic_adenocarcinoma	SRX8026862|Pancreatic_adenocarcinoma	SRX8026863|Pancreatic_adenocarcinoma	SRX1149716|Pancreatic_cancer_cell_lines	SRX3585311|Trophoblast_stem_cells	SRX18304307|Unclassified	STRING
Cyp2c40	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	106	0	83	0	0	0	0	0	0	0	0	0	0
C1ql3	7.875000	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfikkn2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0
Taf1c	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	113	0	0	0	0	0	0
Spata32	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
Sema4a	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Mogat2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Gxylt2	7.833333	0	0	0	0	0	0	0	0	0	0	92	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l2	7.833333	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Egfr	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl4	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Bdkrb1	7.833333	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspm	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap19	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	96	0	0	0	0
Zfp111	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	87	0
Tiam1	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a3	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	71	0
Sirt3	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	92	0
Psmd13	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	92	0
Limd1	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
Ifi202b	7.791667	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gngt1	7.791667	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas1	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0
Flrt3	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	78	0	0	0	0	0	0
Crxos	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Crabp2	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0
Cd55b	7.791667	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apba2	7.791667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Zfp334	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0
Tirap	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	72	0	0	0	0
Slc9a9	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Skor1	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3g	7.750000	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3f	7.750000	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r36	7.750000	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podnl1	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Plekhg4	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0
Pla2g1b	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Hfe	7.750000	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut9	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Eps8l1	7.750000	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f16	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
U2af2	7.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Tnfsfm13	7.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0
Tnfsf12	7.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0
Msi1	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
Mrps21	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0
Cldn1	7.666667	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh17	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
Acan	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	79	0	0	0
Zcchc13	7.625000	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm2a	7.625000	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem202	7.625000	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk33	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Sobp	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	61	0	0	0	0	0
Snu13	7.625000	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0
Mettl26	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	96	0	0	0	0
Mbd1	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	113	0	0	0	0	0
Mb	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk3	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	117	0	0	0	0
Emilin1	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0
Crtc3	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	80	0	0	0
Bmp15	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt4	7.625000	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt2	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
Sdhaf1	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0
Nudt14	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Nudcd2	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	108	0	0	0	0
Mamld1	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0
Hmmr	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	108	0	0	0	0
H3c4	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	83	0	0	0	0	0
H2bc8	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	83	0	0	0	0	0
H2bc7	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	83	0	0	0	0	0
H2ac8	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	83	0	0	0	0	0
H2ac7	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	83	0	0	0	0	0
Gramd3	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0
Eng	7.583333	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l1	7.583333	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	106	0	0	0	0	0
Vcam1	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0
Slfn1	7.541667	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slf1	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Pknox2	7.541667	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap5	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Klra3	7.541667	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st2	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Hk3	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Fam171b	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	70	0	0	0	0	0
Ell3	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ehhadh	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ccl3	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Ccdc182	7.541667	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd26	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	114	0	0	0	0
2210408I21Rik	7.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Tmed4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	91	0	0	0	0
Tcaf1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	69	0
Hspb8	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Eml4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0
Chrnb2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Btn2a2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Trpm5	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0
Suclg1	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	106	0	0	0	0
Srarp	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Pstpip1	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Pcyt1b	7.458333	0	0	0	0	0	0	0	0	73	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Nme7	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	97	0	0	0	0
Kcnd3	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Gbx1	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Ffar3	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Ffar1	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Blzf1	7.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	97	0	0	0	0
Zfp938	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	92	0	0	0	0
Zfp773	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a5	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Rcsd1	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	102	0	76	0	0	0	0	0	0	0	0	0	0
Odaph	7.416667	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	7.416667	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b7	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0
Gpr88	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Bcor	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	92	0	86	0	0	0	0	0	0	0	0	0	0
Apol9a	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	92	0	0	0	0
3300002I08Rik	7.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0
Zfp972	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	113	0	0	0	0
Zcchc10	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Tmem201	7.375000	0	0	0	0	0	0	0	0	106	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0
Rsl1d1	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	107	0	0	0	0
Pam	7.375000	0	0	0	0	0	0	0	0	93	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
Mogs	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
Exoc3l4	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Erfl	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Dner	7.375000	0	0	0	0	0	0	0	0	0	0	0	0	91	0	86	0	0	0	0	0	0	0	0	0	0
Atp6v0a4	7.375000	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adig	7.375000	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim4	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0
Scnm1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0
Pate9	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0
Mto1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	108	0	0	0	0
Lysmd1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0
Gpr149	7.333333	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxc1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Cgas	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	108	0	0	0	0
Zfp692	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	83	0	0	0	0
Zfp459	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Shroom2	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	98	0	0	0	0
Sfmbt1	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	80	0	0	0	0
Pramel19	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Ephx1	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0
Elavl1	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
Dcn	7.291667	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colca2	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	93	0	0	0	0
1300017J02Rik	7.291667	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Tacr1	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Snx7	7.250000	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt2	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0
Plagl1	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	101	0
Pi4kb	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	105	0	0	0	0	0	0
Nxn	7.250000	0	0	0	0	0	0	0	0	105	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
Nudt4	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	87	0	0	0
Mfsd3	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
H2-T10	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0
H2-M9	7.250000	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpt	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
Fbxl7	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	84	0	90	0	0	0	0	0	0	0	0	0	0
Adamts10	7.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	94	0	0	0
Zfp607a	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0
Tbx4	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Rfx4	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Pomgnt2	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	89	0	84	0	0	0	0	0	0	0	0	0	0
Nap1l5	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0
Dph5	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	105	0	0	0	0
Chil1	7.208333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Ccl11	7.208333	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns4	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0
Ptn	7.166667	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0
Gal3st1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0
Bbs4	7.166667	0	0	0	0	0	0	0	0	76	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb41	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Syce1	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Slc47a1	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Ptger2	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Phactr3	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc3	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Osgepl1	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Olfr972	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Lhx3	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Gnl3l	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Fam174a	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Dgkb	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
D930020B18Rik	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Col15a1	7.125000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Alox15	7.125000	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpgrip1	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Rnase1	7.083333	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peli3	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Lrrtm3	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	77	0	93	0	0	0	0	0	0	0	0	0	0
Itch	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	89	0	0	0	0
Hoxd8	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Grrp1	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
Ggt6	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	98	0	0	0	0	0	0
Defb22	7.083333	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Tmem211	7.041667	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp3	7.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Rpp30	7.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Pitpnc1	7.041667	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx11	7.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Cd300ld	7.041667	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd180	7.041667	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2l2	7.041667	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0
Anks4b	7.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
A630023A22Rik	7.041667	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim9	7.000000	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpa	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	81	0	0	0	0
Rsph4a	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Gm4847	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0
Gast	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Efcab10	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Cds1	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
BC024978	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	81	0	0	0	0
Txk	6.958333	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
