Target_genes	Zbtb17|Average	SRX543056|70Z/3	SRX3113700|B_cells	SRX821473|Medulloblastoma	SRX821476|Medulloblastoma	SRX821479|Medulloblastoma	SRX3113698|MEF	SRX543048|P6D4	STRING
Plekhg6	21.000000	0	0	147	0	0	0	0	0
Pex2	21.000000	0	0	147	0	0	0	0	0
Nsdhl	21.000000	0	0	147	0	0	0	0	0
Nr1d1	21.000000	0	147	0	0	0	0	0	0
Nlrp2	21.000000	0	0	0	0	147	0	0	0
Neurog1	21.000000	0	0	147	0	0	0	0	0
Ndfip2	21.000000	0	0	147	0	0	0	0	0
Myadml2	21.000000	0	0	147	0	0	0	0	0
Mvb12b	21.000000	0	0	147	0	0	0	0	0
Mroh4	21.000000	0	0	147	0	0	0	0	0
Misp	21.000000	0	0	147	0	0	0	0	0
Med15	21.000000	0	0	147	0	0	0	0	0
Lrriq3	21.000000	0	0	147	0	0	0	0	0
L1cam	21.000000	0	0	147	0	0	0	0	0
Ip6k3	21.000000	0	0	147	0	0	0	0	0
Il6st	21.000000	0	0	0	0	0	147	0	0
Igf2bp2	21.000000	0	0	0	0	147	0	0	0
Gpc4	21.000000	0	0	147	0	0	0	0	0
Gm6570	21.000000	0	0	147	0	0	0	0	0
Gm32687	21.000000	0	0	147	0	0	0	0	0
Fpgt	21.000000	0	0	147	0	0	0	0	0
Fhl1	21.000000	0	0	147	0	0	0	0	0
Ednrb	21.000000	0	0	147	0	0	0	0	0
Dhx15	21.000000	0	0	147	0	0	0	0	0
Comtd1	21.000000	0	0	147	0	0	0	0	0
Clca3a2	21.000000	0	0	147	0	0	0	0	0
Cetn2	21.000000	0	0	147	0	0	0	0	0
Bpifb6	21.000000	0	0	147	0	0	0	0	0
Azi2	21.000000	0	0	147	0	0	0	0	0
Atic	21.000000	0	0	147	0	0	0	0	0
Art2b	21.000000	0	0	147	0	0	0	0	0
Ammecr1l	21.000000	0	0	147	0	0	0	0	0
A430057M04Rik	21.000000	0	0	147	0	0	0	0	0
Znfx1	20.857143	0	146	0	0	0	0	0	0
Zfp688	20.857143	0	0	146	0	0	0	0	0
Vdac3	20.857143	0	0	146	0	0	0	0	0
Tmem151b	20.857143	0	0	146	0	0	0	0	0
Tex45	20.857143	0	0	146	0	0	0	0	0
Taco1	20.857143	0	0	146	0	0	0	0	0
Spata24	20.857143	0	0	146	0	0	0	0	0
Sp100	20.857143	0	146	0	0	0	0	0	0
Slc25a18	20.857143	0	0	0	0	146	0	0	0
Pex11g	20.857143	0	0	146	0	0	0	0	0
Nme1	20.857143	0	146	0	0	0	0	0	0
Myo18a	20.857143	0	0	146	0	0	0	0	0
Mfsd3	20.857143	0	146	0	0	0	0	0	0
Lsmem2	20.857143	0	0	146	0	0	0	0	0
Kcp	20.857143	0	0	146	0	0	0	0	0
Gzmk	20.857143	0	0	0	146	0	0	0	0
Grin3b	20.857143	0	0	146	0	0	0	0	0
Gpt	20.857143	0	146	0	0	0	0	0	0
Etfbkmt	20.857143	0	0	146	0	0	0	0	0
Dennd1c	20.857143	0	146	0	0	0	0	0	0
Agbl5	20.857143	0	0	146	0	0	0	0	0
Zswim4	20.714286	0	0	145	0	0	0	0	0
Zfp81	20.714286	0	0	145	0	0	0	0	0
Zc3h12c	20.714286	0	0	145	0	0	0	0	0
Trim24	20.714286	0	0	145	0	0	0	0	0
Srrm4	20.714286	0	0	145	0	0	0	0	0
Snx9	20.714286	0	0	145	0	0	0	0	0
Snap91	20.714286	0	0	145	0	0	0	0	0
Ring1	20.714286	0	0	145	0	0	0	0	0
Parvg	20.714286	0	145	0	0	0	0	0	0
Otulin	20.714286	0	0	145	0	0	0	0	0
Nxph4	20.714286	0	0	145	0	0	0	0	0
Nectin1	20.714286	0	0	145	0	0	0	0	0
Lamtor4	20.714286	0	0	145	0	0	0	0	0
Inava	20.714286	0	0	145	0	0	0	0	0
Hmga2	20.714286	0	0	0	0	145	0	0	0
H2-Ke6	20.714286	0	0	145	0	0	0	0	0
Gpr161	20.714286	0	0	0	0	145	0	0	0
Gm3250	20.714286	0	0	145	0	0	0	0	0
Gbp8	20.714286	0	145	0	0	0	0	0	0
Flad1	20.714286	0	0	145	0	0	0	0	0
Ctrc	20.714286	0	0	145	0	0	0	0	0
Cnnm2	20.714286	0	145	0	0	0	0	0	0
Celsr2	20.714286	0	0	0	0	145	0	0	0
Camk2d	20.714286	0	0	145	0	0	0	0	0
Arhgap19	20.714286	0	0	145	0	0	0	0	0
2310057M21Rik	20.714286	0	0	145	0	0	0	0	0
Ypel2	20.571429	0	144	0	0	0	0	0	0
Wfs1	20.571429	0	144	0	0	0	0	0	0
Tmem50a	20.571429	0	0	144	0	0	0	0	0
Tmem159	20.571429	0	0	144	0	0	0	0	0
Stim1	20.571429	0	0	144	0	0	0	0	0
Ssh1	20.571429	0	0	144	0	0	0	0	0
Slc4a5	20.571429	0	0	0	0	144	0	0	0
Slc25a24	20.571429	0	0	144	0	0	0	0	0
Ptprz1	20.571429	0	0	0	0	144	0	0	0
Ptch1	20.571429	0	144	0	0	0	0	0	0
Psg16	20.571429	0	0	144	0	0	0	0	0
Ppp1r3c	20.571429	0	0	144	0	0	0	0	0
Nuak1	20.571429	0	0	144	0	0	0	0	0
Nradd	20.571429	0	144	0	0	0	0	0	0
Mrps35	20.571429	0	0	144	0	0	0	0	0
Kynu	20.571429	0	144	0	0	0	0	0	0
Htr4	20.571429	0	0	144	0	0	0	0	0
Grm7	20.571429	0	0	0	0	144	0	0	0
Gabra1	20.571429	0	0	144	0	0	0	0	0
Frat1	20.571429	0	0	144	0	0	0	0	0
Fgr	20.571429	0	144	0	0	0	0	0	0
Epha4	20.571429	0	0	144	0	0	0	0	0
Csnk1g3	20.571429	0	144	0	0	0	0	0	0
Cpd	20.571429	0	0	144	0	0	0	0	0
Ccdc50	20.571429	0	144	0	0	0	0	0	0
Zfp866	20.428571	0	0	143	0	0	0	0	0
Zbtb16	20.428571	0	0	0	0	143	0	0	0
Wnt11	20.428571	0	0	143	0	0	0	0	0
Vkorc1	20.428571	0	0	143	0	0	0	0	0
Trpm7	20.428571	0	0	143	0	0	0	0	0
Tmem184c	20.428571	0	143	0	0	0	0	0	0
Stag1	20.428571	0	0	143	0	0	0	0	0
Ssu2	20.428571	0	0	143	0	0	0	0	0
Snrpc	20.428571	0	0	143	0	0	0	0	0
Smc2	20.428571	0	0	143	0	0	0	0	0
Slc33a1	20.428571	0	0	143	0	0	0	0	0
Scrt1	20.428571	0	0	143	0	0	0	0	0
Scn2b	20.428571	0	0	143	0	0	0	0	0
Rtn4r	20.428571	0	0	143	0	0	0	0	0
Rfc1	20.428571	0	0	143	0	0	0	0	0
Pspc1	20.428571	0	0	0	0	143	0	0	0
Prss53	20.428571	0	0	143	0	0	0	0	0
Plp2	20.428571	0	143	0	0	0	0	0	0
Nkx2-5	20.428571	0	0	143	0	0	0	0	0
Nfkbil1	20.428571	0	0	143	0	0	0	0	0
Mcam	20.428571	0	0	143	0	0	0	0	0
Marveld1	20.428571	0	0	143	0	0	0	0	0
Lrrcc1	20.428571	0	0	0	0	143	0	0	0
Grhl3	20.428571	0	143	0	0	0	0	0	0
Fxyd6	20.428571	0	0	0	0	143	0	0	0
Ddx39b	20.428571	0	0	143	0	0	0	0	0
Cdkn2c	20.428571	0	0	143	0	0	0	0	0
Bmpr1a	20.428571	0	0	0	0	143	0	0	0
Atp6v1g2	20.428571	0	0	143	0	0	0	0	0
Abhd3	20.428571	0	0	143	0	0	0	0	0
Zbtb42	20.285714	0	0	142	0	0	0	0	0
Wdr95	20.285714	0	0	142	0	0	0	0	0
Usp43	20.285714	0	0	142	0	0	0	0	0
Tmigd3	20.285714	0	0	0	0	142	0	0	0
Tcp11	20.285714	0	142	0	0	0	0	0	0
Sumo2	20.285714	0	0	142	0	0	0	0	0
Slc38a10	20.285714	0	142	0	0	0	0	0	0
Serpinb6b	20.285714	0	142	0	0	0	0	0	0
Rab12	20.285714	0	0	142	0	0	0	0	0
Pus1	20.285714	0	0	142	0	0	0	0	0
Psmb2	20.285714	0	0	142	0	0	0	0	0
Phf10	20.285714	0	0	142	0	0	0	0	0
Nt5c	20.285714	0	0	0	142	0	0	0	0
Mrap2	20.285714	0	0	142	0	0	0	0	0
Mmut	20.285714	0	142	0	0	0	0	0	0
Mien1	20.285714	0	142	0	0	0	0	0	0
Lilr4b	20.285714	0	142	0	0	0	0	0	0
Ksr2	20.285714	0	0	0	0	142	0	0	0
Impdh2	20.285714	0	142	0	0	0	0	0	0
Hip1r	20.285714	0	142	0	0	0	0	0	0
Gm4869	20.285714	0	0	0	142	0	0	0	0
Gemin6	20.285714	0	0	142	0	0	0	0	0
Gbp10	20.285714	0	0	142	0	0	0	0	0
Foxa2	20.285714	0	0	0	142	0	0	0	0
Fcrl5	20.285714	0	142	0	0	0	0	0	0
Fbln7	20.285714	0	0	142	0	0	0	0	0
Cnksr3	20.285714	0	0	142	0	0	0	0	0
Cmtr2	20.285714	0	142	0	0	0	0	0	0
Cenpq	20.285714	0	142	0	0	0	0	0	0
Bicd1	20.285714	0	0	142	0	0	0	0	0
Arrdc2	20.285714	0	142	0	0	0	0	0	0
Arl6	20.285714	0	142	0	0	0	0	0	0
Akt1	20.285714	0	0	142	0	0	0	0	0
4930522H14Rik	20.285714	0	0	0	0	142	0	0	0
Vps39	20.142857	0	0	141	0	0	0	0	0
Txnrd3	20.142857	0	0	141	0	0	0	0	0
Slc30a5	20.142857	0	141	0	0	0	0	0	0
Shank3	20.142857	0	0	141	0	0	0	0	0
Riok2	20.142857	0	0	0	0	0	141	0	0
Rhbdl2	20.142857	0	0	141	0	0	0	0	0
Ppp1r16b	20.142857	0	0	141	0	0	0	0	0
Pfkl	20.142857	0	141	0	0	0	0	0	0
Nudt11	20.142857	0	0	0	0	141	0	0	0
Nkx1-1	20.142857	0	0	0	0	141	0	0	0
Msl1	20.142857	0	0	141	0	0	0	0	0
Mns1	20.142857	0	0	141	0	0	0	0	0
Kansl2	20.142857	0	0	141	0	0	0	0	0
Gsap	20.142857	0	141	0	0	0	0	0	0
Gper1	20.142857	0	0	141	0	0	0	0	0
Fut8	20.142857	0	0	141	0	0	0	0	0
Cd151	20.142857	0	141	0	0	0	0	0	0
Ccser1	20.142857	0	0	141	0	0	0	0	0
Arf6	20.142857	0	0	141	0	0	0	0	0
Aldh3b1	20.142857	0	0	141	0	0	0	0	0
Akt3	20.142857	0	0	0	0	141	0	0	0
Zfp382	20.000000	0	140	0	0	0	0	0	0
Zbtb18	20.000000	0	0	140	0	0	0	0	0
Vtn	20.000000	0	0	140	0	0	0	0	0
Tradd	20.000000	0	0	140	0	0	0	0	0
Thap1	20.000000	0	0	140	0	0	0	0	0
Ten1	20.000000	0	140	0	0	0	0	0	0
Svbp	20.000000	0	0	0	0	140	0	0	0
Srpx2	20.000000	0	0	0	140	0	0	0	0
Slc44a5	20.000000	140	0	0	0	0	0	0	0
Sebox	20.000000	0	0	140	0	0	0	0	0
Sdc4	20.000000	0	140	0	0	0	0	0	0
Sdc3	20.000000	0	0	140	0	0	0	0	0
Rtn2	20.000000	0	0	140	0	0	0	0	0
Prrg1	20.000000	0	0	0	140	0	0	0	0
Polg2	20.000000	0	0	140	0	0	0	0	0
Nbea	20.000000	0	0	140	0	0	0	0	0
Myt1	20.000000	0	0	140	0	0	0	0	0
Mterf1a	20.000000	0	0	140	0	0	0	0	0
Mfsd6	20.000000	0	0	0	0	140	0	0	0
Mdk	20.000000	0	0	140	0	0	0	0	0
Mctp1	20.000000	0	0	140	0	0	0	0	0
Map4k1	20.000000	0	140	0	0	0	0	0	0
Il20ra	20.000000	0	0	140	0	0	0	0	0
Hhatl	20.000000	0	0	140	0	0	0	0	0
Fbxl8	20.000000	0	0	140	0	0	0	0	0
Faim2	20.000000	0	0	140	0	0	0	0	0
Ermap	20.000000	0	0	0	0	140	0	0	0
Eif3k	20.000000	0	140	0	0	0	0	0	0
Cfap300	20.000000	0	0	0	0	140	0	0	0
B3gnt9	20.000000	0	0	140	0	0	0	0	0
Arntl2	20.000000	0	0	0	0	140	0	0	0
Antxr2	20.000000	0	0	140	0	0	0	0	0
Acoxl	20.000000	0	0	140	0	0	0	0	0
Acox1	20.000000	0	140	0	0	0	0	0	0
Znrd2	19.857143	0	0	139	0	0	0	0	0
Zfp512	19.857143	0	139	0	0	0	0	0	0
Tmem258	19.857143	0	0	139	0	0	0	0	0
Slc36a2	19.857143	0	0	0	139	0	0	0	0
Slc35e3	19.857143	0	0	139	0	0	0	0	0
Siglecf	19.857143	0	0	0	0	139	0	0	0
Rps21	19.857143	0	0	139	0	0	0	0	0
Rnf6	19.857143	0	139	0	0	0	0	0	0
Ptcd2	19.857143	0	139	0	0	0	0	0	0
Prtn3	19.857143	0	139	0	0	0	0	0	0
Plekha7	19.857143	0	0	139	0	0	0	0	0
Ncoa4	19.857143	0	139	0	0	0	0	0	0
Mrps27	19.857143	0	139	0	0	0	0	0	0
Mapk6	19.857143	0	0	139	0	0	0	0	0
Isyna1	19.857143	0	0	139	0	0	0	0	0
Galr2	19.857143	0	0	139	0	0	0	0	0
Fgfrl1	19.857143	0	0	0	0	139	0	0	0
Fen1	19.857143	0	0	139	0	0	0	0	0
Fam89b	19.857143	0	0	139	0	0	0	0	0
Ereg	19.857143	0	0	0	139	0	0	0	0
Ehbp1l1	19.857143	0	0	139	0	0	0	0	0
Dis3l2	19.857143	0	0	139	0	0	0	0	0
Calm5	19.857143	0	0	0	0	139	0	0	0
Bhlhe22	19.857143	0	0	139	0	0	0	0	0
Bcl2l12	19.857143	0	0	139	0	0	0	0	0
Acadl	19.857143	0	0	139	0	0	0	0	0
Ttpa	19.714286	0	0	138	0	0	0	0	0
Tsen2	19.714286	0	0	138	0	0	0	0	0
Tmem64	19.714286	0	0	138	0	0	0	0	0
Tinagl1	19.714286	0	0	0	138	0	0	0	0
Spon2	19.714286	0	0	0	0	138	0	0	0
Ska2	19.714286	0	138	0	0	0	0	0	0
Rnf181	19.714286	0	0	138	0	0	0	0	0
Rbm17	19.714286	0	0	138	0	0	0	0	0
Prr11	19.714286	0	138	0	0	0	0	0	0
Pelo	19.714286	0	138	0	0	0	0	0	0
Olfr463	19.714286	0	0	0	0	138	0	0	0
Nudcd1	19.714286	0	138	0	0	0	0	0	0
Npas4	19.714286	0	0	138	0	0	0	0	0
Neurod4	19.714286	0	0	138	0	0	0	0	0
Mrpl54	19.714286	0	0	138	0	0	0	0	0
Mrfap1	19.714286	0	0	0	0	138	0	0	0
Kif20b	19.714286	0	138	0	0	0	0	0	0
Il12b	19.714286	0	0	138	0	0	0	0	0
Hcfc1	19.714286	0	138	0	0	0	0	0	0
Gprc5b	19.714286	0	0	138	0	0	0	0	0
Ggcx	19.714286	0	0	138	0	0	0	0	0
Gab1	19.714286	0	0	0	0	138	0	0	0
Eny2	19.714286	0	138	0	0	0	0	0	0
Atp7b	19.714286	0	0	138	0	0	0	0	0
Asap3	19.714286	0	138	0	0	0	0	0	0
Apba3	19.714286	0	0	138	0	0	0	0	0
Ano2	19.714286	0	0	0	0	138	0	0	0
Alg11	19.714286	0	0	138	0	0	0	0	0
Ykt6	19.571429	0	0	137	0	0	0	0	0
Trp53rka	19.571429	0	0	137	0	0	0	0	0
Tnks1bp1	19.571429	0	0	137	0	0	0	0	0
Tmem191c	19.571429	0	0	0	0	137	0	0	0
Tarsl2	19.571429	0	0	137	0	0	0	0	0
Rnf130	19.571429	0	0	137	0	0	0	0	0
Prph	19.571429	0	0	137	0	0	0	0	0
Mageh1	19.571429	0	0	137	0	0	0	0	0
Fscn2	19.571429	0	0	137	0	0	0	0	0
Fam118a	19.571429	0	0	137	0	0	0	0	0
Elapor1	19.571429	0	0	137	0	0	0	0	0
Ebf2	19.571429	0	0	137	0	0	0	0	0
Cdc16	19.571429	0	0	137	0	0	0	0	0
Adgrf2	19.571429	0	0	0	0	0	0	137	0
Aamp	19.571429	0	137	0	0	0	0	0	0
1700013F07Rik	19.571429	0	0	137	0	0	0	0	0
Zfp41	19.428571	0	0	136	0	0	0	0	0
Trim37	19.428571	0	0	136	0	0	0	0	0
Tlr2	19.428571	0	136	0	0	0	0	0	0
Sipa1l2	19.428571	0	0	136	0	0	0	0	0
Rpgrip1l	19.428571	0	136	0	0	0	0	0	0
Rexo4	19.428571	0	0	136	0	0	0	0	0
Phactr2	19.428571	0	0	0	0	136	0	0	0
Ninj2	19.428571	0	0	0	0	136	0	0	0
Mtmr12	19.428571	0	0	136	0	0	0	0	0
Mindy4	19.428571	0	0	136	0	0	0	0	0
Mfsd13b	19.428571	0	0	0	136	0	0	0	0
Lemd2	19.428571	0	0	136	0	0	0	0	0
Kctd6	19.428571	0	0	136	0	0	0	0	0
Ipp	19.428571	0	136	0	0	0	0	0	0
Gsta4	19.428571	0	0	136	0	0	0	0	0
Fto	19.428571	0	136	0	0	0	0	0	0
Fancf	19.428571	0	0	136	0	0	0	0	0
Elfn1	19.428571	0	0	0	0	136	0	0	0
Cpsf6	19.428571	0	0	136	0	0	0	0	0
Chrnb2	19.428571	0	0	136	0	0	0	0	0
Cdr2	19.428571	0	0	0	136	0	0	0	0
Cdhr1	19.428571	0	0	136	0	0	0	0	0
Capn10	19.428571	0	0	136	0	0	0	0	0
Arhgap31	19.428571	0	0	0	136	0	0	0	0
Ttll9	19.285714	0	0	135	0	0	0	0	0
Tnfrsf11a	19.285714	0	0	0	0	135	0	0	0
Tmem52b	19.285714	0	0	0	0	135	0	0	0
Stat5b	19.285714	0	135	0	0	0	0	0	0
Snph	19.285714	0	0	135	0	0	0	0	0
Slc25a15	19.285714	0	0	135	0	0	0	0	0
Plod2	19.285714	0	0	135	0	0	0	0	0
Pcbp2	19.285714	0	0	0	0	135	0	0	0
Nrxn2	19.285714	0	0	135	0	0	0	0	0
Nfrkb	19.285714	0	0	0	0	135	0	0	0
Neil1	19.285714	0	0	135	0	0	0	0	0
Marchf10	19.285714	0	0	135	0	0	0	0	0
Maats1	19.285714	0	0	0	0	135	0	0	0
Lypd6	19.285714	0	0	0	0	135	0	0	0
Klf3	19.285714	0	0	135	0	0	0	0	0
Il17b	19.285714	0	0	0	0	135	0	0	0
Hs3st3b1	19.285714	0	0	135	0	0	0	0	0
H3c7	19.285714	0	0	135	0	0	0	0	0
H2bc9	19.285714	0	0	135	0	0	0	0	0
Gm5165	19.285714	0	135	0	0	0	0	0	0
Gle1	19.285714	0	0	135	0	0	0	0	0
Ggt5	19.285714	0	0	135	0	0	0	0	0
Galnt13	19.285714	0	0	135	0	0	0	0	0
Foxn2	19.285714	0	0	135	0	0	0	0	0
Enho	19.285714	0	0	135	0	0	0	0	0
Cox17	19.285714	0	0	0	0	135	0	0	0
Cnot8	19.285714	0	0	135	0	0	0	0	0
Ankrd66	19.285714	0	0	0	0	135	0	0	0
Adipor1	19.285714	0	0	135	0	0	0	0	0
1810055G02Rik	19.285714	0	0	135	0	0	0	0	0
Zfp945	19.142857	0	0	134	0	0	0	0	0
Zfp943	19.142857	0	0	134	0	0	0	0	0
Zfp942	19.142857	0	0	134	0	0	0	0	0
Zfp457	19.142857	0	0	134	0	0	0	0	0
Zbtb39	19.142857	0	0	134	0	0	0	0	0
Wdr5	19.142857	0	0	134	0	0	0	0	0
Vcam1	19.142857	0	0	0	0	134	0	0	0
Trpc2	19.142857	0	0	134	0	0	0	0	0
Trmt2b	19.142857	0	0	134	0	0	0	0	0
Tnfsf13b	19.142857	0	0	134	0	0	0	0	0
Tmem160	19.142857	0	0	134	0	0	0	0	0
Slc25a40	19.142857	0	0	134	0	0	0	0	0
Rsph9	19.142857	0	0	134	0	0	0	0	0
Rnf32	19.142857	0	0	134	0	0	0	0	0
Rnf122	19.142857	0	0	134	0	0	0	0	0
Rab35	19.142857	0	0	134	0	0	0	0	0
Pwwp2b	19.142857	0	0	0	0	134	0	0	0
Plcl1	19.142857	0	0	0	0	134	0	0	0
Pid1	19.142857	0	0	134	0	0	0	0	0
Olfr1031	19.142857	134	0	0	0	0	0	0	0
Mterf2	19.142857	0	134	0	0	0	0	0	0
Mrtfb	19.142857	0	0	134	0	0	0	0	0
Mrpl44	19.142857	0	0	134	0	0	0	0	0
Mbtps2	19.142857	0	0	134	0	0	0	0	0
Lingo2	19.142857	0	0	134	0	0	0	0	0
Inpp5b	19.142857	0	0	134	0	0	0	0	0
Hoxb6	19.142857	0	0	134	0	0	0	0	0
Galntl5	19.142857	0	0	134	0	0	0	0	0
Fam170b	19.142857	0	0	134	0	0	0	0	0
Elac2	19.142857	0	0	134	0	0	0	0	0
Ehd2	19.142857	0	0	0	134	0	0	0	0
Dtx3	19.142857	0	0	134	0	0	0	0	0
Dbf4	19.142857	0	0	134	0	0	0	0	0
Crispld1	19.142857	0	0	134	0	0	0	0	0
Col9a2	19.142857	0	0	134	0	0	0	0	0
Cnp	19.142857	0	0	0	0	134	0	0	0
Cenpw	19.142857	0	0	0	134	0	0	0	0
Ccdc167	19.142857	0	0	134	0	0	0	0	0
Bmerb1	19.142857	0	0	134	0	0	0	0	0
4930544G11Rik	19.142857	0	0	134	0	0	0	0	0
2810021J22Rik	19.142857	0	0	134	0	0	0	0	0
Zmiz2	19.000000	0	0	133	0	0	0	0	0
Uba6	19.000000	0	133	0	0	0	0	0	0
Trp53bp1	19.000000	0	133	0	0	0	0	0	0
Tmem150b	19.000000	0	0	133	0	0	0	0	0
Tecpr2	19.000000	0	0	133	0	0	0	0	0
Tasor	19.000000	0	0	0	0	133	0	0	0
Smpd1	19.000000	0	133	0	0	0	0	0	0
Slc25a51	19.000000	0	0	0	0	133	0	0	0
Slc25a16	19.000000	0	0	133	0	0	0	0	0
Rnf157	19.000000	0	0	133	0	0	0	0	0
Rbm5	19.000000	0	0	133	0	0	0	0	0
Rab18	19.000000	0	0	133	0	0	0	0	0
Ppm1f	19.000000	0	133	0	0	0	0	0	0
Pcdhgb8	19.000000	0	0	133	0	0	0	0	0
Pcdhga12	19.000000	0	0	133	0	0	0	0	0
Opn3	19.000000	0	133	0	0	0	0	0	0
Nlgn3	19.000000	0	0	0	0	133	0	0	0
Nek4	19.000000	0	133	0	0	0	0	0	0
Lin7a	19.000000	0	0	0	0	133	0	0	0
Klf1	19.000000	0	133	0	0	0	0	0	0
Intu	19.000000	0	133	0	0	0	0	0	0
Gtf3c6	19.000000	0	0	133	0	0	0	0	0
Gtf2f1	19.000000	0	133	0	0	0	0	0	0
Gpatch4	19.000000	0	0	0	0	133	0	0	0
Gatd3a	19.000000	0	0	133	0	0	0	0	0
Fdxr	19.000000	0	133	0	0	0	0	0	0
Cybc1	19.000000	0	133	0	0	0	0	0	0
Cox8a	19.000000	0	133	0	0	0	0	0	0
Cnfn	19.000000	0	0	133	0	0	0	0	0
Clpsl2	19.000000	0	133	0	0	0	0	0	0
Cisd3	19.000000	0	133	0	0	0	0	0	0
Cinp	19.000000	0	0	133	0	0	0	0	0
Chst10	19.000000	0	0	133	0	0	0	0	0
Chml	19.000000	0	133	0	0	0	0	0	0
Ccdc33	19.000000	0	0	0	0	133	0	0	0
Aunip	19.000000	0	0	133	0	0	0	0	0
Zfp786	18.857143	0	0	132	0	0	0	0	0
Zfp654	18.857143	0	0	0	0	132	0	0	0
Zc3h14	18.857143	0	0	132	0	0	0	0	0
Wscd2	18.857143	0	0	132	0	0	0	0	0
Trnp1	18.857143	0	0	132	0	0	0	0	0
Tomm40	18.857143	0	132	0	0	0	0	0	0
Tgif2	18.857143	0	0	132	0	0	0	0	0
Tex38	18.857143	0	0	132	0	0	0	0	0
Tbp	18.857143	0	0	132	0	0	0	0	0
Syne2	18.857143	0	0	132	0	0	0	0	0
Slc52a3	18.857143	0	0	132	0	0	0	0	0
Recql	18.857143	0	0	132	0	0	0	0	0
Psmb1	18.857143	0	0	132	0	0	0	0	0
Mrps31	18.857143	0	0	132	0	0	0	0	0
Mpp3	18.857143	0	0	132	0	0	0	0	0
Golt1b	18.857143	0	0	132	0	0	0	0	0
Gid8	18.857143	0	0	132	0	0	0	0	0
Flrt1	18.857143	0	0	132	0	0	0	0	0
Fbxw2	18.857143	0	0	132	0	0	0	0	0
Fam222a	18.857143	0	0	132	0	0	0	0	0
Efcab12	18.857143	0	0	132	0	0	0	0	0
Ebna1bp2	18.857143	0	0	132	0	0	0	0	0
Dido1	18.857143	0	0	132	0	0	0	0	0
Ddx23	18.857143	0	0	132	0	0	0	0	0
Cplane1	18.857143	0	0	0	0	132	0	0	0
Cggbp1	18.857143	0	0	0	0	132	0	0	0
Cfap57	18.857143	0	0	132	0	0	0	0	0
Bin3	18.857143	0	0	0	0	0	132	0	0
Atpaf1	18.857143	0	0	132	0	0	0	0	0
Akr1e1	18.857143	0	0	132	0	0	0	0	0
Acyp2	18.857143	0	0	0	0	132	0	0	0
Xpa	18.714286	0	0	131	0	0	0	0	0
Wfikkn2	18.714286	0	0	131	0	0	0	0	0
Tufm	18.714286	0	131	0	0	0	0	0	0
Tff3	18.714286	0	0	131	0	0	0	0	0
Spout1	18.714286	0	0	131	0	0	0	0	0
Rps15a	18.714286	0	0	131	0	0	0	0	0
Rasgrp3	18.714286	0	131	0	0	0	0	0	0
Mpped2	18.714286	0	0	0	0	131	0	0	0
Lpl	18.714286	0	0	131	0	0	0	0	0
Lancl2	18.714286	0	0	0	131	0	0	0	0
Ints14	18.714286	0	0	131	0	0	0	0	0
Ilf2	18.714286	0	0	131	0	0	0	0	0
Il17rc	18.714286	0	0	131	0	0	0	0	0
H1f0	18.714286	0	0	131	0	0	0	0	0
Gns	18.714286	0	0	131	0	0	0	0	0
Gcat	18.714286	0	0	131	0	0	0	0	0
Elobl	18.714286	0	131	0	0	0	0	0	0
Dab2	18.714286	0	0	0	0	131	0	0	0
Ccdc142	18.714286	0	0	0	131	0	0	0	0
Ankrd39	18.714286	0	0	131	0	0	0	0	0
Wdr3	18.571429	0	0	130	0	0	0	0	0
Tead1	18.571429	0	0	130	0	0	0	0	0
Stil	18.571429	0	0	130	0	0	0	0	0
St3gal2	18.571429	0	0	130	0	0	0	0	0
Sh3pxd2a	18.571429	0	0	130	0	0	0	0	0
Sdccag8	18.571429	0	0	130	0	0	0	0	0
Rnf169	18.571429	0	0	130	0	0	0	0	0
Pde2a	18.571429	0	0	130	0	0	0	0	0
Pakap	18.571429	0	0	130	0	0	0	0	0
Olig3	18.571429	0	0	130	0	0	0	0	0
Olfr523	18.571429	0	0	130	0	0	0	0	0
Ndufv3	18.571429	0	0	130	0	0	0	0	0
Kti12	18.571429	0	0	130	0	0	0	0	0
Gpr68	18.571429	0	0	130	0	0	0	0	0
Gm51425	18.571429	0	130	0	0	0	0	0	0
Gm3285	18.571429	0	0	130	0	0	0	0	0
Fbxw11	18.571429	0	0	130	0	0	0	0	0
Cyba	18.571429	0	130	0	0	0	0	0	0
Clstn3	18.571429	0	0	130	0	0	0	0	0
Chrdl2	18.571429	0	0	130	0	0	0	0	0
Bspry	18.571429	0	0	130	0	0	0	0	0
Atp2c2	18.571429	0	0	0	130	0	0	0	0
Zfp691	18.428571	0	0	0	0	129	0	0	0
Umodl1	18.428571	0	0	129	0	0	0	0	0
Slc26a10	18.428571	0	0	129	0	0	0	0	0
Sema5b	18.428571	0	0	0	0	129	0	0	0
Sap25	18.428571	0	129	0	0	0	0	0	0
Ptger1	18.428571	0	0	129	0	0	0	0	0
Prpf38a	18.428571	0	129	0	0	0	0	0	0
Ppp1r14bl	18.428571	0	0	0	0	129	0	0	0
Ppox	18.428571	0	0	129	0	0	0	0	0
Orc1	18.428571	0	129	0	0	0	0	0	0
Mylk2	18.428571	0	0	129	0	0	0	0	0
Macroh2a2	18.428571	0	0	129	0	0	0	0	0
Lgr5	18.428571	0	0	129	0	0	0	0	0
