Target_genes	Maff|Average	SRX122436|Dendritic_Cells	SRX122437|Dendritic_Cells	SRX122438|Dendritic_Cells	SRX122439|Dendritic_Cells	SRX3730247|Trophoblast_stem_cells	SRX3730248|Trophoblast_stem_cells	SRX3730279|Trophoblast_stem_cells	STRING
Slfn2	19.571429	0	0	0	0	0	0	137	0
Sec16a	19.571429	0	0	0	0	0	0	137	0
Rps3	19.571429	0	0	0	0	0	0	137	0
Rnf26	19.571429	0	0	0	0	137	0	0	0
Rbm27	19.571429	0	0	0	0	0	0	137	0
Ranbp2	19.571429	0	0	0	0	0	0	137	0
Ogfod1	19.571429	0	0	0	0	0	0	137	0
Nudt21	19.571429	0	0	0	0	0	0	137	0
Nub1	19.571429	0	0	0	0	0	0	137	0
Lsg1	19.571429	0	0	0	0	0	0	137	0
Grid1	19.571429	0	0	0	0	137	0	0	0
Gpr84	19.571429	0	0	0	0	0	0	137	0
Gm27021	19.571429	0	0	0	0	137	0	0	0
Foxn1	19.571429	0	0	0	0	137	0	0	0
Ephb1	19.571429	0	0	0	0	0	0	137	0
Emc8	19.571429	0	0	0	0	137	0	0	0
Eaf2	19.571429	0	0	0	0	0	0	137	0
Defb43	19.571429	0	0	0	0	0	0	137	0
Ctsl	19.571429	0	0	0	0	0	0	137	0
Cox4i1	19.571429	0	0	0	0	137	0	0	0
Zfp46	19.428571	0	0	0	0	0	0	136	0
Zbtb7c	19.428571	0	0	0	0	0	0	136	0
Usp47	19.428571	0	0	0	0	0	0	136	0
Ubc	19.428571	0	0	0	0	0	0	136	0
Tulp1	19.428571	0	0	0	0	0	0	136	0
Tfip11	19.428571	0	0	0	0	0	0	136	0
Syngr3	19.428571	0	0	0	0	0	0	136	0
Spag8	19.428571	0	0	0	0	0	0	136	0
Snx29	19.428571	0	0	0	0	0	0	136	0
Slc29a1	19.428571	0	0	0	0	0	0	136	0
Phactr4	19.428571	0	0	0	0	0	0	136	0
Olfml3	19.428571	0	0	0	0	0	0	136	0
Ndufa2	19.428571	0	0	0	0	0	0	136	0
Marchf2	19.428571	0	0	0	0	0	0	136	0
Krt15	19.428571	0	0	0	0	0	0	136	0
Kcnq4	19.428571	0	0	0	0	0	0	136	0
Il2rb	19.428571	0	0	0	0	0	0	136	0
Ik	19.428571	0	0	0	0	0	0	136	0
Hnrnpf	19.428571	0	0	0	0	0	0	136	0
Hint2	19.428571	0	0	0	0	0	0	136	0
Hepacam2	19.428571	0	0	0	0	0	0	136	0
Filip1l	19.428571	0	0	0	0	0	0	136	0
Fbxw2	19.428571	0	0	0	0	0	0	136	0
Fam118a	19.428571	0	0	0	0	0	0	136	0
Ddx27	19.428571	0	0	0	0	0	0	136	0
Cux1	19.428571	0	0	0	0	0	0	136	0
Chd3	19.428571	0	0	0	0	0	0	136	0
Cdkal1	19.428571	0	0	0	0	0	0	136	0
Cdk5rap3	19.428571	0	0	0	0	0	0	136	0
Bmt2	19.428571	0	0	0	0	0	0	136	0
Asap2	19.428571	0	0	0	0	0	0	136	0
Angptl4	19.428571	0	0	0	0	0	0	136	0
AA414768	19.428571	0	0	0	0	0	0	136	0
Zfp935	19.285714	0	0	0	0	0	0	135	0
Zfp703	19.285714	0	0	0	0	0	0	135	0
Usp20	19.285714	0	0	0	0	0	0	135	0
Unk	19.285714	0	0	0	0	0	0	135	0
Trappc9	19.285714	0	0	0	0	0	0	135	0
Trafd1	19.285714	0	0	0	0	0	0	135	0
Tmem106c	19.285714	0	0	0	0	0	0	135	0
Tm9sf2	19.285714	0	0	0	0	0	0	135	0
Tbc1d24	19.285714	0	0	0	0	0	0	135	0
Swsap1	19.285714	0	0	0	0	0	0	135	0
Spink8	19.285714	0	0	0	0	0	0	135	0
Snx1	19.285714	0	0	0	0	0	0	135	0
Smarca4	19.285714	0	0	0	0	0	0	135	0
Plekhg1	19.285714	0	0	0	0	135	0	0	0
Pigt	19.285714	0	0	0	0	0	0	135	0
Lrrc32	19.285714	0	0	0	0	0	0	135	0
Lcor	19.285714	0	0	0	0	0	0	135	0
Klhl21	19.285714	0	0	0	0	0	0	135	0
Ifi30	19.285714	0	0	0	0	0	0	135	0
Gtf2i	19.285714	0	0	0	0	0	0	135	0
Gpam	19.285714	0	0	0	0	0	0	135	0
Glrx2	19.285714	0	0	0	0	0	0	135	0
Etfrf1	19.285714	0	0	0	0	0	0	135	0
Ckap2l	19.285714	0	0	0	0	0	0	135	0
Ciao2a	19.285714	0	0	0	0	0	0	135	0
Casc1	19.285714	0	0	0	0	0	0	135	0
BC005624	19.285714	0	0	0	0	0	0	135	0
Ankrd37	19.285714	0	0	0	0	0	0	135	0
Ankrd26	19.285714	0	0	0	0	0	0	135	0
Akap8	19.285714	0	0	0	0	0	0	135	0
Abhd14b	19.285714	0	0	0	0	0	0	135	0
Abhd14a	19.285714	0	0	0	0	0	0	135	0
Zbtb8os	19.142857	0	0	0	0	0	0	134	0
Uxs1	19.142857	0	0	0	0	0	0	134	0
Uevld	19.142857	0	0	0	0	0	0	134	0
Ube2n	19.142857	0	0	0	0	0	0	134	0
Ttc24	19.142857	0	0	0	0	0	0	134	0
Trappc11	19.142857	0	0	0	0	0	0	134	0
Tmx4	19.142857	0	0	0	0	0	0	134	0
Tmem127	19.142857	0	0	0	0	0	0	134	0
Tbc1d25	19.142857	0	0	0	0	0	0	134	0
Syn3	19.142857	0	0	0	0	0	0	134	0
Smarcd1	19.142857	0	0	0	0	0	0	134	0
Rwdd4a	19.142857	0	0	0	0	0	0	134	0
Rbm25	19.142857	0	0	0	0	0	0	134	0
Rbbp4	19.142857	0	0	0	0	0	0	134	0
Pxdn	19.142857	0	0	0	0	134	0	0	0
Pttg1	19.142857	0	0	0	0	0	0	134	0
Odf3l2	19.142857	0	0	0	0	0	0	134	0
Oaz1	19.142857	0	0	0	0	0	0	134	0
Mpp7	19.142857	0	0	0	0	0	0	134	0
Mgat4f	19.142857	0	0	0	0	0	0	134	0
Macf1	19.142857	0	0	0	0	0	0	134	0
Iqgap3	19.142857	0	0	0	0	0	0	134	0
Ippk	19.142857	0	0	0	0	0	0	134	0
Ints11	19.142857	0	0	0	0	0	0	134	0
Hspa4l	19.142857	0	0	0	0	0	0	134	0
Gck	19.142857	0	0	0	0	134	0	0	0
Fscn3	19.142857	0	0	0	0	134	0	0	0
Enc1	19.142857	0	0	0	0	0	0	134	0
Cptp	19.142857	0	0	0	0	0	0	134	0
Coq10a	19.142857	0	0	0	0	0	0	134	0
Copz2	19.142857	0	0	0	0	0	0	134	0
Coa3	19.142857	0	0	0	0	0	0	134	0
Cntd1	19.142857	0	0	0	0	0	0	134	0
Ciao1	19.142857	0	0	0	0	0	0	134	0
Cgn	19.142857	0	0	0	0	0	0	134	0
Cdk5r2	19.142857	0	0	0	0	0	0	134	0
Ccdc65	19.142857	0	0	0	0	0	0	134	0
Aasdh	19.142857	0	0	0	0	0	0	134	0
Xxylt1	19.000000	0	0	0	0	0	0	133	0
Vegfa	19.000000	0	0	0	0	0	0	133	0
Tmprss3	19.000000	0	0	0	0	0	0	133	0
Sulf2	19.000000	0	0	0	0	0	0	133	0
Stim2	19.000000	0	0	0	0	0	0	133	0
Slc12a2	19.000000	0	0	0	0	0	0	133	0
Ska2	19.000000	0	0	0	0	0	0	133	0
Rps8	19.000000	0	0	0	0	0	0	133	0
Rnf19b	19.000000	0	0	0	0	0	0	133	0
Rer1	19.000000	0	0	0	0	0	0	133	0
Psmg4	19.000000	0	0	0	0	133	0	0	0
Prr11	19.000000	0	0	0	0	0	0	133	0
Pknox1	19.000000	0	0	0	0	0	0	133	0
Percc1	19.000000	0	0	0	0	0	0	133	0
Pcmt1	19.000000	0	0	0	0	0	0	133	0
Pccb	19.000000	0	0	0	0	0	0	133	0
Nup43	19.000000	0	0	0	0	0	0	133	0
Nsmce3	19.000000	0	0	0	0	0	0	133	0
Nicn1	19.000000	0	0	0	0	0	0	133	0
Morn1	19.000000	0	0	0	0	0	0	133	0
Knl1	19.000000	0	0	0	0	0	0	133	0
Htra2	19.000000	0	0	0	0	0	0	133	0
Hmgxb4	19.000000	0	0	0	0	0	0	133	0
Ghrh	19.000000	0	0	0	0	0	0	133	0
Gatd1	19.000000	0	0	0	0	0	0	133	0
Dtd2	19.000000	0	0	0	0	133	0	0	0
Dqx1	19.000000	0	0	0	0	0	0	133	0
Dpp9	19.000000	0	0	0	0	0	0	133	0
Dennd5b	19.000000	0	0	0	0	0	0	133	0
Crxos	19.000000	0	0	0	0	133	0	0	0
Cep41	19.000000	0	0	0	0	0	0	133	0
Cdc23	19.000000	0	0	0	0	0	0	133	0
BC003965	19.000000	0	0	0	0	0	0	133	0
Atp5g3	19.000000	0	0	0	0	0	0	133	0
Zc3h3	18.857143	0	0	0	0	0	0	132	0
Ube2i	18.857143	0	0	0	0	0	0	132	0
Tedc1	18.857143	0	0	0	0	0	0	132	0
Tcp11l2	18.857143	0	0	0	0	0	0	132	0
Suclg1	18.857143	0	0	0	0	0	0	132	0
Slc38a2	18.857143	0	0	0	0	0	0	132	0
Shf	18.857143	0	0	0	0	0	0	132	0
Rbm5	18.857143	0	0	0	0	0	0	132	0
Rab5if	18.857143	0	0	0	0	0	0	132	0
Nup54	18.857143	0	0	0	0	0	0	132	0
Ndufaf7	18.857143	0	0	0	0	0	0	132	0
Nbl1	18.857143	0	0	0	0	0	0	132	0
Kdelr3	18.857143	0	0	0	0	0	0	132	0
Hsph1	18.857143	0	0	0	0	0	0	132	0
Eps15	18.857143	0	0	0	0	0	0	132	0
Crip1	18.857143	0	0	0	0	0	0	132	0
Cln3	18.857143	0	0	0	0	0	0	132	0
Chordc1	18.857143	0	0	0	0	0	0	132	0
Chmp4c	18.857143	0	0	0	0	0	0	132	0
Cfl1	18.857143	0	0	0	0	0	0	132	0
Cebpz	18.857143	0	0	0	0	0	0	132	0
Cdt1	18.857143	0	0	0	0	0	0	132	0
Ccny	18.857143	0	0	0	0	0	0	132	0
Carmil2	18.857143	0	0	0	0	0	0	132	0
Azin2	18.857143	0	0	0	0	0	0	132	0
Atp2c2	18.857143	0	0	0	0	0	0	132	0
Apobr	18.857143	0	0	0	0	0	0	132	0
Aktip	18.857143	0	0	0	0	0	0	132	0
2610507B11Rik	18.857143	0	0	0	0	0	0	132	0
Zfp273	18.714286	0	0	0	0	0	0	131	0
Yrdc	18.714286	0	0	0	0	0	0	131	0
Ubac2	18.714286	0	0	0	0	0	0	131	0
Slc16a3	18.714286	0	0	0	0	0	0	131	0
Riok3	18.714286	0	0	0	0	0	0	131	0
Rgs9bp	18.714286	0	0	0	0	0	0	131	0
Pdia3	18.714286	0	0	0	0	0	0	131	0
Mpp5	18.714286	0	0	0	0	0	0	131	0
Lef1	18.714286	0	0	0	0	0	0	131	0
Krt14	18.714286	0	0	0	0	0	0	131	0
Itfg2	18.714286	0	0	0	0	0	0	131	0
Hey1	18.714286	0	0	0	0	0	0	131	0
Gm14595	18.714286	0	0	0	0	0	131	0	0
Gm14590	18.714286	0	0	0	0	0	131	0	0
Erlec1	18.714286	0	0	0	0	0	0	131	0
Elf5	18.714286	0	0	0	0	131	0	0	0
Dgkd	18.714286	0	0	0	0	0	0	131	0
Ddx6	18.714286	0	0	0	0	0	0	131	0
Cnot10	18.714286	0	0	0	0	0	0	131	0
Catsper2	18.714286	0	0	0	0	0	0	131	0
Bloc1s6	18.714286	0	0	0	0	0	0	131	0
Asb3	18.714286	0	0	0	0	0	0	131	0
Ankrd27	18.714286	0	0	0	0	0	0	131	0
2210016F16Rik	18.714286	0	0	0	0	131	0	0	0
1700008O03Rik	18.714286	0	0	0	0	131	0	0	0
1110065P20Rik	18.714286	0	0	0	0	0	0	131	0
Zfp773	18.571429	0	0	0	0	0	0	130	0
Wnt7b	18.571429	0	0	0	0	0	0	130	0
Tnk1	18.571429	0	0	0	0	0	0	130	0
Timm22	18.571429	0	0	0	0	0	0	130	0
Serpina3a	18.571429	0	0	0	0	0	0	130	0
Samd4b	18.571429	0	0	0	0	0	0	130	0
Pou3f1	18.571429	0	0	0	0	0	0	130	0
Mettl1	18.571429	0	0	0	0	0	0	130	0
Med24	18.571429	0	0	0	0	0	0	130	0
Malt1	18.571429	0	0	0	0	0	0	130	0
Ing1	18.571429	0	0	0	0	0	0	130	0
Haao	18.571429	0	0	0	0	0	0	130	0
Gmfg	18.571429	0	0	0	0	0	0	130	0
Ggcx	18.571429	0	0	0	0	0	0	130	0
Gfap	18.571429	0	0	0	0	0	0	130	0
Fshr	18.571429	0	0	0	0	130	0	0	0
Fcho2	18.571429	0	0	0	0	0	0	130	0
Fam205a4	18.571429	0	0	0	0	130	0	0	0
Fam205a3	18.571429	0	0	0	0	130	0	0	0
Eef1akmt3	18.571429	0	0	0	0	0	0	130	0
Depdc1b	18.571429	0	0	0	0	130	0	0	0
Clasp1	18.571429	0	0	0	0	0	0	130	0
Ccdc80	18.571429	0	0	0	0	130	0	0	0
Bdh1	18.571429	0	0	0	0	0	0	130	0
Atoh7	18.571429	0	0	0	0	130	0	0	0
AW209491	18.571429	0	0	0	0	0	0	130	0
Tpbg	18.428571	0	0	0	0	0	0	129	0
Spag1	18.428571	0	0	0	0	0	0	129	0
Shroom1	18.428571	0	0	0	0	0	0	129	0
Scel	18.428571	0	0	0	0	0	0	129	0
R3hcc1	18.428571	0	0	0	0	0	0	129	0
Polr2k	18.428571	0	0	0	0	0	0	129	0
Pdcd5	18.428571	0	0	0	0	0	0	129	0
Msl2	18.428571	0	0	0	0	0	0	129	0
Manbal	18.428571	0	0	0	0	0	0	129	0
Lrrc51	18.428571	0	0	0	0	0	0	129	0
H2az1	18.428571	0	0	0	0	0	0	129	0
Gss	18.428571	0	0	0	0	0	0	129	0
Grpel2	18.428571	0	0	0	0	0	0	129	0
Ebf4	18.428571	0	0	0	0	0	0	129	0
E130309D02Rik	18.428571	0	0	0	0	0	0	129	0
Dnajb14	18.428571	0	0	0	0	0	0	129	0
Dnajb12	18.428571	0	0	0	0	0	0	129	0
Cul5	18.428571	0	0	0	0	129	0	0	0
Cnot11	18.428571	0	0	0	0	0	0	129	0
Cibar2	18.428571	0	0	0	0	0	0	129	0
Ccdc63	18.428571	0	0	0	0	0	0	129	0
Brms1	18.428571	0	0	0	0	0	0	129	0
Bcl2l15	18.428571	0	0	0	0	0	0	129	0
B4gat1	18.428571	0	0	0	0	0	0	129	0
Arsi	18.428571	0	0	0	0	0	0	129	0
2610044O15Rik8	18.428571	0	0	0	0	0	0	129	0
Usp40	18.285714	0	0	0	0	0	0	128	0
Tomm22	18.285714	0	0	0	0	0	0	128	0
Sult6b2	18.285714	0	0	0	0	128	0	0	0
Spdl1	18.285714	0	0	0	0	0	0	128	0
Slc7a5	18.285714	0	0	0	0	0	0	128	0
Sfr1	18.285714	0	0	0	0	0	0	128	0
Sdhaf1	18.285714	0	0	0	0	0	0	128	0
Rab24	18.285714	0	0	0	0	0	0	128	0
Prlhr	18.285714	0	0	0	0	0	0	128	0
Prelid1	18.285714	0	0	0	0	0	0	128	0
Piezo1	18.285714	0	0	0	0	0	0	128	0
Papln	18.285714	0	0	0	0	128	0	0	0
Nfkbie	18.285714	0	0	0	0	0	0	128	0
Nars2	18.285714	0	0	0	0	0	0	128	0
Mrpl55	18.285714	0	0	0	0	0	0	128	0
Mrpl49	18.285714	0	0	0	0	0	0	128	0
Mrpl39	18.285714	0	0	0	0	0	0	128	0
Gnpnat1	18.285714	0	0	0	0	0	0	128	0
Gmcl1	18.285714	0	0	0	0	0	0	128	0
Glrx5	18.285714	0	0	0	0	128	0	0	0
Fau	18.285714	0	0	0	0	0	0	128	0
Fam98c	18.285714	0	0	0	0	0	0	128	0
Exoc5	18.285714	0	0	0	0	128	0	0	0
Dock1	18.285714	0	0	0	0	0	0	128	0
Cop1	18.285714	0	0	0	0	0	0	128	0
Cenpu	18.285714	0	0	0	0	0	0	128	0
Bckdhb	18.285714	0	0	0	0	128	0	0	0
BC031181	18.285714	0	0	0	0	0	0	128	0
Apold1	18.285714	0	0	0	0	0	0	128	0
Apbb2	18.285714	0	0	0	0	0	0	128	0
Ap5m1	18.285714	0	0	0	0	128	0	0	0
Anxa5	18.285714	0	0	0	0	0	0	128	0
Agbl5	18.285714	0	0	0	0	0	0	128	0
2310033P09Rik	18.285714	0	0	0	0	0	0	128	0
1810062G17Rik	18.285714	0	0	0	0	0	0	128	0
1110038F14Rik	18.285714	0	0	0	0	0	0	128	0
Zgpat	18.142857	0	0	0	0	0	0	127	0
Zbtb44	18.142857	0	0	0	0	0	0	127	0
Usp10	18.142857	0	0	0	0	0	0	127	0
Trappc10	18.142857	0	0	0	0	0	0	127	0
Sgtb	18.142857	0	0	0	0	0	0	127	0
Sap130	18.142857	0	0	0	0	0	0	127	0
Reep5	18.142857	0	0	0	0	0	0	127	0
Pdia5	18.142857	0	0	0	0	0	0	127	0
Nt5dc1	18.142857	0	0	0	0	0	0	127	0
Nln	18.142857	0	0	0	0	0	0	127	0
Net1	18.142857	0	0	0	0	0	0	127	0
Itsn1	18.142857	0	0	0	0	0	0	127	0
H3c3	18.142857	0	0	0	0	0	0	127	0
H2bc3	18.142857	0	0	0	0	0	0	127	0
Gtpbp4	18.142857	0	0	0	0	0	0	127	0
Gm14124	18.142857	0	0	0	0	0	0	127	0
Fbxo6	18.142857	0	0	0	0	127	0	0	0
Fbxo44	18.142857	0	0	0	0	127	0	0	0
Fbxo2	18.142857	0	0	0	0	127	0	0	0
Etl4	18.142857	0	0	0	0	0	0	127	0
Cryzl1	18.142857	0	0	0	0	0	0	127	0
Clu	18.142857	0	0	0	0	127	0	0	0
Cbarp	18.142857	0	0	0	0	0	0	127	0
Cacna1c	18.142857	0	0	0	0	0	0	127	0
Borcs7	18.142857	0	0	0	0	0	0	127	0
Atp5d	18.142857	0	0	0	0	0	0	127	0
Arfrp1	18.142857	0	0	0	0	0	0	127	0
Zfp54	18.000000	0	0	0	0	0	0	126	0
Zc3hc1	18.000000	0	0	0	0	0	0	126	0
Zc3h14	18.000000	0	0	0	0	0	0	126	0
Zbtb7b	18.000000	0	0	0	0	0	0	126	0
Wfdc1	18.000000	0	0	0	0	0	0	126	0
Trim32	18.000000	0	0	0	0	0	0	126	0
Thop1	18.000000	0	0	0	0	0	0	126	0
Tamm41	18.000000	0	0	0	0	0	0	126	0
Stoml2	18.000000	0	0	0	0	0	0	126	0
Stag3	18.000000	0	0	0	0	0	0	126	0
St8sia4	18.000000	0	0	0	0	0	0	126	0
Slc7a8	18.000000	0	0	0	0	0	0	126	0
Slc25a26	18.000000	0	0	0	0	0	0	126	0
Shcbp1	18.000000	0	0	0	0	0	0	126	0
Setmar	18.000000	0	0	0	0	0	0	126	0
Serpind1	18.000000	0	0	0	0	0	0	126	0
Rasip1	18.000000	0	0	0	0	0	0	126	0
Rapgef4	18.000000	0	0	0	0	0	0	126	0
Prpf40b	18.000000	0	0	0	0	0	0	126	0
Ppp6r1	18.000000	0	0	0	0	0	0	126	0
Pirb	18.000000	0	0	0	0	0	0	126	0
Optc	18.000000	0	0	0	0	0	0	126	0
Olfr654	18.000000	0	0	0	0	0	0	126	0
Mif	18.000000	0	0	0	0	0	0	126	0
Map4k5	18.000000	0	0	0	0	0	0	126	0
Man1a	18.000000	0	0	0	0	0	0	126	0
Lrwd1	18.000000	0	0	0	0	0	0	126	0
Llgl2	18.000000	0	0	0	0	0	0	126	0
Lalba	18.000000	0	0	0	0	0	0	126	0
Kdelr1	18.000000	0	0	0	0	0	0	126	0
Insc	18.000000	0	0	0	0	0	0	126	0
Hmgcll1	18.000000	0	0	0	0	0	0	126	0
Hipk2	18.000000	0	0	0	0	0	0	126	0
Gpr156	18.000000	0	0	0	0	0	0	126	0
Gpc2	18.000000	0	0	0	0	0	0	126	0
Gk5	18.000000	0	0	0	0	0	0	126	0
Fyb2	18.000000	0	0	0	0	0	0	126	0
Flrt3	18.000000	0	0	0	0	0	0	126	0
Fam189a1	18.000000	0	0	0	0	0	0	126	0
Etaa1	18.000000	0	0	0	0	0	0	126	0
Dynlrb2	18.000000	0	0	0	0	0	0	126	0
Dpy30	18.000000	0	0	0	0	0	0	126	0
Dhx36	18.000000	0	0	0	0	0	0	126	0
Dapk1	18.000000	0	0	0	0	0	0	126	0
Cyp11a1	18.000000	0	0	0	0	0	0	126	0
Cpne4	18.000000	0	0	0	0	0	0	126	0
Cngb1	18.000000	0	0	0	0	0	0	126	0
Cdc42ep5	18.000000	0	0	0	0	0	0	126	0
Bin3	18.000000	0	0	0	0	0	0	126	0
Bambi	18.000000	0	0	0	0	126	0	0	0
Atl1	18.000000	0	0	0	0	0	0	126	0
Aqp3	18.000000	0	0	0	0	0	0	126	0
Acad9	18.000000	0	0	0	0	0	0	126	0
Zfand2a	17.857143	0	0	0	0	0	0	125	0
Slc46a3	17.857143	0	0	0	0	0	0	125	0
Reck	17.857143	0	0	0	0	0	0	125	0
Radil	17.857143	0	0	0	0	0	0	125	0
Prmt3	17.857143	0	0	0	0	0	0	125	0
Podxl	17.857143	0	0	0	0	0	0	125	0
Pgghg	17.857143	0	0	0	0	125	0	0	0
Mt4	17.857143	0	0	0	0	0	0	125	0
Med13	17.857143	0	0	0	0	0	0	125	0
Mamstr	17.857143	0	0	0	0	0	0	125	0
Lsm1	17.857143	0	0	0	0	0	0	125	0
Lrrc39	17.857143	0	0	0	0	0	0	125	0
Lrp10	17.857143	0	0	0	0	0	0	125	0
Iqcf1	17.857143	0	0	0	0	0	0	125	0
Hrh1	17.857143	0	0	0	0	0	0	125	0
Fam110b	17.857143	0	0	0	0	0	0	125	0
Elovl6	17.857143	0	0	0	0	0	0	125	0
Cep78	17.857143	0	0	0	0	0	0	125	0
Cdc42bpg	17.857143	0	0	0	0	0	0	125	0
Btg1	17.857143	0	0	0	0	0	0	125	0
Bag4	17.857143	0	0	0	0	0	0	125	0
Atp6v1fnb	17.857143	0	0	0	0	0	0	125	0
Atp6v1f	17.857143	0	0	0	0	0	0	125	0
Atg16l1	17.857143	0	0	0	0	0	0	125	0
Atg10	17.857143	0	0	0	0	0	0	125	0
Art4	17.857143	0	0	0	0	0	0	125	0
AB010352	17.857143	0	0	0	0	0	0	125	0
1110002E22Rik	17.857143	0	0	0	0	0	0	125	0
Wdr81	17.714286	0	0	0	0	0	0	124	0
Wbp2nl	17.714286	0	0	0	0	0	124	0	0
Vamp3	17.714286	0	0	0	0	0	0	124	0
Tnk2	17.714286	0	0	0	0	0	0	124	0
Stc2	17.714286	0	0	0	0	0	0	124	0
Slc33a1	17.714286	0	0	0	0	0	0	124	0
Sf3a3	17.714286	0	0	0	0	0	0	124	0
Scaf1	17.714286	0	0	0	0	0	0	124	0
Rras	17.714286	0	0	0	0	0	0	124	0
Rlf	17.714286	0	0	0	0	0	0	124	0
Rfx5	17.714286	0	0	0	0	0	0	124	0
Rab3a	17.714286	0	0	0	0	0	0	124	0
Psors1c2	17.714286	0	0	0	0	124	0	0	0
Ppp1cb	17.714286	0	0	0	0	0	0	124	0
Olfr284	17.714286	0	0	0	0	0	0	124	0
Olfr1373	17.714286	0	0	0	0	124	0	0	0
Oas1f	17.714286	0	0	0	0	0	0	124	0
Nup188	17.714286	0	0	0	0	0	0	124	0
Nr5a1	17.714286	0	0	0	0	0	0	124	0
Mrpl27	17.714286	0	0	0	0	0	0	124	0
Mitf	17.714286	0	0	0	0	0	0	124	0
Mettl14	17.714286	0	0	0	0	0	0	124	0
Map3k14	17.714286	0	0	0	0	0	0	124	0
Kmt2c	17.714286	0	0	0	0	0	0	124	0
Kat8	17.714286	0	0	0	0	0	0	124	0
Junb	17.714286	0	0	0	0	0	0	124	0
Ice1	17.714286	0	0	0	0	0	0	124	0
Hsp90ab1	17.714286	0	0	0	0	0	0	124	0
Gtpbp8	17.714286	0	0	0	0	124	0	0	0
Gphn	17.714286	0	0	0	0	0	0	124	0
Exo5	17.714286	0	0	0	0	0	0	124	0
Eme1	17.714286	0	0	0	0	0	0	124	0
Dusp9	17.714286	0	0	0	0	0	0	124	0
Dolk	17.714286	0	0	0	0	0	0	124	0
Ctf1	17.714286	0	0	0	0	0	0	124	0
Cdk18	17.714286	0	0	0	0	0	0	124	0
Bcl7c	17.714286	0	0	0	0	0	0	124	0
Arcn1	17.714286	0	0	0	0	0	0	124	0
4930444P10Rik	17.714286	0	0	0	0	0	0	124	0
Zfp574	17.571429	0	0	0	0	0	0	123	0
Wapl	17.571429	0	0	0	0	123	0	0	0
Ube2g2	17.571429	0	0	0	0	123	0	0	0
Ripor1	17.571429	0	0	0	0	0	0	123	0
Rack1	17.571429	0	0	0	0	0	0	123	0
Pigo	17.571429	0	0	0	0	0	0	123	0
Pcbp2	17.571429	0	0	0	0	0	0	123	0
Mtres1	17.571429	0	0	0	0	0	0	123	0
Mrps18c	17.571429	0	0	0	0	0	0	123	0
Iqgap2	17.571429	0	0	0	0	0	0	123	0
Ilf3	17.571429	0	0	0	0	123	0	0	0
Helq	17.571429	0	0	0	0	0	0	123	0
Grik5	17.571429	0	0	0	0	0	0	123	0
Gpr19	17.571429	0	0	0	0	0	0	123	0
Gm1113	17.571429	0	0	0	0	0	0	123	0
Fpgs	17.571429	0	0	0	0	123	0	0	0
Fahd2a	17.571429	0	0	0	0	0	0	123	0
Ednra	17.571429	0	0	0	0	0	0	123	0
Ddhd2	17.571429	0	0	0	0	0	0	123	0
Cspp1	17.571429	0	0	0	0	123	0	0	0
Cops5	17.571429	0	0	0	0	123	0	0	0
Chtop	17.571429	0	0	0	0	0	0	123	0
Ccpg1os	17.571429	0	0	0	0	0	0	123	0
Ccpg1	17.571429	0	0	0	0	0	0	123	0
Ankrd54	17.571429	0	0	0	0	0	0	123	0
Zfp33b	17.428571	0	0	0	0	0	0	122	0
Zbtb33	17.428571	0	0	0	0	0	0	122	0
Wdr47	17.428571	0	0	0	0	0	0	122	0
Tymp	17.428571	0	0	0	0	0	0	122	0
Ttc39a	17.428571	0	0	0	0	0	0	122	0
Susd6	17.428571	0	0	0	0	0	0	122	0
Spcs1	17.428571	0	0	0	0	0	0	122	0
Sco2	17.428571	0	0	0	0	0	0	122	0
Relch	17.428571	0	0	0	0	0	0	122	0
Pigw	17.428571	0	0	0	0	0	0	122	0
Pign	17.428571	0	0	0	0	0	0	122	0
Peli3	17.428571	0	0	0	0	0	0	122	0
Pcolce	17.428571	0	0	0	0	122	0	0	0
Oog1	17.428571	0	0	0	0	0	122	0	0
Nvl	17.428571	0	0	0	0	0	0	122	0
Myo19	17.428571	0	0	0	0	0	0	122	0
Iars2	17.428571	0	0	0	0	0	0	122	0
Gm2042	17.428571	0	0	0	0	0	122	0	0
Glt8d1	17.428571	0	0	0	0	0	0	122	0
Gemin4	17.428571	0	0	0	0	0	0	122	0
Gast	17.428571	0	0	0	0	0	0	122	0
Foxk2	17.428571	0	0	0	0	0	0	122	0
Dnajb1	17.428571	0	0	0	0	0	0	122	0
Ddx23	17.428571	0	0	0	0	0	0	122	0
Dbil5	17.428571	0	0	0	0	0	0	122	0
Crnkl1	17.428571	0	0	0	0	0	0	122	0
Creb1	17.428571	0	0	0	0	0	0	122	0
Cnn3	17.428571	0	0	0	0	122	0	0	0
Cfap61	17.428571	0	0	0	0	0	0	122	0
Cdkn3	17.428571	0	0	0	0	0	0	122	0
Bpnt1	17.428571	0	0	0	0	0	0	122	0
Alkbh6	17.428571	0	0	0	0	0	0	122	0
Abca4	17.428571	0	0	0	0	122	0	0	0
Zscan12	17.285714	0	0	0	0	0	0	121	0
Wnk1	17.285714	0	0	0	0	0	0	121	0
Usp32	17.285714	0	0	0	0	0	0	121	0
Umad1	17.285714	0	0	0	0	0	0	121	0
Txn2	17.285714	0	0	0	0	121	0	0	0
Ttbk2	17.285714	0	0	0	0	0	0	121	0
Tigd2	17.285714	0	0	0	0	0	0	121	0
