Target_genes	Sox4|Average	SRX337568|B_cells	SRX2974918|EML_	SRX4791025|Keratinocytes	SRX4791026|Keratinocytes	SRX4802721|Neural_Stem_Cells	SRX1149735|Pancreatic_cancer_cell_lines	SRX14296655|Synoviocytes	SRX14296656|Synoviocytes	STRING
Capn7	17.375000	0	0	0	0	139	0	0	0	0
Alg14	17.375000	0	0	0	0	139	0	0	0	0
Actr10	17.375000	0	0	0	0	139	0	0	0	0
1700125H20Rik	17.375000	0	0	0	0	139	0	0	0	0
Zfp52	17.250000	0	0	0	0	138	0	0	0	0
Wipi1	17.250000	0	0	0	0	138	0	0	0	0
Wdr90	17.250000	0	0	0	0	138	0	0	0	0
Trmt9b	17.250000	0	0	0	0	138	0	0	0	0
Snu13	17.250000	0	0	0	0	138	0	0	0	0
Slc35f5	17.250000	0	0	0	0	138	0	0	0	0
Slc29a3	17.250000	0	0	0	0	138	0	0	0	0
Serf1	17.250000	0	0	0	0	138	0	0	0	0
Sema3a	17.250000	0	0	0	0	138	0	0	0	0
Sec23b	17.250000	0	0	0	0	138	0	0	0	0
Rpe	17.250000	0	0	0	0	138	0	0	0	0
Pcmtd1	17.250000	0	0	0	0	138	0	0	0	0
Ndufb4	17.250000	0	0	0	0	138	0	0	0	0
Mrps23	17.250000	0	0	0	0	138	0	0	0	0
Mllt3	17.250000	0	0	0	0	138	0	0	0	0
Mfsd3	17.250000	0	0	0	0	138	0	0	0	0
Mfn1	17.250000	0	0	0	0	138	0	0	0	0
Hid1	17.250000	0	0	0	0	138	0	0	0	0
Elovl1	17.250000	0	0	0	0	138	0	0	0	0
Edaradd	17.250000	138	0	0	0	0	0	0	0	0
Dnal4	17.250000	0	0	0	0	138	0	0	0	0
Dmxl2	17.250000	0	0	0	0	138	0	0	0	0
D630045J12Rik	17.250000	0	0	0	0	138	0	0	0	0
Cwf19l1	17.250000	0	0	0	0	138	0	0	0	0
Ccdc107	17.250000	0	0	0	0	138	0	0	0	0
Bdp1	17.250000	0	0	0	0	138	0	0	0	0
Atad2b	17.250000	0	0	0	0	138	0	0	0	0
Angel2	17.250000	0	0	0	0	138	0	0	0	0
2310057M21Rik	17.250000	0	0	0	0	138	0	0	0	0
Zfp280b	17.125000	0	0	0	0	137	0	0	0	0
Zdhhc13	17.125000	0	0	0	0	137	0	0	0	0
Zc3hc1	17.125000	0	0	0	0	137	0	0	0	0
Vps28	17.125000	0	0	0	0	137	0	0	0	0
Ttc39c	17.125000	0	0	0	0	137	0	0	0	0
Tmbim6	17.125000	0	0	0	0	137	0	0	0	0
Tada2a	17.125000	0	0	0	0	137	0	0	0	0
Slc7a11	17.125000	0	0	0	0	137	0	0	0	0
Slc25a15	17.125000	0	0	0	0	137	0	0	0	0
Rsl24d1	17.125000	0	0	0	0	137	0	0	0	0
Rmnd5b	17.125000	0	0	0	0	137	0	0	0	0
Rhot1	17.125000	0	0	0	0	137	0	0	0	0
Rapgef1	17.125000	0	0	0	0	137	0	0	0	0
Ppp4c	17.125000	0	0	0	0	137	0	0	0	0
Polk	17.125000	0	0	0	0	137	0	0	0	0
Phpt1	17.125000	0	0	0	0	137	0	0	0	0
Pgbd5	17.125000	0	0	0	137	0	0	0	0	0
Nup85	17.125000	0	0	0	0	137	0	0	0	0
Nme6	17.125000	0	0	0	0	137	0	0	0	0
Mto1	17.125000	0	0	0	0	137	0	0	0	0
Mamdc4	17.125000	0	0	0	0	137	0	0	0	0
Lix1l	17.125000	0	0	0	0	137	0	0	0	0
Klrg2	17.125000	0	0	0	137	0	0	0	0	0
Hgd	17.125000	0	0	0	0	137	0	0	0	0
Fez2	17.125000	0	0	0	0	137	0	0	0	0
Fbxl4	17.125000	0	0	0	0	137	0	0	0	0
Fam219a	17.125000	0	0	0	0	137	0	0	0	0
Exoc4	17.125000	0	0	0	0	137	0	0	0	0
Dohh	17.125000	0	0	0	0	137	0	0	0	0
Dnaic1	17.125000	0	0	0	0	137	0	0	0	0
Dicer1	17.125000	0	0	0	137	0	0	0	0	0
Cgas	17.125000	0	0	0	0	137	0	0	0	0
Cert1	17.125000	0	0	0	0	137	0	0	0	0
Atp6v0e2	17.125000	0	0	0	0	137	0	0	0	0
Apoe	17.125000	0	0	0	0	137	0	0	0	0
Ap5s1	17.125000	0	0	0	0	137	0	0	0	0
Ankrd34a	17.125000	0	0	0	0	137	0	0	0	0
Zfp202	17.000000	0	0	0	0	136	0	0	0	0
Trnau1ap	17.000000	0	0	0	0	136	0	0	0	0
Toe1	17.000000	0	0	0	0	136	0	0	0	0
Tmx1	17.000000	0	0	0	0	136	0	0	0	0
Tesmin	17.000000	0	0	0	0	136	0	0	0	0
Snrpn	17.000000	0	0	0	0	136	0	0	0	0
Sfxn5	17.000000	0	0	0	0	136	0	0	0	0
Rnaset2b	17.000000	0	0	0	0	136	0	0	0	0
Rnaset2a	17.000000	0	0	0	0	136	0	0	0	0
Prss57	17.000000	0	0	0	0	136	0	0	0	0
Prdm2	17.000000	0	0	0	0	136	0	0	0	0
Pex5	17.000000	0	0	0	0	136	0	0	0	0
Palm	17.000000	0	0	0	0	136	0	0	0	0
Palld	17.000000	0	0	0	0	136	0	0	0	0
Orc4	17.000000	0	0	0	136	0	0	0	0	0
Nipa2	17.000000	0	0	0	0	136	0	0	0	0
Ndufb1	17.000000	0	0	0	0	136	0	0	0	0
Mutyh	17.000000	0	0	0	0	136	0	0	0	0
Mrps22	17.000000	0	0	0	0	136	0	0	0	0
Mbd5	17.000000	0	0	0	136	0	0	0	0	0
Krt7	17.000000	0	0	0	136	0	0	0	0	0
Kdm4d	17.000000	0	0	0	0	136	0	0	0	0
Igsf9	17.000000	0	0	0	136	0	0	0	0	0
Gnb1l	17.000000	0	0	0	0	136	0	0	0	0
Gm14325	17.000000	0	0	0	0	136	0	0	0	0
Fam98a	17.000000	0	0	0	0	136	0	0	0	0
Dusp1	17.000000	0	0	0	0	136	0	0	0	0
Cwc15	17.000000	0	0	0	0	136	0	0	0	0
Cstad	17.000000	0	0	0	0	136	0	0	0	0
Cpsf2	17.000000	0	0	0	0	136	0	0	0	0
Copg2	17.000000	0	0	0	0	136	0	0	0	0
Camta1	17.000000	0	0	0	0	136	0	0	0	0
Birc5	17.000000	0	0	0	0	136	0	0	0	0
Bbs1	17.000000	0	0	0	0	136	0	0	0	0
Als2	17.000000	0	0	0	0	136	0	0	0	0
2200002D01Rik	17.000000	0	0	0	136	0	0	0	0	0
Zfp40	16.875000	0	0	0	0	135	0	0	0	0
Zfp281	16.875000	0	0	0	0	135	0	0	0	0
Uimc1	16.875000	0	0	0	0	135	0	0	0	0
Tob1	16.875000	0	0	0	135	0	0	0	0	0
Stt3a	16.875000	0	0	0	0	135	0	0	0	0
Stau2	16.875000	0	0	0	0	135	0	0	0	0
Srpk2	16.875000	0	0	0	0	135	0	0	0	0
Srek1ip1	16.875000	0	0	0	0	135	0	0	0	0
Slc4a2	16.875000	0	0	0	0	135	0	0	0	0
Slc2a4	16.875000	0	0	0	135	0	0	0	0	0
Slc25a33	16.875000	0	0	0	0	135	0	0	0	0
Scml4	16.875000	0	0	0	0	135	0	0	0	0
Rubcn	16.875000	0	0	0	0	135	0	0	0	0
Robo1	16.875000	0	0	0	0	135	0	0	0	0
Repin1	16.875000	0	0	0	0	135	0	0	0	0
Rassf1	16.875000	0	0	0	0	135	0	0	0	0
Qpct	16.875000	0	0	0	0	135	0	0	0	0
Prodh	16.875000	0	0	0	0	135	0	0	0	0
Phldb2	16.875000	0	0	0	0	135	0	0	0	0
Oser1	16.875000	0	0	0	0	135	0	0	0	0
Med14	16.875000	0	0	0	0	135	0	0	0	0
Lrrc20	16.875000	0	0	0	0	135	0	0	0	0
Lamb2	16.875000	0	0	0	0	135	0	0	0	0
Insig1	16.875000	0	0	0	0	135	0	0	0	0
Il25	16.875000	0	0	0	0	135	0	0	0	0
Grin1	16.875000	0	0	0	135	0	0	0	0	0
Gm5111	16.875000	0	0	0	0	135	0	0	0	0
Fxr2	16.875000	0	0	0	0	135	0	0	0	0
Fbxo44	16.875000	0	0	0	0	135	0	0	0	0
Fbxo2	16.875000	0	0	0	0	135	0	0	0	0
Ebag9	16.875000	0	0	0	0	135	0	0	0	0
Ddx55	16.875000	0	0	0	0	135	0	0	0	0
Dap3	16.875000	0	0	0	0	135	0	0	0	0
Cwc27	16.875000	0	0	0	0	135	0	0	0	0
Cmtm5	16.875000	0	0	0	0	135	0	0	0	0
Chmp2b	16.875000	0	0	0	0	135	0	0	0	0
Cerk	16.875000	0	0	0	0	135	0	0	0	0
Cecr2	16.875000	0	0	0	0	135	0	0	0	0
Cdk5	16.875000	0	0	0	0	135	0	0	0	0
BC028528	16.875000	0	0	0	0	135	0	0	0	0
Atp1a1	16.875000	0	0	0	0	135	0	0	0	0
Aph1a	16.875000	0	0	0	0	135	0	0	0	0
Zfp787	16.750000	0	0	0	0	134	0	0	0	0
Zfp719	16.750000	0	0	0	0	134	0	0	0	0
Zfp715	16.750000	0	0	0	0	134	0	0	0	0
Vwa1	16.750000	0	0	0	0	134	0	0	0	0
Tnrc18	16.750000	0	0	0	134	0	0	0	0	0
Susd2	16.750000	0	0	0	0	134	0	0	0	0
Sppl2b	16.750000	0	0	0	0	134	0	0	0	0
Slc25a3	16.750000	0	0	0	0	134	0	0	0	0
Slc16a12	16.750000	0	0	0	0	134	0	0	0	0
Sgta	16.750000	0	0	0	0	134	0	0	0	0
Serac1	16.750000	0	0	0	0	134	0	0	0	0
Rnf130	16.750000	0	0	0	0	134	0	0	0	0
Rcc1	16.750000	0	0	0	0	134	0	0	0	0
Prdm11	16.750000	0	0	0	0	134	0	0	0	0
Ppp2r5b	16.750000	0	0	0	0	134	0	0	0	0
Pla2g3	16.750000	0	0	0	0	134	0	0	0	0
Pkd2	16.750000	0	0	0	0	134	0	0	0	0
Pdcd11	16.750000	0	0	0	0	134	0	0	0	0
Pak3	16.750000	0	0	0	0	134	0	0	0	0
Nip7	16.750000	0	0	0	0	134	0	0	0	0
Napg	16.750000	0	0	0	0	134	0	0	0	0
Mrpl53	16.750000	0	0	0	0	134	0	0	0	0
Mre11a	16.750000	0	0	0	0	134	0	0	0	0
Mfge8	16.750000	0	0	0	0	134	0	0	0	0
Map4k1	16.750000	0	0	0	0	134	0	0	0	0
Map1s	16.750000	0	0	0	0	134	0	0	0	0
Lsm7	16.750000	0	0	0	0	134	0	0	0	0
Lpcat4	16.750000	0	0	0	0	134	0	0	0	0
Lax1	16.750000	0	0	0	134	0	0	0	0	0
L3mbtl2	16.750000	0	0	0	0	134	0	0	0	0
Kcnd2	16.750000	0	0	0	0	134	0	0	0	0
Gtf2h5	16.750000	0	0	0	0	134	0	0	0	0
Gpm6a	16.750000	0	0	0	0	134	0	0	0	0
Gmds	16.750000	0	0	0	0	134	0	0	0	0
Farp1	16.750000	0	0	0	0	134	0	0	0	0
Fam133b	16.750000	0	0	0	134	0	0	0	0	0
Elovl6	16.750000	0	0	0	0	134	0	0	0	0
Eif3k	16.750000	0	0	0	0	134	0	0	0	0
Eif3g	16.750000	0	0	0	0	134	0	0	0	0
Dguok	16.750000	0	0	0	0	134	0	0	0	0
Dab2	16.750000	0	0	0	0	134	0	0	0	0
Cog8	16.750000	0	0	0	0	134	0	0	0	0
Churc1	16.750000	0	0	0	0	134	0	0	0	0
Cherp	16.750000	0	0	0	0	134	0	0	0	0
Btbd9	16.750000	0	0	0	0	134	0	0	0	0
Bcl10	16.750000	0	0	0	0	134	0	0	0	0
Atp5md	16.750000	0	0	0	0	134	0	0	0	0
Atg10	16.750000	0	0	0	0	134	0	0	0	0
Ap2a2	16.750000	0	0	0	0	134	0	0	0	0
Ankrd49	16.750000	0	0	0	0	134	0	0	0	0
4930430F08Rik	16.750000	0	0	0	0	134	0	0	0	0
1700017N19Rik	16.750000	0	0	0	0	134	0	0	0	0
Zfp729a	16.625000	0	0	0	0	133	0	0	0	0
Zfp169	16.625000	0	0	0	0	133	0	0	0	0
Wnt5a	16.625000	0	0	0	0	133	0	0	0	0
Vegfa	16.625000	0	0	0	0	133	0	0	0	0
Tsr2	16.625000	0	0	0	0	133	0	0	0	0
Sqstm1	16.625000	0	0	0	0	133	0	0	0	0
Sppl2a	16.625000	0	0	0	0	133	0	0	0	0
Slbp	16.625000	0	0	0	0	133	0	0	0	0
Rabggta	16.625000	0	0	0	0	133	0	0	0	0
Pole3	16.625000	0	0	0	0	133	0	0	0	0
Nr1d2	16.625000	0	0	0	0	133	0	0	0	0
Nfix	16.625000	0	0	0	133	0	0	0	0	0
Neu1	16.625000	0	0	0	0	133	0	0	0	0
Nat8f1	16.625000	0	0	0	0	133	0	0	0	0
Mfap3	16.625000	0	0	0	0	133	0	0	0	0
Lsm1	16.625000	0	0	0	0	133	0	0	0	0
Leng8	16.625000	0	0	0	0	133	0	0	0	0
Ksr1	16.625000	0	0	0	0	133	0	0	0	0
Klk9	16.625000	0	0	0	133	0	0	0	0	0
Klf9	16.625000	0	0	0	0	133	0	0	0	0
Kidins220	16.625000	0	0	0	0	133	0	0	0	0
Ikzf2	16.625000	0	0	0	0	133	0	0	0	0
Ift57	16.625000	0	0	0	0	133	0	0	0	0
Hacd1	16.625000	0	0	0	0	133	0	0	0	0
Gpld1	16.625000	0	0	0	0	133	0	0	0	0
Fxn	16.625000	0	0	0	0	133	0	0	0	0
Fkbpl	16.625000	0	0	0	0	133	0	0	0	0
Fbxo3	16.625000	0	0	0	0	133	0	0	0	0
Fam114a2	16.625000	0	0	0	0	133	0	0	0	0
Elovl5	16.625000	0	0	0	0	133	0	0	0	0
Dut	16.625000	0	0	0	0	133	0	0	0	0
Dnmt1	16.625000	0	0	0	0	133	0	0	0	0
Dcun1d1	16.625000	0	0	0	0	133	0	0	0	0
Dab1	16.625000	0	0	0	0	133	0	0	0	0
Cox6b1	16.625000	0	0	0	0	133	0	0	0	0
Clcn5	16.625000	0	0	0	0	133	0	0	0	0
Bag4	16.625000	0	0	0	0	133	0	0	0	0
B3gnt5	16.625000	0	0	0	0	133	0	0	0	0
Arhgef40	16.625000	0	0	0	0	133	0	0	0	0
Alad	16.625000	0	0	0	0	133	0	0	0	0
4931422A03Rik	16.625000	0	0	0	0	133	0	0	0	0
Zfp273	16.500000	0	0	0	0	132	0	0	0	0
Ucp2	16.500000	0	0	0	0	132	0	0	0	0
Ube2z	16.500000	0	0	0	0	132	0	0	0	0
Tmem229b	16.500000	0	0	0	0	132	0	0	0	0
Tmem183a	16.500000	0	0	0	0	132	0	0	0	0
Rtel1	16.500000	0	0	0	0	132	0	0	0	0
Rraga	16.500000	0	0	0	0	132	0	0	0	0
Psmb7	16.500000	0	0	0	0	132	0	0	0	0
Ppie	16.500000	0	0	0	0	132	0	0	0	0
Pot1a	16.500000	0	0	0	0	132	0	0	0	0
Pcdhb5	16.500000	0	0	0	0	132	0	0	0	0
Nubpl	16.500000	0	0	0	0	132	0	0	0	0
Nedd1	16.500000	0	0	0	0	132	0	0	0	0
Mthfd1	16.500000	0	0	0	0	132	0	0	0	0
Micu2	16.500000	0	0	0	0	132	0	0	0	0
Lrig2	16.500000	0	0	0	0	132	0	0	0	0
Hrob	16.500000	0	0	0	0	132	0	0	0	0
Hnrnpul1	16.500000	0	0	0	0	132	0	0	0	0
Hars2	16.500000	0	0	0	0	132	0	0	0	0
Hars	16.500000	0	0	0	0	132	0	0	0	0
Fermt2	16.500000	0	0	0	0	132	0	0	0	0
Ergic2	16.500000	0	0	0	0	132	0	0	0	0
Efs	16.500000	0	0	0	0	132	0	0	0	0
Eci2	16.500000	0	0	0	0	132	0	0	0	0
Cyren	16.500000	0	0	0	0	132	0	0	0	0
Bcat2	16.500000	0	0	0	0	132	0	0	0	0
Ankrd40	16.500000	0	0	0	0	132	0	0	0	0
Acvr1c	16.500000	0	0	0	0	132	0	0	0	0
Acat1	16.500000	0	0	0	0	132	0	0	0	0
Uba6	16.375000	0	0	0	0	131	0	0	0	0
Tm9sf2	16.375000	0	0	0	131	0	0	0	0	0
Thoc2l	16.375000	0	0	0	0	131	0	0	0	0
Tent2	16.375000	0	0	0	0	131	0	0	0	0
St8sia2	16.375000	0	0	0	0	131	0	0	0	0
Sobp	16.375000	0	0	0	0	131	0	0	0	0
Slu7	16.375000	0	0	0	0	131	0	0	0	0
Sin3b	16.375000	0	0	0	0	131	0	0	0	0
Rogdi	16.375000	0	0	0	0	131	0	0	0	0
Recql	16.375000	0	0	0	0	131	0	0	0	0
Prox2	16.375000	0	0	0	0	131	0	0	0	0
Ormdl3	16.375000	0	0	0	0	131	0	0	0	0
Oaz2	16.375000	0	0	0	131	0	0	0	0	0
Nbas	16.375000	0	0	0	0	131	0	0	0	0
Nadk2	16.375000	0	0	0	0	131	0	0	0	0
Mon2	16.375000	0	0	0	0	131	0	0	0	0
Mlxip	16.375000	0	0	0	0	131	0	0	0	0
Map11	16.375000	0	0	0	0	131	0	0	0	0
Kifap3	16.375000	0	0	0	0	131	0	0	0	0
Kank2	16.375000	0	0	0	131	0	0	0	0	0
Ipo13	16.375000	0	0	0	0	131	0	0	0	0
H3c10	16.375000	0	0	0	0	131	0	0	0	0
H2bc14	16.375000	0	0	0	0	131	0	0	0	0
Golt1b	16.375000	0	0	0	0	131	0	0	0	0
Frmd6	16.375000	0	0	0	0	131	0	0	0	0
Fbxo28	16.375000	0	0	0	0	131	0	0	0	0
Eif2s3x	16.375000	0	0	0	0	131	0	0	0	0
Dlst	16.375000	0	0	0	0	131	0	0	0	0
Dkc1	16.375000	0	0	0	0	131	0	0	0	0
Dcaf4	16.375000	0	0	0	0	131	0	0	0	0
Cox10	16.375000	0	0	0	0	131	0	0	0	0
Cbx4	16.375000	0	0	0	131	0	0	0	0	0
Capn15	16.375000	0	0	0	0	131	0	0	0	0
Caml	16.375000	0	0	0	0	131	0	0	0	0
Caap1	16.375000	0	0	0	0	131	0	0	0	0
Bche	16.375000	0	0	0	0	131	0	0	0	0
Avpi1	16.375000	0	0	0	131	0	0	0	0	0
Atp2c1	16.375000	0	0	0	0	131	0	0	0	0
Acer3	16.375000	0	0	0	0	131	0	0	0	0
Tubd1	16.250000	0	0	0	0	130	0	0	0	0
Trmt1l	16.250000	0	0	0	0	130	0	0	0	0
Tmppe	16.250000	0	0	0	0	130	0	0	0	0
Tmem203	16.250000	0	0	0	0	130	0	0	0	0
Swt1	16.250000	0	0	0	0	130	0	0	0	0
Spata25	16.250000	0	0	0	0	130	0	0	0	0
Slc25a46	16.250000	0	0	0	0	130	0	0	0	0
Slc25a12	16.250000	0	0	0	0	130	0	0	0	0
Rps6kb1	16.250000	0	0	0	0	130	0	0	0	0
Rps6ka1	16.250000	0	0	0	0	130	0	0	0	0
Rhno1	16.250000	0	0	0	0	130	0	0	0	0
Rap1a	16.250000	0	0	0	0	130	0	0	0	0
Poc5	16.250000	0	0	0	0	130	0	0	0	0
Nppc	16.250000	0	0	0	0	130	0	0	0	0
Nmt2	16.250000	0	0	0	0	130	0	0	0	0
Ndor1	16.250000	0	0	0	0	130	0	0	0	0
Ncaph2	16.250000	0	0	0	0	130	0	0	0	0
Nacad	16.250000	0	0	0	0	130	0	0	0	0
Mybpc3	16.250000	0	0	0	0	130	0	0	0	0
Magi1	16.250000	0	0	0	0	130	0	0	0	0
Lmf2	16.250000	0	0	0	0	130	0	0	0	0
Lipg	16.250000	0	0	0	0	130	0	0	0	0
Lhfp	16.250000	0	0	0	0	130	0	0	0	0
Idnk	16.250000	0	0	0	0	130	0	0	0	0
Hspa14	16.250000	0	0	0	0	130	0	0	0	0
Hivep2	16.250000	0	0	0	0	130	0	0	0	0
H2az1	16.250000	0	0	0	0	130	0	0	0	0
Gk	16.250000	0	0	0	0	130	0	0	0	0
G3bp1	16.250000	0	0	0	0	130	0	0	0	0
Foxm1	16.250000	0	0	0	0	130	0	0	0	0
Fancg	16.250000	0	0	0	0	130	0	0	0	0
Ext1	16.250000	0	0	0	0	130	0	0	0	0
Endod1	16.250000	0	0	0	0	130	0	0	0	0
Eloc	16.250000	0	0	0	0	130	0	0	0	0
Dnajb14	16.250000	0	0	0	0	130	0	0	0	0
Dhrs2	16.250000	0	0	0	0	130	0	0	0	0
D430019H16Rik	16.250000	0	0	0	0	130	0	0	0	0
Copb2	16.250000	0	0	0	0	130	0	0	0	0
Coa6	16.250000	0	0	0	0	130	0	0	0	0
Chrnb2	16.250000	0	0	0	0	130	0	0	0	0
Chmp6	16.250000	0	0	0	0	130	0	0	0	0
Chid1	16.250000	0	0	0	0	130	0	0	0	0
Cdnf	16.250000	0	0	0	0	130	0	0	0	0
Ccl1	16.250000	130	0	0	0	0	0	0	0	0
Casd1	16.250000	0	0	0	0	130	0	0	0	0
BC052040	16.250000	0	0	0	0	130	0	0	0	0
Apmap	16.250000	0	0	0	0	130	0	0	0	0
Zfyve19	16.125000	0	0	0	0	129	0	0	0	0
Wdr13	16.125000	0	0	0	0	129	0	0	0	0
Vsig10l	16.125000	0	0	0	0	129	0	0	0	0
Rragd	16.125000	0	0	0	0	129	0	0	0	0
Rab3gap2	16.125000	0	0	0	0	129	0	0	0	0
Psd	16.125000	0	0	0	0	129	0	0	0	0
Pomp	16.125000	0	0	0	0	129	0	0	0	0
Olfm1	16.125000	0	0	0	0	129	0	0	0	0
Nrcam	16.125000	0	0	0	0	129	0	0	0	0
Nabp1	16.125000	0	0	0	0	129	0	0	0	0
Naa16	16.125000	0	0	0	0	129	0	0	0	0
Metap1d	16.125000	0	0	0	0	129	0	0	0	0
Kras	16.125000	0	0	0	0	129	0	0	0	0
Ifnz	16.125000	0	0	0	0	0	129	0	0	0
Hmgcr	16.125000	0	0	0	0	129	0	0	0	0
Gm13290	16.125000	0	0	0	0	0	129	0	0	0
Gm13289	16.125000	0	0	0	0	0	129	0	0	0
Gm13285	16.125000	0	0	0	0	0	129	0	0	0
Gm13276	16.125000	0	0	0	0	0	129	0	0	0
Gm13272	16.125000	0	0	0	0	0	129	0	0	0
Fbxl15	16.125000	0	0	0	0	129	0	0	0	0
Far1	16.125000	0	0	0	0	129	0	0	0	0
Fam76b	16.125000	0	0	0	0	129	0	0	0	0
Fam193b	16.125000	0	0	0	0	129	0	0	0	0
Dus3l	16.125000	0	0	0	0	129	0	0	0	0
Dnajc17	16.125000	0	0	0	0	129	0	0	0	0
Cep57	16.125000	0	0	0	0	129	0	0	0	0
Atp7b	16.125000	0	0	0	0	129	0	0	0	0
Alg11	16.125000	0	0	0	0	129	0	0	0	0
A2m	16.125000	0	0	0	0	129	0	0	0	0
Vwa8	16.000000	0	0	0	0	128	0	0	0	0
Ube2ql1	16.000000	0	0	0	0	128	0	0	0	0
Ttc13	16.000000	0	0	0	0	128	0	0	0	0
Ssr3	16.000000	0	0	0	0	128	0	0	0	0
Ss18l2	16.000000	0	0	0	0	128	0	0	0	0
Sez6	16.000000	0	0	0	128	0	0	0	0	0
Ropn1l	16.000000	0	0	0	0	128	0	0	0	0
Prpf4b	16.000000	0	0	0	0	128	0	0	0	0
Ndufaf2	16.000000	0	0	0	0	128	0	0	0	0
Nbeal1	16.000000	0	0	0	0	128	0	0	0	0
Mmp24	16.000000	0	0	0	128	0	0	0	0	0
Mfsd1	16.000000	0	0	0	0	128	0	0	0	0
Mef2d	16.000000	0	0	0	0	128	0	0	0	0
Mdp1	16.000000	0	0	0	0	128	0	0	0	0
Macf1	16.000000	0	0	0	0	128	0	0	0	0
Lsm14b	16.000000	0	0	0	0	128	0	0	0	0
Lin28b	16.000000	0	0	0	128	0	0	0	0	0
Lage3	16.000000	0	0	0	0	128	0	0	0	0
Hunk	16.000000	0	0	0	0	128	0	0	0	0
Gstm1	16.000000	0	0	0	0	128	0	0	0	0
Dthd1	16.000000	0	0	0	0	128	0	0	0	0
BC048679	16.000000	0	0	0	0	128	0	0	0	0
Atp13a1	16.000000	0	0	0	0	128	0	0	0	0
Arv1	16.000000	0	0	0	0	128	0	0	0	0
Ap3b2	16.000000	0	0	0	0	128	0	0	0	0
Zfp930	15.875000	0	0	0	0	127	0	0	0	0
Washc5	15.875000	0	0	0	0	127	0	0	0	0
Uqcrc1	15.875000	0	0	0	0	127	0	0	0	0
Uggt1	15.875000	0	0	0	0	127	0	0	0	0
Trp53rka	15.875000	0	0	0	0	127	0	0	0	0
Trip13	15.875000	0	0	0	0	127	0	0	0	0
Tpmt	15.875000	0	0	0	0	127	0	0	0	0
Tom1	15.875000	0	0	0	0	127	0	0	0	0
Tmem234	15.875000	0	0	0	0	127	0	0	0	0
Tdp2	15.875000	0	0	0	0	127	0	0	0	0
Tax1bp1	15.875000	0	0	0	0	127	0	0	0	0
Syngr3	15.875000	0	0	0	0	127	0	0	0	0
Strada	15.875000	0	0	0	0	127	0	0	0	0
Snx8	15.875000	0	0	0	0	127	0	0	0	0
Shroom3	15.875000	0	0	0	0	127	0	0	0	0
Serinc2	15.875000	0	0	0	0	127	0	0	0	0
Sdhaf4	15.875000	0	0	0	0	127	0	0	0	0
Rwdd3	15.875000	0	0	0	0	127	0	0	0	0
Rtcb	15.875000	0	0	0	0	127	0	0	0	0
Rrp36	15.875000	0	0	0	0	127	0	0	0	0
Rnf123	15.875000	0	0	0	0	127	0	0	0	0
Ripor1	15.875000	0	0	0	0	127	0	0	0	0
Rhou	15.875000	0	0	0	0	127	0	0	0	0
Qsox2	15.875000	0	0	0	0	127	0	0	0	0
Ptch1	15.875000	0	0	0	0	127	0	0	0	0
Prr14l	15.875000	0	0	0	0	127	0	0	0	0
Pml	15.875000	0	0	0	0	127	0	0	0	0
Ogdh	15.875000	0	0	0	0	127	0	0	0	0
Nsmce2	15.875000	0	0	0	0	127	0	0	0	0
Ndufb7	15.875000	0	0	0	0	127	0	0	0	0
Nacc2	15.875000	0	0	0	0	127	0	0	0	0
Mst1	15.875000	0	0	0	0	127	0	0	0	0
Mrps7	15.875000	0	0	0	0	127	0	0	0	0
Lig4	15.875000	0	0	0	0	127	0	0	0	0
Kif7	15.875000	0	0	0	0	127	0	0	0	0
Kdm1b	15.875000	0	0	0	0	127	0	0	0	0
Kbtbd3	15.875000	0	0	0	0	127	0	0	0	0
Imp4	15.875000	0	0	0	0	127	0	0	0	0
H4c18	15.875000	0	0	0	0	127	0	0	0	0
H4bc24	15.875000	0	0	0	0	127	0	0	0	0
H2bc23	15.875000	0	0	0	0	127	0	0	0	0
H2ac24	15.875000	0	0	0	0	127	0	0	0	0
H2ac23	15.875000	0	0	0	0	127	0	0	0	0
Gga3	15.875000	0	0	0	0	127	0	0	0	0
Flcn	15.875000	0	0	0	0	127	0	0	0	0
Erdr1	15.875000	0	0	0	127	0	0	0	0	0
Epg5	15.875000	0	0	0	0	127	0	0	0	0
Eif3i	15.875000	0	0	0	0	127	0	0	0	0
Eif2b5	15.875000	0	0	0	0	127	0	0	0	0
Ech1	15.875000	0	0	0	0	127	0	0	0	0
Dmrtb1	15.875000	0	0	0	0	127	0	0	0	0
Crot	15.875000	0	0	0	0	127	0	0	0	0
Chchd5	15.875000	0	0	0	0	127	0	0	0	0
Cep85	15.875000	0	0	0	0	127	0	0	0	0
Cenpv	15.875000	0	0	0	0	127	0	0	0	0
Ccz1	15.875000	0	0	0	0	127	0	0	0	0
Ccdc115	15.875000	0	0	0	0	127	0	0	0	0
Brd9	15.875000	0	0	0	0	127	0	0	0	0
Arnt	15.875000	0	0	0	0	127	0	0	0	0
Actl6b	15.875000	0	0	0	127	0	0	0	0	0
Acot13	15.875000	0	0	0	0	127	0	0	0	0
Acadm	15.875000	0	0	0	0	127	0	0	0	0
Abhd13	15.875000	0	0	0	0	127	0	0	0	0
Aasdhppt	15.875000	0	0	0	0	127	0	0	0	0
Zxdc	15.750000	0	0	0	126	0	0	0	0	0
Zmat2	15.750000	0	0	0	0	126	0	0	0	0
