Target_genes	Foxa3|Average	SRX2379276|Hepatocytes	SRX1564901|Liver	SRX1564902|Liver	SRX2379237|MEF	SRX2379247|MEF	SRX2379266|MEF	SRX2379270|MEF	SRX4405399|MEF	SRX4405401|MEF	SRX4405405|MEF	SRX4405406|MEF	SRX7540355|MEF	SRX7540363|MEF	SRX7569431|MEF	SRX8130872|Tail_fibroblast	SRX8130873|Tail_fibroblast	SRX8130874|Tail_fibroblast	SRX8130875|Tail_fibroblast	SRX8130876|Tail_fibroblast	STRING
Pcyt2	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Parg	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc4	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Ndufa7	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nbdy	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Mrps12	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Mbd5	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Magohb	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Lrrc70	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Lgalsl	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Hps3	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Exd2	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Erc1	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2ak3	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dohh	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Ddx1	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Cnot3	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp1a	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Champ1	6.789474	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnmt1	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Abhd18	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
9130008F23Rik	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
6820408C15Rik	6.789474	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034I23Rik	6.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Terb2	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Tcf7l1	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Synpr	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Stk38	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred2	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Shb	6.736842	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp7	6.736842	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Rnf2	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Rab2a	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qk	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn14	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5d	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelp1	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Patl2	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Nudt7	6.736842	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop53	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Lipt1	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Larp4	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itpkc	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi27	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Hmga1b	6.736842	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1	6.736842	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmbs	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtse1	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Fcgr4	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Coq8b	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkal1	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Carmil1	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axl	6.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampd1	6.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
Zfhx2	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Thtpa	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Tesk2	6.684211	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smchd1	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Slc4a2	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Scarf2	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34-ps1	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recql4	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3hdm4	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmc3	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Psmb2	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Plekhd1	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Osbp2	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Ndufb6	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med28	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Lrrc14	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap3-1	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Kiss1r	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift88	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Gk	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Fzd1	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam207a	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	6.684211	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130311K13Rik	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Dnajb13	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Clgn	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Cdk5	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Cd1d1	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Birc6	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Arpc3	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Abl1	6.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
1700019D03Rik	6.684211	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Wfdc3	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Wdr36	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Vps16	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim6	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Tinf2	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Ticam2	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Tbkbp1	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Six3	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
Rhot1	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Ppp2r2d	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf5a	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Phax	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pced1a	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4c	6.631579	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk1ip1	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacc1	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Itpa	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyi	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Gmds	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Gm8138	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Folr2	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Epha3	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Epb41l4b	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Ddrgk1	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl3	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Crlf3	6.631579	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clk3	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cks2	6.631579	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Chd1l	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc122	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
C1s1	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh7a1	6.631579	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aco2	6.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Zfp933	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Ubqln4	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubn1	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubap1	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Tulp4	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Tmed7	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Tgm4	6.578947	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0
Smarce1	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Slc35c2	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn4	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Sec14l5	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Satb2	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Rnf7	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rax	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Rab25	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6r1	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1m	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Nt5c2	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Nr2f2	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Nexn	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Ndufb5	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Nat2	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Nat1	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Mrpl47	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Mrnip	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Man2a2	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Lamtor2	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf16	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Ina	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Igfbp5	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi203	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Hgs	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdc	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Gsg1	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Gp6	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Glyr1	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf1	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Gab3	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Fam107a	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Fads6	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Erf	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno1	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1a	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Dap	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Crb2	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
C1qtnf9	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Arl16	6.578947	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agps	6.578947	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Accsl	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
4930444G20Rik	6.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0
Zfp90	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt4	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Vnn3	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Ubl3	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ttc5	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Tmbim4	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Themis3	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Stx16	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Smc1a	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribc1	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf40a	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf3	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkd3	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Prkcsh	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Poc1a	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Pmel	6.526316	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Nme2	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ncoa2	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Mrm2	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Krtap17-1	6.526316	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Kdm5d	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Hsh2d	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Gm12248	6.526316	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F13b	6.526316	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Erp27	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Erich1	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Dusp9	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Cpd	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap299	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Cdk2	6.526316	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc151	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Brap	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Boc	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip6	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef40	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgap3	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32b	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Ankrd44	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Adamts20	6.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
Acad10	6.526316	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zxdc	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan10	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Zfp764	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp13	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Twist1	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt17	6.473684	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0
Sprr4	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Rps23rg1	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ppp1r14c	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ppm1f	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Pir	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Pigh	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Pcid2	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Papss2	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Os9	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Nhsl1	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Nbas	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Map3k6	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Lrrc8a	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd2	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gprasp1	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Fkbp7	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Eif4g1	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul4a	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd3	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Cdc25c	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
C1d	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
BC029722	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5h	6.473684	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx5	6.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Zfp60	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp451	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vti1b	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Usf3	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Tmem198b	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk36	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a14	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Sftpb	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Sbf2	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtl3	6.421053	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
Rnf25	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhobtb1	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Prkar1a	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
Oxnad1	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Ociad1	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrbp2	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mindy4	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Map3k19	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Igtp	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo8	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
En1	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Dph3	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Cops9	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cers2	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Cep44	6.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
Abhd17a	6.421053	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
