Target_genes	Mnt|Average	SRX9514748|Lung_cancer	SRX9514749|Lung_cancer	SRX7849445|Lung_tumors	SRX7849446|Lung_tumors	SRX7849455|Lung_tumors	SRX7849456|Lung_tumors	STRING
Supt5	22.166667	0	133	0	0	0	0	0
Sptlc1	22.166667	0	133	0	0	0	0	0
Spopl	22.166667	0	133	0	0	0	0	0
Spop	22.166667	0	133	0	0	0	0	0
Slc35b2	22.166667	0	133	0	0	0	0	0
Slc25a37	22.166667	0	133	0	0	0	0	0
Schip1	22.166667	0	133	0	0	0	0	0
Rimbp3	22.166667	0	133	0	0	0	0	0
Rhobtb3	22.166667	0	133	0	0	0	0	0
Plpp6	22.166667	0	133	0	0	0	0	0
Pfn4	22.166667	0	133	0	0	0	0	0
Pfdn2	22.166667	0	133	0	0	0	0	0
Palb2	22.166667	0	133	0	0	0	0	0
Nit1	22.166667	0	133	0	0	0	0	0
Megf9	22.166667	0	133	0	0	0	0	0
Mcfd2	22.166667	0	133	0	0	0	0	0
Larp7	22.166667	0	133	0	0	0	0	0
Hspb8	22.166667	0	0	0	133	0	0	0
Gdpgp1	22.166667	0	133	0	0	0	0	0
Dctn5	22.166667	0	133	0	0	0	0	0
Dcaf4	22.166667	0	133	0	0	0	0	0
Cyb561	22.166667	0	133	0	0	0	0	0
Coq3	22.166667	0	133	0	0	0	0	0
Ckb	22.166667	0	133	0	0	0	0	0
Cib1	22.166667	0	133	0	0	0	0	0
C77080	22.166667	0	133	0	0	0	0	0
Atp5j2	22.166667	0	133	0	0	0	0	0
4930430F08Rik	22.166667	0	133	0	0	0	0	0
4430402I18Rik	22.166667	0	133	0	0	0	0	0
1700017N19Rik	22.166667	0	133	0	0	0	0	0
Zmym1	22.000000	0	132	0	0	0	0	0
Zfp799	22.000000	0	132	0	0	0	0	0
Tpi1	22.000000	0	132	0	0	0	0	0
Taf13	22.000000	0	132	0	0	0	0	0
Spsb2	22.000000	0	132	0	0	0	0	0
Spef1	22.000000	0	132	0	0	0	0	0
Smpd5	22.000000	0	132	0	0	0	0	0
Slx4	22.000000	0	132	0	0	0	0	0
Slc30a1	22.000000	0	132	0	0	0	0	0
Slc10a3	22.000000	0	132	0	0	0	0	0
Scarb1	22.000000	0	132	0	0	0	0	0
Retreg2	22.000000	0	132	0	0	0	0	0
Rad23b	22.000000	0	132	0	0	0	0	0
Rab17	22.000000	0	132	0	0	0	0	0
Prox2	22.000000	0	132	0	0	0	0	0
Pfkp	22.000000	0	132	0	0	0	0	0
Pam16	22.000000	0	132	0	0	0	0	0
Ndrg1	22.000000	0	132	0	0	0	0	0
Mbip	22.000000	0	132	0	0	0	0	0
Lypla2	22.000000	0	132	0	0	0	0	0
Inf2	22.000000	0	132	0	0	0	0	0
Hif3a	22.000000	0	132	0	0	0	0	0
Gm44504	22.000000	0	132	0	0	0	0	0
Fbxo6	22.000000	0	132	0	0	0	0	0
Fbxl13	22.000000	0	132	0	0	0	0	0
Etv3	22.000000	0	132	0	0	0	0	0
Elavl3	22.000000	0	132	0	0	0	0	0
Dlst	22.000000	0	132	0	0	0	0	0
Cnppd1	22.000000	0	132	0	0	0	0	0
Cfap97	22.000000	0	132	0	0	0	0	0
Cers6	22.000000	0	132	0	0	0	0	0
Cenpb	22.000000	0	132	0	0	0	0	0
Cacul1	22.000000	0	132	0	0	0	0	0
Armc10	22.000000	0	132	0	0	0	0	0
Ammecr1l	22.000000	0	132	0	0	0	0	0
2610318N02Rik	22.000000	0	132	0	0	0	0	0
Togaram1	21.833333	0	131	0	0	0	0	0
Tmco3	21.833333	0	131	0	0	0	0	0
Slc25a46	21.833333	0	131	0	0	0	0	0
Ska2	21.833333	0	131	0	0	0	0	0
Sh2b3	21.833333	0	131	0	0	0	0	0
Pym1	21.833333	0	131	0	0	0	0	0
Prr11	21.833333	0	131	0	0	0	0	0
Prps1l3	21.833333	0	131	0	0	0	0	0
Prkag2	21.833333	0	131	0	0	0	0	0
Pmpca	21.833333	0	131	0	0	0	0	0
Plekhm3	21.833333	0	131	0	0	0	0	0
Nbas	21.833333	0	131	0	0	0	0	0
Mipol1	21.833333	0	131	0	0	0	0	0
Mdm1	21.833333	0	131	0	0	0	0	0
Mcat	21.833333	0	131	0	0	0	0	0
Manf	21.833333	0	131	0	0	0	0	0
Lss	21.833333	0	131	0	0	0	0	0
L3mbtl2	21.833333	0	131	0	0	0	0	0
Klhl28	21.833333	0	131	0	0	0	0	0
Insm1	21.833333	0	131	0	0	0	0	0
Hspa5	21.833333	0	131	0	0	0	0	0
Gtf2h2	21.833333	0	131	0	0	0	0	0
Erlin2	21.833333	0	131	0	0	0	0	0
Entr1	21.833333	0	131	0	0	0	0	0
Dym	21.833333	0	131	0	0	0	0	0
Dgka	21.833333	0	131	0	0	0	0	0
Ddx19a	21.833333	0	131	0	0	0	0	0
Dcun1d2	21.833333	0	131	0	0	0	0	0
Chd2	21.833333	0	131	0	0	0	0	0
Atp6v0c	21.833333	0	131	0	0	0	0	0
Aqr	21.833333	0	131	0	0	0	0	0
Amdhd2	21.833333	0	131	0	0	0	0	0
Usp37	21.666667	0	130	0	0	0	0	0
Uchl5	21.666667	0	130	0	0	0	0	0
Swi5	21.666667	0	130	0	0	0	0	0
Strn3	21.666667	0	130	0	0	0	0	0
Sbk1	21.666667	0	130	0	0	0	0	0
Sars2	21.666667	0	130	0	0	0	0	0
Rspry1	21.666667	0	130	0	0	0	0	0
Ro60	21.666667	0	130	0	0	0	0	0
Rab7b	21.666667	0	130	0	0	0	0	0
Psme3ip1	21.666667	0	130	0	0	0	0	0
Psmb4	21.666667	0	130	0	0	0	0	0
Ovol1	21.666667	0	130	0	0	0	0	0
Nuak1	21.666667	0	130	0	0	0	0	0
Nfkb2	21.666667	0	130	0	0	0	0	0
Myh10	21.666667	0	130	0	0	0	0	0
Mrps12	21.666667	0	130	0	0	0	0	0
Mettl17	21.666667	0	0	0	130	0	0	0
Map2k5	21.666667	0	130	0	0	0	0	0
Iqgap2	21.666667	0	130	0	0	0	0	0
Ipp	21.666667	0	130	0	0	0	0	0
Huwe1	21.666667	0	130	0	0	0	0	0
Hax1	21.666667	0	130	0	0	0	0	0
Golga2	21.666667	0	130	0	0	0	0	0
Gins1	21.666667	0	130	0	0	0	0	0
Cplane2	21.666667	0	130	0	0	0	0	0
Cnot9	21.666667	0	130	0	0	0	0	0
Ccnq	21.666667	0	130	0	0	0	0	0
Ccdc22	21.666667	0	130	0	0	0	0	0
Cacna1f	21.666667	0	130	0	0	0	0	0
Ap4s1	21.666667	0	130	0	0	0	0	0
Actb	21.666667	0	130	0	0	0	0	0
Abl1	21.666667	0	130	0	0	0	0	0
Znrd1as	21.500000	0	129	0	0	0	0	0
Znrd1	21.500000	0	129	0	0	0	0	0
Zfyve16	21.500000	0	129	0	0	0	0	0
Zfp28	21.500000	0	129	0	0	0	0	0
Zcchc9	21.500000	0	129	0	0	0	0	0
Tstd2	21.500000	0	129	0	0	0	0	0
Thop1	21.500000	0	129	0	0	0	0	0
Stxbp3	21.500000	0	129	0	0	0	0	0
Stau2	21.500000	0	129	0	0	0	0	0
Sowahc	21.500000	0	129	0	0	0	0	0
Slc30a6	21.500000	0	129	0	0	0	0	0
Septin10	21.500000	0	129	0	0	0	0	0
Prrc2c	21.500000	0	129	0	0	0	0	0
Prr5l	21.500000	0	129	0	0	0	0	0
Poc1b	21.500000	0	129	0	0	0	0	0
Pip4k2b	21.500000	0	129	0	0	0	0	0
Nsmce4a	21.500000	0	129	0	0	0	0	0
Nde1	21.500000	0	129	0	0	0	0	0
Ncbp1	21.500000	0	129	0	0	0	0	0
Mycbp	21.500000	0	129	0	0	0	0	0
Mtmr2	21.500000	0	129	0	0	0	0	0
Marf1	21.500000	0	129	0	0	0	0	0
Klf3	21.500000	0	129	0	0	0	0	0
Kidins220	21.500000	0	129	0	0	0	0	0
Hecw1	21.500000	0	129	0	0	0	0	0
Ggnbp2	21.500000	0	129	0	0	0	0	0
Galnt4	21.500000	0	129	0	0	0	0	0
Eif5a2	21.500000	0	129	0	0	0	0	0
Dse	21.500000	0	129	0	0	0	0	0
Dhodh	21.500000	0	129	0	0	0	0	0
Commd9	21.500000	0	129	0	0	0	0	0
Cmip	21.500000	0	129	0	0	0	0	0
Clrn1	21.500000	0	129	0	0	0	0	0
Chmp1b	21.500000	0	129	0	0	0	0	0
Cdc42bpg	21.500000	0	129	0	0	0	0	0
Btbd3	21.500000	0	129	0	0	0	0	0
Atxn2l	21.500000	0	129	0	0	0	0	0
Ahcyl2	21.500000	0	129	0	0	0	0	0
Agbl3	21.500000	0	129	0	0	0	0	0
Zfp51	21.333333	0	128	0	0	0	0	0
Wdr11	21.333333	0	128	0	0	0	0	0
Txnl1	21.333333	0	128	0	0	0	0	0
Tdp2	21.333333	0	128	0	0	0	0	0
Syde1	21.333333	0	128	0	0	0	0	0
Slk	21.333333	0	128	0	0	0	0	0
Slc39a3	21.333333	0	128	0	0	0	0	0
Rab24	21.333333	0	128	0	0	0	0	0
Psmd9	21.333333	0	128	0	0	0	0	0
Prelid1	21.333333	0	128	0	0	0	0	0
Plin2	21.333333	0	128	0	0	0	0	0
Ngdn	21.333333	0	128	0	0	0	0	0
Naa50	21.333333	0	128	0	0	0	0	0
Mrps16	21.333333	0	0	0	128	0	0	0
Man2b2	21.333333	0	128	0	0	0	0	0
Lpp	21.333333	0	128	0	0	0	0	0
Insig1	21.333333	0	0	0	128	0	0	0
Gskip	21.333333	0	128	0	0	0	0	0
Gm6712	21.333333	0	128	0	0	0	0	0
Dusp11	21.333333	0	128	0	0	0	0	0
Dnajc9	21.333333	0	0	0	128	0	0	0
Cldn7	21.333333	0	128	0	0	0	0	0
Atp6v1a	21.333333	0	128	0	0	0	0	0
Atg2b	21.333333	0	128	0	0	0	0	0
Ahnak2	21.333333	0	128	0	0	0	0	0
Acot13	21.333333	0	128	0	0	0	0	0
Aamp	21.333333	0	0	0	128	0	0	0
Ttc16	21.166667	0	127	0	0	0	0	0
Tmem33	21.166667	0	127	0	0	0	0	0
Tcea3	21.166667	0	127	0	0	0	0	0
Tbc1d25	21.166667	0	127	0	0	0	0	0
Snx19	21.166667	0	127	0	0	0	0	0
Smg8	21.166667	0	127	0	0	0	0	0
Sgms2	21.166667	0	127	0	0	0	0	0
Rfwd3	21.166667	0	127	0	0	0	0	0
Rala	21.166667	0	127	0	0	0	0	0
Ptrh1	21.166667	0	127	0	0	0	0	0
Pstk	21.166667	0	127	0	0	0	0	0
Prkx	21.166667	0	127	0	0	0	0	0
Ppp1r12c	21.166667	0	127	0	0	0	0	0
Pold3	21.166667	0	127	0	0	0	0	0
Orai3	21.166667	0	127	0	0	0	0	0
Nxt1	21.166667	0	127	0	0	0	0	0
Nol4	21.166667	0	127	0	0	0	0	0
Myl4	21.166667	0	127	0	0	0	0	0
Mettl21a	21.166667	0	127	0	0	0	0	0
Kat8	21.166667	0	127	0	0	0	0	0
Inpp5e	21.166667	0	127	0	0	0	0	0
Gm21814	21.166667	0	127	0	0	0	0	0
Gfus	21.166667	0	127	0	0	0	0	0
Gca	21.166667	0	127	0	0	0	0	0
Fkbpl	21.166667	0	127	0	0	0	0	0
Dtd1	21.166667	0	127	0	0	0	0	0
Dap	21.166667	0	127	0	0	0	0	0
Cul3	21.166667	0	127	0	0	0	0	0
Csnk1e	21.166667	0	127	0	0	0	0	0
Chmp3	21.166667	0	127	0	0	0	0	0
Chd4	21.166667	0	127	0	0	0	0	0
Cdh3	21.166667	0	127	0	0	0	0	0
Cdc27	21.166667	0	127	0	0	0	0	0
Cd2bp2	21.166667	0	127	0	0	0	0	0
Atf6b	21.166667	0	127	0	0	0	0	0
Ahnak	21.166667	0	127	0	0	0	0	0
Adgrg3	21.166667	0	127	0	0	0	0	0
Zfp558	21.000000	0	126	0	0	0	0	0
Zbtb45	21.000000	0	126	0	0	0	0	0
Usp9x	21.000000	0	126	0	0	0	0	0
Usp22	21.000000	0	126	0	0	0	0	0
Ubxn11	21.000000	0	126	0	0	0	0	0
Trak2	21.000000	0	126	0	0	0	0	0
Tmem161b	21.000000	0	126	0	0	0	0	0
Tmem127	21.000000	0	126	0	0	0	0	0
Tmc4	21.000000	0	126	0	0	0	0	0
Tgfbrap1	21.000000	0	126	0	0	0	0	0
Tepsin	21.000000	0	126	0	0	0	0	0
Tamm41	21.000000	0	126	0	0	0	0	0
Stk10	21.000000	0	126	0	0	0	0	0
Slc12a7	21.000000	0	126	0	0	0	0	0
Sem1	21.000000	0	126	0	0	0	0	0
Pofut1	21.000000	0	126	0	0	0	0	0
Plagl2	21.000000	0	126	0	0	0	0	0
Picalm	21.000000	0	126	0	0	0	0	0
Paip1	21.000000	0	126	0	0	0	0	0
Ocln	21.000000	0	126	0	0	0	0	0
Nsd3	21.000000	0	126	0	0	0	0	0
Nek1	21.000000	0	126	0	0	0	0	0
Ndufaf8	21.000000	0	126	0	0	0	0	0
Nbeal1	21.000000	0	126	0	0	0	0	0
Melk	21.000000	0	126	0	0	0	0	0
Mbnl1	21.000000	0	126	0	0	0	0	0
Mbd3l1	21.000000	0	126	0	0	0	0	0
Map2k2	21.000000	0	126	0	0	0	0	0
Letm2	21.000000	0	126	0	0	0	0	0
Lancl2	21.000000	0	126	0	0	0	0	0
Iqank1	21.000000	0	126	0	0	0	0	0
Glo1	21.000000	0	126	0	0	0	0	0
Fgfbp3	21.000000	0	126	0	0	0	0	0
Fam83h	21.000000	0	126	0	0	0	0	0
Ets1	21.000000	0	126	0	0	0	0	0
Cyc1	21.000000	0	126	0	0	0	0	0
Cnot6	21.000000	0	0	0	126	0	0	0
Ciao1	21.000000	0	126	0	0	0	0	0
Ccny	21.000000	0	126	0	0	0	0	0
Camk2n2	21.000000	0	126	0	0	0	0	0
Ap5b1	21.000000	0	126	0	0	0	0	0
Amn1	21.000000	0	126	0	0	0	0	0
Akr1a1	21.000000	0	126	0	0	0	0	0
AI597479	21.000000	0	126	0	0	0	0	0
Zfp512	20.833333	0	125	0	0	0	0	0
Wdr37	20.833333	0	125	0	0	0	0	0
Vps18	20.833333	0	125	0	0	0	0	0
Uqcrb	20.833333	0	125	0	0	0	0	0
Tonsl	20.833333	0	125	0	0	0	0	0
Tmem184a	20.833333	0	125	0	0	0	0	0
Slc44a2	20.833333	0	125	0	0	0	0	0
Shc2	20.833333	0	125	0	0	0	0	0
Sec22a	20.833333	0	125	0	0	0	0	0
Rab1a	20.833333	0	125	0	0	0	0	0
Ptk2	20.833333	0	125	0	0	0	0	0
Notch2	20.833333	0	125	0	0	0	0	0
Nipal1	20.833333	0	125	0	0	0	0	0
Josd2	20.833333	0	125	0	0	0	0	0
Gsk3b	20.833333	0	125	0	0	0	0	0
Gm10767	20.833333	0	125	0	0	0	0	0
Eif4ebp2	20.833333	0	125	0	0	0	0	0
Dnajc30	20.833333	0	125	0	0	0	0	0
Cnga1	20.833333	0	125	0	0	0	0	0
Ccdc9	20.833333	0	125	0	0	0	0	0
Cbln3	20.833333	0	125	0	0	0	0	0
Bud23	20.833333	0	125	0	0	0	0	0
Btbd11	20.833333	0	125	0	0	0	0	0
Brf2	20.833333	0	125	0	0	0	0	0
Aspdh	20.833333	0	125	0	0	0	0	0
Yap1	20.666667	0	124	0	0	0	0	0
Vps72	20.666667	0	124	0	0	0	0	0
Sun2	20.666667	0	124	0	0	0	0	0
Snf8	20.666667	0	124	0	0	0	0	0
Sgo2a	20.666667	0	124	0	0	0	0	0
Rnf166	20.666667	0	124	0	0	0	0	0
Ripk4	20.666667	0	124	0	0	0	0	0
Pip5k1a	20.666667	0	124	0	0	0	0	0
Nt5dc1	20.666667	0	124	0	0	0	0	0
Naa35	20.666667	0	124	0	0	0	0	0
Mtif2	20.666667	0	124	0	0	0	0	0
Mlf2	20.666667	0	124	0	0	0	0	0
Miip	20.666667	0	124	0	0	0	0	0
Ly6g5b	20.666667	0	124	0	0	0	0	0
Lrrc51	20.666667	0	124	0	0	0	0	0
H4c12	20.666667	0	124	0	0	0	0	0
H2bc15	20.666667	0	124	0	0	0	0	0
H2ac15	20.666667	0	124	0	0	0	0	0
Gsg1	20.666667	0	124	0	0	0	0	0
Grm8	20.666667	0	124	0	0	0	0	0
Gpank1	20.666667	0	124	0	0	0	0	0
Gnai3	20.666667	0	124	0	0	0	0	0
Gdf5	20.666667	0	0	0	124	0	0	0
Gadd45gip1	20.666667	0	124	0	0	0	0	0
Fv1	20.666667	0	124	0	0	0	0	0
Ercc3	20.666667	0	124	0	0	0	0	0
D17H6S53E	20.666667	0	124	0	0	0	0	0
Ctu2	20.666667	0	124	0	0	0	0	0
Csnk2b	20.666667	0	124	0	0	0	0	0
Coq10b	20.666667	0	124	0	0	0	0	0
Ccar2	20.666667	0	124	0	0	0	0	0
Bicd1	20.666667	0	124	0	0	0	0	0
Arpc2	20.666667	0	124	0	0	0	0	0
Actr5	20.666667	0	124	0	0	0	0	0
Zfp24	20.500000	0	123	0	0	0	0	0
Zbtb46	20.500000	0	123	0	0	0	0	0
Wsb1	20.500000	0	123	0	0	0	0	0
Vamp4	20.500000	0	123	0	0	0	0	0
Urm1	20.500000	0	123	0	0	0	0	0
Tpk1	20.500000	0	123	0	0	0	0	0
Sumo2	20.500000	0	123	0	0	0	0	0
Sptssa	20.500000	0	123	0	0	0	0	0
Scrib	20.500000	0	123	0	0	0	0	0
Scnm1	20.500000	0	123	0	0	0	0	0
Sart1	20.500000	0	123	0	0	0	0	0
Rtf2	20.500000	0	123	0	0	0	0	0
Rars	20.500000	0	123	0	0	0	0	0
Polr2m	20.500000	0	123	0	0	0	0	0
Pigk	20.500000	0	123	0	0	0	0	0
Pdlim1	20.500000	0	123	0	0	0	0	0
Pdgfb	20.500000	0	123	0	0	0	0	0
Osbpl1a	20.500000	0	123	0	0	0	0	0
Ncapg	20.500000	0	123	0	0	0	0	0
Mcrs1	20.500000	0	123	0	0	0	0	0
Lysmd1	20.500000	0	123	0	0	0	0	0
Hps5	20.500000	0	123	0	0	0	0	0
Hnrnpa3	20.500000	0	123	0	0	0	0	0
Hnrnpa0	20.500000	0	123	0	0	0	0	0
Gusb	20.500000	0	123	0	0	0	0	0
Gtpbp8	20.500000	0	123	0	0	0	0	0
Gtf2h1	20.500000	0	123	0	0	0	0	0
Egfr	20.500000	0	123	0	0	0	0	0
Art3	20.500000	0	123	0	0	0	0	0
Ankrd1	20.500000	0	123	0	0	0	0	0
Ahctf1	20.500000	0	123	0	0	0	0	0
4930453N24Rik	20.500000	0	123	0	0	0	0	0
Zer1	20.333333	0	122	0	0	0	0	0
Vamp1	20.333333	0	122	0	0	0	0	0
Ublcp1	20.333333	0	122	0	0	0	0	0
Trir	20.333333	0	122	0	0	0	0	0
Tasp1	20.333333	0	122	0	0	0	0	0
Slc25a40	20.333333	0	122	0	0	0	0	0
Sesn1	20.333333	0	122	0	0	0	0	0
Rapgef1	20.333333	0	122	0	0	0	0	0
Pola1	20.333333	0	122	0	0	0	0	0
Plpp2	20.333333	0	122	0	0	0	0	0
Mon1a	20.333333	0	122	0	0	0	0	0
Mcc	20.333333	0	122	0	0	0	0	0
Lzts2	20.333333	0	122	0	0	0	0	0
Gtf2f1	20.333333	0	122	0	0	0	0	0
Get3	20.333333	0	122	0	0	0	0	0
Fscn1	20.333333	0	122	0	0	0	0	0
Fchsd1	20.333333	0	122	0	0	0	0	0
Fam120b	20.333333	0	122	0	0	0	0	0
Dbf4	20.333333	0	122	0	0	0	0	0
Cep57l1	20.333333	0	122	0	0	0	0	0
Cdc73	20.333333	0	122	0	0	0	0	0
Blm	20.333333	0	122	0	0	0	0	0
Zfand1	20.166667	0	121	0	0	0	0	0
Washc2	20.166667	0	121	0	0	0	0	0
Usp39	20.166667	0	121	0	0	0	0	0
Snai3	20.166667	0	121	0	0	0	0	0
Slc25a24	20.166667	0	121	0	0	0	0	0
Slc1a4	20.166667	0	121	0	0	0	0	0
Sbf1	20.166667	0	121	0	0	0	0	0
Rpa2	20.166667	0	121	0	0	0	0	0
Rdh13	20.166667	0	121	0	0	0	0	0
Pmm1	20.166667	0	121	0	0	0	0	0
Pkn3	20.166667	0	121	0	0	0	0	0
Nckap1	20.166667	0	121	0	0	0	0	0
Mrps35	20.166667	0	121	0	0	0	0	0
Mesd	20.166667	0	121	0	0	0	0	0
Mapk8ip3	20.166667	0	121	0	0	0	0	0
Lgals8	20.166667	0	121	0	0	0	0	0
Kiz	20.166667	0	0	0	121	0	0	0
Ipo11	20.166667	0	121	0	0	0	0	0
Galk2	20.166667	0	121	0	0	0	0	0
Fbxl19	20.166667	0	121	0	0	0	0	0
Fam207a	20.166667	0	121	0	0	0	0	0
Fam110c	20.166667	0	121	0	0	0	0	0
F2rl1	20.166667	0	121	0	0	0	0	0
Evi5	20.166667	0	121	0	0	0	0	0
Dusp3	20.166667	0	121	0	0	0	0	0
Dcp2	20.166667	0	121	0	0	0	0	0
Dbr1	20.166667	0	121	0	0	0	0	0
Cops2	20.166667	0	121	0	0	0	0	0
Cfap97d1	20.166667	0	121	0	0	0	0	0
Alg1	20.166667	0	121	0	0	0	0	0
0610030E20Rik	20.166667	0	121	0	0	0	0	0
Zfp65	20.000000	0	120	0	0	0	0	0
Vps33a	20.000000	0	120	0	0	0	0	0
U2af1	20.000000	0	120	0	0	0	0	0
Tmem14c	20.000000	0	120	0	0	0	0	0
Tmem140	20.000000	0	120	0	0	0	0	0
Swap70	20.000000	0	120	0	0	0	0	0
Slc22a21	20.000000	0	120	0	0	0	0	0
Slc12a8	20.000000	0	120	0	0	0	0	0
Sgsm1	20.000000	0	0	0	120	0	0	0
Ppil4	20.000000	0	120	0	0	0	0	0
Plekhf1	20.000000	0	120	0	0	0	0	0
Pdf	20.000000	0	120	0	0	0	0	0
Mterf1a	20.000000	0	120	0	0	0	0	0
Mrps9	20.000000	0	120	0	0	0	0	0
Morf4l1	20.000000	0	120	0	0	0	0	0
Mon1b	20.000000	0	120	0	0	0	0	0
Lxn	20.000000	0	120	0	0	0	0	0
Gpr89	20.000000	0	120	0	0	0	0	0
Fam117b	20.000000	0	120	0	0	0	0	0
Eef1akmt2	20.000000	0	120	0	0	0	0	0
Dnajc19	20.000000	0	120	0	0	0	0	0
Dhx35	20.000000	0	120	0	0	0	0	0
Dennd10	20.000000	0	120	0	0	0	0	0
Dapk1	20.000000	0	120	0	0	0	0	0
Cd5	20.000000	0	120	0	0	0	0	0
Ahcyl1	20.000000	0	120	0	0	0	0	0
Agpat2	20.000000	0	120	0	0	0	0	0
AW549877	20.000000	0	120	0	0	0	0	0
Zfp689	19.833333	0	119	0	0	0	0	0
Zc3h12a	19.833333	0	119	0	0	0	0	0
Vps13a	19.833333	0	119	0	0	0	0	0
Urgcp	19.833333	0	119	0	0	0	0	0
Unk	19.833333	0	119	0	0	0	0	0
Sumf1	19.833333	0	119	0	0	0	0	0
Snx8	19.833333	0	119	0	0	0	0	0
Sf3b1	19.833333	0	119	0	0	0	0	0
Sepsecs	19.833333	0	119	0	0	0	0	0
Sema3a	19.833333	0	119	0	0	0	0	0
Rlbp1	19.833333	0	119	0	0	0	0	0
Psmc1	19.833333	0	119	0	0	0	0	0
Pkn1	19.833333	0	119	0	0	0	0	0
Nat8f4	19.833333	0	119	0	0	0	0	0
Myo5b	19.833333	0	119	0	0	0	0	0
Litaf	19.833333	0	0	0	119	0	0	0
Lamc1	19.833333	0	119	0	0	0	0	0
Kif2a	19.833333	0	119	0	0	0	0	0
Hspa4l	19.833333	0	119	0	0	0	0	0
Hgs	19.833333	0	119	0	0	0	0	0
Fanci	19.833333	0	119	0	0	0	0	0
Fam76b	19.833333	0	119	0	0	0	0	0
Dpf2	19.833333	0	119	0	0	0	0	0
Cep57	19.833333	0	119	0	0	0	0	0
Arl16	19.833333	0	119	0	0	0	0	0
Abcf1	19.833333	0	119	0	0	0	0	0
Zfp638	19.666667	0	118	0	0	0	0	0
Thnsl1	19.666667	0	118	0	0	0	0	0
Sp1	19.666667	0	118	0	0	0	0	0
Slc25a33	19.666667	0	118	0	0	0	0	0
Rasgrf2	19.666667	0	118	0	0	0	0	0
Ptdss1	19.666667	0	118	0	0	0	0	0
Ppp2r1b	19.666667	0	118	0	0	0	0	0
Nkiras2	19.666667	0	118	0	0	0	0	0
Nes	19.666667	0	118	0	0	0	0	0
Naa16	19.666667	0	118	0	0	0	0	0
Mul1	19.666667	0	118	0	0	0	0	0
Mterf3	19.666667	0	118	0	0	0	0	0
Hs6st1	19.666667	0	118	0	0	0	0	0
Gnb2	19.666667	0	118	0	0	0	0	0
Fam214b	19.666667	0	118	0	0	0	0	0
Ercc4	19.666667	0	118	0	0	0	0	0
Epn2	19.666667	0	118	0	0	0	0	0
Enkur	19.666667	0	118	0	0	0	0	0
Eef1akmt1	19.666667	0	118	0	0	0	0	0
Dusp1	19.666667	0	118	0	0	0	0	0
Dnajc7	19.666667	0	118	0	0	0	0	0
Ddb2	19.666667	0	118	0	0	0	0	0
Chac2	19.666667	0	118	0	0	0	0	0
Arf3	19.666667	0	118	0	0	0	0	0
Ap3d1	19.666667	0	118	0	0	0	0	0
Vta1	19.500000	0	117	0	0	0	0	0
Vav1	19.500000	0	117	0	0	0	0	0
Tmem95	19.500000	0	117	0	0	0	0	0
Taf4	19.500000	0	117	0	0	0	0	0
Szrd1	19.500000	0	117	0	0	0	0	0
Smad4	19.500000	0	117	0	0	0	0	0
Resf1	19.500000	0	117	0	0	0	0	0
Rdh11	19.500000	0	117	0	0	0	0	0
Psmf1	19.500000	0	117	0	0	0	0	0
Pdha1	19.500000	0	117	0	0	0	0	0
Oxa1l	19.500000	0	117	0	0	0	0	0
Ormdl3	19.500000	0	117	0	0	0	0	0
Mtch2	19.500000	0	117	0	0	0	0	0
Ltbp3	19.500000	0	117	0	0	0	0	0
Kctd11	19.500000	0	117	0	0	0	0	0
Idh2	19.500000	0	117	0	0	0	0	0
Helz	19.500000	0	117	0	0	0	0	0
Gmfb	19.500000	0	117	0	0	0	0	0
Gm14410	19.500000	0	117	0	0	0	0	0
Fam107b	19.500000	0	117	0	0	0	0	0
F11r	19.500000	0	117	0	0	0	0	0
Ccdc84	19.500000	0	117	0	0	0	0	0
Arl8a	19.500000	0	117	0	0	0	0	0
Akap8l	19.500000	0	117	0	0	0	0	0
Adck2	19.500000	0	117	0	0	0	0	0
Zfp647	19.333333	0	116	0	0	0	0	0
Zfp119b	19.333333	0	116	0	0	0	0	0
Zbtb7b	19.333333	0	116	0	0	0	0	0
Trim8	19.333333	0	116	0	0	0	0	0
Tec	19.333333	0	116	0	0	0	0	0
Syncrip	19.333333	0	116	0	0	0	0	0
Sqstm1	19.333333	0	0	0	116	0	0	0
Smarcc1	19.333333	0	116	0	0	0	0	0
Slc25a42	19.333333	0	116	0	0	0	0	0
Sdf4	19.333333	0	116	0	0	0	0	0
Rap1gds1	19.333333	0	116	0	0	0	0	0
Plk2	19.333333	0	116	0	0	0	0	0
Pcdh7	19.333333	0	116	0	0	0	0	0
Nipsnap1	19.333333	0	116	0	0	0	0	0
Mt1	19.333333	0	116	0	0	0	0	0
Manbal	19.333333	0	116	0	0	0	0	0
Maml3	19.333333	0	116	0	0	0	0	0
Kbtbd2	19.333333	0	116	0	0	0	0	0
Gramd4	19.333333	0	116	0	0	0	0	0
Get4	19.333333	0	116	0	0	0	0	0
Elovl6	19.333333	0	116	0	0	0	0	0
B3galt6	19.333333	0	116	0	0	0	0	0
Atp5a1	19.333333	0	116	0	0	0	0	0
Ap1m2	19.333333	0	116	0	0	0	0	0
Zbtb6	19.166667	0	115	0	0	0	0	0
Wdr27	19.166667	0	115	0	0	0	0	0
Ube3a	19.166667	0	115	0	0	0	0	0
Srr	19.166667	0	115	0	0	0	0	0
Snapin	19.166667	0	115	0	0	0	0	0
