Target_genes	Meis1|Average	SRX1056342|416B	SRX10065381|Choroid_Plexus	SRX9090997|Embryoid_Bodies	SRX9090998|Embryoid_Bodies	SRX9090999|Embryoid_Bodies	SRX170714|Embryonic_trunk	SRX20233053|Ganglionic_eminence	SRX21310614|Heart	SRX21310615|Heart	SRX21310621|Heart	SRX21310622|Heart	SRX7299483|Heart	SRX7299484|Heart	SRX7299485|Heart	SRX7821061|Hematopoietic_progenitors	SRX1939446|Lymphoid-primed_multipotent_progenitors	SRX310204|Mast_Cells	SRX442881|MEF	SRX442882|MEF	SRX442883|MEF	SRX625488|MEF	SRX625490|MEF	SRX1035389|mESC_derived_haematopoietic_progenitor	SRX475272|MLL-AF9_leukemic_cell	SRX475273|MLL-AF9_leukemic_cell	SRX475274|MLL-AF9_leukemic_cell	SRX475275|MLL-AF9_leukemic_cell	SRX110438|Myeloblastic_cell_lines	SRX110441|Myeloblastic_cell_lines	SRX319739|Myeloid_leukemia	SRX745813|Optic_cups	SRX101594|P19	SRX1824745|P19	SRX1824746|P19	SRX1824747|P19	SRX1824748|P19	SRX1824749|P19	SRX1824750|P19	SRX435084|Superior_Cervical_Ganglion	SRX3730254|Trophoblast_stem_cells	SRX3730281|Trophoblast_stem_cells	SRX10012093|VOT-E36	STRING
Nup214	10.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	209	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Mta1	10.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lepr	10.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrg	10.523810	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0
Gpr18	10.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt1	10.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83e	10.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	185	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphk1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactbl1	10.500000	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0
Cdhr5	10.500000	0	0	163	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Acin1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932438H23Rik	10.500000	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0
Spaca9	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase12	10.476190	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Rnase11	10.476190	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
Rab29	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oard1	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noc3l	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtx3	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrgpra9	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	139	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf2bp	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	140	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Grb7	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0
Gpld1	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc84	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc39	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak8	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srcap	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a2	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	307	0	0	0
Rbfa	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raph1	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	217	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0
Nufip1	10.452381	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpalpp1	10.452381	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp1	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	164	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0
D930020B18Rik	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0
Clybl	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC053393	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0
Abitram	10.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	164	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0
Zfx	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp738	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vipas39	10.428571	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm10b	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	212	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Slfn1	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdd3	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qpct	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0
Kif3a	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gucy1a1	10.428571	0	0	0	191	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxr1	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ewsr1	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3d	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc90b	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc166	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	133	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc14	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfip2	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	212	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Ahsa1	10.428571	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl6	10.428571	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0
Tufm	10.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc2	10.404762	0	136	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Sat1	10.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	135	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrig3	10.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0
Baiap2l1	10.404762	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	132	0	0	0
Auh	10.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr88	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	166	0	0	0	0	0	0	0	122	0	0	0
Trim27	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	159	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Slc66a1	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a23	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0
Rbm33	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phrf1	10.380952	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pet117	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr558	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr557	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc1	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat14	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6st	10.380952	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp5	10.380952	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7762	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0
Eif4a3	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	152	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Chrna4	10.380952	0	0	156	143	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr7a5	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snai3	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	190	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
Setmar	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rras2	10.357143	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Mff	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq3	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna9	10.357143	0	0	160	99	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpgt	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl21	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaca	10.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Tcp11	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	148	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Qars	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	160	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Ppp2cb	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou4f1	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0
Paqr4	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	82	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Pak6	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrtn	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints4	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	196	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Hsf4	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	192	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
Gm45521	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	313	0	0	0
Gm13286	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	149	116	0	0	0	0	0	0	0	0	0	0	0
Crh	10.333333	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alad	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	182	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Wdr93	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	180	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem220	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a4	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	140	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Renbp	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab6a	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	189	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0
Pex11a	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	180	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr692	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf1	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf6	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0
Atp13a4	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascl2	10.309524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasa1	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r8	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	154	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
Olfr299	10.285714	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0
Nbea	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0
Copz2	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd3	10.285714	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp397	10.261905	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vat1l	10.261905	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0
Thoc5	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhot2	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	128	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prox2	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	141	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm6	10.261905	0	0	0	307	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pms1	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	115	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Pdp1	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	168	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0
Pck2	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	102	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0
Ormdl1	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	115	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Gm11127	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyba	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsz	10.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0
Sbf2	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	155	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Nt5c3	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf2	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl25	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s2	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	134	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Crisp3	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	157	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
