Target_genes	Mybl1|Average	SRX10052064|Testis	SRX1764251|Testis	SRX1764252|Testis	SRX244353|Testis	STRING
Zkscan2	274.500000	682	0	0	416	0
Pkd2l2	274.500000	888	0	0	210	0
Pdpk1	274.500000	875	0	0	223	0
Pogz	273.750000	848	0	0	247	0
H3c11	273.750000	829	0	0	266	0
H2bc22	273.750000	829	0	0	266	0
H2ac22	273.750000	829	0	0	266	0
Tomm40	273.500000	1094	0	0	0	0
Rccd1	273.500000	1094	0	0	0	0
Kcna7	273.500000	1094	0	0	0	0
H2bc14	273.500000	863	0	0	231	0
Pcbp1	273.250000	851	0	0	242	0
Uxs1	273.000000	940	0	0	152	0
4930430F08Rik	273.000000	977	0	0	115	0
1700017N19Rik	273.000000	977	0	0	115	0
Tmem33	272.750000	989	0	0	102	0
Idi1	272.750000	921	0	0	170	0
Lss	272.500000	976	0	0	114	0
Ift172	272.500000	1090	0	0	0	0
Fndc4	272.500000	1090	0	0	0	0
Erlec1	272.500000	942	0	0	148	0
Ckap2	272.500000	789	0	0	301	0
Asb3	272.500000	942	0	0	148	0
Tcta	272.000000	688	0	0	400	0
Rhoa	272.000000	688	0	0	400	0
Limk2	272.000000	1088	0	0	0	0
Gas2	272.000000	888	0	0	200	0
Fancf	272.000000	888	0	0	200	0
Cfl1	272.000000	941	0	0	147	0
Sgsm3	271.750000	989	0	0	98	0
Rps15	271.250000	889	0	0	196	0
Rangap1	271.250000	645	0	0	440	0
Prickle1	271.250000	423	0	189	473	0
Nupr1l	271.250000	941	0	0	144	0
Apc2	271.250000	889	0	0	196	0
Triap1	270.750000	951	0	0	132	0
Srebf1	270.750000	1083	0	0	0	0
Gatc	270.750000	951	0	0	132	0
Rspry1	270.500000	1082	0	0	0	0
Psme3ip1	270.500000	1082	0	0	0	0
Gm16404	270.250000	838	0	0	243	0
Rs1	270.000000	1080	0	0	0	0
Chrac1	270.000000	828	0	0	252	0
Hormad2	269.750000	910	0	0	169	0
Nrbp2	269.500000	821	0	126	131	0
Isl2	269.500000	1078	0	0	0	0
Syngap1	269.250000	1077	0	0	0	0
Snai1	269.250000	1077	0	0	0	0
Rnf5	269.250000	1077	0	0	0	0
Cuta	269.250000	1077	0	0	0	0
Agpat1	269.250000	1077	0	0	0	0
Hace1	269.000000	526	0	154	396	0
Tmx4	268.750000	1075	0	0	0	0
Tbc1d12	268.750000	409	0	0	666	0
Iba57	268.750000	987	0	0	88	0
Gdf5	268.750000	830	0	0	245	0
Dhx33	268.500000	1074	0	0	0	0
Wars2	268.250000	1073	0	0	0	0
Sugp2	268.000000	446	0	0	626	0
Pdzd9	268.000000	968	0	0	104	0
Inip	268.000000	918	0	0	154	0
Dynlt1a	268.000000	906	0	0	166	0
Clec2m	268.000000	932	0	0	140	0
Armc6	268.000000	446	0	0	626	0
Rnaseh2a	267.500000	834	0	0	236	0
Prdx2	267.500000	834	0	0	236	0
Tbccd1	267.250000	1069	0	0	0	0
Itgb1bp1	267.250000	1069	0	0	0	0
Dnajb11	267.250000	1069	0	0	0	0
Cpsf3	267.250000	1069	0	0	0	0
Zfp57	267.000000	631	176	261	0	0
G2e3	267.000000	754	0	0	314	0
Aftph	267.000000	876	0	0	192	0
Usp48	266.750000	791	0	0	276	0
Myl4	266.750000	828	0	0	239	0
Cdc27	266.750000	828	0	0	239	0
Tmem222	266.500000	1066	0	0	0	0
Srd5a3	266.500000	884	0	0	182	0
Rnf44	266.250000	678	0	0	387	0
Pcdhgb8	266.250000	808	0	0	257	0
Pcdhga12	266.250000	808	0	0	257	0
Dlgap2	266.250000	845	0	0	220	0
Cops7a	266.000000	879	0	0	185	0
Zbtb3	265.750000	782	0	143	138	0
Polr2g	265.750000	782	0	143	138	0
Hmgxb3	265.750000	802	0	0	261	0
Them6	265.500000	710	0	0	352	0
Cfap20	265.500000	977	0	0	85	0
Ptp4a2	265.250000	750	0	0	311	0
Prdm2	265.250000	1061	0	0	0	0
Ccny	265.250000	886	0	0	175	0
4930550L24Rik	265.250000	1061	0	0	0	0
Pgf	265.000000	885	0	0	175	0
Ylpm1	264.500000	961	0	0	97	0
Macroh2a1	264.500000	547	0	150	361	0
Dusp7	264.500000	738	0	0	320	0
C2cd5	264.250000	524	0	0	533	0
Spg7	264.000000	880	0	0	176	0
Rhbdd3	264.000000	936	0	0	120	0
Pgd	264.000000	1056	0	0	0	0
Pcgf5	264.000000	241	0	107	708	0
Kansl3	264.000000	501	0	100	455	0
Fer1l5	264.000000	501	0	100	455	0
Ewsr1	264.000000	936	0	0	120	0
Ccna2	263.750000	841	0	0	214	0
Ccdc112	263.750000	962	0	0	93	0
Nsmce4a	263.500000	921	0	0	133	0
Mtfmt	263.500000	1054	0	0	0	0
Lsm4	263.500000	907	0	0	147	0
Jun	263.000000	874	0	0	178	0
Syt11	262.750000	806	0	0	245	0
Vmac	262.500000	160	0	0	890	0
Rida	262.500000	1050	0	0	0	0
Pop1	262.500000	1050	0	0	0	0
Ndufa11	262.500000	160	0	0	890	0
Katnal1	262.500000	756	0	0	294	0
Tpx2	262.250000	515	0	139	395	0
Lypd4	262.250000	987	0	0	62	0
Dmrtc2	262.250000	987	0	0	62	0
Uty	262.000000	1048	0	0	0	0
Mdm4	262.000000	936	0	0	112	0
Gm7903	262.000000	1048	0	0	0	0
Gm5128	262.000000	1048	0	0	0	0
Ccdc84	262.000000	1048	0	0	0	0
Psen1	261.750000	1047	0	0	0	0
Pcyt2	261.750000	737	0	0	310	0
Marchf3	261.750000	1047	0	0	0	0
Slc39a10	261.500000	699	0	0	347	0
Rnf8	261.500000	484	0	100	462	0
Net1	261.250000	900	0	0	145	0
Gtf2a1l	261.250000	947	0	0	98	0
Pgs1	261.000000	0	0	0	1044	0
Jtb	261.000000	1044	0	0	0	0
Clk4	261.000000	965	0	0	79	0
BC049762	261.000000	965	0	0	79	0
Rbm12b2	260.500000	1042	0	0	0	0
Epyc	260.500000	548	122	197	175	0
Ivns1abp	260.250000	817	0	0	224	0
Gm4779	260.250000	1041	0	0	0	0
Creld2	260.250000	805	0	0	236	0
Alg12	260.250000	805	0	0	236	0
8030474K03Rik	260.250000	1041	0	0	0	0
Scrib	260.000000	900	0	0	140	0
Isyna1	259.750000	903	0	0	136	0
Gm10037	259.750000	1039	0	0	0	0
Cdkn1c	259.750000	889	0	0	150	0
Ppif	259.500000	1038	0	0	0	0
Ift74	259.500000	1038	0	0	0	0
Dstyk	259.500000	1038	0	0	0	0
Pkn2	259.250000	821	0	0	216	0
Rrs1	259.000000	822	0	0	214	0
Kdm4d	259.000000	789	0	138	109	0
Ipo11	259.000000	958	0	0	78	0
Gm1527	259.000000	605	0	195	236	0
Dcaf12	259.000000	838	0	0	198	0
Cwc15	259.000000	789	0	138	109	0
Adhfe1	259.000000	822	0	0	214	0
Phf1	258.750000	754	0	0	281	0
C87436	258.750000	1035	0	0	0	0
Rpp38	258.500000	957	0	0	77	0
Mgat4d	258.500000	847	0	0	187	0
Iah1	258.500000	1034	0	0	0	0
Ccdc34	258.500000	845	0	0	189	0
Acbd7	258.500000	957	0	0	77	0
Ppox	258.250000	945	0	0	88	0
Gadd45a	258.000000	919	0	0	113	0
Cenpc1	258.000000	899	0	0	133	0
Zpbp	257.750000	593	0	0	438	0
Tbx1	257.750000	778	0	0	253	0
Spata48	257.750000	593	0	0	438	0
Dync1i2	257.750000	1031	0	0	0	0
Ctps	257.750000	894	0	0	137	0
Tmem243	257.500000	1030	0	0	0	0
Ndc80	257.500000	766	0	0	264	0
Lrrc9	257.500000	914	0	0	116	0
Utp14b	257.000000	461	0	125	442	0
Arf6	257.000000	734	0	0	294	0
Acsl3	257.000000	461	0	125	442	0
Rplp0	256.500000	748	0	0	278	0
Ndufa6	256.500000	1026	0	0	0	0
Zfp248	256.250000	1025	0	0	0	0
Spz1	256.250000	945	0	0	80	0
Ints12	256.250000	861	0	0	164	0
Gstcd	256.250000	861	0	0	164	0
Slc25a51	255.750000	1023	0	0	0	0
Slc25a5	255.750000	810	0	0	213	0
Mtch2	255.750000	492	0	0	531	0
Mars1	255.750000	883	0	0	140	0
Tsfm	255.500000	888	0	0	134	0
Nrd1	255.500000	1022	0	0	0	0
Ccdc14	255.500000	1022	0	0	0	0
Znrf2	255.250000	476	0	0	545	0
Taf1a	255.250000	1021	0	0	0	0
Dcaf8l	255.250000	1021	0	0	0	0
H3c2	255.000000	780	0	0	240	0
H2ac4	255.000000	780	0	0	240	0
Qrich1	254.750000	439	0	0	580	0
Pttg1	254.750000	888	0	0	131	0
Prr14l	254.750000	1019	0	0	0	0
Pkm	254.750000	847	0	0	172	0
B3gntl1	254.750000	1019	0	0	0	0
Zfp428	254.500000	1018	0	0	0	0
Ppp1r14c	254.500000	735	0	0	283	0
Mrps30	254.500000	868	0	0	150	0
Cdhr4	254.500000	1018	0	0	0	0
Xpnpep1	254.250000	1017	0	0	0	0
Dsn1	254.250000	1017	0	0	0	0
Tubgcp3	254.000000	1016	0	0	0	0
Nkx6-1	254.000000	764	0	161	91	0
Ell	254.000000	1016	0	0	0	0
Zfp574	253.750000	439	0	168	408	0
Zcwpw1	253.750000	432	0	157	426	0
Rnf166	253.750000	276	0	88	651	0
Psmd8	253.750000	863	0	0	152	0
Mphosph9	253.750000	766	0	0	249	0
Mepce	253.750000	432	0	157	426	0
Ctu2	253.750000	276	0	88	651	0
2810006K23Rik	253.750000	766	0	0	249	0
Cox18	253.500000	1014	0	0	0	0
Tbc1d14	253.000000	1012	0	0	0	0
Pin1rt1	253.000000	1012	0	0	0	0
Pabpc2	253.000000	807	0	0	205	0
Macrod2	253.000000	650	0	0	362	0
Dhrs3	253.000000	479	121	131	281	0
Ankhd1	253.000000	1012	0	0	0	0
Mcf2l	252.750000	784	0	0	227	0
Fam219a	252.500000	1010	0	0	0	0
Ehd1	252.500000	808	0	0	202	0
Dnaic1	252.500000	1010	0	0	0	0
Parp11	252.250000	843	0	0	166	0
Dolpp1	252.250000	719	0	0	290	0
Rab6a	252.000000	832	0	0	176	0
Sdhaf4	251.750000	896	0	0	111	0
Rsph14	251.750000	1007	0	0	0	0
Rab36	251.750000	1007	0	0	0	0
Pih1d1	251.750000	1007	0	0	0	0
Aldh16a1	251.750000	1007	0	0	0	0
St7	251.500000	1006	0	0	0	0
Dnajc7	251.500000	749	0	0	257	0
Tasp1	251.250000	918	0	0	87	0
Lef1	251.250000	525	0	0	480	0
Kbtbd8	251.250000	780	0	0	225	0
Kazald1	251.250000	738	0	0	267	0
Tmed8	251.000000	1004	0	0	0	0
Samd15	251.000000	1004	0	0	0	0
Gpr19	251.000000	838	0	0	166	0
Tef	250.750000	672	0	0	331	0
Gm11837	250.750000	355	0	0	648	0
Ccdc60	250.750000	803	0	0	200	0
Actb	250.750000	841	0	0	162	0
Ppm1h	250.500000	1002	0	0	0	0
Glt1d1	250.500000	550	0	0	452	0
Dgat1	250.500000	887	0	0	115	0
Nudt4	250.250000	0	0	111	890	0
Myo9b	250.250000	895	0	0	106	0
Mex3c	250.250000	1001	0	0	0	0
Haus8	250.250000	895	0	0	106	0
Wbp11	250.000000	765	0	0	235	0
Smim4	250.000000	1000	0	0	0	0
Nt5dc2	250.000000	1000	0	0	0	0
BC049715	250.000000	765	0	0	235	0
Cmtr2	249.750000	999	0	0	0	0
Stat1	249.500000	885	0	0	113	0
Nf1	249.500000	998	0	0	0	0
H4c1	249.500000	810	0	0	188	0
H3c1	249.500000	810	0	0	188	0
H1f1	249.500000	810	0	0	188	0
Gm9805	249.500000	577	141	90	190	0
Ddx59	249.500000	782	0	0	216	0
Ap1m1	249.500000	901	0	0	97	0
Pcx	249.250000	843	0	0	154	0
Nemf	249.250000	323	0	0	674	0
Elf2	249.250000	679	0	0	318	0
Syncrip	249.000000	822	0	0	174	0
Srd5a1	249.000000	335	0	143	518	0
Nsun2	249.000000	335	0	143	518	0
Ccdc39	248.750000	874	0	0	121	0
Alg8	248.750000	900	0	0	95	0
Uba52	248.500000	994	0	0	0	0
Eef1aknmt	248.500000	886	0	0	108	0
Mllt11	248.250000	752	0	0	241	0
Cdc42se1	248.250000	752	0	0	241	0
Ndufc1	248.000000	887	0	0	105	0
Scg5	247.750000	991	0	0	0	0
Mgat4c	247.750000	991	0	0	0	0
Pten	247.500000	853	0	0	137	0
Smpd4	247.250000	989	0	0	0	0
Ppip5k2	247.250000	664	0	0	325	0
Pabpc6	247.250000	716	0	0	273	0
Lztfl1	247.250000	989	0	0	0	0
Gin1	247.250000	664	0	0	325	0
Akap11	247.250000	808	0	0	181	0
Dhx9	247.000000	805	0	0	183	0
Slc29a1	246.750000	817	0	0	170	0
Zfp667	246.500000	986	0	0	0	0
Gata5	246.250000	985	0	0	0	0
Braf	246.250000	985	0	0	0	0
Drap1	246.000000	421	0	0	563	0
AI837181	246.000000	421	0	0	563	0
Styx	245.750000	0	0	278	705	0
Spred2	245.750000	847	0	0	136	0
Rbm38	245.750000	983	0	0	0	0
H2bfm	245.750000	983	0	0	0	0
Adad1	245.750000	833	0	0	150	0
Nfkbid	245.500000	777	0	0	205	0
Hcst	245.500000	777	0	0	205	0
H4c8	245.500000	657	0	80	245	0
H3c8	245.500000	657	0	80	245	0
H2ac10	245.500000	657	0	80	245	0
Epg5	245.500000	982	0	0	0	0
Arf1	245.500000	982	0	0	0	0
Tysnd1	245.250000	745	0	0	236	0
Stk35	245.250000	981	0	0	0	0
Rad51ap2	245.250000	827	0	0	154	0
Trdmt1	245.000000	980	0	0	0	0
Srrm2	245.000000	605	0	0	375	0
Coro1c	245.000000	509	0	0	471	0
Cfap221	245.000000	980	0	0	0	0
Zscan30	244.750000	824	0	0	155	0
Zfp35	244.750000	824	0	0	155	0
Wdr37	244.750000	726	0	0	253	0
Ctnnd1	244.750000	979	0	0	0	0
Btbd18	244.750000	979	0	0	0	0
Xpo6	244.500000	578	0	0	400	0
Cct4	244.500000	840	0	0	138	0
Med20	244.250000	977	0	0	0	0
Gm20517	244.250000	977	0	0	0	0
Bysl	244.250000	977	0	0	0	0
Ano5	244.250000	977	0	0	0	0
Kcnc3	244.000000	841	0	0	135	0
Rtraf	243.750000	0	0	0	975	0
Letm1	243.750000	586	0	0	389	0
Nsmce1	243.500000	974	0	0	0	0
Rara	243.250000	749	0	0	224	0
Saysd1	243.000000	893	0	0	79	0
Hcfc2	243.000000	794	0	0	178	0
Exd2	243.000000	850	0	0	122	0
Ppwd1	242.750000	971	0	0	0	0
Gpatch8	242.750000	971	0	0	0	0
Fbp1	242.750000	469	0	192	310	0
Cenpk	242.750000	971	0	0	0	0
Phtf1	242.250000	969	0	0	0	0
Atp6v0c	242.250000	969	0	0	0	0
Tex9	242.000000	968	0	0	0	0
Plxdc1	242.000000	750	0	0	218	0
Oaz2	242.000000	968	0	0	0	0
Gca	241.750000	967	0	0	0	0
Mga	241.500000	966	0	0	0	0
Far1	241.500000	888	0	0	78	0
Vmp1	241.250000	830	0	0	135	0
Tut1	241.250000	965	0	0	0	0
Ptrh2	241.250000	830	0	0	135	0
Gm1993	241.250000	965	0	0	0	0
Ddx55	241.250000	965	0	0	0	0
Nipsnap3b	241.000000	858	0	0	106	0
Nxt2	240.750000	963	0	0	0	0
Ndufaf4	240.500000	962	0	0	0	0
Alas1	240.500000	747	0	0	215	0
Abhd14b	240.500000	854	0	0	108	0
Abhd14a	240.500000	854	0	0	108	0
Lars2	240.000000	0	0	0	960	0
Erich4	240.000000	960	0	0	0	0
Dmac2	240.000000	960	0	0	0	0
Serpinb6a	239.750000	807	0	0	152	0
Gm7762	239.750000	718	0	0	241	0
Gypc	239.500000	958	0	0	0	0
Ttll9	239.250000	957	0	0	0	0
Tm9sf3	239.250000	0	0	202	755	0
Ercc5	239.250000	957	0	0	0	0
Taok2	239.000000	956	0	0	0	0
Slc35a1	239.000000	956	0	0	0	0
Gm2511	239.000000	762	0	0	194	0
D1Pas1	239.000000	537	0	213	206	0
Bsdc1	239.000000	956	0	0	0	0
Zfp566	238.750000	800	0	0	155	0
Zfp260	238.750000	800	0	0	155	0
Nab2	238.750000	955	0	0	0	0
Arl4c	238.750000	666	0	0	289	0
Arih2	238.750000	955	0	0	0	0
Rnmt	238.500000	954	0	0	0	0
Map1a	238.500000	954	0	0	0	0
Fam210a	238.500000	954	0	0	0	0
Ube3c	238.250000	757	0	0	196	0
Nkapl	238.250000	778	0	0	175	0
Ly6g6f	238.250000	953	0	0	0	0
Abhd16a	238.250000	953	0	0	0	0
Zfp830	238.000000	952	0	0	0	0
Vapa	238.000000	855	0	0	97	0
Ticam2	238.000000	497	0	0	455	0
Ms4a20	238.000000	952	0	0	0	0
Chchd2	238.000000	952	0	0	0	0
Cct6b	238.000000	952	0	0	0	0
Gm266	237.250000	789	0	0	160	0
Smarcb1	237.000000	948	0	0	0	0
Nudcd2	237.000000	435	0	119	394	0
Hmmr	237.000000	435	0	119	394	0
Tmem185b	236.750000	739	0	0	208	0
Mfsd1	236.750000	838	0	0	109	0
Gid4	236.750000	597	0	0	350	0
Dnaja1	236.750000	248	0	132	567	0
Tgds	236.500000	946	0	0	0	0
Ssbp1	236.500000	946	0	0	0	0
Pold3	236.500000	946	0	0	0	0
Gpr180	236.500000	946	0	0	0	0
Camta1	236.500000	946	0	0	0	0
Sf3b5	236.250000	945	0	0	0	0
Map3k14	236.250000	945	0	0	0	0
Gclc	236.250000	807	0	0	138	0
Cep41	236.000000	944	0	0	0	0
Zfp628	235.250000	829	0	0	112	0
Taf7l	235.250000	941	0	0	0	0
Slc30a5	235.250000	805	0	0	136	0
Rpl37a	235.250000	752	0	0	189	0
Btbd9	235.250000	505	0	102	334	0
Retreg2	235.000000	777	0	0	163	0
Cnppd1	235.000000	777	0	0	163	0
Tigd3	234.750000	821	0	0	118	0
Eid1	234.750000	183	0	182	574	0
Serf2	234.500000	866	0	0	72	0
Pgk1	234.500000	938	0	0	0	0
Smc2	234.250000	764	0	0	173	0
Rtf2	234.250000	937	0	0	0	0
Znhit2	234.000000	936	0	0	0	0
Tmem116	234.000000	758	0	0	178	0
Prelid3a	234.000000	755	0	0	181	0
Mrpl49	234.000000	936	0	0	0	0
Mmut	234.000000	936	0	0	0	0
Fau	234.000000	936	0	0	0	0
Erp29	234.000000	758	0	0	178	0
Cenpq	234.000000	936	0	0	0	0
Tjp1	233.750000	714	0	0	221	0
Sc5d	233.750000	841	0	0	94	0
Hmgb3	233.750000	935	0	0	0	0
Atp6v0d1	233.750000	935	0	0	0	0
Agrp	233.750000	935	0	0	0	0
Sertad2	233.500000	934	0	0	0	0
Ptma	233.500000	559	0	0	375	0
Mtf2	233.250000	796	0	0	137	0
Etaa1	233.250000	933	0	0	0	0
Wdr73	233.000000	932	0	0	0	0
Nmb	233.000000	932	0	0	0	0
Lonp1	233.000000	790	0	0	142	0
Josd1	233.000000	830	0	0	102	0
Gtpbp1	233.000000	830	0	0	102	0
Cdkn2aip	233.000000	796	0	0	136	0
Catsperd	233.000000	790	0	0	142	0
Fam126a	232.750000	472	0	0	459	0
Diaph1	232.750000	745	0	0	186	0
Cct5	232.750000	931	0	0	0	0
Bub3	232.750000	521	0	0	410	0
Atpsckmt	232.750000	931	0	0	0	0
Wdr78	232.500000	657	0	0	273	0
Rpl3	232.500000	930	0	0	0	0
Mier1	232.500000	657	0	0	273	0
Hnrnph2	232.500000	930	0	0	0	0
Gla	232.500000	930	0	0	0	0
Ahsa2	232.500000	468	0	71	391	0
Polr3g	232.000000	739	0	0	189	0
Mblac2	232.000000	739	0	0	189	0
Zdhhc5	231.750000	80	213	156	478	0
Rpl23	231.750000	927	0	0	0	0
Pfn4	231.750000	843	0	0	84	0
Gimap5	231.750000	788	0	0	139	0
Gimap1	231.750000	788	0	0	139	0
Abhd11	231.750000	825	0	0	102	0
Zkscan6	231.500000	778	0	0	148	0
Mapk7	231.500000	762	0	0	164	0
Ghitm	231.500000	926	0	0	0	0
Cfap126	231.500000	926	0	0	0	0
Saraf	231.000000	924	0	0	0	0
Tcp10c	230.750000	779	0	0	144	0
Pif1	230.750000	818	0	0	105	0
Ptch1	230.500000	812	0	0	110	0
Med18	230.500000	815	0	0	107	0
Capn10	230.500000	922	0	0	0	0
Mnt	230.250000	828	0	0	93	0
Fam122a	230.250000	727	0	0	194	0
Cep164	230.250000	921	0	0	0	0
Stk25	230.000000	920	0	0	0	0
Naca	230.000000	920	0	0	0	0
Mthfr	230.000000	920	0	0	0	0
Ifnar1	230.000000	920	0	0	0	0
Clcn6	230.000000	920	0	0	0	0
Pa2g4	229.750000	919	0	0	0	0
Atp7b	229.750000	767	0	0	152	0
Armcx1	229.750000	802	0	0	117	0
Alg11	229.750000	767	0	0	152	0
Trrap	229.500000	918	0	0	0	0
Xrcc6	229.250000	613	0	0	304	0
Pink1	229.250000	745	0	0	172	0
Fam136a	229.250000	917	0	0	0	0
Desi1	229.250000	613	0	0	304	0
Zfp78	229.000000	839	0	0	77	0
H4c9	229.000000	708	0	0	208	0
H2bc11	229.000000	708	0	0	208	0
H2ac11	229.000000	708	0	0	208	0
Srp14	228.750000	745	0	0	170	0
Mrfap1	228.750000	915	0	0	0	0
Nkpd1	228.500000	914	0	0	0	0
Fam98b	228.500000	914	0	0	0	0
Zkscan8	228.250000	913	0	0	0	0
Vgll4	228.250000	756	0	0	157	0
Ube2dnl2	228.250000	913	0	0	0	0
Cc2d2b	228.000000	813	0	0	99	0
Suox	227.750000	721	0	0	190	0
Igsf5	227.750000	805	0	0	106	0
Dnajc13	227.750000	724	0	0	187	0
BC107364	227.750000	770	0	0	141	0
Ucn	227.500000	659	0	0	251	0
Slc31a2	227.500000	521	0	0	389	0
Wdr74	227.250000	785	0	0	124	0
Suclg2	227.250000	582	0	0	327	0
1700092M07Rik	227.250000	785	0	0	124	0
Tbc1d24	227.000000	908	0	0	0	0
Ntn3	227.000000	908	0	0	0	0
Glrx5	227.000000	908	0	0	0	0
Ctbp1	226.750000	760	0	0	147	0
Npat	226.500000	906	0	0	0	0
Atm	226.500000	906	0	0	0	0
Wdr89	226.250000	905	0	0	0	0
Tra2a	226.250000	732	0	0	173	0
Tacc1	226.250000	459	246	126	74	0
Recql4	226.250000	905	0	0	0	0
Lrrc14	226.250000	905	0	0	0	0
Esrra	226.250000	905	0	0	0	0
Catsperz	226.250000	905	0	0	0	0
Cirbp	226.000000	904	0	0	0	0
Ccdc38	226.000000	735	0	0	169	0
Amdhd1	226.000000	735	0	0	169	0
Nop14	225.750000	799	0	0	104	0
Htr5b	225.750000	903	0	0	0	0
Grk4	225.750000	799	0	0	104	0
Sass6	225.500000	642	0	0	260	0
Kdm1a	225.500000	812	0	0	90	0
Hmga1b	225.500000	902	0	0	0	0
Hmga1	225.500000	902	0	0	0	0
Ppm1d	225.250000	676	0	0	225	0
Ppfibp2	225.250000	818	0	0	83	0
Cep97	225.250000	901	0	0	0	0
Zdhhc17	225.000000	700	0	0	200	0
Dipk2a	225.000000	777	0	0	123	0
Sbno1	224.750000	722	0	0	177	0
Rrm2	224.500000	620	0	0	278	0
Aen	224.500000	898	0	0	0	0
Nfrkb	224.250000	897	0	0	0	0
Ncoa3	224.250000	897	0	0	0	0
Kcnk5	224.250000	799	0	0	98	0
Gabpb2	224.250000	897	0	0	0	0
Foxred2	224.250000	897	0	0	0	0
Tcaim	224.000000	572	0	0	324	0
Lpgat1	224.000000	613	0	0	283	0
Fubp1	223.750000	720	0	0	175	0
Dnajb4	223.750000	720	0	0	175	0
Cldn34c1	223.750000	895	0	0	0	0
Ptar1	223.500000	462	0	0	432	0
Impdh1	223.500000	894	0	0	0	0
Gdf11	223.500000	894	0	0	0	0
Pim3	223.250000	770	0	0	123	0
Dnajc16	223.000000	788	0	0	104	0
Casp9	223.000000	788	0	0	104	0
Bbs7	223.000000	892	0	0	0	0
Eif2ak2	222.750000	891	0	0	0	0
Dedd	222.750000	891	0	0	0	0
Morc3	222.500000	781	0	0	109	0
Ifi44	222.500000	501	0	0	389	0
Papola	222.250000	889	0	0	0	0
Mterf1b	222.250000	676	0	0	213	0
Echdc1	222.250000	786	0	0	103	0
Rsad1	222.000000	888	0	0	0	0
Pou5f2	222.000000	888	0	0	0	0
Uqcrq	221.750000	711	0	0	176	0
Tfdp1	221.750000	517	0	145	225	0
Setd1a	221.750000	745	0	0	142	0
Ifrd1	221.750000	887	0	0	0	0
Gdf9	221.750000	711	0	0	176	0
Bbs9	221.750000	887	0	0	0	0
A430005L14Rik	221.750000	599	0	0	288	0
Znrf1	221.500000	886	0	0	0	0
Tex101	221.500000	886	0	0	0	0
Sox4	221.500000	754	0	0	132	0
Smarcc1	221.500000	731	0	0	155	0
Rpl10l	221.500000	886	0	0	0	0
4833439L19Rik	221.500000	886	0	0	0	0
Lrrc8a	221.250000	714	0	0	171	0
Dnajb6	221.000000	760	0	0	124	0
Rgs16	220.750000	883	0	0	0	0
Plekhf2	220.750000	190	0	132	561	0
Pik3ca	220.750000	640	0	0	243	0
Gm27021	220.750000	883	0	0	0	0
Emc8	220.750000	883	0	0	0	0
Cox4i1	220.750000	883	0	0	0	0
Bag6	220.750000	691	0	0	192	0
Apom	220.750000	691	0	0	192	0
Nxpe3	220.500000	601	0	0	281	0
Polr2d	219.750000	748	0	0	131	0
Med14	219.750000	879	0	0	0	0
Baz2a	219.750000	879	0	0	0	0
Zfp512b	219.500000	457	0	0	421	0
Igf2bp3	219.500000	736	0	0	142	0
Trank1	219.250000	796	0	0	81	0
Slc26a11	219.250000	877	0	0	0	0
Sgsh	219.250000	877	0	0	0	0
Ntrk2	219.250000	721	0	0	156	0
Fancg	219.250000	739	0	0	138	0
Wdr18	219.000000	716	0	0	160	0
Trnt1	219.000000	876	0	0	0	0
Nudt16	219.000000	876	0	0	0	0
Nptx2	218.750000	749	0	0	126	0
1700013H16Rik	218.750000	875	0	0	0	0
Zfp82	218.500000	874	0	0	0	0
Scly	218.500000	874	0	0	0	0
Polr2c	218.500000	679	0	0	195	0
Chmp2b	218.500000	874	0	0	0	0
Tmem11	218.250000	873	0	0	0	0
Polk	218.250000	873	0	0	0	0
Derl3	218.250000	765	0	0	108	0
Cert1	218.250000	873	0	0	0	0
C1qtnf4	218.250000	227	0	144	502	0
Tmem106b	218.000000	872	0	0	0	0
Recql	218.000000	872	0	0	0	0
Golt1b	218.000000	872	0	0	0	0
Ube2l3	217.750000	871	0	0	0	0
Trappc3l	217.750000	684	0	0	187	0
Timm17b	217.750000	871	0	0	0	0
Tekt3	217.750000	871	0	0	0	0
Smndc1	217.750000	871	0	0	0	0
Slc22a15	217.750000	616	0	0	255	0
Pqbp1	217.750000	871	0	0	0	0
Paxip1	217.750000	735	0	0	136	0
Ccdc154	217.750000	499	0	0	372	0
Caprin2	217.750000	871	0	0	0	0
Aldh1a2	217.750000	739	0	0	132	0
Tm9sf2	217.500000	719	0	0	151	0
Pemt	217.500000	870	0	0	0	0
Eprs	217.500000	870	0	0	0	0
Ctdp1	217.500000	751	0	0	119	0
Zfp821	217.250000	789	0	0	80	0
Zeb1	217.250000	575	0	0	294	0
Uevld	217.250000	869	0	0	0	0
Nkd2	217.250000	869	0	0	0	0
Vdac2	217.000000	613	0	0	255	0
Rmi1	217.000000	711	0	0	157	0
Qdpr	217.000000	868	0	0	0	0
Hnrnpk	217.000000	711	0	0	157	0
Galnt10	217.000000	868	0	0	0	0
Clrn2	217.000000	868	0	0	0	0
Slc5a6	216.750000	711	0	0	156	0
Atraid	216.750000	711	0	0	156	0
Wdr36	216.500000	866	0	0	0	0
Ugcg	216.500000	0	0	0	866	0
Pon2	216.500000	734	0	0	132	0
Ica1l	216.500000	866	0	0	0	0
Foxg1	216.500000	565	0	132	169	0
Dnajc3	216.500000	700	0	0	166	0
Ccnb2	216.500000	738	0	0	128	0
Brpf1	216.500000	866	0	0	0	0
