Target_genes	Six1|Average	SRX1462976|C3H/10T1/2	SRX3473280|Cochlea	SRX9671583|Cochlea	SRX9671584|Cochlea	SRX3473281|E10.5_embryos	SRX10070638|Otic_vesicle	SRX15441802|Thymic_epithelial_cells	STRING
Lrrc40	18.428571	0	0	0	129	0	0	0	0
Guf1	18.428571	0	0	0	129	0	0	0	0
Dut	18.428571	0	0	0	129	0	0	0	0
Cyp2j6	18.428571	0	0	0	129	0	0	0	0
Cyb5r3	18.428571	0	0	0	129	0	0	0	0
Commd1	18.428571	0	0	0	129	0	0	0	0
Bcl2l13	18.428571	0	0	0	129	0	0	0	0
Aco2	18.428571	0	0	0	129	0	0	0	0
9530077C05Rik	18.428571	0	0	0	129	0	0	0	0
Tmem242	18.285714	0	0	0	128	0	0	0	0
Spata24	18.285714	0	0	128	0	0	0	0	0
Smurf1	18.285714	0	0	0	128	0	0	0	0
Serpinf1	18.285714	0	0	128	0	0	0	0	0
Ptpru	18.285714	0	0	0	128	0	0	0	0
Pde4a	18.285714	0	0	0	128	0	0	0	0
Pacsin3	18.285714	0	0	0	128	0	0	0	0
Otud7b	18.285714	0	0	0	128	0	0	0	0
Otogl	18.285714	0	0	128	0	0	0	0	0
Mecr	18.285714	0	0	0	128	0	0	0	0
Lamtor3	18.285714	0	0	0	128	0	0	0	0
Ddx5	18.285714	0	0	0	128	0	0	0	0
Crk	18.285714	0	0	0	128	0	0	0	0
Cep95	18.285714	0	0	0	128	0	0	0	0
Arhgap4	18.285714	0	0	0	128	0	0	0	0
Apbb2	18.285714	0	0	0	128	0	0	0	0
2510009E07Rik	18.285714	0	0	0	128	0	0	0	0
Zfyve9	18.142857	0	0	0	127	0	0	0	0
Zcwpw1	18.142857	0	0	0	127	0	0	0	0
Tcaim	18.142857	0	0	0	127	0	0	0	0
Tacstd2	18.142857	0	0	0	127	0	0	0	0
Stx5a	18.142857	0	0	0	127	0	0	0	0
Rpgrip1l	18.142857	0	0	0	127	0	0	0	0
Pcnx2	18.142857	0	0	127	0	0	0	0	0
Mepce	18.142857	0	0	0	127	0	0	0	0
Mef2b	18.142857	0	0	0	127	0	0	0	0
Lypla1	18.142857	0	0	0	127	0	0	0	0
Jmy	18.142857	0	0	0	127	0	0	0	0
Fto	18.142857	0	0	0	127	0	0	0	0
1700092M07Rik	18.142857	0	0	0	127	0	0	0	0
1110002E22Rik	18.142857	0	0	0	127	0	0	0	0
Zfp764	18.000000	0	0	126	0	0	0	0	0
Zfp39	18.000000	0	0	0	126	0	0	0	0
Zdhhc13	18.000000	0	0	0	126	0	0	0	0
Ttc17	18.000000	0	0	0	126	0	0	0	0
Tbc1d17	18.000000	0	0	126	0	0	0	0	0
Srp19	18.000000	0	0	126	0	0	0	0	0
Snrpc	18.000000	0	0	126	0	0	0	0	0
Sall1	18.000000	0	0	0	126	0	0	0	0
Rexo4	18.000000	0	0	0	126	0	0	0	0
Rad54l	18.000000	0	0	126	0	0	0	0	0
Ppp2r2a	18.000000	0	0	0	126	0	0	0	0
Oscp1	18.000000	0	0	0	0	0	126	0	0
Myc	18.000000	0	0	0	126	0	0	0	0
Fdxacb1	18.000000	0	0	0	126	0	0	0	0
Fam186a	18.000000	0	0	0	126	0	0	0	0
Dusp1	18.000000	0	0	0	126	0	0	0	0
Ddx18	18.000000	0	0	0	126	0	0	0	0
Col12a1	18.000000	0	0	0	126	0	0	0	0
Calm3	18.000000	0	0	0	126	0	0	0	0
Arnt2	18.000000	0	0	0	126	0	0	0	0
Akt1s1	18.000000	0	0	126	0	0	0	0	0
1110032A03Rik	18.000000	0	0	0	126	0	0	0	0
Zfyve16	17.857143	0	0	0	125	0	0	0	0
Zbtb38	17.857143	0	0	125	0	0	0	0	0
Usp47	17.857143	0	0	0	125	0	0	0	0
Trim39	17.857143	0	0	125	0	0	0	0	0
Tcf7l2	17.857143	0	0	0	125	0	0	0	0
Spin1	17.857143	0	0	125	0	0	0	0	0
Slc37a2	17.857143	0	0	0	125	0	0	0	0
Rgs9bp	17.857143	0	0	0	125	0	0	0	0
Nr2f2	17.857143	0	0	0	125	0	0	0	0
Notch1	17.857143	0	0	0	125	0	0	0	0
Macrod2	17.857143	0	0	0	125	0	0	0	0
Leprot	17.857143	0	0	0	125	0	0	0	0
Kif3a	17.857143	0	0	0	125	0	0	0	0
Irf2	17.857143	0	0	0	125	0	0	0	0
H3f3a	17.857143	0	0	0	125	0	0	0	0
Fbxo9	17.857143	0	0	125	0	0	0	0	0
Dffb	17.857143	0	0	0	125	0	0	0	0
Cystm1	17.857143	0	0	0	125	0	0	0	0
Cilk1	17.857143	0	0	125	0	0	0	0	0
Cep152	17.857143	0	0	0	125	0	0	0	0
Cep104	17.857143	0	0	0	125	0	0	0	0
Ccdc17	17.857143	0	0	0	125	0	0	0	0
B9d1	17.857143	0	0	0	125	0	0	0	0
Ankrd27	17.857143	0	0	0	125	0	0	0	0
Snx33	17.714286	0	0	0	124	0	0	0	0
Shoc2	17.714286	0	0	0	124	0	0	0	0
Rpain	17.714286	0	0	0	124	0	0	0	0
Rad21	17.714286	0	0	0	124	0	0	0	0
R3hcc1	17.714286	0	0	0	124	0	0	0	0
Ogt	17.714286	0	0	124	0	0	0	0	0
Nt5e	17.714286	0	0	0	124	0	0	0	0
Mtres1	17.714286	0	0	0	124	0	0	0	0
Mpc2	17.714286	0	0	0	124	0	0	0	0
Mcm4	17.714286	0	0	0	124	0	0	0	0
Dcaf6	17.714286	0	0	0	124	0	0	0	0
Bbip1	17.714286	0	0	0	124	0	0	0	0
Zeb1	17.571429	0	0	0	123	0	0	0	0
Tymp	17.571429	0	0	0	123	0	0	0	0
Them7	17.571429	0	0	0	123	0	0	0	0
Sco2	17.571429	0	0	0	123	0	0	0	0
Plekhm1	17.571429	0	0	0	123	0	0	0	0
Ifnar1	17.571429	0	0	0	123	0	0	0	0
Hspa5	17.571429	0	0	0	123	0	0	0	0
Hinfp	17.571429	0	0	0	123	0	0	0	0
Efemp2	17.571429	0	0	0	123	0	0	0	0
Dzip1l	17.571429	0	0	0	123	0	0	0	0
Dedd	17.571429	0	0	0	123	0	0	0	0
Cnot1	17.571429	0	0	0	123	0	0	0	0
Brd3os	17.571429	0	0	0	123	0	0	0	0
Aph1c	17.571429	0	0	0	123	0	0	0	0
Akt2	17.571429	123	0	0	0	0	0	0	0
Xpo5	17.428571	0	0	0	122	0	0	0	0
Tspan3	17.428571	0	0	0	122	0	0	0	0
Thyn1	17.428571	0	0	0	122	0	0	0	0
Slc9a3r1	17.428571	0	0	0	122	0	0	0	0
Slc43a1	17.428571	0	0	0	122	0	0	0	0
Slc31a1	17.428571	0	0	0	122	0	0	0	0
Rbx1	17.428571	0	0	0	122	0	0	0	0
Rasgef1b	17.428571	0	0	0	122	0	0	0	0
Polr1b	17.428571	0	0	122	0	0	0	0	0
Polh	17.428571	0	0	0	122	0	0	0	0
Phf12	17.428571	0	0	0	122	0	0	0	0
Nrep	17.428571	0	0	0	122	0	0	0	0
Ndufc1	17.428571	0	0	0	122	0	0	0	0
Fkbp15	17.428571	0	0	0	122	0	0	0	0
Eef1aknmt	17.428571	0	0	0	122	0	0	0	0
Dnajb2	17.428571	0	0	0	122	0	0	0	0
Cd200	17.428571	0	0	0	122	0	0	0	0
Acad8	17.428571	0	0	0	122	0	0	0	0
A630095N17Rik	17.428571	0	0	0	122	0	0	0	0
Zc3h8	17.285714	0	0	0	121	0	0	0	0
Tmem222	17.285714	0	0	0	121	0	0	0	0
Tigar	17.285714	0	0	0	121	0	0	0	0
Ssbp1	17.285714	0	0	121	0	0	0	0	0
Scamp4	17.285714	0	0	0	121	0	0	0	0
Sap30	17.285714	0	0	0	121	0	0	0	0
Prol1	17.285714	0	0	121	0	0	0	0	0
Ncoa7	17.285714	0	0	0	121	0	0	0	0
Mrps11	17.285714	0	0	0	121	0	0	0	0
Mrpl46	17.285714	0	0	0	121	0	0	0	0
Kif20b	17.285714	0	0	0	121	0	0	0	0
Kctd8	17.285714	0	0	121	0	0	0	0	0
Gpr19	17.285714	0	0	0	121	0	0	0	0
Ensa	17.285714	0	0	0	121	0	0	0	0
Chd1	17.285714	0	0	0	121	0	0	0	0
Cdc42ep3	17.285714	0	0	0	121	0	0	0	0
Adat3	17.285714	0	0	0	121	0	0	0	0
Zmynd12	17.142857	0	0	0	120	0	0	0	0
Ywhaz	17.142857	0	0	120	0	0	0	0	0
Wdr34	17.142857	0	0	120	0	0	0	0	0
Spry2	17.142857	0	0	0	120	0	0	0	0
Snx10	17.142857	0	0	0	120	0	0	0	0
Slc22a7	17.142857	0	0	0	120	0	0	0	0
Sfswap	17.142857	0	0	0	0	0	0	120	0
Sec14l1	17.142857	0	0	0	120	0	0	0	0
Rps23rg1	17.142857	0	0	0	120	0	0	0	0
Ppcs	17.142857	0	0	0	120	0	0	0	0
Pfn1	17.142857	0	0	0	0	0	120	0	0
Pcolce2	17.142857	0	0	0	120	0	0	0	0
Nacc2	17.142857	0	0	0	120	0	0	0	0
Msmo1	17.142857	0	0	0	120	0	0	0	0
Mob4	17.142857	0	0	0	120	0	0	0	0
Lce1m	17.142857	0	0	0	120	0	0	0	0
Kif11	17.142857	0	0	0	120	0	0	0	0
Iqgap2	17.142857	0	0	0	120	0	0	0	0
Herc1	17.142857	0	0	0	120	0	0	0	0
Gabrb1	17.142857	0	0	0	120	0	0	0	0
Eno3	17.142857	0	0	0	0	0	120	0	0
Dolpp1	17.142857	0	0	0	0	0	120	0	0
Dnajc10	17.142857	0	0	0	120	0	0	0	0
Crct1	17.142857	0	0	0	120	0	0	0	0
Cds2	17.142857	0	0	0	120	0	0	0	0
Arid2	17.142857	0	0	120	0	0	0	0	0
Ano10	17.142857	0	0	0	120	0	0	0	0
Trit1	17.000000	0	0	119	0	0	0	0	0
Rtf2	17.000000	0	0	0	119	0	0	0	0
Rnf38	17.000000	0	0	0	119	0	0	0	0
Orc4	17.000000	0	0	0	119	0	0	0	0
Nrg2	17.000000	0	0	0	119	0	0	0	0
Nefh	17.000000	0	0	0	119	0	0	0	0
Mbd5	17.000000	0	0	0	119	0	0	0	0
Kat5	17.000000	0	0	0	119	0	0	0	0
Gpr146	17.000000	0	0	0	119	0	0	0	0
Fndc3b	17.000000	0	0	0	119	0	0	0	0
Dlx5	17.000000	0	0	0	119	0	0	0	0
Cd9	17.000000	0	0	0	119	0	0	0	0
Brwd1	17.000000	0	0	119	0	0	0	0	0
Ap1b1	17.000000	0	0	0	119	0	0	0	0
Zfp523	16.857143	0	0	0	118	0	0	0	0
Slc25a38	16.857143	0	0	0	118	0	0	0	0
Scn1b	16.857143	0	0	0	118	0	0	0	0
Rasa1	16.857143	0	0	0	118	0	0	0	0
Pou2f1	16.857143	0	0	0	118	0	0	0	0
P4hb	16.857143	0	0	0	118	0	0	0	0
Nipal1	16.857143	0	0	0	118	0	0	0	0
Mib2	16.857143	0	0	118	0	0	0	0	0
Hsp90ab1	16.857143	0	0	0	118	0	0	0	0
Fam110c	16.857143	0	0	0	118	0	0	0	0
Extl1	16.857143	0	0	0	118	0	0	0	0
Dhx32	16.857143	0	0	0	118	0	0	0	0
Cnga1	16.857143	0	0	0	118	0	0	0	0
Ccdc9	16.857143	0	0	0	118	0	0	0	0
Aopep	16.857143	0	0	118	0	0	0	0	0
Tufm	16.714286	0	0	0	117	0	0	0	0
Tmem214	16.714286	0	0	0	117	0	0	0	0
Ppp2r5d	16.714286	0	0	0	117	0	0	0	0
Pigm	16.714286	0	0	0	117	0	0	0	0
Pabpc4l	16.714286	0	0	0	117	0	0	0	0
Mvk	16.714286	0	0	0	117	0	0	0	0
Mtmr11	16.714286	0	0	117	0	0	0	0	0
Mpped2	16.714286	0	0	0	117	0	0	0	0
Mmp16	16.714286	0	0	0	117	0	0	0	0
Mmab	16.714286	0	0	0	117	0	0	0	0
Mid1	16.714286	117	0	0	0	0	0	0	0
Lztfl1	16.714286	0	0	117	0	0	0	0	0
Irf2bpl	16.714286	0	0	117	0	0	0	0	0
Dym	16.714286	0	0	117	0	0	0	0	0
Ccin	16.714286	0	0	0	117	0	0	0	0
Stk32b	16.571429	0	0	116	0	0	0	0	0
Rsph3b	16.571429	0	0	0	116	0	0	0	0
Ranbp9	16.571429	0	0	0	116	0	0	0	0
Lipt2	16.571429	0	0	0	116	0	0	0	0
Jag1	16.571429	0	0	0	116	0	0	0	0
Hhip	16.571429	0	0	0	116	0	0	0	0
Flvcr1	16.571429	0	0	0	116	0	0	0	0
Fech	16.571429	0	0	0	116	0	0	0	0
Chmp2b	16.571429	0	0	0	116	0	0	0	0
Ccdc97	16.571429	0	0	0	116	0	0	0	0
Xpnpep3	16.428571	0	0	0	115	0	0	0	0
Tjp1	16.428571	0	0	0	115	0	0	0	0
St13	16.428571	0	0	0	115	0	0	0	0
Slc26a2	16.428571	0	0	0	115	0	0	0	0
Runx1	16.428571	0	0	0	115	0	0	0	0
Rspo2	16.428571	0	0	0	115	0	0	0	0
Pigo	16.428571	0	0	0	115	0	0	0	0
Pcsk9	16.428571	0	0	0	115	0	0	0	0
Inhba	16.428571	0	0	0	115	0	0	0	0
Hivep2	16.428571	0	0	0	0	0	115	0	0
Fat3	16.428571	0	0	0	115	0	0	0	0
Cyp2f2	16.428571	115	0	0	0	0	0	0	0
Cldn11	16.428571	0	0	0	115	0	0	0	0
Bdkrb2	16.428571	0	0	0	115	0	0	0	0
Atf7	16.428571	0	0	0	115	0	0	0	0
Akap10	16.428571	0	0	0	115	0	0	0	0
Abhd2	16.428571	0	0	0	115	0	0	0	0
Xpr1	16.285714	0	0	0	114	0	0	0	0
Ublcp1	16.285714	0	0	0	114	0	0	0	0
Tob2	16.285714	0	0	0	114	0	0	0	0
Tmem211	16.285714	0	0	114	0	0	0	0	0
Thbd	16.285714	0	0	0	114	0	0	0	0
Srsf2	16.285714	0	0	0	114	0	0	0	0
Srl	16.285714	0	0	0	114	0	0	0	0
Rnd3	16.285714	0	0	0	114	0	0	0	0
Rarb	16.285714	0	0	0	114	0	0	0	0
Mfsd11	16.285714	0	0	0	114	0	0	0	0
Kcna1	16.285714	0	0	0	114	0	0	0	0
Igf2bp3	16.285714	0	0	0	114	0	0	0	0
Fzd2	16.285714	0	0	114	0	0	0	0	0
Fcgrt	16.285714	0	0	0	114	0	0	0	0
Fam53b	16.285714	0	0	0	114	0	0	0	0
Eif3m	16.285714	0	0	0	114	0	0	0	0
Dcaf5	16.285714	0	0	0	114	0	0	0	0
Cep131	16.285714	0	0	0	114	0	0	0	0
Atn1	16.285714	0	0	0	114	0	0	0	0
Zfp991	16.142857	0	0	0	113	0	0	0	0
Zdhhc1	16.142857	0	0	0	113	0	0	0	0
Wfs1	16.142857	0	0	0	113	0	0	0	0
Vars	16.142857	0	0	0	113	0	0	0	0
Ubtd2	16.142857	0	0	0	113	0	0	0	0
Twist2	16.142857	0	0	0	113	0	0	0	0
Rfx7	16.142857	0	0	0	113	0	0	0	0
Rbck1	16.142857	0	0	0	113	0	0	0	0
Ppdpf	16.142857	0	0	0	113	0	0	0	0
Polg2	16.142857	0	0	0	113	0	0	0	0
Lnpk	16.142857	0	0	113	0	0	0	0	0
Fat4	16.142857	0	0	113	0	0	0	0	0
D17H6S56E-5	16.142857	0	0	0	113	0	0	0	0
Cd83	16.142857	0	0	113	0	0	0	0	0
Arhgap19	16.142857	0	0	0	113	0	0	0	0
App	16.142857	0	0	0	113	0	0	0	0
Tsfm	16.000000	0	0	0	112	0	0	0	0
Tmem250-ps	16.000000	0	0	0	112	0	0	0	0
Rhobtb1	16.000000	0	0	0	112	0	0	0	0
Osbpl11	16.000000	0	0	0	112	0	0	0	0
Kif5b	16.000000	0	0	0	112	0	0	0	0
Iqca	16.000000	0	0	0	112	0	0	0	0
Hexim1	16.000000	0	0	0	112	0	0	0	0
Dact3	16.000000	0	0	0	112	0	0	0	0
Chfr	16.000000	0	0	0	112	0	0	0	0
A930033H14Rik	16.000000	0	0	0	112	0	0	0	0
9130401M01Rik	16.000000	0	0	0	112	0	0	0	0
Zfp697	15.857143	0	0	0	111	0	0	0	0
Vstm2l	15.857143	0	0	0	111	0	0	0	0
Snx2	15.857143	0	0	0	111	0	0	0	0
Slc25a13	15.857143	0	0	0	111	0	0	0	0
Selenos	15.857143	0	0	0	111	0	0	0	0
Rtn4	15.857143	0	0	0	111	0	0	0	0
Psmc6	15.857143	0	0	0	111	0	0	0	0
Primpol	15.857143	0	0	111	0	0	0	0	0
Ppp6c	15.857143	0	0	0	111	0	0	0	0
Oxct1	15.857143	0	0	0	111	0	0	0	0
Mxd3	15.857143	0	0	0	111	0	0	0	0
Morn2	15.857143	0	0	0	111	0	0	0	0
Micu1	15.857143	0	0	0	111	0	0	0	0
Kifbp	15.857143	0	0	0	0	0	111	0	0
Hey1	15.857143	0	0	0	111	0	0	0	0
Helz	15.857143	0	0	0	111	0	0	0	0
Golph3	15.857143	0	0	0	111	0	0	0	0
Ecsit	15.857143	0	0	0	111	0	0	0	0
Dhx57	15.857143	0	0	0	111	0	0	0	0
Casp3	15.857143	0	0	111	0	0	0	0	0
Btbd2	15.857143	0	0	0	111	0	0	0	0
Vps4b	15.714286	0	0	0	110	0	0	0	0
Tusc3	15.714286	0	0	0	110	0	0	0	0
Tgfbrap1	15.714286	0	0	0	110	0	0	0	0
Sowahc	15.714286	0	0	0	110	0	0	0	0
Septin10	15.714286	0	0	0	110	0	0	0	0
Sdk1	15.714286	0	0	0	110	0	0	0	0
Rnf146	15.714286	0	0	0	110	0	0	0	0
Rfesd	15.714286	0	0	0	110	0	0	0	0
Rassf9	15.714286	0	0	0	110	0	0	0	0
Psme4	15.714286	0	0	0	110	0	0	0	0
Polr3b	15.714286	0	0	0	110	0	0	0	0
Mtbp	15.714286	0	0	0	110	0	0	0	0
Mrpl13	15.714286	0	0	0	110	0	0	0	0
Luzp2	15.714286	0	0	0	110	0	0	0	0
Lmod1	15.714286	110	0	0	0	0	0	0	0
Eif2s3x	15.714286	0	0	0	110	0	0	0	0
Ecpas	15.714286	0	0	0	110	0	0	0	0
Cox7a2	15.714286	0	0	0	110	0	0	0	0
Celf6	15.714286	0	0	0	110	0	0	0	0
Btrc	15.714286	0	0	110	0	0	0	0	0
Atxn7l2	15.714286	0	0	110	0	0	0	0	0
Ankrd29	15.714286	0	0	0	110	0	0	0	0
AI597479	15.714286	0	0	0	110	0	0	0	0
Zfp622	15.571429	0	0	0	109	0	0	0	0
Usp30	15.571429	0	0	0	109	0	0	0	0
Tmem189	15.571429	0	0	0	109	0	0	0	0
Tctn1	15.571429	0	0	109	0	0	0	0	0
Rhbdd3	15.571429	0	0	0	109	0	0	0	0
Ppm1a	15.571429	0	0	0	109	0	0	0	0
Pef1	15.571429	0	0	109	0	0	0	0	0
Pcdhgc3	15.571429	0	0	0	109	0	0	0	0
Naprt	15.571429	0	0	109	0	0	0	0	0
Mast4	15.571429	0	0	0	109	0	0	0	0
Mafa	15.571429	0	0	109	0	0	0	0	0
Inpp5k	15.571429	0	0	0	109	0	0	0	0
Fam160b1	15.571429	0	0	109	0	0	0	0	0
Ewsr1	15.571429	0	0	0	109	0	0	0	0
Etl4	15.571429	0	0	0	109	0	0	0	0
Etfbkmt	15.571429	0	0	109	0	0	0	0	0
Elavl2	15.571429	0	0	109	0	0	0	0	0
Dtx1	15.571429	0	0	0	109	0	0	0	0
Ddx50	15.571429	0	0	0	109	0	0	0	0
Cdc42ep2	15.571429	0	0	0	109	0	0	0	0
Atp5g2	15.571429	0	0	0	109	0	0	0	0
Trappc9	15.428571	0	0	0	108	0	0	0	0
Tead4	15.428571	0	0	0	108	0	0	0	0
Ssr4	15.428571	0	0	0	108	0	0	0	0
Sh2d4a	15.428571	0	0	0	108	0	0	0	0
Sec23a	15.428571	0	0	0	108	0	0	0	0
Rsrp1	15.428571	0	0	0	108	0	0	0	0
Rnf31	15.428571	0	0	0	108	0	0	0	0
Psph	15.428571	0	0	0	108	0	0	0	0
Psme2	15.428571	0	0	0	108	0	0	0	0
Poc5	15.428571	0	0	108	0	0	0	0	0
Plcb4	15.428571	0	0	0	108	0	0	0	0
Phlpp2	15.428571	0	0	0	108	0	0	0	0
Pdpn	15.428571	0	0	0	108	0	0	0	0
Mrpl23	15.428571	0	0	0	108	0	0	0	0
Mink1	15.428571	0	0	0	108	0	0	0	0
Imp3	15.428571	0	0	0	108	0	0	0	0
Idh3g	15.428571	0	0	0	108	0	0	0	0
Gm5165	15.428571	0	0	0	108	0	0	0	0
Gemin2	15.428571	0	0	0	108	0	0	0	0
Foxc1	15.428571	0	0	0	108	0	0	0	0
Esyt2	15.428571	0	0	0	108	0	0	0	0
Cebpd	15.428571	0	0	0	108	0	0	0	0
Cct6a	15.428571	0	0	0	108	0	0	0	0
Bmpr2	15.428571	0	0	0	108	0	0	0	0
Arhgef28	15.428571	0	0	0	108	0	0	0	0
Arhgap42	15.428571	0	0	0	108	0	0	0	0
Zbtb37	15.285714	0	0	0	107	0	0	0	0
Slc35g3	15.285714	0	0	0	107	0	0	0	0
Sfrp2	15.285714	0	0	0	107	0	0	0	0
Ppp1r3e	15.285714	0	0	0	107	0	0	0	0
Polr2a	15.285714	0	0	0	107	0	0	0	0
Pccb	15.285714	0	0	0	107	0	0	0	0
Pafah1b1	15.285714	0	0	0	107	0	0	0	0
Mboat1	15.285714	0	0	0	107	0	0	0	0
Erich2	15.285714	0	0	0	107	0	0	0	0
Cadm2	15.285714	0	0	0	107	0	0	0	0
Ap1s1	15.285714	0	0	0	0	0	107	0	0
Ube3a	15.142857	0	0	0	106	0	0	0	0
Rab4b	15.142857	0	0	106	0	0	0	0	0
Prpf18	15.142857	0	0	0	106	0	0	0	0
Nuak2	15.142857	0	0	0	106	0	0	0	0
Nt5c2	15.142857	0	0	106	0	0	0	0	0
Misp	15.142857	0	0	0	106	0	0	0	0
Mia	15.142857	0	0	106	0	0	0	0	0
Lratd2	15.142857	0	0	0	106	0	0	0	0
Klf5	15.142857	0	0	0	106	0	0	0	0
Kif6	15.142857	0	0	0	106	0	0	0	0
4833420G17Rik	15.142857	0	0	0	106	0	0	0	0
Wdr90	15.000000	0	0	0	105	0	0	0	0
Vti1b	15.000000	0	0	0	105	0	0	0	0
Trim23	15.000000	0	0	0	105	0	0	0	0
Trappc13	15.000000	0	0	0	105	0	0	0	0
Shld3	15.000000	0	0	0	105	0	0	0	0
Ptp4a1	15.000000	0	0	0	105	0	0	0	0
Prkg1	15.000000	0	0	0	105	0	0	0	0
Pik3r3	15.000000	0	0	0	105	0	0	0	0
Pan2	15.000000	0	0	0	105	0	0	0	0
Ostm1	15.000000	0	0	0	105	0	0	0	0
Lmo4	15.000000	0	0	105	0	0	0	0	0
H2bc4	15.000000	0	0	105	0	0	0	0	0
H2ac6	15.000000	0	0	105	0	0	0	0	0
Gp5	15.000000	0	0	105	0	0	0	0	0
Egflam	15.000000	0	0	0	105	0	0	0	0
Cpped1	15.000000	0	0	0	105	0	0	0	0
Bmp7	15.000000	0	0	0	105	0	0	0	0
Zc3h3	14.857143	0	0	0	0	0	104	0	0
Ywhaq	14.857143	0	0	0	104	0	0	0	0
Wnt16	14.857143	0	0	0	104	0	0	0	0
Srek1	14.857143	0	0	0	104	0	0	0	0
Sdc2	14.857143	0	0	0	104	0	0	0	0
Samd10	14.857143	0	0	0	104	0	0	0	0
Rpl39	14.857143	0	0	0	104	0	0	0	0
Prpf6	14.857143	0	0	0	104	0	0	0	0
Pex5	14.857143	0	0	0	104	0	0	0	0
Pappa	14.857143	0	0	0	104	0	0	0	0
Oxa1l	14.857143	0	0	0	104	0	0	0	0
Laptm4a	14.857143	0	0	104	0	0	0	0	0
Kpna3	14.857143	0	0	0	104	0	0	0	0
Kmt5a	14.857143	0	0	0	104	0	0	0	0
Klhl18	14.857143	0	0	104	0	0	0	0	0
Kif9	14.857143	0	0	104	0	0	0	0	0
Art5	14.857143	0	0	0	0	0	104	0	0
Art1	14.857143	0	0	0	0	0	104	0	0
Sirt6	14.714286	0	0	0	103	0	0	0	0
Rbl1	14.714286	0	0	0	103	0	0	0	0
Rb1cc1	14.714286	0	0	0	103	0	0	0	0
Ptprg	14.714286	0	0	0	103	0	0	0	0
Nfib	14.714286	0	0	0	103	0	0	0	0
Nedd9	14.714286	0	0	0	103	0	0	0	0
Ncam2	14.714286	0	0	0	103	0	0	0	0
Mturn	14.714286	0	0	0	103	0	0	0	0
Gdf1	14.714286	0	0	0	0	0	103	0	0
Elf2	14.714286	0	0	0	103	0	0	0	0
Dgkz	14.714286	0	0	0	103	0	0	0	0
Cidea	14.714286	0	0	103	0	0	0	0	0
Cers1	14.714286	0	0	0	0	0	103	0	0
Atxn1	14.714286	0	0	0	103	0	0	0	0
Atp8a1	14.714286	0	0	0	103	0	0	0	0
Ankrd24	14.714286	0	0	0	103	0	0	0	0
Zfp689	14.571429	0	0	0	102	0	0	0	0
Wasl	14.571429	0	0	0	102	0	0	0	0
Usp32	14.571429	0	0	0	102	0	0	0	0
Ubxn6	14.571429	0	0	102	0	0	0	0	0
Ubb	14.571429	0	0	0	102	0	0	0	0
Tefm	14.571429	0	0	0	102	0	0	0	0
Sorbs3	14.571429	0	0	0	102	0	0	0	0
Snap47	14.571429	0	0	0	102	0	0	0	0
Smndc1	14.571429	0	0	0	102	0	0	0	0
Rbfox2	14.571429	0	0	0	102	0	0	0	0
Prickle1	14.571429	0	0	102	0	0	0	0	0
Plk2	14.571429	0	0	0	102	0	0	0	0
Phpt1	14.571429	0	0	0	102	0	0	0	0
Mamdc4	14.571429	0	0	0	102	0	0	0	0
Lgals8	14.571429	0	0	0	102	0	0	0	0
Jmjd4	14.571429	0	0	0	102	0	0	0	0
Ildr1	14.571429	0	0	102	0	0	0	0	0
Hdgfl2	14.571429	0	0	102	0	0	0	0	0
Hdac7	14.571429	0	0	0	102	0	0	0	0
Gtf2b	14.571429	0	0	0	102	0	0	0	0
Cdh22	14.571429	0	0	0	102	0	0	0	0
B3gat2	14.571429	0	0	0	102	0	0	0	0
Ajm1	14.571429	0	0	0	102	0	0	0	0
Acsl5	14.571429	0	0	0	102	0	0	0	0
Zhx2	14.428571	0	0	0	101	0	0	0	0
Trmt10c	14.428571	0	0	0	101	0	0	0	0
Trim2	14.428571	0	0	101	0	0	0	0	0
Sox4	14.428571	0	0	101	0	0	0	0	0
Smarca2	14.428571	0	0	0	101	0	0	0	0
Slc25a32	14.428571	0	0	0	101	0	0	0	0
Rab15	14.428571	0	0	0	101	0	0	0	0
Pak4	14.428571	0	0	101	0	0	0	0	0
Nrarp	14.428571	0	0	0	101	0	0	0	0
Fbxw10	14.428571	0	0	101	0	0	0	0	0
Eif4a3	14.428571	0	0	0	101	0	0	0	0
Dcaf13	14.428571	0	0	0	101	0	0	0	0
Cacfd1	14.428571	0	0	0	101	0	0	0	0
Zfat	14.285714	0	0	100	0	0	0	0	0
Ythdc2	14.285714	0	0	0	100	0	0	0	0
Tubb5	14.285714	0	0	0	100	0	0	0	0
Ttc41	14.285714	0	0	0	100	0	0	0	0
Spon2	14.285714	0	0	0	100	0	0	0	0
Niban1	14.285714	0	0	0	100	0	0	0	0
Mdc1	14.285714	0	0	0	100	0	0	0	0
Mcc	14.285714	0	0	0	100	0	0	0	0
Lpar1	14.285714	0	0	0	100	0	0	0	0
Hsp90b1	14.285714	0	0	0	100	0	0	0	0
Fam184b	14.285714	0	0	0	100	0	0	0	0
Eml1	14.285714	0	0	0	100	0	0	0	0
Csnk1g2	14.285714	0	0	0	100	0	0	0	0
Asxl1	14.285714	0	0	0	100	0	0	0	0
Ap4e1	14.285714	0	0	0	100	0	0	0	0
4930453N24Rik	14.285714	0	0	0	100	0	0	0	0
Zfp791	14.142857	0	0	99	0	0	0	0	0
