Target_genes	Egr1|Average	SRX12298591|B_cells	SRX10616114|Cerebellum	SRX10616115|Cerebellum	SRX122510|Dendritic_Cells	SRX122511|Dendritic_Cells	SRX122512|Dendritic_Cells	SRX122513|Dendritic_Cells	SRX9754949|Dendritic_Cells	SRX204724|Liver	SRX10616110|Prefrontal_Cortex	SRX10616111|Prefrontal_Cortex	STRING
Pink1	16.545455	182	0	0	0	0	0	0	0	0	0	0	0
Pck1	16.545455	0	0	0	0	0	0	0	0	182	0	0	0
Nicn1	16.545455	107	0	0	0	0	0	0	0	75	0	0	0
Mkln1	16.545455	0	0	0	0	0	0	0	0	182	0	0	0
Cks1b	16.545455	182	0	0	0	0	0	0	0	0	0	0	0
Cdk18	16.545455	0	0	0	0	0	0	0	0	182	0	0	0
Cdh12	16.545455	0	0	0	0	0	0	0	182	0	0	0	0
Add2	16.545455	0	0	182	0	0	0	0	0	0	0	0	0
Tnp2	16.454545	181	0	0	0	0	0	0	0	0	0	0	0
Tmem234	16.454545	0	0	181	0	0	0	0	0	0	0	0	0
Spta1	16.454545	0	0	0	0	0	0	0	181	0	0	0	0
Socs1	16.454545	181	0	0	0	0	0	0	0	0	0	0	0
Snx18	16.454545	181	0	0	0	0	0	0	0	0	0	0	0
Reep2	16.454545	181	0	0	0	0	0	0	0	0	0	0	0
Eif3i	16.454545	0	0	181	0	0	0	0	0	0	0	0	0
Eif2s3y	16.454545	0	109	72	0	0	0	0	0	0	0	0	0
Alb	16.454545	0	0	0	0	0	0	0	0	181	0	0	0
Agap3	16.454545	181	0	0	0	0	0	0	0	0	0	0	0
Acyp1	16.454545	181	0	0	0	0	0	0	0	0	0	0	0
Socs2	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Ppm1l	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Plpp6	16.363636	0	0	0	0	0	0	0	0	180	0	0	0
P2rx7	16.363636	0	0	0	0	0	0	180	0	0	0	0	0
Mios	16.363636	0	180	0	0	0	0	0	0	0	0	0	0
Gm6712	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Garem1	16.363636	0	0	0	0	0	0	0	0	180	0	0	0
Fnta	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Dut	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Dennd1a	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Cebpd	16.363636	0	0	0	0	0	0	0	0	180	0	0	0
Atg9b	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
Abcb8	16.363636	180	0	0	0	0	0	0	0	0	0	0	0
4430402I18Rik	16.363636	0	0	0	0	0	0	0	0	180	0	0	0
Zfp385b	16.272727	0	0	0	0	0	0	0	0	179	0	0	0
Srpk1	16.272727	179	0	0	0	0	0	0	0	0	0	0	0
Slc30a1	16.272727	179	0	0	0	0	0	0	0	0	0	0	0
Pimreg	16.272727	179	0	0	0	0	0	0	0	0	0	0	0
Mllt1	16.272727	179	0	0	0	0	0	0	0	0	0	0	0
Itpka	16.272727	0	0	0	0	0	0	0	0	179	0	0	0
Fga	16.272727	0	0	0	0	0	0	0	0	179	0	0	0
Cnih3	16.272727	0	0	0	0	0	0	179	0	0	0	0	0
Ccng1	16.272727	0	0	179	0	0	0	0	0	0	0	0	0
Atp1b2	16.272727	0	0	179	0	0	0	0	0	0	0	0	0
Aipl1	16.272727	179	0	0	0	0	0	0	0	0	0	0	0
Srd5a3	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Scai	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Scaf8	16.181818	104	74	0	0	0	0	0	0	0	0	0	0
Rbm25	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Ppard	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Grn	16.181818	0	0	0	0	0	0	0	0	178	0	0	0
Fnbp1	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Cep128	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Cdiptos	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Cdipt	16.181818	178	0	0	0	0	0	0	0	0	0	0	0
Acadl	16.181818	0	0	0	0	0	0	0	0	178	0	0	0
Trio	16.090909	0	0	0	0	0	0	0	0	177	0	0	0
Nxt2	16.090909	0	0	177	0	0	0	0	0	0	0	0	0
Nrn1	16.090909	0	0	0	0	0	0	0	0	177	0	0	0
Nipal1	16.090909	0	0	0	0	0	0	0	0	177	0	0	0
Morf4l1	16.090909	177	0	0	0	0	0	0	0	0	0	0	0
H2-Q8	16.090909	177	0	0	0	0	0	0	0	0	0	0	0
H2-Q6	16.090909	177	0	0	0	0	0	0	0	0	0	0	0
Galnt11	16.090909	80	97	0	0	0	0	0	0	0	0	0	0
Cnga1	16.090909	0	0	0	0	0	0	0	0	177	0	0	0
Chpt1	16.090909	0	0	0	0	0	0	0	0	177	0	0	0
Ube2e2	16.000000	0	0	0	0	0	0	0	0	176	0	0	0
Spata7	16.000000	0	0	176	0	0	0	0	0	0	0	0	0
Slc35a4	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Pgm2l1	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Gm5165	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Gins2	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Foxd2	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Efr3a	16.000000	0	0	176	0	0	0	0	0	0	0	0	0
Atp6v1g1	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Apbb3	16.000000	176	0	0	0	0	0	0	0	0	0	0	0
Zfr	15.909091	175	0	0	0	0	0	0	0	0	0	0	0
Stag2	15.909091	0	0	0	0	0	0	0	0	175	0	0	0
Proser3	15.909091	175	0	0	0	0	0	0	0	0	0	0	0
Pms1	15.909091	72	103	0	0	0	0	0	0	0	0	0	0
Ormdl1	15.909091	72	103	0	0	0	0	0	0	0	0	0	0
Necap1	15.909091	0	0	0	0	0	0	0	0	175	0	0	0
Jade3	15.909091	175	0	0	0	0	0	0	0	0	0	0	0
Hspb6	15.909091	175	0	0	0	0	0	0	0	0	0	0	0
Grhpr	15.909091	0	0	0	0	0	0	0	0	175	0	0	0
Fgfr4	15.909091	0	0	0	0	0	0	0	0	175	0	0	0
Fam136a	15.909091	175	0	0	0	0	0	0	0	0	0	0	0
Dok1	15.909091	0	0	0	0	0	0	0	0	175	0	0	0
Casp14	15.909091	0	0	0	0	0	0	0	0	175	0	0	0
Cables2	15.909091	175	0	0	0	0	0	0	0	0	0	0	0
Bicd1	15.909091	0	0	175	0	0	0	0	0	0	0	0	0
Tex38	15.818182	0	105	0	0	0	0	0	0	0	69	0	0
Syngr1	15.818182	0	0	0	0	0	0	0	0	174	0	0	0
Srrm2	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Sntg2	15.818182	0	0	0	0	0	0	0	0	174	0	0	0
Rnase10	15.818182	0	0	0	0	0	0	0	0	174	0	0	0
Rhog	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Rgs12	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Pmepa1	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Lypd11	15.818182	0	0	0	0	0	0	0	174	0	0	0	0
Lmln	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Idua	15.818182	0	0	174	0	0	0	0	0	0	0	0	0
Gca	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Espn	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Egr4	15.818182	0	0	174	0	0	0	0	0	0	0	0	0
Dram2	15.818182	0	0	174	0	0	0	0	0	0	0	0	0
Dipk2a	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Dgkq	15.818182	0	0	174	0	0	0	0	0	0	0	0	0
Ddx46	15.818182	0	0	174	0	0	0	0	0	0	0	0	0
Cept1	15.818182	0	0	174	0	0	0	0	0	0	0	0	0
Atpaf1	15.818182	0	105	0	0	0	0	0	0	0	69	0	0
2310009B15Rik	15.818182	174	0	0	0	0	0	0	0	0	0	0	0
Sra1	15.727273	0	0	173	0	0	0	0	0	0	0	0	0
Slc45a4	15.727273	0	0	0	0	0	0	0	0	173	0	0	0
Slc25a33	15.727273	173	0	0	0	0	0	0	0	0	0	0	0
Pxn	15.727273	173	0	0	0	0	0	0	0	0	0	0	0
Jade1	15.727273	0	0	0	0	0	0	0	0	173	0	0	0
Gmfb	15.727273	0	173	0	0	0	0	0	0	0	0	0	0
Galnt2	15.727273	0	0	0	0	0	0	0	0	173	0	0	0
E4f1	15.727273	0	173	0	0	0	0	0	0	0	0	0	0
Dlx2	15.727273	0	0	0	0	0	0	0	0	173	0	0	0
Dek	15.727273	173	0	0	0	0	0	0	0	0	0	0	0
4921524J17Rik	15.727273	173	0	0	0	0	0	0	0	0	0	0	0
Zcrb1	15.636364	0	172	0	0	0	0	0	0	0	0	0	0
Tpst2	15.636364	0	0	0	0	0	0	0	0	172	0	0	0
Pphln1	15.636364	0	172	0	0	0	0	0	0	0	0	0	0
Nucb2	15.636364	172	0	0	0	0	0	0	0	0	0	0	0
Nf2	15.636364	172	0	0	0	0	0	0	0	0	0	0	0
Neil1	15.636364	0	0	0	0	0	0	0	0	172	0	0	0
Gm2a	15.636364	0	0	172	0	0	0	0	0	0	0	0	0
Dnal4	15.636364	172	0	0	0	0	0	0	0	0	0	0	0
Cfap70	15.636364	172	0	0	0	0	0	0	0	0	0	0	0
Btbd17	15.636364	0	0	172	0	0	0	0	0	0	0	0	0
Bcl2l14	15.636364	0	0	0	0	0	0	0	0	172	0	0	0
Zfp949	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Ttc30a2	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Ttc30a1	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Sema4a	15.545455	0	0	0	0	0	0	0	0	171	0	0	0
Rnf146	15.545455	102	0	0	0	0	0	0	69	0	0	0	0
Ppp2r1b	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Pgk1	15.545455	171	0	0	0	0	0	0	0	0	0	0	0
Marchf5	15.545455	0	0	0	0	0	0	0	0	171	0	0	0
Lmtk3	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Hps3	15.545455	0	171	0	0	0	0	0	0	0	0	0	0
Gabarap	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Fgg	15.545455	0	0	0	0	0	0	0	0	171	0	0	0
Fbxo27	15.545455	0	171	0	0	0	0	0	0	0	0	0	0
Erlec1	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Depdc5	15.545455	171	0	0	0	0	0	0	0	0	0	0	0
Cpeb3	15.545455	0	0	0	0	0	0	0	0	171	0	0	0
Asb3	15.545455	0	0	171	0	0	0	0	0	0	0	0	0
Srf	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Slc27a2	15.454545	0	0	0	0	0	0	0	0	170	0	0	0
Sec23a	15.454545	0	0	170	0	0	0	0	0	0	0	0	0
Scnn1g	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Rap1gds1	15.454545	0	170	0	0	0	0	0	0	0	0	0	0
Pak4	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Nt5c3b	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Nek4	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Ncoa2	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Lin54	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Klhl10	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Id2	15.454545	0	0	170	0	0	0	0	0	0	0	0	0
Gemin2	15.454545	0	0	170	0	0	0	0	0	0	0	0	0
Elac2	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Ehbp1	15.454545	170	0	0	0	0	0	0	0	0	0	0	0
Atp1a3	15.454545	0	170	0	0	0	0	0	0	0	0	0	0
Trhde	15.363636	0	0	169	0	0	0	0	0	0	0	0	0
Tnfrsf9	15.363636	0	0	0	0	0	0	0	0	169	0	0	0
Tmem185b	15.363636	0	169	0	0	0	0	0	0	0	0	0	0
Slc7a6	15.363636	0	169	0	0	0	0	0	0	0	0	0	0
Sdc2	15.363636	0	0	169	0	0	0	0	0	0	0	0	0
Gbp2	15.363636	0	0	0	0	0	0	0	0	169	0	0	0
Fcgrt	15.363636	0	0	0	0	0	0	0	0	169	0	0	0
Cdh24	15.363636	169	0	0	0	0	0	0	0	0	0	0	0
Atxn3	15.363636	169	0	0	0	0	0	0	0	0	0	0	0
Zfp280b	15.272727	0	168	0	0	0	0	0	0	0	0	0	0
Slc16a11	15.272727	0	0	0	0	0	0	0	0	168	0	0	0
Sbf1	15.272727	0	168	0	0	0	0	0	0	0	0	0	0
Rpl11	15.272727	0	168	0	0	0	0	0	0	0	0	0	0
Ptprj	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Prune1	15.272727	0	0	168	0	0	0	0	0	0	0	0	0
Plekhm1	15.272727	0	0	168	0	0	0	0	0	0	0	0	0
Pim1	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Parp1	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Mybphl	15.272727	0	0	0	0	0	0	0	0	168	0	0	0
Mindy1	15.272727	0	0	168	0	0	0	0	0	0	0	0	0
Lrg1	15.272727	0	0	0	0	0	0	0	0	168	0	0	0
Gda	15.272727	0	0	0	0	0	0	0	0	168	0	0	0
Fam177a2	15.272727	0	0	168	0	0	0	0	0	0	0	0	0
Fam177a	15.272727	0	0	168	0	0	0	0	0	0	0	0	0
Diras2	15.272727	0	168	0	0	0	0	0	0	0	0	0	0
Cited4	15.272727	0	0	168	0	0	0	0	0	0	0	0	0
Cisd3	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Cdkl4	15.272727	0	0	0	0	0	0	0	0	168	0	0	0
Cd24a	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Arhgap33	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Acbd3	15.272727	0	168	0	0	0	0	0	0	0	0	0	0
AI467606	15.272727	168	0	0	0	0	0	0	0	0	0	0	0
Stx7	15.181818	167	0	0	0	0	0	0	0	0	0	0	0
Spatc1	15.181818	0	0	0	0	0	0	0	0	167	0	0	0
Nek7	15.181818	167	0	0	0	0	0	0	0	0	0	0	0
Miga1	15.181818	0	167	0	0	0	0	0	0	0	0	0	0
Mgrn1	15.181818	167	0	0	0	0	0	0	0	0	0	0	0
Kng1	15.181818	0	0	0	0	0	0	0	167	0	0	0	0
Kcnk13	15.181818	167	0	0	0	0	0	0	0	0	0	0	0
Inppl1	15.181818	0	0	0	0	0	0	0	0	167	0	0	0
Il16	15.181818	0	0	167	0	0	0	0	0	0	0	0	0
Ifitm2	15.181818	0	0	0	0	0	0	0	0	167	0	0	0
Golga4	15.181818	0	167	0	0	0	0	0	0	0	0	0	0
Fbxo4	15.181818	0	167	0	0	0	0	0	0	0	0	0	0
Asah1	15.181818	0	0	167	0	0	0	0	0	0	0	0	0
Zfp60	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Ube4b	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Sfr1	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Rnaset2b	15.090909	0	166	0	0	0	0	0	0	0	0	0	0
Nup188	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Nin	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Ifi47	15.090909	0	0	0	0	0	0	0	0	166	0	0	0
H13	15.090909	0	166	0	0	0	0	0	0	0	0	0	0
Gm10033	15.090909	0	0	166	0	0	0	0	0	0	0	0	0
Dolk	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Cdca7l	15.090909	166	0	0	0	0	0	0	0	0	0	0	0
Cab39	15.090909	0	166	0	0	0	0	0	0	0	0	0	0
Armc9	15.090909	0	0	166	0	0	0	0	0	0	0	0	0
Arhgap44	15.090909	0	166	0	0	0	0	0	0	0	0	0	0
Arap1	15.090909	0	0	166	0	0	0	0	0	0	0	0	0
Zyx	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Zfp68	15.000000	165	0	0	0	0	0	0	0	0	0	0	0
Zfp592	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Sapcd2	15.000000	165	0	0	0	0	0	0	0	0	0	0	0
Rdh7	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Rcc2	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Pi4kb	15.000000	0	165	0	0	0	0	0	0	0	0	0	0
Ndst1	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Gstp3	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Gldc	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Ctcfl	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Coro1c	15.000000	0	0	0	0	0	0	0	0	165	0	0	0
Bcl7a	15.000000	0	165	0	0	0	0	0	0	0	0	0	0
Arrb1	15.000000	165	0	0	0	0	0	0	0	0	0	0	0
Aen	15.000000	165	0	0	0	0	0	0	0	0	0	0	0
A430033K04Rik	15.000000	165	0	0	0	0	0	0	0	0	0	0	0
Zfp764	14.909091	0	0	164	0	0	0	0	0	0	0	0	0
Usp33	14.909091	0	0	164	0	0	0	0	0	0	0	0	0
Tspan7	14.909091	0	0	164	0	0	0	0	0	0	0	0	0
Tiparp	14.909091	0	0	0	0	0	0	0	0	164	0	0	0
Susd1	14.909091	0	0	0	0	0	0	0	0	164	0	0	0
Surf2	14.909091	0	0	164	0	0	0	0	0	0	0	0	0
Surf1	14.909091	0	0	164	0	0	0	0	0	0	0	0	0
Slc4a11	14.909091	0	0	0	0	0	0	164	0	0	0	0	0
Slc39a10	14.909091	0	0	0	0	0	0	0	0	164	0	0	0
Scaf4	14.909091	164	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a2	14.909091	164	0	0	0	0	0	0	0	0	0	0	0
Ankrd60	14.909091	164	0	0	0	0	0	0	0	0	0	0	0
Tspan4	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Tnrc6a	14.818182	82	0	81	0	0	0	0	0	0	0	0	0
Slc1a4	14.818182	0	0	163	0	0	0	0	0	0	0	0	0
Sfrp5	14.818182	0	163	0	0	0	0	0	0	0	0	0	0
Sco1	14.818182	0	0	163	0	0	0	0	0	0	0	0	0
Rnf14	14.818182	0	163	0	0	0	0	0	0	0	0	0	0
Rida	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Pop1	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Polr2l	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Plec	14.818182	0	0	0	0	0	0	0	0	163	0	0	0
Nfic	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Myl6	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Fam120a	14.818182	0	0	0	0	0	0	0	0	163	0	0	0
Erich4	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Dmac2	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	14.818182	0	0	0	0	0	0	0	0	163	0	0	0
Arid5a	14.818182	163	0	0	0	0	0	0	0	0	0	0	0
Adprm	14.818182	0	0	163	0	0	0	0	0	0	0	0	0
Zfpm1	14.727273	0	0	0	0	0	0	162	0	0	0	0	0
Tonsl	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Thrsp	14.727273	0	0	162	0	0	0	0	0	0	0	0	0
Serf2	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Septin5	14.727273	0	0	0	0	0	0	0	0	162	0	0	0
Rnf150	14.727273	0	0	162	0	0	0	0	0	0	0	0	0
Rbm43	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Pet117	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Map3k15	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Lrrc63	14.727273	0	0	0	0	0	0	0	0	162	0	0	0
Lcp1	14.727273	0	0	0	0	0	0	0	0	162	0	0	0
Kat14	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Cyp2d26	14.727273	0	0	0	0	0	0	0	0	162	0	0	0
Cuedc2	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Crem	14.727273	162	0	0	0	0	0	0	0	0	0	0	0
Chgb	14.727273	0	82	0	0	0	0	0	0	0	0	80	0
Atp2b2	14.727273	0	0	0	0	0	0	0	0	162	0	0	0
Vmn2r8	14.636364	0	0	0	0	0	0	0	161	0	0	0	0
Tdo2	14.636364	0	0	0	0	0	0	0	0	161	0	0	0
Spred2	14.636364	0	0	161	0	0	0	0	0	0	0	0	0
Spns1	14.636364	0	0	161	0	0	0	0	0	0	0	0	0
Sec24d	14.636364	161	0	0	0	0	0	0	0	0	0	0	0
Scamp1	14.636364	0	0	0	0	0	0	0	0	161	0	0	0
Runx1	14.636364	0	0	0	0	0	0	71	90	0	0	0	0
Pnpla3	14.636364	0	0	161	0	0	0	0	0	0	0	0	0
Gpr171	14.636364	0	0	0	0	0	0	0	0	161	0	0	0
Gna12	14.636364	161	0	0	0	0	0	0	0	0	0	0	0
Fsd1	14.636364	0	161	0	0	0	0	0	0	0	0	0	0
Ascl4	14.636364	0	161	0	0	0	0	0	0	0	0	0	0
Abhd17a	14.636364	161	0	0	0	0	0	0	0	0	0	0	0
Zfp799	14.545455	0	0	160	0	0	0	0	0	0	0	0	0
Zfp563	14.545455	0	0	160	0	0	0	0	0	0	0	0	0
Ttpa	14.545455	0	0	0	0	0	0	0	0	160	0	0	0
Tomm40l	14.545455	160	0	0	0	0	0	0	0	0	0	0	0
Tmem245	14.545455	160	0	0	0	0	0	0	0	0	0	0	0
Scarb1	14.545455	0	0	0	0	0	0	0	0	160	0	0	0
Rpl15	14.545455	0	0	160	0	0	0	0	0	0	0	0	0
Rabac1	14.545455	0	0	160	0	0	0	0	0	0	0	0	0
Plk5	14.545455	0	0	160	0	0	0	0	0	0	0	0	0
Nkiras1	14.545455	0	0	160	0	0	0	0	0	0	0	0	0
Mical2	14.545455	0	160	0	0	0	0	0	0	0	0	0	0
Mark2	14.545455	160	0	0	0	0	0	0	0	0	0	0	0
Igsf9b	14.545455	0	160	0	0	0	0	0	0	0	0	0	0
Hibch	14.545455	160	0	0	0	0	0	0	0	0	0	0	0
Gpsm2	14.545455	160	0	0	0	0	0	0	0	0	0	0	0
Ces1c	14.545455	0	0	0	0	0	0	0	0	160	0	0	0
Apoa2	14.545455	160	0	0	0	0	0	0	0	0	0	0	0
Slfn14	14.454545	0	0	159	0	0	0	0	0	0	0	0	0
Sgpl1	14.454545	159	0	0	0	0	0	0	0	0	0	0	0
Prex1	14.454545	159	0	0	0	0	0	0	0	0	0	0	0
Pif1	14.454545	0	0	0	0	0	0	0	0	159	0	0	0
Phc3	14.454545	0	159	0	0	0	0	0	0	0	0	0	0
Nip7	14.454545	0	159	0	0	0	0	0	0	0	0	0	0
Lrfn2	14.454545	0	0	159	0	0	0	0	0	0	0	0	0
Hrh2	14.454545	0	0	0	0	0	0	0	0	159	0	0	0
Cog8	14.454545	0	159	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	14.454545	159	0	0	0	0	0	0	0	0	0	0	0
Zfp93	14.363636	0	0	158	0	0	0	0	0	0	0	0	0
Zfp273	14.363636	0	0	158	0	0	0	0	0	0	0	0	0
Wdr31	14.363636	0	0	158	0	0	0	0	0	0	0	0	0
Tesmin	14.363636	158	0	0	0	0	0	0	0	0	0	0	0
R3hcc1	14.363636	0	0	158	0	0	0	0	0	0	0	0	0
Pip4k2c	14.363636	81	77	0	0	0	0	0	0	0	0	0	0
Pex7	14.363636	0	158	0	0	0	0	0	0	0	0	0	0
Lrrc47	14.363636	0	0	158	0	0	0	0	0	0	0	0	0
Klhdc1	14.363636	0	158	0	0	0	0	0	0	0	0	0	0
Irf2	14.363636	158	0	0	0	0	0	0	0	0	0	0	0
Gramd1a	14.363636	0	0	0	0	0	0	0	0	158	0	0	0
Chrdl2	14.363636	0	0	0	0	0	0	0	0	158	0	0	0
Ces1f	14.363636	0	0	0	0	0	0	0	0	158	0	0	0
Cd302	14.363636	0	0	0	0	0	0	0	0	158	0	0	0
Aspm	14.363636	158	0	0	0	0	0	0	0	0	0	0	0
Ap5b1	14.363636	158	0	0	0	0	0	0	0	0	0	0	0
Adipoq	14.363636	0	0	0	0	0	0	0	0	158	0	0	0
Stard10	14.272727	0	0	0	0	0	0	0	0	157	0	0	0
Serpinc1	14.272727	0	0	0	0	0	0	0	0	157	0	0	0
Septin9	14.272727	0	0	0	0	0	0	0	0	157	0	0	0
Ryr2	14.272727	0	0	157	0	0	0	0	0	0	0	0	0
Rundc3b	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
Phlpp1	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
Pea15a	14.272727	0	0	0	0	0	0	157	0	0	0	0	0
Pcbd2	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
Ipo9	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
Hdc	14.272727	0	0	157	0	0	0	0	0	0	0	0	0
H2-Q9	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
H2-Q7	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
Crlf3	14.272727	157	0	0	0	0	0	0	0	0	0	0	0
Agap1	14.272727	0	0	0	0	0	0	0	0	157	0	0	0
Zfp276	14.181818	156	0	0	0	0	0	0	0	0	0	0	0
Vps9d1	14.181818	156	0	0	0	0	0	0	0	0	0	0	0
Tbcd	14.181818	0	156	0	0	0	0	0	0	0	0	0	0
Sympk	14.181818	156	0	0	0	0	0	0	0	0	0	0	0
Sema6b	14.181818	156	0	0	0	0	0	0	0	0	0	0	0
Rnf43	14.181818	0	0	0	0	0	0	0	0	156	0	0	0
Pgd	14.181818	156	0	0	0	0	0	0	0	0	0	0	0
Map4k5	14.181818	0	156	0	0	0	0	0	0	0	0	0	0
Foxa3	14.181818	156	0	0	0	0	0	0	0	0	0	0	0
Elane	14.181818	0	0	0	0	0	0	0	0	156	0	0	0
Cobll1	14.181818	0	0	0	0	0	0	0	0	156	0	0	0
Chadl	14.181818	0	0	0	0	0	0	0	0	156	0	0	0
Bub3	14.181818	0	0	156	0	0	0	0	0	0	0	0	0
Atmin	14.181818	0	0	0	0	0	0	0	0	156	0	0	0
Atl1	14.181818	0	156	0	0	0	0	0	0	0	0	0	0
Atat1	14.181818	0	0	156	0	0	0	0	0	0	0	0	0
Zfp420	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Tmem169	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Tgfbr2	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Stap2	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Srrm4	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Slc9a5	14.090909	0	155	0	0	0	0	0	0	0	0	0	0
Sik3	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Sigmar1	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Rtn4rl1	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Rhpn2	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Rai1	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Pin4	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Pias3	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Pecr	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Mpnd	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Kat6a	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Itih1	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Ghrl	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
