Target_genes	Smad4|Average	SRX3014617|CD4+_T_cells	SRX3014618|CD4+_T_cells	SRX3014619|CD4+_T_cells	SRX3014620|CD4+_T_cells	SRX13508245|CD8+_T_cells	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX5251388|ES_cells	SRX4046280|Forelimb	SRX4061017|Forelimb	SRX4061018|Forelimb	SRX4061019|Forelimb	SRX4061020|Forelimb	SRX529265|Lung	SRX19498660|Microglia	SRX19498661|Microglia	SRX19498663|Microglia	SRX19498664|Microglia	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Mrvi1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	131	0	0	0	0	0	0	0	0	0	0
Ift74	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0
Gsdmc4	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	117	0	0	0	0	0	0	0	0	0	0	0
Gpr171	8.000000	130	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ch25h	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	99	0	0
Ankrd63	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0
Ankrd42	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	122	0	0	0	0	0	0	0	0	0	0	0
9930012K11Rik	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0
Wdr93	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	0	0	0	0	0	0	0	0	0	0	0
Vwa3b	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Trpc6	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Thnsl1	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Rpl6	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0
Ppp1r35	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0
Plin4	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0
Pex11a	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	145	0	0	0	0	0	0	0	0	0	0	0
Pcdha1	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	73	0	0	0	0	0	0	0	0	0	0	0
Nkrf	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	106	0	0	0	0	0	0	0	0	0	0
Mrc2	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Mcm5	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0
Kirrel3	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	100	0	0	0	0	0	0	0	0	0	0	0
Il12rb1	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	110	0	0	0
Gadl1	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	129	0	0	0	0	0	0	0	0	0	0	0
Eya2	7.962963	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Enkur	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Dnajb2	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	115	0	0	0	0
Col4a4	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Col4a3	7.962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	114	0	0	0	0	0	0	0	0	0	0	0
Wscd1	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	125	0	0	0	0	0
Syt10	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Rab24	7.925926	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
Prelid1	7.925926	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
Polr1e	7.925926	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0
Plekhg6	7.925926	0	0	0	0	0	79	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf6	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	91	0	0	0
Osr2	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	119	0	0	0	0	0
Olfr503	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Lrrcc1	7.925926	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Lime1	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Gdf3	7.925926	0	0	0	0	0	0	0	107	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxj1	7.925926	0	105	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw28	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Dipk2b	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0
Adgrg3	7.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0
Steap1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	127	0	0	0	0	0	0	0	0	0	0
Slc27a3	7.888889	0	0	0	0	0	0	0	107	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab30	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	136	0	0	0	0	0	0	0	0	0	0
Olig1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0
Npr1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	144	0	0	0	0	0	0	0	0	0	0
Krtap4-9	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Krtap4-8	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Igsf3	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	124	0	0	0	0	0	0	0	0	0	0	0
Hoxd13	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	102	0	0	0	0	0	0	0	0	0	0	0
Gm15127	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Gm15097	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Fgf12	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Exosc9	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0
Cyp24a1	7.888889	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
Cldn11	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0
Chrm1	7.888889	0	0	0	0	0	0	0	107	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cblif	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Bub1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Anxa7	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	104	0	0	0	0	0	0	0	0	0	0	0
Agpat4	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	141	0	0	0	0	0	0	0	0	0	0
Zfp385b	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	111	0	0	0	0	0	0	0	0	0	0	0
Trim15	7.851852	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Trim10	7.851852	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Suclg2	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	126	0	0	0	0	0
Slf1	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	79	0	0	0	0	0	0	0	0	0	0
Sec11a	7.851852	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
Rgs16	7.851852	123	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r14c	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	79	0	0	0	0	0	0	0	0	0	0	0
Mospd1	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	133	0	0	0	0
Isl1	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	97	0	0	0	0	0	0	0	0	0	0	0
Hoxc4	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	70	0	0	0	0	0	0	0	0	0	0	0
Fmo2	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0
Fam189a2	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	127	0	0	0	0	0	0	0	0	0	0	0
Dynlrb2	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0
Dcaf15	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	102	0	0	0	0	0
Cdkl4	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	109	0
Camk2b	7.851852	0	0	0	0	0	0	0	106	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascl2	7.851852	0	0	0	0	0	0	0	106	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408I21Rik	7.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	79	0	0	0	0	0	0	0	0	0	0
Ydjc	7.814815	104	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed9	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0
Tagln	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0
St8sia6	7.814815	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
Ntn5	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0
Mdfic	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	78	0	0	0	0	0	0	0	0	0	0	0
Chit1	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0
Ccdc116	7.814815	104	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkal1	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	78	0	0	0	0	0	0	0	0	0	0	0
Adad1	7.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	86	0	0	0	0	0	0	0	0	0	0	0
Zfp663	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	127	0	0	0	0	0	0	0	0	0	0
Xrcc4	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	124	0	0	0	0	0	0	0	0	0	0
Vrtn	7.777778	0	0	0	0	0	0	0	105	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp27x	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	119	0	0	0	0
Tmem167	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	124	0	0	0	0	0	0	0	0	0	0
Tab3	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0
Pcdha10	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	104	0	0	0	0	0	0	0	0	0	0	0
Palm3	7.777778	0	0	0	0	0	0	0	105	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myom2	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0
Mov10l1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	112	0	0	0	0	0	0	0	0	0	0	0
Mlc1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	112	0	0	0	0	0	0	0	0	0	0	0
Gm10024	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	105	0	0	0	0	0	0	0	0	0	0	0
Gdap1l1	7.777778	0	0	0	0	0	0	0	105	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp11	7.777778	0	0	0	0	0	0	0	104	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn3	7.777778	0	0	0	0	0	0	0	106	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akain1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	101	0	0	0	0	0	0	0	0	0	0	0
Adcy8	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	137	0	0	0	0	0	0	0	0	0	0	0
Zmat2	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	100	0	0	0	0	0	0	0	0	0	0
Trappc6a	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	127	0	0	0	0	0	0	0	0	0	0
Nfu1	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	95	0	0	0	0	0	0	0	0	0	0	0
Kcnab1	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	123	0	0	0	0	0	0	0	0	0	0	0
Ikbkg	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	109	0	0	0	0
Hbq1b	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	97	0	0	0	0	0	0	0	0	0	0	0
Hba-a2	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	97	0	0	0	0	0	0	0	0	0	0	0
Hba-a1	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	97	0	0	0	0	0	0	0	0	0	0	0
Cdc7	7.740741	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Calr3	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	119	0	0	0	0	0	0	0	0	0	0
Bloc1s3	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	127	0	0	0	0	0	0	0	0	0	0
1700030K09Rik	7.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	119	0	0	0	0	0	0	0	0	0	0
Traf7	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0
Traf3ip2	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	111	0	0	0	0	0	0	0	0	0	0
Topaz1	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	114	0	0	0	0	0	0	0	0	0	0	0
Rtn4r	7.703704	0	0	0	0	0	101	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhh2	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	92	0	0	0	0	0	0	0	0	0	0	0
Olfr823	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	114	0	0	0	0	0	0	0	0	0	0	0
Olfr1307	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0
Nrxn3	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	114	0	0	0	0	0	0	0	0	0	0	0
Mcm6	7.703704	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Klk14	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	105	0	0	0	0	0	0	0	0	0	0	0
Klhl3	7.703704	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Klf14	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	75	0	0	0	0	0	0	0	0	0	0	0
Igip	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	93	0	0	0	0
Hsd17b6	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	127	0	0	0	0	0	0	0	0	0	0
Gstm4	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	120	0	0	0	0	0	0	0	0	0	0
Gli2	7.703704	0	0	0	0	0	0	0	104	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut11	7.703704	117	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cstdc6	7.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	95	0	0	0	0	0	0	0	0	0	0	0
Acvr1c	7.703704	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Abcb6	7.703704	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0
Smyd3	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	92	0	0	0	0	0	0	0	0	0	0	0
Slc35b3	7.666667	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0
Sim1	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	82	0	0	0	0	0	0	0	0	0	0	0
Rxfp3	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	86	0	0	0	0	0	0	0	0	0	0	0
Rgs10	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	98	0	0	0	0
Rcor1	7.666667	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0
Neurod6	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	90	0	0	0	0	0	0	0	0	0	0	0
Lrrc75b	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Gadd45gip1	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	133	0	0	0	0	0	0	0	0	0	0
Fbxl16	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Fam3b	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	77	0	0	0	0	0	0	0	0	0	0	0
Eid2	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	117	0	0	0	0	0	0	0	0	0	0	0
Cyfip2	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	133	0	0	0	0
Ccdc89	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	135	0	0	0	0	0	0	0	0	0	0
Sowaha	7.629630	0	0	0	0	0	104	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl2	7.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0
Ltbp3	7.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Hprt	7.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	112	0	0	0	0	0	0	0	0	0	0
Efhc1	7.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	112	0	0	0	0	0	0	0	0	0	0
Dbn1	7.629630	0	0	0	0	0	0	0	104	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsa	7.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0
Ckap2	7.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	112	0	0	0	0	0
Cdhr2	7.629630	0	0	0	0	0	99	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb10	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	114	0	0	0	0	0	0	0	0	0	0
Wdr54	7.592593	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp5	7.592593	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
Rhox3a	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	104	0	0	0	0	0	0	0	0	0	0	0
Rhox2a	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	104	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb6	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	82	0	0	0	0	0	0	0	0	0	0	0
Pcdhga10	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	82	0	0	0	0	0	0	0	0	0	0	0
Pak6	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	116	0	0	0	0	0	0	0	0	0	0
Olfr194	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Msh2	7.592593	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
Lnpk	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	133	0	0	0	0	0	0	0	0	0	0	0
Krtap31-1	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	104	0	0	0	0	0	0	0	0	0	0	0
Gpr35	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Gabbr1	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	129	0	0	0	0	0
Fign	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	111	0	0	0	0	0	0	0	0	0	0	0
Cxcl9	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	104	0	0	0	0
Cnrip1	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	133	0	0	0	0	0	0	0	0	0	0	0
B3galnt1	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	80	0	0	0	0	0	0	0	0	0	0	0
1700003E16Rik	7.592593	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008P14Rik	7.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0
Zfp235	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0
Wdr17	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	63	0	0	0	0	0	0	0	0	0	0	0
Tyw1	7.555556	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
Slamf7	7.555556	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbds	7.555556	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
Rit1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	136	0	0	0	0
Raver2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	87	0	0	0	0	0	0	0	0	0	0	0
Prdm6	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	117	0	0	0	0	0	0	0	0	0	0	0
Plagl1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	110	0	0	0	0	0	0	0	0	0	0	0
Pcdhac1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	95	0	0	0	0	0	0	0	0	0	0	0
Me3	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	95	0	0	0	0	0	0	0	0	0	0	0
Lilra5	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Ifit1bl1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Hjv	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	118	0	0	0	0	0	0	0	0	0	0	0
Fam178b	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	120	0	0	0	0	0	0	0	0	0	0
Dnm3	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	72	0	0	0	0	0	0	0	0	0	0	0
