Target_genes	Tfap4|Average	SRX554972|CD8+_T_cells	SRX1726746|Germinal_Center	SRX1726747|Germinal_Center	STRING
Carm1	340.666667	424	256	342	0
1190005I06Rik	340.666667	1022	0	0	0
Yipf5	340.333333	223	406	392	0
Rpl23	340.333333	357	363	301	0
Rita1	340.333333	441	288	292	0
Ddx54	340.333333	441	288	292	0
Wipi1	340.000000	588	260	172	0
Wbp4	340.000000	417	309	294	0
Tomm34	340.000000	495	201	324	0
Stk4	340.000000	495	201	324	0
Elf1	340.000000	417	309	294	0
Cul2	340.000000	359	307	354	0
9130401M01Rik	340.000000	434	292	294	0
Pmel	339.666667	264	321	434	0
Pcyt1a	339.666667	889	0	130	0
Gpatch8	339.666667	472	247	300	0
Cdk2	339.666667	264	321	434	0
Ccdc88b	339.666667	263	282	474	0
Them6	339.333333	482	231	305	0
Zfp706	339.000000	169	395	453	0
Kansl1	339.000000	707	0	310	0
Eif5	339.000000	229	321	467	0
Zfp69	338.666667	234	437	345	0
Sgo2a	338.666667	822	0	194	0
Fam174c	338.666667	585	164	267	0
Atp6v0d2	338.666667	1016	0	0	0
Ap2m1	338.666667	354	197	465	0
Vps33a	338.333333	823	0	192	0
Slc35b2	338.333333	320	355	340	0
Sar1a	338.333333	336	172	507	0
Gpr146	338.333333	437	211	367	0
Ell2	338.333333	551	183	281	0
Asxl1	338.333333	661	151	203	0
Usp49	338.000000	368	285	361	0
Sema6d	338.000000	1014	0	0	0
Sec61a2	338.000000	475	306	233	0
Acly	338.000000	252	339	423	0
Tomt	337.666667	415	186	412	0
Tff1	337.666667	1013	0	0	0
Slc25a39	337.666667	143	293	577	0
Mrpl39	337.666667	452	149	412	0
Lamtor1	337.666667	415	186	412	0
Cnbp	337.666667	364	253	396	0
Add1	337.666667	321	368	324	0
Zkscan6	337.333333	161	437	414	0
Lrrc32	337.333333	291	308	413	0
Fbxo11	337.333333	460	228	324	0
Rgs9	337.000000	820	0	191	0
Pgp	337.000000	760	0	251	0
Bricd5	337.000000	760	0	251	0
Tssk6	336.666667	684	114	212	0
Trip11	336.666667	860	0	150	0
Ppara	336.666667	225	289	496	0
Ndufa13	336.666667	684	114	212	0
Tbck	336.333333	219	296	494	0
Rubcn	336.333333	520	189	300	0
Rasal3	336.333333	767	128	114	0
Nr1d2	336.333333	442	228	339	0
Nfatc2	336.333333	464	186	359	0
Mturn	336.333333	641	140	228	0
Lemd3	336.333333	436	268	305	0
Ercc6	336.333333	589	131	289	0
Cdc14a	336.333333	873	0	136	0
Aimp1	336.333333	219	296	494	0
Aebp2	336.333333	242	266	501	0
Smn1	336.000000	336	247	425	0
Parp12	336.000000	854	0	154	0
Ndufa12	336.000000	515	229	264	0
Nab2	336.000000	819	0	189	0
Med16	336.000000	217	293	498	0
Ipp	336.000000	536	133	339	0
H6pd	336.000000	669	145	194	0
B4galt3	336.000000	474	200	334	0
Strn3	335.666667	401	198	408	0
Cipc	335.666667	381	252	374	0
Ap4s1	335.666667	401	198	408	0
Rad1	335.333333	226	321	459	0
Mul1	335.333333	517	219	270	0
Brix1	335.333333	226	321	459	0
Nus1	335.000000	420	364	221	0
Nfkbie	335.000000	646	192	167	0
Fdxacb1	335.000000	340	344	321	0
Epsti1	335.000000	1005	0	0	0
1110032A03Rik	335.000000	340	344	321	0
Utp3	334.666667	306	269	429	0
Ptprcap	334.666667	652	101	251	0
Pisd	334.666667	638	126	240	0
Mybl2	334.666667	322	315	367	0
Chsy1	334.666667	271	314	419	0
Ahsa2	334.666667	497	284	223	0
Nr4a2	334.333333	1003	0	0	0
Klhl24	334.333333	406	223	374	0
Zfp617	334.000000	566	191	245	0
Tpm1	334.000000	569	209	224	0
Tmem198	334.000000	299	326	377	0
Nelfa	334.000000	243	304	455	0
Chpf	334.000000	299	326	377	0
Setd5	333.666667	310	336	355	0
Rwdd3	333.666667	301	410	290	0
Ppp1r2	333.666667	355	384	262	0
Mnd1	333.666667	198	315	488	0
Usp53	333.333333	237	387	376	0
Ptdss2	333.333333	618	216	166	0
Fam234a	333.333333	271	261	468	0
Tuft1	333.000000	256	396	347	0
Trappc9	333.000000	325	355	319	0
Tmem123	333.000000	316	360	323	0
Rnf139	333.000000	290	233	476	0
Arhgef3	333.000000	599	195	205	0
Togaram1	332.666667	525	119	354	0
Ptprs	332.666667	766	0	232	0
Phlpp2	332.666667	664	170	164	0
Minpp1	332.666667	322	256	420	0
Klhl28	332.666667	525	119	354	0
Arid3a	332.666667	457	215	326	0
Tspan32	332.333333	997	0	0	0
Carnmt1	332.333333	527	223	247	0
Arrdc3	332.333333	268	252	477	0
4921524J17Rik	332.333333	540	156	301	0
Pdia4	332.000000	676	107	213	0
P4ha1	332.000000	425	247	324	0
Klhl3	332.000000	996	0	0	0
Gpn3	332.000000	387	217	392	0
Fam216a	332.000000	387	217	392	0
Ppp3r1	331.666667	244	293	458	0
H4c1	331.666667	714	100	181	0
H3c1	331.666667	714	100	181	0
H1f1	331.666667	714	100	181	0
Fntb	331.666667	553	210	232	0
Eefsec	331.666667	523	161	311	0
Smarcb1	331.333333	675	101	218	0
Rock1	331.333333	171	321	502	0
Map3k2	331.333333	525	195	274	0
Lzts3	331.333333	375	285	334	0
Zfp213	331.000000	304	265	424	0
Usp48	331.000000	388	250	355	0
Sltm	331.000000	419	189	385	0
Repin1	331.000000	365	267	361	0
Rap1gap2	331.000000	993	0	0	0
Napa	331.000000	594	120	279	0
Gm5111	331.000000	365	267	361	0
Card11	331.000000	993	0	0	0
C1galt1c1	331.000000	641	165	187	0
Vdac2	330.333333	403	177	411	0
Uxs1	330.333333	331	245	415	0
Tigd5	330.333333	492	243	256	0
Slc25a27	330.333333	138	262	591	0
Rad23a	330.333333	537	238	216	0
Eef1d	330.333333	492	243	256	0
Drg1	330.333333	672	154	165	0
Cyp39a1	330.333333	138	262	591	0
Zfp53	330.000000	832	0	158	0
Max	330.000000	318	237	435	0
Hes1	330.000000	522	153	315	0
Fam117a	330.000000	739	117	134	0
Erbb3	330.000000	852	0	138	0
Alg1	330.000000	637	142	211	0
Zfp688	329.666667	639	148	202	0
Uri1	329.666667	194	399	396	0
Pradc1	329.666667	416	245	328	0
Cct7	329.666667	416	245	328	0
Slc27a1	329.333333	823	0	165	0
Rsu1	329.333333	805	0	183	0
Polg2	329.333333	517	120	351	0
Nxnl1	329.333333	823	0	165	0
Lmbrd1	329.333333	338	222	428	0
Cenpc1	329.333333	332	324	332	0
Tox2	329.000000	399	276	312	0
Tns2	329.000000	634	140	213	0
Map4k1	329.000000	513	117	357	0
Fam133b	329.000000	318	253	416	0
Eif3k	329.000000	513	117	357	0
Cacfd1	329.000000	165	429	393	0
Myo10	328.666667	530	189	267	0
Misp3	328.666667	986	0	0	0
Micu1	328.666667	173	378	435	0
Atp5e	328.666667	506	237	243	0
Prkd2	328.333333	819	0	166	0
Kras	328.333333	257	264	464	0
Zfp91	328.000000	580	133	271	0
Rexo5	328.000000	476	154	354	0
Lpxn	328.000000	580	133	271	0
Eri2	328.000000	476	154	354	0
Ddn	328.000000	984	0	0	0
Uap1	327.666667	194	429	360	0
Gatb	327.666667	293	312	378	0
Dbndd2	327.666667	983	0	0	0
Abraxas2	327.666667	477	301	205	0
Ube2k	327.333333	564	169	249	0
Fam149b	327.333333	266	228	488	0
Ecd	327.333333	266	228	488	0
Dr1	327.333333	357	244	381	0
Lrrc57	327.000000	695	75	211	0
Hid1	327.000000	981	0	0	0
Haus2	327.000000	695	75	211	0
Fbp2	327.000000	981	0	0	0
Dvl3	327.000000	350	341	290	0
Smurf2	326.666667	286	323	371	0
Sf3b5	326.666667	510	184	286	0
Pnpla7	326.666667	675	125	180	0
Mrps17	326.666667	197	222	561	0
Mrpl41	326.666667	675	125	180	0
Haus1	326.666667	227	390	363	0
Elf2	326.666667	387	235	358	0
Eif4e2	326.666667	459	174	347	0
Cers5	326.666667	372	282	326	0
Rpl37	326.333333	330	301	348	0
Znrf3	326.000000	139	372	467	0
Triobp	326.000000	342	248	388	0
Sf3b1	326.000000	155	397	426	0
Pld3	326.000000	445	245	288	0
Gclc	326.000000	546	218	214	0
Fbrsl1	326.000000	373	194	411	0
Eloa	326.000000	286	182	510	0
2310022A10Rik	326.000000	445	245	288	0
Snx11	325.666667	466	219	292	0
Mrpl17	325.666667	148	332	497	0
Hyls1	325.666667	496	165	316	0
Riox2	325.333333	354	278	344	0
Ptma	325.333333	531	0	445	0
Nin	325.000000	691	113	171	0
Zfp729b	324.666667	390	242	342	0
Epc1	324.666667	335	196	443	0
Atad2b	324.666667	392	204	378	0
Zfp523	324.333333	434	281	258	0
Prpf3	324.333333	504	244	225	0
N6amt1	324.333333	535	197	241	0
Mrps2	324.333333	504	152	317	0
Marchf7	324.333333	202	388	383	0
Crbn	324.333333	410	248	315	0
Atp5g3	324.333333	355	281	337	0
1700007K13Rik	324.333333	504	152	317	0
Tor1a	324.000000	213	392	367	0
Slc16a1	324.000000	692	109	171	0
Nmnat1	324.000000	440	223	309	0
Micos10	324.000000	446	285	241	0
Lzic	324.000000	440	223	309	0
Dgcr8	324.000000	260	354	358	0
Mlx	323.666667	198	246	527	0
Mfng	323.666667	781	0	190	0
Exosc9	323.666667	236	293	442	0
Coasy	323.666667	198	246	527	0
Sap30	323.333333	375	278	317	0
Chuk	323.333333	662	141	167	0
Tent2	323.000000	498	178	293	0
Spidr	323.000000	183	364	422	0
Sgo1	323.000000	563	97	309	0
Rnf103	323.000000	485	239	245	0
Fam53b	323.000000	969	0	0	0
Ndst2	322.666667	335	262	371	0
Ksr1	322.666667	505	154	309	0
Vps39	322.333333	596	0	371	0
Rcan3	322.333333	200	297	470	0
Ddhd2	322.333333	503	141	323	0
Cenpw	322.333333	568	190	209	0
Zscan29	322.000000	539	157	270	0
Usp33	322.000000	178	343	445	0
Tm9sf3	322.000000	217	399	350	0
Syt11	322.000000	467	201	298	0
Mrpl1	322.000000	457	230	279	0
Malt1	322.000000	249	263	454	0
Cyfip2	322.000000	745	121	100	0
Actr10	322.000000	188	433	345	0
Ppwd1	321.666667	543	218	204	0
Cenpk	321.666667	543	218	204	0
Arid1a	321.666667	180	389	396	0
Abhd17c	321.666667	150	376	439	0
Rpl9	321.333333	323	329	312	0
Phf5a	321.333333	287	316	361	0
Mccc1	321.333333	355	327	282	0
Lias	321.333333	323	329	312	0
Gpatch2l	321.333333	328	248	388	0
Ddx42	321.333333	385	219	360	0
Ccdc47	321.333333	385	219	360	0
Aco2	321.333333	287	316	361	0
Stk25	321.000000	218	352	393	0
Ppp1r10	320.666667	616	185	161	0
Mrps18b	320.666667	616	185	161	0
Ints14	320.666667	276	364	322	0
Cd9	320.666667	962	0	0	0
Ccz1	320.666667	697	131	134	0
Xkr7	320.333333	561	250	150	0
Parm1	320.333333	490	0	471	0
Guk1	320.333333	435	206	320	0
Fbxo31	320.333333	491	235	235	0
Tmem222	320.000000	422	255	283	0
Pole3	320.000000	378	233	349	0
Phf20l1	320.000000	252	304	404	0
Csgalnact2	320.000000	173	310	477	0
Alad	320.000000	378	233	349	0
4933430I17Rik	320.000000	378	233	349	0
Zbtb26	319.666667	300	410	249	0
Tssk1	319.666667	579	215	165	0
Rora	319.666667	868	0	91	0
Ppp2r5c	319.666667	520	220	219	0
Polr2c	319.666667	489	145	325	0
Poldip3	319.666667	435	126	398	0
Mthfd1l	319.666667	427	265	267	0
Gabpb1	319.666667	425	209	325	0
Dgcr2	319.666667	579	215	165	0
Ift52	319.333333	270	304	384	0
Etv5	319.333333	588	193	177	0
Trafd1	319.000000	551	166	240	0
Tmem38b	319.000000	565	186	206	0
Slc35b4	319.000000	356	302	299	0
Shoc2	319.000000	387	278	292	0
Mbd3	319.000000	362	270	325	0
Kdm1a	319.000000	282	297	378	0
Fam172a	319.000000	568	176	213	0
Bbip1	319.000000	387	278	292	0
Hps6	318.666667	320	289	347	0
Armh3	318.666667	320	289	347	0
Tigd2	318.333333	175	362	418	0
Taf4	318.333333	564	126	265	0
Tada2b	318.333333	400	179	376	0
Pnkd	318.333333	270	310	375	0
Crocc	318.333333	149	386	420	0
Ccdc96	318.333333	400	179	376	0
Trp53rkb	318.000000	585	197	172	0
Rps27l	318.000000	311	332	311	0
Mrpl58	318.000000	470	190	294	0
Med4	318.000000	397	264	293	0
Kif20b	318.000000	208	326	420	0
Fyttd1	318.000000	465	189	300	0
Ankhd1	318.000000	774	96	84	0
Zfp292	317.666667	545	166	242	0
Stxbp2	317.666667	518	210	225	0
Sirt5	317.666667	953	0	0	0
Polr3f	317.666667	725	0	228	0
Ndufb5	317.666667	296	215	442	0
Mrpl47	317.666667	296	215	442	0
Fgfrl1	317.666667	753	0	200	0
Dzank1	317.666667	725	0	228	0
Ddx5	317.666667	348	226	379	0
Cep95	317.666667	348	226	379	0
Tob1	317.333333	249	359	344	0
Tmod3	317.333333	772	81	99	0
Mapkap1	317.333333	380	211	361	0
Lratd2	317.333333	952	0	0	0
Lhx5	317.333333	952	0	0	0
Dusp3	317.333333	786	166	0	0
Ctsd	317.333333	515	151	286	0
Cfap97d1	317.333333	786	166	0	0
Apmap	317.333333	574	143	235	0
Tubgcp6	317.000000	350	279	322	0
Slain1	317.000000	225	347	379	0
Rfx1	317.000000	479	172	300	0
Plcl2	317.000000	733	0	218	0
Mllt10	317.000000	417	188	346	0
Mis18bp1	317.000000	282	235	434	0
Gdpgp1	317.000000	221	297	433	0
Gcc2	317.000000	461	216	274	0
Exosc8	317.000000	195	241	515	0
Dlg4	317.000000	402	261	288	0
Cib1	317.000000	221	297	433	0
Alg5	317.000000	195	241	515	0
Capza2	316.666667	167	198	585	0
Bckdhb	316.666667	542	138	270	0
Pigq	316.333333	391	204	354	0
Nhlrc4	316.333333	391	204	354	0
Ndfip2	316.333333	555	154	240	0
Ino80e	316.333333	733	0	216	0
Hirip3	316.333333	733	0	216	0
B230219D22Rik	316.333333	638	152	159	0
Pitpna	316.000000	391	113	444	0
Jund	316.000000	387	231	330	0
Iqcn	316.000000	387	231	330	0
Dennd4a	316.000000	501	205	242	0
Arid5b	316.000000	834	0	114	0
Zfp276	315.666667	345	256	346	0
Vps9d1	315.666667	345	256	346	0
Slc38a9	315.666667	519	181	247	0
Rnf215	315.666667	184	249	514	0
Eif4h	315.666667	298	255	394	0
Dnaaf4	315.666667	782	0	165	0
Cpm	315.666667	314	293	340	0
Akap11	315.666667	283	190	474	0
Tax1bp3	315.333333	670	154	122	0
Emc6	315.333333	670	154	122	0
Cdk5r2	315.333333	754	0	192	0
Atp2a3	315.333333	513	115	318	0
Wdr45b	315.000000	236	233	476	0
Upf3b	315.000000	811	0	134	0
Snx27	315.000000	190	338	417	0
Slc18a1	315.000000	350	236	359	0
Nsun6	315.000000	307	287	351	0
Lime1	315.000000	945	0	0	0
Erlec1	315.000000	500	144	301	0
Cyba	315.000000	756	0	189	0
Atp6v1b2	315.000000	350	236	359	0
Atg101	315.000000	238	426	281	0
Asb3	315.000000	500	144	301	0
Arl5b	315.000000	307	287	351	0
Tyw5	314.666667	458	210	276	0
Trim36	314.666667	366	207	371	0
Secisbp2	314.666667	321	133	490	0
Pafah1b1	314.666667	284	384	276	0
Mia3	314.666667	213	307	424	0
Maip1	314.666667	458	210	276	0
Zfp846	314.333333	260	318	365	0
Smim3	314.000000	942	0	0	0
Rnf11	314.000000	535	133	274	0
Mrpl15	314.000000	419	179	344	0
Bloc1s5	314.000000	378	220	344	0
Frs2	313.666667	349	335	257	0
Ttll11	313.333333	327	207	406	0
Pja2	313.333333	175	366	399	0
Cand1	313.333333	160	287	493	0
Twf2	313.000000	120	358	461	0
Rnf24	313.000000	199	274	466	0
Rcbtb1	313.000000	281	292	366	0
Ppm1m	313.000000	120	358	461	0
Irgm1	313.000000	215	236	488	0
Irgc1	313.000000	832	0	107	0
Cox7a2	313.000000	218	379	342	0
Tfg	312.666667	306	297	335	0
Snx2	312.666667	194	365	379	0
Cep152	312.666667	456	235	247	0
Tmem260	312.333333	352	244	341	0
Rnf149	312.333333	177	328	432	0
Prune1	312.333333	545	169	223	0
Pfas	312.333333	343	261	333	0
Mindy1	312.333333	545	169	223	0
Kdm8	312.333333	372	310	255	0
Irf2	312.333333	434	158	345	0
Hnrnpdl	312.333333	345	185	407	0
Enoph1	312.333333	345	185	407	0
Cyth3	312.333333	611	149	177	0
Ppih	312.000000	303	295	338	0
Ankrd17	312.000000	213	318	405	0
Ubr5	311.666667	155	333	447	0
Tmem161b	311.666667	173	357	405	0
Mdm2	311.666667	357	224	354	0
Mageb3	311.666667	265	321	349	0
Hsd17b1	311.666667	162	246	527	0
Hddc2	311.666667	185	376	374	0
Ctdspl2	311.666667	265	321	349	0
Capn15	311.666667	479	160	296	0
Znhit6	311.333333	539	113	282	0
Ube2z	311.333333	397	230	307	0
Sigirr	311.333333	818	116	0	0
Senp5	311.333333	507	210	217	0
Rasl10a	311.333333	934	0	0	0
Pigk	311.333333	226	279	429	0
Icmt	311.333333	178	303	453	0
Gas2l1	311.333333	934	0	0	0
Brwd1	311.333333	540	89	305	0
Zw10	311.000000	243	247	443	0
Tpi1	311.000000	933	0	0	0
Srpk1	311.000000	292	269	372	0
Spsb2	311.000000	933	0	0	0
Smarce1	311.000000	459	155	319	0
Rnf19b	311.000000	378	221	334	0
Colgalt1	311.000000	330	255	348	0
Cc2d1a	311.000000	410	183	340	0
Agps	311.000000	286	349	298	0
4930432K21Rik	311.000000	410	183	340	0
Zzz3	310.666667	412	237	283	0
Oaz2	310.666667	160	358	414	0
Map3k8	310.666667	932	0	0	0
Afap1l2	310.666667	932	0	0	0
Ddb2	310.333333	115	292	524	0
Atad5	310.333333	371	248	312	0
Ift57	310.000000	564	210	156	0
Ankrd28	310.000000	299	252	379	0
Ube2n	309.666667	209	282	438	0
Tmem30a	309.666667	525	145	259	0
Synj1	309.666667	626	139	164	0
Ivns1abp	309.666667	531	186	212	0
H2bc6	309.666667	594	125	210	0
Dact3	309.666667	517	190	222	0
Csde1	309.666667	431	190	308	0
Ccser2	309.666667	409	258	262	0
Bzw1	309.666667	289	264	376	0
Aicda	309.666667	0	463	466	0
Tmem88	309.333333	462	186	280	0
Tmem115	309.333333	151	350	427	0
Sumo2	309.333333	255	170	503	0
Naa38	309.333333	462	186	280	0
Cyb5d1	309.333333	462	186	280	0
Cstf3	309.333333	419	225	284	0
Chid1	309.333333	291	369	268	0
Rab6a	309.000000	488	230	209	0
Dnajc10	309.000000	406	202	319	0
Zfp692	308.666667	594	0	332	0
Timm22	308.666667	639	74	213	0
Supv3l1	308.666667	234	226	466	0
Ncoa5	308.666667	325	343	258	0
Lrrc1	308.666667	289	166	471	0
Hpcal1	308.666667	343	373	210	0
Gad1	308.666667	731	0	195	0
Vma21	308.333333	602	162	161	0
Socs5	308.333333	412	273	240	0
Scfd2	308.333333	619	169	137	0
Psip1	308.333333	447	183	295	0
Pomt1	308.333333	481	215	229	0
Fip1l1	308.333333	619	169	137	0
Dvl1	308.333333	189	319	417	0
Tnp2	308.000000	467	137	320	0
Socs1	308.000000	467	137	320	0
Fam3c	307.666667	338	234	351	0
Arf4	307.666667	347	289	287	0
Stag1	307.333333	370	182	370	0
Fbxo48	307.333333	480	242	200	0
Exosc10	307.333333	551	133	238	0
Asb13	307.333333	249	212	461	0
Zranb2	307.000000	366	221	334	0
Gm10509	307.000000	824	0	97	0
Csnk2a1	307.000000	262	284	375	0
Tcf4	306.666667	259	302	359	0
Rexo2	306.666667	536	154	230	0
Rbm28	306.666667	648	128	144	0
Mtrf1l	306.666667	127	416	377	0
Ccng2	306.666667	434	199	287	0
Cbfa2t3	306.666667	528	208	184	0
Birc2	306.666667	372	265	283	0
Baiap2l1	306.666667	316	311	293	0
Zfc3h1	306.333333	368	178	373	0
Wdr31	306.333333	369	158	392	0
Thap2	306.333333	368	178	373	0
Stx16	306.333333	499	172	248	0
Glrx3	306.333333	329	308	282	0
Cdk11b	306.333333	345	192	382	0
Zbtb9	306.000000	426	276	216	0
Dclre1b	306.000000	305	233	380	0
Ccr6	306.000000	765	0	153	0
Ap4b1	306.000000	305	233	380	0
Tmem217	305.666667	439	233	245	0
Tgfbr1	305.666667	363	181	373	0
Tbc1d22b	305.666667	439	233	245	0
Lgals8	305.666667	198	281	438	0
1700122O11Rik	305.666667	917	0	0	0
Tm2d2	305.333333	246	257	413	0
Romo1	305.333333	590	159	167	0
Nfs1	305.333333	590	159	167	0
Kif23	305.333333	295	315	306	0
H4c4	305.333333	594	112	210	0
Guf1	305.333333	230	259	427	0
Grn	305.333333	395	129	392	0
Foxp1	305.333333	825	0	91	0
Arcn1	305.333333	656	156	104	0
Adam9	305.333333	246	257	413	0
Thoc1	305.000000	452	264	199	0
Nol4l	305.000000	915	0	0	0
Mpp7	305.000000	214	196	505	0
Acaa2	305.000000	433	210	272	0
Vcan	304.666667	725	0	189	0
Shox2	304.666667	731	0	183	0
Nde1	304.666667	216	345	353	0
Mki67	304.666667	516	221	177	0
Mecr	304.666667	233	278	403	0
Marf1	304.666667	216	345	353	0
Kcnh2	304.666667	914	0	0	0
Zfp664	304.333333	423	198	292	0
Sphk2	304.333333	302	324	287	0
Slc30a7	304.333333	601	101	211	0
Sharpin	304.333333	257	273	383	0
Rxylt1	304.333333	253	204	456	0
Rpl18	304.333333	302	324	287	0
Maf1	304.333333	257	273	383	0
Ifna13	304.333333	359	208	346	0
Gm35339	304.333333	257	273	383	0
Extl2	304.333333	601	101	211	0
Cstf1	304.333333	323	246	344	0
Cd164	304.333333	368	243	302	0
Ccdc92	304.333333	423	198	292	0
Aurka	304.333333	323	246	344	0
Arhgap39	304.333333	153	310	450	0
Rrm1	304.000000	546	158	208	0
Clcn3	304.000000	431	243	238	0
Cd80	304.000000	912	0	0	0
Naa30	303.333333	171	255	484	0
Csnk1g2	303.333333	512	122	276	0
Zpbp	303.000000	473	162	274	0
Trnt1	303.000000	247	265	397	0
Syf2	303.000000	277	228	404	0
Spata48	303.000000	473	162	274	0
Mrpl22	303.000000	290	300	319	0
Med14	303.000000	502	219	188	0
Lfng	303.000000	909	0	0	0
Ifngr1	303.000000	433	229	247	0
Gemin5	303.000000	290	300	319	0
Foxn2	303.000000	283	399	227	0
Mier1	302.666667	309	238	361	0
Rab2a	302.333333	306	183	418	0
Gpr137	302.333333	316	251	340	0
Dnajc25	302.333333	696	0	211	0
Bad	302.333333	316	251	340	0
Akt1	302.333333	907	0	0	0
Slc7a1	302.000000	486	226	194	0
Rassf2	302.000000	276	239	391	0
Crebrf	302.000000	360	259	287	0
Zmynd19	301.666667	372	251	282	0
Vps13d	301.666667	330	253	322	0
Trpm7	301.666667	459	198	248	0
Thap1	301.666667	366	157	382	0
Styxl1	301.666667	439	205	261	0
Ralb	301.666667	568	120	217	0
Mdh2	301.666667	439	205	261	0
Dennd2d	301.666667	641	128	136	0
Vps16	301.333333	735	0	169	0
Ubox5	301.333333	452	195	257	0
Smim40	301.333333	356	152	396	0
Pced1a	301.333333	735	0	169	0
Fastkd5	301.333333	452	195	257	0
Daxx	301.333333	356	152	396	0
Cdkl5	301.333333	904	0	0	0
Txnl4b	301.000000	415	212	276	0
Tchp	301.000000	343	196	364	0
Tac4	301.000000	578	0	325	0
Pogk	301.000000	406	248	249	0
Phrf1	301.000000	275	213	415	0
Lrpprc	301.000000	224	243	436	0
Dhx38	301.000000	415	212	276	0
Ciz1	301.000000	385	178	340	0
Zhx1	300.666667	265	258	379	0
Usp37	300.666667	377	258	267	0
Slc7a5	300.666667	199	385	318	0
Slc25a4	300.666667	436	220	246	0
Hsf2	300.666667	393	208	301	0
E130308A19Rik	300.666667	335	272	295	0
Dcun1d4	300.666667	365	185	352	0
Cry2	300.666667	404	197	301	0
Cnot9	300.666667	377	258	267	0
Ccdc112	300.666667	169	346	387	0
Nipsnap3b	300.333333	187	297	417	0
Mrps9	300.333333	647	83	171	0
Chrac1	300.333333	375	191	335	0
Aftph	300.333333	362	195	344	0
Zbtb4	300.000000	722	0	178	0
Vwa1	300.000000	764	136	0	0
Kank2	300.000000	900	0	0	0
Irf1	300.000000	385	203	312	0
Fam187a	300.000000	283	278	339	0
Eftud2	300.000000	283	278	339	0
Ccdc103	300.000000	283	278	339	0
Ube4a	299.666667	249	258	392	0
Stmn1	299.666667	486	175	238	0
Mob2	299.666667	604	99	196	0
Mcm9	299.666667	118	445	336	0
Pofut1	299.333333	176	350	372	0
Plagl2	299.333333	176	350	372	0
Dlgap2	299.333333	898	0	0	0
Zpr1	299.000000	303	208	386	0
Sumo3	299.000000	187	251	459	0
Nr6a1	299.000000	224	171	502	0
Lims1	299.000000	251	321	325	0
H2bc4	299.000000	533	156	208	0
H2ac6	299.000000	533	156	208	0
Grpel2	299.000000	273	281	343	0
Ccna2	299.000000	242	283	372	0
Apoa5	299.000000	303	208	386	0
Smg7	298.666667	420	208	268	0
Pacsin2	298.666667	538	81	277	0
Mef2a	298.666667	380	142	374	0
Fbxo7	298.666667	447	224	225	0
9930111J21Rik2	298.666667	896	0	0	0
9930111J21Rik1	298.666667	896	0	0	0
Rapgef6	298.333333	449	263	183	0
Kdm3a	298.333333	418	205	272	0
Ginm1	298.333333	265	430	200	0
Eif5a	298.333333	562	148	185	0
Cxxc1	298.333333	298	285	312	0
Adsl	298.000000	718	0	176	0
Actr2	298.000000	320	162	412	0
Ubac1	297.666667	131	213	549	0
Glt28d2	297.666667	199	228	466	0
Fignl1	297.666667	530	124	239	0
Disp1	297.666667	657	0	236	0
Cebpd	297.666667	736	0	157	0
Ccny	297.666667	334	176	383	0
2610301B20Rik	297.666667	772	0	121	0
Topbp1	297.333333	178	281	433	0
Tdrd3	297.333333	240	270	382	0
Gnptab	297.333333	281	182	429	0
Galnt10	297.333333	403	274	215	0
Fam8a1	297.333333	230	218	444	0
Elac1	297.333333	211	243	438	0
Dpp8	297.333333	211	243	438	0
Rptor	297.000000	491	176	224	0
Pak2	297.000000	275	200	416	0
Heatr5a	297.000000	287	229	375	0
Gnb1	297.000000	203	294	394	0
Dgkg	297.000000	707	0	184	0
Dazap2	297.000000	391	202	298	0
Cd8a	297.000000	891	0	0	0
Zfp142	296.666667	481	231	178	0
Kifc1	296.666667	200	193	497	0
Copb1	296.666667	429	133	328	0
Casp8ap2	296.666667	527	215	148	0
Bcs1l	296.666667	481	231	178	0
Arrdc2	296.666667	535	152	203	0
A130010J15Rik	296.666667	393	226	271	0
1110038F14Rik	296.666667	537	173	180	0
Scmh1	296.333333	807	0	82	0
Nek1	296.333333	164	289	436	0
Man2b2	296.333333	476	234	179	0
Il23a	296.333333	717	172	0	0
Gk5	296.333333	227	332	330	0
Canx	296.333333	197	323	369	0
Atp6v1fnb	296.333333	586	0	303	0
Atp6v1f	296.333333	586	0	303	0
Vegfb	296.000000	500	127	261	0
Trpt1	296.000000	500	127	261	0
Tmem177	296.000000	123	313	452	0
Pgls	296.000000	334	225	329	0
Nudt22	296.000000	500	127	261	0
Myl12a	296.000000	331	195	362	0
Mthfd2	296.000000	644	127	117	0
Lrig2	296.000000	624	94	170	0
Fam83e	296.000000	302	324	262	0
Dnajc4	296.000000	500	127	261	0
Socs2	295.666667	887	0	0	0
Olfr806	295.666667	343	237	307	0
Ing2	295.666667	182	380	325	0
Csk	295.666667	290	261	336	0
Taco1	295.333333	518	156	212	0
