Target_genes	Gli3|Average	SRX20599249|Cortex	SRX23462396|Embryonic_brains	SRX23462397|Embryonic_brains	SRX23462398|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Acvrl1	26.600000	133	0	0	0	0	0
Abcg8	26.600000	133	0	0	0	0	0
Abca13	26.600000	133	0	0	0	0	0
6430628N08Rik	26.600000	133	0	0	0	0	0
Ucn2	26.400000	132	0	0	0	0	0
Thbs4	26.400000	132	0	0	0	0	0
Tbx1	26.400000	132	0	0	0	0	0
Sox8	26.400000	132	0	0	0	0	0
Sox15	26.400000	132	0	0	0	0	0
Plekhn1	26.400000	132	0	0	0	0	0
Pld6	26.400000	132	0	0	0	0	0
Pla2g2e	26.400000	132	0	0	0	0	0
Nt5el	26.400000	132	0	0	0	0	0
Nt5c2	26.400000	132	0	0	0	0	0
Ncmap	26.400000	132	0	0	0	0	0
Lrrn4	26.400000	132	0	0	0	0	0
Klhl17	26.400000	132	0	0	0	0	0
Kcna7	26.400000	132	0	0	0	0	0
Ina	26.400000	132	0	0	0	0	0
Cic	26.400000	132	0	0	0	0	0
B3gnt6	26.400000	132	0	0	0	0	0
Ascl2	26.400000	132	0	0	0	0	0
Angel1	26.400000	132	0	0	0	0	0
1600014C23Rik	26.400000	132	0	0	0	0	0
Wnt11	26.200000	131	0	0	0	0	0
Tmem221	26.200000	131	0	0	0	0	0
Sphk2	26.200000	131	0	0	0	0	0
Slc6a2	26.200000	131	0	0	0	0	0
Shank3	26.200000	131	0	0	0	0	0
Pnpla1	26.200000	131	0	0	0	0	0
Pias4	26.200000	131	0	0	0	0	0
Nrxn1	26.200000	131	0	0	0	0	0
Mtarc1	26.200000	131	0	0	0	0	0
Map6	26.200000	131	0	0	0	0	0
Lrrc47	26.200000	131	0	0	0	0	0
Hs3st4	26.200000	131	0	0	0	0	0
Hoxb4	26.200000	131	0	0	0	0	0
Cpt1b	26.200000	131	0	0	0	0	0
Chkb	26.200000	131	0	0	0	0	0
Zyg11a	26.000000	130	0	0	0	0	0
Ubxn10	26.000000	130	0	0	0	0	0
Trex1	26.000000	130	0	0	0	0	0
Tpst2	26.000000	130	0	0	0	0	0
Tnni2	26.000000	130	0	0	0	0	0
Sytl1	26.000000	130	0	0	0	0	0
Syt8	26.000000	130	0	0	0	0	0
Smpd5	26.000000	130	0	0	0	0	0
Shisa5	26.000000	130	0	0	0	0	0
Selenoo	26.000000	130	0	0	0	0	0
Prss41	26.000000	130	0	0	0	0	0
Prph2	26.000000	130	0	0	0	0	0
Ppia	26.000000	130	0	0	0	0	0
Pla2g2c	26.000000	130	0	0	0	0	0
Oxtr	26.000000	130	0	0	0	0	0
Olfr585	26.000000	130	0	0	0	0	0
Olfr1166	26.000000	130	0	0	0	0	0
Mnx1	26.000000	130	0	0	0	0	0
Mmp17	26.000000	130	0	0	0	0	0
Kcns1	26.000000	130	0	0	0	0	0
Itln1	26.000000	130	0	0	0	0	0
Hdhd3	26.000000	130	0	0	0	0	0
H2-L	26.000000	130	0	0	0	0	0
H2-D1	26.000000	130	0	0	0	0	0
Fam174c	26.000000	130	0	0	0	0	0
Crocc	26.000000	130	0	0	0	0	0
Cirbp	26.000000	130	0	0	0	0	0
Arhgap45	26.000000	130	0	0	0	0	0
Tnxb	25.800000	129	0	0	0	0	0
Prss50	25.800000	129	0	0	0	0	0
Prkcd	25.800000	129	0	0	0	0	0
Pld4	25.800000	129	0	0	0	0	0
Onecut2	25.800000	129	0	0	0	0	0
Nudt15	25.800000	0	129	0	0	0	0
Kcnk4	25.800000	129	0	0	0	0	0
Ino80e	25.800000	129	0	0	0	0	0
Ikzf4	25.800000	129	0	0	0	0	0
Hirip3	25.800000	129	0	0	0	0	0
Evpl	25.800000	129	0	0	0	0	0
Dao	25.800000	129	0	0	0	0	0
Cyp26a1	25.800000	129	0	0	0	0	0
Cluh	25.800000	129	0	0	0	0	0
Cebpd	25.800000	129	0	0	0	0	0
Adcy4	25.800000	129	0	0	0	0	0
Zfp704	25.600000	0	0	0	128	0	0
Tmem63b	25.600000	0	128	0	0	0	0
Tcea3	25.600000	128	0	0	0	0	0
Shox2	25.600000	128	0	0	0	0	0
Mrpl14	25.600000	0	128	0	0	0	0
Kcnip3	25.600000	128	0	0	0	0	0
Jph4	25.600000	128	0	0	0	0	0
Jph2	25.600000	128	0	0	0	0	0
Izumo1	25.600000	128	0	0	0	0	0
Hmx2	25.600000	128	0	0	0	0	0
Helz	25.600000	128	0	0	0	0	0
Gpr158	25.600000	128	0	0	0	0	0
Gm4779	25.600000	128	0	0	0	0	0
Gm3488	25.600000	128	0	0	0	0	0
Fut1	25.600000	128	0	0	0	0	0
Fgf21	25.600000	128	0	0	0	0	0
Fam181a	25.600000	128	0	0	0	0	0
Elavl3	25.600000	128	0	0	0	0	0
Disc1	25.600000	128	0	0	0	0	0
Dcst2	25.600000	128	0	0	0	0	0
Dcst1	25.600000	128	0	0	0	0	0
Ccdc120	25.600000	128	0	0	0	0	0
Ankrd33	25.600000	128	0	0	0	0	0
8030474K03Rik	25.600000	128	0	0	0	0	0
Socs5	25.400000	0	127	0	0	0	0
Slc27a4	25.400000	127	0	0	0	0	0
Rbm15b	25.400000	0	127	0	0	0	0
Ptgs1	25.400000	127	0	0	0	0	0
Plekhh3	25.400000	127	0	0	0	0	0
Micos13	25.400000	127	0	0	0	0	0
Marchf9	25.400000	127	0	0	0	0	0
Magel2	25.400000	127	0	0	0	0	0
Klf10	25.400000	127	0	0	0	0	0
Il22ra1	25.400000	127	0	0	0	0	0
Grem1	25.400000	127	0	0	0	0	0
Bmp8a	25.400000	127	0	0	0	0	0
Bcan	25.400000	127	0	0	0	0	0
Arc	25.400000	127	0	0	0	0	0
Ankle1	25.400000	127	0	0	0	0	0
Vsx2	25.200000	126	0	0	0	0	0
Terb1	25.200000	126	0	0	0	0	0
Spaca4	25.200000	126	0	0	0	0	0
Snx14	25.200000	0	126	0	0	0	0
Slc22a6	25.200000	126	0	0	0	0	0
Ripk3	25.200000	126	0	0	0	0	0
Ptf1a	25.200000	126	0	0	0	0	0
Padi6	25.200000	126	0	0	0	0	0
Nudt8	25.200000	126	0	0	0	0	0
Map4k2	25.200000	126	0	0	0	0	0
Map3k21	25.200000	126	0	0	0	0	0
Lyrm2	25.200000	126	0	0	0	0	0
Kl	25.200000	126	0	0	0	0	0
Grrp1	25.200000	126	0	0	0	0	0
Dcaf15	25.200000	126	0	0	0	0	0
Col18a1	25.200000	126	0	0	0	0	0
Adamts15	25.200000	126	0	0	0	0	0
Zfp553	25.000000	125	0	0	0	0	0
Tspan10	25.000000	125	0	0	0	0	0
Theg	25.000000	125	0	0	0	0	0
Slc6a16	25.000000	125	0	0	0	0	0
Slc52a2	25.000000	125	0	0	0	0	0
Rpl18	25.000000	125	0	0	0	0	0
Pck2	25.000000	125	0	0	0	0	0
Fuz	25.000000	125	0	0	0	0	0
Fndc10	25.000000	125	0	0	0	0	0
Fbxl6	25.000000	125	0	0	0	0	0
Fam83e	25.000000	125	0	0	0	0	0
Epb41l3	25.000000	125	0	0	0	0	0
Dlgap2	25.000000	125	0	0	0	0	0
Cend1	25.000000	125	0	0	0	0	0
Cdh15	25.000000	125	0	0	0	0	0
Cd37	25.000000	125	0	0	0	0	0
Ccdc13	25.000000	125	0	0	0	0	0
Strc	24.800000	124	0	0	0	0	0
Ssbp2	24.800000	0	124	0	0	0	0
Sox17	24.800000	124	0	0	0	0	0
Ret	24.800000	124	0	0	0	0	0
Ptk7	24.800000	124	0	0	0	0	0
Psmb8	24.800000	124	0	0	0	0	0
Olfm2	24.800000	124	0	0	0	0	0
Klk8	24.800000	124	0	0	0	0	0
Itgb1	24.800000	0	124	0	0	0	0
Hspa1a	24.800000	124	0	0	0	0	0
Gdf7	24.800000	124	0	0	0	0	0
Fem1a	24.800000	124	0	0	0	0	0
Cygb	24.800000	124	0	0	0	0	0
Coprs	24.800000	0	124	0	0	0	0
Adap2	24.800000	124	0	0	0	0	0
Ust	24.600000	123	0	0	0	0	0
Usp30	24.600000	123	0	0	0	0	0
Ush1g	24.600000	123	0	0	0	0	0
Unc79	24.600000	123	0	0	0	0	0
Tyk2	24.600000	123	0	0	0	0	0
Tubg2	24.600000	123	0	0	0	0	0
Trim25	24.600000	123	0	0	0	0	0
Treml2	24.600000	123	0	0	0	0	0
Tnfrsf1b	24.600000	123	0	0	0	0	0
Tnfaip1	24.600000	123	0	0	0	0	0
Thsd1	24.600000	123	0	0	0	0	0
Tceal3	24.600000	123	0	0	0	0	0
Taf1a	24.600000	123	0	0	0	0	0
Tacr3	24.600000	123	0	0	0	0	0
Sv2a	24.600000	123	0	0	0	0	0
Susd3	24.600000	123	0	0	0	0	0
Srcap	24.600000	123	0	0	0	0	0
Sost	24.600000	123	0	0	0	0	0
Smim41	24.600000	123	0	0	0	0	0
Slitrk4	24.600000	123	0	0	0	0	0
Slc46a2	24.600000	123	0	0	0	0	0
Sec24a	24.600000	123	0	0	0	0	0
Sctr	24.600000	123	0	0	0	0	0
Scg5	24.600000	123	0	0	0	0	0
Rsbn1	24.600000	123	0	0	0	0	0
Rrp9	24.600000	123	0	0	0	0	0
Rnf144b	24.600000	123	0	0	0	0	0
Rhd	24.600000	123	0	0	0	0	0
Rbm34	24.600000	123	0	0	0	0	0
Qpct	24.600000	123	0	0	0	0	0
Ptprt	24.600000	123	0	0	0	0	0
Pth2r	24.600000	123	0	0	0	0	0
Prss54	24.600000	123	0	0	0	0	0
Prkacb	24.600000	123	0	0	0	0	0
Pop5	24.600000	123	0	0	0	0	0
Polrmt	24.600000	123	0	0	0	0	0
Podn	24.600000	123	0	0	0	0	0
Plekhd1	24.600000	123	0	0	0	0	0
Pld1	24.600000	123	0	0	0	0	0
Plbd1	24.600000	123	0	0	0	0	0
Plaat1	24.600000	123	0	0	0	0	0
Pigyl	24.600000	123	0	0	0	0	0
Piezo2	24.600000	123	0	0	0	0	0
Phf2	24.600000	123	0	0	0	0	0
Pcsk9	24.600000	123	0	0	0	0	0
Pcbd1	24.600000	123	0	0	0	0	0
Pax2	24.600000	123	0	0	0	0	0
Parp3	24.600000	123	0	0	0	0	0
Ovol1	24.600000	123	0	0	0	0	0
Otud5	24.600000	123	0	0	0	0	0
Otop2	24.600000	123	0	0	0	0	0
Osmr	24.600000	123	0	0	0	0	0
Olfr544	24.600000	123	0	0	0	0	0
Odf3b	24.600000	123	0	0	0	0	0
Nudcd3	24.600000	123	0	0	0	0	0
Nhlrc1	24.600000	123	0	0	0	0	0
Nfxl1	24.600000	123	0	0	0	0	0
Mst1r	24.600000	123	0	0	0	0	0
Msrb3	24.600000	123	0	0	0	0	0
Msc	24.600000	123	0	0	0	0	0
Mri1	24.600000	123	0	0	0	0	0
Mif	24.600000	123	0	0	0	0	0
Med26	24.600000	123	0	0	0	0	0
Mamld1	24.600000	123	0	0	0	0	0
Lyl1	24.600000	123	0	0	0	0	0
Lvrn	24.600000	123	0	0	0	0	0
Lsm11	24.600000	123	0	0	0	0	0
Lrfn4	24.600000	123	0	0	0	0	0
Lingo2	24.600000	123	0	0	0	0	0
Lin28a	24.600000	123	0	0	0	0	0
Ksr1	24.600000	123	0	0	0	0	0
Krt90	24.600000	123	0	0	0	0	0
Klhdc9	24.600000	123	0	0	0	0	0
Kcnh4	24.600000	123	0	0	0	0	0
Kbtbd6	24.600000	123	0	0	0	0	0
Kank1	24.600000	123	0	0	0	0	0
Itga10	24.600000	123	0	0	0	0	0
Ins1	24.600000	123	0	0	0	0	0
Iho1	24.600000	123	0	0	0	0	0
Ift20	24.600000	123	0	0	0	0	0
Htr5b	24.600000	123	0	0	0	0	0
Hoxb9	24.600000	123	0	0	0	0	0
Hnrnpf	24.600000	123	0	0	0	0	0
Hexb	24.600000	123	0	0	0	0	0
Hcrt	24.600000	123	0	0	0	0	0
Hand2	24.600000	123	0	0	0	0	0
H2-Oa	24.600000	123	0	0	0	0	0
Gstt1	24.600000	123	0	0	0	0	0
Grik4	24.600000	123	0	0	0	0	0
Grhl3	24.600000	123	0	0	0	0	0
Gpr179	24.600000	123	0	0	0	0	0
Gng11	24.600000	123	0	0	0	0	0
Gm15501	24.600000	123	0	0	0	0	0
Gm14288	24.600000	123	0	0	0	0	0
Gm10499	24.600000	123	0	0	0	0	0
Gldn	24.600000	123	0	0	0	0	0
G0s2	24.600000	123	0	0	0	0	0
Fam155a	24.600000	123	0	0	0	0	0
Esyt3	24.600000	123	0	0	0	0	0
Eif4h	24.600000	123	0	0	0	0	0
Eif4ebp2	24.600000	123	0	0	0	0	0
Eda	24.600000	123	0	0	0	0	0
Ebf2	24.600000	123	0	0	0	0	0
Dock6	24.600000	123	0	0	0	0	0
Dgkd	24.600000	123	0	0	0	0	0
Depdc1b	24.600000	123	0	0	0	0	0
Dbx2	24.600000	123	0	0	0	0	0
Dact3	24.600000	123	0	0	0	0	0
Dab2ip	24.600000	123	0	0	0	0	0
D8Ertd738e	24.600000	123	0	0	0	0	0
Cyp4f39	24.600000	123	0	0	0	0	0
Crbn	24.600000	123	0	0	0	0	0
Corin	24.600000	123	0	0	0	0	0
Cog3	24.600000	123	0	0	0	0	0
Cnpy1	24.600000	123	0	0	0	0	0
Clba1	24.600000	123	0	0	0	0	0
Cdh5	24.600000	123	0	0	0	0	0
Cda	24.600000	123	0	0	0	0	0
Ccdc184	24.600000	123	0	0	0	0	0
Car7	24.600000	123	0	0	0	0	0
Camk1g	24.600000	123	0	0	0	0	0
Bdnf	24.600000	123	0	0	0	0	0
BC048562	24.600000	123	0	0	0	0	0
Atp13a2	24.600000	123	0	0	0	0	0
Aspscr1	24.600000	123	0	0	0	0	0
Arrdc4	24.600000	123	0	0	0	0	0
Alx4	24.600000	123	0	0	0	0	0
Abcc8	24.600000	123	0	0	0	0	0
9930021J03Rik	24.600000	123	0	0	0	0	0
Zfp273	24.400000	122	0	0	0	0	0
Zbtb25	24.400000	0	122	0	0	0	0
Zbtb1	24.400000	0	122	0	0	0	0
Rhno1	24.400000	122	0	0	0	0	0
Rem2	24.400000	122	0	0	0	0	0
Rasd2	24.400000	122	0	0	0	0	0
Ptgdr2	24.400000	122	0	0	0	0	0
Ogfod3	24.400000	0	122	0	0	0	0
Mmp25	24.400000	122	0	0	0	0	0
Mbp	24.400000	122	0	0	0	0	0
Mafk	24.400000	122	0	0	0	0	0
Igf2bp3	24.400000	0	122	0	0	0	0
Hexdc	24.400000	0	122	0	0	0	0
Foxn4	24.400000	122	0	0	0	0	0
Foxm1	24.400000	122	0	0	0	0	0
Edn3	24.400000	122	0	0	0	0	0
Dapk3	24.400000	122	0	0	0	0	0
Coasy	24.400000	122	0	0	0	0	0
Cldn5	24.400000	122	0	0	0	0	0
Arhgap30	24.400000	122	0	0	0	0	0
Ano1	24.400000	122	0	0	0	0	0
Aldh1b1	24.400000	122	0	0	0	0	0
AI593442	24.400000	122	0	0	0	0	0
6030468B19Rik	24.400000	122	0	0	0	0	0
Ywhaz	24.200000	121	0	0	0	0	0
Wnk4	24.200000	121	0	0	0	0	0
Tppp3	24.200000	121	0	0	0	0	0
Rgl2	24.200000	121	0	0	0	0	0
Oxct2a	24.200000	121	0	0	0	0	0
Nxph3	24.200000	121	0	0	0	0	0
Lcat	24.200000	121	0	0	0	0	0
Kazald1	24.200000	121	0	0	0	0	0
Isyna1	24.200000	121	0	0	0	0	0
Gata4	24.200000	121	0	0	0	0	0
Ecel1	24.200000	121	0	0	0	0	0
Cyren	24.200000	121	0	0	0	0	0
Cyp1a1	24.200000	121	0	0	0	0	0
Crhr2	24.200000	121	0	0	0	0	0
Zfyve28	24.000000	120	0	0	0	0	0
Wdr24	24.000000	120	0	0	0	0	0
Specc1l	24.000000	0	120	0	0	0	0
Sdc3	24.000000	120	0	0	0	0	0
Scrt1	24.000000	120	0	0	0	0	0
Pqlc3	24.000000	120	0	0	0	0	0
Oplah	24.000000	120	0	0	0	0	0
Hint1	24.000000	0	120	0	0	0	0
Havcr2	24.000000	120	0	0	0	0	0
Gpatch3	24.000000	120	0	0	0	0	0
Foxo6	24.000000	0	120	0	0	0	0
Dcaf10	24.000000	120	0	0	0	0	0
Clic6	24.000000	120	0	0	0	0	0
Cfap99	24.000000	120	0	0	0	0	0
Ccr10	24.000000	120	0	0	0	0	0
Cars	24.000000	120	0	0	0	0	0
Camk2b	24.000000	120	0	0	0	0	0
Adrb3	24.000000	120	0	0	0	0	0
4933428G20Rik	24.000000	120	0	0	0	0	0
Vmn1r168	23.800000	119	0	0	0	0	0
Tcf15	23.800000	119	0	0	0	0	0
Stx1a	23.800000	119	0	0	0	0	0
Spock2	23.800000	119	0	0	0	0	0
Prr22	23.800000	119	0	0	0	0	0
Plekhg6	23.800000	119	0	0	0	0	0
Piezo1	23.800000	119	0	0	0	0	0
Kat2a	23.800000	119	0	0	0	0	0
Insm2	23.800000	119	0	0	0	0	0
Hspb9	23.800000	119	0	0	0	0	0
Gpr6	23.800000	119	0	0	0	0	0
Esr1	23.800000	119	0	0	0	0	0
Dnajc11	23.800000	119	0	0	0	0	0
Dhx58	23.800000	119	0	0	0	0	0
Barx1	23.800000	119	0	0	0	0	0
Srm	23.600000	118	0	0	0	0	0
Rmnd5a	23.600000	0	118	0	0	0	0
Rln3	23.600000	118	0	0	0	0	0
Psmb10	23.600000	118	0	0	0	0	0
Npepl1	23.600000	118	0	0	0	0	0
Mast3	23.600000	118	0	0	0	0	0
Lypla2	23.600000	118	0	0	0	0	0
Il27ra	23.600000	118	0	0	0	0	0
Hes5	23.600000	0	118	0	0	0	0
Gdnf	23.600000	118	0	0	0	0	0
Gale	23.600000	118	0	0	0	0	0
Edf1	23.600000	118	0	0	0	0	0
Col1a1	23.600000	118	0	0	0	0	0
BC024139	23.600000	118	0	0	0	0	0
Ankrd34b	23.600000	118	0	0	0	0	0
Zxdb	23.400000	117	0	0	0	0	0
Plekhg2	23.400000	117	0	0	0	0	0
Msx1	23.400000	117	0	0	0	0	0
Mamstr	23.400000	117	0	0	0	0	0
Lamb1	23.400000	117	0	0	0	0	0
Kcng2	23.400000	117	0	0	0	0	0
Hipk1	23.400000	0	117	0	0	0	0
Gna14	23.400000	117	0	0	0	0	0
Fam78a	23.400000	117	0	0	0	0	0
Dtx3	23.400000	117	0	0	0	0	0
Cfap97	23.400000	0	117	0	0	0	0
Cant1	23.400000	117	0	0	0	0	0
Bicdl2	23.400000	117	0	0	0	0	0
Bahd1	23.400000	117	0	0	0	0	0
Arhgef25	23.400000	117	0	0	0	0	0
Abhd17a	23.400000	117	0	0	0	0	0
Aatk	23.400000	117	0	0	0	0	0
Aanat	23.400000	117	0	0	0	0	0
Rnf123	23.200000	116	0	0	0	0	0
Mst1	23.200000	116	0	0	0	0	0
Mospd3	23.200000	116	0	0	0	0	0
Mob3a	23.200000	116	0	0	0	0	0
Mark4	23.200000	116	0	0	0	0	0
Lgals7	23.200000	116	0	0	0	0	0
Kcnq4	23.200000	116	0	0	0	0	0
Izumo4	23.200000	116	0	0	0	0	0
Hoxa2	23.200000	116	0	0	0	0	0
Hoxa10	23.200000	116	0	0	0	0	0
Gpx4	23.200000	116	0	0	0	0	0
Elmo3	23.200000	116	0	0	0	0	0
Dll4	23.200000	116	0	0	0	0	0
Tlx1	23.000000	115	0	0	0	0	0
Stac2	23.000000	115	0	0	0	0	0
Rom1	23.000000	115	0	0	0	0	0
Rnf223	23.000000	115	0	0	0	0	0
Ppara	23.000000	115	0	0	0	0	0
Nsun5	23.000000	115	0	0	0	0	0
Myrip	23.000000	115	0	0	0	0	0
Lrrc3	23.000000	115	0	0	0	0	0
Klhl29	23.000000	115	0	0	0	0	0
Jmjd8	23.000000	115	0	0	0	0	0
Fam102a	23.000000	0	115	0	0	0	0
En1	23.000000	115	0	0	0	0	0
Eml3	23.000000	115	0	0	0	0	0
Efhd2	23.000000	115	0	0	0	0	0
Apba3	23.000000	115	0	0	0	0	0
Zfp148	22.800000	114	0	0	0	0	0
Zbtb33	22.800000	114	0	0	0	0	0
Xlr5b	22.800000	114	0	0	0	0	0
Xlr5a	22.800000	114	0	0	0	0	0
Wdr48	22.800000	114	0	0	0	0	0
Wdr20	22.800000	114	0	0	0	0	0
Vps29	22.800000	114	0	0	0	0	0
Veph1	22.800000	114	0	0	0	0	0
Vamp5	22.800000	114	0	0	0	0	0
Ulk1	22.800000	114	0	0	0	0	0
Uba5	22.800000	114	0	0	0	0	0
Trpm3	22.800000	114	0	0	0	0	0
Tmem50b	22.800000	114	0	0	0	0	0
Tmem150b	22.800000	114	0	0	0	0	0
Tle5	22.800000	114	0	0	0	0	0
Thrsp	22.800000	114	0	0	0	0	0
Tbx20	22.800000	114	0	0	0	0	0
Tbccd1	22.800000	114	0	0	0	0	0
Tal1	22.800000	114	0	0	0	0	0
Taf8	22.800000	114	0	0	0	0	0
Sv2c	22.800000	114	0	0	0	0	0
Stub1	22.800000	114	0	0	0	0	0
Srebf1	22.800000	114	0	0	0	0	0
Spef1	22.800000	114	0	0	0	0	0
Spata13	22.800000	114	0	0	0	0	0
Spag9	22.800000	114	0	0	0	0	0
Spag16	22.800000	114	0	0	0	0	0
Sowahd	22.800000	114	0	0	0	0	0
Slc9a7	22.800000	114	0	0	0	0	0
Slc26a4	22.800000	114	0	0	0	0	0
Slc25a3	22.800000	114	0	0	0	0	0
Slc1a2	22.800000	114	0	0	0	0	0
Slc16a12	22.800000	114	0	0	0	0	0
Shc3	22.800000	114	0	0	0	0	0
Runx1	22.800000	114	0	0	0	0	0
Rspo2	22.800000	114	0	0	0	0	0
Rpp25	22.800000	114	0	0	0	0	0
Rnf225	22.800000	114	0	0	0	0	0
Rnf128	22.800000	114	0	0	0	0	0
Rhbdl1	22.800000	114	0	0	0	0	0
Relch	22.800000	114	0	0	0	0	0
Rad9b	22.800000	114	0	0	0	0	0
Prss16	22.800000	114	0	0	0	0	0
Prrt3	22.800000	114	0	0	0	0	0
Pou5f1	22.800000	114	0	0	0	0	0
Popdc2	22.800000	114	0	0	0	0	0
Polr3h	22.800000	114	0	0	0	0	0
Pnn	22.800000	114	0	0	0	0	0
Pmaip1	22.800000	114	0	0	0	0	0
Plekhs1	22.800000	114	0	0	0	0	0
Pign	22.800000	114	0	0	0	0	0
Pgm5	22.800000	114	0	0	0	0	0
Pdzd4	22.800000	114	0	0	0	0	0
Pdha2	22.800000	114	0	0	0	0	0
Pde4dip	22.800000	114	0	0	0	0	0
Pcdhb15	22.800000	114	0	0	0	0	0
Pbx3	22.800000	114	0	0	0	0	0
Ophn1	22.800000	114	0	0	0	0	0
Olfr545	22.800000	114	0	0	0	0	0
Nxnl2	22.800000	114	0	0	0	0	0
Nrros	22.800000	114	0	0	0	0	0
Nrg2	22.800000	114	0	0	0	0	0
Nkx2-6	22.800000	114	0	0	0	0	0
Mxi1	22.800000	114	0	0	0	0	0
Msgn1	22.800000	114	0	0	0	0	0
Moxd1	22.800000	114	0	0	0	0	0
Map2k4	22.800000	114	0	0	0	0	0
Manba	22.800000	114	0	0	0	0	0
Magee1	22.800000	114	0	0	0	0	0
Lypd8	22.800000	114	0	0	0	0	0
Letm1	22.800000	114	0	0	0	0	0
Ldb3	22.800000	114	0	0	0	0	0
Lama3	22.800000	114	0	0	0	0	0
Inmt	22.800000	114	0	0	0	0	0
Il7	22.800000	114	0	0	0	0	0
Il1rapl2	22.800000	114	0	0	0	0	0
Il13ra1	22.800000	114	0	0	0	0	0
Htr1f	22.800000	114	0	0	0	0	0
Hoxc8	22.800000	114	0	0	0	0	0
Hoxa4	22.800000	114	0	0	0	0	0
Hormad2	22.800000	114	0	0	0	0	0
H2bfm	22.800000	114	0	0	0	0	0
H2bc4	22.800000	114	0	0	0	0	0
H2ac6	22.800000	114	0	0	0	0	0
Grik5	22.800000	114	0	0	0	0	0
Grhl2	22.800000	114	0	0	0	0	0
Gpr75	22.800000	114	0	0	0	0	0
Gpnmb	22.800000	114	0	0	0	0	0
Gm4984	22.800000	114	0	0	0	0	0
Gdap1l1	22.800000	114	0	0	0	0	0
Fuom	22.800000	114	0	0	0	0	0
Foxo1	22.800000	114	0	0	0	0	0
Flnc	22.800000	114	0	0	0	0	0
Fbxo32	22.800000	114	0	0	0	0	0
Fbxo28	22.800000	114	0	0	0	0	0
Fat1	22.800000	114	0	0	0	0	0
Enox1	22.800000	114	0	0	0	0	0
Emc9	22.800000	114	0	0	0	0	0
Ei24	22.800000	114	0	0	0	0	0
Egfl6	22.800000	114	0	0	0	0	0
Ecrg4	22.800000	114	0	0	0	0	0
Dzip1	22.800000	114	0	0	0	0	0
Dynlt3	22.800000	114	0	0	0	0	0
Dnajb11	22.800000	114	0	0	0	0	0
DXBay18	22.800000	114	0	0	0	0	0
Cyp1b1	22.800000	114	0	0	0	0	0
Ctif	22.800000	114	0	0	0	0	0
Cstb	22.800000	114	0	0	0	0	0
Crtac1	22.800000	114	0	0	0	0	0
Col8a2	22.800000	114	0	0	0	0	0
Col4a4	22.800000	114	0	0	0	0	0
Col4a3	22.800000	114	0	0	0	0	0
Col4a2	22.800000	114	0	0	0	0	0
Col4a1	22.800000	114	0	0	0	0	0
Cldn34b4	22.800000	114	0	0	0	0	0
Chrnb4	22.800000	114	0	0	0	0	0
Chia1	22.800000	114	0	0	0	0	0
Celf4	22.800000	114	0	0	0	0	0
Cdkl5	22.800000	114	0	0	0	0	0
Cdadc1	22.800000	114	0	0	0	0	0
Cd83	22.800000	114	0	0	0	0	0
Cd302	22.800000	114	0	0	0	0	0
Ccnd3	22.800000	114	0	0	0	0	0
Ccdc117	22.800000	114	0	0	0	0	0
Car5a	22.800000	114	0	0	0	0	0
C130074G19Rik	22.800000	114	0	0	0	0	0
Bicdl1	22.800000	114	0	0	0	0	0
Bbs2	22.800000	0	114	0	0	0	0
Baz2a	22.800000	114	0	0	0	0	0
BC003965	22.800000	114	0	0	0	0	0
Atp9a	22.800000	114	0	0	0	0	0
Atg9b	22.800000	114	0	0	0	0	0
Arhgef5	22.800000	114	0	0	0	0	0
Apbb1ip	22.800000	114	0	0	0	0	0
Acad11	22.800000	114	0	0	0	0	0
Abhd11	22.800000	114	0	0	0	0	0
5730507C01Rik	22.800000	114	0	0	0	0	0
4921507P07Rik	22.800000	114	0	0	0	0	0
Zfp648	22.600000	113	0	0	0	0	0
Wnt4	22.600000	113	0	0	0	0	0
Rpl29	22.600000	113	0	0	0	0	0
Myl7	22.600000	113	0	0	0	0	0
Klhl34	22.600000	113	0	0	0	0	0
Il17rc	22.600000	113	0	0	0	0	0
Hoxd4	22.600000	113	0	0	0	0	0
Hhex	22.600000	113	0	0	0	0	0
Eif4enif1	22.600000	113	0	0	0	0	0
Cux1	22.600000	113	0	0	0	0	0
Ccdc84	22.600000	0	113	0	0	0	0
Arhgap27	22.600000	113	0	0	0	0	0
Aipl1	22.600000	0	113	0	0	0	0
Ahdc1	22.600000	113	0	0	0	0	0
Tmem210	22.400000	112	0	0	0	0	0
St6galnac5	22.400000	112	0	0	0	0	0
Pdcd7	22.400000	112	0	0	0	0	0
Paqr9	22.400000	112	0	0	0	0	0
P2rx7	22.400000	112	0	0	0	0	0
Lrrc26	22.400000	112	0	0	0	0	0
Kcnc4	22.400000	112	0	0	0	0	0
Jakmip3	22.400000	112	0	0	0	0	0
Hs3st6	22.400000	112	0	0	0	0	0
Hs3st2	22.400000	112	0	0	0	0	0
Fam136a	22.400000	0	0	0	112	0	0
Crmp1	22.400000	112	0	0	0	0	0
Cpz	22.400000	112	0	0	0	0	0
Cat	22.400000	0	112	0	0	0	0
C2cd4a	22.400000	112	0	0	0	0	0
Abcg4	22.400000	112	0	0	0	0	0
Wnt10a	22.200000	111	0	0	0	0	0
Vwa7	22.200000	111	0	0	0	0	0
Unc119	22.200000	111	0	0	0	0	0
