Target_genes	Mycn|Average	SRX821477|Medulloblastoma	SRX821480|Medulloblastoma	SRX2960250|Neuroblastoma	SRX2960253|Neuroblastoma	SRX2960256|Neuroblastoma	SRX8423446|Tumor	SRX8423448|Tumor	SRX8423450|Tumor	SRX8423452|Tumor	SRX8423454|Tumor	SRX14407156|T_cell_lymphoma_cells	STRING
Ism1	76.181818	0	0	0	0	0	0	134	0	0	704	0	0
Gm11541	76.181818	0	0	0	0	0	0	0	0	0	838	0	0
Ccdc102a	76.181818	0	0	0	0	0	105	210	0	0	523	0	0
Atp1b1	76.181818	0	0	0	0	0	79	229	0	0	530	0	0
Acss1	76.181818	0	343	0	0	0	98	216	0	0	181	0	0
Scpep1	76.090909	0	146	0	0	0	0	109	0	0	582	0	0
Mtnr1a	76.090909	0	344	0	0	0	0	0	0	0	493	0	0
Gm9639	76.090909	0	0	0	0	0	0	0	0	0	837	0	0
Gm19668	76.090909	0	0	0	0	0	0	0	0	0	837	0	0
Uts2r	76.000000	0	0	0	0	0	0	0	0	0	836	0	0
Sgk1	76.000000	0	0	0	0	0	193	100	0	0	543	0	0
Grm8	76.000000	0	254	0	0	0	0	0	0	0	582	0	0
Tmem270	75.909091	0	0	156	0	0	158	0	0	156	365	0	0
Pdlim1	75.909091	0	0	0	0	0	144	234	0	0	457	0	0
Nutm1	75.818182	0	0	0	0	0	0	211	91	0	532	0	0
Myzap	75.818182	0	110	0	0	0	149	121	0	0	454	0	0
Insl6	75.818182	0	0	0	0	0	121	133	0	0	580	0	0
Traf5	75.727273	0	0	0	0	0	172	167	0	0	494	0	0
Stx16	75.727273	0	0	0	0	0	113	198	0	0	522	0	0
Olfr317	75.727273	0	0	0	0	0	0	0	0	0	833	0	0
Kif3b	75.727273	0	0	0	0	0	108	101	0	100	524	0	0
Tmem145	75.636364	0	92	199	153	0	0	0	0	0	388	0	0
Taf6l	75.636364	0	0	0	0	0	0	0	89	122	621	0	0
Prdm1	75.636364	0	0	0	0	0	106	112	0	0	614	0	0
Popdc3	75.636364	0	0	0	0	0	114	67	0	0	651	0	0
Mapkapk3	75.636364	0	0	0	0	0	196	268	91	0	277	0	0
Kctd1	75.636364	0	0	0	0	0	94	153	0	0	585	0	0
Glipr2	75.636364	0	0	0	0	0	0	119	0	0	713	0	0
Fbln7	75.636364	0	0	0	0	0	0	0	0	0	832	0	0
Egfr	75.636364	0	0	0	0	0	108	257	0	0	467	0	0
Ccdc180	75.636364	0	0	0	0	0	0	0	0	0	832	0	0
Tmem51	75.545455	0	0	0	0	0	98	369	0	0	364	0	0
Prr15	75.545455	0	0	0	0	0	0	94	0	0	737	0	0
Grik3	75.545455	0	144	0	0	0	0	0	0	0	687	0	0
Tmem130	75.454545	0	0	0	0	0	0	0	0	0	830	0	0
Aspm	75.454545	0	0	0	0	0	0	0	0	0	830	0	0
Svep1	75.363636	0	0	0	0	0	0	222	0	0	607	0	0
Slc22a17	75.363636	0	85	0	0	0	0	148	0	0	596	0	0
Scn8a	75.363636	0	135	0	0	0	0	0	0	0	694	0	0
Neu2	75.363636	0	0	0	0	0	215	145	0	0	469	0	0
Mybpc1	75.363636	0	0	0	0	0	0	0	0	0	829	0	0
Mapk11	75.363636	0	175	0	0	0	0	0	0	0	654	0	0
Lhx1	75.363636	0	0	0	0	0	0	189	0	0	640	0	0
Zfp445	75.272727	0	0	0	0	0	131	234	0	0	463	0	0
Supt7l	75.272727	0	0	0	0	0	104	178	0	0	546	0	0
Slc4a1ap	75.272727	0	0	0	0	0	104	178	0	0	546	0	0
Lrtm1	75.272727	0	0	0	0	0	0	0	0	0	828	0	0
Ildr1	75.272727	0	0	0	0	0	91	243	0	75	419	0	0
Slfn14	75.181818	0	0	0	0	0	0	87	0	0	740	0	0
Dbn1	75.181818	0	0	0	0	0	0	143	0	0	684	0	0
Sbsn	75.090909	0	0	0	0	0	215	174	0	0	437	0	0
Pym1	75.090909	0	0	0	0	0	92	223	0	0	511	0	0
Hspa1l	75.090909	0	0	0	0	0	145	316	0	0	365	0	0
Hspa1a	75.090909	0	0	0	0	0	145	316	0	0	365	0	0
Dgka	75.090909	0	0	0	0	0	92	223	0	0	511	0	0
Cfap45	75.090909	0	0	272	0	0	0	136	0	0	418	0	0
Parl	75.000000	0	0	0	0	0	0	299	0	0	526	0	0
Lzts3	75.000000	0	0	0	0	0	81	0	0	0	744	0	0
Cttnbp2	75.000000	0	0	0	0	0	0	125	0	0	700	0	0
Adh7	75.000000	0	0	0	0	0	0	0	0	0	825	0	0
Sez6l2	74.909091	0	94	0	0	0	0	0	0	0	730	0	0
Prss16	74.909091	0	0	0	0	0	0	173	0	0	651	0	0
Phka2	74.909091	0	0	0	0	0	97	116	0	0	611	0	0
P2ry1	74.909091	0	318	0	0	0	0	176	0	0	330	0	0
D430041D05Rik	74.909091	0	151	0	0	0	0	0	0	0	673	0	0
Asphd1	74.909091	0	94	0	0	0	0	0	0	0	730	0	0
Spx	74.818182	0	0	0	0	0	0	0	0	0	823	0	0
Polr3gl	74.818182	0	0	0	0	0	95	0	69	0	659	0	0
Grm4	74.818182	0	0	0	0	0	0	109	0	0	714	0	0
Fzd10	74.818182	0	186	0	0	0	135	244	0	0	258	0	0
Cldn4	74.818182	0	0	0	0	0	194	193	0	0	436	0	0
Katnb1	74.727273	0	0	0	0	0	0	132	189	156	345	0	0
Tedc2	74.636364	0	0	0	0	0	0	130	0	119	572	0	0
Samd12	74.636364	0	0	0	0	0	0	137	0	0	684	0	0
Ptgds	74.636364	0	0	0	0	0	0	0	0	0	821	0	0
Fam83d	74.636364	0	134	0	0	0	0	0	107	0	580	0	0
Fam183b	74.636364	0	0	0	0	0	0	0	0	0	821	0	0
Depp1	74.636364	0	0	0	0	0	0	0	0	0	821	0	0
Ntn4	74.545455	0	0	0	0	0	0	226	0	0	594	0	0
Cox10	74.545455	0	0	0	0	0	0	240	0	0	580	0	0
Aebp1	74.545455	0	168	0	0	0	0	183	0	0	469	0	0
Tlcd3b	74.454545	0	0	0	0	0	0	0	0	0	819	0	0
Stn1	74.454545	0	0	0	0	0	109	0	77	0	633	0	0
Pxdc1	74.454545	0	106	0	0	0	123	218	0	0	372	0	0
Krtap16-1	74.454545	0	0	0	0	0	0	0	0	0	819	0	0
Aifm2	74.454545	0	0	0	0	0	137	156	0	0	526	0	0
Rassf2	74.363636	0	0	0	0	0	0	195	0	0	623	0	0
Klhl38	74.363636	0	0	0	0	0	68	0	0	0	750	0	0
Ubash3b	74.272727	0	0	0	0	0	0	132	0	0	685	0	0
Pax9	74.272727	0	0	0	0	0	0	0	0	0	817	0	0
Nkx2-3	74.272727	0	0	0	0	0	0	0	0	0	817	0	0
Atp13a2	74.272727	0	0	0	0	0	121	95	0	0	601	0	0
Tsen34	74.181818	0	0	0	0	0	92	170	78	140	336	0	0
Mboat7	74.181818	0	0	0	0	0	92	170	78	140	336	0	0
Ankrd22	74.181818	0	0	0	0	0	97	0	74	0	645	0	0
Acer2	74.181818	0	0	0	0	0	273	215	0	0	328	0	0
Tfcp2l1	74.090909	0	0	0	0	0	133	158	0	0	524	0	0
Rims3	74.090909	0	0	0	0	0	0	0	0	116	699	0	0
Nyap2	74.090909	0	0	0	0	0	0	0	0	0	815	0	0
Rnf5	74.000000	0	0	0	0	0	101	0	97	0	616	0	0
Agpat1	74.000000	0	0	0	0	0	101	0	97	0	616	0	0
Zfp467	73.909091	0	0	0	0	0	0	116	0	0	697	0	0
Sspo	73.909091	0	0	0	0	0	0	116	0	0	697	0	0
Neurod1	73.909091	0	0	0	0	0	0	0	0	0	813	0	0
Atp6ap1	73.909091	0	0	0	0	0	0	234	0	0	579	0	0
Prxl2b	73.818182	0	0	0	0	0	102	0	76	112	522	0	0
Lix1l	73.818182	0	89	0	0	0	0	255	0	0	468	0	0
Gm21885	73.818182	0	0	143	0	0	0	128	0	0	541	0	0
Pipox	73.727273	0	0	0	0	0	0	0	0	0	811	0	0
Gramd1b	73.727273	0	0	0	0	0	106	204	0	0	501	0	0
Gnl3l	73.727273	0	0	0	0	0	0	132	0	0	679	0	0
Ephx4	73.727273	0	0	0	0	0	0	205	0	0	606	0	0
Tpi1	73.636364	0	186	0	0	0	0	270	0	0	354	0	0
Scarf1	73.636364	0	0	0	0	0	120	116	0	0	574	0	0
Rilp	73.636364	0	0	0	0	0	120	116	0	0	574	0	0
Mbnl3	73.636364	0	0	0	0	0	0	218	0	0	592	0	0
Fam83b	73.636364	0	0	0	0	0	160	110	0	0	540	0	0
Cpxm1	73.636364	0	0	0	0	0	0	201	0	0	609	0	0
Ccp110	73.636364	0	0	0	0	0	0	101	0	0	709	0	0
Zfyve26	73.545455	0	0	0	0	0	0	0	107	0	702	0	0
Ror1	73.545455	0	0	0	0	0	0	237	0	0	572	0	0
Rad51b	73.545455	0	0	0	0	0	0	0	107	0	702	0	0
Nrros	73.545455	0	0	0	0	0	0	0	0	0	705	104	0
Npas3	73.545455	0	0	0	0	0	0	114	0	0	695	0	0
Cyp7b1	73.545455	0	0	0	0	0	0	311	0	0	498	0	0
Wdr35	73.454545	0	0	0	0	0	87	0	0	0	721	0	0
Trpc1	73.454545	0	0	0	0	0	0	116	0	75	617	0	0
Tex19.1	73.454545	0	0	0	0	0	161	0	0	0	647	0	0
Rimbp2	73.454545	0	0	0	0	0	0	0	0	0	808	0	0
Pim2	73.454545	0	0	0	0	0	81	0	0	0	727	0	0
Foxo4	73.454545	0	0	0	0	0	0	0	0	0	808	0	0
Asb1	73.454545	0	0	0	0	0	0	0	99	137	572	0	0
Brinp1	73.363636	0	0	0	0	0	0	0	0	0	807	0	0
Zfp354a	73.272727	0	0	0	0	0	0	0	0	0	806	0	0
Trim80	73.272727	0	0	0	0	0	0	0	0	0	806	0	0
Stc1	73.272727	0	0	0	0	0	0	0	0	0	806	0	0
Rad21l	73.272727	0	0	0	0	0	0	0	0	0	806	0	0
Ntrk2	73.272727	0	0	0	0	0	0	94	0	0	712	0	0
Gnb4	73.272727	0	0	0	0	0	0	203	0	0	603	0	0
Fn3k	73.272727	0	0	0	0	0	0	0	0	0	806	0	0
Ehd3	73.272727	0	92	0	0	0	0	0	0	0	714	0	0
Aldh3b2	73.272727	0	0	0	0	0	238	73	0	0	495	0	0
Akr1cl	73.272727	0	0	0	0	0	0	0	0	0	806	0	0
Zfp607a	73.181818	0	0	0	0	0	102	253	0	0	450	0	0
Prrg2	73.181818	0	0	0	0	0	142	0	71	149	443	0	0
Nosip	73.181818	0	0	0	0	0	142	0	71	149	443	0	0
Lrrc6	73.181818	0	0	0	0	0	0	0	0	0	805	0	0
Dpf3	73.181818	0	0	0	0	0	0	0	0	0	805	0	0
Tmem128	73.090909	0	0	0	0	0	0	132	0	0	672	0	0
Mgmt	73.090909	0	0	0	0	0	140	180	0	0	484	0	0
Vldlr	73.000000	0	0	0	0	0	0	176	0	0	627	0	0
Tspyl1	73.000000	0	0	0	0	0	103	179	0	0	521	0	0
Morc4	73.000000	0	0	0	0	0	0	132	0	0	671	0	0
Emx1	73.000000	0	0	0	0	0	0	0	0	0	803	0	0
Dok6	73.000000	0	0	0	0	0	0	0	0	0	803	0	0
Tctn2	72.909091	0	0	0	0	0	0	0	100	0	702	0	0
Pxmp4	72.909091	0	0	0	0	0	0	281	159	0	362	0	0
Ush1g	72.818182	0	0	0	0	0	0	164	0	0	637	0	0
Otop2	72.818182	0	0	0	0	0	0	164	0	0	637	0	0
Ier3	72.818182	0	0	0	0	0	119	0	0	0	682	0	0
G0s2	72.818182	0	0	0	0	0	0	0	0	0	801	0	0
Flot1	72.818182	0	0	0	0	0	119	0	0	0	682	0	0
Gpat3	72.727273	0	0	0	0	0	111	153	0	0	536	0	0
Asic2	72.727273	0	0	0	0	0	0	0	0	0	800	0	0
Samd8	72.636364	0	0	0	0	0	0	203	0	135	461	0	0
Iyd	72.636364	0	0	0	0	0	0	0	0	0	799	0	0
Flywch2	72.636364	0	0	0	0	0	144	121	0	0	534	0	0
Dusp13	72.636364	0	0	0	0	0	0	203	0	135	461	0	0
Tcf19	72.545455	0	0	0	0	0	104	0	191	119	384	0	0
Gpc4	72.545455	0	0	0	0	0	0	100	0	0	698	0	0
Cplx2	72.545455	0	0	0	0	0	0	183	0	0	615	0	0
Cchcr1	72.545455	0	0	0	0	0	104	0	191	119	384	0	0
Neurl3	72.454545	0	0	0	0	0	0	0	0	0	797	0	0
En1	72.454545	0	0	0	0	0	0	142	0	0	655	0	0
Adgrf1	72.454545	0	0	0	0	0	113	107	0	0	577	0	0
Smc1b	72.363636	0	0	0	0	0	0	0	0	0	796	0	0
Med23	72.363636	0	0	0	0	0	105	124	99	0	468	0	0
Ddr1	72.363636	0	0	0	0	0	181	157	0	0	458	0	0
Ccin	72.363636	0	241	0	0	0	0	122	0	0	433	0	0
Tac2	72.272727	0	0	0	0	0	0	0	0	0	795	0	0
Phldb2	72.272727	0	0	0	0	0	117	245	0	0	433	0	0
Chac1	72.272727	0	0	0	0	0	0	157	0	0	638	0	0
Zmynd15	72.181818	0	0	0	0	0	254	155	0	0	385	0	0
Thpo	72.181818	0	0	0	0	0	0	81	0	0	713	0	0
Lrguk	72.181818	0	0	0	0	0	0	0	0	0	794	0	0
Chrd	72.181818	0	0	0	0	0	0	81	0	0	713	0	0
Olfm2	72.090909	0	0	0	0	0	0	151	0	0	642	0	0
Marveld3	72.090909	0	0	0	0	0	133	117	0	0	543	0	0
Fn1	72.090909	0	0	0	0	0	81	125	0	0	587	0	0
Plekhf1	72.000000	0	0	0	0	0	161	85	0	0	546	0	0
Pik3ap1	72.000000	0	0	0	0	0	0	252	0	0	540	0	0
Mfsd2b	72.000000	0	0	0	0	0	89	0	0	0	703	0	0
Lonrf3	72.000000	0	0	0	0	0	0	169	0	0	623	0	0
Gabrb1	72.000000	0	0	0	0	0	0	0	0	0	792	0	0
Gabra4	72.000000	0	0	0	0	0	0	0	0	0	792	0	0
Ccdc158	72.000000	0	0	0	0	0	0	156	0	0	636	0	0
Baalc	72.000000	0	0	0	0	0	94	184	0	0	514	0	0
Acox3	72.000000	0	0	0	0	0	0	92	0	102	598	0	0
Zik1	71.909091	0	0	0	0	0	0	0	0	0	791	0	0
Phf24	71.909091	0	0	0	0	0	0	0	0	0	791	0	0
Csrnp3	71.909091	0	0	0	0	0	0	0	0	0	791	0	0
Zcchc24	71.818182	0	0	0	0	0	120	207	0	0	463	0	0
Tspan7	71.818182	0	0	0	0	0	0	0	0	0	790	0	0
Slc38a3	71.818182	0	148	0	0	0	0	0	0	0	642	0	0
Slc16a12	71.818182	0	0	0	0	0	0	181	0	0	609	0	0
Rom1	71.818182	0	0	0	0	0	112	343	0	0	335	0	0
Gm13287	71.818182	0	210	0	0	0	121	142	0	0	317	0	0
Eml3	71.818182	0	0	0	0	0	112	343	0	0	335	0	0
Akap17b	71.818182	0	0	0	0	0	0	132	0	0	658	0	0
Zcchc18	71.727273	0	0	0	0	0	0	0	0	0	789	0	0
Pde2a	71.727273	0	0	0	0	0	97	327	0	0	365	0	0
Olfr806	71.727273	348	234	0	0	0	207	0	0	0	0	0	0
Galntl6	71.727273	0	0	0	0	0	0	0	0	0	789	0	0
Fam13a	71.727273	0	0	0	0	0	0	105	0	0	684	0	0
BC030500	71.727273	0	0	0	0	0	0	0	0	0	789	0	0
Zrsr2	71.636364	0	0	0	0	0	0	198	0	0	590	0	0
Ssh3	71.636364	0	0	0	0	0	188	133	0	0	467	0	0
Cpne2	71.636364	0	154	0	0	0	114	188	0	0	332	0	0
Sumo1	71.545455	0	0	0	0	0	68	109	0	0	610	0	0
Slc37a1	71.545455	0	0	0	0	0	0	271	0	0	516	0	0
Septin9	71.545455	0	0	0	0	0	121	148	0	0	518	0	0
Runx2	71.545455	0	0	0	0	0	96	181	0	0	510	0	0
Rassf4	71.545455	0	0	0	0	0	0	0	0	0	787	0	0
Nfatc4	71.545455	0	0	0	0	0	89	400	0	0	298	0	0
Zfp667	71.454545	0	0	0	0	0	91	80	0	0	615	0	0
Rnf31	71.454545	0	0	0	0	0	0	190	0	115	481	0	0
Psme2	71.454545	0	0	0	0	0	0	190	0	115	481	0	0
Nsun4	71.454545	0	0	0	0	0	158	195	0	0	433	0	0
Hpcal1	71.454545	0	0	0	0	0	0	145	0	0	641	0	0
Vrk2	71.363636	0	0	0	0	0	0	177	0	108	500	0	0
Dzip1	71.363636	0	0	0	0	0	0	138	0	0	647	0	0
Rab32	71.272727	0	172	0	0	0	110	264	0	0	238	0	0
Bex2	71.272727	0	0	0	0	0	0	0	0	0	784	0	0
Sox3	71.181818	0	0	0	0	0	0	0	0	0	783	0	0
Rbpms	71.181818	0	106	0	0	0	107	267	0	0	303	0	0
Kcna3	71.181818	0	0	0	0	0	0	0	0	0	783	0	0
Dglucy	71.181818	0	0	0	0	0	143	216	0	0	424	0	0
Zscan30	71.090909	0	0	0	0	0	0	193	0	0	589	0	0
Zfp35	71.090909	0	0	0	0	0	0	193	0	0	589	0	0
Slc4a3	71.090909	0	0	0	0	0	0	140	0	0	642	0	0
Gprasp2	71.090909	0	0	0	0	0	0	0	0	0	782	0	0
Rpp25l	71.000000	0	0	0	0	0	85	147	0	0	549	0	0
Prr18	71.000000	0	0	0	0	0	0	96	0	0	685	0	0
Erbb2	71.000000	0	0	0	0	0	138	268	0	0	375	0	0
Armc3	71.000000	0	0	0	0	0	0	0	0	0	781	0	0
Adra2a	71.000000	0	0	0	0	0	0	188	0	0	593	0	0
Stom	70.909091	0	0	0	0	0	148	111	0	0	521	0	0
Plekha6	70.909091	0	0	0	0	0	158	0	0	0	622	0	0
Pld2	70.909091	0	0	0	0	0	204	283	0	99	194	0	0
Frrs1l	70.909091	0	0	0	0	0	0	0	0	0	780	0	0
Chst13	70.909091	0	0	0	0	0	0	0	0	0	780	0	0
Boc	70.909091	0	0	0	0	0	153	270	0	0	357	0	0
Gng2	70.818182	0	0	0	0	0	0	0	0	0	779	0	0
Fndc1	70.818182	0	473	0	0	0	0	0	0	0	306	0	0
Emilin1	70.818182	0	0	0	114	0	0	300	0	0	365	0	0
Ccdc184	70.818182	0	0	0	0	0	0	0	0	0	779	0	0
Ank1	70.818182	0	0	0	0	0	0	73	0	0	706	0	0
Smim20	70.727273	0	0	0	0	0	100	215	0	0	463	0	0
Cntfr	70.727273	0	0	0	0	0	0	149	0	0	629	0	0
Pde4dip	70.636364	0	0	0	0	0	0	0	0	0	777	0	0
Mynn	70.636364	0	0	0	0	0	0	0	0	218	559	0	0
Lyzl4	70.636364	0	0	0	0	0	0	161	0	0	616	0	0
Gapdh	70.636364	0	0	0	0	0	99	132	0	0	546	0	0
Zfp579	70.545455	0	0	0	0	0	0	0	0	0	776	0	0
Adamts4	70.545455	0	124	0	0	0	125	168	79	0	280	0	0
Adamts10	70.545455	0	0	0	0	0	0	147	0	0	629	0	0
Zmat2	70.454545	0	0	0	0	0	0	87	0	0	688	0	0
Wnt2b	70.454545	0	0	0	0	0	0	131	0	0	644	0	0
R3hdml	70.454545	0	0	0	0	0	221	0	0	0	554	0	0
Tab3	70.363636	0	0	0	0	0	114	0	0	0	660	0	0
Prps1	70.363636	0	0	0	0	0	0	132	0	0	642	0	0
Greb1	70.363636	0	0	0	0	0	0	109	0	0	665	0	0
Cplane2	70.363636	0	0	0	0	0	0	0	0	0	774	0	0
Clec2l	70.363636	0	0	0	0	0	0	116	0	0	658	0	0
Lmtk3	70.272727	0	0	0	0	0	0	0	0	0	773	0	0
Rbm28	70.181818	0	0	0	0	0	0	140	0	79	553	0	0
Exoc3	70.181818	0	0	0	0	0	0	87	92	140	453	0	0
Clstn2	70.181818	0	0	0	0	0	0	0	0	0	772	0	0
Aqr	70.181818	0	0	0	0	0	0	148	0	0	624	0	0
Tyk2	70.090909	0	0	0	0	0	92	0	159	0	520	0	0
Lrrc45	70.090909	0	0	0	0	0	84	128	120	0	439	0	0
Ephx1	70.090909	0	0	0	0	0	114	196	0	0	461	0	0
Cenpx	70.090909	0	0	0	0	0	84	128	120	0	439	0	0
Tmem178b	70.000000	0	0	0	0	0	0	0	0	0	770	0	0
Stpg1	70.000000	0	0	0	0	0	0	133	0	116	521	0	0
Nipal3	70.000000	0	0	0	0	0	0	133	0	116	521	0	0
Lama5	70.000000	0	0	0	0	0	0	170	0	0	600	0	0
Akap5	70.000000	0	0	0	0	0	0	0	0	0	770	0	0
Gm10710	69.909091	0	0	0	0	0	346	0	0	0	423	0	0
Eya3	69.909091	0	0	0	0	0	0	131	0	0	638	0	0
Dock11	69.909091	0	0	0	0	0	0	0	0	0	769	0	0
Tmem229a	69.818182	0	134	0	0	0	0	0	0	0	634	0	0
Rnf135	69.727273	0	0	0	0	0	165	359	0	0	243	0	0
Igf2bp3	69.727273	0	72	0	0	0	0	0	0	0	695	0	0
Hoxd11	69.727273	0	0	0	0	0	145	140	0	0	482	0	0
Golph3l	69.727273	0	0	0	0	0	73	0	144	178	372	0	0
Scx	69.636364	0	0	0	0	0	0	118	0	0	648	0	0
Lrrk1	69.636364	0	0	0	0	0	127	308	0	0	331	0	0
Zfp354b	69.545455	0	143	0	0	0	0	67	0	0	555	0	0
Tulp2	69.545455	0	0	0	0	0	99	163	0	0	503	0	0
Egfl8	69.454545	0	0	0	0	0	0	0	0	0	764	0	0
Vsnl1	69.363636	0	0	0	0	0	0	116	0	0	647	0	0
Ripor2	69.363636	0	0	0	0	0	0	0	0	0	763	0	0
Ltbp4	69.363636	0	0	0	0	0	143	261	0	125	234	0	0
Vstm5	69.272727	0	0	0	0	0	132	0	0	0	630	0	0
Gabrd	69.272727	0	0	0	0	0	0	0	0	0	762	0	0
Hap1	69.181818	0	0	0	0	0	0	0	0	0	761	0	0
Creg2	69.181818	0	0	0	0	0	0	0	0	0	761	0	0
Cntn5	69.181818	0	0	0	0	0	0	0	0	0	761	0	0
Sim1	69.090909	0	104	0	0	0	0	0	0	0	656	0	0
Maf	69.090909	0	0	0	0	0	0	116	0	0	644	0	0
Sigirr	69.000000	0	0	0	0	0	93	119	102	139	306	0	0
Mbnl2	69.000000	0	0	0	0	0	195	0	0	0	564	0	0
Fzd1	69.000000	0	0	0	0	0	90	163	0	0	506	0	0
Syn1	68.909091	0	0	0	0	0	0	0	0	0	758	0	0
Hid1	68.909091	0	65	0	0	0	100	133	0	0	460	0	0
Sv2a	68.818182	0	0	0	0	0	0	0	0	0	757	0	0
Prune1	68.818182	0	0	0	0	0	0	110	0	0	647	0	0
Ppt1	68.818182	0	0	0	0	0	88	0	0	0	669	0	0
Mindy1	68.818182	0	0	0	0	0	0	110	0	0	647	0	0
Kcna7	68.727273	0	0	0	0	0	124	227	0	0	405	0	0
Gm10654	68.727273	0	0	0	0	0	0	0	0	0	756	0	0
Gdf10	68.727273	0	0	0	0	0	115	195	0	0	446	0	0
Sez6l	68.636364	0	155	0	114	0	0	0	0	0	486	0	0
Prr14	68.636364	0	0	0	0	0	0	101	0	0	654	0	0
Dmrt2	68.636364	0	0	0	0	0	0	0	0	0	755	0	0
Rhpn1	68.545455	0	0	0	0	0	0	0	0	0	754	0	0
Has2	68.545455	0	158	0	0	0	0	0	0	0	596	0	0
Gm19345	68.545455	0	0	0	0	0	217	192	0	0	345	0	0
Amph	68.545455	0	0	0	0	0	0	0	0	0	754	0	0
Terb1	68.454545	0	0	0	0	0	0	144	0	125	484	0	0
Syt6	68.454545	0	230	0	0	0	0	0	0	0	523	0	0
Sorbs3	68.454545	0	0	0	0	0	0	163	0	0	590	0	0
Mterf2	68.454545	0	0	0	0	0	0	0	77	0	676	0	0
Mtcp1	68.454545	0	0	0	0	0	0	109	0	0	644	0	0
Matn2	68.454545	0	144	0	0	0	0	183	0	0	426	0	0
Gm13279	68.454545	0	161	0	0	0	151	142	0	0	299	0	0
Gm13278	68.454545	0	161	0	0	0	151	142	0	0	299	0	0
Gm13275	68.454545	0	161	0	0	0	151	142	0	0	299	0	0
Emc2	68.454545	0	0	0	0	0	0	207	0	0	546	0	0
Cmc4	68.454545	0	0	0	0	0	0	109	0	0	644	0	0
Brcc3	68.454545	0	0	0	0	0	0	109	0	0	644	0	0
Arhgef18	68.454545	0	0	0	0	0	190	147	0	0	416	0	0
Zfp946	68.363636	0	0	0	0	0	79	174	0	0	499	0	0
Smagp	68.363636	0	204	0	0	0	119	208	0	0	221	0	0
Prr16	68.363636	0	0	0	0	0	0	181	0	0	571	0	0
Fam117a	68.363636	0	0	0	0	0	0	225	0	0	527	0	0
Agt	68.363636	0	0	0	0	0	0	0	0	0	752	0	0
Ovca2	68.272727	0	248	0	0	0	81	0	0	0	422	0	0
Mak	68.272727	0	0	0	0	0	0	0	0	0	751	0	0
Il17b	68.272727	0	0	0	0	0	0	0	0	0	751	0	0
Hexb	68.272727	0	0	0	0	0	117	163	0	0	471	0	0
Cnpy1	68.272727	0	0	0	0	0	0	0	0	0	751	0	0
Bex3	68.272727	0	0	0	0	0	0	0	0	0	751	0	0
Tmx2	68.181818	0	0	0	0	0	0	0	215	0	535	0	0
Thyn1	68.181818	0	0	0	0	0	0	128	0	0	622	0	0
Rilpl1	68.181818	0	0	0	0	0	0	281	0	0	469	0	0
Med19	68.181818	0	0	0	0	0	0	0	215	0	535	0	0
E430018J23Rik	68.181818	0	0	0	0	0	82	198	0	0	470	0	0
Amz1	68.181818	0	0	0	0	0	0	0	0	0	750	0	0
Acad8	68.181818	0	0	0	0	0	0	128	0	0	622	0	0
Lck	68.090909	0	0	0	0	0	114	71	0	0	564	0	0
Cyp19a1	68.090909	0	0	0	0	0	0	0	0	0	749	0	0
Cldn14	68.090909	0	0	0	0	0	87	297	0	0	365	0	0
Tuft1	68.000000	0	0	0	0	0	0	162	0	0	586	0	0
Tpm2	68.000000	0	0	0	0	0	128	166	0	0	454	0	0
Rasgef1c	68.000000	0	165	0	0	0	0	122	0	0	461	0	0
Ptch2	68.000000	0	0	0	0	0	0	80	0	0	668	0	0
Sox30	67.909091	0	0	0	0	0	0	198	0	0	549	0	0
Timm17b	67.818182	0	0	0	0	0	0	0	0	0	746	0	0
Stx19	67.818182	0	0	0	0	0	219	174	0	0	353	0	0
Slc9a9	67.818182	0	0	0	0	0	0	0	0	0	746	0	0
Pqbp1	67.818182	0	0	0	0	0	0	0	0	0	746	0	0
Enho	67.818182	0	0	0	0	0	81	0	0	0	665	0	0
Tspan18	67.727273	0	0	0	0	0	0	0	0	0	745	0	0
Sdr39u1	67.727273	0	0	0	0	0	72	157	73	0	443	0	0
Mecp2	67.727273	0	0	0	0	0	0	164	0	0	581	0	0
Kcnk12	67.727273	0	0	0	0	0	0	0	0	0	745	0	0
Htr5b	67.727273	0	0	0	0	0	0	0	0	0	745	0	0
Gm1604b	67.727273	0	0	0	0	0	0	0	0	0	745	0	0
Cops9	67.727273	0	0	0	0	0	0	207	0	0	538	0	0
Brsk1	67.727273	0	0	0	0	0	0	0	0	0	745	0	0
Zdhhc2	67.636364	0	0	0	0	0	0	116	0	0	628	0	0
Wnt4	67.636364	0	0	0	0	0	196	180	0	0	368	0	0
Tafa4	67.636364	0	0	0	0	0	0	0	0	0	744	0	0
Mest	67.636364	0	64	0	0	0	0	0	0	0	680	0	0
Foxj1	67.636364	0	0	0	0	0	90	183	0	0	471	0	0
Dnah9	67.636364	0	0	0	0	0	0	0	0	0	744	0	0
Tcf15	67.545455	0	0	0	0	0	0	273	0	0	470	0	0
Nrp1	67.545455	0	0	0	0	0	117	134	0	0	492	0	0
Nptx1	67.545455	0	184	0	0	0	0	0	0	0	559	0	0
Neil2	67.545455	0	0	0	0	0	0	190	0	0	553	0	0
Fchsd1	67.545455	0	0	0	0	0	0	101	0	0	642	0	0
Bbs1	67.545455	0	0	0	0	0	0	0	0	0	743	0	0
A830018L16Rik	67.545455	0	0	0	0	0	0	0	0	0	743	0	0
