Target_genes	Nfil3|Average	SRX11995968|Heart	SRX11995969|Heart	SRX11995970|Heart	SRX11995971|Heart	SRX11995972|Heart	SRX11995973|Heart	SRX11995974|Heart	SRX11995975|Heart	SRX11995976|Heart	SRX11995977|Heart	SRX11995978|Heart	SRX10820639|Hematopoietic_progenitors	DRX178623|Liver	DRX178625|Liver	DRX178631|Liver	DRX178633|Liver	SRX655369|Liver	SRX8376387|Liver	SRX8376388|Liver	SRX11972855|RAW_264.7	SRX11972856|RAW_264.7	STRING
Olfr1135	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Mrpl35	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Lrrc63	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0
Lpl	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	126	0	0	0	0	0	0
Lcp1	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0
Hoxc10	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	98	0	0	0	0	0	0
Glyatl3	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Dnajc17	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	91	0	0	0	0	0	0
Dctn1	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	85	0	0	0	0	0	0
Dapk3	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0
5730507C01Rik	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	92	0	0	0	0	0	0
a	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Zfp874b	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Uhrf2	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0
Pdxdc1	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Nr1i2	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Fam20c	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Epha7	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	88	0	0	0	0	0	0
Dpt	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0
Dmwd	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	126	0	0	0	0	0	0
Ankrd42	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	80	0	0	0	0	0	0
Abhd2	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0
Rcor2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0
Parp9	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	72	0	0	0	0	0	0
Nphs2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	90	0	0	0	0	0	0
Nacc2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	116	0	0	0	0	0
Ifngr1	9.333333	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0
Gm36712	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	83	0	0	0	0	0	0
Gm3488	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	103	0	0	0	0	0	0
Ganab	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	75	0	0	0	0	0	0
Elfn2	9.333333	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0
Dtx3l	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	72	0	0	0	0	0	0
Dnajb5	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0
Dis3l	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0
Col6a5	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	90	0	0	0	0	0	0
Celf6	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	90	0	0	0	0	0	0
Arg1	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0
AU041133	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	90	0	0	0	0	0	0
Wdr48	9.285714	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0
Upk2	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0
Ttll1	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0
Tas2r131	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Sycp3	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	89	0	0	0	0	0	0
Supt16	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	82	0	0	0	0	0	0
Speer4b	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Rnf38	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0
Polr3gl	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
Olfr976	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Olfr975	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Olfr969	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Olfr1195	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Olfr1161	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Ocln	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	75	0	0	0	0	0	0
Madd	9.285714	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	76	0	0	0	0	0
Gphn	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
Gm3558	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	79	0	0	0	0	0	0
Fam193b	9.285714	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0
Emcn	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Dsg1b	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Clec4a3	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Cfap74	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	85	0	0	0	0	0	0
Cbx8	9.285714	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	122	0	0	0	0	0
Ankrd34a	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
Abcd4	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0
2610507B11Rik	9.285714	0	0	0	0	0	0	0	0	0	0	0	98	0	97	0	0	0	0	0	0	0	0
1700029F12Rik	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0
Washc5	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Unc5a	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	120	0	0	0	0	0	0
Tsg101	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Trps1	9.238095	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0
Tgds	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	82	0	0	0	0	0
Tfe3	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Syngr1	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Stard3nl	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Smox	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Slc35b1	9.238095	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	92	0	0	0	0	0
Sema3d	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Rras2	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Rpl30	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Rexo5	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	97	0	0	0	0	0	0
Prr13	9.238095	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	109	0	0	0	0	0
Prpf8	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Nsmce2	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Naf1	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Insyn2a	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Hmgxb4	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Hdgfl1	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	121	0	0	0	0	0	0
Gpr180	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	82	0	0	0	0	0
Gm2897	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	105	0	0	0	0	0	0
Fam83h	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	126	0	0	0	0	0	0
Eri2	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	97	0	0	0	0	0	0
Eif4e2	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Dot1l	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	82	0	0
Chrna10	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Chrna1	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Cenpw	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Cebpg	9.238095	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0
Cdyl	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Btbd8	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Blmh	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	97	0	0	0	0	0	0
Ankrd12	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	97	0	0	0	0	0	0
Ank3	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Adam15	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Aanat	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Zfp644	9.190476	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0
Vps35	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	113	0	0	0	0	0	0
Tmem8b	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	99	0	0	0	0	0	0
Tlk1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Syndig1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	84	0	0	0	0	0	0
Sult2a4	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	105	0	0	0	0	0	0
Slc9a3r2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Sec22a	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Rnf112	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Pyroxd2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Pcdhac2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	83	0	0	0	0	0	0
Patz1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
P3h1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Orc6	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	113	0	0	0	0	0	0
Nrcam	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	82	0	0	0	0	0	0
Marcks	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Lrba	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	104	0	0	0	0	0	0
Lacc1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Impa2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	114	0	0	0	0	0	0
Il1a	9.190476	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0
Ido2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Hrh2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0
Gtf3c2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	97	0	0	0	0	0	0
Gas2l2	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	114	0	0	0	0	0	0
Fam221b	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	99	0	0	0	0	0	0
Copb1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Chuk	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Ccdc122	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Bckdhb	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Angptl3	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
AU022252	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Trim42	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	84	0	0	0	0	0	0
Sox5	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Slc16a9	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Prxl2a	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0
Podxl	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	95	0	0	0	0	0	0
Plxnb1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Pak6	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Mtif2	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Gm4553	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Gas2l1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Farsa	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Edc4	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Cdc42bpb	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Atp5e	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	98	0	0	0	0	0	0
Atad1	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	90	0	0	0	0	0	0
Arpc2	9.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Zfp46	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
Tmem68	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	82	0	0	0	0	0	0
Tgs1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	82	0	0	0	0	0	0
Tbx20	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	112	0	0	0	0	0	0
Snapc1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
Rhox6	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0
Rab1b	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
Pik3r5	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	63	0	0	0	0	0	0
Olfr173	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Nostrin	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Lyl1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Lsm1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	97	0	0	0	0	0	0
Irx1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	123	0	0	0	0	0
Iqcm	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Gbe1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Egfl7	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
Dnhd1	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	109	0	0	0	0	0
Dnase2a	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	99	0	0	0	0	0	0
Bnip5	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Bag4	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	97	0	0	0	0	0	0
Atp9a	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Arhgap31	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	85	0	0	0	0	0	0
1700123O20Rik	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0
Zc3h10	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Vipr2	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	99	0	0	0	0	0	0
Txndc17	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	98	0	0	0	0	0	0
Trim36	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	90	0	0	0	0	0	0
Tkt	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0
Supt20	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Slc49a4	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	116	0	0	0	0	0
Rtp2	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	93	0	0	0	0	0	0
Rreb1	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Rpl41	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Rassf8	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	107	0	0	0	0	0	0
Prr3	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	66	0	0	0	0	0	0
Prb1	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	98	0	0	0	0	0	0
Igbp1	9.047619	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0
Iffo1	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Gnl1	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	66	0	0	0	0	0	0
Dok4	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0
Ccn6	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0
BC048679	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Ap3b2	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
4933427D14Rik	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	98	0	0	0	0	0	0
Zfp518a	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
Trim32	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Ppp1r35	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	116	0	0	0	0	0
Map3k3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Kifc2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Kcna3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0
Iqcc	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
H2-Q4	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Gstt3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0
Gm21119	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0
Gls2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	93	0	0	0	0	0	0
Gjb3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	83	0	0	0	0	0	0
Dcdc2b	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Cyhr1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Clic4	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	75	0	0	0	0	0	0
Ccdc28b	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Cbx4	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
Cad	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	74	0	0	0	0	0	0
Tmub2	8.952381	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0
Tmem220	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Tax1bp1	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	75	0	0	0	0	0
Stox2	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Srcap	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
Sirpb1c	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
Sec63	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0
Ptprg	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Mthfsl	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	120	0	0	0	0	0
Mob3a	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Mib1	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Lep	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	76	0	0	0	0	0	0
Kcnh2	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Izumo4	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Fam107a	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	108	0	0	0	0	0	0
Cdsn	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
Ccrl2	8.952381	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0
Carhsp1	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Bzw2	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Ankmy2	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Ahnak2	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0
Adad1	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
2310033P09Rik	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	88	0	0	0	0	0	0
Zfp462	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	71	0	0	0	0	0	0
Zfhx4	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Usp44	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Tmem106c	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0
Sh3rf1	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	96	0	0	0	0	0	0
Sertm1	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	90	0	0	0	0	0	0
Rrp8	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0
Pou2f3	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	88	0	0	0	0	0	0
Pamr1	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	90	0	0	0	0	0	0
Itpr1	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Ilk	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0
Hapln2	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	85	0	0	0	0	0	0
Gm3752	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	90	0	0	0	0	0	0
