Target_genes	E2f3|Average	SRX871671|Intestinal_crypt	SRX871675|Intestinal_crypt	SRX871673|Intestinal_villus	SRX871677|Intestinal_villus	SRX106013|MEF	SRX106014|MEF	SRX1120753|MEF	SRX1120754|MEF	SRX1120756|MEF	STRING
Tbc1d7	13.333333	0	0	0	0	120	0	0	0	0	0
Stxbp5	13.333333	0	0	0	0	120	0	0	0	0	0
Socs5	13.333333	0	0	0	0	120	0	0	0	0	0
Scyl3	13.333333	0	0	0	0	120	0	0	0	0	0
Satb1	13.333333	0	0	0	0	120	0	0	0	0	0
Prxl2c	13.333333	0	0	0	0	120	0	0	0	0	0
Pced1b	13.333333	0	0	0	0	120	0	0	0	0	0
Ndufc1	13.333333	0	0	0	0	120	0	0	0	0	0
Nab1	13.333333	0	0	0	0	120	0	0	0	0	0
Mpv17l2	13.333333	0	0	0	0	120	0	0	0	0	0
Mex3d	13.333333	0	0	0	0	120	0	0	0	0	0
Madd	13.333333	0	0	0	0	120	0	0	0	0	0
Lzts1	13.333333	0	0	0	0	120	0	0	0	0	0
Kbtbd8	13.333333	0	0	0	0	120	0	0	0	0	0
Itgb1	13.333333	0	0	0	0	120	0	0	0	0	0
Hyls1	13.333333	0	0	0	0	120	0	0	0	0	0
Galk1	13.333333	0	0	0	0	120	0	0	0	0	0
Fgd6	13.333333	0	0	0	0	120	0	0	0	0	0
Entpd7	13.333333	0	0	0	0	120	0	0	0	0	0
Cyb5d2	13.333333	0	0	0	0	120	0	0	0	0	0
Ctnnal1	13.333333	0	0	0	0	120	0	0	0	0	0
Bcl9	13.333333	0	0	0	0	120	0	0	0	0	0
Amigo2	13.333333	0	0	0	0	120	0	0	0	0	0
Tvp23b	13.222222	0	0	0	0	119	0	0	0	0	0
Triqk	13.222222	0	0	0	0	119	0	0	0	0	0
Tmem251	13.222222	0	0	0	0	119	0	0	0	0	0
Srd5a1	13.222222	0	0	0	0	119	0	0	0	0	0
Spg21	13.222222	0	0	0	0	119	0	0	0	0	0
Slc4a3	13.222222	0	0	0	0	119	0	0	0	0	0
Slc38a1	13.222222	0	0	0	0	119	0	0	0	0	0
Rsph3a	13.222222	0	0	0	0	119	0	0	0	0	0
Rnaseh2c	13.222222	0	0	0	0	119	0	0	0	0	0
Rara	13.222222	0	0	0	0	119	0	0	0	0	0
Prkce	13.222222	0	0	0	0	119	0	0	0	0	0
Pigv	13.222222	0	0	0	0	119	0	0	0	0	0
Pdcd2	13.222222	0	0	0	0	119	0	0	0	0	0
Nsun2	13.222222	0	0	0	0	119	0	0	0	0	0
Moap1	13.222222	0	0	0	0	119	0	0	0	0	0
Mat2b	13.222222	0	0	0	0	119	0	0	0	0	0
Mast1	13.222222	0	0	0	0	119	0	0	0	0	0
Lrrc7	13.222222	0	0	0	0	119	0	0	0	0	0
Idh3b	13.222222	0	0	0	0	119	0	0	0	0	0
Heca	13.222222	0	0	0	0	119	0	0	0	0	0
Gm3739	13.222222	0	0	0	0	119	0	0	0	0	0
Gm3696	13.222222	0	0	0	0	119	0	0	0	0	0
Fam43b	13.222222	0	0	0	0	119	0	0	0	0	0
Eomes	13.222222	0	0	0	0	119	0	0	0	0	0
Cops7a	13.222222	0	0	0	0	119	0	0	0	0	0
Cldn7	13.222222	0	119	0	0	0	0	0	0	0	0
Chadl	13.222222	0	0	0	0	119	0	0	0	0	0
Cep170b	13.222222	0	0	0	0	119	0	0	0	0	0
Bnip2	13.222222	0	0	0	0	119	0	0	0	0	0
Atxn2	13.222222	0	0	0	0	119	0	0	0	0	0
Arhgef12	13.222222	0	0	0	0	119	0	0	0	0	0
9530068E07Rik	13.222222	0	0	0	0	119	0	0	0	0	0
Zyx	13.111111	0	0	0	0	118	0	0	0	0	0
Zmynd15	13.111111	0	118	0	0	0	0	0	0	0	0
Zfp874a	13.111111	0	118	0	0	0	0	0	0	0	0
Yap1	13.111111	0	0	0	0	118	0	0	0	0	0
Vnn3	13.111111	0	118	0	0	0	0	0	0	0	0
Tubb1	13.111111	0	118	0	0	0	0	0	0	0	0
Ttc41	13.111111	0	0	0	0	118	0	0	0	0	0
Tspyl5	13.111111	0	0	0	0	118	0	0	0	0	0
Tnrc6b	13.111111	0	118	0	0	0	0	0	0	0	0
Tnfsfm13	13.111111	0	118	0	0	0	0	0	0	0	0
Tnfsf12	13.111111	0	118	0	0	0	0	0	0	0	0
Tle2	13.111111	0	0	0	0	118	0	0	0	0	0
Tigd3	13.111111	0	118	0	0	0	0	0	0	0	0
St6galnac6	13.111111	0	0	0	0	118	0	0	0	0	0
Ssh3	13.111111	0	118	0	0	0	0	0	0	0	0
Spns1	13.111111	0	118	0	0	0	0	0	0	0	0
Sema6d	13.111111	0	118	0	0	0	0	0	0	0	0
Scx	13.111111	0	0	0	0	118	0	0	0	0	0
Samhd1	13.111111	0	118	0	0	0	0	0	0	0	0
Psmc6	13.111111	0	0	0	0	118	0	0	0	0	0
Ppp2ca	13.111111	0	0	0	0	118	0	0	0	0	0
Pitpnc1	13.111111	0	0	0	0	118	0	0	0	0	0
Pcdha2	13.111111	0	118	0	0	0	0	0	0	0	0
Pcdha1	13.111111	0	118	0	0	0	0	0	0	0	0
Oma1	13.111111	0	0	0	0	118	0	0	0	0	0
Olfr775	13.111111	0	118	0	0	0	0	0	0	0	0
Met	13.111111	0	0	0	0	118	0	0	0	0	0
Mest	13.111111	0	0	0	0	0	118	0	0	0	0
Med11	13.111111	0	118	0	0	0	0	0	0	0	0
Kcnk4	13.111111	0	0	0	0	118	0	0	0	0	0
Itsn2	13.111111	0	0	0	0	118	0	0	0	0	0
Irgm1	13.111111	0	118	0	0	0	0	0	0	0	0
Il17rc	13.111111	0	0	0	0	118	0	0	0	0	0
Hus1b	13.111111	0	118	0	0	0	0	0	0	0	0
Hsp90b1	13.111111	0	0	0	0	118	0	0	0	0	0
Grip1	13.111111	0	0	0	0	118	0	0	0	0	0
Gnl2	13.111111	0	0	0	0	118	0	0	0	0	0
Gm7762	13.111111	0	118	0	0	0	0	0	0	0	0
Glis3	13.111111	0	0	0	0	118	0	0	0	0	0
Eya4	13.111111	0	0	0	0	118	0	0	0	0	0
Dym	13.111111	0	0	0	0	118	0	0	0	0	0
Cyp2d12	13.111111	0	118	0	0	0	0	0	0	0	0
Cyp2d11	13.111111	0	118	0	0	0	0	0	0	0	0
Col15a1	13.111111	0	0	0	0	118	0	0	0	0	0
Btbd11	13.111111	0	0	0	0	118	0	0	0	0	0
Bglap	13.111111	0	118	0	0	0	0	0	0	0	0
Atoh8	13.111111	0	0	0	0	118	0	0	0	0	0
Arl5a	13.111111	0	0	0	0	118	0	0	0	0	0
Apool	13.111111	0	118	0	0	0	0	0	0	0	0
Ap1m1	13.111111	0	118	0	0	0	0	0	0	0	0
Ablim1	13.111111	0	118	0	0	0	0	0	0	0	0
Abcb10	13.111111	0	0	0	0	118	0	0	0	0	0
Zfp777	13.000000	0	0	0	0	117	0	0	0	0	0
Upp2	13.000000	0	0	0	0	117	0	0	0	0	0
Trappc11	13.000000	0	0	0	0	117	0	0	0	0	0
Tmc7	13.000000	0	0	0	0	117	0	0	0	0	0
Stx6	13.000000	0	0	0	0	117	0	0	0	0	0
Slc30a1	13.000000	0	0	0	0	117	0	0	0	0	0
Sh2b2	13.000000	0	0	0	0	117	0	0	0	0	0
Scrt1	13.000000	0	0	0	0	0	117	0	0	0	0
Rwdd4a	13.000000	0	0	0	0	117	0	0	0	0	0
Rapgefl1	13.000000	0	0	0	0	117	0	0	0	0	0
Plxna1	13.000000	0	0	0	0	117	0	0	0	0	0
Pgm5	13.000000	0	0	0	0	117	0	0	0	0	0
Ostm1	13.000000	0	0	0	0	117	0	0	0	0	0
Osmr	13.000000	0	0	0	0	117	0	0	0	0	0
Nbeal2	13.000000	0	0	0	0	117	0	0	0	0	0
Mycbpap	13.000000	0	0	0	0	117	0	0	0	0	0
Mark3	13.000000	0	0	0	0	117	0	0	0	0	0
Map2k1	13.000000	0	0	0	0	117	0	0	0	0	0
Lrrk2	13.000000	0	0	0	0	117	0	0	0	0	0
Kctd3	13.000000	0	0	0	0	117	0	0	0	0	0
Gpr88	13.000000	0	0	0	0	117	0	0	0	0	0
Gm21663	13.000000	117	0	0	0	0	0	0	0	0	0
Fbxo28	13.000000	0	0	0	0	117	0	0	0	0	0
Fam160b1	13.000000	0	0	0	0	117	0	0	0	0	0
Cdc20b	13.000000	0	0	0	0	117	0	0	0	0	0
Ccdc12	13.000000	0	0	0	0	117	0	0	0	0	0
Camk2g	13.000000	0	0	0	0	117	0	0	0	0	0
Cadm4	13.000000	0	0	0	0	117	0	0	0	0	0
Acvr1	13.000000	0	0	0	0	117	0	0	0	0	0
Zfp955a	12.888889	0	116	0	0	0	0	0	0	0	0
Ube2j2	12.888889	0	0	0	0	116	0	0	0	0	0
Tia1	12.888889	116	0	0	0	0	0	0	0	0	0
Thsd7a	12.888889	0	0	0	0	116	0	0	0	0	0
Sult4a1	12.888889	116	0	0	0	0	0	0	0	0	0
Spdl1	12.888889	116	0	0	0	0	0	0	0	0	0
Slc25a19	12.888889	116	0	0	0	0	0	0	0	0	0
Shisa5	12.888889	0	0	0	0	116	0	0	0	0	0
Rpn1	12.888889	0	0	0	0	116	0	0	0	0	0
Rdh16	12.888889	116	0	0	0	0	0	0	0	0	0
Rbm48	12.888889	116	0	0	0	0	0	0	0	0	0
Rab27a	12.888889	116	0	0	0	0	0	0	0	0	0
Plek2	12.888889	116	0	0	0	0	0	0	0	0	0
Pigbos1	12.888889	116	0	0	0	0	0	0	0	0	0
Pigb	12.888889	116	0	0	0	0	0	0	0	0	0
Pcnx	12.888889	116	0	0	0	0	0	0	0	0	0
Necab1	12.888889	0	0	0	0	116	0	0	0	0	0
Msx2	12.888889	116	0	0	0	0	0	0	0	0	0
Maml1	12.888889	0	0	0	0	116	0	0	0	0	0
Lrrn4	12.888889	0	0	0	0	116	0	0	0	0	0
Kdm1a	12.888889	0	0	0	0	116	0	0	0	0	0
Htra1	12.888889	0	0	0	0	116	0	0	0	0	0
Gstm3	12.888889	116	0	0	0	0	0	0	0	0	0
Fibin	12.888889	116	0	0	0	0	0	0	0	0	0
Evi5l	12.888889	116	0	0	0	0	0	0	0	0	0
Efna5	12.888889	0	0	0	0	116	0	0	0	0	0
Dock10	12.888889	0	0	0	0	116	0	0	0	0	0
Dimt1	12.888889	0	0	0	0	116	0	0	0	0	0
Dhx16	12.888889	0	0	0	0	116	0	0	0	0	0
Csf1	12.888889	0	0	0	0	0	116	0	0	0	0
Cmas	12.888889	0	0	0	0	116	0	0	0	0	0
Cldn10	12.888889	116	0	0	0	0	0	0	0	0	0
Chst4	12.888889	116	0	0	0	0	0	0	0	0	0
Cdkl5	12.888889	116	0	0	0	0	0	0	0	0	0
Cdk17	12.888889	0	0	0	0	116	0	0	0	0	0
Zfp330	12.777778	0	0	0	0	115	0	0	0	0	0
Usp16	12.777778	0	0	0	0	115	0	0	0	0	0
Ubd	12.777778	0	0	0	0	115	0	0	0	0	0
Tmem42	12.777778	0	0	0	0	115	0	0	0	0	0
Tgfb2	12.777778	0	0	0	0	115	0	0	0	0	0
Srp54c	12.777778	0	0	0	0	115	0	0	0	0	0
Srp54b	12.777778	0	0	0	0	115	0	0	0	0	0
Sprtn	12.777778	0	0	0	0	115	0	0	0	0	0
Sf3b3	12.777778	0	0	115	0	0	0	0	0	0	0
Rnf150	12.777778	0	0	0	0	115	0	0	0	0	0
Ralgapa2	12.777778	0	0	0	0	115	0	0	0	0	0
Olfr94	12.777778	0	0	0	0	115	0	0	0	0	0
Nxpe3	12.777778	0	0	0	0	115	0	0	0	0	0
Ndufb4	12.777778	0	0	0	0	115	0	0	0	0	0
Ndufb1	12.777778	0	0	0	0	115	0	0	0	0	0
Mrpl15	12.777778	0	0	0	0	115	0	0	0	0	0
Kif3a	12.777778	0	0	0	0	115	0	0	0	0	0
Kcnc3	12.777778	0	0	0	0	115	0	0	0	0	0
Ier3ip1	12.777778	0	0	0	0	115	0	0	0	0	0
Hhipl1	12.777778	0	0	0	0	115	0	0	0	0	0
Gorab	12.777778	0	0	0	0	115	0	0	0	0	0
Gm1673	12.777778	0	0	0	0	115	0	0	0	0	0
Gabpb1	12.777778	0	0	0	0	115	0	0	0	0	0
Fbxw2	12.777778	0	0	0	0	115	0	0	0	0	0
Exoc8	12.777778	0	0	0	0	115	0	0	0	0	0
Drd2	12.777778	0	0	0	0	115	0	0	0	0	0
Dpy19l3	12.777778	0	0	0	0	115	0	0	0	0	0
Cpsf2	12.777778	0	0	0	0	115	0	0	0	0	0
Cog4	12.777778	0	0	115	0	0	0	0	0	0	0
Casz1	12.777778	0	0	0	0	115	0	0	0	0	0
Amh	12.777778	0	0	0	0	115	0	0	0	0	0
Adcyap1r1	12.777778	0	0	0	0	115	0	0	0	0	0
Actr5	12.777778	0	0	0	0	115	0	0	0	0	0
Zfp518b	12.666667	0	0	0	0	114	0	0	0	0	0
Wnt5b	12.666667	0	0	0	0	114	0	0	0	0	0
Ulk3	12.666667	0	0	0	0	114	0	0	0	0	0
Ttc39c	12.666667	0	0	0	0	114	0	0	0	0	0
Trappc8	12.666667	0	0	0	0	114	0	0	0	0	0
Syngr1	12.666667	0	0	0	0	114	0	0	0	0	0
Smdt1	12.666667	0	0	0	0	114	0	0	0	0	0
Secisbp2l	12.666667	0	0	0	0	114	0	0	0	0	0
Sdhb	12.666667	0	0	0	0	114	0	0	0	0	0
Rprd2	12.666667	0	0	0	0	114	0	0	0	0	0
Rgp1	12.666667	0	0	0	0	114	0	0	0	0	0
Ralgps2	12.666667	0	0	0	0	114	0	0	0	0	0
Ptx3	12.666667	0	0	0	0	114	0	0	0	0	0
Ppm1l	12.666667	0	0	0	0	114	0	0	0	0	0
Pheta2	12.666667	0	0	0	0	114	0	0	0	0	0
Pebp1	12.666667	0	0	0	0	114	0	0	0	0	0
Pdzd2	12.666667	0	0	0	0	114	0	0	0	0	0
Pde5a	12.666667	0	0	0	0	114	0	0	0	0	0
Nme4	12.666667	0	0	0	0	114	0	0	0	0	0
Mtmr10	12.666667	0	0	0	0	114	0	0	0	0	0
Map3k6	12.666667	0	0	0	0	114	0	0	0	0	0
Kif26b	12.666667	0	0	0	0	114	0	0	0	0	0
Hpdl	12.666667	0	0	0	0	114	0	0	0	0	0
Hoxd8	12.666667	0	0	0	0	114	0	0	0	0	0
Gtpbp3	12.666667	0	0	0	0	114	0	0	0	0	0
Gpi1	12.666667	0	0	0	0	114	0	0	0	0	0
Gba2	12.666667	0	0	0	0	114	0	0	0	0	0
Fbxl17	12.666667	0	0	0	0	114	0	0	0	0	0
Evi5	12.666667	0	0	0	0	114	0	0	0	0	0
Etv4	12.666667	0	0	0	0	114	0	0	0	0	0
Ercc6l2	12.666667	0	0	0	0	114	0	0	0	0	0
Emp2	12.666667	0	0	0	0	114	0	0	0	0	0
Ei24	12.666667	0	0	0	0	114	0	0	0	0	0
Dusp16	12.666667	0	0	0	0	114	0	0	0	0	0
Dnajc27	12.666667	0	0	0	0	114	0	0	0	0	0
Cyp2u1	12.666667	0	0	0	0	114	0	0	0	0	0
Clstn1	12.666667	0	0	0	0	114	0	0	0	0	0
Ccni	12.666667	0	0	0	0	114	0	0	0	0	0
Cbx7	12.666667	0	0	0	0	114	0	0	0	0	0
Bsn	12.666667	0	0	0	0	114	0	0	0	0	0
Api5	12.666667	0	0	0	0	114	0	0	0	0	0
Ano8	12.666667	0	0	0	0	114	0	0	0	0	0
Ablim3	12.666667	0	0	0	0	114	0	0	0	0	0
2010109A12Rik	12.666667	0	0	0	0	114	0	0	0	0	0
Wdr60	12.555556	0	0	0	0	113	0	0	0	0	0
Ubp1	12.555556	0	0	0	0	113	0	0	0	0	0
Uba52	12.555556	0	0	0	0	113	0	0	0	0	0
Uba3	12.555556	113	0	0	0	0	0	0	0	0	0
Tmeff2	12.555556	0	0	0	0	113	0	0	0	0	0
Tdrd7	12.555556	0	0	0	0	113	0	0	0	0	0
Serp1	12.555556	0	0	0	0	113	0	0	0	0	0
Sema6a	12.555556	0	0	0	0	113	0	0	0	0	0
Rpl23a	12.555556	0	0	0	0	113	0	0	0	0	0
Rgs7bp	12.555556	0	0	0	0	113	0	0	0	0	0
Rfx1	12.555556	0	0	0	0	113	0	0	0	0	0
Rex1bd	12.555556	0	0	0	0	113	0	0	0	0	0
Rbck1	12.555556	0	0	0	0	113	0	0	0	0	0
Rassf2	12.555556	0	0	0	0	113	0	0	0	0	0
Rab7	12.555556	0	0	0	0	113	0	0	0	0	0
Rab5if	12.555556	0	0	0	0	113	0	0	0	0	0
Plekho1	12.555556	0	0	0	0	113	0	0	0	0	0
Pkd1	12.555556	0	0	0	0	113	0	0	0	0	0
Leprotl1	12.555556	0	0	0	0	113	0	0	0	0	0
Ifnar1	12.555556	0	0	0	0	113	0	0	0	0	0
Gprin1	12.555556	0	0	0	0	113	0	0	0	0	0
Gpr156	12.555556	0	0	0	0	113	0	0	0	0	0
Gm9222	12.555556	0	0	0	0	113	0	0	0	0	0
Gfra2	12.555556	0	0	0	0	113	0	0	0	0	0
Eif2a	12.555556	0	0	0	0	113	0	0	0	0	0
Denr	12.555556	0	0	0	0	113	0	0	0	0	0
Dennd1b	12.555556	0	0	0	0	113	0	0	0	0	0
D230025D16Rik	12.555556	0	0	0	0	113	0	0	0	0	0
Coro2a	12.555556	0	0	0	0	113	0	0	0	0	0
Cfap77	12.555556	0	0	0	0	113	0	0	0	0	0
B4galt7	12.555556	0	0	0	0	113	0	0	0	0	0
B4galt4	12.555556	0	113	0	0	0	0	0	0	0	0
Arih1	12.555556	0	0	0	0	113	0	0	0	0	0
Ankrd13d	12.555556	0	0	0	0	113	0	0	0	0	0
Tox2	12.444444	0	0	0	0	112	0	0	0	0	0
Tmem185b	12.444444	0	0	0	0	112	0	0	0	0	0
Thpo	12.444444	0	0	0	0	112	0	0	0	0	0
Tcp11l1	12.444444	0	0	0	0	112	0	0	0	0	0
Sel1l	12.444444	0	0	0	0	112	0	0	0	0	0
Rpe	12.444444	0	0	0	0	112	0	0	0	0	0
Prkag1	12.444444	0	0	0	0	112	0	0	0	0	0
Prima1	12.444444	0	0	0	0	112	0	0	0	0	0
Pin1rt1	12.444444	0	0	0	0	112	0	0	0	0	0
Pih1d2	12.444444	0	0	0	0	112	0	0	0	0	0
Nsmf	12.444444	0	0	0	0	112	0	0	0	0	0
Nol4l	12.444444	0	0	0	0	112	0	0	0	0	0
Nkapd1	12.444444	0	0	0	0	112	0	0	0	0	0
Mitf	12.444444	0	0	0	0	112	0	0	0	0	0
Mgat5b	12.444444	0	0	0	0	112	0	0	0	0	0
Lonrf1	12.444444	0	0	0	0	112	0	0	0	0	0
Kit	12.444444	0	0	0	0	112	0	0	0	0	0
Fbxw8	12.444444	0	0	0	0	112	0	0	0	0	0
Ctnnd2	12.444444	0	0	0	0	112	0	0	0	0	0
Chrd	12.444444	0	0	0	0	112	0	0	0	0	0
Bbx	12.444444	0	0	0	0	112	0	0	0	0	0
Xrn2	12.333333	0	0	0	0	111	0	0	0	0	0
Vps13c	12.333333	0	0	0	0	111	0	0	0	0	0
Tspan7	12.333333	0	0	0	0	111	0	0	0	0	0
Taf1d	12.333333	0	0	0	0	111	0	0	0	0	0
Stag2	12.333333	0	0	0	0	111	0	0	0	0	0
Smim10l1	12.333333	0	0	0	0	111	0	0	0	0	0
Scrt2	12.333333	0	0	0	0	111	0	0	0	0	0
Ralyl	12.333333	0	0	0	0	111	0	0	0	0	0
Nrp2	12.333333	0	0	0	0	111	0	0	0	0	0
Klhl36	12.333333	0	0	0	0	111	0	0	0	0	0
Exd1	12.333333	0	0	0	0	111	0	0	0	0	0
E130311K13Rik	12.333333	0	0	0	0	111	0	0	0	0	0
D830031N03Rik	12.333333	0	0	0	0	111	0	0	0	0	0
Chp1	12.333333	0	0	0	0	111	0	0	0	0	0
Arntl	12.333333	0	0	0	0	111	0	0	0	0	0
4931406C07Rik	12.333333	0	0	0	0	111	0	0	0	0	0
Ube2h	12.222222	0	0	0	0	0	110	0	0	0	0
Ttc7	12.222222	0	0	0	0	110	0	0	0	0	0
Stambpl1	12.222222	0	0	0	0	110	0	0	0	0	0
Sox4	12.222222	0	0	0	0	110	0	0	0	0	0
Rnf217	12.222222	0	0	0	0	110	0	0	0	0	0
Npas3	12.222222	0	0	0	0	110	0	0	0	0	0
Nlrp10	12.222222	0	0	0	0	110	0	0	0	0	0
Mlycd	12.222222	0	0	0	0	110	0	0	0	0	0
Med13l	12.222222	0	0	0	0	110	0	0	0	0	0
Mcl1	12.222222	0	0	0	0	110	0	0	0	0	0
Map3k20	12.222222	0	0	0	0	110	0	0	0	0	0
Lmo1	12.222222	0	0	0	0	110	0	0	0	0	0
Katnal1	12.222222	0	0	0	0	110	0	0	0	0	0
Igsf3	12.222222	0	0	0	0	110	0	0	0	0	0
Gpr3	12.222222	0	0	0	0	110	0	0	0	0	0
Gm21083	12.222222	0	110	0	0	0	0	0	0	0	0
Gata2	12.222222	0	0	0	0	110	0	0	0	0	0
Eif3f	12.222222	0	0	0	0	110	0	0	0	0	0
Zfp507	12.111111	0	0	0	0	109	0	0	0	0	0
Vezf1	12.111111	0	109	0	0	0	0	0	0	0	0
Utrn	12.111111	0	109	0	0	0	0	0	0	0	0
Ube2l3	12.111111	0	0	0	0	109	0	0	0	0	0
Tmem250-ps	12.111111	0	0	0	0	109	0	0	0	0	0
Tmem131	12.111111	0	0	0	0	109	0	0	0	0	0
Timm10	12.111111	0	109	0	0	0	0	0	0	0	0
Taf4	12.111111	0	109	0	0	0	0	0	0	0	0
Synb	12.111111	0	109	0	0	0	0	0	0	0	0
Sprr2e	12.111111	0	109	0	0	0	0	0	0	0	0
Slc10a3	12.111111	0	0	0	0	109	0	0	0	0	0
Sema3e	12.111111	0	109	0	0	0	0	0	0	0	0
Reps1	12.111111	0	0	0	0	109	0	0	0	0	0
Rae1	12.111111	0	0	0	0	109	0	0	0	0	0
Pstk	12.111111	0	0	0	0	109	0	0	0	0	0
Pja1	12.111111	0	109	0	0	0	0	0	0	0	0
Pir	12.111111	0	109	0	0	0	0	0	0	0	0
Pias3	12.111111	0	0	0	0	109	0	0	0	0	0
Phf11c	12.111111	0	109	0	0	0	0	0	0	0	0
Olfr955	12.111111	0	109	0	0	0	0	0	0	0	0
Olfr1209	12.111111	0	109	0	0	0	0	0	0	0	0
Npy5r	12.111111	0	109	0	0	0	0	0	0	0	0
Nfe2	12.111111	0	109	0	0	0	0	0	0	0	0
Myl6b	12.111111	0	109	0	0	0	0	0	0	0	0
Mrps23	12.111111	0	109	0	0	0	0	0	0	0	0
Map2k6	12.111111	0	109	0	0	0	0	0	0	0	0
Ly6g2	12.111111	0	109	0	0	0	0	0	0	0	0
Lin7c	12.111111	0	0	0	0	109	0	0	0	0	0
Il6st	12.111111	0	0	0	0	0	109	0	0	0	0
Il1rl1	12.111111	0	109	0	0	0	0	0	0	0	0
Hils1	12.111111	0	109	0	0	0	0	0	0	0	0
Grhl1	12.111111	0	0	0	0	109	0	0	0	0	0
Gm44504	12.111111	0	0	0	0	109	0	0	0	0	0
Gls	12.111111	0	0	0	0	109	0	0	0	0	0
Galnt18	12.111111	0	0	0	0	109	0	0	0	0	0
Frs2	12.111111	0	109	0	0	0	0	0	0	0	0
Fmo4	12.111111	0	109	0	0	0	0	0	0	0	0
Elavl1	12.111111	0	0	0	0	109	0	0	0	0	0
Dhx58	12.111111	0	109	0	0	0	0	0	0	0	0
Dennd11	12.111111	0	0	0	0	109	0	0	0	0	0
Defa31	12.111111	0	109	0	0	0	0	0	0	0	0
Defa23	12.111111	0	109	0	0	0	0	0	0	0	0
Cyp2d9	12.111111	0	109	0	0	0	0	0	0	0	0
Crim1	12.111111	0	0	0	0	109	0	0	0	0	0
Cpeb4	12.111111	0	109	0	0	0	0	0	0	0	0
Cnnm3	12.111111	0	0	0	0	109	0	0	0	0	0
Cldn14	12.111111	0	109	0	0	0	0	0	0	0	0
Cldn13	12.111111	0	109	0	0	0	0	0	0	0	0
Cd55b	12.111111	0	109	0	0	0	0	0	0	0	0
Bdh1	12.111111	0	109	0	0	0	0	0	0	0	0
Arpc1b	12.111111	0	0	0	0	109	0	0	0	0	0
Akap5	12.111111	0	109	0	0	0	0	0	0	0	0
Acte1	12.111111	0	109	0	0	0	0	0	0	0	0
Acer3	12.111111	0	0	0	0	109	0	0	0	0	0
5031410I06Rik	12.111111	0	109	0	0	0	0	0	0	0	0
Vstm2a	12.000000	0	0	0	0	108	0	0	0	0	0
Vmn2r115	12.000000	0	108	0	0	0	0	0	0	0	0
Ube2ql1	12.000000	0	0	0	0	108	0	0	0	0	0
Ube2f	12.000000	0	0	0	0	108	0	0	0	0	0
Tpmt	12.000000	0	0	0	0	108	0	0	0	0	0
Tnfrsf1b	12.000000	0	0	0	0	108	0	0	0	0	0
Srf	12.000000	0	0	0	0	108	0	0	0	0	0
Sdhaf1	12.000000	0	0	0	0	108	0	0	0	0	0
Ociad1	12.000000	0	0	0	0	108	0	0	0	0	0
Nsfl1c	12.000000	0	0	0	0	108	0	0	0	0	0
Nhlrc1	12.000000	0	0	0	0	108	0	0	0	0	0
Mtx3	12.000000	0	0	0	0	108	0	0	0	0	0
Mgll	12.000000	0	0	0	0	108	0	0	0	0	0
Kdm1b	12.000000	0	0	0	0	108	0	0	0	0	0
H2-Q8	12.000000	0	0	0	0	0	108	0	0	0	0
H2-Q6	12.000000	0	0	0	0	0	108	0	0	0	0
Dnajb12	12.000000	0	0	0	0	108	0	0	0	0	0
Dlg1	12.000000	0	0	0	0	108	0	0	0	0	0
Ddx6	12.000000	0	0	0	0	108	0	0	0	0	0
Chst9	12.000000	0	0	0	0	108	0	0	0	0	0
Zfp516	11.888889	0	0	0	0	107	0	0	0	0	0
Tbkbp1	11.888889	0	0	0	0	107	0	0	0	0	0
St8sia5	11.888889	0	0	0	0	107	0	0	0	0	0
Snx1	11.888889	0	107	0	0	0	0	0	0	0	0
Rps6ka1	11.888889	0	0	0	0	107	0	0	0	0	0
Rfx2	11.888889	0	0	0	0	107	0	0	0	0	0
Prss23	11.888889	0	0	0	0	107	0	0	0	0	0
Prox2	11.888889	0	0	0	0	107	0	0	0	0	0
Prok2	11.888889	0	0	0	0	107	0	0	0	0	0
Nr6a1	11.888889	107	0	0	0	0	0	0	0	0	0
Nmd3	11.888889	0	0	0	0	107	0	0	0	0	0
Nfrkb	11.888889	0	0	0	0	107	0	0	0	0	0
Marchf5	11.888889	0	0	0	0	107	0	0	0	0	0
Ltbp1	11.888889	0	0	0	0	107	0	0	0	0	0
Lpp	11.888889	0	0	0	0	107	0	0	0	0	0
Hdac7	11.888889	0	0	0	0	107	0	0	0	0	0
Hand2	11.888889	0	0	0	0	107	0	0	0	0	0
Gnb4	11.888889	0	0	0	0	107	0	0	0	0	0
Glp1r	11.888889	0	0	0	0	107	0	0	0	0	0
Faxc	11.888889	0	0	0	0	107	0	0	0	0	0
Erc2	11.888889	0	0	0	0	107	0	0	0	0	0
Dlst	11.888889	0	0	0	0	107	0	0	0	0	0
Cyb561	11.888889	0	0	0	0	107	0	0	0	0	0
Ciao2a	11.888889	0	107	0	0	0	0	0	0	0	0
Cdc37l1	11.888889	0	0	0	0	107	0	0	0	0	0
Apln	11.888889	0	0	0	0	107	0	0	0	0	0
Zfp937	11.777778	106	0	0	0	0	0	0	0	0	0
Zfp930	11.777778	106	0	0	0	0	0	0	0	0	0
Zfp446	11.777778	106	0	0	0	0	0	0	0	0	0
Zfp131	11.777778	106	0	0	0	0	0	0	0	0	0
Zbtb33	11.777778	106	0	0	0	0	0	0	0	0	0
Xkr9	11.777778	0	0	106	0	0	0	0	0	0	0
Wdr92	11.777778	106	0	0	0	0	0	0	0	0	0
