Target_genes	Tbr1|Average	SRX22670282|Cortex	SRX22670283|Cortex	SRX4632659|Cortex	SRX4632662|Cortex	SRX4632663|Cortex	SRX1121025|Embryonic_brains	STRING
Cnot6l	29.833333	0	179	0	0	0	0	0
Cibar2	29.833333	0	179	0	0	0	0	0
Cd248	29.833333	0	179	0	0	0	0	0
Capn5	29.833333	0	179	0	0	0	0	0
Bcap31	29.833333	0	179	0	0	0	0	0
Abcd1	29.833333	0	179	0	0	0	0	0
Wfs1	29.666667	0	178	0	0	0	0	0
Ttc7	29.666667	0	178	0	0	0	0	0
Sertad4	29.666667	0	95	0	0	0	83	0
Rtl6	29.666667	0	178	0	0	0	0	0
Rilpl1	29.666667	0	178	0	0	0	0	0
Nkx3-2	29.666667	0	178	0	0	0	0	0
Isoc1	29.666667	0	178	0	0	0	0	0
Gpr162	29.666667	0	178	0	0	0	0	0
Gnl3l	29.666667	0	178	0	0	0	0	0
Fsd1	29.666667	0	178	0	0	0	0	0
Cars	29.666667	0	178	0	0	0	0	0
2810459M11Rik	29.666667	0	178	0	0	0	0	0
Umps	29.500000	0	177	0	0	0	0	0
Snx9	29.500000	0	177	0	0	0	0	0
Parvg	29.500000	0	177	0	0	0	0	0
Opcml	29.500000	0	177	0	0	0	0	0
Ola1	29.500000	0	177	0	0	0	0	0
Myo1b	29.500000	0	177	0	0	0	0	0
Mbd4	29.500000	0	177	0	0	0	0	0
Man1c1	29.500000	0	177	0	0	0	0	0
Ltbp3	29.500000	0	177	0	0	0	0	0
Lats2	29.500000	0	177	0	0	0	0	0
Kifc3	29.500000	0	177	0	0	0	0	0
Jcad	29.500000	0	177	0	0	0	0	0
Irf2	29.500000	0	177	0	0	0	0	0
Ift122	29.500000	0	177	0	0	0	0	0
Habp4	29.500000	0	177	0	0	0	0	0
Gng12	29.500000	0	177	0	0	0	0	0
Gm13290	29.500000	0	177	0	0	0	0	0
Gm13289	29.500000	0	177	0	0	0	0	0
Gm13288	29.500000	0	177	0	0	0	0	0
Efnb1	29.500000	0	177	0	0	0	0	0
Ddah1	29.500000	0	177	0	0	0	0	0
Cystm1	29.500000	0	177	0	0	0	0	0
Clmp	29.500000	0	177	0	0	0	0	0
Tuba4a	29.333333	0	0	0	176	0	0	0
Tradd	29.333333	0	176	0	0	0	0	0
Tmem177	29.333333	0	176	0	0	0	0	0
Stxbp3	29.333333	0	176	0	0	0	0	0
Stox2	29.333333	0	176	0	0	0	0	0
Serp2	29.333333	0	176	0	0	0	0	0
Pycr2	29.333333	0	176	0	0	0	0	0
Plat	29.333333	0	176	0	0	0	0	0
Parp8	29.333333	0	88	0	88	0	0	0
Ntn3	29.333333	0	176	0	0	0	0	0
Myo1e	29.333333	0	176	0	0	0	0	0
Msc	29.333333	0	176	0	0	0	0	0
Lgals8	29.333333	0	176	0	0	0	0	0
Kitl	29.333333	0	176	0	0	0	0	0
Hsf4	29.333333	0	176	0	0	0	0	0
Gpn2	29.333333	0	176	0	0	0	0	0
Gm3500	29.333333	0	176	0	0	0	0	0
Fbxl8	29.333333	0	176	0	0	0	0	0
Ebna1bp2	29.333333	0	176	0	0	0	0	0
Dusp4	29.333333	0	176	0	0	0	0	0
Dusp2	29.333333	0	176	0	0	0	0	0
Dennd1b	29.333333	0	176	0	0	0	0	0
Cyfip1	29.333333	0	176	0	0	0	0	0
Cldn3	29.333333	0	176	0	0	0	0	0
Cfap57	29.333333	0	176	0	0	0	0	0
Cacna1a	29.333333	0	176	0	0	0	0	0
Astl	29.333333	0	176	0	0	0	0	0
Arhgap15	29.333333	0	176	0	0	0	0	0
Adm	29.333333	0	0	0	176	0	0	0
Adap1	29.333333	0	176	0	0	0	0	0
Actr5	29.333333	0	176	0	0	0	0	0
Zmat1	29.166667	0	175	0	0	0	0	0
Ttbk1	29.166667	0	175	0	0	0	0	0
Spry2	29.166667	0	175	0	0	0	0	0
Slco3a1	29.166667	0	175	0	0	0	0	0
Pla2g5	29.166667	0	0	0	0	0	175	0
Mettl15	29.166667	0	175	0	0	0	0	0
Mdn1	29.166667	0	175	0	0	0	0	0
Mast3	29.166667	0	175	0	0	0	0	0
Kif18a	29.166667	0	175	0	0	0	0	0
Efna4	29.166667	0	175	0	0	0	0	0
Clstn2	29.166667	0	175	0	0	0	0	0
Cd1d1	29.166667	0	175	0	0	0	0	0
Ccsap	29.166667	0	175	0	0	0	0	0
Car2	29.166667	0	175	0	0	0	0	0
Aff2	29.166667	0	175	0	0	0	0	0
Zfyve27	29.000000	0	174	0	0	0	0	0
Zfp937	29.000000	0	174	0	0	0	0	0
Zfp703	29.000000	0	174	0	0	0	0	0
Zeb2	29.000000	0	174	0	0	0	0	0
Zdhhc15	29.000000	0	174	0	0	0	0	0
Upf3b	29.000000	0	174	0	0	0	0	0
Ugt2b34	29.000000	0	174	0	0	0	0	0
Tbc1d25	29.000000	0	174	0	0	0	0	0
Shank3	29.000000	0	174	0	0	0	0	0
Sgk1	29.000000	0	174	0	0	0	0	0
Sec24d	29.000000	0	174	0	0	0	0	0
Rtp3	29.000000	0	174	0	0	0	0	0
Rpp25l	29.000000	0	174	0	0	0	0	0
Rhog	29.000000	0	174	0	0	0	0	0
Rexo5	29.000000	0	174	0	0	0	0	0
Pfkl	29.000000	0	174	0	0	0	0	0
Pcdhac1	29.000000	0	174	0	0	0	0	0
Pcdh18	29.000000	0	174	0	0	0	0	0
Mrps22	29.000000	0	174	0	0	0	0	0
Mob2	29.000000	0	174	0	0	0	0	0
Las1l	29.000000	0	174	0	0	0	0	0
Klhl15	29.000000	0	174	0	0	0	0	0
Jph2	29.000000	0	174	0	0	0	0	0
Hsd17b10	29.000000	0	174	0	0	0	0	0
Gpkow	29.000000	0	174	0	0	0	0	0
Gkn1	29.000000	0	174	0	0	0	0	0
Gatad1	29.000000	0	174	0	0	0	0	0
Ftsj1	29.000000	0	174	0	0	0	0	0
Eri2	29.000000	0	174	0	0	0	0	0
Cspg5	29.000000	0	174	0	0	0	0	0
Cfap69	29.000000	0	174	0	0	0	0	0
Ccdc74a	29.000000	0	174	0	0	0	0	0
Armc3	29.000000	0	174	0	0	0	0	0
Arhgap4	29.000000	0	174	0	0	0	0	0
Adgra3	29.000000	0	174	0	0	0	0	0
Adcy6	29.000000	0	174	0	0	0	0	0
Abhd14a	29.000000	0	174	0	0	0	0	0
Aard	29.000000	0	174	0	0	0	0	0
4930505A04Rik	29.000000	0	174	0	0	0	0	0
Xylb	28.833333	0	173	0	0	0	0	0
Unc5b	28.833333	0	173	0	0	0	0	0
Thsd7b	28.833333	0	173	0	0	0	0	0
Rgs3	28.833333	0	173	0	0	0	0	0
Nudt17	28.833333	0	173	0	0	0	0	0
Nol4l	28.833333	0	173	0	0	0	0	0
Incenp	28.833333	0	173	0	0	0	0	0
Gli2	28.833333	0	173	0	0	0	0	0
Fgd1	28.833333	0	173	0	0	0	0	0
Dnajc6	28.833333	0	173	0	0	0	0	0
Crmp1	28.833333	0	173	0	0	0	0	0
Chpf2	28.833333	0	173	0	0	0	0	0
Cdkl4	28.833333	0	173	0	0	0	0	0
Ccdc150	28.833333	0	173	0	0	0	0	0
Adamts18	28.833333	0	173	0	0	0	0	0
Acot6	28.833333	0	173	0	0	0	0	0
Zbtb14	28.666667	0	172	0	0	0	0	0
Trp53i11	28.666667	0	172	0	0	0	0	0
Trp53bp1	28.666667	0	172	0	0	0	0	0
Tert	28.666667	0	172	0	0	0	0	0
Rfx5	28.666667	0	172	0	0	0	0	0
Ptpn5	28.666667	0	172	0	0	0	0	0
Pla2g15	28.666667	0	172	0	0	0	0	0
Pald1	28.666667	0	172	0	0	0	0	0
Mxd3	28.666667	0	172	0	0	0	0	0
Mocs1	28.666667	0	172	0	0	0	0	0
Lmo1	28.666667	0	172	0	0	0	0	0
Itgb8	28.666667	0	172	0	0	0	0	0
Haghl	28.666667	0	172	0	0	0	0	0
Grhpr	28.666667	0	172	0	0	0	0	0
Fzd8	28.666667	0	172	0	0	0	0	0
Fah	28.666667	0	172	0	0	0	0	0
Dse	28.666667	0	172	0	0	0	0	0
Daam2	28.666667	0	172	0	0	0	0	0
Crh	28.666667	0	172	0	0	0	0	0
Chrnb2	28.666667	0	172	0	0	0	0	0
Chrm4	28.666667	0	172	0	0	0	0	0
Cdc25b	28.666667	0	172	0	0	0	0	0
Ccdc78	28.666667	0	172	0	0	0	0	0
Uqcr11	28.500000	0	171	0	0	0	0	0
Tpra1	28.500000	0	171	0	0	0	0	0
Slc35c1	28.500000	0	171	0	0	0	0	0
Slc25a39	28.500000	0	171	0	0	0	0	0
Slc22a15	28.500000	0	171	0	0	0	0	0
Shisa4	28.500000	0	171	0	0	0	0	0
Rnaseh2c	28.500000	0	171	0	0	0	0	0
Rbbp7	28.500000	0	171	0	0	0	0	0
Rap2c	28.500000	0	171	0	0	0	0	0
Pou3f3	28.500000	0	171	0	0	0	0	0
Nova2	28.500000	0	171	0	0	0	0	0
Ndufv3	28.500000	0	171	0	0	0	0	0
Mcm2	28.500000	0	171	0	0	0	0	0
Mapk4	28.500000	0	171	0	0	0	0	0
L3mbtl2	28.500000	0	171	0	0	0	0	0
Hgf	28.500000	0	0	0	171	0	0	0
Gramd2	28.500000	0	171	0	0	0	0	0
Gemin6	28.500000	0	171	0	0	0	0	0
Foxl1	28.500000	0	171	0	0	0	0	0
Fez2	28.500000	0	171	0	0	0	0	0
Evc2	28.500000	0	171	0	0	0	0	0
Evc	28.500000	0	171	0	0	0	0	0
Cyp4x1	28.500000	0	0	171	0	0	0	0
Cln5	28.500000	0	171	0	0	0	0	0
Cit	28.500000	0	171	0	0	0	0	0
Bid	28.500000	0	171	0	0	0	0	0
Bcl2l12	28.500000	0	171	0	0	0	0	0
Arrdc1	28.500000	0	171	0	0	0	0	0
Arhgef10l	28.500000	0	171	0	0	0	0	0
1700030J22Rik	28.500000	0	171	0	0	0	0	0
Zbtb16	28.333333	0	90	0	80	0	0	0
Tyro3	28.333333	0	170	0	0	0	0	0
Tulp2	28.333333	0	170	0	0	0	0	0
Tmem200c	28.333333	0	170	0	0	0	0	0
Sptbn4	28.333333	0	170	0	0	0	0	0
Sftpc	28.333333	0	170	0	0	0	0	0
Samd8	28.333333	0	170	0	0	0	0	0
Rhobtb3	28.333333	0	170	0	0	0	0	0
Rcc1l	28.333333	0	170	0	0	0	0	0
Rac3	28.333333	0	170	0	0	0	0	0
Ptger1	28.333333	0	170	0	0	0	0	0
Nucb1	28.333333	0	170	0	0	0	0	0
Nrbp2	28.333333	0	170	0	0	0	0	0
Mras	28.333333	0	170	0	0	0	0	0
Lsamp	28.333333	0	170	0	0	0	0	0
Ifngr1	28.333333	0	170	0	0	0	0	0
Ifi208	28.333333	0	0	170	0	0	0	0
Hs3st5	28.333333	0	170	0	0	0	0	0
Gzf1	28.333333	0	170	0	0	0	0	0
Ggnbp1	28.333333	0	170	0	0	0	0	0
Fgfrl1	28.333333	0	170	0	0	0	0	0
Eml2	28.333333	0	170	0	0	0	0	0
Dusp13	28.333333	0	170	0	0	0	0	0
Dscam	28.333333	0	170	0	0	0	0	0
Cdca7	28.333333	0	170	0	0	0	0	0
Capns1	28.333333	0	170	0	0	0	0	0
Bmp1	28.333333	0	170	0	0	0	0	0
Bak1	28.333333	0	170	0	0	0	0	0
Ankrd9	28.333333	0	170	0	0	0	0	0
Adgra2	28.333333	0	170	0	0	0	0	0
Acsl4	28.333333	0	170	0	0	0	0	0
Tyw1	28.166667	0	169	0	0	0	0	0
Trim58	28.166667	0	0	0	0	0	169	0
Tmem160	28.166667	0	169	0	0	0	0	0
Slc26a7	28.166667	0	169	0	0	0	0	0
Sbds	28.166667	0	169	0	0	0	0	0
Rasgef1b	28.166667	0	169	0	0	0	0	0
Nxn	28.166667	0	169	0	0	0	0	0
Impa2	28.166667	0	169	0	0	0	0	0
Emx1	28.166667	0	169	0	0	0	0	0
Csf1	28.166667	0	169	0	0	0	0	0
Ccdc177	28.166667	0	169	0	0	0	0	0
Camk2b	28.166667	0	169	0	0	0	0	0
Atoh8	28.166667	0	169	0	0	0	0	0
Arhgef17	28.166667	0	169	0	0	0	0	0
Angptl1	28.166667	0	169	0	0	0	0	0
Adcy1	28.166667	0	169	0	0	0	0	0
Acyp1	28.166667	0	169	0	0	0	0	0
Zbed5	28.000000	0	168	0	0	0	0	0
Unc119b	28.000000	0	168	0	0	0	0	0
Pde9a	28.000000	0	168	0	0	0	0	0
Gabrb1	28.000000	0	168	0	0	0	0	0
Gabra4	28.000000	0	168	0	0	0	0	0
Chsy3	28.000000	0	168	0	0	0	0	0
Ascl2	28.000000	0	168	0	0	0	0	0
Ap5b1	28.000000	0	168	0	0	0	0	0
Tmem150a	27.833333	0	167	0	0	0	0	0
Tma7-ps	27.833333	0	167	0	0	0	0	0
Slc6a8	27.833333	0	167	0	0	0	0	0
Ralb	27.833333	0	167	0	0	0	0	0
Larp1	27.833333	0	167	0	0	0	0	0
Jmy	27.833333	0	167	0	0	0	0	0
Hsd11b1	27.833333	0	167	0	0	0	0	0
Grn	27.833333	0	167	0	0	0	0	0
Fmnl1	27.833333	0	167	0	0	0	0	0
Ephb6	27.833333	0	167	0	0	0	0	0
Ebf4	27.833333	0	167	0	0	0	0	0
Dcbld1	27.833333	0	167	0	0	0	0	0
Cilp2	27.833333	0	167	0	0	0	0	0
Asb13	27.833333	0	167	0	0	0	0	0
Znhit1	27.666667	0	166	0	0	0	0	0
Tes	27.666667	0	166	0	0	0	0	0
Tcea2	27.666667	0	166	0	0	0	0	0
St3gal1	27.666667	0	166	0	0	0	0	0
Slc37a1	27.666667	0	166	0	0	0	0	0
Sh2b3	27.666667	0	166	0	0	0	0	0
Sema6a	27.666667	0	166	0	0	0	0	0
Ripply2	27.666667	0	166	0	0	0	0	0
Prl3d1	27.666667	0	0	0	166	0	0	0
Prc1	27.666667	0	166	0	0	0	0	0
Plod3	27.666667	0	166	0	0	0	0	0
Plagl1	27.666667	0	166	0	0	0	0	0
Pkn3	27.666667	0	166	0	0	0	0	0
Pkd2	27.666667	0	166	0	0	0	0	0
Phkg2	27.666667	0	166	0	0	0	0	0
Nme4	27.666667	0	166	0	0	0	0	0
Mmp11	27.666667	0	166	0	0	0	0	0
Maoa	27.666667	0	166	0	0	0	0	0
Klf3	27.666667	0	166	0	0	0	0	0
Epb41l2	27.666667	0	166	0	0	0	0	0
Decr2	27.666667	0	166	0	0	0	0	0
Chchd10	27.666667	0	166	0	0	0	0	0
Cd151	27.666667	0	166	0	0	0	0	0
Aprt	27.666667	0	166	0	0	0	0	0
Abca8a	27.666667	0	166	0	0	0	0	0
Aadacl2fm1	27.666667	0	0	0	166	0	0	0
Zfp773	27.500000	0	165	0	0	0	0	0
Zfp763	27.500000	0	165	0	0	0	0	0
Zfp641	27.500000	0	165	0	0	0	0	0
Vegfb	27.500000	0	165	0	0	0	0	0
Ttll9	27.500000	0	165	0	0	0	0	0
Trip6	27.500000	0	165	0	0	0	0	0
Thsd4	27.500000	0	165	0	0	0	0	0
Snx10	27.500000	0	165	0	0	0	0	0
Slc9a6	27.500000	0	165	0	0	0	0	0
Slc17a1	27.500000	0	165	0	0	0	0	0
Sfxn4	27.500000	0	165	0	0	0	0	0
Selenon	27.500000	0	165	0	0	0	0	0
Rmdn2	27.500000	0	165	0	0	0	0	0
Rab39b	27.500000	0	165	0	0	0	0	0
Pwwp2b	27.500000	0	165	0	0	0	0	0
Prrt1	27.500000	0	165	0	0	0	0	0
Ppt2	27.500000	0	165	0	0	0	0	0
Pola1	27.500000	0	165	0	0	0	0	0
Plcd1	27.500000	0	165	0	0	0	0	0
Pfdn1	27.500000	0	165	0	0	0	0	0
Pcgf5	27.500000	0	165	0	0	0	0	0
Olfml2b	27.500000	0	165	0	0	0	0	0
Nelfcd	27.500000	0	165	0	0	0	0	0
Mocs2	27.500000	0	165	0	0	0	0	0
Mapk11	27.500000	0	165	0	0	0	0	0
Maged2	27.500000	0	165	0	0	0	0	0
Lpp	27.500000	0	165	0	0	0	0	0
Htr7	27.500000	0	165	0	0	0	0	0
Hprt	27.500000	0	165	0	0	0	0	0
Hells	27.500000	0	165	0	0	0	0	0
H2-K1	27.500000	0	0	0	165	0	0	0
Gpr156	27.500000	0	165	0	0	0	0	0
Gmppb	27.500000	0	165	0	0	0	0	0
Gm15455	27.500000	0	165	0	0	0	0	0
Gm10130	27.500000	0	165	0	0	0	0	0
Fn3krp	27.500000	0	165	0	0	0	0	0
Fcsk	27.500000	0	165	0	0	0	0	0
Ecrg4	27.500000	0	165	0	0	0	0	0
Dnph1	27.500000	0	165	0	0	0	0	0
Dnajc4	27.500000	0	165	0	0	0	0	0
Ctsf	27.500000	0	165	0	0	0	0	0
Cmtm4	27.500000	0	165	0	0	0	0	0
Cd37	27.500000	0	165	0	0	0	0	0
Camk4	27.500000	0	165	0	0	0	0	0
Bub1	27.500000	0	165	0	0	0	0	0
Bdh2	27.500000	0	165	0	0	0	0	0
Bag2	27.500000	0	165	0	0	0	0	0
Atp8a2	27.500000	0	165	0	0	0	0	0
Atad5	27.500000	0	165	0	0	0	0	0
Ascl4	27.500000	0	165	0	0	0	0	0
Amigo3	27.500000	0	165	0	0	0	0	0
AI429214	27.500000	0	165	0	0	0	0	0
Zadh2	27.333333	0	164	0	0	0	0	0
Vps13a	27.333333	0	164	0	0	0	0	0
Tspoap1	27.333333	0	164	0	0	0	0	0
Tshz1	27.333333	0	164	0	0	0	0	0
Spag4	27.333333	0	164	0	0	0	0	0
Scn3a	27.333333	0	164	0	0	0	0	0
Rnf168	27.333333	0	164	0	0	0	0	0
Rab3il1	27.333333	0	164	0	0	0	0	0
Prr15	27.333333	0	164	0	0	0	0	0
Pdxk	27.333333	0	164	0	0	0	0	0
Npm3	27.333333	0	164	0	0	0	0	0
Nipsnap1	27.333333	0	164	0	0	0	0	0
Gnb4	27.333333	0	164	0	0	0	0	0
Gca	27.333333	0	164	0	0	0	0	0
Ezh1	27.333333	0	164	0	0	0	0	0
Dlx2	27.333333	0	164	0	0	0	0	0
Ddit4l	27.333333	0	164	0	0	0	0	0
Cib2	27.333333	0	164	0	0	0	0	0
Cdk5r2	27.333333	0	164	0	0	0	0	0
Cacng8	27.333333	0	164	0	0	0	0	0
Arc	27.333333	0	164	0	0	0	0	0
Angptl7	27.333333	0	164	0	0	0	0	0
Alg6	27.333333	0	164	0	0	0	0	0
Zrsr1	27.166667	0	163	0	0	0	0	0
Zfp521	27.166667	0	163	0	0	0	0	0
Tmem35a	27.166667	0	163	0	0	0	0	0
Tmem164	27.166667	0	163	0	0	0	0	0
Spata13	27.166667	0	163	0	0	0	0	0
Scgn	27.166667	0	163	0	0	0	0	0
Rsph14	27.166667	0	163	0	0	0	0	0
Rab36	27.166667	0	163	0	0	0	0	0
Pnkp	27.166667	0	163	0	0	0	0	0
Plppr4	27.166667	0	163	0	0	0	0	0
P2ry1	27.166667	0	163	0	0	0	0	0
Orai2	27.166667	0	163	0	0	0	0	0
Nrarp	27.166667	0	163	0	0	0	0	0
Mapk10	27.166667	0	163	0	0	0	0	0
Kif7	27.166667	0	163	0	0	0	0	0
Jade2	27.166667	0	163	0	0	0	0	0
Ildr2	27.166667	0	163	0	0	0	0	0
Gmip	27.166667	0	163	0	0	0	0	0
Cuedc2	27.166667	0	163	0	0	0	0	0
Cd81	27.166667	0	163	0	0	0	0	0
Car15	27.166667	0	163	0	0	0	0	0
Cacnb2	27.166667	0	163	0	0	0	0	0
Atp8b5	27.166667	0	163	0	0	0	0	0
Asap3	27.166667	0	163	0	0	0	0	0
Trim46	27.000000	0	162	0	0	0	0	0
Tceal8	27.000000	0	162	0	0	0	0	0
Src	27.000000	0	162	0	0	0	0	0
Slc27a3	27.000000	0	162	0	0	0	0	0
Pex10	27.000000	0	162	0	0	0	0	0
Krtcap2	27.000000	0	162	0	0	0	0	0
Kcnh8	27.000000	0	162	0	0	0	0	0
Kbtbd6	27.000000	0	162	0	0	0	0	0
Ifnb1	27.000000	0	162	0	0	0	0	0
Hnrnph2	27.000000	0	162	0	0	0	0	0
Gla	27.000000	0	162	0	0	0	0	0
Galt	27.000000	0	162	0	0	0	0	0
Epb41l3	27.000000	0	162	0	0	0	0	0
Fezf1	26.833333	0	0	0	0	0	161	307
Traip	26.833333	0	161	0	0	0	0	0
Taf7l2	26.833333	0	161	0	0	0	0	0
Septin6	26.833333	0	161	0	0	0	0	0
Scnm1	26.833333	0	161	0	0	0	0	0
Plekhg5	26.833333	0	161	0	0	0	0	0
Phlda3	26.833333	0	161	0	0	0	0	0
Onecut2	26.833333	0	161	0	0	0	0	0
Lysmd1	26.833333	0	161	0	0	0	0	0
Grasp	26.833333	0	161	0	0	0	0	0
Epb41l5	26.833333	0	161	0	0	0	0	0
Efs	26.833333	0	161	0	0	0	0	0
Vgf	26.666667	0	160	0	0	0	0	0
Uts2	26.666667	0	0	160	0	0	0	0
Uckl1	26.666667	0	160	0	0	0	0	0
Trim50	26.666667	0	0	0	0	0	160	0
Tmem74	26.666667	0	160	0	0	0	0	0
Tmem150c	26.666667	0	160	0	0	0	0	0
Stard10	26.666667	0	160	0	0	0	0	0
Sos2	26.666667	0	160	0	0	0	0	0
Septin9	26.666667	0	160	0	0	0	0	0
Sema4d	26.666667	0	160	0	0	0	0	0
Rsph1	26.666667	0	160	0	0	0	0	0
Raver2	26.666667	0	160	0	0	0	0	0
Prkcb	26.666667	0	160	0	0	0	0	0
Pimreg	26.666667	0	160	0	0	0	0	0
Pam	26.666667	0	160	0	0	0	0	0
Nkain4	26.666667	0	160	0	0	0	0	0
Micall1	26.666667	0	160	0	0	0	0	0
Mat2b	26.666667	0	160	0	0	0	0	0
Macf1	26.666667	0	160	0	0	0	0	0
Ldlr	26.666667	0	160	0	0	0	0	0
Lalba	26.666667	0	0	160	0	0	0	0
Inip	26.666667	0	160	0	0	0	0	0
Hunk	26.666667	0	160	0	0	0	0	0
Gm4307	26.666667	0	0	0	0	0	160	0
Gm4305	26.666667	0	0	0	0	0	160	0
Gm4303	26.666667	0	0	0	0	0	160	0
Gm1113	26.666667	0	0	0	0	0	160	0
Galntl6	26.666667	0	160	0	0	0	0	0
Dram1	26.666667	0	160	0	0	0	0	0
Cep192	26.666667	0	160	0	0	0	0	0
BC030500	26.666667	0	160	0	0	0	0	0
Aipl1	26.666667	0	160	0	0	0	0	0
Acrbp	26.666667	0	0	160	0	0	0	0
Wdcp	26.500000	0	159	0	0	0	0	0
Vps54	26.500000	0	159	0	0	0	0	0
Thoc2l	26.500000	0	159	0	0	0	0	0
Taf11	26.500000	0	159	0	0	0	0	0
Stk3	26.500000	0	159	0	0	0	0	0
Sfrp4	26.500000	0	159	0	0	0	0	0
Ptgfrn	26.500000	0	159	0	0	0	0	0
Nt5c	26.500000	0	159	0	0	0	0	0
Nrcam	26.500000	0	159	0	0	0	0	0
Mrpl37	26.500000	0	159	0	0	0	0	0
Mex3d	26.500000	0	159	0	0	0	0	0
Kif27	26.500000	0	159	0	0	0	0	0
Jph1	26.500000	0	159	0	0	0	0	0
Jam3	26.500000	0	159	0	0	0	0	0
Gpr137	26.500000	0	159	0	0	0	0	0
Gls2	26.500000	0	159	0	0	0	0	0
Gabarapl1	26.500000	0	159	0	0	0	0	0
Epdr1	26.500000	0	159	0	0	0	0	0
Cyb5rl	26.500000	0	159	0	0	0	0	0
Col25a1	26.500000	0	159	0	0	0	0	0
Chrm1	26.500000	0	159	0	0	0	0	0
Caskin1	26.500000	0	159	0	0	0	0	0
Bad	26.500000	0	159	0	0	0	0	0
Anks1	26.500000	0	159	0	0	0	0	0
Aatk	26.500000	0	159	0	0	0	0	0
Zbtb38	26.333333	0	158	0	0	0	0	0
Zbed3	26.333333	0	158	0	0	0	0	0
Tmem191c	26.333333	0	158	0	0	0	0	0
Rgma	26.333333	0	158	0	0	0	0	0
Prss23	26.333333	0	158	0	0	0	0	0
Prkch	26.333333	0	158	0	0	0	0	0
Ppp1r14c	26.333333	0	158	0	0	0	0	0
Mafk	26.333333	0	158	0	0	0	0	0
Larp1b	26.333333	0	158	0	0	0	0	0
Kcna2	26.333333	0	158	0	0	0	0	0
Hykk	26.333333	0	158	0	0	0	0	0
Gstt2	26.333333	0	158	0	0	0	0	0
Erf	26.333333	0	158	0	0	0	0	0
Eif4e3	26.333333	0	158	0	0	0	0	0
Dll4	26.333333	0	158	0	0	0	0	0
Ddt	26.333333	0	158	0	0	0	0	0
Cpne5	26.333333	0	158	0	0	0	0	0
Clvs2	26.333333	0	158	0	0	0	0	0
Mob3b	26.166667	0	157	0	0	0	0	0
Lrp10	26.166667	0	157	0	0	0	0	0
Kcnma1	26.166667	0	157	0	0	0	0	0
Hcn2	26.166667	0	157	0	0	0	0	0
Gm14325	26.166667	0	157	0	0	0	0	0
Eepd1	26.166667	0	157	0	0	0	0	0
Dvl2	26.166667	0	157	0	0	0	0	0
Ccdc86	26.166667	0	157	0	0	0	0	0
Cbx4	26.166667	0	157	0	0	0	0	0
Atxn1	26.166667	0	157	0	0	0	0	0
Ascl1	26.166667	0	157	0	0	0	0	0
1810046K07Rik	26.166667	0	0	0	157	0	0	0
Zfp958	26.000000	0	156	0	0	0	0	0
Zfp867	26.000000	0	156	0	0	0	0	0
Zfp300	26.000000	0	156	0	0	0	0	0
Xk	26.000000	0	156	0	0	0	0	0
Xiap	26.000000	0	156	0	0	0	0	0
Vmn2r79	26.000000	0	0	0	156	0	0	0
Uxt	26.000000	0	156	0	0	0	0	0
Uprt	26.000000	0	156	0	0	0	0	0
Tnfrsf22	26.000000	0	156	0	0	0	0	0
Tmem178b	26.000000	0	156	0	0	0	0	0
Tmem14a	26.000000	0	156	0	0	0	0	0
Tceal9	26.000000	0	156	0	0	0	0	0
Taf6l	26.000000	0	156	0	0	0	0	0
Stim1	26.000000	0	156	0	0	0	0	0
St6galnac4	26.000000	0	156	0	0	0	0	0
Spidr	26.000000	0	156	0	0	0	0	0
Smyd5	26.000000	0	156	0	0	0	0	0
Slc25a14	26.000000	0	156	0	0	0	0	0
Shcbp1	26.000000	0	156	0	0	0	0	0
Sh3rf3	26.000000	0	156	0	0	0	0	0
Rnf180	26.000000	0	156	0	0	0	0	0
Ripk2	26.000000	0	156	0	0	0	0	0
Rbfa	26.000000	0	156	0	0	0	0	0
Ptprt	26.000000	0	156	0	0	0	0	0
Ppy	26.000000	0	156	0	0	0	0	0
Pms2	26.000000	0	156	0	0	0	0	0
Pld2	26.000000	0	156	0	0	0	0	0
Piwil2	26.000000	0	156	0	0	0	0	0
Peli3	26.000000	0	156	0	0	0	0	0
Mgat5	26.000000	0	156	0	0	0	0	0
Mcur1	26.000000	0	156	0	0	0	0	0
Mcm6	26.000000	0	156	0	0	0	0	0
Lrp5	26.000000	0	156	0	0	0	0	0
Kif14	26.000000	0	156	0	0	0	0	0
Irf9	26.000000	0	156	0	0	0	0	0
Irak1	26.000000	0	156	0	0	0	0	0
Il22ra1	26.000000	0	156	0	0	0	0	0
Helb	26.000000	0	156	0	0	0	0	0
Hdac8	26.000000	0	156	0	0	0	0	0
Gm46430	26.000000	0	156	0	0	0	0	0
Gm45337	26.000000	0	156	0	0	0	0	0
Gm32856	26.000000	0	156	0	0	0	0	0
Galnt17	26.000000	0	156	0	0	0	0	0
Ehd4	26.000000	0	156	0	0	0	0	0
Dpys	26.000000	0	0	0	156	0	0	0
Depdc1b	26.000000	0	156	0	0	0	0	0
Clec2l	26.000000	0	156	0	0	0	0	0
Chm	26.000000	0	156	0	0	0	0	0
Cdc42ep2	26.000000	0	156	0	0	0	0	0
Cd99l2	26.000000	0	156	0	0	0	0	0
Cd96	26.000000	0	156	0	0	0	0	0
Ccs	26.000000	0	156	0	0	0	0	0
Ccdc87	26.000000	0	156	0	0	0	0	0
