Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX23761407|Ependymoma	SRX4988100|ES_cells	SRX4988101|ES_cells	SRX4988102|ES_cells	SRX4988103|ES_cells	SRX4988104|ES_cells	SRX4988105|ES_cells	STRING
Rflnb	19.750000	158	0	0	0	0	0	0	0	0
Pnisr	19.750000	158	0	0	0	0	0	0	0	0
Nars2	19.750000	158	0	0	0	0	0	0	0	0
Mrps22	19.750000	158	0	0	0	0	0	0	0	0
Gmpr	19.750000	158	0	0	0	0	0	0	0	0
Fbxw9	19.750000	158	0	0	0	0	0	0	0	0
Dusp14	19.750000	158	0	0	0	0	0	0	0	0
Cpne8	19.750000	158	0	0	0	0	0	0	0	0
Cdkn3	19.750000	158	0	0	0	0	0	0	0	0
Card19	19.750000	0	158	0	0	0	0	0	0	0
Atp5g2	19.750000	158	0	0	0	0	0	0	0	0
Arl10	19.750000	158	0	0	0	0	0	0	0	0
Arf2	19.750000	158	0	0	0	0	0	0	0	0
Amer1	19.750000	158	0	0	0	0	0	0	0	0
Zfp810	19.625000	157	0	0	0	0	0	0	0	0
Zfp746	19.625000	157	0	0	0	0	0	0	0	0
Tax1bp3	19.625000	157	0	0	0	0	0	0	0	0
Rnpep	19.625000	157	0	0	0	0	0	0	0	0
Rnf141	19.625000	157	0	0	0	0	0	0	0	0
Reep3	19.625000	157	0	0	0	0	0	0	0	0
Pspc1	19.625000	157	0	0	0	0	0	0	0	0
Poc1a	19.625000	157	0	0	0	0	0	0	0	0
Nucks1	19.625000	157	0	0	0	0	0	0	0	0
Mybl2	19.625000	157	0	0	0	0	0	0	0	0
Mrpl48	19.625000	157	0	0	0	0	0	0	0	0
Lrrc42	19.625000	157	0	0	0	0	0	0	0	0
Lbhd1	19.625000	157	0	0	0	0	0	0	0	0
Hspb11	19.625000	157	0	0	0	0	0	0	0	0
Hsd11b2	19.625000	157	0	0	0	0	0	0	0	0
Gsc2	19.625000	157	0	0	0	0	0	0	0	0
Fam174c	19.625000	157	0	0	0	0	0	0	0	0
Ess2	19.625000	157	0	0	0	0	0	0	0	0
Emc6	19.625000	157	0	0	0	0	0	0	0	0
Drap1	19.625000	157	0	0	0	0	0	0	0	0
Dctn4	19.625000	157	0	0	0	0	0	0	0	0
Clpb	19.625000	157	0	0	0	0	0	0	0	0
Cirbp	19.625000	157	0	0	0	0	0	0	0	0
Capn2	19.625000	157	0	0	0	0	0	0	0	0
AI837181	19.625000	157	0	0	0	0	0	0	0	0
1810009A15Rik	19.625000	157	0	0	0	0	0	0	0	0
Ube2c	19.500000	156	0	0	0	0	0	0	0	0
Trim59	19.500000	156	0	0	0	0	0	0	0	0
Tle1	19.500000	156	0	0	0	0	0	0	0	0
Timeless	19.500000	156	0	0	0	0	0	0	0	0
Taok2	19.500000	156	0	0	0	0	0	0	0	0
Snx18	19.500000	156	0	0	0	0	0	0	0	0
Slc66a2	19.500000	156	0	0	0	0	0	0	0	0
Setd3	19.500000	156	0	0	0	0	0	0	0	0
Rgs12	19.500000	156	0	0	0	0	0	0	0	0
Rbbp5	19.500000	156	0	0	0	0	0	0	0	0
Rasd1	19.500000	156	0	0	0	0	0	0	0	0
Prpf18	19.500000	156	0	0	0	0	0	0	0	0
Polr1e	19.500000	156	0	0	0	0	0	0	0	0
Pex11b	19.500000	156	0	0	0	0	0	0	0	0
Pcbd1	19.500000	156	0	0	0	0	0	0	0	0
Mycbpap	19.500000	156	0	0	0	0	0	0	0	0
Med1	19.500000	156	0	0	0	0	0	0	0	0
Ercc6l	19.500000	156	0	0	0	0	0	0	0	0
Dmxl1	19.500000	156	0	0	0	0	0	0	0	0
Ccnk	19.500000	156	0	0	0	0	0	0	0	0
Amfr	19.500000	156	0	0	0	0	0	0	0	0
Acbd6	19.500000	156	0	0	0	0	0	0	0	0
4930430F08Rik	19.500000	156	0	0	0	0	0	0	0	0
1700017N19Rik	19.500000	156	0	0	0	0	0	0	0	0
Wnk1	19.375000	155	0	0	0	0	0	0	0	0
Tmed9	19.375000	155	0	0	0	0	0	0	0	0
Spag1	19.375000	155	0	0	0	0	0	0	0	0
Sec31b	19.375000	155	0	0	0	0	0	0	0	0
Rtn4	19.375000	155	0	0	0	0	0	0	0	0
Rpl7a	19.375000	155	0	0	0	0	0	0	0	0
Ptprf	19.375000	155	0	0	0	0	0	0	0	0
Notch1	19.375000	155	0	0	0	0	0	0	0	0
Ndufs4	19.375000	0	155	0	0	0	0	0	0	0
Ncor2	19.375000	155	0	0	0	0	0	0	0	0
Med22	19.375000	155	0	0	0	0	0	0	0	0
Mcidas	19.375000	155	0	0	0	0	0	0	0	0
Map7	19.375000	155	0	0	0	0	0	0	0	0
Lancl1	19.375000	155	0	0	0	0	0	0	0	0
Kcnh2	19.375000	155	0	0	0	0	0	0	0	0
Irs1	19.375000	155	0	0	0	0	0	0	0	0
Inhbb	19.375000	155	0	0	0	0	0	0	0	0
Gramd1b	19.375000	155	0	0	0	0	0	0	0	0
Gpr137b	19.375000	155	0	0	0	0	0	0	0	0
Gm5784	19.375000	155	0	0	0	0	0	0	0	0
Glce	19.375000	155	0	0	0	0	0	0	0	0
Eva1b	19.375000	155	0	0	0	0	0	0	0	0
Etfbkmt	19.375000	155	0	0	0	0	0	0	0	0
Dis3l	19.375000	155	0	0	0	0	0	0	0	0
Cd81	19.375000	155	0	0	0	0	0	0	0	0
Bloc1s5	19.375000	155	0	0	0	0	0	0	0	0
Birc3	19.375000	155	0	0	0	0	0	0	0	0
Arhgef16	19.375000	155	0	0	0	0	0	0	0	0
3110082I17Rik	19.375000	155	0	0	0	0	0	0	0	0
Yif1b	19.250000	154	0	0	0	0	0	0	0	0
Tmem200b	19.250000	154	0	0	0	0	0	0	0	0
Sh2d5	19.250000	154	0	0	0	0	0	0	0	0
Rps27a	19.250000	154	0	0	0	0	0	0	0	0
Rexo2	19.250000	154	0	0	0	0	0	0	0	0
Rasl10a	19.250000	154	0	0	0	0	0	0	0	0
Obi1	19.250000	154	0	0	0	0	0	0	0	0
Nenf	19.250000	154	0	0	0	0	0	0	0	0
Micall2	19.250000	154	0	0	0	0	0	0	0	0
Marchf6	19.250000	154	0	0	0	0	0	0	0	0
Lrr1	19.250000	154	0	0	0	0	0	0	0	0
Ip6k1	19.250000	154	0	0	0	0	0	0	0	0
Impdh2	19.250000	154	0	0	0	0	0	0	0	0
Il11	19.250000	154	0	0	0	0	0	0	0	0
Igf1r	19.250000	154	0	0	0	0	0	0	0	0
Gpr157	19.250000	154	0	0	0	0	0	0	0	0
Gk5	19.250000	154	0	0	0	0	0	0	0	0
Ggt5	19.250000	154	0	0	0	0	0	0	0	0
Gas2l1	19.250000	154	0	0	0	0	0	0	0	0
Fam126a	19.250000	154	0	0	0	0	0	0	0	0
Etfdh	19.250000	154	0	0	0	0	0	0	0	0
Efhc1	19.250000	154	0	0	0	0	0	0	0	0
Dlg5	19.250000	154	0	0	0	0	0	0	0	0
Clhc1	19.250000	154	0	0	0	0	0	0	0	0
Cdc73	19.250000	154	0	0	0	0	0	0	0	0
C1qtnf12	19.250000	154	0	0	0	0	0	0	0	0
B3gnt6	19.250000	154	0	0	0	0	0	0	0	0
4930579G24Rik	19.250000	154	0	0	0	0	0	0	0	0
2310022B05Rik	19.250000	154	0	0	0	0	0	0	0	0
Zfp82	19.125000	153	0	0	0	0	0	0	0	0
Zfp759	19.125000	153	0	0	0	0	0	0	0	0
Stx16	19.125000	153	0	0	0	0	0	0	0	0
Sost	19.125000	153	0	0	0	0	0	0	0	0
Smim13	19.125000	153	0	0	0	0	0	0	0	0
Rbmx2	19.125000	153	0	0	0	0	0	0	0	0
Psma3	19.125000	153	0	0	0	0	0	0	0	0
Pou6f1	19.125000	153	0	0	0	0	0	0	0	0
Plekha1	19.125000	153	0	0	0	0	0	0	0	0
Pawr	19.125000	153	0	0	0	0	0	0	0	0
Mzf1	19.125000	153	0	0	0	0	0	0	0	0
Mcm5	19.125000	153	0	0	0	0	0	0	0	0
Klhdc4	19.125000	153	0	0	0	0	0	0	0	0
Kdm4a	19.125000	153	0	0	0	0	0	0	0	0
Kctd3	19.125000	153	0	0	0	0	0	0	0	0
Ier3ip1	19.125000	153	0	0	0	0	0	0	0	0
Hyi	19.125000	153	0	0	0	0	0	0	0	0
H1f5	19.125000	153	0	0	0	0	0	0	0	0
Entpd2	19.125000	153	0	0	0	0	0	0	0	0
Crip2	19.125000	153	0	0	0	0	0	0	0	0
Cd46	19.125000	153	0	0	0	0	0	0	0	0
Ccdc43	19.125000	153	0	0	0	0	0	0	0	0
Camkk1	19.125000	153	0	0	0	0	0	0	0	0
Brms1	19.125000	153	0	0	0	0	0	0	0	0
B4gat1	19.125000	153	0	0	0	0	0	0	0	0
Abhd17b	19.125000	153	0	0	0	0	0	0	0	0
1110059E24Rik	19.125000	153	0	0	0	0	0	0	0	0
Zmynd11	19.000000	152	0	0	0	0	0	0	0	0
Vps26a	19.000000	152	0	0	0	0	0	0	0	0
Vps13a	19.000000	152	0	0	0	0	0	0	0	0
Vegfb	19.000000	152	0	0	0	0	0	0	0	0
Ttc39a	19.000000	152	0	0	0	0	0	0	0	0
Trmt61a	19.000000	152	0	0	0	0	0	0	0	0
Tmod1	19.000000	152	0	0	0	0	0	0	0	0
Timm9	19.000000	152	0	0	0	0	0	0	0	0
Taf5	19.000000	152	0	0	0	0	0	0	0	0
St3gal3	19.000000	152	0	0	0	0	0	0	0	0
Srrd	19.000000	152	0	0	0	0	0	0	0	0
Spryd7	19.000000	152	0	0	0	0	0	0	0	0
Slc34a2	19.000000	152	0	0	0	0	0	0	0	0
Slc25a35	19.000000	152	0	0	0	0	0	0	0	0
Sinhcaf	19.000000	152	0	0	0	0	0	0	0	0
Rnf187	19.000000	152	0	0	0	0	0	0	0	0
Rdh13	19.000000	152	0	0	0	0	0	0	0	0
Rab3d	19.000000	152	0	0	0	0	0	0	0	0
Ppp2r5c	19.000000	152	0	0	0	0	0	0	0	0
Ppp1r15a	19.000000	152	0	0	0	0	0	0	0	0
Plekha4	19.000000	152	0	0	0	0	0	0	0	0
Pla2g4f	19.000000	152	0	0	0	0	0	0	0	0
Pfdn5	19.000000	0	152	0	0	0	0	0	0	0
Osbp	19.000000	152	0	0	0	0	0	0	0	0
Nans	19.000000	152	0	0	0	0	0	0	0	0
Mcrip2	19.000000	152	0	0	0	0	0	0	0	0
Hsd17b1	19.000000	152	0	0	0	0	0	0	0	0
Hps4	19.000000	152	0	0	0	0	0	0	0	0
Hnrnpm	19.000000	152	0	0	0	0	0	0	0	0
G3bp1	19.000000	152	0	0	0	0	0	0	0	0
Dok4	19.000000	152	0	0	0	0	0	0	0	0
Dcun1d1	19.000000	152	0	0	0	0	0	0	0	0
Cox17	19.000000	152	0	0	0	0	0	0	0	0
Cmpk2	19.000000	152	0	0	0	0	0	0	0	0
Cdkn2c	19.000000	152	0	0	0	0	0	0	0	0
Arfgap3	19.000000	152	0	0	0	0	0	0	0	0
9230019H11Rik	19.000000	152	0	0	0	0	0	0	0	0
2700049A03Rik	19.000000	152	0	0	0	0	0	0	0	0
Zfp983	18.875000	151	0	0	0	0	0	0	0	0
Zfp629	18.875000	151	0	0	0	0	0	0	0	0
Ttc30b	18.875000	151	0	0	0	0	0	0	0	0
Tmem51	18.875000	151	0	0	0	0	0	0	0	0
Tma16	18.875000	151	0	0	0	0	0	0	0	0
Ticrr	18.875000	151	0	0	0	0	0	0	0	0
Sc5d	18.875000	151	0	0	0	0	0	0	0	0
Relch	18.875000	151	0	0	0	0	0	0	0	0
Rab31	18.875000	151	0	0	0	0	0	0	0	0
Plekhb2	18.875000	151	0	0	0	0	0	0	0	0
Pign	18.875000	151	0	0	0	0	0	0	0	0
Foxa1	18.875000	151	0	0	0	0	0	0	0	0
Ephb4	18.875000	151	0	0	0	0	0	0	0	0
Ehbp1l1	18.875000	151	0	0	0	0	0	0	0	0
Dus2	18.875000	151	0	0	0	0	0	0	0	0
Ddx28	18.875000	151	0	0	0	0	0	0	0	0
Dbp	18.875000	151	0	0	0	0	0	0	0	0
Ciao3	18.875000	151	0	0	0	0	0	0	0	0
Cdk5rap2	18.875000	151	0	0	0	0	0	0	0	0
Carnmt1	18.875000	151	0	0	0	0	0	0	0	0
Car11	18.875000	151	0	0	0	0	0	0	0	0
Bcl2a1b	18.875000	151	0	0	0	0	0	0	0	0
Atp8b2	18.875000	151	0	0	0	0	0	0	0	0
Aebp2	18.875000	151	0	0	0	0	0	0	0	0
Acat2	18.875000	151	0	0	0	0	0	0	0	0
Abca1	18.875000	151	0	0	0	0	0	0	0	0
1700067K01Rik	18.875000	151	0	0	0	0	0	0	0	0
0610040J01Rik	18.875000	151	0	0	0	0	0	0	0	0
Zfp207	18.750000	150	0	0	0	0	0	0	0	0
Tspan2	18.750000	150	0	0	0	0	0	0	0	0
Tsku	18.750000	150	0	0	0	0	0	0	0	0
Troap	18.750000	150	0	0	0	0	0	0	0	0
Tmem263	18.750000	150	0	0	0	0	0	0	0	0
Tlr5	18.750000	150	0	0	0	0	0	0	0	0
Pyurf	18.750000	150	0	0	0	0	0	0	0	0
Psmg4	18.750000	150	0	0	0	0	0	0	0	0
Prdx3	18.750000	150	0	0	0	0	0	0	0	0
Pclo	18.750000	150	0	0	0	0	0	0	0	0
Nphp3	18.750000	150	0	0	0	0	0	0	0	0
Mki67	18.750000	150	0	0	0	0	0	0	0	0
Klhl29	18.750000	150	0	0	0	0	0	0	0	0
Herpud1	18.750000	150	0	0	0	0	0	0	0	0
H2-Q9	18.750000	150	0	0	0	0	0	0	0	0
H2-Q7	18.750000	150	0	0	0	0	0	0	0	0
Galnt2	18.750000	150	0	0	0	0	0	0	0	0
Fhl4	18.750000	150	0	0	0	0	0	0	0	0
Dnaja3	18.750000	150	0	0	0	0	0	0	0	0
Dmkn	18.750000	0	0	0	0	0	0	150	0	0
Dcps	18.750000	150	0	0	0	0	0	0	0	0
Coro7	18.750000	150	0	0	0	0	0	0	0	0
Cntrl	18.750000	150	0	0	0	0	0	0	0	0
Clcn7	18.750000	150	0	0	0	0	0	0	0	0
Cited4	18.750000	150	0	0	0	0	0	0	0	0
Auh	18.750000	150	0	0	0	0	0	0	0	0
Arg2	18.750000	150	0	0	0	0	0	0	0	0
Aars	18.750000	150	0	0	0	0	0	0	0	0
Xpo4	18.625000	149	0	0	0	0	0	0	0	0
Ulk1	18.625000	149	0	0	0	0	0	0	0	0
Tsnaxip1	18.625000	149	0	0	0	0	0	0	0	0
Slc35d1	18.625000	149	0	0	0	0	0	0	0	0
Shroom3	18.625000	149	0	0	0	0	0	0	0	0
Retsat	18.625000	0	149	0	0	0	0	0	0	0
Reck	18.625000	149	0	0	0	0	0	0	0	0
Rbpjl	18.625000	149	0	0	0	0	0	0	0	0
Rbp7	18.625000	149	0	0	0	0	0	0	0	0
Rbm15	18.625000	149	0	0	0	0	0	0	0	0
Ranbp10	18.625000	149	0	0	0	0	0	0	0	0
Psmb2	18.625000	149	0	0	0	0	0	0	0	0
Pccb	18.625000	149	0	0	0	0	0	0	0	0
Ndst1	18.625000	149	0	0	0	0	0	0	0	0
Myof	18.625000	0	149	0	0	0	0	0	0	0
Matn4	18.625000	149	0	0	0	0	0	0	0	0
Kng2	18.625000	0	149	0	0	0	0	0	0	0
H4c1	18.625000	149	0	0	0	0	0	0	0	0
H3c1	18.625000	149	0	0	0	0	0	0	0	0
H1f1	18.625000	149	0	0	0	0	0	0	0	0
Grb10	18.625000	149	0	0	0	0	0	0	0	0
Fmc1	18.625000	149	0	0	0	0	0	0	0	0
Fam241a	18.625000	149	0	0	0	0	0	0	0	0
Elmod3	18.625000	0	149	0	0	0	0	0	0	0
Cmtm7	18.625000	149	0	0	0	0	0	0	0	0
Celsr1	18.625000	149	0	0	0	0	0	0	0	0
Anxa2	18.625000	149	0	0	0	0	0	0	0	0
Adgra3	18.625000	149	0	0	0	0	0	0	0	0
Actg1	18.625000	149	0	0	0	0	0	0	0	0
Acot1	18.625000	149	0	0	0	0	0	0	0	0
Zfp708	18.500000	148	0	0	0	0	0	0	0	0
Zcchc24	18.500000	148	0	0	0	0	0	0	0	0
Zbtb22	18.500000	148	0	0	0	0	0	0	0	0
Vps4a	18.500000	148	0	0	0	0	0	0	0	0
Tlcd4	18.500000	148	0	0	0	0	0	0	0	0
Tapbp	18.500000	148	0	0	0	0	0	0	0	0
Stx18	18.500000	148	0	0	0	0	0	0	0	0
Smpd2	18.500000	148	0	0	0	0	0	0	0	0
Slc25a39	18.500000	148	0	0	0	0	0	0	0	0
Sars2	18.500000	148	0	0	0	0	0	0	0	0
Rpl14	18.500000	148	0	0	0	0	0	0	0	0
Rasgef1a	18.500000	148	0	0	0	0	0	0	0	0
Raf1	18.500000	148	0	0	0	0	0	0	0	0
Psmd4	18.500000	148	0	0	0	0	0	0	0	0
Prmt5	18.500000	148	0	0	0	0	0	0	0	0
Ppil6	18.500000	148	0	0	0	0	0	0	0	0
Osgep	18.500000	148	0	0	0	0	0	0	0	0
Nsmce4a	18.500000	148	0	0	0	0	0	0	0	0
Mrps12	18.500000	148	0	0	0	0	0	0	0	0
Mrpl45	18.500000	148	0	0	0	0	0	0	0	0
Mia3	18.500000	148	0	0	0	0	0	0	0	0
Map4k1	18.500000	148	0	0	0	0	0	0	0	0
Mansc4	18.500000	148	0	0	0	0	0	0	0	0
Lrp12	18.500000	148	0	0	0	0	0	0	0	0
Klhl42	18.500000	148	0	0	0	0	0	0	0	0
Helz	18.500000	148	0	0	0	0	0	0	0	0
H4c11	18.500000	148	0	0	0	0	0	0	0	0
H2-Q2	18.500000	148	0	0	0	0	0	0	0	0
Gzf1	18.500000	148	0	0	0	0	0	0	0	0
Gatad2b	18.500000	148	0	0	0	0	0	0	0	0
Eif3k	18.500000	148	0	0	0	0	0	0	0	0
Crlf2	18.500000	148	0	0	0	0	0	0	0	0
Coro6	18.500000	148	0	0	0	0	0	0	0	0
Cfl2	18.500000	148	0	0	0	0	0	0	0	0
Casp8	18.500000	148	0	0	0	0	0	0	0	0
C2cd2l	18.500000	148	0	0	0	0	0	0	0	0
BC048403	18.500000	148	0	0	0	0	0	0	0	0
Axdnd1	18.500000	148	0	0	0	0	0	0	0	0
Apex1	18.500000	148	0	0	0	0	0	0	0	0
Agk	18.500000	148	0	0	0	0	0	0	0	0
Acvr1c	18.500000	148	0	0	0	0	0	0	0	0
Vps36	18.375000	147	0	0	0	0	0	0	0	0
Ttc21b	18.375000	147	0	0	0	0	0	0	0	0
Tspyl5	18.375000	147	0	0	0	0	0	0	0	0
Tet2	18.375000	147	0	0	0	0	0	0	0	0
Syn3	18.375000	147	0	0	0	0	0	0	0	0
Svbp	18.375000	147	0	0	0	0	0	0	0	0
Srgap2	18.375000	147	0	0	0	0	0	0	0	0
Spdya	18.375000	147	0	0	0	0	0	0	0	0
Smpd5	18.375000	147	0	0	0	0	0	0	0	0
Smpd4	18.375000	147	0	0	0	0	0	0	0	0
Sgms2	18.375000	147	0	0	0	0	0	0	0	0
Sapcd2	18.375000	147	0	0	0	0	0	0	0	0
Ric1	18.375000	147	0	0	0	0	0	0	0	0
Pxdc1	18.375000	147	0	0	0	0	0	0	0	0
Pmvk	18.375000	147	0	0	0	0	0	0	0	0
Megf9	18.375000	147	0	0	0	0	0	0	0	0
Mbd4	18.375000	147	0	0	0	0	0	0	0	0
Irx2	18.375000	147	0	0	0	0	0	0	0	0
Ift122	18.375000	147	0	0	0	0	0	0	0	0
Idh3a	18.375000	147	0	0	0	0	0	0	0	0
Grik4	18.375000	147	0	0	0	0	0	0	0	0
Fstl4	18.375000	147	0	0	0	0	0	0	0	0
Fam72a	18.375000	147	0	0	0	0	0	0	0	0
Arhgef17	18.375000	147	0	0	0	0	0	0	0	0
Washc3	18.250000	146	0	0	0	0	0	0	0	0
Vps37d	18.250000	146	0	0	0	0	0	0	0	0
Uqcrc2	18.250000	146	0	0	0	0	0	0	0	0
Syde1	18.250000	146	0	0	0	0	0	0	0	0
Sesn3	18.250000	146	0	0	0	0	0	0	0	0
Scgb1c1	18.250000	146	0	0	0	0	0	0	0	0
Rpn1	18.250000	146	0	0	0	0	0	0	0	0
Rin1	18.250000	0	146	0	0	0	0	0	0	0
Rfwd3	18.250000	146	0	0	0	0	0	0	0	0
Pi4kb	18.250000	146	0	0	0	0	0	0	0	0
Phldb1	18.250000	146	0	0	0	0	0	0	0	0
Pcyox1l	18.250000	146	0	0	0	0	0	0	0	0
Odf3	18.250000	146	0	0	0	0	0	0	0	0
Klf8	18.250000	146	0	0	0	0	0	0	0	0
Hspa2	18.250000	146	0	0	0	0	0	0	0	0
Grpel1	18.250000	146	0	0	0	0	0	0	0	0
Flvcr1	18.250000	146	0	0	0	0	0	0	0	0
Cspg5	18.250000	146	0	0	0	0	0	0	0	0
Creb5	18.250000	0	146	0	0	0	0	0	0	0
Camta1	18.250000	146	0	0	0	0	0	0	0	0
Cables1	18.250000	146	0	0	0	0	0	0	0	0
Ajuba	18.250000	146	0	0	0	0	0	0	0	0
Adgrv1	18.250000	146	0	0	0	0	0	0	0	0
Adamts9	18.250000	146	0	0	0	0	0	0	0	0
Uxt	18.125000	145	0	0	0	0	0	0	0	0
Trpm3	18.125000	0	145	0	0	0	0	0	0	0
Spc24	18.125000	145	0	0	0	0	0	0	0	0
Sp1	18.125000	145	0	0	0	0	0	0	0	0
Schip1	18.125000	145	0	0	0	0	0	0	0	0
Rprd1a	18.125000	145	0	0	0	0	0	0	0	0
Rnf32	18.125000	145	0	0	0	0	0	0	0	0
Rab27a	18.125000	145	0	0	0	0	0	0	0	0
Poglut3	18.125000	145	0	0	0	0	0	0	0	0
Pigbos1	18.125000	145	0	0	0	0	0	0	0	0
Pigb	18.125000	145	0	0	0	0	0	0	0	0
Pdhb	18.125000	145	0	0	0	0	0	0	0	0
Pcmtd2	18.125000	145	0	0	0	0	0	0	0	0
Pced1b	18.125000	145	0	0	0	0	0	0	0	0
Pa2g4	18.125000	145	0	0	0	0	0	0	0	0
Msrb3	18.125000	145	0	0	0	0	0	0	0	0
Mkrn3	18.125000	145	0	0	0	0	0	0	0	0
Mfge8	18.125000	145	0	0	0	0	0	0	0	0
Metrnl	18.125000	145	0	0	0	0	0	0	0	0
Map1s	18.125000	145	0	0	0	0	0	0	0	0
Kmt5a	18.125000	145	0	0	0	0	0	0	0	0
Gna12	18.125000	145	0	0	0	0	0	0	0	0
Eid1	18.125000	145	0	0	0	0	0	0	0	0
Dyrk3	18.125000	145	0	0	0	0	0	0	0	0
Depdc7	18.125000	145	0	0	0	0	0	0	0	0
Dcun1d4	18.125000	145	0	0	0	0	0	0	0	0
Coq7	18.125000	145	0	0	0	0	0	0	0	0
Cnot6l	18.125000	145	0	0	0	0	0	0	0	0
Bcl2l2	18.125000	145	0	0	0	0	0	0	0	0
Bcan	18.125000	145	0	0	0	0	0	0	0	0
Amigo2	18.125000	145	0	0	0	0	0	0	0	0
Zbtb12	18.000000	144	0	0	0	0	0	0	0	0
Uhrf1bp1	18.000000	144	0	0	0	0	0	0	0	0
U2af1	18.000000	144	0	0	0	0	0	0	0	0
Traf1	18.000000	144	0	0	0	0	0	0	0	0
Tmx3	18.000000	144	0	0	0	0	0	0	0	0
Tmem63a	18.000000	144	0	0	0	0	0	0	0	0
Tmcc1	18.000000	144	0	0	0	0	0	0	0	0
Tle4	18.000000	144	0	0	0	0	0	0	0	0
Tex2	18.000000	144	0	0	0	0	0	0	0	0
Synpo	18.000000	144	0	0	0	0	0	0	0	0
Snx2	18.000000	144	0	0	0	0	0	0	0	0
Smpd1	18.000000	144	0	0	0	0	0	0	0	0
Slc9a1	18.000000	144	0	0	0	0	0	0	0	0
Slc46a3	18.000000	144	0	0	0	0	0	0	0	0
Slc25a42	18.000000	144	0	0	0	0	0	0	0	0
Slc25a28	18.000000	144	0	0	0	0	0	0	0	0
Slc12a6	18.000000	144	0	0	0	0	0	0	0	0
Qtrt2	18.000000	144	0	0	0	0	0	0	0	0
Ppp1r13b	18.000000	144	0	0	0	0	0	0	0	0
Ppm1k	18.000000	144	0	0	0	0	0	0	0	0
Polr2f	18.000000	144	0	0	0	0	0	0	0	0
Nop10	18.000000	144	0	0	0	0	0	0	0	0
Mtap	18.000000	144	0	0	0	0	0	0	0	0
Mlh1	18.000000	144	0	0	0	0	0	0	0	0
Kcp	18.000000	144	0	0	0	0	0	0	0	0
Epm2aip1	18.000000	144	0	0	0	0	0	0	0	0
Ehmt2	18.000000	144	0	0	0	0	0	0	0	0
Ddi2	18.000000	144	0	0	0	0	0	0	0	0
Coprs	18.000000	144	0	0	0	0	0	0	0	0
Clk4	18.000000	144	0	0	0	0	0	0	0	0
Ccdc191	18.000000	144	0	0	0	0	0	0	0	0
BC049762	18.000000	144	0	0	0	0	0	0	0	0
1700088E04Rik	18.000000	144	0	0	0	0	0	0	0	0
Zfand1	17.875000	143	0	0	0	0	0	0	0	0
Zdhhc2	17.875000	143	0	0	0	0	0	0	0	0
Tradd	17.875000	143	0	0	0	0	0	0	0	0
Tmem186	17.875000	143	0	0	0	0	0	0	0	0
Tbx1	17.875000	143	0	0	0	0	0	0	0	0
Stk17b	17.875000	143	0	0	0	0	0	0	0	0
Spag7	17.875000	143	0	0	0	0	0	0	0	0
Spa17	17.875000	143	0	0	0	0	0	0	0	0
Smyd4	17.875000	143	0	0	0	0	0	0	0	0
Siae	17.875000	143	0	0	0	0	0	0	0	0
Sec61b	17.875000	143	0	0	0	0	0	0	0	0
Sec14l5	17.875000	143	0	0	0	0	0	0	0	0
Ruvbl1	17.875000	143	0	0	0	0	0	0	0	0
Rpa1	17.875000	143	0	0	0	0	0	0	0	0
Ripor1	17.875000	143	0	0	0	0	0	0	0	0
Rhbdl3	17.875000	143	0	0	0	0	0	0	0	0
Ppp4r4	17.875000	143	0	0	0	0	0	0	0	0
Pmm2	17.875000	143	0	0	0	0	0	0	0	0
Plxnb2	17.875000	143	0	0	0	0	0	0	0	0
Plscr1	17.875000	143	0	0	0	0	0	0	0	0
Ndufaf4	17.875000	143	0	0	0	0	0	0	0	0
Ndfip1	17.875000	143	0	0	0	0	0	0	0	0
Mov10	17.875000	143	0	0	0	0	0	0	0	0
Lmo4	17.875000	143	0	0	0	0	0	0	0	0
Lix1l	17.875000	0	143	0	0	0	0	0	0	0
Ldhb	17.875000	143	0	0	0	0	0	0	0	0
Lamtor5	17.875000	143	0	0	0	0	0	0	0	0
Ints7	17.875000	143	0	0	0	0	0	0	0	0
Hspa1b	17.875000	143	0	0	0	0	0	0	0	0
Hsf4	17.875000	143	0	0	0	0	0	0	0	0
Gjb2	17.875000	143	0	0	0	0	0	0	0	0
Gigyf2	17.875000	143	0	0	0	0	0	0	0	0
Fbxl8	17.875000	143	0	0	0	0	0	0	0	0
Elovl7	17.875000	143	0	0	0	0	0	0	0	0
Dtl	17.875000	143	0	0	0	0	0	0	0	0
Cstb	17.875000	143	0	0	0	0	0	0	0	0
Cpq	17.875000	143	0	0	0	0	0	0	0	0
Cep152	17.875000	143	0	0	0	0	0	0	0	0
Capn15	17.875000	143	0	0	0	0	0	0	0	0
Azin2	17.875000	143	0	0	0	0	0	0	0	0
Arhgap31	17.875000	143	0	0	0	0	0	0	0	0
Alg2	17.875000	143	0	0	0	0	0	0	0	0
Zxdb	17.750000	142	0	0	0	0	0	0	0	0
Wdr55	17.750000	142	0	0	0	0	0	0	0	0
Top1mt	17.750000	0	142	0	0	0	0	0	0	0
Tmub2	17.750000	142	0	0	0	0	0	0	0	0
Tmem167b	17.750000	142	0	0	0	0	0	0	0	0
Thpo	17.750000	142	0	0	0	0	0	0	0	0
Sgsm1	17.750000	142	0	0	0	0	0	0	0	0
Rtkn2	17.750000	142	0	0	0	0	0	0	0	0
