Target_genes	Atf7|Average	SRX520193|3T3-L1	SRX5088371|Testicular_germ_cells	SRX5088372|Testicular_germ_cells	SRX5088373|Testicular_germ_cells	SRX5088374|Testicular_germ_cells	SRX5088375|Testicular_germ_cells	SRX5088376|Testicular_germ_cells	SRX5088377|Testicular_germ_cells	SRX5088378|Testicular_germ_cells	DRX230417|Testis	DRX230418|Testis	DRX230419|Testis	DRX230420|Testis	DRX230421|Testis	DRX230422|Testis	DRX230423|Testis	DRX230424|Testis	DRX230425|Testis	STRING
Slc10a4	6.611111	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Sdc1	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Rrm2	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Rnf185	6.611111	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Pard3	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Nrcam	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Nkd2	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Moxd1	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Mcoln3	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Hs3st1	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Gabrg3	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Avpr1a	6.611111	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
Apcdd1	6.611111	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Zfp579	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Xkr7	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Wsb2	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Vsig2	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Uhrf1bp1	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Tmem9	6.555556	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Spata3	6.555556	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Sord	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Setbp1	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Rem2	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Pou4f3	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Pabpc2	6.555556	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Olfml2b	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Npnt	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Nnat	6.555556	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Mrpl42	6.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0
Mier3	6.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Mast1	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Ino80d	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Igfn1	6.555556	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Gpr88	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Gm3250	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Gfm1	6.555556	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Eif4e3	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Cd55	6.555556	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Cables2	6.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
Bud13	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Bcar1	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
B3galt1	6.555556	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Adgrf1	6.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Actn2	6.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Zfp930	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Zfp532	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Zbtb12	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Vsig10	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Unc119	6.500000	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Ttc26	6.500000	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem205	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
Tmem178	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Stk10	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Sod3	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Slc35b2	6.500000	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Shisa6	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Sfrp2	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Scp2	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Psmd4	6.500000	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Plppr1	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Phactr1	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Mycl	6.500000	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Mras	6.500000	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Lama3	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Kcnma1	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Hoxa2	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Hdgfl1	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Gnb4	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Gjd2	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Fut4	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Ehmt2	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Creg2	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Cox14	6.500000	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Ccdc159	6.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
Cadps2	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
C130074G19Rik	6.500000	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Zkscan16	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Tuba1b	6.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Tlk1	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Syt7	6.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Stac	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Smyd5	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Slc12a8	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Sdhaf4	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Rbfa	6.444444	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Pcdhb18	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Ntn1	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Mcm7	6.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
L3hypdh	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Jkamp	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Il15	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Gsg1l2	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Gm4553	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Glp2r	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Eef1g	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Drd2	6.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Ctsh	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Cthrc1	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Bri3bp	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Bmyc	6.444444	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
Ap4m1	6.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Zfyve28	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Zfp704	6.388889	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Tbc1d24	6.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Slc7a5	6.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Slc37a3	6.388889	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Serp2	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Scube2	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Rap2b	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Rab19	6.388889	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Prss42	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Pde5a	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Nhlh2	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Medag	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Lrfn5	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Krtap5-1	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Kifc2	6.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Kdelr3	6.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Golga7b	6.388889	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0
Gadd45gip1	6.388889	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Fam155a	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Fam149a	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Elfn1	6.388889	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyhr1	6.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Clptm1	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Cftr	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Cfap99	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Apold1	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Ankrd34b	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Abracl	6.388889	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Wbp1l	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Vamp5	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Ube2q2	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Tor3a	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Tmem160	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Tmem150a	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Tmem143	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Taf1a	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Syngr4	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Slc46a3	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Rufy3	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Rpl7a	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Rlim	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Rbfox1	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Prdm8	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Nubp1	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Nlrp10	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Med22	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Kctd1	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Gm8020	6.333333	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
Gm45337	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Eif3f	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Dnph1	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Cx3cl1	6.333333	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Tmem98	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Tmem35b	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Svip	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Slco3a1	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Rps19bp1	6.277778	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Plcg1	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
Myo16	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Lypd6b	6.277778	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Lrrc8d	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Kazald1	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Irs2	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Igsf11	6.277778	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Fbn1	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Efs	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Col23a1	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Cit	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Ccdc57	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Cbln1	6.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
Brinp1	6.277778	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Znrf1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Zfp872	6.222222	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Zfp408	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
U2af2	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Tmem18	6.222222	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0
Srpk2	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Shpk	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Sh3d19	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Sfrp4	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Rnf222	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Rassf3	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Ptprn2	6.222222	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Pappa	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Nsun4	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Mrps25	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Miip	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Lurap1l	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Lrrn1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Kcnb1	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Fv1	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Fuca1	6.222222	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Frmpd1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Fndc1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Fjx1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Fam32a	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Epdr1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Ctns	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Chst12	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Cdpf1	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Cbx7	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Calcoco1	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Cacng3	6.222222	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Arhgap1	6.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Zfx	6.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Zfp273	6.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0
Zbtb6	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Wdr76	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Wdr35	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Tspan11	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Tmem74	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Tjp1	6.166667	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0
Tcf15	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Tcerg1l	6.166667	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0
Sun3	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Srbd1	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Slc9a5	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Slc5a7	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Shroom4	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Sema5b	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Rras2	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Reep3	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Pole2	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Plcxd2	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Pgap6	6.166667	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0
Pcmtd2	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Pcbd1	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Nme2	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Mtpap	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Mfap1a	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Mettl17	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Meox2	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Med18	6.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0
Mcmdc2	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Marcks	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Lhx2	6.166667	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0
Klf14	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Hmcn1	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
H2-M3	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
H2-Eb1	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Gtsf1	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Gm21814	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Gm13212	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Gm11992	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Gipc2	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Figla	6.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0
Fhod1	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Erich6	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Ccs	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Ccdc87	6.166667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Cbr4	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Aadat	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
AW146154	6.166667	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
1810058I24Rik	6.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp873	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Vps45	6.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Spata18	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Sgcb	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Rassf5	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Rap1a	6.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0
Prr14	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Plaat1	6.111111	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0
Paxx	6.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
Nfia	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Msl2	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Krtap28-13	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Krt72	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Kcns3	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Jag2	6.111111	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0
Hck	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Hax1	6.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Grin2b	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Gpd1l	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Gm1123	6.111111	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0
Epha5	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Dcaf5	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Clic3	6.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
