Target_genes	Gli2|Average	SRX1115335|Cerebellum	SRX3176061|Embryonic_gut	SRX3176062|Embryonic_gut	SRX1115331|Embryonic_head	SRX1115332|Embryonic_limb	SRX4083166|Embryonic_stomach	SRX1115333|Embryonic_trunk	SRX1973367|ES_cells	SRX1973381|ES_cells	SRX24427287|Medulloblastoma	SRX3884257|Medulloblastoma	SRX3884258|Medulloblastoma	SRX3884264|Medulloblastoma	SRX3884265|Medulloblastoma	SRX1618619|MEF	SRX1618620|MEF-derived_neural_cells	SRX1618621|MEF-derived_neural_cells	SRX1618622|MEF-derived_neural_cells	SRX1618623|MEF-derived_neural_cells	STRING
Tfpi2	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Snapin	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Smim20	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Smarca1	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Ripk2	13.157895	0	109	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5b	13.157895	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psd3	13.157895	0	0	0	0	0	0	0	145	105	0	0	0	0	0	0	0	0	0	0	0
Olfr90	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Olfr767	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1373	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Myog	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Myo5a	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a4a	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprx1	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Mgmt	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Heatr5a	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Grik1	13.157895	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Tln2	13.105263	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef4	13.105263	0	0	0	0	0	0	0	170	79	0	0	0	0	0	0	0	0	0	0	0
Efcab2	13.105263	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morn2	13.052632	0	0	0	0	0	0	0	149	99	0	0	0	0	0	0	0	0	0	0	0
Gm5072	13.052632	0	0	0	0	0	0	0	134	114	0	0	0	0	0	0	0	0	0	0	0
Dhx57	13.052632	0	0	0	0	0	0	0	149	99	0	0	0	0	0	0	0	0	0	0	0
Naip5	12.947368	0	0	0	0	0	0	0	127	119	0	0	0	0	0	0	0	0	0	0	0
Dnajc5b	12.947368	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Ifi44l	12.842105	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz4	12.789474	0	0	0	0	0	0	0	150	93	0	0	0	0	0	0	0	0	0	0	0
Ifngr2	12.789474	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0
Gm6713	12.789474	0	0	0	0	0	0	0	119	124	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	12.789474	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0
Stfa2l1	12.736842	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Pigx	12.684211	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Cep19	12.684211	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Zfp597	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Tmem260	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Srl	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a8	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Rsbn1	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Prss12	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Polr3k	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Pax1	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Olfr976	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Olfr677	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1402	12.631579	0	0	0	0	0	0	0	145	95	0	0	0	0	0	0	0	0	0	0	0
Malt1	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Lrif1	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Lipo4	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Ice2	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Hexim1	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Gprasp1	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Gm4791	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Dok6	12.631579	0	0	0	0	0	0	0	169	71	0	0	0	0	0	0	0	0	0	0	0
Cypt14	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Cpe	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Atp10a	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Armcx5	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
4930571K23Rik	12.631579	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Tmbim7	12.578947	0	0	0	0	0	0	0	124	115	0	0	0	0	0	0	0	0	0	0	0
Smox	12.578947	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr378	12.578947	0	0	0	0	0	0	0	102	137	0	0	0	0	0	0	0	0	0	0	0
Defb37	12.578947	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Neurl1a	12.526316	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc138	12.526316	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9f	12.473684	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Tmed9	12.368421	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
Blmh	12.368421	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim31	12.315789	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0
Rps27l	12.315789	0	0	0	0	0	0	0	145	89	0	0	0	0	0	0	0	0	0	0	0
Gm4836	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm14819	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm14632	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10488	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10487	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10486	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10230	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10147	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10096	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Gm10058	12.315789	0	0	0	0	0	0	0	117	117	0	0	0	0	0	0	0	0	0	0	0
Ensa	12.315789	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932414N04Rik	12.315789	0	0	0	0	0	0	0	154	80	0	0	0	0	0	0	0	0	0	0	0
Stx5a	12.210526	0	0	0	0	0	153	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Gm3985	12.210526	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	12.210526	0	0	0	0	0	153	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Gm4297	12.157895	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Xpo6	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r201	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Triml1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Tmem64	12.105263	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r122	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Slc31a1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Rrh	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Rbm10	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Rassf9	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Prpmp5	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1d	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Olfr768	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Olfr516	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Olfr354	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Olfr242	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Ogdhl	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb11	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Nans	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Mt1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a3	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Lrp6	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Lclat1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Gm14496	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp15	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Esp36	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Efemp1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Dzip1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Cuzd1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2nl	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Crispld1	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Col4a4	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Col4a3	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Clec7a	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Borcs7	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Atp8a2	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
6430548M08Rik	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	12.105263	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1b	12.052632	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnkp	12.000000	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myct1	12.000000	0	0	0	0	0	0	0	130	98	0	0	0	0	0	0	0	0	0	0	0
Lsm5	12.000000	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Get4	12.000000	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prg2	11.947368	0	0	0	0	0	0	0	119	108	0	0	0	0	0	0	0	0	0	0	0
Olfr666	11.947368	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1250	11.947368	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Grid2ip	11.947368	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0
4921539E11Rik	11.947368	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf11	11.894737	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r55	11.789474	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0
Elmod2	11.789474	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l2	11.736842	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi213	11.736842	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Olfr172	11.684211	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Lipt2	11.684211	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Gimd1	11.684211	0	0	0	0	0	0	0	127	95	0	0	0	0	0	0	0	0	0	0	0
C130026I21Rik	11.684211	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Acnat2	11.684211	0	0	0	0	0	0	0	146	76	0	0	0	0	0	0	0	0	0	0	0
Olfr341	11.631579	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
B3galt5	11.631579	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Agxt2	11.631579	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Xrra1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39b	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Trrap	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Trnt1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r126	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Syne1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Stim2	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Ssxb10	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Spcs2	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Spag16	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a3	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r4	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Phka1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Olfr593	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Olfr479	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Olfr38	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1287	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Nampt	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Mrps33	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Lztfl1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk4	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Hrnr	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Hcar2	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Hao1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Gm9789	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Gm3752	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Gm34650	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Gm2956	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Glyatl3	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
E230025N22Rik	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1f	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1c	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Daw1	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Catsperz	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Akap9	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Agmo	11.578947	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Zfp707	11.526316	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr283	11.526316	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4	11.526316	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0
Vwde	11.473684	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0
Obox2	11.473684	0	0	0	0	0	0	0	110	108	0	0	0	0	0	0	0	0	0	0	0
Prr27	11.421053	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Ces2c	11.421053	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r80	11.368421	0	0	0	0	0	0	0	119	97	0	0	0	0	0	0	0	0	0	0	0
Tc2n	11.368421	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Rpa2	11.368421	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Asb9	11.368421	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	11.315789	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1002	11.210526	0	0	0	0	0	0	0	132	81	0	0	0	0	0	0	0	0	0	0	0
Car13	11.210526	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Dido1	11.157895	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ino80c	11.105263	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Zfp72	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Vps16	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r213	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r185	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Ttc14	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Trim30d	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Toporsl	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tnni3	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11c	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tmem97	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.2	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tespa1	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Tcte3	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Smpdl3a	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a5	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Piwil2	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Pheta1	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Pced1a	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Oog4	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Olfr646	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Nrbf2	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Lce1l	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Lamc2	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Ifi206	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gpr160	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gpc6	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gm47189	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gm3448	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gm3417	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gm3072	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Gm10377	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
G3bp1	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Fchsd2	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Ermard	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Cdc20	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s1	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy2	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Abca9	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
A930009A15Rik	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
3830417A13Rik	11.052632	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Slco1b2	11.000000	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Psg16	11.000000	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Chmp6	11.000000	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym1	10.947368	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Vit	10.947368	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Pomt2	10.947368	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Gstz1	10.947368	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Dipk1c	10.947368	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1a	10.894737	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Washc2	10.842105	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiam2	10.842105	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
Olfr747	10.842105	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
Dpy30	10.842105	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r115	10.789474	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
S100a6	10.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
Lrrc69	10.789474	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Gapvd1	10.789474	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Vstm4	10.736842	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr331	10.736842	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Defa40	10.736842	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Trpm1	10.684211	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
Spinkl	10.684211	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1080	10.631579	0	0	0	0	0	0	0	127	75	0	0	0	0	0	0	0	0	0	0	0
Cypt3	10.631579	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Tmem161a	10.578947	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz2	10.578947	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a31	10.578947	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
1700074P13Rik	10.578947	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Wdr88	10.526316	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
