Target_genes	Maf|Average	SRX17133649|Skeletal_muscle	SRX17133650|Skeletal_muscle	SRX187203|Th0	SRX187204|Th17_Cells	SRX187205|Th17_Cells	SRX187206|Th17_Cells	SRX288145|Th17_Cells	SRX288146|Th17_Cells	STRING
Ttc14	19.875000	0	0	0	0	159	0	0	0	0
Spx	19.875000	0	0	0	159	0	0	0	0	0
Sdf2l1	19.875000	0	0	0	0	159	0	0	0	0
Prpf4	19.875000	0	0	0	0	159	0	0	0	0
Klra23	19.875000	0	0	0	0	0	0	159	0	0
Gucy1a1	19.875000	0	0	0	159	0	0	0	0	0
Gtf2h4	19.875000	0	0	0	0	0	0	159	0	0
Cdc26	19.875000	0	0	0	0	159	0	0	0	0
Tfrc	19.750000	0	0	0	0	158	0	0	0	0
Slmap	19.750000	0	0	0	0	0	0	158	0	0
Prss22	19.750000	0	0	0	0	0	0	0	158	0
Ppp2r2d	19.750000	0	0	0	0	158	0	0	0	0
Oxa1l	19.750000	0	0	0	0	0	0	158	0	0
Mapk1ip1	19.750000	0	0	0	0	158	0	0	0	0
Apobec2	19.750000	0	0	0	0	0	0	0	158	0
Zfp958	19.625000	0	0	0	0	0	0	0	157	0
Msi1	19.625000	0	0	0	0	157	0	0	0	0
Mcm3	19.625000	0	0	0	0	0	0	157	0	0
Gm21188	19.625000	0	0	0	0	157	0	0	0	0
Fdx1	19.625000	0	0	0	0	157	0	0	0	0
Anxa11	19.625000	0	0	0	157	0	0	0	0	0
Tmem266	19.500000	0	0	0	0	0	0	156	0	0
Stk17b	19.500000	0	0	0	156	0	0	0	0	0
Pag1	19.500000	0	0	0	0	0	0	0	156	0
2410002F23Rik	19.500000	0	0	0	0	156	0	0	0	0
Zfp944	19.375000	0	0	0	0	0	0	155	0	0
Zfp758	19.375000	0	0	0	0	0	0	155	0	0
Snf8	19.375000	0	0	0	155	0	0	0	0	0
Rbm38	19.375000	0	0	0	0	0	0	155	0	0
Phf20	19.375000	0	0	0	0	155	0	0	0	0
Micu2	19.375000	0	0	0	0	155	0	0	0	0
Hspa4l	19.375000	0	0	0	0	0	0	155	0	0
Ccdc15	19.375000	0	0	0	0	155	0	0	0	0
Anxa13	19.375000	0	0	0	0	0	0	155	0	0
Zfp300	19.250000	0	0	0	0	0	0	154	0	0
Slfn14	19.250000	0	0	0	0	154	0	0	0	0
Slc39a11	19.250000	0	0	0	0	0	0	154	0	0
Scfd1	19.250000	0	0	0	0	154	0	0	0	0
Rhbdd1	19.250000	0	0	0	0	0	0	154	0	0
Pigx	19.250000	0	0	0	0	0	0	0	154	0
Mfn1	19.250000	0	0	0	0	0	0	0	154	0
Ifnz	19.250000	0	0	0	0	154	0	0	0	0
H2-K1	19.250000	0	0	0	0	154	0	0	0	0
Gfus	19.250000	0	0	0	0	0	0	154	0	0
Gatb	19.250000	0	0	0	0	0	0	154	0	0
Gapdh	19.250000	0	0	0	0	0	0	154	0	0
Fbxo17	19.250000	0	0	0	0	0	0	0	154	0
Cog1	19.250000	0	0	0	0	0	0	154	0	0
Cep19	19.250000	0	0	0	0	0	0	0	154	0
Cdc14b	19.250000	0	0	0	0	0	0	0	154	0
Afap1	19.250000	0	0	0	0	154	0	0	0	0
Ypel2	19.125000	0	0	0	0	0	0	153	0	0
Tpi1	19.125000	0	153	0	0	0	0	0	0	0
Top1mt	19.125000	0	0	0	0	153	0	0	0	0
Tmtc3	19.125000	0	0	0	0	0	0	153	0	0
Smarcal1	19.125000	0	0	0	0	0	0	153	0	0
Rad51c	19.125000	0	0	0	0	153	0	0	0	0
Plekha2	19.125000	0	0	0	0	0	0	153	0	0
Pgam2	19.125000	0	0	0	153	0	0	0	0	0
Marchf6	19.125000	0	0	0	0	0	0	153	0	0
Hinfp	19.125000	0	0	0	0	0	0	153	0	0
Gins2	19.125000	0	0	0	0	0	0	153	0	0
Fyttd1	19.125000	0	0	0	0	153	0	0	0	0
Fads2	19.125000	0	0	0	0	153	0	0	0	0
Erdr1	19.125000	0	0	0	0	0	0	153	0	0
D630045J12Rik	19.125000	0	0	0	0	153	0	0	0	0
Cep290	19.125000	0	0	0	0	0	0	153	0	0
Bet1	19.125000	0	0	0	0	0	0	153	0	0
Trim72	19.000000	0	0	0	152	0	0	0	0	0
Tpm4	19.000000	0	0	0	0	0	0	152	0	0
Stard5	19.000000	0	0	0	0	0	0	152	0	0
Serp2	19.000000	0	0	0	0	152	0	0	0	0
Rrm2	19.000000	0	0	0	0	0	0	0	152	0
Rpl29	19.000000	0	0	0	0	0	0	152	0	0
Plod1	19.000000	0	0	0	0	0	0	0	152	0
Pex14	19.000000	0	0	0	0	0	0	0	152	0
Msl2	19.000000	0	0	0	0	0	0	0	152	0
Ip6k2	19.000000	0	0	0	0	152	0	0	0	0
Hoatz	19.000000	0	0	0	0	152	0	0	0	0
Hexim2	19.000000	0	0	0	0	152	0	0	0	0
Gpr3	19.000000	0	0	0	0	0	0	152	0	0
Dffa	19.000000	0	0	0	0	0	0	0	152	0
Dennd1c	19.000000	0	0	0	0	0	0	0	152	0
Cacnb1	19.000000	0	152	0	0	0	0	0	0	0
Atad2b	19.000000	0	0	0	0	0	0	152	0	0
Anxa3	19.000000	0	0	0	0	152	0	0	0	0
2510039O18Rik	19.000000	0	0	0	0	0	0	0	152	0
Tctn3	18.875000	0	0	0	0	0	0	0	151	0
Synpo	18.875000	0	0	0	0	151	0	0	0	0
Slfn4	18.875000	0	0	0	0	0	0	0	151	0
Rcbtb1	18.875000	0	0	0	0	151	0	0	0	0
Rbbp7	18.875000	0	0	0	0	151	0	0	0	0
Plekha1	18.875000	0	0	0	0	0	0	0	151	0
Dcaf4	18.875000	0	151	0	0	0	0	0	0	0
Arhgap18	18.875000	0	0	0	0	151	0	0	0	0
Zmym6	18.750000	0	0	0	0	150	0	0	0	0
Vamp1	18.750000	0	0	0	0	150	0	0	0	0
Tnnt3	18.750000	0	150	0	0	0	0	0	0	0
Rab6a	18.750000	0	0	0	0	0	0	150	0	0
Phlpp1	18.750000	0	0	0	0	0	0	150	0	0
Ndufa2	18.750000	0	0	0	0	150	0	0	0	0
Nacc1	18.750000	0	0	0	0	0	0	0	150	0
Mroh6	18.750000	0	0	0	0	0	0	150	0	0
Ik	18.750000	0	0	0	0	150	0	0	0	0
Ggt7	18.750000	0	0	0	150	0	0	0	0	0
Ddx39b	18.750000	0	0	0	0	150	0	0	0	0
Cdkn2a	18.750000	0	0	0	150	0	0	0	0	0
Acss2	18.750000	0	0	0	150	0	0	0	0	0
A630001G21Rik	18.750000	0	0	0	0	0	0	150	0	0
Sirt2	18.625000	0	0	0	0	0	0	0	149	0
Rrp1b	18.625000	0	0	0	0	149	0	0	0	0
Rab11a	18.625000	0	0	0	0	0	0	149	0	0
Pigm	18.625000	0	0	0	149	0	0	0	0	0
Pcf11	18.625000	0	0	0	0	149	0	0	0	0
Nfkbib	18.625000	0	0	0	0	0	0	0	149	0
Mob4	18.625000	0	0	0	0	149	0	0	0	0
Ly6g5b	18.625000	0	0	0	0	0	0	149	0	0
Jmy	18.625000	0	0	0	0	149	0	0	0	0
Ift57	18.625000	0	0	0	0	149	0	0	0	0
Gpank1	18.625000	0	0	0	0	0	0	149	0	0
Depp1	18.625000	0	149	0	0	0	0	0	0	0
D17H6S53E	18.625000	0	0	0	0	0	0	149	0	0
Csnk2b	18.625000	0	0	0	0	0	0	149	0	0
Ccnd2	18.625000	0	0	0	0	149	0	0	0	0
Atox1	18.625000	0	0	0	0	0	0	149	0	0
Acap1	18.625000	0	0	0	149	0	0	0	0	0
Ttn	18.500000	0	148	0	0	0	0	0	0	0
Tsfm	18.500000	0	0	0	0	148	0	0	0	0
Trmt13	18.500000	0	0	0	0	0	0	0	148	0
Prodh2	18.500000	0	0	0	0	148	0	0	0	0
Prkaa2	18.500000	0	148	0	0	0	0	0	0	0
Lrrc30	18.500000	0	148	0	0	0	0	0	0	0
Kera	18.500000	0	0	0	148	0	0	0	0	0
Kat7	18.500000	0	0	0	0	0	0	148	0	0
Hnrnph2	18.500000	0	0	0	148	0	0	0	0	0
Gla	18.500000	0	0	0	148	0	0	0	0	0
Flot2	18.500000	0	0	0	148	0	0	0	0	0
Fam122a	18.500000	0	0	0	0	148	0	0	0	0
Dhrs13	18.500000	0	0	0	148	0	0	0	0	0
Commd9	18.500000	0	0	0	0	0	0	0	148	0
Ccdc110	18.500000	0	0	0	148	0	0	0	0	0
Atf4	18.500000	0	0	0	0	148	0	0	0	0
Akna	18.500000	0	0	0	0	0	0	148	0	0
Adamts3	18.500000	0	0	0	0	0	0	0	148	0
Zswim3	18.375000	0	0	0	0	147	0	0	0	0
Wdfy2	18.375000	0	0	0	0	0	0	0	147	0
Usp28	18.375000	0	0	0	0	67	0	0	80	0
Tars2	18.375000	0	0	0	0	0	0	147	0	0
Slc25a15	18.375000	0	0	0	0	147	0	0	0	0
Rtn2	18.375000	0	0	0	0	0	0	147	0	0
Pgk1	18.375000	0	0	0	0	0	0	147	0	0
Pdcd2l	18.375000	0	0	0	0	147	0	0	0	0
Irgm1	18.375000	0	0	0	0	0	0	61	86	0
Haus6	18.375000	0	0	0	0	0	0	147	0	0
Galk2	18.375000	0	0	0	0	147	0	0	0	0
Cd24a	18.375000	0	147	0	0	0	0	0	0	0
Bsg	18.375000	0	0	0	0	0	0	0	147	0
B430306N03Rik	18.375000	0	0	0	0	0	0	147	0	0
Acot8	18.375000	0	0	0	0	147	0	0	0	0
Tuba8	18.250000	0	0	0	0	0	0	0	146	0
Tcp11	18.250000	0	0	0	146	0	0	0	0	0
Rxra	18.250000	0	0	0	0	0	0	0	146	0
Pde1b	18.250000	0	0	0	146	0	0	0	0	0
Med6	18.250000	0	0	0	0	146	0	0	0	0
Klf1	18.250000	0	0	0	0	0	0	0	146	0
Dnase2a	18.250000	0	0	0	0	0	0	0	146	0
Dennd6b	18.250000	0	0	0	0	146	0	0	0	0
Atmin	18.250000	0	0	0	0	146	0	0	0	0
Sft2d2	18.125000	0	0	0	0	145	0	0	0	0
Rmnd5a	18.125000	0	0	0	0	0	0	145	0	0
Nceh1	18.125000	0	0	0	0	145	0	0	0	0
Mettl26	18.125000	0	0	0	145	0	0	0	0	0
Fhl3	18.125000	0	0	0	0	0	0	145	0	0
Dnmt3a	18.125000	0	0	0	145	0	0	0	0	0
Apol7e	18.125000	0	0	0	0	0	0	0	145	0
Agk	18.125000	0	0	0	0	145	0	0	0	0
Tradd	18.000000	0	0	0	0	0	0	0	144	0
Tlk1	18.000000	0	0	0	0	144	0	0	0	0
Ssr1	18.000000	0	0	0	0	144	0	0	0	0
Slc43a1	18.000000	0	0	0	0	144	0	0	0	0
Rpain	18.000000	0	0	0	0	0	0	144	0	0
Mrpl12	18.000000	0	0	0	0	144	0	0	0	0
Hsf4	18.000000	0	0	0	0	0	0	0	144	0
Fbxl8	18.000000	0	0	0	0	0	0	0	144	0
Acod1	18.000000	0	0	0	0	0	0	0	144	0
Abcc1	18.000000	0	0	0	0	0	0	0	144	0
Vps13d	17.875000	0	0	0	0	143	0	0	0	0
Rbbp9	17.875000	0	0	0	0	0	0	0	143	0
Ptcd2	17.875000	0	0	0	0	143	0	0	0	0
Prtg	17.875000	0	0	0	143	0	0	0	0	0
Pgm2l1	17.875000	0	0	0	0	143	0	0	0	0
Nanp	17.875000	0	0	0	143	0	0	0	0	0
Mtap	17.875000	0	0	0	0	0	0	0	143	0
Mrps27	17.875000	0	0	0	0	143	0	0	0	0
Igtp	17.875000	0	0	0	0	0	0	0	143	0
Gps2	17.875000	0	0	0	0	143	0	0	0	0
Ccdc180	17.875000	0	0	0	143	0	0	0	0	0
Zfp956	17.750000	0	0	0	0	142	0	0	0	0
Slc13a1	17.750000	0	0	0	0	0	0	142	0	0
Plxna1	17.750000	0	0	0	0	0	0	0	142	0
Pigq	17.750000	0	0	0	0	142	0	0	0	0
Nhlrc4	17.750000	0	0	0	0	142	0	0	0	0
Mxi1	17.750000	0	0	0	0	142	0	0	0	0
Ly6i	17.750000	0	0	0	0	0	0	0	142	0
Glrp1	17.750000	0	0	0	142	0	0	0	0	0
Fam171a2	17.750000	0	0	0	0	142	0	0	0	0
Dnajb9	17.750000	0	0	0	0	142	0	0	0	0
Bmyc	17.750000	0	0	0	0	0	142	0	0	0
Ushbp1	17.625000	0	0	0	0	0	0	0	141	0
Tyw1	17.625000	0	0	141	0	0	0	0	0	0
Ttc37	17.625000	0	0	0	0	0	0	0	141	0
Tmem222	17.625000	0	0	0	0	141	0	0	0	0
Tmem135	17.625000	0	0	0	0	141	0	0	0	0
Sympk	17.625000	0	0	0	0	0	0	0	141	0
Snx17	17.625000	0	0	0	0	0	0	0	141	0
Snrnp27	17.625000	0	0	0	0	0	0	141	0	0
Sf3a3	17.625000	0	0	0	0	0	0	141	0	0
Sbds	17.625000	0	0	141	0	0	0	0	0	0
Psma3	17.625000	0	0	0	141	0	0	0	0	0
Polr1b	17.625000	0	0	0	0	0	0	0	141	0
Olfr699	17.625000	0	0	0	0	0	0	0	141	0
Nr4a1	17.625000	0	0	0	0	0	0	0	141	0
Npas2	17.625000	0	0	0	0	0	0	141	0	0
Notch2	17.625000	0	0	0	0	141	0	0	0	0
Mzt2	17.625000	0	0	0	0	0	0	141	0	0
Mpp5	17.625000	0	0	0	0	0	0	0	141	0
Metap1d	17.625000	0	0	0	0	141	0	0	0	0
Lbx1	17.625000	0	141	0	0	0	0	0	0	0
Imp3	17.625000	0	0	0	0	0	0	0	141	0
Hspa8	17.625000	0	0	0	141	0	0	0	0	0
Foxa3	17.625000	0	0	0	0	0	0	0	141	0
Eif2b4	17.625000	0	0	0	0	0	0	0	141	0
Dip2a	17.625000	0	0	0	0	0	0	0	141	0
D630003M21Rik	17.625000	0	0	0	0	0	0	0	141	0
Cnn3	17.625000	0	0	0	0	141	0	0	0	0
Ckm	17.625000	0	141	0	0	0	0	0	0	0
Babam1	17.625000	0	0	0	0	0	0	0	141	0
Atg101	17.625000	0	0	0	0	141	0	0	0	0
Arsk	17.625000	0	0	0	0	0	0	0	141	0
Arhgap31	17.625000	0	0	0	0	0	0	0	141	0
Ankrd60	17.625000	0	0	0	0	141	0	0	0	0
Ang5	17.625000	0	0	0	0	0	0	141	0	0
Ang3	17.625000	0	0	0	0	0	0	141	0	0
Tnks2	17.500000	0	0	0	140	0	0	0	0	0
Setdb2	17.500000	0	0	0	0	140	0	0	0	0
Rft1	17.500000	0	0	0	0	140	0	0	0	0
Prkag1	17.500000	0	0	0	0	140	0	0	0	0
Pkd1	17.500000	0	0	0	140	0	0	0	0	0
Ncoa4	17.500000	0	0	0	0	140	0	0	0	0
Mxra8	17.500000	0	140	0	0	0	0	0	0	0
Itgae	17.500000	0	0	0	0	0	0	140	0	0
Gm45935	17.500000	0	0	0	0	140	0	0	0	0
Glyctk	17.500000	0	0	0	0	140	0	0	0	0
Ets2	17.500000	0	0	0	0	0	0	140	0	0
Dlgap4	17.500000	0	0	0	0	0	0	140	0	0
Cab39l	17.500000	0	0	0	0	140	0	0	0	0
Begain	17.500000	0	0	0	0	140	0	0	0	0
Adsl	17.500000	0	0	0	140	0	0	0	0	0
Tmem63a	17.375000	0	0	0	0	0	0	139	0	0
Ndufaf7	17.375000	0	0	0	0	139	0	0	0	0
Klrk1	17.375000	0	0	0	0	139	0	0	0	0
Cebpz	17.375000	0	0	0	0	139	0	0	0	0
Cd3e	17.375000	0	0	0	0	0	0	139	0	0
Adgre5	17.375000	0	0	0	0	139	0	0	0	0
Zranb1	17.250000	0	138	0	0	0	0	0	0	0
Zfp422	17.250000	0	0	0	0	0	0	0	138	0
Ube2ql1	17.250000	0	138	0	0	0	0	0	0	0
Psph	17.250000	0	0	0	0	138	0	0	0	0
Ppp2r5b	17.250000	0	0	0	0	0	0	138	0	0
Klhdc2	17.250000	0	138	0	0	0	0	0	0	0
Grxcr1	17.250000	0	0	0	138	0	0	0	0	0
Elovl6	17.250000	0	0	0	0	0	0	138	0	0
Crebrf	17.250000	0	0	0	0	138	0	0	0	0
Cct6a	17.250000	0	0	0	0	138	0	0	0	0
Cat	17.250000	0	0	0	138	0	0	0	0	0
Ube2z	17.125000	0	0	0	0	137	0	0	0	0
Tubd1	17.125000	0	0	0	0	0	0	137	0	0
Trp53rkb	17.125000	0	0	0	0	137	0	0	0	0
Selenok	17.125000	0	0	0	0	137	0	0	0	0
Samd10	17.125000	0	0	0	0	0	0	137	0	0
Rps6kb1	17.125000	0	0	0	0	0	0	137	0	0
Prpf6	17.125000	0	0	0	0	0	0	137	0	0
Prpf38b	17.125000	0	0	0	0	137	0	0	0	0
Plekha7	17.125000	0	0	0	0	0	0	137	0	0
Papss1	17.125000	0	0	0	0	0	0	0	137	0
Heatr5b	17.125000	0	0	0	0	137	0	0	0	0
Gpatch2l	17.125000	0	0	0	0	0	0	137	0	0
Gpatch11	17.125000	0	0	0	0	137	0	0	0	0
Gclm	17.125000	0	0	0	0	137	0	0	0	0
Fbxw7	17.125000	0	0	0	0	0	0	137	0	0
Fancl	17.125000	0	0	0	0	137	0	0	0	0
Eif3a	17.125000	0	0	0	0	137	0	0	0	0
Ehd3	17.125000	0	0	0	0	0	0	0	137	0
Eed	17.125000	0	0	0	137	0	0	0	0	0
Dmpk	17.125000	0	0	0	0	137	0	0	0	0
Ccpg1os	17.125000	0	0	0	0	0	0	137	0	0
Ccpg1	17.125000	0	0	0	0	0	0	137	0	0
Zfyve27	17.000000	0	0	0	0	0	0	0	136	0
Zbtb4	17.000000	0	0	0	136	0	0	0	0	0
Wdsub1	17.000000	0	0	0	0	136	0	0	0	0
Wdr74	17.000000	0	0	0	136	0	0	0	0	0
Tyw3	17.000000	0	0	0	0	136	0	0	0	0
Sqstm1	17.000000	0	0	0	0	0	0	136	0	0
Smg8	17.000000	0	0	0	0	136	0	0	0	0
Slc22a17	17.000000	0	0	0	0	136	0	0	0	0
Rps2	17.000000	0	0	0	0	136	0	0	0	0
Rnf151	17.000000	0	0	0	0	136	0	0	0	0
Pik3r3	17.000000	0	0	0	0	136	0	0	0	0
Ndufb10	17.000000	0	0	0	0	136	0	0	0	0
Naf1	17.000000	0	0	0	0	0	0	136	0	0
Mrc1	17.000000	0	0	0	0	0	0	0	136	0
Mcat	17.000000	0	0	0	0	136	0	0	0	0
Cryz	17.000000	0	0	0	0	136	0	0	0	0
Clcc1	17.000000	0	0	0	0	136	0	0	0	0
Cish	17.000000	0	0	0	0	0	0	0	136	0
Anapc5	17.000000	0	0	0	0	136	0	0	0	0
1700092M07Rik	17.000000	0	0	0	136	0	0	0	0	0
Timm8a2	16.875000	0	0	0	0	0	0	0	135	0
Nipsnap2	16.875000	0	0	0	0	135	0	0	0	0
Mageb3	16.875000	0	0	0	0	0	0	0	135	0
Katna1	16.875000	0	0	0	0	135	0	0	0	0
Impdh2	16.875000	0	0	0	58	77	0	0	0	0
Golph3l	16.875000	0	0	0	0	135	0	0	0	0
Ctdspl2	16.875000	0	0	0	0	0	0	0	135	0
Ccne1	16.875000	0	0	0	0	0	0	0	135	0
Xpo1	16.750000	0	0	0	0	65	0	69	0	0
Uros	16.750000	0	0	0	0	134	0	0	0	0
Slc29a2	16.750000	0	0	0	0	134	0	0	0	0
Rpl3	16.750000	0	0	0	0	134	0	0	0	0
Rac1	16.750000	0	0	0	0	134	0	0	0	0
Rab26	16.750000	0	0	0	0	0	0	134	0	0
Pcna	16.750000	0	0	0	0	134	0	0	0	0
Net1	16.750000	0	0	0	0	134	0	0	0	0
Ncbp3	16.750000	0	0	0	0	134	0	0	0	0
Krcc1	16.750000	0	134	0	0	0	0	0	0	0
Isca1	16.750000	0	0	0	0	0	0	0	134	0
Immt	16.750000	0	0	0	0	0	0	134	0	0
Fchsd2	16.750000	0	0	0	0	134	0	0	0	0
Ctdp1	16.750000	0	0	0	0	0	0	134	0	0
Bccip	16.750000	0	0	0	0	134	0	0	0	0
Uhrf1bp1l	16.625000	0	0	0	0	133	0	0	0	0
Tbpl1	16.625000	0	0	0	133	0	0	0	0	0
Smarcc1	16.625000	0	0	0	133	0	0	0	0	0
Riox2	16.625000	0	0	0	133	0	0	0	0	0
Rcn2	16.625000	0	0	0	0	133	0	0	0	0
Prune1	16.625000	0	0	0	0	0	0	133	0	0
Prss12	16.625000	0	0	0	0	0	0	133	0	0
Ntng2	16.625000	0	0	0	0	0	0	0	133	0
Mindy1	16.625000	0	0	0	0	0	0	133	0	0
Edc4	16.625000	0	0	0	0	133	0	0	0	0
Ddx55	16.625000	0	0	0	0	133	0	0	0	0
Ddx3y	16.625000	0	0	0	0	0	0	0	133	0
Cks2	16.625000	0	0	0	0	133	0	0	0	0
Calr3	16.625000	0	0	0	0	0	0	0	133	0
Ankrd9	16.625000	0	133	0	0	0	0	0	0	0
Adh5	16.625000	0	0	0	133	0	0	0	0	0
1700030K09Rik	16.625000	0	0	0	0	0	0	0	133	0
Zhx1	16.500000	0	0	0	0	132	0	0	0	0
Trap1	16.500000	0	0	0	0	132	0	0	0	0
S1pr4	16.500000	0	0	0	0	0	0	0	132	0
Resf1	16.500000	0	0	0	0	0	0	0	132	0
Rab5if	16.500000	0	0	0	0	0	0	0	132	0
Qsox1	16.500000	0	0	0	0	132	0	0	0	0
Pex10	16.500000	0	132	0	0	0	0	0	0	0
Olfr45	16.500000	0	0	0	132	0	0	0	0	0
Ncln	16.500000	0	0	0	0	0	0	0	132	0
Exosc6	16.500000	0	0	0	132	0	0	0	0	0
Dpy19l3	16.500000	0	0	0	132	0	0	0	0	0
Dctn4	16.500000	0	0	0	0	0	0	132	0	0
Taf2	16.375000	0	0	0	0	131	0	0	0	0
Ppp5c	16.375000	0	0	0	131	0	0	0	0	0
Olfr524	16.375000	0	0	0	0	0	0	131	0	0
Oard1	16.375000	0	0	0	131	0	0	0	0	0
Ndfip2	16.375000	0	0	0	0	0	0	131	0	0
Klhl30	16.375000	0	0	0	0	0	0	0	131	0
Kbtbd6	16.375000	0	0	0	0	131	0	0	0	0
Gpr141	16.375000	0	0	0	0	0	0	0	131	0
Bub1b	16.375000	0	0	0	0	0	0	131	0	0
Vcpkmt	16.250000	0	0	0	0	0	0	0	130	0
Tirap	16.250000	0	130	0	0	0	0	0	0	0
Ppil1	16.250000	0	0	0	0	130	0	0	0	0
Pkd1l3	16.250000	0	0	0	0	130	0	0	0	0
Pex16	16.250000	0	0	0	0	130	0	0	0	0
Parp11	16.250000	0	0	0	0	130	0	0	0	0
Mapk3	16.250000	0	0	0	0	130	0	0	0	0
Large2	16.250000	0	0	0	0	130	0	0	0	0
Klk9	16.250000	0	0	0	0	0	0	130	0	0
Ifi214	16.250000	0	0	0	0	0	0	130	0	0
Gorab	16.250000	0	0	0	0	130	0	0	0	0
Endod1	16.250000	0	0	0	0	0	0	0	130	0
Dgkd	16.250000	0	0	0	0	130	0	0	0	0
Capn15	16.250000	0	0	0	130	0	0	0	0	0
Bod1	16.250000	0	0	0	0	130	0	0	0	0
Atp6v1g3	16.250000	0	0	0	0	0	0	0	130	0
Abcb1b	16.250000	0	0	0	0	130	0	0	0	0
Zfp955b	16.125000	0	0	0	0	0	0	129	0	0
Zfp68	16.125000	0	0	0	0	0	0	129	0	0
Ttc5	16.125000	0	0	0	0	0	0	129	0	0
Tsc22d2	16.125000	0	0	0	0	129	0	0	0	0
Ss18	16.125000	0	0	0	0	0	0	0	129	0
Rab18	16.125000	0	0	0	0	129	0	0	0	0
Pttg1ip	16.125000	0	0	0	0	129	0	0	0	0
Nob1	16.125000	0	0	0	0	129	0	0	0	0
Naa60	16.125000	0	0	0	0	0	0	0	129	0
Mro	16.125000	0	0	0	0	0	0	0	129	0
Med9	16.125000	0	0	0	0	129	0	0	0	0
Klhl6	16.125000	0	0	0	0	0	0	129	0	0
Hspa5	16.125000	0	0	0	129	0	0	0	0	0
Gm3500	16.125000	0	0	0	0	0	0	129	0	0
Fah	16.125000	0	0	0	0	0	0	0	129	0
Esco2	16.125000	0	0	0	0	0	0	0	129	0
Eif3b	16.125000	0	0	0	129	0	0	0	0	0
Cnih4	16.125000	0	0	0	0	0	0	129	0	0
Ccdc25	16.125000	0	0	0	0	0	0	0	129	0
Ccdc184	16.125000	0	0	0	0	0	0	0	129	0
Asb8	16.125000	0	0	0	0	0	0	0	129	0
Ankrd13c	16.125000	0	0	0	0	0	0	129	0	0
A430033K04Rik	16.125000	0	0	0	0	0	0	129	0	0
Zfp512b	16.000000	0	0	0	0	0	0	128	0	0
Yod1	16.000000	0	0	0	0	128	0	0	0	0
Xkr6	16.000000	0	0	0	128	0	0	0	0	0
Tceal9	16.000000	0	0	0	128	0	0	0	0	0
Syp	16.000000	0	0	0	0	128	0	0	0	0
Spdef	16.000000	0	0	0	128	0	0	0	0	0
Smbd1	16.000000	0	0	0	0	128	0	0	0	0
Shcbp1	16.000000	0	0	0	128	0	0	0	0	0
Sgk1	16.000000	0	0	0	0	0	0	128	0	0
Serpina3g	16.000000	0	0	0	0	0	0	128	0	0
Serpina3f	16.000000	0	0	0	0	0	0	128	0	0
Rnaseh2c	16.000000	0	0	0	0	0	0	128	0	0
Rcan3	16.000000	0	0	0	0	0	0	0	128	0
Rab39b	16.000000	0	0	0	0	128	0	0	0	0
Praf2	16.000000	0	0	0	0	0	0	128	0	0
Plekhb1	16.000000	0	0	0	0	0	0	0	128	0
Plac1	16.000000	0	0	0	0	0	0	0	128	0
Phb	16.000000	0	0	0	0	0	0	128	0	0
Pfkfb2	16.000000	0	0	0	0	128	0	0	0	0
Pdia6	16.000000	0	0	0	0	0	0	0	128	0
Olfr313	16.000000	0	0	0	0	0	0	128	0	0
Nwd1	16.000000	0	0	0	0	0	0	128	0	0
Ndrg4	16.000000	0	0	0	0	0	0	0	128	0
Mycn	16.000000	0	0	0	0	128	0	0	0	0
Ikbkg	16.000000	0	0	0	0	0	0	0	128	0
Haus7	16.000000	0	0	0	0	0	0	128	0	0
Gpr82	16.000000	0	0	0	0	0	0	0	128	0
Gcsam	16.000000	0	0	0	0	0	0	0	128	0
G6pdx	16.000000	0	0	0	0	0	0	0	128	0
Fcrl1	16.000000	0	0	0	0	128	0	0	0	0
Ddx20	16.000000	0	0	0	0	128	0	0	0	0
Csrnp2	16.000000	0	0	0	0	128	0	0	0	0
Cpq	16.000000	0	0	0	128	0	0	0	0	0
Cmss1	16.000000	0	0	0	128	0	0	0	0	0
Ccdc54	16.000000	0	0	0	0	0	0	128	0	0
Cbx1	16.000000	0	0	0	0	0	0	0	128	0
Bex6	16.000000	0	0	0	128	0	0	0	0	0
5031439G07Rik	16.000000	0	0	0	0	0	0	128	0	0
4930558K02Rik	16.000000	0	0	0	0	128	0	0	0	0
Zbtb42	15.875000	0	0	0	0	0	0	0	127	0
Vps36	15.875000	0	0	0	0	127	0	0	0	0
Uts2	15.875000	0	0	0	0	0	0	127	0	0
Sf3b1	15.875000	0	0	0	127	0	0	0	0	0
Rbbp5	15.875000	0	0	0	0	127	0	0	0	0
Rasgrp1	15.875000	0	0	0	0	127	0	0	0	0
Prkcsh	15.875000	0	0	0	0	0	0	127	0	0
Ppp6r1	15.875000	0	0	0	0	0	0	127	0	0
Picalm	15.875000	0	0	0	0	0	0	127	0	0
Pdzd2	15.875000	0	0	0	0	127	0	0	0	0
Pacc1	15.875000	0	0	0	0	0	0	127	0	0
Lpin3	15.875000	0	0	0	127	0	0	0	0	0
Ikzf2	15.875000	0	127	0	0	0	0	0	0	0
Hfe	15.875000	0	127	0	0	0	0	0	0	0
Gins3	15.875000	0	0	0	127	0	0	0	0	0
Etfrf1	15.875000	0	0	0	0	0	0	127	0	0
Dnajc18	15.875000	0	0	0	0	127	0	0	0	0
Defb20	15.875000	0	0	0	0	127	0	0	0	0
Ccl4	15.875000	0	0	0	0	0	0	0	127	0
