Target_genes	Arid5a|Average	SRX11149862|4T1	SRX11149863|4T1	SRX11149866|4T1	SRX11149867|4T1	STRING
Morf4l1	22.750000	0	0	91	0	0
Mmadhc	22.750000	0	0	0	91	0
Mki67	22.750000	0	0	0	91	0
Letmd1	22.750000	0	0	0	91	0
Fn1	22.750000	0	0	0	91	0
Cnot6	22.750000	0	0	0	91	0
Btbd7	22.750000	0	0	0	91	0
Braf	22.750000	0	0	0	91	0
Adi1	22.750000	0	0	0	91	0
Abcc6	22.750000	0	0	0	91	0
AI413582	22.750000	0	0	0	91	0
Ubtf	22.500000	0	0	90	0	0
Trim7	22.500000	0	0	0	90	0
Srsf7	22.500000	0	0	0	90	0
Srp19	22.500000	0	0	0	90	0
Sbf2	22.500000	0	0	0	90	0
Psip1	22.500000	0	0	0	90	0
Prkd3	22.500000	0	0	0	90	0
Patj	22.500000	0	0	0	90	0
Osbpl8	22.500000	0	0	0	90	0
Endov	22.500000	0	0	0	90	0
Dhrs11	22.500000	0	0	0	90	0
Bag3	22.500000	0	0	0	90	0
Zswim3	22.250000	0	0	0	89	0
Zbtb12	22.250000	0	0	0	89	0
Ttll13	22.250000	0	0	0	89	0
Tspan9	22.250000	0	0	0	89	0
Thumpd3	22.250000	0	0	0	89	0
Rpl35a	22.250000	0	0	0	89	0
Rest	22.250000	0	0	0	89	0
Rer1	22.250000	0	0	0	89	0
Rdh5	22.250000	0	0	0	89	0
Pxdc1	22.250000	0	0	0	89	0
Ncoa2	22.250000	0	0	0	89	0
Morn1	22.250000	0	0	0	89	0
Klhl22	22.250000	0	0	0	89	0
Iqcg	22.250000	0	0	0	89	0
Hip1	22.250000	0	0	0	89	0
Has1	22.250000	0	0	0	89	0
H2ax	22.250000	0	0	0	89	0
Eif4e2	22.250000	0	0	0	89	0
Eif3l	22.250000	0	0	0	89	0
Ehmt2	22.250000	0	0	0	89	0
Cds2	22.250000	0	0	0	89	0
Bloc1s1	22.250000	0	0	0	89	0
Acot8	22.250000	0	0	0	89	0
2610507B11Rik	22.250000	0	0	0	89	0
Il6	22.000000	0	0	0	88	451
Wdr25	22.000000	0	0	0	88	0
Wasl	22.000000	0	0	0	88	0
Wars	22.000000	0	0	0	88	0
Stam	22.000000	0	0	0	88	0
Spry1	22.000000	0	0	0	88	0
Smarca4	22.000000	0	0	0	88	0
Slc2a1	22.000000	0	0	0	88	0
Rhoq	22.000000	0	0	0	88	0
Prkar2a	22.000000	0	0	0	88	0
Nup205	22.000000	0	0	0	88	0
Nuak1	22.000000	0	0	0	88	0
Nsmaf	22.000000	0	0	0	88	0
Med18	22.000000	0	0	0	88	0
Lpar1	22.000000	0	0	0	88	0
Klhdc10	22.000000	0	0	0	88	0
Itgb5	22.000000	0	0	0	88	0
Il9	22.000000	0	0	0	88	0
Hdac7	22.000000	0	0	0	88	0
Fasn	22.000000	0	0	0	88	0
Fam187a	22.000000	0	0	0	88	0
Enc1	22.000000	0	0	0	88	0
Eftud2	22.000000	0	0	0	88	0
Cisd2	22.000000	0	0	0	88	0
Ccdc103	22.000000	0	0	0	88	0
Bbx	22.000000	0	0	0	88	0
Ap5z1	22.000000	0	0	0	88	0
Ankrd52	22.000000	0	0	0	88	0
Aftph	22.000000	0	0	0	88	0
Zbtb37	21.750000	0	0	0	87	0
Tpt1	21.750000	0	0	0	87	0
Tbkbp1	21.750000	0	0	0	87	0
Syt7	21.750000	0	0	0	87	0
Ston1	21.750000	0	0	0	87	0
Siva1	21.750000	0	0	0	87	0
Prkch	21.750000	0	0	0	87	0
Pdzd8	21.750000	0	0	0	87	0
Ndst2	21.750000	0	0	0	87	0
Itpr2	21.750000	0	0	0	87	0
Ier5l	21.750000	0	0	0	87	0
Fitm2	21.750000	0	0	0	87	0
Dnajb9	21.750000	0	0	0	87	0
Cpped1	21.750000	0	0	0	87	0
Bptf	21.750000	0	0	0	87	0
Zfp607b	21.500000	0	0	0	86	0
Zc3h10	21.500000	0	0	0	86	0
Wdr90	21.500000	0	0	0	86	0
Vps4a	21.500000	0	0	0	86	0
Ttc17	21.500000	0	0	0	86	0
Trim41	21.500000	0	0	0	86	0
Tiprl	21.500000	0	0	0	86	0
Stau1	21.500000	0	0	0	86	0
Smc6	21.500000	0	0	0	86	0
Serpina11	21.500000	0	0	0	86	0
Sdad1	21.500000	0	0	0	86	0
Rtkn2	21.500000	0	0	0	86	0
Rpl41	21.500000	0	0	0	86	0
Pim1	21.500000	0	0	0	86	0
Ncoa3	21.500000	0	0	0	86	0
Mettl21a	21.500000	0	0	0	86	0
Ly6c1	21.500000	0	0	0	86	0
Iqch	21.500000	86	0	0	0	0
Gen1	21.500000	0	0	0	86	0
Fbxl20	21.500000	0	0	0	86	0
Fam43b	21.500000	0	0	86	0	0
Dennd5a	21.500000	0	0	0	86	0
Cul1	21.500000	0	0	0	86	0
Crls1	21.500000	0	0	0	86	0
Cnpy3	21.500000	0	0	0	86	0
Blcap	21.500000	0	0	0	86	0
Ankrd17	21.500000	0	0	0	86	0
Aagab	21.500000	86	0	0	0	0
Zfp384	21.250000	0	0	0	85	0
Zdhhc18	21.250000	0	0	0	85	0
Sumo2	21.250000	0	0	0	85	0
Stxbp4	21.250000	0	0	0	85	0
Ptprj	21.250000	0	0	0	85	0
Plekha3	21.250000	0	0	0	85	0
Phactr4	21.250000	0	0	0	85	0
Mrps16	21.250000	0	0	0	85	0
Man1b1	21.250000	0	0	0	85	0
Kdm5b	21.250000	0	0	0	85	0
Itpr3	21.250000	0	0	0	85	0
Fkbp7	21.250000	0	0	0	85	0
E130308A19Rik	21.250000	0	0	0	85	0
Dnajc9	21.250000	0	0	0	85	0
Cox11	21.250000	0	0	0	85	0
Cfl2	21.250000	0	0	0	85	0
Atp2c1	21.250000	0	0	0	85	0
Arhgef11	21.250000	0	0	0	85	0
Usp1	21.000000	0	0	0	84	0
Supt16	21.000000	0	0	0	84	0
Sptbn1	21.000000	0	0	0	84	0
Smarcd3	21.000000	0	0	0	84	0
Rp9	21.000000	0	0	0	84	0
Rcc2	21.000000	0	0	0	84	0
Rassf3	21.000000	0	0	0	84	0
Ppp2r5c	21.000000	84	0	0	0	0
Phf7	21.000000	0	0	0	84	0
Otud4	21.000000	0	0	0	84	0
Nup188	21.000000	0	0	0	84	0
Map4k4	21.000000	0	0	0	84	0
Lrp6	21.000000	0	0	0	84	0
Hectd1	21.000000	0	0	0	84	0
Fam162a	21.000000	0	0	0	84	0
E2f3	21.000000	0	0	0	84	0
Dolk	21.000000	0	0	0	84	0
Dhrs7	21.000000	0	0	0	84	0
Coro6	21.000000	0	0	0	84	0
Ccdc58	21.000000	0	0	0	84	0
Brd7	21.000000	0	0	0	84	0
Birc5	21.000000	0	0	0	84	0
Bap1	21.000000	0	0	0	84	0
Ankrd1	21.000000	0	0	0	84	0
Zmynd19	20.750000	0	0	0	83	0
Ythdc1	20.750000	0	0	0	83	0
Ube2e3	20.750000	0	0	0	83	0
Trim25	20.750000	0	0	0	83	0
Tmtc3	20.750000	0	0	0	83	0
Smim10l1	20.750000	0	0	0	83	0
Sema4b	20.750000	0	0	83	0	0
Rsad1	20.750000	0	0	0	83	0
Rpn2	20.750000	0	0	0	83	0
Rhobtb3	20.750000	0	0	0	83	0
Nupr1	20.750000	0	0	0	83	0
Nr1d2	20.750000	0	0	0	83	0
Mroh8	20.750000	0	0	0	83	0
Lrrc42	20.750000	0	0	0	83	0
Hspb11	20.750000	0	0	0	83	0
Ero1a	20.750000	0	0	0	83	0
Creb1	20.750000	0	0	0	83	0
Cop1	20.750000	0	0	0	83	0
Cep290	20.750000	0	0	0	83	0
Cdk13	20.750000	0	0	83	0	0
B3glct	20.750000	0	0	0	83	0
Zfp655	20.500000	0	0	0	82	0
Tomm34	20.500000	0	0	0	82	0
Tmf1	20.500000	0	0	0	82	0
Stk4	20.500000	0	0	0	82	0
Smarcd1	20.500000	0	0	0	82	0
Slc25a51	20.500000	0	0	0	82	0
Sgpl1	20.500000	0	0	0	82	0
Rubcn	20.500000	0	0	0	82	0
Rcc1	20.500000	0	0	0	82	0
Rbbp6	20.500000	0	0	0	82	0
Pgam5	20.500000	0	0	0	82	0
Mettl18	20.500000	0	0	0	82	0
Me3	20.500000	0	0	0	82	0
Hnrnpdl	20.500000	0	0	0	82	0
Hcfc2	20.500000	0	0	0	82	0
Fyttd1	20.500000	0	0	0	82	0
Fut11	20.500000	0	0	0	82	0
Enoph1	20.500000	0	0	0	82	0
Emc7	20.500000	0	0	0	82	0
Cnih1	20.500000	0	0	0	82	0
BC055324	20.500000	0	0	0	82	0
Atl2	20.500000	0	0	0	82	0
Zfp248	20.250000	0	0	0	81	0
Wdr5	20.250000	0	0	0	81	0
Ttc3	20.250000	0	0	0	81	0
Tsg101	20.250000	0	0	0	81	0
Tatdn3	20.250000	0	0	0	81	0
Slc9a1	20.250000	0	0	0	81	0
Slc25a4	20.250000	0	0	0	81	0
Sh3rf1	20.250000	0	0	0	81	0
Rnf216	20.250000	0	0	0	81	0
Rb1cc1	20.250000	0	0	0	81	0
Rasal2	20.250000	0	0	0	81	0
Pxmp4	20.250000	0	0	0	81	0
Ptprk	20.250000	0	0	0	81	0
Polr2m	20.250000	0	0	0	81	0
Plk2	20.250000	0	0	0	81	0
Plcd3	20.250000	0	0	0	81	0
Pigp	20.250000	0	0	0	81	0
P2rx4	20.250000	0	0	0	81	0
Nsl1	20.250000	0	0	0	81	0
Nfx1	20.250000	0	0	0	81	0
Mrps35	20.250000	0	0	0	81	0
Fndc3a	20.250000	0	0	0	81	0
Dusp5	20.250000	0	0	0	81	0
Ccdc9	20.250000	0	0	0	81	0
Atp6v0d1	20.250000	0	0	0	81	0
Ap2m1	20.250000	0	0	0	81	0
Agrp	20.250000	0	0	0	81	0
Acbd4	20.250000	0	0	0	81	0
Zfp553	20.000000	0	0	0	80	0
Zdhhc17	20.000000	0	0	0	80	0
Usp12	20.000000	0	0	0	80	0
Triobp	20.000000	0	0	0	80	0
Tmem39a	20.000000	0	0	0	80	0
Snrnp200	20.000000	80	0	0	0	0
Sgpp1	20.000000	0	0	0	80	0
Pknox1	20.000000	0	0	0	80	0
Nup62	20.000000	0	0	0	80	0
Mon1a	20.000000	0	0	0	80	0
Il4i1b	20.000000	0	0	0	80	0
Gkap1	20.000000	0	0	0	80	0
Clptm1	20.000000	0	0	0	80	0
Cdc42ep3	20.000000	0	0	0	80	0
Atf5	20.000000	0	0	0	80	0
Adam10	20.000000	0	0	0	80	0
2310057M21Rik	20.000000	0	0	0	80	0
1810024B03Rik	20.000000	80	0	0	0	0
Zfp654	19.750000	0	0	0	79	0
Wdfy2	19.750000	0	0	0	79	0
Spsb2	19.750000	0	0	0	79	0
Slc2a9	19.750000	0	0	0	79	0
Sgms2	19.750000	0	0	0	79	0
Prr14l	19.750000	0	0	0	79	0
Nudt19	19.750000	0	0	0	79	0
Mrps15	19.750000	0	0	0	79	0
Mcl1	19.750000	0	0	0	79	0
Mapk8	19.750000	0	0	0	79	0
Man2a2	19.750000	0	0	0	79	0
Jun	19.750000	0	0	0	79	0
Ibtk	19.750000	0	0	0	79	0
Grk5	19.750000	0	0	0	79	0
Fubp3	19.750000	0	0	0	79	0
Dusp8	19.750000	0	0	0	79	0
Dusp10	19.750000	0	0	0	79	0
Dcaf1	19.750000	0	0	0	79	0
D16Ertd472e	19.750000	0	0	0	79	0
Crlf3	19.750000	0	0	0	79	0
Cggbp1	19.750000	0	0	0	79	0
Cbfa2t2	19.750000	0	0	0	79	0
Btbd1	19.750000	0	0	79	0	0
1700056E22Rik	19.750000	0	0	0	79	0
Uqcc1	19.500000	0	0	0	78	0
Rhog	19.500000	0	0	0	78	0
Rab5if	19.500000	0	0	0	78	0
Pum1	19.500000	0	0	0	78	0
Garre1	19.500000	0	0	0	78	0
Commd7	19.500000	0	0	0	78	0
Clip1	19.500000	0	0	0	78	0
Artn	19.500000	0	0	0	78	0
Zfp653	19.250000	0	0	0	77	0
Zc3h15	19.250000	0	0	0	77	0
Twist1	19.250000	0	0	0	77	0
Topbp1	19.250000	0	0	0	77	0
Slx4ip	19.250000	0	0	0	77	0
R3hdm2	19.250000	0	0	0	77	0
Pdcd6ip	19.250000	0	0	0	77	0
Nenf	19.250000	0	0	0	77	0
Mkks	19.250000	0	0	0	77	0
Marchf6	19.250000	0	0	0	77	0
Ints11	19.250000	0	0	0	77	0
Ino80	19.250000	0	0	0	77	0
Gskip	19.250000	0	0	0	77	0
Gpbp1	19.250000	0	0	0	77	0
Elac1	19.250000	0	0	0	77	0
Eif2b3	19.250000	77	0	0	0	0
Derl1	19.250000	0	0	0	77	0
Crppa	19.250000	0	0	0	77	0
Cptp	19.250000	0	0	0	77	0
Ccm2	19.250000	0	0	0	77	0
Atg2b	19.250000	0	0	0	77	0
Actn1	19.250000	0	0	0	77	0
Zc3hav1	19.000000	0	0	0	76	0
Ubn2	19.000000	0	0	0	76	0
Ube2j1	19.000000	0	0	0	76	0
Tut4	19.000000	0	0	0	76	0
Tubb4b	19.000000	0	0	0	76	0
Tnpo1	19.000000	0	0	0	76	0
Tnfrsf1b	19.000000	0	0	0	76	0
Slc35d1	19.000000	0	0	0	76	0
Lats2	19.000000	0	0	0	76	0
Ddx11	19.000000	0	0	0	76	0
Dbi	19.000000	0	0	0	76	0
Cox18	19.000000	0	0	0	76	0
Camk2d	19.000000	0	0	0	76	0
Bzw1	19.000000	0	0	0	76	0
Arl8a	19.000000	0	0	0	76	0
3110009E18Rik	19.000000	0	0	0	76	0
Zfp512b	18.750000	0	0	0	75	0
Sesn3	18.750000	0	0	0	75	0
Pank2	18.750000	0	0	0	75	0
Ndufaf5	18.750000	0	0	0	75	0
Map1s	18.750000	0	0	0	75	0
Exosc10	18.750000	0	0	0	75	0
Esf1	18.750000	0	0	0	75	0
Cox5a	18.750000	0	0	0	75	0
Bmpr2	18.750000	0	0	0	75	0
Zbtb8os	18.500000	0	0	0	74	0
Ywhae	18.500000	0	0	0	74	0
Tbrg4	18.500000	0	0	0	74	0
Rfc1	18.500000	0	0	0	74	0
Rbbp4	18.500000	0	0	0	74	0
Gnaq	18.500000	0	0	0	74	0
Bcdin3d	18.500000	0	0	0	74	0
Arhgap35	18.500000	0	0	0	74	0
Zfp777	18.250000	0	0	0	73	0
Upp1	18.250000	0	0	0	73	0
Ube3c	18.250000	0	0	0	73	0
Ubap2l	18.250000	0	0	0	73	0
Tpp2	18.250000	0	0	0	73	0
Taok3	18.250000	0	0	0	73	0
Suds3	18.250000	0	0	0	73	0
Set	18.250000	0	0	0	73	0
Scaper	18.250000	0	0	0	73	0
Rpl12	18.250000	0	0	0	73	0
Rnf187	18.250000	0	0	0	73	0
Rarg	18.250000	0	0	0	73	0
Ppif	18.250000	0	0	0	73	0
Pfdn4	18.250000	73	0	0	0	0
Lrsam1	18.250000	0	0	0	73	0
Herc3	18.250000	0	0	0	73	0
Cyp24a1	18.250000	73	0	0	0	0
Cxxc4	18.250000	0	0	0	73	0
Arhgap21	18.250000	73	0	0	0	0
4933434E20Rik	18.250000	0	0	0	73	0
Zc3h8	18.000000	0	0	0	72	0
Txlna	18.000000	0	0	0	72	0
Ralgapa2	18.000000	0	0	0	72	0
Ppp2ca	18.000000	0	0	0	72	0
Gsk3b	18.000000	0	0	0	72	0
Fnbp1l	18.000000	0	0	0	72	0
Csk	18.000000	0	0	0	72	0
Cluh	18.000000	0	0	0	72	0
Btbd9	18.000000	0	0	0	72	0
Bod1l	18.000000	0	0	0	72	0
Arfgef1	18.000000	0	0	0	72	0
Actr2	18.000000	0	0	0	72	0
Tmem245	17.750000	0	0	0	71	0
Sox1	17.750000	0	0	71	0	0
Ilf2	17.750000	0	0	0	71	0
Ier2	17.750000	0	0	0	71	0
Baz1b	17.750000	0	0	0	71	0
Zfp704	17.500000	0	0	0	70	0
Ptpn14	17.500000	0	0	0	70	0
Pkdcc	17.500000	0	0	0	70	0
Nr2c1	17.500000	0	0	0	70	0
Noc2l	17.500000	0	0	0	70	0
Mef2a	17.500000	0	0	0	70	0
Map3k4	17.500000	0	0	0	70	0
Klhl17	17.500000	0	0	0	70	0
Dock8	17.500000	0	0	0	70	0
Cenpb	17.500000	0	0	0	70	0
Atp2a2	17.500000	0	0	0	70	0
Asxl2	17.500000	0	0	0	70	0
Adss	17.500000	0	0	0	70	0
Mettl16	17.250000	0	0	0	69	0
Gng12	17.250000	0	0	0	69	0
Rcn2	17.000000	0	0	0	68	0
Pcmt1	17.000000	0	0	0	68	0
Mia3	17.000000	68	0	0	0	0
Lsm14b	17.000000	0	0	0	68	0
Lats1	17.000000	0	0	0	68	0
Igfbp7	17.000000	0	0	68	0	0
E030030I06Rik	17.000000	0	0	0	68	0
Sftpc	16.750000	0	0	0	67	0
Lcor	16.750000	0	0	0	67	0
Itga3	16.750000	0	0	0	67	0
Bmp1	16.750000	0	0	0	67	0
Trip12	16.500000	0	0	0	66	0
Sh3pxd2b	16.500000	0	0	0	66	0
Romo1	16.500000	0	0	0	66	0
Nfs1	16.500000	0	0	0	66	0
Fra10ac1	16.500000	66	0	0	0	0
Fbxo36	16.500000	0	0	0	66	0
Farp2	16.500000	0	0	0	66	0
Tmtc4	16.250000	0	0	0	65	0
Rpl27	16.250000	0	0	0	65	0
Lrpprc	16.250000	0	0	0	65	0
Exosc3	16.250000	0	0	0	65	0
Zfp800	16.000000	0	0	0	64	0
Ubn1	16.000000	0	0	0	64	0
Tmem192	16.000000	0	0	0	64	0
Rnf111	16.000000	0	0	0	64	0
Pds5b	16.000000	0	0	0	64	0
Glyr1	16.000000	0	0	0	64	0
Ugcg	15.750000	0	0	0	63	0
Mafg	15.750000	0	0	0	63	0
Letm1	15.750000	0	0	0	63	0
Dnajc13	15.750000	0	0	0	63	0
Tcf4	15.500000	0	0	0	62	0
Mast2	15.500000	0	0	0	62	0
Grin2d	15.500000	0	0	0	62	0
Cat	15.500000	0	0	0	62	0
Mrps23	14.750000	0	0	0	59	0
Rev3l	14.250000	0	0	0	57	0
