Target_genes	Ebf2|Average	SRX11005922|Adipocytes	SRX11005923|Adipocytes	SRX11005924|Adipocytes	SRX11005925|Adipocytes	SRX2676935|Brown_adipose_tissue	SRX2676936|Brown_adipose_tissue	SRX3070368|Brown_adipose_tissue	SRX3070369|Brown_adipose_tissue	SRX1357067|Brown_preadipocytes	SRX1357068|Brown_preadipocytes	SRX1357069|Brown_preadipocytes	SRX1357070|Brown_preadipocytes	SRX4054019|Embryoid_Bodies	SRX4054020|Embryoid_Bodies	SRX1706969|mESCs,_differentiated	SRX1706970|mESCs,_differentiated	SRX4054029|mESCs,_differentiated	SRX4054030|mESCs,_differentiated	STRING
Prdm1	11.166667	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0
Olfr1312	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	104	0
Heatr4	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	136	0
Ganc	11.166667	84	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Acot2	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	136	0
Zfp420	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Uri1	11.111111	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
Trim43a	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Tceal3	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	81	0	0	0
Olfr957	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
Olfr1240	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
Mei4	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Fer1l6	11.111111	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
Fam184b	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Fam110b	11.111111	0	0	0	0	0	0	0	0	0	75	0	0	0	0	125	0	0	0	0
Dner	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	109	0
Akr1c12	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Actl6b	11.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	120	0
Tm4sf1	11.055556	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0
Prss3	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Praf2	11.055556	116	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
Nlrc5	11.055556	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0
Mstn	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Mmadhc	11.055556	0	0	0	0	0	0	0	0	77	0	0	122	0	0	0	0	0	0	0
Lcn9	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Hars2	11.055556	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Hars	11.055556	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Cd300a	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Abcb10	11.055556	0	0	0	0	0	0	0	0	0	0	92	107	0	0	0	0	0	0	0
2210407C18Rik	11.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0
Zfp738	11.000000	0	0	0	0	0	0	0	0	102	0	96	0	0	0	0	0	0	0	0
Zfp652	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	81	0	0	0
Xlr5c	11.000000	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2t	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	90	0
Snrpg	11.000000	0	0	0	0	0	0	0	0	0	0	117	0	0	0	81	0	0	0	0
Olfr656	11.000000	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0
Olfr427	11.000000	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0
Olfr426	11.000000	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0
Lats1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	92	0	0
Exosc6	11.000000	0	0	0	0	0	0	0	0	98	0	0	100	0	0	0	0	0	0	0
Cebpzos	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	125	0
Txndc8	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Mtg2	10.944444	114	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
Kash5	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	105	0	0	0
Anpep	10.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	89	0	0	0
Tomm5	10.888889	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	121	0
Slamf1	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	104	0
Olfr876	10.888889	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc3	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	81	0	0	0
Adamts3	10.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	101	0	0	0
Psmf1	10.833333	0	0	99	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
4932438H23Rik	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	89	0	0	0
Syngr2	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	94	0	0
Pigt	10.777778	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Nol3	10.777778	0	0	0	0	0	0	0	0	0	0	0	0	127	67	0	0	0	0	0
Vmn1r67	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Pgap3	10.722222	83	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1219	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Olfr1094	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0
Nup160	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	105	0
Ncan	10.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	123	0
Gltp	10.722222	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	103	0	0
Dpys	10.722222	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	81	0
Dnmt3l	10.722222	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	123	0	0	0
Them7	10.666667	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Rprm	10.666667	0	0	0	0	0	0	0	0	97	0	0	0	95	0	0	0	0	0	0
Gm11213	10.666667	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Il7	10.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	115	0
Zfp266	10.555556	0	0	0	0	0	0	0	0	0	0	115	0	0	0	75	0	0	0	0
Trp53tg5	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Tcl1b3	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Sf3b4	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	114	0
Olfr143	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Hnrnpa3	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	89	0
Ccdc61	10.555556	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Angel2	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	73	0	0	0
1700020D05Rik	10.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Zp3r	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Zfp599	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	113	0
Tsg101	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	112	0
Smim43	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	89	0	0	0
Sdf4	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	112	0	0	0
Defb10	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
B3galt6	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	112	0	0	0
AA792892	10.500000	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0
L2hgdh	10.444444	117	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
Kcne4	10.444444	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Kat6a	10.444444	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Dmac2l	10.444444	117	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
Tppp2	10.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	95	0
Ndufs4	10.388889	0	99	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipm	10.388889	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Cyth4	10.388889	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Tnfrsf22	10.333333	0	0	85	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm45	10.333333	0	0	0	0	0	0	0	0	0	0	110	0	0	0	76	0	0	0	0
Met	10.333333	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	73	0	0	0
Fktn	10.333333	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Csdc2	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0
Bhmt	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Zfp474	10.277778	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
Vangl1	10.277778	0	0	0	0	0	0	0	0	0	0	79	0	106	0	0	0	0	0	0
Sh3d19	10.277778	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
Plac8	10.277778	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
Fcrl1	10.277778	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap45	10.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0
Ube2j1	10.222222	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	105	0	0	0
Rnf24	10.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	83	0	0	0
Kank3	10.222222	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Cgnl1	10.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	72	0	0	0
Zfp990	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Rnf213	10.166667	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0
Pdpr	10.166667	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	91	0	0	0
Marchf8	10.166667	0	0	0	0	0	0	0	0	0	0	83	100	0	0	0	0	0	0	0
Efcc1	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	85	0	0
Zfp558	10.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	93	0	0
Serp2	10.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	93	0
Plb1	10.111111	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Olfr1357	10.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
Nrgn	10.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	99	0	0	0
Mbd3l1	10.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	93	0	0
Mapk13	10.111111	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Golga3	10.111111	102	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csnk2a2	10.111111	0	0	0	0	0	0	0	0	0	0	83	99	0	0	0	0	0	0	0
Cpa3	10.111111	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Ube2v2	10.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	97	0	0	0
Sec61g	10.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	97	0	0	0
Scgb3a2	10.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0
Rps6	10.055556	0	0	0	0	0	0	0	0	0	0	108	73	0	0	0	0	0	0	0
Pld3	10.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	89	0	0	0
Meaf6	10.055556	0	0	0	0	0	0	0	0	0	0	64	0	0	0	117	0	0	0	0
Gtf3c3	10.055556	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
Gm44805	10.055556	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
Gm20767	10.055556	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
Apoc4	10.055556	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
Zglp1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Teddm1b	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Taar7e	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Sstr2	10.000000	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
Snx13	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Papola	10.000000	0	0	0	0	0	0	0	0	0	0	63	0	0	0	117	0	0	0	0
Olfr492	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Lalba	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Krtap4-8	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Impg1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Gm4984	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Gm11595	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Gabrp	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Fcsk	10.000000	96	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
Dnah7b	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	115	0
Tdgf1	9.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0
Sox30	9.944444	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
Ipo7	9.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	103	0
Defb2	9.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Ccdc88b	9.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0
Ostm1	9.888889	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	68	0	0
Ctsk	9.888889	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0
Cltb	9.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0
Ankrd13c	9.888889	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Mrps30	9.833333	92	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg2	9.833333	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
Serpina1a	9.777778	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd5	9.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	66	0
Chmp3	9.777778	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Cdk1	9.777778	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wrap73	9.722222	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
Uroc1	9.722222	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
Pycr2	9.722222	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0
Pin1rt1	9.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0
Gcnt4	9.722222	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	91	0
Dnaaf4	9.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	75	0
Coa6	9.722222	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Tbx15	9.666667	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0
Slc22a3	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Gstm2	9.666667	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot4	9.666667	95	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0
Stk26	9.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	81	0	0	0
Lhx6	9.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
Lats2	9.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
Gabbr2	9.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
Bicra	9.611111	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
Adgrl2	9.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	92	0
9930111J21Rik2	9.611111	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
9930111J21Rik1	9.611111	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
Fam174a	9.555556	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2a3	9.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0
Arf1	9.555556	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0
Tspan31	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	72	0
Sbk2	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Pdcd1lg2	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Ncapg2	9.500000	0	0	0	0	0	0	0	0	0	0	79	0	0	0	92	0	0	0	0
Msmb	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Miox	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Itgae	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Hoxa11	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Hdgfl3	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Grb7	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Gpr52	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Gpkow	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Gm40193	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Fscn2	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Cstb	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Cntn3	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Vmn1r71	9.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Slit3	9.444444	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0
Htr4	9.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Gabpb1	9.444444	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	95	0	0
Erich6b	9.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
Vwa2	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	74	0
Vmn2r73	9.388889	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Tex12	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Sftpc	9.388889	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Pxk	9.388889	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Olfr877	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Egfl6	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Dcaf12l2	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
D16Ertd472e	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Cypt3	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Cul4b	9.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Wdr11	9.333333	0	0	0	68	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
Gria2	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Vmn1r43	9.277778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Serpina3i	9.277778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Npy5r	9.277778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Nkx1-1	9.277778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
L3mbtl1	9.277778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Hoxc11	9.277778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Eid2b	9.277778	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	57	0	0	0
Brip1	9.277778	0	83	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
Srarp	9.222222	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0
Oas1e	9.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0
Vwa5a	9.166667	0	74	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sele	9.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	89	0	0	0
Eif3j2	9.166667	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3j1	9.166667	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt6	9.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	75	0
Mcm8	9.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	75	0
Fam131c	9.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Zfp770	9.055556	0	0	0	0	0	0	0	0	0	67	96	0	0	0	0	0	0	0	0
P2rx6	9.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
Map2k5	9.055556	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Lrrc74b	9.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
Fkbp11	9.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
Cndp2	9.055556	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
Vps50	9.000000	0	0	0	0	0	0	0	0	78	0	0	0	0	0	84	0	0	0	0
Myo1g	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0
Hrh2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Hepacam2	9.000000	0	0	0	0	0	0	0	0	78	0	0	0	0	0	84	0	0	0	0
Gsx1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Dnah12	9.000000	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp957	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Zfp799	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0
Trim42	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Tmem71	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Tk2	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Stx1b	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Srp68	8.944444	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Slc10a1	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Prss34	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Pglyrp2	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Olfr1138	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Nr1h5	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Lypd6	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Leap2	8.944444	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Frk	8.944444	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Ets2	8.944444	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ets1	8.944444	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Dnah10	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Cyp2b23	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Cklf	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Cela2a	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0
Acaa1b	8.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	69	0
Tspan11	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
Otop1	8.888889	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk2	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
Krtap13	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Ivl	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Iglon5	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Gmnc	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0
