Target_genes	Elf5|Average	SRX1425169|Mammary_glands	SRX1672019|Mammary_glands	SRX1672020|Mammary_glands	SRX1672031|Mammary_glands	SRX1672032|Mammary_glands	SRX1672061|Mammary_glands	SRX1672063|Mammary_glands	SRX1672064|Mammary_glands	SRX204144|Trophoblast_stem_cells	SRX204145|Trophoblast_stem_cells	SRX3730223|Trophoblast_stem_cells	SRX3730273|Trophoblast_stem_cells	STRING
Armc1	20.166667	0	0	0	0	0	0	242	0	0	0	0	0	0
Ywhaq	20.083333	0	0	0	0	0	0	241	0	0	0	0	0	0
Uhrf1	20.083333	0	0	0	0	0	0	76	0	0	0	165	0	0
Tle6	20.083333	0	0	0	0	0	0	0	0	0	0	241	0	0
Stpg3	20.083333	0	0	0	0	0	0	0	0	0	0	241	0	0
Rtf2	20.083333	86	0	0	0	0	0	0	0	0	0	155	0	0
Pycrl	20.083333	121	0	0	120	0	0	0	0	0	0	0	0	0
Pawr	20.083333	0	0	0	0	0	0	241	0	0	0	0	0	0
Osbpl11	20.083333	121	0	0	120	0	0	0	0	0	0	0	0	0
Nelfb	20.083333	0	0	0	0	0	0	0	0	0	0	241	0	0
Jrk	20.083333	0	0	0	0	0	0	0	0	0	0	241	0	0
Espn	20.083333	0	0	0	0	0	0	0	0	0	0	241	0	0
Yae1d1	20.000000	0	0	0	0	0	0	108	0	0	0	132	0	0
Trim30d	20.000000	0	0	0	0	0	0	240	0	0	0	0	0	0
Supt4a	20.000000	0	0	0	0	0	0	0	0	0	0	240	0	0
Mmd	20.000000	120	0	0	120	0	0	0	0	0	0	0	0	0
Gm13286	20.000000	0	0	0	0	0	0	0	0	0	0	240	0	0
Gm13283	20.000000	0	0	0	0	0	0	0	0	0	0	240	0	0
Epha1	20.000000	0	0	0	0	0	0	0	0	0	0	240	0	0
Cfap157	20.000000	120	0	0	120	0	0	0	0	0	0	0	0	0
Caprin1	20.000000	0	0	0	0	0	0	71	0	0	0	169	0	0
Ascc2	20.000000	0	0	0	0	0	0	99	0	0	0	141	0	0
Alms1	20.000000	120	0	0	120	0	0	0	0	0	0	0	0	0
Adck2	20.000000	0	0	0	0	0	0	71	0	0	0	169	0	0
1700029I15Rik	20.000000	0	0	0	0	0	0	116	0	0	0	124	0	0
Tpd52l2	19.916667	0	0	0	0	0	0	117	0	0	0	122	0	0
Immp1l	19.916667	0	0	0	0	0	0	239	0	0	0	0	0	0
Gata2	19.916667	0	0	0	0	0	0	139	0	0	0	100	0	0
Elp4	19.916667	0	0	0	0	0	0	239	0	0	0	0	0	0
Ddx41	19.916667	119	0	0	120	0	0	0	0	0	0	0	0	0
2310061I04Rik	19.916667	0	0	0	0	0	0	133	0	0	0	106	0	0
Zfp131	19.833333	118	0	0	120	0	0	0	0	0	0	0	0	0
Tmsb10	19.833333	0	0	0	0	0	0	0	0	0	0	238	0	0
Taz	19.833333	0	0	0	0	0	0	0	0	0	0	238	0	0
Smim18	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Slco1a6	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Nfkbie	19.833333	0	0	0	0	0	0	0	0	0	0	238	0	0
Naa80	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Iqgap1	19.833333	0	0	0	0	0	0	0	0	0	0	238	0	0
Hyal3	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Glipr1	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Dnase1l1	19.833333	0	0	0	0	0	0	0	0	0	0	238	0	0
C1d	19.833333	0	0	0	0	0	0	0	0	0	0	238	0	0
Apoc2	19.833333	118	0	0	120	0	0	0	0	0	0	0	0	0
Acsf2	19.833333	0	0	0	0	0	0	238	0	0	0	0	0	0
Psmc3ip	19.750000	0	0	0	0	0	0	0	0	0	0	237	0	0
Padi2	19.750000	0	0	0	0	0	0	0	0	0	0	237	0	0
Neto2	19.750000	119	0	0	118	0	0	0	0	0	0	0	0	0
Myh11	19.750000	119	0	0	118	0	0	0	0	0	0	0	0	0
Mrpl33	19.750000	0	0	0	0	0	0	237	0	0	0	0	0	0
Khdrbs1	19.750000	67	0	0	67	0	0	103	0	0	0	0	0	0
Ggt7	19.750000	0	0	0	0	0	0	237	0	0	0	0	0	0
Fndc7	19.750000	0	0	0	0	0	0	133	0	0	0	104	0	0
Faiml	19.750000	0	0	0	0	0	116	121	0	0	0	0	0	0
Dennd1a	19.750000	0	0	0	0	0	0	237	0	0	0	0	0	0
Cdx1	19.750000	0	0	0	0	0	0	0	0	0	0	237	0	0
Acss2	19.750000	0	0	0	0	0	0	237	0	0	0	0	0	0
Wtip	19.666667	0	0	0	0	0	0	0	0	0	0	236	0	0
Trir	19.666667	118	0	0	118	0	0	0	0	0	0	0	0	0
Srr	19.666667	0	0	0	0	0	0	236	0	0	0	0	0	0
Smg6	19.666667	0	0	0	0	0	0	236	0	0	0	0	0	0
Mvb12a	19.666667	72	0	0	71	0	0	0	0	0	0	93	0	0
Lysmd3	19.666667	118	0	0	118	0	0	0	0	0	0	0	0	0
Hsbp1l1	19.666667	0	0	0	0	0	0	99	0	0	0	137	0	0
Get3	19.666667	118	0	0	118	0	0	0	0	0	0	0	0	0
Crtc1	19.666667	0	0	0	0	0	0	0	0	0	0	236	0	0
B230219D22Rik	19.666667	0	0	0	0	0	0	0	0	0	0	236	0	0
Ankrd63	19.666667	118	0	0	118	0	0	0	0	0	0	0	0	0
Zfp511	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Vwa7	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Tubgcp2	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Tlcd2	19.583333	0	0	0	0	0	0	235	0	0	0	0	0	0
Spag6l	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Smn1	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Scfd1	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
S1pr1	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Rassf8	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Ptprm	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Nutf2	19.583333	117	0	0	118	0	0	0	0	0	0	0	0	0
Ndc1	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Mvk	19.583333	0	0	0	0	0	0	125	0	0	0	110	0	0
Mmab	19.583333	0	0	0	0	0	0	125	0	0	0	110	0	0
Carns1	19.583333	0	0	0	0	0	0	235	0	0	0	0	0	0
Car4	19.583333	0	0	0	0	0	0	112	0	0	0	123	0	0
Amd2	19.583333	59	0	0	60	0	0	116	0	0	0	0	0	0
Amd1	19.583333	59	0	0	60	0	0	116	0	0	0	0	0	0
Acp5	19.583333	0	0	0	0	0	0	0	0	0	0	235	0	0
Ubxn7	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Trpv3	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Tmem14a	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Tfcp2	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Slc26a7	19.500000	0	0	0	0	0	0	234	0	0	0	0	0	0
Shf	19.500000	0	0	0	0	0	0	91	0	0	0	143	0	0
Rhot2	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Psmb7	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Plxnb1	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Lyve1	19.500000	0	0	0	0	0	0	234	0	0	0	0	0	0
Ercc6	19.500000	0	0	0	0	0	0	0	0	0	0	234	0	0
Dynlt3	19.500000	117	0	0	117	0	0	0	0	0	0	0	0	0
Ces1d	19.500000	0	0	0	0	0	0	234	0	0	0	0	0	0
Arhgef26	19.500000	0	0	0	0	0	0	234	0	0	0	0	0	0
Zkscan5	19.416667	0	0	0	0	0	0	0	0	0	0	233	0	0
Zkscan14	19.416667	0	0	0	0	0	0	0	0	0	0	233	0	0
Parpbp	19.416667	0	0	0	0	0	0	0	0	0	0	233	0	0
Nup37	19.416667	0	0	0	0	0	0	0	0	0	0	233	0	0
Map2k5	19.416667	0	0	0	0	0	0	91	0	0	0	142	0	0
Lrrc57	19.416667	0	0	0	0	0	0	0	0	0	0	233	0	0
Haus2	19.416667	0	0	0	0	0	0	0	0	0	0	233	0	0
Fyb	19.416667	0	0	0	0	0	0	233	0	0	0	0	0	0
Cct8	19.416667	0	0	0	0	0	0	76	0	0	0	157	0	0
Abcd3	19.416667	117	0	0	116	0	0	0	0	0	0	0	0	0
Zfp433	19.333333	0	0	0	0	0	0	125	0	0	0	107	0	0
Zfp426	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
Uqcc2	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
Trappc6a	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
Snta1	19.333333	115	0	0	117	0	0	0	0	0	0	0	0	0
Ppm1b	19.333333	117	0	0	115	0	0	0	0	0	0	0	0	0
Pltp	19.333333	115	0	0	117	0	0	0	0	0	0	0	0	0
Myh1	19.333333	116	0	0	116	0	0	0	0	0	0	0	0	0
Klf11	19.333333	0	0	0	0	0	0	232	0	0	0	0	0	0
Ift57	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
Gm32687	19.333333	0	0	0	0	0	0	125	0	0	0	107	0	0
Cdh22	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
Bloc1s3	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
5730507C01Rik	19.333333	0	0	0	0	0	0	0	0	0	0	232	0	0
Xpo6	19.250000	0	0	0	0	0	0	0	0	0	0	231	0	0
Ostm1	19.250000	0	0	0	0	0	0	0	0	0	0	231	0	0
Gm13570	19.250000	117	0	0	114	0	0	0	0	0	0	0	0	0
Col9a3	19.250000	116	0	0	115	0	0	0	0	0	0	0	0	0
Borcs7	19.250000	0	0	0	0	0	0	0	0	0	0	231	0	0
2510009E07Rik	19.250000	116	0	0	115	0	0	0	0	0	0	0	0	0
Traf3	19.166667	0	0	0	0	0	0	0	0	0	0	230	0	0
Slc35f6	19.166667	0	0	0	0	0	0	119	0	0	0	111	0	0
Sec11a	19.166667	0	0	0	0	0	0	0	0	0	0	230	0	0
Pom121	19.166667	0	0	0	0	0	0	0	0	0	0	230	0	0
Plcd1	19.166667	0	0	0	0	0	0	125	0	0	0	105	0	0
Duoxa2	19.166667	0	0	0	0	0	0	0	0	0	0	230	0	0
Duox2	19.166667	0	0	0	0	0	0	0	0	0	0	230	0	0
Cbr4	19.166667	115	0	0	115	0	0	0	0	0	0	0	0	0
Alg1	19.166667	114	0	0	116	0	0	0	0	0	0	0	0	0
Ahcy	19.166667	115	0	0	115	0	0	0	0	0	0	0	0	0
Tet2	19.083333	0	0	0	0	0	0	143	0	0	0	86	0	0
Pcbd2	19.083333	114	0	0	115	0	0	0	0	0	0	0	0	0
Mcm6	19.083333	0	0	0	0	0	0	0	0	0	0	229	0	0
Mapkapk5	19.083333	0	0	0	0	0	0	229	0	0	0	0	0	0
Irf2bp1	19.083333	77	0	0	78	0	0	0	0	0	0	74	0	0
Edf1	19.083333	114	0	0	115	0	0	0	0	0	0	0	0	0
Coq10b	19.083333	0	0	0	0	0	0	229	0	0	0	0	0	0
Cct5	19.083333	114	0	0	115	0	0	0	0	0	0	0	0	0
C330007P06Rik	19.083333	0	0	0	0	0	0	229	0	0	0	0	0	0
Atpsckmt	19.083333	114	0	0	115	0	0	0	0	0	0	0	0	0
Usp25	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Tmem249	19.000000	0	0	0	0	0	0	0	0	0	0	228	0	0
Rs1	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Rpl7a	19.000000	114	0	0	114	0	0	0	0	0	0	0	0	0
Prrg3	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Plaat5	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Olfr994	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Mta2	19.000000	0	0	0	0	0	0	0	0	0	0	228	0	0
Mrpl11	19.000000	114	0	0	114	0	0	0	0	0	0	0	0	0
Med22	19.000000	114	0	0	114	0	0	0	0	0	0	0	0	0
Lypla1	19.000000	0	0	0	0	0	0	0	0	0	0	228	0	0
Hcrt	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
H2-T3	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Gpr142	19.000000	0	0	0	0	0	0	99	0	0	0	129	0	0
Gpat2	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Ehbp1	19.000000	0	0	0	0	0	0	228	0	0	0	0	0	0
Efnb1	19.000000	114	0	0	114	0	0	0	0	0	0	0	0	0
Eefsec	19.000000	0	0	0	0	0	0	0	0	0	0	228	0	0
Dtx4	19.000000	117	0	0	111	0	0	0	0	0	0	0	0	0
Tmx1	18.916667	0	0	0	0	0	0	84	0	0	0	143	0	0
Ppib	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Olfr52	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Npcd	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Ncapd2	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Lrrc24	18.916667	0	0	0	0	0	0	125	0	0	0	102	0	0
Gm10406	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Colgalt1	18.916667	0	0	0	0	0	0	116	0	0	0	111	0	0
Cbx6	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Cabin1	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
C030006K11Rik	18.916667	0	0	0	0	0	0	125	0	0	0	102	0	0
Adcy5	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Actr1b	18.916667	0	0	0	0	0	0	0	0	0	0	227	0	0
Uap1	18.833333	0	0	0	0	0	0	226	0	0	0	0	0	0
Tcaim	18.833333	113	0	0	113	0	0	0	0	0	0	0	0	0
Saal1	18.833333	0	0	0	0	0	0	0	0	0	0	226	0	0
Rnf217	18.833333	59	0	0	59	0	0	108	0	0	0	0	0	0
Ptprb	18.833333	0	0	0	0	0	0	0	0	0	0	226	0	0
Ptpn11	18.833333	0	0	0	0	0	0	0	0	0	0	226	0	0
Prpsap2	18.833333	0	0	0	0	0	0	0	0	0	0	226	0	0
Lrrc45	18.833333	0	0	0	0	0	0	0	0	0	0	226	0	0
Dynlt1b	18.833333	0	0	0	0	0	0	226	0	0	0	0	0	0
Dus3l	18.833333	0	0	0	0	0	0	226	0	0	0	0	0	0
Cenpx	18.833333	0	0	0	0	0	0	0	0	0	0	226	0	0
Slc38a1	18.750000	0	0	0	0	0	0	0	0	0	0	225	0	0
Rpe	18.750000	0	0	0	0	0	0	0	0	0	0	225	0	0
Rnf215	18.750000	113	0	0	112	0	0	0	0	0	0	0	0	0
Nefl	18.750000	0	0	0	0	0	0	0	0	0	0	225	0	0
Lingo1	18.750000	0	0	0	0	0	0	0	0	0	0	225	0	0
Irx1	18.750000	0	0	0	0	0	109	116	0	0	0	0	0	0
1600014C23Rik	18.750000	0	0	0	0	0	0	0	0	0	0	225	0	0
Wbp4	18.666667	0	0	0	0	0	0	153	0	0	0	71	0	0
Vav3	18.666667	112	0	0	112	0	0	0	0	0	0	0	0	0
Vamp3	18.666667	0	0	0	0	0	113	0	0	0	0	111	0	0
S1pr4	18.666667	0	0	0	0	0	0	108	0	0	0	116	0	0
Rwdd3	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Rock1	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Rfx5	18.666667	0	0	0	0	0	0	91	0	0	0	133	0	0
Rars2	18.666667	0	0	0	0	0	0	224	0	0	0	0	0	0
Rapgefl1	18.666667	112	0	0	112	0	0	0	0	0	0	0	0	0
Ramac	18.666667	0	0	0	0	0	0	109	0	0	0	115	0	0
Prss50	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Ppic	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Orc3	18.666667	0	0	0	0	0	0	224	0	0	0	0	0	0
Ncln	18.666667	0	0	0	0	0	0	108	0	0	0	116	0	0
Mlkl	18.666667	66	0	0	66	0	0	92	0	0	0	0	0	0
Klhl21	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Kitl	18.666667	0	0	0	0	0	0	224	0	0	0	0	0	0
Gpa33	18.666667	0	0	0	0	0	0	224	0	0	0	0	0	0
Gm6710	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Gm14391	18.666667	0	0	0	0	0	0	0	0	0	0	224	0	0
Dusp27	18.666667	0	0	0	0	0	0	224	0	0	0	0	0	0
Cdc42ep5	18.666667	112	0	0	112	0	0	0	0	0	0	0	0	0
Wnt3	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Sun3	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Spc25	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Sirt2	18.583333	111	0	0	112	0	0	0	0	0	0	0	0	0
Rftn2	18.583333	0	0	0	0	0	0	223	0	0	0	0	0	0
Phkb	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Pgm2	18.583333	0	0	0	0	0	0	137	0	0	0	86	0	0
Pate10	18.583333	0	0	0	0	0	0	223	0	0	0	0	0	0
Nfkbib	18.583333	111	0	0	112	0	0	0	0	0	0	0	0	0
Maco1	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Itfg1	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Ing3	18.583333	111	0	0	112	0	0	0	0	0	0	0	0	0
Gm11992	18.583333	0	0	0	0	0	0	0	0	0	0	223	0	0
Cfap69	18.583333	0	0	0	0	0	0	223	0	0	0	0	0	0
Abhd17b	18.583333	0	0	0	0	0	0	94	0	0	0	129	0	0
Tor1a	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Sirpa	18.500000	0	0	0	0	0	0	222	0	0	0	0	0	0
Rab24	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Prelid1	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Lime1	18.500000	111	0	0	111	0	0	0	0	0	0	0	0	0
Kcnn2	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Ints6l	18.500000	111	0	0	111	0	0	0	0	0	0	0	0	0
Il17ra	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Gsc2	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Fbxo43	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Far1	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Fam174a	18.500000	0	0	0	0	0	0	76	0	0	0	146	0	0
Ess2	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Eci1	18.500000	112	0	0	110	0	0	0	0	0	0	0	0	0
Commd10	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Col15a1	18.500000	0	0	0	0	0	0	0	0	0	0	222	0	0
Ywhah	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Smurf2	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Rnf7	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Rhbdl3	18.416667	110	0	0	111	0	0	0	0	0	0	0	0	0
Psme3	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Olfr960	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Neurl3	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Mta1	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Mecom	18.416667	111	0	0	110	0	0	0	0	0	0	0	0	0
Marchf5	18.416667	111	0	0	110	0	0	0	0	0	0	0	0	0
Gtf2ird1	18.416667	110	0	0	111	0	0	0	0	0	0	0	0	0
Gsx1	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Gpr20	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Gm9949	18.416667	0	0	0	0	0	0	221	0	0	0	0	0	0
Ets2	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Efhc1	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Dnajb2	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Ccdc28b	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Ankhd1	18.416667	0	0	0	0	0	0	0	0	0	0	221	0	0
Adrb2	18.416667	0	0	0	0	0	0	221	0	0	0	0	0	0
Prkar2b	18.333333	110	0	0	110	0	0	0	0	0	0	0	0	0
Plod2	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
Plch1	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
Pias4	18.333333	0	0	0	0	0	0	77	0	0	0	143	0	0
Pelo	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
Metap1	18.333333	0	0	0	0	0	0	108	0	0	0	112	0	0
Il1f9	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
Clec4a4	18.333333	0	0	0	0	0	0	0	0	0	0	220	0	0
Atg12	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
Ap3s1	18.333333	0	0	0	0	0	0	220	0	0	0	0	0	0
0610009B22Rik	18.333333	110	0	0	110	0	0	0	0	0	0	0	0	0
Tha1	18.250000	110	0	0	109	0	0	0	0	0	0	0	0	0
Syne4	18.250000	0	0	0	0	0	0	0	0	0	0	219	0	0
Shroom1	18.250000	0	0	0	0	0	100	119	0	0	0	0	0	0
Rnaseh1	18.250000	0	0	0	0	0	0	0	0	0	0	219	0	0
Plekha2	18.250000	0	0	0	0	0	0	0	0	0	0	219	0	0
Mtmr11	18.250000	0	0	0	0	0	0	133	0	0	0	86	0	0
2310022B05Rik	18.250000	109	0	0	110	0	0	0	0	0	0	0	0	0
Zfp566	18.166667	109	0	0	109	0	0	0	0	0	0	0	0	0
Zfp516	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Zfp260	18.166667	109	0	0	109	0	0	0	0	0	0	0	0	0
Vps4a	18.166667	110	0	0	108	0	0	0	0	0	0	0	0	0
Vps35	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Tmem62	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Tmem35a	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Smarce1	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Slfn4	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Slc16a2	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Rala	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Orc6	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Olfr1331	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Nsmce4a	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Nrn1	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Nol10	18.166667	109	0	0	109	0	0	0	0	0	0	0	0	0
Nnmt	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Nfia	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Nap1l3	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Mdga2	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Ksr1	18.166667	109	0	0	109	0	0	0	0	0	0	0	0	0
Ift81	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Hoxa10	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Gask1b	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Fmod	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Dolpp1	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Crygd	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Cep78	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
B4galnt3	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Agt	18.166667	0	0	0	0	0	0	218	0	0	0	0	0	0
Adh7	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
1700008O03Rik	18.166667	0	0	0	0	0	0	0	0	0	0	218	0	0
Ttc13	18.083333	0	0	0	0	0	0	0	0	0	0	217	0	0
Prss23	18.083333	0	0	0	0	0	0	0	0	0	0	217	0	0
Prlh	18.083333	0	0	0	0	0	0	103	0	0	0	114	0	0
Pcbp4	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Olfr1417	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Mid1	18.083333	0	0	0	0	0	0	86	0	0	0	131	0	0
Ipmk	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Dlgap4	18.083333	108	0	0	109	0	0	0	0	0	0	0	0	0
Cisd1	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Cfap299	18.083333	0	0	0	0	0	0	0	0	0	0	217	0	0
Cd3eap	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Arv1	18.083333	0	0	0	0	0	0	0	0	0	0	217	0	0
Abhd14b	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Abhd14a	18.083333	0	0	0	0	0	0	217	0	0	0	0	0	0
Zfp639	18.000000	0	0	0	0	0	0	0	0	0	0	216	0	0
Wdr24	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Vps13d	18.000000	0	0	0	0	0	0	0	0	0	0	216	0	0
Uts2	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Tmem9	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Spidr	18.000000	0	0	0	0	0	0	0	0	0	0	216	0	0
Son	18.000000	0	0	0	0	0	0	92	0	0	0	124	0	0
Prkar2a	18.000000	0	0	0	0	0	0	88	0	0	0	128	0	0
Polr3f	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Oaf	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Nup93	18.000000	0	0	0	0	0	0	0	0	0	0	216	0	0
Micos10	18.000000	0	0	0	0	0	0	0	0	0	0	216	0	0
Mbip	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Map3k2	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Krt40	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Igfn1	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Hsbp1	18.000000	107	0	0	109	0	0	0	0	0	0	0	0	0
Gm36712	18.000000	0	0	0	0	0	0	92	0	0	0	124	0	0
Gart	18.000000	0	0	0	0	0	0	92	0	0	0	124	0	0
F8	18.000000	0	0	0	0	0	0	216	0	0	0	0	0	0
Dzank1	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Cpxm2	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Cmpk1	18.000000	0	0	0	0	0	0	0	0	0	0	216	0	0
Ckap2l	18.000000	76	0	0	74	0	0	0	0	0	0	66	0	0
Cebpb	18.000000	108	0	0	108	0	0	0	0	0	0	0	0	0
Blcap	18.000000	0	0	0	61	0	0	155	0	0	0	0	0	0
Aars2	18.000000	0	0	0	114	0	0	0	0	0	0	102	0	0
Zbtb33	17.916667	0	0	0	0	0	0	0	0	0	0	215	0	0
Rragc	17.916667	0	0	0	0	0	0	99	0	0	0	116	0	0
Olfr1151	17.916667	0	0	0	0	0	0	0	0	0	0	215	0	0
Ifi27	17.916667	107	0	0	108	0	0	0	0	0	0	0	0	0
Hspb1	17.916667	0	0	0	0	0	0	0	0	0	0	215	0	0
Gnb1l	17.916667	0	0	0	0	0	0	215	0	0	0	0	0	0
Dclk2	17.916667	108	0	0	107	0	0	0	0	0	0	0	0	0
