Target_genes	Hmga2|Average	SRX14833490|ES_cells	SRX9213050|ES_cells	SRX9213052|ES_cells	SRX796317|MEF	SRX796321|MEF	DRX411715|Monoulcear_cells	DRX411716|Monoulcear_cells	DRX411717|Monoulcear_cells	DRX411718|Monoulcear_cells	SRX2140476|Neural_progenitor_cells	DRX174618|Unclassified	DRX174620|Unclassified	STRING
Abcb4	9.750000	0	0	0	0	0	0	0	117	0	0	0	0	0
Zfp932	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Zfp763	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Zfp395	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Zfp3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Vmn2r87	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Vmn2r27	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Vmn1r57	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Vmn1r179	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Vipas39	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Tubb4a	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Trim21	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Tent5a	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Tbp	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Sval1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Sprr2a2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Sprr2a1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Sox4	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Smc4	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Slc6a14	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Slc25a25	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Slc22a27	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Shmt1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Setd5	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Rubcn	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Rnf6	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Rims3	9.666667	0	0	0	0	0	0	0	116	0	0	0	0	0
Rap1gds1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Ptchd3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Psme3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Prss58	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Prss16	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Pou3f2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Phf14	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Pdzrn4	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Pdia5	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Pcdhb17	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Pcdha5	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Papss2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Otor	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Os9	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr919	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr837	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr796	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr666	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr586	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr575	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr572	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr495	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr453	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr24	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr143	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr1360	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr130	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr129	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr1279	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr1248	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr1141	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Olfr1049	9.666667	0	116	0	0	0	0	0	0	0	0	0	0	0
Nipsnap3a	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Neil3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Ndufaf4	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Nat2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Nat1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Mtmr11	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Man1a2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Malt1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Magi3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Macroh2a1	9.666667	0	0	0	0	0	0	0	116	0	0	0	0	0
Lipk	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Lgmn	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Krt28	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Ipo7	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Ift80	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Herpud2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Grid2ip	9.666667	0	116	0	0	0	0	0	0	0	0	0	0	0
Gm5415	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Gm29825	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Gm14410	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Gab2	9.666667	0	0	0	0	0	0	0	116	0	0	0	0	0
Fpr3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Eya1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Ercc6l2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Elfn2	9.666667	0	0	0	0	0	0	0	116	0	0	0	0	0
Dennd1c	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Cyp2c68	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Csrnp3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Commd2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Coa7	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Clstn2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Cldn8	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Cldn3	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Cdk5r1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Cdh11	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Ccdc30	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Camk2d	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Barhl1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Aven	9.666667	0	0	0	0	0	0	0	116	0	0	0	0	0
Asb17	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Albfm1	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Akr1c20	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Agk	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Abcf2	9.666667	0	0	0	0	0	0	0	0	0	116	0	0	0
Vwc2l	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Vmn2r95	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Vmn1r80	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Usp31	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Slc12a4	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Rock2	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Olfr58	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Olfr1188	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Nkain1	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Naa15	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Mxra7	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Meioc	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Hcfc2	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Gm14305	9.583333	0	0	0	0	0	0	0	0	0	115	0	0	0
Git2	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Dennd5b	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Cop1	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Ccser1	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Ankrd13a	9.583333	0	0	0	0	0	0	0	115	0	0	0	0	0
Vmn2r126	9.500000	0	0	0	0	0	0	0	0	0	114	0	0	0
Taf7l	9.500000	0	0	0	0	0	0	0	114	0	0	0	0	0
Pik3c2a	9.500000	0	0	0	0	0	0	0	114	0	0	0	0	0
Pdp1	9.500000	0	0	0	0	0	0	0	114	0	0	0	0	0
Olfr1128	9.500000	0	0	0	0	0	0	0	0	0	114	0	0	0
Grin3b	9.500000	0	0	0	0	0	0	0	114	0	0	0	0	0
Cacna2d1	9.500000	0	0	0	0	0	0	0	114	0	0	0	0	0
Vmn2r67	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Vmn2r32	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Tulp4	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Tradd	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Olfr951	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr908	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr827	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr786	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr1297	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr1200	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr1096	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Olfr1014	9.416667	0	0	0	0	0	0	0	0	0	113	0	0	0
Nagpa	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Mrgprx1	9.416667	0	0	0	0	0	113	0	0	0	0	0	0	0
Hsf4	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Hlcs	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Fbxl8	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Cep85l	9.416667	0	0	0	0	0	0	0	113	0	0	0	0	0
Apobec1	9.416667	0	113	0	0	0	0	0	0	0	0	0	0	0
Ugt8a	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Tspan10	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Sparc	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Slc1a2	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Olfr1093	9.333333	0	0	0	0	0	0	0	0	0	112	0	0	0
Nup62cl	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Nudt1	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Nr2f6	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Nr2f2	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Nploc4	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Meox1	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Limk2	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Kifc5b	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
H1f4	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Gm4788	9.333333	0	112	0	0	0	0	0	0	0	0	0	0	0
Gm4312	9.333333	0	0	0	0	0	0	0	0	0	112	0	0	0
Gm4301	9.333333	0	0	0	0	0	0	0	0	0	112	0	0	0
Gm4064	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Gm21704	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Gm21693	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Gm17359	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Gm10352	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Gm10256	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Dnaaf6b	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Chil5	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Cbx2	9.333333	0	0	0	0	0	0	0	112	0	0	0	0	0
Arpc1a	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Adprh	9.333333	0	0	112	0	0	0	0	0	0	0	0	0	0
Zfp560	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Zfp37	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Zc3h15	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ybx3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Wls	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Wiz	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Vmn2r13	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Vmn1r25	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Uspl1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Upp2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ttyh3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ttc33	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Thoc2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Tfb2m	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Tcf7	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Syne3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Syce1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Sms	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Slc6a15	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Slc30a7	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Slc25a46	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Sass6	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Rc3h2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Rasal2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Rarres2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Rab25	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Prrg4	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ppp3cc	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Phf20l1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Pde1b	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Pate6	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Pabpc1l2b	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Oog1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Onecut2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Olfr998	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr921	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr748	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr747	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr576	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr506	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr380	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr170	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Olfr1056	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Oas1a	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Nupl2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Nubp1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Nol7	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Nlrp12	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Nek3	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ndufaf5	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Nck2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Myrip	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Mrpl22	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Mndal	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Meaf6	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Mbnl1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Mapk10	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Lztfl1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Lsm6	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ldlrad3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Lce1k	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Large1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ktn1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Krtcap3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Kras	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Kif26a	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Kif1a	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Kcnip4	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Immp2l	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Il33	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Il13ra1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Hsd3b3	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Hormad1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Homer3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Heatr3	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Hand2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Hacd2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
H2-Q1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Gtf3c2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Grrp1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Grin2b	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gpsm1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gpr157	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Gpr153	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm715	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm3558	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm30191	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm2042	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gm10267	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Glipr1l3	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Gemin5	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Gatad2b	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Gabrg3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Fbxo48	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Extl2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Esp1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Esf1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Erich6b	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Eml5	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Elf2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ece2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Dlgap4	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Dck	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Dcbld2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Dab2ip	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Dab1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ctu1	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Cpox	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Cpm	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Cnst	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Clec4d	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Clec2g	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Chst10	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ccdc71l	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ccdc6	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Car1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Calu	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Cadm1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Cacng3	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
C2	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Bsg	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ankrd50	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ankrd11	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Ambn	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Ahctf1	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Adgrg2	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Acvr1b	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Acer3	9.250000	0	0	0	0	0	0	0	0	0	111	0	0	0
Aard	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
2510009E07Rik	9.250000	0	0	0	0	0	0	0	111	0	0	0	0	0
Wdtc1	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
Tmtc1	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
Sobp	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
Prl8a8	9.166667	0	0	0	0	0	0	0	0	0	110	0	0	0
Olfr1066	9.166667	0	0	0	0	0	0	0	0	0	110	0	0	0
Kcnq4	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
H2al2c	9.166667	0	0	110	0	0	0	0	0	0	0	0	0	0
H2al2b	9.166667	0	0	110	0	0	0	0	0	0	0	0	0	0
Crebzf	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
Coprs	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
Chd5	9.166667	0	0	0	0	0	0	0	110	0	0	0	0	0
Vmn2r16	9.083333	0	0	0	0	0	0	0	0	0	109	0	0	0
Txlnb	9.083333	0	0	109	0	0	0	0	0	0	0	0	0	0
Prr23a3	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Ppp1r26	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Olfr732	9.083333	0	0	0	0	0	0	0	0	0	109	0	0	0
Olfr461	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Olfr297	9.083333	0	0	0	0	0	0	0	0	0	109	0	0	0
Nck1	9.083333	0	0	0	0	0	0	0	0	0	109	0	0	0
Lrp6	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Gm21302	9.083333	0	109	0	0	0	0	0	0	0	0	0	0	0
Gm20852	9.083333	0	109	0	0	0	0	0	0	0	0	0	0	0
Gabra5	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Cdc42bpg	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Arhgef7	9.083333	0	0	0	0	0	0	0	109	0	0	0	0	0
Traf3	9.000000	0	0	0	0	0	0	0	108	0	0	0	0	0
Rev3l	9.000000	0	0	0	0	0	0	0	108	0	0	0	0	0
Rell1	9.000000	0	0	0	0	0	0	0	0	108	0	0	0	0
Olfr1016	9.000000	0	0	0	0	0	0	0	0	0	108	0	0	0
Nkx6-1	9.000000	0	0	0	0	0	0	0	108	0	0	0	0	0
Cylc2	9.000000	0	0	0	0	0	0	0	0	0	108	0	0	0
Cnr1	9.000000	0	0	0	0	0	0	0	108	0	0	0	0	0
Adrb1	9.000000	0	0	0	0	0	0	0	108	0	0	0	0	0
Zfp996	8.916667	0	0	0	0	0	0	0	107	0	0	0	0	0
Vmn2r101	8.916667	0	0	0	0	0	0	0	0	0	107	0	0	0
Tcf4	8.916667	0	0	0	0	0	0	0	107	0	0	0	0	0
Suv39h1	8.916667	0	0	0	0	0	0	0	107	0	0	0	0	0
Srek1	8.916667	0	0	0	0	0	0	0	0	0	107	0	0	0
Olfr867	8.916667	0	0	0	0	0	0	0	0	0	107	0	0	0
Ntn1	8.916667	0	0	0	0	0	0	0	107	0	0	0	0	0
Grm5	8.916667	0	0	0	0	0	0	0	0	0	107	0	0	0
Evpl	8.916667	0	0	0	0	0	0	0	107	0	0	0	0	0
Amy2b	8.916667	0	0	0	0	0	0	0	0	0	107	0	0	0
Akap9	8.916667	0	0	0	0	0	0	0	107	0	0	0	0	0
Zfx	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Zfp931	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Zfp830	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Ylpm1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Wdr35	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Vmn1r90	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Vmn1r180	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Usp8	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Ubxn2b	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Ttc30a1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Tsc1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Trmt11	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Tmprss9	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Tmed4	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Tex16	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Taf4b	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Sult2a7	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Slc22a17	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Sh3bp4	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Sgf29	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Serpinb9f	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
