Target_genes	Foxo3|Average	SRX15124402|4T1	SRX2845374|C2C12	SRX2845375|C2C12	SRX23264976|ES_cells	SRX23264977|ES_cells	SRX23264978|ES_cells	SRX23264979|ES_cells	SRX23264980|ES_cells	SRX23264981|ES_cells	SRX23264982|ES_cells	SRX23264983|ES_cells	SRX125261|Macrophages	SRX315275|Neural_progenitor_cells	STRING
Emx2	20.769231	0	0	0	0	0	0	0	0	0	0	0	0	270	0
Eif3e	20.769231	0	0	109	0	0	0	0	0	0	0	0	0	161	0
Arhgap18	20.769231	0	0	127	0	0	0	0	0	0	0	0	0	143	0
Tubb2b	20.692308	0	0	173	0	0	0	0	0	0	0	0	0	96	0
Sufu	20.692308	0	0	92	0	0	0	0	0	0	0	0	0	177	0
Pgp	20.692308	0	0	0	0	0	0	0	0	0	0	0	0	269	0
Mlst8	20.692308	0	0	0	0	0	0	0	0	0	0	0	0	269	0
Bricd5	20.692308	0	0	0	0	0	0	0	0	0	0	0	0	269	0
Actr1a	20.692308	0	0	92	0	0	0	0	0	0	0	0	0	177	0
Qtrt2	20.615385	0	0	149	0	0	0	0	0	0	0	0	0	119	0
Mrpl21	20.615385	0	0	268	0	0	0	0	0	0	0	0	0	0	0
Ighmbp2	20.615385	0	0	268	0	0	0	0	0	0	0	0	0	0	0
Cpd	20.615385	0	0	0	0	0	0	0	0	0	0	0	0	268	0
Ccdc191	20.615385	0	0	149	0	0	0	0	0	0	0	0	0	119	0
Usp13	20.538462	0	0	267	0	0	0	0	0	0	0	0	0	0	0
Tgfbi	20.538462	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Mrpl23	20.538462	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Elp5	20.538462	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Ctdnep1	20.538462	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Tbc1d12	20.461538	0	0	266	0	0	0	0	0	0	0	0	0	0	0
Nedd8	20.461538	0	0	160	0	0	0	0	0	0	0	0	0	106	0
Gmpr2	20.461538	0	0	160	0	0	0	0	0	0	0	0	0	106	0
Vwa3b	20.384615	0	0	0	0	0	0	0	0	0	0	0	0	265	0
Nudc	20.384615	0	0	0	0	0	0	0	0	0	0	0	0	265	0
Hes1	20.384615	0	0	0	0	0	0	0	0	0	0	0	0	265	0
Abcc5	20.384615	0	0	153	0	0	0	0	0	0	0	0	0	112	0
Xrcc5	20.307692	0	0	264	0	0	0	0	0	0	0	0	0	0	0
Tmf1	20.307692	0	0	64	0	0	0	0	0	0	0	0	0	200	0
Syt17	20.307692	0	0	264	0	0	0	0	0	0	0	0	0	0	0
Scn2a	20.307692	0	0	0	0	0	0	0	0	0	0	0	0	264	0
Ppp1r27	20.307692	0	0	120	0	0	0	0	0	0	0	0	0	144	0
Phf8	20.307692	0	0	150	0	0	0	0	0	0	0	0	0	114	0
Mief1	20.307692	0	0	129	0	0	0	0	0	0	0	0	0	135	0
Ctxn3	20.307692	0	0	264	0	0	0	0	0	0	0	0	0	0	0
Zfp959	20.230769	0	0	0	0	0	0	0	0	0	0	0	0	263	0
Sec23a	20.230769	0	0	0	0	0	0	0	0	0	0	0	0	263	0
Lysmd4	20.230769	0	0	263	0	0	0	0	0	0	0	0	0	0	0
Gemin2	20.230769	0	0	0	0	0	0	0	0	0	0	0	0	263	0
Ctu1	20.230769	0	0	94	0	0	0	0	0	0	0	0	0	169	0
Calhm5	20.230769	0	0	263	0	0	0	0	0	0	0	0	0	0	0
Ube2i	20.153846	0	0	262	0	0	0	0	0	0	0	0	0	0	0
Mylk	20.153846	0	0	262	0	0	0	0	0	0	0	0	0	0	0
Itga2b	20.153846	0	0	0	0	0	0	0	0	0	0	0	0	262	0
Dnajc28	20.153846	0	0	0	0	0	0	0	0	0	0	0	0	262	0
Arid5a	20.153846	0	0	0	0	0	0	0	0	0	0	0	0	262	0
Zfp282	20.076923	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Tafa5	20.076923	0	0	261	0	0	0	0	0	0	0	0	0	0	0
Prex2	20.076923	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Ovol3	20.076923	0	0	261	0	0	0	0	0	0	0	0	0	0	0
Gprin1	20.076923	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Adpgk	20.076923	0	0	130	0	0	0	0	0	0	0	0	0	131	0
Mfsd2a	20.000000	0	0	133	0	0	0	0	0	0	0	0	0	127	0
Krt28	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	260	0
Hdac9	20.000000	0	0	260	0	0	0	0	0	0	0	0	0	0	0
Ago3	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	260	0
Zfp955a	19.923077	0	0	143	0	0	0	0	0	0	0	0	0	116	0
Slc43a2	19.923077	0	0	0	0	0	0	0	0	0	0	0	0	259	0
Pebp4	19.923077	0	0	0	0	0	0	0	0	0	0	0	0	259	0
Foxj2	19.923077	0	0	0	0	0	0	0	0	0	0	0	0	259	0
Dthd1	19.923077	0	0	0	0	0	0	0	0	0	0	0	0	259	0
Coa7	19.923077	0	0	0	0	0	0	0	0	0	0	0	0	259	0
Zscan22	19.846154	0	0	126	0	0	0	0	0	0	0	0	0	132	0
Wnt5a	19.846154	0	0	0	0	0	0	0	0	0	0	0	0	258	0
Ube2g1	19.846154	0	0	258	0	0	0	0	0	0	0	0	0	0	0
Mtpap	19.846154	0	0	149	0	0	0	0	0	0	0	0	0	109	0
Lef1	19.846154	0	0	258	0	0	0	0	0	0	0	0	0	0	0
Zfp991	19.769231	0	0	0	113	0	0	0	144	0	0	0	0	0	0
Rubcnl	19.769231	0	0	257	0	0	0	0	0	0	0	0	0	0	0
Phf12	19.769231	0	0	142	0	0	0	0	0	0	0	0	0	115	0
Nmnat1	19.769231	0	0	257	0	0	0	0	0	0	0	0	0	0	0
Lzic	19.769231	0	0	257	0	0	0	0	0	0	0	0	0	0	0
Bmpr1b	19.769231	0	0	0	0	0	0	0	0	0	0	0	0	257	0
Avpi1	19.769231	0	0	257	0	0	0	0	0	0	0	0	0	0	0
Slc25a42	19.692308	0	0	0	0	0	0	0	0	0	0	0	0	256	0
Rpl7l1	19.692308	0	0	150	0	0	0	0	0	0	0	0	0	106	0
Cpsf4l	19.692308	0	0	0	0	0	0	0	0	0	0	0	0	256	0
Rpl27	19.615385	0	0	148	0	0	0	0	0	0	0	0	0	107	0
Kctd7	19.615385	0	0	99	0	0	0	0	0	0	0	0	0	156	0
Il17rb	19.615385	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Chdh	19.615385	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Atad3a	19.615385	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Abtb1	19.615385	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Rgs14	19.538462	0	0	127	0	0	0	0	0	0	0	0	0	127	0
Luc7l2	19.538462	0	0	0	0	0	0	0	0	0	0	0	0	254	0
Letm2	19.538462	0	0	254	0	0	0	0	0	0	0	0	0	0	0
Fam43a	19.538462	0	0	0	0	0	0	0	0	0	0	0	0	254	0
Acy1	19.538462	0	0	0	0	0	0	0	0	0	0	0	0	254	0
Srgap1	19.461538	0	0	253	0	0	0	0	0	0	0	0	0	0	0
Meis1	19.461538	0	0	253	0	0	0	0	0	0	0	0	0	0	0
Lpar2	19.461538	0	0	0	0	0	0	0	0	0	0	0	0	253	0
Derl1	19.461538	0	0	123	0	0	0	0	0	0	0	0	0	130	0
Ankrd7	19.461538	0	0	253	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1c	19.384615	0	0	144	0	0	0	0	0	0	0	0	0	108	0
Spry2	19.384615	0	0	0	0	0	0	0	0	0	0	0	0	252	0
Smim7	19.384615	0	0	81	0	0	0	0	0	0	0	0	0	171	0
Rcc1	19.384615	0	0	0	0	0	0	0	0	0	0	0	0	252	0
Pycr1	19.384615	0	0	138	0	0	0	0	0	0	0	0	0	114	0
Ppm1a	19.384615	0	0	0	0	0	0	0	0	0	0	0	0	252	0
Myadml2	19.384615	0	0	138	0	0	0	0	0	0	0	0	0	114	0
Hif1an	19.384615	0	0	111	0	0	0	0	0	0	0	0	0	141	0
Ccar1	19.384615	0	0	168	0	0	0	0	0	0	0	0	0	84	0
Acyp1	19.384615	0	0	144	0	0	0	0	0	0	0	0	0	108	0
Sesn3	19.307692	0	0	0	0	0	0	0	0	0	0	0	0	251	0
Rara	19.307692	0	0	0	0	0	0	0	0	0	0	0	0	251	0
Lxn	19.307692	0	0	0	0	0	0	0	0	0	0	0	0	251	0
Fbxo32	19.307692	0	0	156	0	0	0	0	0	0	0	0	0	95	0
Dock11	19.307692	0	0	251	0	0	0	0	0	0	0	0	0	0	0
Zfp120	19.230769	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Tom1	19.230769	0	0	250	0	0	0	0	0	0	0	0	0	0	0
Nt5c3b	19.230769	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Mtmr1	19.230769	0	0	250	0	0	0	0	0	0	0	0	0	0	0
Mospd1	19.230769	0	0	250	0	0	0	0	0	0	0	0	0	0	0
Klhl10	19.230769	0	0	0	0	0	0	0	0	0	0	0	0	250	0
G6pc	19.230769	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Exoc4	19.230769	0	0	170	0	0	0	0	0	0	0	0	0	80	0
Dus1l	19.230769	0	0	124	0	0	0	0	0	0	0	0	0	126	0
Btg1b	19.230769	0	0	250	0	0	0	0	0	0	0	0	0	0	0
Aplf	19.230769	0	0	123	0	0	0	0	0	0	0	0	0	127	0
Sox5	19.153846	0	0	0	0	0	0	0	0	0	0	0	0	249	0
Rtkn	19.153846	0	0	249	0	0	0	0	0	0	0	0	0	0	0
Ifnar2	19.153846	0	0	0	0	0	0	0	0	0	0	0	0	249	0
Gpr61	19.153846	0	0	98	0	0	0	0	0	0	0	0	0	151	0
Csf2ra	19.153846	0	0	0	0	0	0	0	0	0	0	0	0	249	0
Pink1	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	471
Znhit1	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Zfpl1	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Plod3	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Pex11g	19.076923	0	0	248	0	0	0	0	0	0	0	0	0	0	0
Emilin1	19.076923	0	0	149	0	0	0	0	0	0	0	0	0	99	0
Cdca5	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Atp6v0c	19.076923	0	0	248	0	0	0	0	0	0	0	0	0	0	0
Trp53rkb	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	247	0
Stat5b	19.000000	0	0	247	0	0	0	0	0	0	0	0	0	0	0
Sema4b	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	247	0
S100a14	19.000000	0	0	247	0	0	0	0	0	0	0	0	0	0	0
Rfx5	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	247	0
R3hcc1l	19.000000	0	0	247	0	0	0	0	0	0	0	0	0	0	0
Ppfibp2	19.000000	0	0	123	0	0	0	0	0	0	0	0	0	124	0
Mat2b	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	247	0
Kcnab1	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	247	0
Faf1	19.000000	0	0	247	0	0	0	0	0	0	0	0	0	0	0
D630039A03Rik	19.000000	0	0	247	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	19.000000	0	0	134	0	0	0	0	0	0	0	0	0	113	0
Ulk1	18.923077	0	0	0	0	0	0	0	0	0	0	0	0	246	0
Rgma	18.923077	0	0	246	0	0	0	0	0	0	0	0	0	0	0
Pakap	18.846154	0	0	122	0	0	0	0	0	0	0	0	0	123	0
Aifm3	18.846154	0	0	0	0	0	0	0	0	0	0	0	0	245	0
Slc25a1	18.769231	0	0	149	0	0	0	0	0	0	0	0	0	95	0
Lrp8	18.769231	0	0	244	0	0	0	0	0	0	0	0	0	0	0
Lin28a	18.769231	0	0	0	0	0	0	0	0	0	0	0	0	244	0
Gm527	18.769231	0	0	0	0	0	0	0	0	0	0	0	0	244	0
E4f1	18.769231	0	0	115	0	0	0	0	0	0	0	0	0	129	0
Dhx33	18.769231	0	0	244	0	0	0	0	0	0	0	0	0	0	0
Atp2c1	18.769231	0	0	146	0	0	0	0	0	0	0	0	0	98	0
Armh4	18.769231	0	0	0	0	0	0	0	0	0	0	0	0	244	0
Acta2	18.769231	0	0	244	0	0	0	0	0	0	0	0	0	0	0
Zcchc7	18.692308	0	0	0	0	0	0	0	0	0	0	0	121	122	0
Gng11	18.692308	0	0	243	0	0	0	0	0	0	0	0	0	0	0
Cabin1	18.692308	0	0	0	0	0	0	0	0	0	243	0	0	0	0
Sestd1	18.615385	0	0	242	0	0	0	0	0	0	0	0	0	0	0
Mrgpre	18.615385	0	0	133	0	0	0	0	0	0	0	0	0	109	0
Lypla2	18.615385	0	0	0	0	0	0	0	0	0	0	0	0	242	0
Fbxo46	18.615385	0	0	0	0	0	0	0	0	0	0	0	0	242	0
E2f1	18.615385	0	0	242	0	0	0	0	0	0	0	0	0	0	0
Bhmg1	18.615385	0	0	0	0	0	0	0	0	0	0	0	0	242	0
Arid1b	18.615385	0	0	242	0	0	0	0	0	0	0	0	0	0	0
Abca8a	18.615385	0	0	0	0	0	0	0	0	0	0	0	0	242	0
Sri	18.538462	0	0	0	0	0	0	0	0	0	0	0	113	128	0
Pik3ap1	18.538462	0	0	0	0	0	0	0	0	0	0	0	0	241	0
Nop9	18.538462	0	0	241	0	0	0	0	0	0	0	0	0	0	0
Foxo1	18.538462	0	0	0	0	0	0	0	0	0	0	0	0	241	0
Fgf12	18.538462	0	0	0	0	0	0	0	0	0	0	0	0	241	0
Dhrs1	18.538462	0	0	241	0	0	0	0	0	0	0	0	0	0	0
Ctf1	18.538462	0	0	241	0	0	0	0	0	0	0	0	0	0	0
Bcl7c	18.538462	0	0	241	0	0	0	0	0	0	0	0	0	0	0
Raf1	18.461538	0	0	240	0	0	0	0	0	0	0	0	0	0	0
Psen2	18.461538	0	0	114	0	0	0	0	0	0	0	0	0	126	0
Klhl24	18.461538	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Hspa4l	18.461538	0	0	240	0	0	0	0	0	0	0	0	0	0	0
Gcnt1	18.461538	0	0	240	0	0	0	0	0	0	0	0	0	0	0
Ddx60	18.461538	0	0	240	0	0	0	0	0	0	0	0	0	0	0
Atf6	18.461538	0	0	86	0	0	0	0	0	0	0	0	0	154	0
Actr6	18.461538	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Zfp322a	18.384615	0	0	239	0	0	0	0	0	0	0	0	0	0	0
Uhrf2	18.384615	0	0	0	0	0	0	0	0	0	0	0	0	239	0
Trim11	18.384615	0	0	239	0	0	0	0	0	0	0	0	0	0	0
Tbck	18.384615	0	0	0	0	0	0	0	0	0	0	0	239	0	0
Gab1	18.384615	0	0	0	0	0	0	0	0	0	0	0	0	239	0
Aimp1	18.384615	0	0	0	0	0	0	0	0	0	0	0	239	0	0
Otof	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	238	0
Olfr427	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	238	0
Olfr426	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	238	0
Fam166c	18.307692	0	0	0	0	0	0	0	0	0	0	0	0	238	0
Comt	18.307692	0	0	130	0	0	0	0	0	0	0	0	0	108	0
Scfd2	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	237	0
Fip1l1	18.230769	0	0	0	0	0	0	0	0	0	0	0	0	237	0
Ctxn2	18.230769	0	0	237	0	0	0	0	0	0	0	0	0	0	0
Ctdp1	18.230769	0	0	105	0	0	0	0	0	0	0	0	0	132	0
Vcp	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Smarcal1	18.153846	0	0	121	0	0	0	0	0	0	0	0	0	115	0
Rtbdn	18.153846	0	0	105	0	0	0	0	0	0	0	0	0	131	0
Olfml2a	18.153846	0	0	236	0	0	0	0	0	0	0	0	0	0	0
Mindy4	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Gbp6	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Fmn1	18.153846	0	0	236	0	0	0	0	0	0	0	0	0	0	0
Ccdc117	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Acbd5	18.153846	0	0	116	0	0	0	0	0	0	0	0	0	120	0
Vmn1r2	18.076923	0	0	0	0	0	0	0	235	0	0	0	0	0	0
Tmem229b	18.076923	0	0	140	0	0	0	0	0	0	0	0	0	95	0
Mcm3	18.076923	0	0	0	0	0	0	0	0	0	0	0	0	235	0
Fcgrt	18.076923	0	0	118	0	0	0	0	0	0	0	0	0	117	0
F2r	18.076923	0	0	235	0	0	0	0	0	0	0	0	0	0	0
Tmem47	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	234	0
Sln	18.000000	0	0	234	0	0	0	0	0	0	0	0	0	0	0
Ifitm6	18.000000	0	0	234	0	0	0	0	0	0	0	0	0	0	0
Gm13272	18.000000	0	0	117	0	0	0	0	117	0	0	0	0	0	0
Cntrl	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	234	0
Zfp119b	17.923077	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Vbp1	17.923077	0	0	126	0	0	0	0	0	0	0	0	0	107	0
Nrarp	17.923077	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Gnptab	17.923077	0	0	233	0	0	0	0	0	0	0	0	0	0	0
Espn	17.923077	0	0	0	0	0	0	0	0	0	0	0	0	233	0
D2hgdh	17.923077	0	0	145	0	0	0	0	0	0	0	0	0	88	0
Aknad1	17.923077	0	0	233	0	0	0	0	0	0	0	0	0	0	0
Tusc2	17.846154	0	0	117	0	0	0	0	0	0	0	0	0	115	0
Tax1bp1	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Pitpnm1	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Pcyt2	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Npb	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Ncapg2	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Etv1	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Cdk2ap2	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Bet1	17.846154	0	0	105	0	0	0	0	0	0	0	0	0	127	0
Wdr3	17.769231	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Slc5a6	17.769231	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Cad	17.769231	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Atraid	17.769231	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Cdkn1b	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	437
Wdr77	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Usp29	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Slc36a3	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Ppp1r10	17.692308	0	0	135	0	0	0	0	0	0	0	0	0	95	0
Peg3	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Mrps18b	17.692308	0	0	135	0	0	0	0	0	0	0	0	0	95	0
Eri1	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Atp5pb	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Ube3b	17.615385	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Tnfsf9	17.615385	229	0	0	0	0	0	0	0	0	0	0	0	0	0
Stmn4	17.615385	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Prkacb	17.615385	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Ppt1	17.615385	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Kctd10	17.615385	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Gtf3c5	17.615385	0	0	229	0	0	0	0	0	0	0	0	0	0	0
G2e3	17.615385	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Ccn2	17.615385	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Cacng3	17.615385	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Wdr95	17.538462	0	0	131	0	0	0	0	0	0	0	0	0	97	0
Puf60	17.538462	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Plec	17.538462	0	0	138	0	0	0	0	0	0	0	0	0	90	0
Myl12b	17.538462	0	0	228	0	0	0	0	0	0	0	0	0	0	0
Myl12a	17.538462	0	0	228	0	0	0	0	0	0	0	0	0	0	0
Mxd1	17.538462	0	0	228	0	0	0	0	0	0	0	0	0	0	0
Maml3	17.538462	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Lrrc61	17.538462	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Josd2	17.538462	0	0	228	0	0	0	0	0	0	0	0	0	0	0
Gpcpd1	17.538462	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Dhrs7	17.538462	0	0	228	0	0	0	0	0	0	0	0	0	0	0
Vps36	17.461538	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Myl1	17.461538	0	0	227	0	0	0	0	0	0	0	0	0	0	0
Mthfs	17.461538	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Get4	17.461538	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Elac2	17.461538	0	0	80	0	0	0	0	0	0	0	0	0	147	0
Dnajc13	17.461538	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Tbx2	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Slc25a51	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Pik3cd	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Oacyl	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Mknk1	17.384615	0	0	226	0	0	0	0	0	0	0	0	0	0	0
Galnt9	17.384615	0	0	226	0	0	0	0	0	0	0	0	0	0	0
Erich4	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Dmac2	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Adcy7	17.384615	0	0	226	0	0	0	0	0	0	0	0	0	0	0
Aass	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
6430548M08Rik	17.384615	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Ubxn7	17.307692	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Ryr1	17.307692	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Rbsn	17.307692	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Orai2	17.307692	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Med27	17.307692	0	0	113	0	0	0	0	0	0	0	0	0	112	0
Lcmt1	17.307692	0	0	225	0	0	0	0	0	0	0	0	0	0	0
Gm128	17.307692	0	0	225	0	0	0	0	0	0	0	0	0	0	0
Dusp13	17.307692	0	0	225	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2nl	17.307692	0	0	225	0	0	0	0	0	0	0	0	0	0	0
Col9a3	17.307692	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Ccdc107	17.307692	0	0	99	0	0	0	0	0	0	0	0	0	126	0
Arih1	17.307692	0	0	225	0	0	0	0	0	0	0	0	0	0	0
Zmym1	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Zbtb7a	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Wdr62	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Ttc9c	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Tnnt2	17.230769	0	0	224	0	0	0	0	0	0	0	0	0	0	0
Rapgef2	17.230769	0	0	224	0	0	0	0	0	0	0	0	0	0	0
Prkca	17.230769	0	0	224	0	0	0	0	0	0	0	0	0	0	0
Pltp	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Hnrnpul2	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Hhipl1	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Grb2	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Dap	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Cracr2b	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
4833439L19Rik	17.230769	0	0	224	0	0	0	0	0	0	0	0	0	0	0
Slc2a6	17.153846	0	0	223	0	0	0	0	0	0	0	0	0	0	0
P2rx6	17.153846	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Lrrc74b	17.153846	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Fam174c	17.153846	0	0	223	0	0	0	0	0	0	0	0	0	0	0
Exosc2	17.153846	0	0	100	0	0	0	0	0	0	0	0	0	123	0
Efna2	17.153846	0	0	223	0	0	0	0	0	0	0	0	0	0	0
Tmbim6	17.076923	0	0	222	0	0	0	0	0	0	0	0	0	0	0
Slc30a4	17.076923	0	0	222	0	0	0	0	0	0	0	0	0	0	0
Rnf145	17.076923	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Rab43	17.076923	0	0	222	0	0	0	0	0	0	0	0	0	0	0
Mtfr2	17.076923	0	0	117	0	0	0	0	0	0	0	0	0	105	0
Mrpl48	17.076923	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Ifi211	17.076923	0	0	222	0	0	0	0	0	0	0	0	0	0	0
Hao1	17.076923	0	0	222	0	0	0	0	0	0	0	0	0	0	0
Eif3h	17.076923	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Castor2	17.076923	0	0	0	0	0	0	0	0	0	0	0	0	222	0
Tomt	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Neto2	17.000000	0	0	126	0	0	0	0	0	0	0	0	0	95	0
Lamtor1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Klhl41	17.000000	0	0	221	0	0	0	0	0	0	0	0	0	0	0
Tmc3	16.923077	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Tango2	16.923077	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Septin4	16.923077	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Parp10	16.923077	0	0	220	0	0	0	0	0	0	0	0	0	0	0
Mxi1	16.923077	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Htra2	16.923077	0	0	220	0	0	0	0	0	0	0	0	0	0	0
Dqx1	16.923077	0	0	220	0	0	0	0	0	0	0	0	0	0	0
Dlx2	16.923077	0	0	220	0	0	0	0	0	0	0	0	0	0	0
App	16.923077	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Zfp346	16.846154	0	0	219	0	0	0	0	0	0	0	0	0	0	0
Slc29a1	16.846154	0	0	219	0	0	0	0	0	0	0	0	0	0	0
Sesn2	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Pxmp4	16.846154	0	0	107	0	0	0	0	0	0	0	0	0	112	0
Mymx	16.846154	0	0	219	0	0	0	0	0	0	0	0	0	0	0
Mxd4	16.846154	0	0	86	0	0	0	0	0	0	0	0	0	133	0
Gucy2g	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Cnot3	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Aif1l	16.846154	0	0	219	0	0	0	0	0	0	0	0	0	0	0
Trmt112	16.769231	0	0	69	0	0	0	0	0	0	0	0	149	0	0
Tmem9	16.769231	0	0	148	0	0	0	0	0	0	0	0	0	70	0
Pygb	16.769231	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Prdx5	16.769231	0	0	69	0	0	0	0	0	0	0	0	149	0	0
Mthfsl	16.769231	0	0	0	0	0	0	0	0	0	0	0	0	218	0
