Target_genes	Hoxc6|Average	SRX7416176|Embryoid_Bodies	SRX7416177|Embryoid_Bodies	SRX7416192|Embryoid_Bodies	SRX7416193|Embryoid_Bodies	SRX7416201|Embryoid_Bodies	SRX7416202|Embryoid_Bodies	SRX6755620|ES_cells	STRING
Samd4	20.571429	0	0	0	144	0	0	0	0
Rprd1b	20.571429	144	0	0	0	0	0	0	0
Rbm24	20.571429	0	0	0	144	0	0	0	0
Rab3ip	20.571429	0	0	144	0	0	0	0	0
Paqr7	20.571429	0	0	0	0	144	0	0	0
Oscar	20.571429	0	0	0	144	0	0	0	0
Olfr532	20.571429	0	0	0	144	0	0	0	0
Ndufa3	20.571429	0	0	0	144	0	0	0	0
Isg15	20.571429	0	0	0	144	0	0	0	0
Iqank1	20.571429	0	0	0	144	0	0	0	0
Fam83h	20.571429	0	0	0	144	0	0	0	0
Eif3c	20.571429	0	0	0	144	0	0	0	0
Dnm3	20.571429	0	0	0	144	0	0	0	0
Cnmd	20.571429	0	0	0	144	0	0	0	0
Ccdc170	20.571429	0	0	0	144	0	0	0	0
Akr1c18	20.571429	0	0	0	0	0	144	0	0
Agrn	20.571429	0	0	0	144	0	0	0	0
Acsm2	20.571429	0	0	0	144	0	0	0	0
Zfp959	20.428571	0	0	0	0	143	0	0	0
Zfp184	20.428571	0	0	0	0	0	143	0	0
Tspan31	20.428571	0	0	143	0	0	0	0	0
Rell2	20.428571	0	0	0	0	143	0	0	0
Rc3h1	20.428571	0	0	143	0	0	0	0	0
Olfr231	20.428571	0	0	143	0	0	0	0	0
Mrtfa	20.428571	0	0	143	0	0	0	0	0
Hdac3	20.428571	0	0	0	0	143	0	0	0
Fadd	20.428571	0	0	143	0	0	0	0	0
Eif3j2	20.428571	0	0	143	0	0	0	0	0
Eif3j1	20.428571	0	0	143	0	0	0	0	0
Cpz	20.428571	0	0	0	0	0	143	0	0
Ascl4	20.428571	0	0	0	0	0	143	0	0
Zfp811	20.285714	0	0	0	0	0	142	0	0
Zfp46	20.285714	0	0	0	142	0	0	0	0
Trim59	20.285714	0	0	142	0	0	0	0	0
Svs1	20.285714	0	0	0	0	0	142	0	0
Selenov	20.285714	0	0	0	0	0	142	0	0
Ptgs2	20.285714	0	0	0	0	0	142	0	0
Plcl2	20.285714	0	0	0	0	0	142	0	0
Osbp2	20.285714	0	0	0	0	142	0	0	0
Olfr128	20.285714	0	0	0	0	0	142	0	0
Nufip1	20.285714	0	0	0	0	142	0	0	0
Nrap	20.285714	0	0	0	0	0	142	0	0
Mrgprb5	20.285714	0	0	0	0	0	142	0	0
Map1lc3b	20.285714	0	0	0	0	0	142	0	0
Klhdc7a	20.285714	0	0	0	0	0	142	0	0
Hook1	20.285714	0	0	142	0	0	0	0	0
Gpalpp1	20.285714	0	0	0	0	142	0	0	0
Gmppa	20.285714	0	0	0	142	0	0	0	0
Gjd2	20.285714	0	0	0	0	0	142	0	0
Fktn	20.285714	0	0	0	0	0	142	0	0
Ctcf	20.285714	0	0	142	0	0	0	0	0
Carnmt1	20.285714	0	0	0	0	0	142	0	0
Bhlhe41	20.285714	0	0	0	0	142	0	0	0
Bace2	20.285714	0	0	0	142	0	0	0	0
Acnat1	20.285714	0	0	0	0	0	142	0	0
Snx5	20.142857	141	0	0	0	0	0	0	0
Sgpl1	20.142857	0	0	0	0	141	0	0	0
Pole4	20.142857	141	0	0	0	0	0	0	0
Pmm1	20.142857	141	0	0	0	0	0	0	0
Mgme1	20.142857	141	0	0	0	0	0	0	0
Kptn	20.142857	141	0	0	0	0	0	0	0
Fbxl3	20.142857	0	0	0	0	0	141	0	0
Dnajc22	20.142857	0	0	0	0	141	0	0	0
Cacna1e	20.142857	0	0	0	0	0	141	0	0
Actb	20.142857	0	0	141	0	0	0	0	0
Wasf3	20.000000	0	0	140	0	0	0	0	0
Trim26	20.000000	0	0	0	0	140	0	0	0
Tmem179	20.000000	0	0	140	0	0	0	0	0
Tkfc	20.000000	0	0	140	0	0	0	0	0
Rasl11a	20.000000	0	0	0	140	0	0	0	0
Mat2b	20.000000	0	0	0	140	0	0	0	0
Lrrc7	20.000000	0	0	0	0	140	0	0	0
Klhdc10	20.000000	0	0	140	0	0	0	0	0
Ddb1	20.000000	0	0	140	0	0	0	0	0
Chchd5	20.000000	0	0	140	0	0	0	0	0
Ccdc85a	20.000000	0	0	0	0	140	0	0	0
Zfp821	19.857143	0	0	139	0	0	0	0	0
Zfp385c	19.857143	0	0	0	139	0	0	0	0
Zbtb40	19.857143	139	0	0	0	0	0	0	0
Slc12a6	19.857143	0	0	0	0	0	139	0	0
Rps29	19.857143	0	0	139	0	0	0	0	0
Prss27	19.857143	0	0	0	0	0	139	0	0
Pak4	19.857143	0	0	139	0	0	0	0	0
Oog1	19.857143	0	0	0	0	139	0	0	0
Nop10	19.857143	0	0	0	0	0	139	0	0
Lrch3	19.857143	0	0	139	0	0	0	0	0
Kank1	19.857143	0	0	0	139	0	0	0	0
Ist1	19.857143	0	0	139	0	0	0	0	0
Hlcs	19.857143	0	0	139	0	0	0	0	0
Hdgfl3	19.857143	0	0	139	0	0	0	0	0
Gps2	19.857143	0	0	0	0	139	0	0	0
Gna13	19.857143	0	0	0	139	0	0	0	0
Gmps	19.857143	0	0	0	0	139	0	0	0
Gm2042	19.857143	0	0	0	0	139	0	0	0
Gabrd	19.857143	0	0	0	0	139	0	0	0
Eef1akmt2	19.857143	139	0	0	0	0	0	0	0
Cep295	19.857143	0	0	0	0	139	0	0	0
Ackr3	19.857143	0	0	0	139	0	0	0	0
Wfdc11	19.714286	0	0	0	0	138	0	0	0
Tsg101	19.714286	0	0	0	138	0	0	0	0
Tma7-ps	19.714286	0	0	0	0	138	0	0	0
Synj2bp	19.714286	0	0	0	0	138	0	0	0
Smim19	19.714286	0	0	0	0	138	0	0	0
Slc20a2	19.714286	0	0	0	0	138	0	0	0
Serpina12	19.714286	0	0	0	0	138	0	0	0
Prkaa2	19.714286	0	0	0	0	0	138	0	0
Pop5	19.714286	0	0	0	0	0	138	0	0
Pnma3	19.714286	0	0	0	0	138	0	0	0
Pdik1l	19.714286	0	0	0	0	138	0	0	0
Nubp1	19.714286	138	0	0	0	0	0	0	0
Lsm14b	19.714286	0	0	0	0	0	138	0	0
Lipm	19.714286	0	0	0	0	138	0	0	0
Gm2832	19.714286	0	0	0	0	138	0	0	0
Gm20498	19.714286	0	0	0	0	138	0	0	0
Gm17124	19.714286	0	0	0	0	138	0	0	0
Cxcl10	19.714286	0	0	0	0	0	138	0	0
Cntn1	19.714286	0	0	0	138	0	0	0	0
Bex2	19.714286	0	0	0	0	138	0	0	0
Tecr	19.571429	0	0	0	0	0	137	0	0
Tbc1d10b	19.571429	0	0	137	0	0	0	0	0
Sfpq	19.571429	0	0	137	0	0	0	0	0
Sf3a1	19.571429	0	0	0	0	137	0	0	0
Nudt9	19.571429	0	0	0	0	0	137	0	0
Mylpf	19.571429	0	0	137	0	0	0	0	0
Mrps18a	19.571429	137	0	0	0	0	0	0	0
Mon1b	19.571429	0	0	0	0	137	0	0	0
Mea1	19.571429	0	0	0	0	0	137	0	0
Loxl3	19.571429	0	0	0	0	137	0	0	0
Klhdc3	19.571429	0	0	0	0	0	137	0	0
Hid1	19.571429	0	0	137	0	0	0	0	0
Gmcl1	19.571429	0	137	0	0	0	0	0	0
Gm21119	19.571429	0	0	0	0	137	0	0	0
Foxr2	19.571429	0	0	0	0	137	0	0	0
Dok1	19.571429	0	0	0	0	137	0	0	0
Ctnnd1	19.571429	0	0	137	0	0	0	0	0
Cpne5	19.571429	0	0	0	137	0	0	0	0
Ccdc157	19.571429	0	0	0	0	137	0	0	0
Zic4	19.428571	0	0	0	0	136	0	0	0
Zic1	19.428571	0	0	0	0	136	0	0	0
Zfp703	19.428571	0	0	0	0	0	136	0	0
Uqcc3	19.428571	0	0	0	0	136	0	0	0
Rsad1	19.428571	0	0	0	0	0	136	0	0
Lbhd1	19.428571	0	0	0	0	136	0	0	0
H2bc12	19.428571	0	0	0	0	136	0	0	0
H2ac12	19.428571	0	0	0	0	136	0	0	0
Gm13290	19.428571	0	0	0	136	0	0	0	0
Gm13289	19.428571	0	0	0	136	0	0	0	0
Dmrtb1	19.428571	0	0	0	0	0	136	0	0
Cyp4f13	19.428571	0	0	0	0	136	0	0	0
Amd2	19.428571	0	0	0	0	0	136	0	0
Amd1	19.428571	0	0	0	0	0	136	0	0
Vipas39	19.285714	0	0	135	0	0	0	0	0
Tepp	19.285714	0	0	0	0	135	0	0	0
Rcor2	19.285714	0	0	0	135	0	0	0	0
Pde4a	19.285714	0	0	0	0	135	0	0	0
Oaf	19.285714	0	0	0	0	135	0	0	0
Mtmr12	19.285714	0	0	135	0	0	0	0	0
Mrpl15	19.285714	0	0	135	0	0	0	0	0
Med17	19.285714	135	0	0	0	0	0	0	0
Irgm1	19.285714	0	0	0	0	135	0	0	0
Focad	19.285714	135	0	0	0	0	0	0	0
Cngb1	19.285714	0	0	0	0	135	0	0	0
Appl2	19.285714	0	0	0	135	0	0	0	0
Ahsa1	19.285714	0	0	135	0	0	0	0	0
Wdr3	19.142857	0	0	134	0	0	0	0	0
Tnks1bp1	19.142857	0	0	134	0	0	0	0	0
Timm50	19.142857	0	0	134	0	0	0	0	0
Tigd5	19.142857	0	0	134	0	0	0	0	0
Sycp1	19.142857	0	0	134	0	0	0	0	0
Stt3a	19.142857	0	0	134	0	0	0	0	0
Srp72	19.142857	0	0	134	0	0	0	0	0
Rtkn2	19.142857	0	0	0	0	134	0	0	0
Rnaset2b	19.142857	134	0	0	0	0	0	0	0
Rnaset2a	19.142857	134	0	0	0	0	0	0	0
Ripply2	19.142857	0	0	134	0	0	0	0	0
Rfxank	19.142857	0	0	134	0	0	0	0	0
Raet1c	19.142857	0	0	0	0	134	0	0	0
Raet1b	19.142857	0	0	0	0	134	0	0	0
Ptdss1	19.142857	134	0	0	0	0	0	0	0
Pmf1	19.142857	0	0	134	0	0	0	0	0
Pkm	19.142857	0	0	0	134	0	0	0	0
Otud7a	19.142857	0	0	134	0	0	0	0	0
Olfr1501	19.142857	0	0	134	0	0	0	0	0
Ocm	19.142857	0	0	134	0	0	0	0	0
Mterf3	19.142857	134	0	0	0	0	0	0	0
Lhpp	19.142857	0	0	134	0	0	0	0	0
Lemd1	19.142857	0	0	0	134	0	0	0	0
L3mbtl2	19.142857	0	0	0	0	134	0	0	0
Iqcf4	19.142857	0	0	134	0	0	0	0	0
Gm5141	19.142857	0	0	134	0	0	0	0	0
Gm45929	19.142857	0	0	134	0	0	0	0	0
Fnta	19.142857	0	0	134	0	0	0	0	0
Flrt3	19.142857	0	0	0	0	134	0	0	0
Fezf2	19.142857	0	0	0	0	134	0	0	0
Eef1d	19.142857	0	0	134	0	0	0	0	0
Dtx3	19.142857	0	0	134	0	0	0	0	0
Dtx2	19.142857	0	0	134	0	0	0	0	0
Dpep1	19.142857	0	0	134	0	0	0	0	0
Chd5	19.142857	0	0	134	0	0	0	0	0
Btbd10	19.142857	72	0	0	0	62	0	0	0
Borcs8	19.142857	0	0	134	0	0	0	0	0
Asnsd1	19.142857	0	0	134	0	0	0	0	0
Asdurf	19.142857	0	0	134	0	0	0	0	0
Apbb1	19.142857	0	0	134	0	0	0	0	0
Akr1c12	19.142857	0	0	134	0	0	0	0	0
Tmem131l	19.000000	0	0	0	0	133	0	0	0
Smim13	19.000000	0	0	0	0	133	0	0	0
Coa6	19.000000	133	0	0	0	0	0	0	0
Ckmt1	19.000000	0	0	0	0	133	0	0	0
Arhgap10	19.000000	0	0	0	0	0	133	0	0
Ap1g1	19.000000	133	0	0	0	0	0	0	0
Anxa4	19.000000	0	0	0	0	133	0	0	0
Zscan21	18.857143	0	0	0	132	0	0	0	0
Zfp976	18.857143	0	0	0	0	132	0	0	0
Ttc17	18.857143	0	0	0	0	132	0	0	0
Trp53rka	18.857143	0	0	132	0	0	0	0	0
Trp53inp2	18.857143	0	0	0	132	0	0	0	0
Tomm40l	18.857143	0	0	0	132	0	0	0	0
Tnpo1	18.857143	0	0	0	132	0	0	0	0
Tmem251	18.857143	0	0	0	132	0	0	0	0
Telo2	18.857143	0	0	0	132	0	0	0	0
Teddm2	18.857143	0	0	0	132	0	0	0	0
Taf1d	18.857143	0	0	0	0	132	0	0	0
Stard4	18.857143	0	0	0	0	132	0	0	0
Spop	18.857143	0	0	0	0	132	0	0	0
Slc16a4	18.857143	0	0	0	0	132	0	0	0
Septin14	18.857143	0	0	0	0	0	132	0	0
Senp7	18.857143	0	0	0	132	0	0	0	0
Rexo4	18.857143	132	0	0	0	0	0	0	0
Ptx4	18.857143	0	0	0	132	0	0	0	0
Prl8a1	18.857143	0	0	0	132	0	0	0	0
Prickle3	18.857143	0	0	0	0	0	132	0	0
Nfyb	18.857143	0	0	0	132	0	0	0	0
Naa40	18.857143	0	0	132	0	0	0	0	0
Moap1	18.857143	0	0	0	132	0	0	0	0
Mab21l3	18.857143	0	0	0	0	132	0	0	0
Itch	18.857143	0	0	132	0	0	0	0	0
Il17c	18.857143	0	0	0	0	0	132	0	0
Glcci1	18.857143	0	0	132	0	0	0	0	0
Gfral	18.857143	0	0	0	0	0	132	0	0
Fam71a	18.857143	0	0	0	0	0	132	0	0
Eif4h	18.857143	132	0	0	0	0	0	0	0
Crlf3	18.857143	0	0	0	132	0	0	0	0
Cluap1	18.857143	0	0	0	132	0	0	0	0
Clec7a	18.857143	0	0	0	0	0	132	0	0
Cep97	18.857143	0	0	0	0	132	0	0	0
Cabyr	18.857143	0	0	132	0	0	0	0	0
Bst1	18.857143	0	0	0	0	0	132	0	0
Apoa2	18.857143	0	0	0	132	0	0	0	0
Ankrd10	18.857143	132	0	0	0	0	0	0	0
Alppl2	18.857143	0	0	0	132	0	0	0	0
4931406C07Rik	18.857143	0	0	0	0	132	0	0	0
1700037C18Rik	18.857143	0	0	0	132	0	0	0	0
1700018B08Rik	18.857143	0	0	0	132	0	0	0	0
Xkr6	18.714286	0	0	131	0	0	0	0	0
Ttc9c	18.714286	131	0	0	0	0	0	0	0
Tmem126a	18.714286	0	0	131	0	0	0	0	0
Tjp1	18.714286	0	0	0	131	0	0	0	0
Tada3	18.714286	0	0	0	0	0	131	0	0
Stac2	18.714286	0	0	0	0	131	0	0	0
Slc25a23	18.714286	0	0	131	0	0	0	0	0
Pcdhgc3	18.714286	0	0	0	0	131	0	0	0
Oscp1	18.714286	0	0	0	0	131	0	0	0
Kcnc3	18.714286	0	0	0	0	131	0	0	0
Hnrnpul2	18.714286	131	0	0	0	0	0	0	0
H4c12	18.714286	131	0	0	0	0	0	0	0
H2bc15	18.714286	131	0	0	0	0	0	0	0
H2ac15	18.714286	131	0	0	0	0	0	0	0
Fbxw4	18.714286	0	0	0	0	0	131	0	0
Farsa	18.714286	0	0	0	131	0	0	0	0
Csrnp2	18.714286	131	0	0	0	0	0	0	0
Crb3	18.714286	0	0	131	0	0	0	0	0
Clcn3	18.714286	0	0	0	0	131	0	0	0
C2cd2	18.714286	131	0	0	0	0	0	0	0
Atp6v0c	18.714286	0	131	0	0	0	0	0	0
Arpc4	18.714286	0	0	0	0	0	131	0	0
Arntl	18.714286	0	0	131	0	0	0	0	0
Amdhd2	18.714286	0	131	0	0	0	0	0	0
Zscan5b	18.571429	0	0	0	0	130	0	0	0
Zfp72	18.571429	0	0	0	0	0	130	0	0
Tmem231	18.571429	0	0	0	130	0	0	0	0
Maged1	18.571429	0	0	0	130	0	0	0	0
Ipo13	18.571429	130	0	0	0	0	0	0	0
Iba57	18.571429	130	0	0	0	0	0	0	0
Hoxa9	18.571429	0	0	130	0	0	0	0	0
Dusp13	18.571429	0	0	0	0	0	130	0	0
Dera	18.571429	0	0	0	0	130	0	0	0
Ccdc180	18.571429	0	0	0	0	130	0	0	0
Abhd11	18.571429	0	0	130	0	0	0	0	0
Tmem30b	18.428571	0	0	0	0	129	0	0	0
Smug1	18.428571	0	0	129	0	0	0	0	0
Six4	18.428571	0	0	0	0	0	129	0	0
Sdf2l1	18.428571	129	0	0	0	0	0	0	0
Rps27a	18.428571	0	0	0	129	0	0	0	0
Rdh14	18.428571	129	0	0	0	0	0	0	0
Rasa2	18.428571	0	0	129	0	0	0	0	0
Prxl2b	18.428571	0	0	0	0	0	129	0	0
Pdlim1	18.428571	0	0	0	0	129	0	0	0
Pabpc1	18.428571	0	0	0	0	129	0	0	0
Gpr135	18.428571	0	0	0	0	0	129	0	0
Fam204a	18.428571	129	0	0	0	0	0	0	0
Edil3	18.428571	0	0	129	0	0	0	0	0
Clhc1	18.428571	0	0	0	129	0	0	0	0
Ccdc107	18.428571	0	0	0	129	0	0	0	0
Catspere1	18.428571	0	0	0	0	0	129	0	0
Bag6	18.428571	0	0	0	0	0	129	0	0
B2m	18.428571	0	0	0	0	0	129	0	0
Asxl1	18.428571	0	0	0	0	129	0	0	0
Apom	18.428571	0	0	0	0	0	129	0	0
Agbl5	18.428571	0	0	0	129	0	0	0	0
Aars2	18.428571	129	0	0	0	0	0	0	0
Yif1a	18.285714	0	0	0	128	0	0	0	0
Vps4a	18.285714	0	0	0	0	0	128	0	0
Vmn2r48	18.285714	0	0	0	0	128	0	0	0
Vmn1r223	18.285714	0	0	0	0	128	0	0	0
Tmem151a	18.285714	0	0	0	128	0	0	0	0
Srsf9	18.285714	0	0	0	128	0	0	0	0
Slc16a7	18.285714	0	0	128	0	0	0	0	0
Sgip1	18.285714	0	0	128	0	0	0	0	0
Rpl34-ps1	18.285714	0	0	128	0	0	0	0	0
Rpl34	18.285714	0	0	128	0	0	0	0	0
Psma8	18.285714	0	0	0	0	128	0	0	0
Pot1b	18.285714	0	0	0	0	128	0	0	0
Pla2g2a	18.285714	0	0	0	0	0	128	0	0
Pam	18.285714	0	0	0	0	0	128	0	0
Olfr318	18.285714	0	0	0	0	128	0	0	0
Olfr215	18.285714	0	0	0	0	128	0	0	0
Mcmdc2	18.285714	0	0	0	0	128	0	0	0
Matn2	18.285714	0	0	0	0	0	128	0	0
Malt1	18.285714	0	0	0	0	128	0	0	0
Ints10	18.285714	128	0	0	0	0	0	0	0
Ikzf5	18.285714	0	0	128	0	0	0	0	0
Gtf3c3	18.285714	0	0	0	0	128	0	0	0
Grin1	18.285714	0	0	0	0	128	0	0	0
Gmnc	18.285714	0	0	0	0	128	0	0	0
Glra3	18.285714	0	0	0	0	128	0	0	0
Gdap1	18.285714	0	0	0	0	128	0	0	0
Fbxo7	18.285714	0	0	0	0	128	0	0	0
Efcab12	18.285714	0	128	0	0	0	0	0	0
Acadsb	18.285714	0	0	128	0	0	0	0	0
Abl2	18.285714	128	0	0	0	0	0	0	0
4930467E23Rik	18.285714	0	0	0	0	128	0	0	0
Zfp948	18.142857	0	0	127	0	0	0	0	0
Slc25a39	18.142857	0	0	127	0	0	0	0	0
Rps4x	18.142857	0	0	0	0	0	127	0	0
Rpl22l1	18.142857	0	0	0	0	127	0	0	0
Prune2	18.142857	0	0	0	0	127	0	0	0
Prpf40a	18.142857	0	0	127	0	0	0	0	0
Ppp6r3	18.142857	0	0	127	0	0	0	0	0
Mstn	18.142857	0	0	0	127	0	0	0	0
Krtap6-3	18.142857	0	0	0	0	0	0	127	0
Jdp2	18.142857	0	0	0	127	0	0	0	0
Inpp5a	18.142857	0	0	127	0	0	0	0	0
Cdk14	18.142857	0	0	0	0	127	0	0	0
Camkk2	18.142857	0	0	0	0	127	0	0	0
Arl6ip6	18.142857	0	0	127	0	0	0	0	0
Actr1b	18.142857	0	0	0	0	0	127	0	0
Actn1	18.142857	0	0	0	0	127	0	0	0
Slc19a2	18.000000	0	0	0	126	0	0	0	0
Reep5	18.000000	0	0	0	0	126	0	0	0
Pmvk	18.000000	0	0	0	0	126	0	0	0
Plscr4	18.000000	0	0	0	0	126	0	0	0
Noto	18.000000	0	0	0	0	126	0	0	0
Maats1	18.000000	0	0	0	126	0	0	0	0
Lrfn4	18.000000	0	0	0	0	0	126	0	0
Haus6	18.000000	0	0	126	0	0	0	0	0
Galntl6	18.000000	0	0	0	0	126	0	0	0
Gabrb3	18.000000	0	0	0	0	126	0	0	0
Cox17	18.000000	0	0	0	126	0	0	0	0
BC030500	18.000000	0	0	0	0	126	0	0	0
Arf4	18.000000	0	0	0	0	126	0	0	0
Ankrd12	18.000000	0	0	126	0	0	0	0	0
A930007A09Rik	18.000000	0	0	0	0	126	0	0	0
Zmym5	17.857143	0	0	125	0	0	0	0	0
Tnfaip8l1	17.857143	0	0	125	0	0	0	0	0
Spic	17.857143	0	0	0	0	125	0	0	0
Prmt3	17.857143	0	0	0	0	125	0	0	0
Pcyt1a	17.857143	0	0	0	0	125	0	0	0
Nfat5	17.857143	125	0	0	0	0	0	0	0
Mff	17.857143	0	0	0	0	125	0	0	0
Lgmn	17.857143	0	0	0	0	125	0	0	0
Lgalsl	17.857143	0	0	0	0	125	0	0	0
Gabra2	17.857143	0	0	125	0	0	0	0	0
Fam24a	17.857143	0	0	0	0	125	0	0	0
Cul5	17.857143	125	0	0	0	0	0	0	0
Cdh1	17.857143	0	0	0	0	125	0	0	0
Birc6	17.857143	0	0	0	0	0	125	0	0
B4galt3	17.857143	0	0	0	0	125	0	0	0
B3gnt4	17.857143	0	0	0	0	125	0	0	0
Atp6v1c1	17.857143	0	0	0	0	0	125	0	0
Alg13	17.857143	0	0	0	0	125	0	0	0
Svop	17.714286	0	0	0	0	124	0	0	0
Srsf7	17.714286	0	124	0	0	0	0	0	0
Slc28a3	17.714286	0	0	0	0	0	124	0	0
Rab14	17.714286	0	0	0	0	0	124	0	0
Nktr	17.714286	0	0	124	0	0	0	0	0
Mov10	17.714286	0	0	0	0	124	0	0	0
Mospd3	17.714286	0	0	124	0	0	0	0	0
Morf4l1b	17.714286	0	0	0	124	0	0	0	0
Ifnz	17.714286	0	0	0	124	0	0	0	0
Gm13272	17.714286	0	0	0	124	0	0	0	0
Emsy	17.714286	0	0	0	124	0	0	0	0
Dut	17.714286	0	0	0	0	124	0	0	0
Defb29	17.714286	0	0	0	0	124	0	0	0
Yipf2	17.571429	0	123	0	0	0	0	0	0
Timm29	17.571429	0	123	0	0	0	0	0	0
Ss18	17.571429	0	0	123	0	0	0	0	0
Sox11	17.571429	0	0	0	123	0	0	0	0
Mfsd13b	17.571429	0	0	123	0	0	0	0	0
Lamp5	17.571429	0	0	123	0	0	0	0	0
Isca1	17.571429	0	0	123	0	0	0	0	0
H3c4	17.571429	0	0	0	0	123	0	0	0
H2bc8	17.571429	0	0	0	0	123	0	0	0
H2bc7	17.571429	0	0	0	0	123	0	0	0
H2ac8	17.571429	0	0	0	0	123	0	0	0
H2ac7	17.571429	0	0	0	0	123	0	0	0
Fut10	17.571429	0	0	0	0	123	0	0	0
Fubp1	17.571429	0	0	0	0	123	0	0	0
Foxp4	17.571429	0	0	0	0	0	123	0	0
Clstn2	17.571429	0	0	0	0	123	0	0	0
Cdr2	17.571429	0	0	123	0	0	0	0	0
Yif1b	17.428571	0	0	0	122	0	0	0	0
Uprt	17.428571	0	0	0	0	0	122	0	0
Ssbp1	17.428571	0	0	0	0	0	122	0	0
Specc1	17.428571	0	0	0	0	0	122	0	0
Spats1	17.428571	0	0	122	0	0	0	0	0
Snx6	17.428571	0	0	122	0	0	0	0	0
Slc66a1	17.428571	122	0	0	0	0	0	0	0
Slc45a2	17.428571	0	0	122	0	0	0	0	0
Slc17a8	17.428571	0	0	122	0	0	0	0	0
Sbp	17.428571	0	0	0	122	0	0	0	0
Rps11	17.428571	0	0	0	0	0	122	0	0
Rpl13a	17.428571	0	0	0	0	0	122	0	0
Pld1	17.428571	0	0	0	0	122	0	0	0
Pkd1l2	17.428571	0	0	0	0	122	0	0	0
Phyhipl	17.428571	122	0	0	0	0	0	0	0
P2rx2	17.428571	0	0	122	0	0	0	0	0
Olfr367-ps	17.428571	0	0	122	0	0	0	0	0
Olfr328	17.428571	0	0	0	0	0	122	0	0
Nudcd3	17.428571	122	0	0	0	0	0	0	0
Mfsd2a	17.428571	0	0	0	122	0	0	0	0
Mfge8	17.428571	0	0	0	0	0	122	0	0
Map3k4	17.428571	122	0	0	0	0	0	0	0
Lrcol1	17.428571	0	0	122	0	0	0	0	0
Krt81	17.428571	0	0	122	0	0	0	0	0
Ift22	17.428571	0	0	122	0	0	0	0	0
Glrx2	17.428571	0	0	0	122	0	0	0	0
F830045P16Rik	17.428571	0	0	0	122	0	0	0	0
Ece2	17.428571	0	0	122	0	0	0	0	0
Dmrt2	17.428571	0	0	122	0	0	0	0	0
Dhx15	17.428571	0	0	0	0	122	0	0	0
Cluh	17.428571	0	0	0	122	0	0	0	0
Clk3	17.428571	122	0	0	0	0	0	0	0
Clec4n	17.428571	0	0	122	0	0	0	0	0
Cldnd2	17.428571	0	0	122	0	0	0	0	0
Cldn24	17.428571	0	0	122	0	0	0	0	0
Cldn22	17.428571	0	0	122	0	0	0	0	0
Chst7	17.428571	0	0	0	122	0	0	0	0
Cenps	17.428571	0	0	0	0	0	122	0	0
Basp1	17.428571	0	0	0	0	122	0	0	0
Atp8b5	17.428571	0	0	0	0	0	122	0	0
Arhgap11a	17.428571	0	0	0	0	122	0	0	0
Akr7a5	17.428571	122	0	0	0	0	0	0	0
Ak4	17.428571	0	0	122	0	0	0	0	0
Ahnak	17.428571	0	0	0	122	0	0	0	0
Abcc2	17.428571	0	0	122	0	0	0	0	0
1110032F04Rik	17.428571	0	0	0	0	122	0	0	0
Tcap	17.285714	0	0	0	0	121	0	0	0
Slco1a4	17.285714	0	0	0	0	0	121	0	0
Sik2	17.285714	0	0	0	121	0	0	0	0
Rnf157	17.285714	0	0	0	0	121	0	0	0
Rfesd	17.285714	0	0	121	0	0	0	0	0
Pnmt	17.285714	0	0	0	0	121	0	0	0
Nqo1	17.285714	0	0	0	0	121	0	0	0
Ncl	17.285714	121	0	0	0	0	0	0	0
Ifi214	17.285714	0	0	0	0	0	121	0	0
Hnrnph1	17.285714	0	0	0	0	121	0	0	0
Habp4	17.285714	0	0	0	0	121	0	0	0
Gm13057	17.285714	0	0	0	0	121	0	0	0
Gm13040	17.285714	0	0	0	0	121	0	0	0
Fetub	17.285714	0	0	0	0	121	0	0	0
Emc7	17.285714	0	0	0	0	121	0	0	0
Elmo3	17.285714	0	0	0	0	121	0	0	0
Crabp2	17.285714	0	0	0	121	0	0	0	0
Cflar	17.285714	0	0	0	0	0	121	0	0
Cdca7l	17.285714	121	0	0	0	0	0	0	0
4930555G01Rik	17.285714	0	0	0	0	0	121	0	0
Vwa5a	17.142857	0	0	0	0	0	120	0	0
Trmt12	17.142857	0	0	120	0	0	0	0	0
Tekt2	17.142857	120	0	0	0	0	0	0	0
Tbc1d14	17.142857	0	0	0	0	120	0	0	0
Stk32c	17.142857	120	0	0	0	0	0	0	0
St6galnac6	17.142857	0	0	120	0	0	0	0	0
Sdr42e1	17.142857	0	0	0	0	120	0	0	0
Scaf11	17.142857	0	0	0	120	0	0	0	0
Parp8	17.142857	0	0	0	0	120	0	0	0
N6amt1	17.142857	120	0	0	0	0	0	0	0
Mterf2	17.142857	0	0	0	0	120	0	0	0
Mphosph6	17.142857	0	0	0	0	120	0	0	0
Lrrc27	17.142857	120	0	0	0	0	0	0	0
Lrp1b	17.142857	0	0	0	0	120	0	0	0
Herc2	17.142857	0	0	0	0	120	0	0	0
Dppa2	17.142857	0	0	0	0	120	0	0	0
Cdh11	17.142857	0	0	0	120	0	0	0	0
Axl	17.142857	0	0	0	0	120	0	0	0
Aff4	17.142857	0	0	0	0	120	0	0	0
Adprhl2	17.142857	120	0	0	0	0	0	0	0
Adck2	17.142857	120	0	0	0	0	0	0	0
Zfp619	17.000000	119	0	0	0	0	0	0	0
Zfp36	17.000000	0	0	0	0	0	119	0	0
