Target_genes	Foxc2|Average	SRX4309875|Kidney_Glomerulus	SRX17535190|Podocytes	SRX17535191|Podocytes	SRX17535192|Podocytes	SRX17535193|Podocytes	SRX17535194|Podocytes	SRX17535195|Podocytes	STRING
Kdm8	40.857143	0	148	0	138	0	0	0	0
Igf2bp2	40.857143	0	146	140	0	0	0	0	0
Hoxa1	40.857143	0	162	124	0	0	0	0	0
Hddc3	40.857143	0	163	123	0	0	0	0	0
Epm2aip1	40.857143	0	164	122	0	0	0	0	0
Eef1aknmt	40.857143	0	166	120	0	0	0	0	0
Crtc3	40.857143	0	168	118	0	0	0	0	0
Casp8ap2	40.857143	0	139	147	0	0	0	0	0
Tmem14a	40.714286	0	154	131	0	0	0	0	0
Snph	40.714286	0	137	148	0	0	0	0	0
Prkacb	40.714286	0	122	163	0	0	0	0	0
Nabp2	40.714286	0	122	163	0	0	0	0	0
Lyl1	40.714286	0	0	207	0	0	0	78	0
Cnksr3	40.714286	0	122	163	0	0	0	0	0
Cbr3	40.714286	0	74	211	0	0	0	0	0
Ap2a2	40.714286	0	124	161	0	0	0	0	0
5730455P16Rik	40.714286	0	163	122	0	0	0	0	0
Tmem127	40.571429	0	109	175	0	0	0	0	0
Tcta	40.571429	0	185	0	0	0	99	0	0
Slc4a11	40.571429	0	113	171	0	0	0	0	0
Rwdd2b	40.571429	0	129	155	0	0	0	0	0
Rhoa	40.571429	0	185	0	0	0	99	0	0
Mrpl12	40.571429	0	139	145	0	0	0	0	0
Cpne2	40.571429	0	0	105	0	0	179	0	0
Ciao1	40.571429	0	109	175	0	0	0	0	0
Cdc42ep4	40.571429	0	0	0	0	192	92	0	0
Zfp612	40.428571	0	132	151	0	0	0	0	0
Ubb	40.428571	0	156	127	0	0	0	0	0
Tmsb4x	40.428571	0	120	0	163	0	0	0	0
Svop	40.428571	0	185	0	0	0	98	0	0
Nckap5l	40.428571	0	182	101	0	0	0	0	0
Acvr2b	40.428571	0	157	126	0	0	0	0	0
Abhd10	40.428571	0	90	109	0	0	84	0	0
Taf1a	40.285714	0	107	175	0	0	0	0	0
Gdf15	40.285714	0	90	101	91	0	0	0	0
Fbxo16	40.285714	0	175	0	0	0	107	0	0
Eif2s2	40.285714	0	128	154	0	0	0	0	0
E2f6	40.285714	0	0	176	106	0	0	0	0
Dtd2	40.285714	0	170	0	112	0	0	0	0
Cdc42bpb	40.285714	0	199	0	0	0	83	0	0
Ano10	40.285714	0	195	87	0	0	0	0	0
Prpf3	40.142857	0	98	67	116	0	0	0	0
Pex2	40.142857	0	169	112	0	0	0	0	0
Mmadhc	40.142857	0	149	132	0	0	0	0	0
Lrrn3	40.142857	0	0	161	120	0	0	0	0
Kifc2	40.142857	0	163	118	0	0	0	0	0
Cyhr1	40.142857	0	163	118	0	0	0	0	0
Cox6c	40.142857	0	138	143	0	0	0	0	0
Rrp8	40.000000	0	149	0	0	0	131	0	0
Pard3	40.000000	0	140	140	0	0	0	0	0
Isca1	40.000000	0	171	109	0	0	0	0	0
Ilk	40.000000	0	149	0	0	0	131	0	0
Dok2	40.000000	0	133	0	0	0	0	147	0
Atp6v0d1	40.000000	0	120	160	0	0	0	0	0
Trpc4ap	39.857143	0	87	109	0	0	83	0	0
Tab1	39.857143	0	144	135	0	0	0	0	0
Oxr1	39.857143	0	145	0	0	0	134	0	0
Incenp	39.857143	0	185	94	0	0	0	0	0
Gm9949	39.857143	0	166	113	0	0	0	0	0
Fsd2	39.857143	0	107	172	0	0	0	0	0
Adrb2	39.857143	0	166	113	0	0	0	0	0
Zfp369	39.714286	0	197	81	0	0	0	0	0
Snrpa1	39.714286	0	102	176	0	0	0	0	0
Zfp628	39.571429	0	111	166	0	0	0	0	0
Zfp622	39.571429	0	120	157	0	0	0	0	0
Umad1	39.571429	0	147	130	0	0	0	0	0
Tuba3b	39.571429	0	158	119	0	0	0	0	0
Tlk2	39.571429	0	168	0	0	0	109	0	0
Slc10a2	39.571429	0	0	138	0	139	0	0	0
Rpa3	39.571429	0	147	130	0	0	0	0	0
Rbis	39.571429	0	116	161	0	0	0	0	0
Prkaa2	39.571429	0	141	136	0	0	0	0	0
Pctp	39.571429	0	165	112	0	0	0	0	0
Medag	39.571429	0	139	0	138	0	0	0	0
Mafa	39.571429	0	137	140	0	0	0	0	0
Lrp3	39.571429	0	139	138	0	0	0	0	0
Lemd3	39.571429	0	164	113	0	0	0	0	0
Galr3	39.571429	0	149	128	0	0	0	0	0
Eddm3b	39.571429	0	139	138	0	0	0	0	0
Dnaja3	39.571429	0	157	120	0	0	0	0	0
Coro7	39.571429	0	157	120	0	0	0	0	0
Atxn1	39.571429	0	134	143	0	0	0	0	0
Atad5	39.571429	0	122	155	0	0	0	0	0
Wdr59	39.428571	0	150	126	0	0	0	0	0
Tspan15	39.428571	0	139	137	0	0	0	0	0
Sema7a	39.428571	0	153	123	0	0	0	0	0
Ralgapa1	39.428571	0	72	119	85	0	0	0	0
Pex19	39.428571	0	162	114	0	0	0	0	0
Pcdh17	39.428571	0	141	135	0	0	0	0	0
Nf2	39.428571	0	116	160	0	0	0	0	0
Irf6	39.428571	0	164	112	0	0	0	0	0
Cyb5r1	39.428571	0	153	123	0	0	0	0	0
Cdkn2b	39.428571	0	124	0	0	0	0	152	0
Capza1	39.428571	0	130	146	0	0	0	0	0
Zfp692	39.285714	0	63	96	0	0	116	0	0
Zfp438	39.285714	0	140	135	0	0	0	0	0
Yipf2	39.285714	0	132	143	0	0	0	0	0
Ube2o	39.285714	0	146	129	0	0	0	0	0
Timm29	39.285714	0	132	143	0	0	0	0	0
Snx32	39.285714	0	139	136	0	0	0	0	0
Slc6a8	39.285714	0	171	104	0	0	0	0	0
Lyrm2	39.285714	0	101	174	0	0	0	0	0
Lrtm2	39.285714	0	174	0	0	0	101	0	0
Gnpat	39.285714	0	178	97	0	0	0	0	0
Cacna2d4	39.285714	0	174	0	0	0	101	0	0
BC029722	39.285714	0	110	165	0	0	0	0	0
2810004N23Rik	39.285714	0	178	97	0	0	0	0	0
Ring1	39.142857	0	181	93	0	0	0	0	0
Npr1	39.142857	0	140	134	0	0	0	0	0
Txndc11	39.000000	0	125	148	0	0	0	0	0
Sars	39.000000	0	133	140	0	0	0	0	0
Nip7	39.000000	0	127	146	0	0	0	0	0
Mmp17	39.000000	0	139	134	0	0	0	0	0
Itpa	39.000000	0	90	94	0	0	89	0	0
Edc4	39.000000	0	273	0	0	0	0	0	0
Ddx47	39.000000	0	150	123	0	0	0	0	0
Ddrgk1	39.000000	0	90	94	0	0	89	0	0
Cog8	39.000000	0	127	146	0	0	0	0	0
Meis1	38.857143	0	153	119	0	0	0	0	0
Dcun1d4	38.857143	0	0	143	0	0	0	129	0
Wnt11	38.714286	0	0	150	121	0	0	0	0
Uggt2	38.714286	0	0	154	0	0	117	0	0
Tubb4a	38.714286	0	166	105	0	0	0	0	0
Trmt1l	38.714286	0	146	125	0	0	0	0	0
Tmem249	38.714286	0	112	159	0	0	0	0	0
Swt1	38.714286	0	146	125	0	0	0	0	0
Sugp1	38.714286	0	124	147	0	0	0	0	0
Slc52a2	38.714286	0	112	159	0	0	0	0	0
Rac1	38.714286	0	135	136	0	0	0	0	0
Ndufs1	38.714286	0	102	169	0	0	0	0	0
Msmo1	38.714286	0	139	0	132	0	0	0	0
Mau2	38.714286	0	124	147	0	0	0	0	0
Fbxl6	38.714286	0	112	159	0	0	0	0	0
Fa2h	38.714286	0	169	102	0	0	0	0	0
Epop	38.714286	0	115	0	156	0	0	0	0
Eef1b2	38.714286	0	102	169	0	0	0	0	0
Cabin1	38.714286	0	139	132	0	0	0	0	0
Uqcrq	38.571429	0	138	132	0	0	0	0	0
Ttc36	38.571429	0	160	110	0	0	0	0	0
Tmem25	38.571429	0	160	110	0	0	0	0	0
Slc35e2	38.571429	0	149	121	0	0	0	0	0
Six4	38.571429	0	108	162	0	0	0	0	0
Rgs12	38.571429	0	164	106	0	0	0	0	0
Kdm4b	38.571429	0	126	144	0	0	0	0	0
Gdf9	38.571429	0	138	132	0	0	0	0	0
Fpgs	38.571429	0	130	140	0	0	0	0	0
Zfyve27	38.428571	0	172	0	97	0	0	0	0
Usp48	38.428571	0	160	109	0	0	0	0	0
Ube2s	38.428571	0	116	153	0	0	0	0	0
Stag2	38.428571	0	85	184	0	0	0	0	0
Srek1ip1	38.428571	0	134	135	0	0	0	0	0
Slc4a3	38.428571	0	118	151	0	0	0	0	0
Shisa6	38.428571	0	0	171	0	0	98	0	0
Prps2	38.428571	0	97	172	0	0	0	0	0
Eif3c	38.428571	0	148	121	0	0	0	0	0
Cwc27	38.428571	0	134	135	0	0	0	0	0
Chid1	38.428571	0	80	99	90	0	0	0	0
Tmed5	38.285714	0	97	171	0	0	0	0	0
Rffl	38.285714	0	119	149	0	0	0	0	0
Olfr1033	38.285714	0	132	136	0	0	0	0	0
L2hgdh	38.285714	0	108	160	0	0	0	0	0
Hgsnat	38.285714	0	117	151	0	0	0	0	0
Gramd3	38.285714	0	127	141	0	0	0	0	0
Ext2	38.285714	0	129	139	0	0	0	0	0
Dmac2l	38.285714	0	108	160	0	0	0	0	0
Ccdc18	38.285714	0	97	171	0	0	0	0	0
Aldh3a2	38.285714	0	117	151	0	0	0	0	0
Usp37	38.142857	0	130	137	0	0	0	0	0
Tmem109	38.142857	0	137	130	0	0	0	0	0
Syt17	38.142857	0	150	117	0	0	0	0	0
Psph	38.142857	0	148	0	0	0	0	119	0
Nucb1	38.142857	0	118	149	0	0	0	0	0
Lypla1	38.142857	0	0	0	0	0	118	149	0
Loxl4	38.142857	0	128	139	0	0	0	0	0
Cnot9	38.142857	0	130	137	0	0	0	0	0
Cmpk1	38.142857	0	148	119	0	0	0	0	0
Cd2bp2	38.142857	0	0	0	0	116	151	0	0
Cct6a	38.142857	0	148	0	0	0	0	119	0
App	38.142857	0	146	121	0	0	0	0	0
Zcchc9	38.000000	0	149	117	0	0	0	0	0
Ttbk1	38.000000	0	106	160	0	0	0	0	0
Rims2	38.000000	0	137	0	0	0	129	0	0
Prkra	38.000000	0	0	161	105	0	0	0	0
Pjvk	38.000000	0	0	161	105	0	0	0	0
Pdgfc	38.000000	0	0	127	0	0	139	0	0
Ndufs8	38.000000	0	75	191	0	0	0	0	0
Mical2	38.000000	0	0	138	128	0	0	0	0
Cnot10	38.000000	0	167	99	0	0	0	0	0
Ccni	38.000000	0	157	109	0	0	0	0	0
Ccn1	38.000000	0	117	149	0	0	0	0	0
Ccdc136	38.000000	0	173	93	0	0	0	0	0
2010109A12Rik	38.000000	0	157	109	0	0	0	0	0
Spg20	37.857143	0	119	146	0	0	0	0	0
Slc25a51	37.857143	0	153	112	0	0	0	0	0
Rcc1l	37.857143	0	145	120	0	0	0	0	0
Patz1	37.857143	0	133	132	0	0	0	0	0
Olfr543	37.857143	0	0	0	0	148	117	0	0
Ogdh	37.857143	0	89	100	0	0	76	0	0
Mtcp1	37.857143	0	150	115	0	0	0	0	0
Megf10	37.857143	0	153	112	0	0	0	0	0
Jph4	37.857143	0	115	0	0	0	150	0	0
Gucy1a1	37.857143	0	0	184	0	0	0	81	0
Commd7	37.857143	0	105	160	0	0	0	0	0
Cmc4	37.857143	0	150	115	0	0	0	0	0
Cldn11	37.857143	0	128	137	0	0	0	0	0
Brcc3	37.857143	0	150	115	0	0	0	0	0
Alpk2	37.857143	0	139	126	0	0	0	0	0
3110040N11Rik	37.857143	0	171	94	0	0	0	0	0
Snx25	37.714286	0	88	176	0	0	0	0	0
Rela	37.714286	0	154	110	0	0	0	0	0
Prr13	37.714286	0	0	119	0	0	0	145	0
Naa80	37.714286	0	0	137	127	0	0	0	0
Mpzl2	37.714286	0	113	151	0	0	0	0	0
Lars	37.714286	0	118	146	0	0	0	0	0
Lamp1	37.714286	0	0	264	0	0	0	0	0
Hyal3	37.714286	0	0	137	127	0	0	0	0
Hyal1	37.714286	0	0	137	127	0	0	0	0
Ccdc6	37.714286	0	164	100	0	0	0	0	0
Adgrl1	37.714286	0	122	0	0	0	142	0	0
Zar1l	37.571429	0	95	168	0	0	0	0	0
Tmppe	37.571429	0	149	114	0	0	0	0	0
Tfpt	37.571429	0	186	77	0	0	0	0	0
Snx13	37.571429	0	106	157	0	0	0	0	0
Slc35e3	37.571429	0	155	108	0	0	0	0	0
Sec61b	37.571429	0	145	118	0	0	0	0	0
Prpf31	37.571429	0	186	77	0	0	0	0	0
Ndufv3	37.571429	0	160	103	0	0	0	0	0
Golga5	37.571429	0	132	131	0	0	0	0	0
Dnajc8	37.571429	0	136	127	0	0	0	0	0
Brca2	37.571429	0	95	168	0	0	0	0	0
Atpif1	37.571429	0	136	127	0	0	0	0	0
Alg2	37.571429	0	145	118	0	0	0	0	0
Tnc	37.428571	0	0	0	0	0	115	147	0
Tmem183a	37.428571	0	147	115	0	0	0	0	0
Meig1	37.428571	0	103	159	0	0	0	0	0
Lmx1b	37.428571	0	152	110	0	0	0	0	0
Lck	37.428571	0	134	128	0	0	0	0	0
Gm4952	37.428571	0	121	141	0	0	0	0	0
Dnajc6	37.428571	0	130	132	0	0	0	0	0
Dmac1	37.428571	0	124	0	0	0	0	138	0
Calu	37.428571	0	104	158	0	0	0	0	0
Trip11	37.285714	0	125	136	0	0	0	0	0
Plcb4	37.285714	0	132	129	0	0	0	0	0
Ntpcr	37.285714	0	146	115	0	0	0	0	0
Mrpl27	37.285714	0	108	153	0	0	0	0	0
Mrpl21	37.285714	0	128	133	0	0	0	0	0
Ighmbp2	37.285714	0	128	133	0	0	0	0	0
Hid1	37.285714	0	139	0	122	0	0	0	0
Ercc2	37.285714	0	152	0	109	0	0	0	0
Eme1	37.285714	0	108	153	0	0	0	0	0
Arhgap26	37.285714	0	165	0	96	0	0	0	0
Zfp248	37.142857	0	150	0	0	0	110	0	0
Tmem64	37.142857	0	115	145	0	0	0	0	0
Speer4e	37.142857	260	0	0	0	0	0	0	0
Palb2	37.142857	0	114	146	0	0	0	0	0
Mocs3	37.142857	0	136	124	0	0	0	0	0
Dpm1	37.142857	0	136	124	0	0	0	0	0
Dctn5	37.142857	0	114	146	0	0	0	0	0
Rrp15	37.000000	0	138	121	0	0	0	0	0
Nptx1	37.000000	0	139	120	0	0	0	0	0
Ints14	37.000000	0	0	259	0	0	0	0	0
Fancd2os	37.000000	0	171	88	0	0	0	0	0
Cep97	37.000000	0	118	141	0	0	0	0	0
Brk1	37.000000	0	171	88	0	0	0	0	0
Bbs10	37.000000	0	142	117	0	0	0	0	0
Aarsd1	37.000000	0	118	141	0	0	0	0	0
Supt5	36.857143	0	134	124	0	0	0	0	0
Slc5a6	36.857143	0	117	141	0	0	0	0	0
Slain1	36.857143	0	0	157	0	0	0	101	0
Ism1	36.857143	0	153	0	0	105	0	0	0
Exosc6	36.857143	0	132	126	0	0	0	0	0
Ddx56	36.857143	0	125	133	0	0	0	0	0
Atraid	36.857143	0	117	141	0	0	0	0	0
Stard8	36.714286	0	0	114	0	0	143	0	0
Slc22a2	36.714286	0	152	105	0	0	0	0	0
Sdr39u1	36.714286	0	0	135	0	0	122	0	0
Sdha	36.714286	0	77	180	0	0	0	0	0
Sdccag8	36.714286	0	133	124	0	0	0	0	0
Rpl34-ps1	36.714286	0	163	94	0	0	0	0	0
Rpl34	36.714286	0	163	94	0	0	0	0	0
Rnls	36.714286	0	139	118	0	0	0	0	0
Pspc1	36.714286	0	96	161	0	0	0	0	0
Mon1b	36.714286	0	156	101	0	0	0	0	0
Lxn	36.714286	0	135	122	0	0	0	0	0
Hp1bp3	36.714286	0	113	144	0	0	0	0	0
Gmds	36.714286	0	139	118	0	0	0	0	0
Fignl1	36.714286	0	0	149	108	0	0	0	0
Cyb5r4	36.714286	0	85	172	0	0	0	0	0
Cep170	36.714286	0	133	124	0	0	0	0	0
Ccdc127	36.714286	0	77	180	0	0	0	0	0
Bcl2l13	36.714286	0	100	157	0	0	0	0	0
Rint1	36.571429	0	116	140	0	0	0	0	0
Pus7	36.571429	0	116	140	0	0	0	0	0
Llph	36.571429	0	169	0	0	0	0	87	0
Klhl32	36.571429	0	121	135	0	0	0	0	0
H2-T10	36.571429	0	107	149	0	0	0	0	0
Cav2	36.571429	0	0	101	0	0	0	155	0
Atp11b	36.571429	0	116	140	0	0	0	0	0
Slc13a2	36.428571	0	120	135	0	0	0	0	0
Fibp	36.428571	0	127	128	0	0	0	0	0
Ccdc85b	36.428571	0	127	128	0	0	0	0	0
Ahctf1	36.428571	0	123	132	0	0	0	0	0
Tmco6	36.285714	0	114	140	0	0	0	0	0
Sbp	36.285714	0	139	115	0	0	0	0	0
Rpl3l	36.285714	0	129	125	0	0	0	0	0
Polr1d	36.285714	0	0	96	75	0	83	0	0
Nt5dc1	36.285714	0	101	153	0	0	0	0	0
Msrb1	36.285714	0	129	125	0	0	0	0	0
Lnx2	36.285714	0	0	96	75	0	83	0	0
Klhl20	36.285714	0	139	115	0	0	0	0	0
Tm2d1	36.142857	0	107	146	0	0	0	0	0
Tbc1d24	36.142857	0	109	144	0	0	0	0	0
Tada3	36.142857	0	96	157	0	0	0	0	0
Rplp1	36.142857	0	127	126	0	0	0	0	0
Plscr4	36.142857	0	76	73	0	0	104	0	0
Pam	36.142857	0	118	135	0	0	0	0	0
Pafah1b2	36.142857	0	86	80	0	0	87	0	0
Ntn3	36.142857	0	109	144	0	0	0	0	0
Mrm3	36.142857	0	146	107	0	0	0	0	0
Klhl22	36.142857	0	253	0	0	0	0	0	0
Kbtbd2	36.142857	0	141	0	0	0	112	0	0
Glod4	36.142857	0	146	107	0	0	0	0	0
C3	36.142857	0	130	0	0	0	0	123	0
Arpc4	36.142857	0	96	157	0	0	0	0	0
Aff1	36.142857	0	109	144	0	0	0	0	0
Ttc23	36.000000	0	107	145	0	0	0	0	0
Tmem141	36.000000	0	134	118	0	0	0	0	0
Stpg3	36.000000	0	0	150	0	0	102	0	0
Sema3b	36.000000	0	140	112	0	0	0	0	0
Prex1	36.000000	0	0	125	0	0	127	0	0
Nras	36.000000	0	133	119	0	0	0	0	0
Nelfb	36.000000	0	0	150	0	0	102	0	0
Mrpl33	36.000000	0	145	107	0	0	0	0	0
Lrrc28	36.000000	0	107	145	0	0	0	0	0
Itch	36.000000	0	97	155	0	0	0	0	0
Ccdc183	36.000000	0	134	118	0	0	0	0	0
Tusc2	35.857143	0	113	138	0	0	0	0	0
Rom1	35.857143	0	134	117	0	0	0	0	0
Pdcd5	35.857143	0	131	120	0	0	0	0	0
Nudt13	35.857143	0	157	94	0	0	0	0	0
Ints13	35.857143	0	152	99	0	0	0	0	0
Fgfr1op2	35.857143	0	152	99	0	0	0	0	0
Fez2	35.857143	0	133	118	0	0	0	0	0
Eml3	35.857143	0	134	117	0	0	0	0	0
Dennd11	35.857143	0	131	120	0	0	0	0	0
Cst3	35.857143	0	130	121	0	0	0	0	0
Adrm1	35.857143	0	0	157	94	0	0	0	0
Zfp688	35.714286	0	167	83	0	0	0	0	0
Wdr55	35.714286	0	116	134	0	0	0	0	0
Trpm3	35.714286	0	0	0	0	0	126	124	0
Trnt1	35.714286	0	159	0	91	0	0	0	0
Thrb	35.714286	0	153	97	0	0	0	0	0
Pxdn	35.714286	0	149	101	0	0	0	0	0
Pianp	35.714286	0	99	151	0	0	0	0	0
Paip2b	35.714286	0	127	0	0	0	0	123	0
Lhx9	35.714286	0	0	0	91	0	159	0	0
Fmo5	35.714286	0	0	250	0	0	0	0	0
Endod1	35.714286	0	115	135	0	0	0	0	0
Tmem59	35.571429	0	98	151	0	0	0	0	0
Tm9sf3	35.571429	0	151	98	0	0	0	0	0
Thoc5	35.571429	0	119	130	0	0	0	0	0
Tceanc2	35.571429	0	98	151	0	0	0	0	0
Hsbp1	35.571429	0	117	132	0	0	0	0	0
Esr2	35.571429	0	77	172	0	0	0	0	0
Ugdh	35.428571	0	127	121	0	0	0	0	0
Sik2	35.428571	0	132	116	0	0	0	0	0
Myo5a	35.428571	0	139	109	0	0	0	0	0
Gata4	35.428571	0	128	120	0	0	0	0	0
Edem1	35.428571	0	128	120	0	0	0	0	0
6330409D20Rik	35.428571	0	0	0	0	91	157	0	0
Wdr75	35.285714	0	94	153	0	0	0	0	0
Vcp	35.285714	0	134	113	0	0	0	0	0
Tas1r1	35.285714	0	117	130	0	0	0	0	0
S1pr4	35.285714	0	119	128	0	0	0	0	0
Nol9	35.285714	0	117	130	0	0	0	0	0
Ncln	35.285714	0	119	128	0	0	0	0	0
H4c18	35.285714	0	0	112	0	0	135	0	0
H4bc24	35.285714	0	0	112	0	0	135	0	0
H2bc23	35.285714	0	0	112	0	0	135	0	0
H2ac24	35.285714	0	0	112	0	0	135	0	0
H2ac23	35.285714	0	0	112	0	0	135	0	0
Fth1	35.285714	0	165	82	0	0	0	0	0
Egln2	35.285714	0	87	160	0	0	0	0	0
Chd1	35.285714	0	143	104	0	0	0	0	0
Aqp5	35.285714	0	127	120	0	0	0	0	0
Rnaseh1	35.142857	0	0	138	108	0	0	0	0
Rbm27	35.142857	0	0	157	89	0	0	0	0
Pkp4	35.142857	0	101	145	0	0	0	0	0
Obsl1	35.142857	0	0	155	0	0	0	91	0
Mbnl3	35.142857	0	118	0	128	0	0	0	0
Inha	35.142857	0	0	155	0	0	0	91	0
Clk3	35.142857	0	0	106	0	0	0	140	0
Ccdc148	35.142857	0	101	145	0	0	0	0	0
Alg11	35.142857	0	134	112	0	0	0	0	0
Ak4	35.142857	0	128	118	0	0	0	0	0
Wdr35	35.000000	0	86	159	0	0	0	0	0
Topbp1	35.000000	0	0	166	79	0	0	0	0
Snrpd1	35.000000	0	0	126	0	0	119	0	0
Secisbp2	35.000000	0	105	140	0	0	0	0	0
Mterf1a	35.000000	0	127	0	118	0	0	0	0
Letm1	35.000000	0	67	178	0	0	0	0	0
H2-T23	35.000000	0	0	110	0	0	0	135	0
Fam71e1	35.000000	0	147	98	0	0	0	0	0
Emc10	35.000000	0	147	98	0	0	0	0	0
Dusp2	35.000000	0	130	115	0	0	0	0	0
Astl	35.000000	0	130	115	0	0	0	0	0
4921504E06Rik	35.000000	0	107	138	0	0	0	0	0
Timm17a	34.857143	0	97	147	0	0	0	0	0
Rab8b	34.857143	0	115	129	0	0	0	0	0
Psma1	34.857143	0	107	137	0	0	0	0	0
Ogfod1	34.857143	0	85	159	0	0	0	0	0
Nudt21	34.857143	0	85	159	0	0	0	0	0
Ndufa8	34.857143	0	133	111	0	0	0	0	0
Mrpl2	34.857143	0	100	144	0	0	0	0	0
Morn5	34.857143	0	133	111	0	0	0	0	0
Mon2	34.857143	0	132	0	0	0	112	0	0
Lrpprc	34.857143	0	153	91	0	0	0	0	0
Klc4	34.857143	0	100	144	0	0	0	0	0
Irx5	34.857143	0	0	111	0	0	133	0	0
Gtpbp10	34.857143	0	118	126	0	0	0	0	0
Gnb1l	34.857143	0	124	120	0	0	0	0	0
Cul7	34.857143	0	100	144	0	0	0	0	0
Cish	34.857143	0	104	140	0	0	0	0	0
Asah2	34.857143	0	118	126	0	0	0	0	0
Zfp319	34.714286	0	109	134	0	0	0	0	0
Usb1	34.714286	0	109	134	0	0	0	0	0
Tmem238	34.714286	0	158	85	0	0	0	0	0
Thada	34.714286	0	97	146	0	0	0	0	0
Slc22a15	34.714286	0	132	111	0	0	0	0	0
Rpl28	34.714286	0	158	85	0	0	0	0	0
Fign	34.714286	0	135	108	0	0	0	0	0
Elapor1	34.714286	0	97	146	0	0	0	0	0
1700013F07Rik	34.714286	0	97	146	0	0	0	0	0
Sumo3	34.571429	0	119	0	0	0	0	123	0
Slc30a7	34.571429	0	81	161	0	0	0	0	0
Pptc7	34.571429	0	119	123	0	0	0	0	0
Fam151b	34.571429	0	97	145	0	0	0	0	0
Extl2	34.571429	0	81	161	0	0	0	0	0
Slc9a3	34.428571	0	0	129	112	0	0	0	0
Rcor2	34.428571	0	151	90	0	0	0	0	0
Rab28	34.428571	0	142	99	0	0	0	0	0
Nsun4	34.428571	0	87	68	86	0	0	0	0
Mydgf	34.428571	0	118	123	0	0	0	0	0
Gpatch2l	34.428571	0	143	98	0	0	0	0	0
Erbb3	34.428571	0	93	148	0	0	0	0	0
Efemp2	34.428571	0	0	133	0	0	108	0	0
Atp7a	34.428571	0	118	123	0	0	0	0	0
Atg14	34.428571	0	155	86	0	0	0	0	0
Zfp39	34.285714	0	107	133	0	0	0	0	0
Tram1	34.285714	0	118	122	0	0	0	0	0
Tomm70a	34.285714	0	118	122	0	0	0	0	0
Sv2c	34.285714	0	0	0	0	0	116	124	0
Serinc1	34.285714	0	106	134	0	0	0	0	0
Nt5dc3	34.285714	0	151	0	0	89	0	0	0
Kdm5a	34.285714	0	135	0	0	0	0	105	0
Diablo	34.285714	0	130	110	0	0	0	0	0
Ccnl2	34.285714	0	136	104	0	0	0	0	0
Zbtb14	34.142857	0	112	127	0	0	0	0	0
Vps26a	34.142857	0	125	114	0	0	0	0	0
Ttll3	34.142857	0	137	102	0	0	0	0	0
Spry4	34.142857	0	0	125	0	0	114	0	0
Snx27	34.142857	0	82	157	0	0	0	0	0
Ppp5c	34.142857	0	0	0	100	0	139	0	0
Angptl4	34.142857	0	0	94	0	0	145	0	0
Zrsr1	34.000000	0	163	75	0	0	0	0	0
Tmtc1	34.000000	0	115	123	0	0	0	0	0
Rnf185	34.000000	0	100	138	0	0	0	0	0
Polr3d	34.000000	0	99	0	0	139	0	0	0
Nol6	34.000000	0	141	97	0	0	0	0	0
Ndufs7	34.000000	0	103	135	0	0	0	0	0
Man1a	34.000000	0	0	139	0	99	0	0	0
Lsm8	34.000000	0	108	130	0	0	0	0	0
Hmgb2	34.000000	0	135	103	0	0	0	0	0
Gm4553	34.000000	0	89	149	0	0	0	0	0
Fam207a	34.000000	0	115	123	0	0	0	0	0
Ermp1	34.000000	0	157	81	0	0	0	0	0
Dpp8	34.000000	0	105	133	0	0	0	0	0
Abhd3	34.000000	0	144	94	0	0	0	0	0
Sytl4	33.857143	0	77	160	0	0	0	0	0
Syn3	33.857143	0	0	105	0	0	132	0	0
Stau2	33.857143	0	0	0	0	152	0	85	0
Src	33.857143	0	115	0	122	0	0	0	0
Spout1	33.857143	0	77	62	0	0	98	0	0
R3hcc1l	33.857143	0	98	139	0	0	0	0	0
Ppil1	33.857143	0	105	132	0	0	0	0	0
Celsr3	33.857143	0	237	0	0	0	0	0	0
BC004004	33.857143	0	105	132	0	0	0	0	0
Aplp2	33.857143	0	124	113	0	0	0	0	0
Trip10	33.714286	0	0	109	127	0	0	0	0
Stard3nl	33.714286	0	111	125	0	0	0	0	0
Pym1	33.714286	0	117	119	0	0	0	0	0
Psmd9	33.714286	0	110	126	0	0	0	0	0
Pltp	33.714286	0	236	0	0	0	0	0	0
Nudt1	33.714286	0	113	123	0	0	0	0	0
Lamtor5	33.714286	0	95	141	0	0	0	0	0
Gpr108	33.714286	0	0	109	127	0	0	0	0
Dgka	33.714286	0	117	119	0	0	0	0	0
Cttn	33.714286	0	0	132	104	0	0	0	0
Abhd14b	33.714286	0	118	118	0	0	0	0	0
Zfp619	33.571429	0	97	138	0	0	0	0	0
Tmco1	33.571429	0	111	124	0	0	0	0	0
Spink10	33.571429	0	87	148	0	0	0	0	0
Sac3d1	33.571429	0	87	148	0	0	0	0	0
Parn	33.571429	0	137	0	0	0	98	0	0
Otulin	33.571429	0	66	169	0	0	0	0	0
Mef2c	33.571429	0	0	0	0	0	144	91	0
Med31	33.571429	0	135	100	0	0	0	0	0
Ino80c	33.571429	0	81	154	0	0	0	0	0
Fbxo38	33.571429	0	87	148	0	0	0	0	0
Cfap46	33.571429	0	97	138	0	0	0	0	0
Bfar	33.571429	0	137	0	0	0	98	0	0
4930563E22Rik	33.571429	0	135	100	0	0	0	0	0
Smarcad1	33.428571	0	234	0	0	0	0	0	0
