Target_genes	Gata3|Average	SRX018103|CD4+_T_cells	SRX092582|CD4+_T_cells	SRX092583|CD4+_T_cells	SRX1144904|CD4+_T_cells	SRX1144905|CD4+_T_cells	SRX018101|CD4_CD8_double_negative_cells	SRX091676|CD4_CD8_double_negative_cells	SRX091677|CD4_CD8_double_negative_cells	SRX018102|CD4_CD8_double_positive_cells	SRX077028|CD4_CD8_double_positive_cells	SRX091678|CD4_CD8_double_positive_cells	SRX018104|CD8+_T_cells	SRX077029|CD8+_T_cells	SRX7821124|Hematopoietic_progenitors	SRX7821125|Hematopoietic_progenitors	SRX7821126|Hematopoietic_progenitors	SRX8858058|Hematopoietic_progenitors	SRX8858059|Hematopoietic_progenitors	SRX1115327|ILC2	SRX13185577|ILC2	SRX13185578|ILC2	SRX13185579|ILC2	SRX21547797|ILC2	SRX21547798|ILC2	SRX15046828|Induced_trophoblast_stem_cells	SRX15046829|Induced_trophoblast_stem_cells	SRX1115326|Innate_lymphoid_cells	SRX4677000|Innate_lymphoid_cells	SRX4677001|Innate_lymphoid_cells	SRX4677005|Innate_lymphoid_cells	SRX4677006|Innate_lymphoid_cells	SRX15046860|MEF	SRX15046861|MEF	SRX15046870|MEF	SRX15046871|MEF	SRX018111|Natural_Killer_T-Cells	SRX2499766|Scid.adh.2c2	SRX2499767|Scid.adh.2c2	SRX2499768|Scid.adh.2c2	SRX2499769|Scid.adh.2c2	SRX018108|Th17_Cells	SRX018105|Th1_Cells	DRX012366|Th2_Cells	DRX012367|Th2_Cells	SRX018106|Th2_Cells	SRX077030|Th2_Cells	SRX1115328|Th2_Cells	SRX18113530|Th2_Cells	SRX18113531|Th2_Cells	SRX18275247|Th2_Cells	SRX18275248|Th2_Cells	SRX18275249|Th2_Cells	SRX18275250|Th2_Cells	SRX19650900|Th2_Cells	SRX19650901|Th2_Cells	SRX018110|Treg	SRX2416654|Trophoblast_stem_cells	SRX018109|T_cells	STRING
Ccne2	21.155172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	261	0	161	177	167	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bet1l	21.155172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	294	358	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a7	21.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	307	311	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plag1	21.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	116	0	0	0	0	0	0	76	210	192	0	0	181	0	179	0	0	0	0	0	0	0	0	0	0	0	73	104	0	0	0	0	0	0
R3hcc1	21.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	251	246	149	0	0	0	0	0	0	0	0	0	0	0	148	88	0	0	0	0	0	0
Gm13276	21.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	215	362	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd74	21.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	222	223	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bphl	21.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	141	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	236	195	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcap29	21.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	404	275	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r13l	21.103448	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	176	0	0	0	0	0	0	0	0	0	0	126	166	149	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr299	21.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	196	359	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	151	0	0	0	0	0	0
Mpp2	21.103448	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	86	0	0	0	0	0	0
Gm36298	21.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	208	334	227	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd4	21.086207	0	0	0	270	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	213	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paox	21.086207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	284	0	0	0	0	0	0	0	0	0	0	267	136	206	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrip1	21.086207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	128	0	0	0	165	205	202	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnab	21.086207	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	90	77	90	0	82	122	0	0	0	0	0	0
Extl1	21.086207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0
Utp4	21.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	136	313	155	253	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
Pam16	21.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	267	370	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derpc	21.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	136	313	155	253	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
Chtf8	21.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	136	313	155	253	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
Tslp	21.051724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	387	255	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem40	21.034483	0	0	0	427	185	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	115	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3696	21.034483	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp8	21.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	289	296	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmch	21.017241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	145	0	0	0	0	0	185	341	164	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccn6	21.017241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	145	0	0	0	0	0	161	296	242	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult2a6	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a7	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	366	304	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plscr3	21.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	248	260	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp444	20.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	266	339	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc7	20.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	274	247	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps39	20.982759	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	145	0	0	0	0	0	0	0	195	200	178	234	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0
Styk1	20.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setd6	20.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	101	92	88	0	163	236	160	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat1	20.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	335	0	0	0	0	0	0	0	250	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adrb1	20.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	167	394	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm3	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	157	403	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4724	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	128	204	224	0	89	341	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2026	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	128	204	224	0	89	341	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14434	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	128	204	224	0	89	341	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14430	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	128	204	224	0	89	341	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14308	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	128	204	224	0	89	341	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil1	20.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	324	0	0	262	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg29	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps2	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	91	293	232	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khsrp	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	355	248	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8127	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	440	0	0	0	0	0	0	0	221	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgr	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	184	468	108	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst8	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	481	0	0	0	0	0	124	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c20	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	187	335	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007K13Rik	20.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	91	293	232	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarb1	20.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	229	292	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr960	20.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn9	20.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	364	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	104	0	61	122	0	0	0	0	0	0
Aox3	20.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	303	0	0	0	0	0	261	217	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r84	20.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulk3	20.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	449	194	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp2	20.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	314	289	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgpep1l	20.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	128	0	128	0	97	194	0	0	0	0	0	0
L3mbtl2	20.913793	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	181	232	232	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Micalcl	20.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	178	0	0	0	0	0	178	166	274	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6pd	20.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	295	0	0	0	0	0	0	0	0	0	0	168	101	271	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp14	20.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	204	199	238	0	0	0	0	0	0	0	0	0	0	0	181	253	0	0	0	0	0	0
Clec16a	20.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	265	215	261	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx8	20.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	244	347	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem236	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	203	161	205	0	179	281	0	0	0	0	0	0
Ruvbl1	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	293	360	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1302	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madcam1	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	270	151	315	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
Lrrd1	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	177	368	368	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13277	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	215	362	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ficd	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	219	334	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat4	20.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	167	246	0	0	0	0	0	123	126	217	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Tmem8b	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	282	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	75	0	76	0	100	160	0	0	0	0	0	0
Suox	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	216	0	146	0	0	0	187	186	119	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a17	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	383	204	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc10a2	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	219	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam221b	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	282	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	75	0	76	0	100	160	0	0	0	0	0	0
Ei24	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	187	112	226	0	0	0	0	0	0	0	105	0	106	0	211	182	0	0	0	0	0	0
Camta1	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	288	280	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caml	20.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	289	331	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sstr5	20.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	124	0	0	0	0	0	175	0	359	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0
Rnase9	20.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	276	394	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr33	20.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	263	462	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gkn1	20.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	481	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc183	20.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	133	0	0	434	116	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf34	20.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	137	115	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	148	313	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgp1	20.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	343	223	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g4a	20.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	370	410	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	111	0	0	0	0	0	0	0	0	0
Gba2	20.810345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	343	223	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd11	20.810345	0	0	0	85	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	120	0	0	112	191	116	140	0	0	0	0	0	0	0	0	0	0	0	91	110	0	0	0	0	0	0
Defa5	20.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	234	0	0	0	0	0	0	0	335	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zar1l	20.775862	0	0	0	0	131	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	146	228	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr55	20.775862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	271	282	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tent5c	20.775862	0	0	0	0	130	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	118	134	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0
Slc16a11	20.775862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	217	330	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runx2	20.775862	0	0	0	115	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	142	77	142	0	234	221	0	0	0	0	0	0
Pla2g2d	20.775862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	155	0	0	0	0	0	184	146	170	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	84	0	0	0	0	0	0
