Target_genes	Usf1|Average	SRX142512|C2C12	SRX142513|C2C12	SRX6784089|CH12	SRX6784090|CH12	SRX5027410|ES_cells	SRX6784044|MEL	SRX6784045|MEL	STRING
Mt3	30.142857	0	211	0	0	0	0	0	0
Mob4	30.142857	0	0	0	111	0	0	100	0
Lars2	30.142857	0	0	0	0	0	82	129	0
Krtap31-2	30.142857	0	0	0	0	0	0	211	0
Endov	30.142857	0	0	0	110	0	101	0	0
Dusp27	30.142857	0	211	0	0	0	0	0	0
Col18a1	30.142857	0	0	0	0	211	0	0	0
Cdk6	30.142857	0	0	0	0	0	0	211	0
1110017D15Rik	30.142857	0	0	0	0	211	0	0	0
Zfp24	30.000000	0	0	0	0	0	0	210	0
Raf1	30.000000	0	0	0	86	0	0	124	0
Pkd1l2	30.000000	0	0	0	0	0	0	210	0
Gid8	30.000000	0	0	0	0	0	0	210	0
Faf2	30.000000	0	0	0	0	0	114	96	0
Dido1	30.000000	0	0	0	0	0	0	210	0
Cldn3	30.000000	0	0	0	0	210	0	0	0
Cavin4	30.000000	0	210	0	0	0	0	0	0
Atg16l1	30.000000	0	0	0	0	0	92	118	0
Rnase1	29.857143	209	0	0	0	0	0	0	0
Rhox3f	29.857143	94	115	0	0	0	0	0	0
Fam131a	29.857143	0	0	0	0	0	106	103	0
Rtcb	29.714286	0	0	0	0	0	103	105	0
Prps1	29.714286	0	0	0	0	0	0	208	0
Pacs1	29.714286	0	0	208	0	0	0	0	0
Ndufs3	29.714286	0	0	0	0	0	0	208	0
Kbtbd4	29.714286	0	0	0	0	0	0	208	0
H3c6	29.714286	0	0	0	0	0	95	113	0
Fxyd2	29.714286	0	0	0	0	208	0	0	0
Def8	29.714286	0	0	0	0	208	0	0	0
Zbtb34	29.571429	0	0	0	0	207	0	0	0
Prodh	29.571429	0	0	0	0	0	110	97	0
Lmod1	29.571429	207	0	0	0	0	0	0	0
Klf13	29.571429	0	0	0	0	0	0	207	0
Fam163a	29.571429	0	0	0	0	207	0	0	0
Dact1	29.571429	0	207	0	0	0	0	0	0
4930402F06Rik	29.571429	0	0	0	0	0	0	207	0
Sost	29.428571	0	0	0	0	0	0	206	0
Rbm22	29.428571	0	0	0	0	0	0	206	0
Rab43	29.428571	0	0	0	206	0	0	0	0
Parp4	29.428571	0	0	0	0	0	0	206	0
Mars2	29.428571	0	0	0	75	0	0	131	0
Fam207a	29.428571	0	0	0	0	0	89	117	0
Dmxl1	29.428571	0	0	0	0	0	0	206	0
Cenpj	29.428571	0	0	0	0	0	0	206	0
Znhit6	29.285714	0	0	0	0	0	104	101	0
Zfp46	29.285714	0	0	0	0	0	0	205	0
Thap7	29.285714	0	0	0	110	0	0	95	0
Pramel15	29.285714	0	0	0	0	205	0	0	0
Gnai3	29.285714	0	0	0	106	0	0	99	0
Socs3	29.142857	0	0	0	0	0	0	204	0
Sars2	29.142857	0	0	0	0	204	0	0	0
Rsrc2	29.142857	0	0	0	0	0	74	130	0
Nek4	29.142857	0	0	0	98	0	0	106	0
Mzf1	29.142857	0	0	0	0	0	101	103	0
Mrps12	29.142857	0	0	0	0	204	0	0	0
Kntc1	29.142857	0	0	0	0	0	74	130	0
Gnao1	29.142857	0	0	204	0	0	0	0	0
Asxl1	29.142857	0	0	0	0	0	0	204	0
Amn1	29.142857	0	0	0	73	0	131	0	0
Zfp784	29.000000	0	0	0	0	0	0	203	0
Zfp65	29.000000	0	0	0	0	0	95	108	0
Tox4	29.000000	0	0	0	0	0	87	116	0
Tmprss2	29.000000	0	0	0	0	203	0	0	0
Smarcal1	29.000000	0	0	0	0	0	86	117	0
Rab2b	29.000000	0	0	0	0	0	87	116	0
Pla2g10	29.000000	0	0	0	0	203	0	0	0
Nfib	29.000000	203	0	0	0	0	0	0	0
Inpp5e	29.000000	0	0	0	89	0	114	0	0
Fut4	29.000000	0	0	0	0	0	0	203	0
Cplane2	29.000000	0	0	0	0	0	88	115	0
Ccz1	29.000000	0	0	0	0	0	0	203	0
Ankrd37	29.000000	0	0	0	84	0	119	0	0
Zbtb6	28.857143	0	0	0	0	0	0	202	0
Serpinb7	28.857143	0	202	0	0	0	0	0	0
Rad54b	28.857143	0	0	0	0	0	0	202	0
Nrbp2	28.857143	0	0	0	0	202	0	0	0
Nol12	28.857143	0	0	0	0	0	0	202	0
Msh6	28.857143	0	0	0	0	202	0	0	0
Focad	28.857143	0	0	0	0	0	98	104	0
Fam83d	28.857143	0	0	0	0	0	202	0	0
Dmxl2	28.857143	0	0	0	0	0	0	202	0
Smim24	28.714286	0	201	0	0	0	0	0	0
Rsph3b	28.714286	0	0	127	0	0	0	74	0
Rps16	28.714286	0	0	0	0	0	98	103	0
Nectin2	28.714286	0	0	0	0	0	81	120	0
Dscc1	28.714286	0	0	0	0	0	84	117	0
Cyp2u1	28.714286	0	0	0	0	0	0	201	0
Slc35f5	28.571429	0	200	0	0	0	0	0	0
Rbck1	28.571429	0	0	0	0	0	0	200	0
Mrpl58	28.571429	0	0	0	0	0	86	114	0
Gm21083	28.571429	0	200	0	0	0	0	0	0
Dipk2a	28.571429	0	0	0	0	0	0	200	0
Csrnp2	28.571429	0	0	0	0	0	116	84	0
Cfap410	28.571429	0	0	0	0	0	108	92	0
Ccdc50	28.571429	0	0	200	0	0	0	0	0
Asprv1	28.571429	0	0	0	0	0	200	0	0
Acot1	28.571429	0	0	0	0	0	0	200	0
Zfp26	28.428571	0	0	0	0	0	104	95	0
Wdr91	28.428571	0	0	0	0	0	0	199	0
Tmem254c	28.428571	0	0	0	0	0	0	199	0
Tmem254b	28.428571	0	0	0	0	0	0	199	0
Tmem254a	28.428571	0	0	0	0	0	0	199	0
Nkx1-1	28.428571	0	0	0	0	0	0	199	0
Mrpl21	28.428571	0	0	0	0	0	0	199	0
Ighmbp2	28.428571	0	0	0	0	0	0	199	0
Fbln5	28.428571	0	0	0	0	0	0	199	0
Ehd3	28.428571	0	0	0	0	0	0	199	0
Ccdc130	28.428571	0	0	0	108	0	0	91	0
AW209491	28.428571	0	0	0	0	0	106	93	0
Tbx19	28.285714	94	104	0	0	0	0	0	0
Six4	28.285714	0	198	0	0	0	0	0	0
Nup85	28.285714	0	0	0	0	0	95	103	0
Npc2	28.285714	0	0	119	0	0	79	0	0
Mrps16	28.285714	0	0	0	0	0	90	108	0
Isca2	28.285714	0	0	119	0	0	79	0	0
Dnajc9	28.285714	0	0	0	0	0	90	108	0
Ciao2a	28.285714	0	0	0	0	0	0	198	0
Glt1d1	28.142857	0	0	0	0	197	0	0	0
Ctrb1	28.142857	197	0	0	0	0	0	0	0
Arid4a	28.142857	0	0	0	0	0	68	129	0
Alpk2	28.142857	0	0	0	0	197	0	0	0
Zswim7	28.000000	0	0	0	0	0	0	196	0
Zfp286	28.000000	0	0	0	0	196	0	0	0
Ttc19	28.000000	0	0	0	0	0	0	196	0
Serpina12	28.000000	196	0	0	0	0	0	0	0
Nkpd1	28.000000	0	0	0	0	0	0	196	0
Kifc3	28.000000	0	0	0	0	0	93	103	0
Hemk1	28.000000	0	0	0	79	0	117	0	0
Emc4	28.000000	0	0	0	0	0	109	87	0
Copb1	28.000000	0	0	0	0	196	0	0	0
Cdh10	28.000000	0	0	0	0	0	0	196	0
Aqp6	28.000000	0	196	0	0	0	0	0	0
6430571L13Rik	28.000000	0	0	0	79	0	117	0	0
2510009E07Rik	28.000000	0	0	0	0	196	0	0	0
Tmem79	27.857143	0	0	0	0	0	81	114	0
Tead4	27.857143	0	0	0	0	195	0	0	0
Smg5	27.857143	0	0	0	0	0	81	114	0
Sdcbp	27.857143	0	0	0	0	0	0	195	0
Pigo	27.857143	0	0	0	0	0	0	195	0
Phkg1	27.857143	0	0	0	0	195	0	0	0
Krtdap	27.857143	0	0	0	0	195	0	0	0
Inka2	27.857143	0	0	0	0	0	0	195	0
Gmcl1	27.857143	0	0	0	0	0	90	105	0
Fancd2	27.857143	0	0	0	110	0	85	0	0
Emc3	27.857143	0	0	0	110	0	85	0	0
Dnaaf2	27.857143	0	0	0	104	0	0	91	0
Csde1	27.857143	0	0	0	95	0	0	100	0
Cd46	27.857143	0	0	0	0	0	95	100	0
B3galnt2	27.857143	0	0	0	0	0	100	95	0
Armc12	27.857143	0	0	0	0	0	0	195	0
Oip5	27.714286	0	0	0	0	0	0	194	0
Nusap1	27.714286	0	0	0	0	0	0	194	0
Lad1	27.714286	0	0	0	0	194	0	0	0
Ets1	27.714286	0	194	0	0	0	0	0	0
Trim56	27.571429	0	0	0	0	0	0	193	0
Sytl3	27.571429	0	108	0	0	0	0	85	0
Slco1a6	27.571429	0	193	0	0	0	0	0	0
Slc30a4	27.571429	0	193	0	0	0	0	0	0
Prmt7	27.571429	0	0	0	0	0	90	103	0
Kctd15	27.571429	0	0	0	0	193	0	0	0
Fcgr1	27.571429	0	0	0	0	0	0	193	0
Esd	27.571429	0	193	0	0	0	0	0	0
Crebzf	27.571429	0	0	0	0	193	0	0	0
Atxn7l3	27.571429	0	0	0	0	0	0	193	0
Acta1	27.571429	0	0	0	0	193	0	0	0
6430628N08Rik	27.571429	0	0	0	0	193	0	0	0
Zfand3	27.428571	0	0	0	0	0	0	192	0
Rapgef6	27.428571	0	0	0	0	0	0	192	0
Neb	27.428571	192	0	0	0	0	0	0	0
Klf5	27.428571	0	0	0	0	0	81	111	0
Atg7	27.428571	0	0	0	0	0	0	192	0
Arsb	27.428571	0	0	0	0	192	0	0	0
Tssk3	27.285714	0	0	0	0	191	0	0	0
Tmem174	27.285714	0	191	0	0	0	0	0	0
Ptgfrn	27.285714	191	0	0	0	0	0	0	0
Naxd	27.285714	0	0	92	0	0	99	0	0
Lyrm2	27.285714	0	0	0	0	0	0	191	0
Fzd6	27.285714	0	0	0	0	0	0	191	0
Fermt3	27.285714	0	0	0	0	0	0	191	0
Fam229a	27.285714	0	0	0	0	191	0	0	0
Ebp	27.285714	0	0	0	0	120	0	71	0
Dnaja1	27.285714	0	0	0	0	0	78	113	0
Crx	27.285714	0	0	0	0	191	0	0	0
Batf3	27.285714	0	0	0	0	0	191	0	0
Vstm4	27.142857	0	0	0	0	0	190	0	0
Tmem29	27.142857	0	0	0	0	0	0	190	0
Rtn4	27.142857	0	0	0	0	0	0	190	0
Polk	27.142857	0	190	0	0	0	0	0	0
Gm11563	27.142857	0	190	0	0	0	0	0	0
Fcer1a	27.142857	0	0	0	0	0	0	190	0
Dyrk3	27.142857	0	0	0	0	0	0	190	0
Dmac1	27.142857	0	0	0	0	0	0	190	0
Cert1	27.142857	0	190	0	0	0	0	0	0
Smim6	27.000000	0	0	0	0	0	0	189	0
Rsl1d1	27.000000	0	0	0	0	0	0	189	0
Map11	27.000000	0	0	0	0	0	0	189	0
Haus4	27.000000	0	0	0	0	0	0	189	0
Espn	27.000000	0	0	0	0	0	0	189	0
Crb2	27.000000	0	0	0	0	189	0	0	0
Zfc3h1	26.857143	0	0	0	0	0	94	94	0
Thap2	26.857143	0	0	0	0	0	94	94	0
Mcpt4	26.857143	0	188	0	0	0	0	0	0
Kif7	26.857143	0	188	0	0	0	0	0	0
Ilf2	26.857143	0	0	0	0	0	75	113	0
Cyp4f14	26.857143	0	188	0	0	0	0	0	0
Cdhr3	26.857143	0	188	0	0	0	0	0	0
Apoa4	26.857143	0	0	0	0	0	0	188	0
1700066M21Rik	26.857143	0	0	0	0	0	0	188	0
Zfp12	26.714286	0	0	0	100	0	0	87	0
Tmem217	26.714286	0	0	0	0	0	0	187	0
Tbc1d22b	26.714286	0	0	0	0	0	0	187	0
P2ry10b	26.714286	0	187	0	0	0	0	0	0
Olfr1033	26.714286	0	0	0	0	0	0	187	0
Nyx	26.714286	0	0	0	0	0	0	187	0
Borcs7	26.714286	0	0	0	0	0	0	187	0
Terf2ip	26.571429	0	0	0	0	0	69	117	0
Slc24a1	26.571429	0	0	0	0	0	0	186	0
Ptpn3	26.571429	0	0	0	0	0	0	186	0
Nrg2	26.571429	0	0	0	186	0	0	0	0
Mapk6	26.571429	0	0	0	0	0	88	98	0
Kars	26.571429	0	0	0	0	0	69	117	0
Hlf	26.571429	0	0	0	0	0	0	186	0
Fxn	26.571429	0	0	0	0	0	0	186	0
4933424G06Rik	26.571429	0	0	0	0	0	90	96	0
Rtbdn	26.428571	0	185	0	0	0	0	0	0
Myrip	26.428571	0	0	0	0	185	0	0	0
Gm8300	26.428571	0	0	0	0	0	0	185	0
Ghitm	26.428571	0	0	0	0	0	85	100	0
Fam126a	26.428571	0	0	0	0	0	0	185	0
B230219D22Rik	26.428571	0	0	0	0	0	112	73	0
Ap3b1	26.428571	0	0	0	0	0	0	185	0
Snx31	26.285714	0	0	0	0	0	0	184	0
Sema4c	26.285714	0	0	0	0	0	0	184	0
Pdpn	26.285714	0	184	0	0	0	0	0	0
Hikeshi	26.285714	0	0	0	0	0	86	98	0
Ep400	26.285714	0	0	0	0	0	93	91	0
Dusp22	26.285714	0	0	184	0	0	0	0	0
Cox7c	26.285714	0	0	0	0	0	184	0	0
Cacna1c	26.285714	0	0	0	0	0	0	184	0
Zfp628	26.142857	0	0	0	0	183	0	0	0
Tcp11	26.142857	0	0	0	0	183	0	0	0
Sohlh1	26.142857	0	0	0	0	183	0	0	0
Rnf216	26.142857	0	0	0	113	0	0	70	0
Ralyl	26.142857	0	0	0	0	183	0	0	0
Plbd1	26.142857	0	0	0	0	183	0	0	0
Parp10	26.142857	0	0	0	0	0	0	183	0
Nfatc2ip	26.142857	0	0	0	0	0	79	104	0
Neurod1	26.142857	0	0	0	0	183	0	0	0
Muc4	26.142857	0	0	0	71	112	0	0	0
Grina	26.142857	0	0	0	0	0	0	183	0
Gm4952	26.142857	0	0	0	0	183	0	0	0
Ttll4	26.000000	0	0	0	0	0	0	182	0
Shroom3	26.000000	0	0	0	0	182	0	0	0
Rc3h1	26.000000	0	0	0	0	0	0	182	0
Phkg2	26.000000	0	0	0	0	0	0	182	0
Mt4	26.000000	0	182	0	0	0	0	0	0
Dtx4	26.000000	0	0	89	0	0	0	93	0
Defb48	26.000000	0	182	0	0	0	0	0	0
2310009B15Rik	26.000000	0	182	0	0	0	0	0	0
Trmt44	25.857143	0	0	0	0	0	0	181	0
Smyd3	25.857143	0	0	0	0	0	76	105	0
Nid1	25.857143	0	181	0	0	0	0	0	0
Krt16	25.857143	0	181	0	0	0	0	0	0
Ing2	25.857143	0	0	0	0	0	0	181	0
Gm11595	25.857143	0	181	0	0	0	0	0	0
Fgl2	25.857143	0	0	0	181	0	0	0	0
Cmss1	25.857143	0	0	0	0	0	89	92	0
Cactin	25.857143	0	0	0	88	0	93	0	0
Zfp120	25.714286	0	0	180	0	0	0	0	0
Zcchc8	25.714286	0	0	0	0	0	0	180	0
Snf8	25.714286	0	0	0	86	0	94	0	0
Slc25a25	25.714286	0	180	0	0	0	0	0	0
Rsph3a	25.714286	0	0	0	0	0	0	180	0
Rngtt	25.714286	0	0	0	0	180	0	0	0
Rbm39	25.714286	0	0	0	0	0	88	92	0
Lgals2	25.714286	0	180	0	0	0	0	0	0
Il7r	25.714286	0	0	0	0	0	0	180	0
Cux2	25.714286	0	0	0	0	0	0	180	0
Bzw1	25.714286	0	0	0	0	0	0	180	0
Bloc1s4	25.714286	0	0	0	0	0	0	180	0
Arhgef12	25.714286	0	0	0	0	0	0	180	0
Ablim3	25.714286	0	0	0	0	0	0	180	0
Tmem86b	25.571429	0	0	0	0	0	0	179	0
Pdcl2	25.571429	0	0	0	0	179	0	0	0
Nudt1	25.571429	0	0	0	0	0	179	0	0
Itprid2	25.571429	0	0	0	0	0	0	179	0
Ipo9	25.571429	0	0	0	0	0	179	0	0
Golt1a	25.571429	0	0	0	0	0	0	179	0
Ccnt2	25.571429	0	0	0	0	0	0	179	0
Brf1	25.571429	0	0	0	0	0	0	179	0
Prame	25.428571	0	0	0	178	0	0	0	0
Topbp1	25.285714	0	0	0	83	0	0	94	0
Smarca2	25.285714	0	0	0	0	0	0	177	0
Rpl5	25.285714	0	0	0	0	0	0	177	0
Psca	25.285714	0	0	0	0	177	0	0	0
Olr1	25.285714	0	177	0	0	0	0	0	0
Dzip3	25.285714	0	0	0	0	0	0	177	0
Cip2a	25.285714	0	0	0	0	0	0	177	0
Chmp3	25.285714	0	0	0	0	0	0	177	0
C5ar1	25.285714	0	0	0	0	0	0	177	0
Trmu	25.142857	0	0	0	0	0	176	0	0
Timm21	25.142857	0	0	0	0	0	78	98	0
Ropn1l	25.142857	0	0	0	0	0	0	176	0
Pcdhgb2	25.142857	0	0	0	0	176	0	0	0
Pcdhga5	25.142857	0	0	0	0	176	0	0	0
Lrrtm2	25.142857	0	0	0	0	176	0	0	0
Gabpa	25.142857	0	0	0	0	0	81	95	0
Fbxo15	25.142857	0	0	0	0	0	78	98	0
Egf	25.142857	0	0	0	0	0	0	176	0
Ccbe1	25.142857	176	0	0	0	0	0	0	0
Atp5j	25.142857	0	0	0	0	0	81	95	0
Trim32	25.000000	0	175	0	0	0	0	0	0
Tmem72	25.000000	0	175	0	0	0	0	0	0
Tcp10c	25.000000	0	175	0	0	0	0	0	0
Smco1	25.000000	0	0	0	175	0	0	0	0
Mcm9	25.000000	0	0	0	0	88	0	87	0
Marchf6	25.000000	0	0	0	0	0	0	175	0
Kcns1	25.000000	0	175	0	0	0	0	0	0
Ing3	25.000000	0	0	0	113	0	62	0	0
Gbp6	25.000000	175	0	0	0	0	0	0	0
Blmh	25.000000	0	0	0	0	0	175	0	0
Bfsp2	25.000000	0	175	0	0	0	0	0	0
9130409I23Rik	25.000000	0	175	0	0	0	0	0	0
Upf3b	24.857143	0	0	0	0	0	0	174	0
Ulk2	24.857143	0	0	0	0	0	0	174	0
Stx12	24.857143	0	0	0	0	0	174	0	0
Stab1	24.857143	0	0	0	0	174	0	0	0
Smim5	24.857143	0	0	0	174	0	0	0	0
Ooep	24.857143	0	0	0	0	0	0	174	0
Mtnr1a	24.857143	0	0	0	0	0	0	174	0
Mrpl11	24.857143	0	0	0	0	0	83	91	0
Ido2	24.857143	0	0	0	0	174	0	0	0
Gal3st2b	24.857143	0	0	0	0	0	0	174	0
Fam169b	24.857143	174	0	0	0	0	0	0	0
Cfc1	24.857143	0	0	0	0	174	0	0	0
Ceacam16	24.857143	0	0	0	0	0	0	174	0
Cdh9	24.857143	174	0	0	0	0	0	0	0
Carnmt1	24.857143	0	0	0	0	174	0	0	0
Card14	24.857143	174	0	0	0	0	0	0	0
Atp2c2	24.857143	0	0	0	0	0	0	174	0
Anks3	24.857143	0	0	0	0	0	0	174	0
Acmsd	24.857143	0	0	0	0	0	0	174	0
4930451G09Rik	24.857143	0	0	0	0	0	0	174	0
Trim15	24.714286	0	0	0	0	0	0	173	0
Trim10	24.714286	0	0	0	0	0	0	173	0
Ralgapa1	24.714286	0	0	0	0	0	0	173	0
Ptgs1	24.714286	0	173	0	0	0	0	0	0
Prlr	24.714286	173	0	0	0	0	0	0	0
Ppp3cc	24.714286	0	0	0	0	173	0	0	0
Mettl3	24.714286	0	0	0	173	0	0	0	0
Katnb1	24.714286	0	0	0	0	0	0	173	0
Il1r1	24.714286	173	0	0	0	0	0	0	0
Zfyve16	24.571429	0	0	0	0	0	0	172	0
Trappc4	24.571429	0	0	0	0	172	0	0	0
Rps25	24.571429	0	0	0	0	172	0	0	0
Rasal1	24.571429	0	0	0	172	0	0	0	0
Cpne8	24.571429	172	0	0	0	0	0	0	0
Ubr1	24.428571	0	0	0	0	171	0	0	0
Sltm	24.428571	0	0	0	0	0	0	171	0
Rplp0	24.428571	0	0	0	0	0	102	69	0
Mafa	24.428571	0	0	0	0	0	100	71	0
Lctl	24.428571	0	0	0	0	171	0	0	0
Filip1	24.428571	171	0	0	0	0	0	0	0
Tmem50a	24.285714	170	0	0	0	0	0	0	0
Tlr5	24.285714	0	170	0	0	0	0	0	0
Sumf2	24.285714	0	0	0	0	0	0	170	0
Srcap	24.285714	0	0	0	0	0	0	170	0
Odf3l1	24.285714	0	0	0	0	0	0	170	0
Ccnq	24.285714	0	0	0	0	0	89	81	0
Zfp446	24.142857	0	0	86	0	0	0	83	0
Yeats4	24.142857	0	0	0	0	0	0	169	0
Wdr34	24.142857	0	0	0	0	0	169	0	0
Wdr1	24.142857	0	0	0	0	0	0	169	0
U2af1	24.142857	0	0	0	0	80	89	0	0
Tmem251	24.142857	0	0	0	0	0	0	169	0
Tlx2	24.142857	0	0	0	0	169	0	0	0
Tlcd3b	24.142857	0	0	0	0	169	0	0	0
Slfn3	24.142857	0	0	0	169	0	0	0	0
Rnf141	24.142857	0	0	0	0	0	0	169	0
Plcd1	24.142857	0	0	0	0	169	0	0	0
Piezo1	24.142857	0	0	0	0	169	0	0	0
Pgf	24.142857	0	0	0	0	0	169	0	0
Nmi	24.142857	169	0	0	0	0	0	0	0
Mtif2	24.142857	0	0	0	0	0	0	169	0
Moap1	24.142857	0	0	0	0	0	0	169	0
Lrwd1	24.142857	0	0	0	0	0	169	0	0
Inpp5d	24.142857	0	0	169	0	0	0	0	0
Caprin2	24.142857	0	0	0	0	0	86	83	0
Atp1a4	24.142857	0	0	169	0	0	0	0	0
Ankrd50	24.142857	0	0	0	0	0	77	92	0
Alkbh4	24.142857	0	0	0	0	0	169	0	0
9530068E07Rik	24.142857	0	0	0	0	0	0	169	0
Zhx3	24.000000	0	0	0	0	0	0	168	0
Zfp936	24.000000	0	0	0	0	168	0	0	0
Tspan10	24.000000	0	0	0	0	0	168	0	0
Tmub2	24.000000	0	0	0	0	0	0	168	0
Tfeb	24.000000	0	0	0	0	0	0	168	0
Rnf5	24.000000	0	0	168	0	0	0	0	0
Nploc4	24.000000	0	0	0	0	0	168	0	0
Npas4	24.000000	168	0	0	0	0	0	0	0
Eefsec	24.000000	0	0	0	0	0	168	0	0
Camk2n2	24.000000	0	0	0	0	0	0	168	0
Agpat1	24.000000	0	0	168	0	0	0	0	0
Ulbp1	23.857143	167	0	0	0	0	0	0	0
Ttc14	23.857143	0	0	0	0	0	167	0	0
Tmem59	23.857143	0	0	0	0	0	167	0	0
Tceanc2	23.857143	0	0	0	0	0	167	0	0
Syngr1	23.857143	0	0	0	0	0	0	167	0
Sertad3	23.857143	0	0	0	0	0	167	0	0
Serpinb13	23.857143	0	0	0	0	0	0	167	0
Reln	23.857143	0	0	0	0	0	0	167	0
Ppp1r35	23.857143	0	0	0	0	0	167	0	0
Arl14ep	23.857143	0	0	0	0	0	0	167	0
Serinc5	23.714286	0	0	0	0	0	0	166	0
Septin5	23.714286	0	0	0	0	0	0	166	0
Rnase6	23.714286	0	0	0	0	0	0	166	0
Mrps14	23.714286	0	0	0	0	0	0	166	0
Folr1	23.714286	0	0	0	0	166	0	0	0
Vta1	23.571429	0	0	0	165	0	0	0	0
Vps26b	23.571429	0	165	0	0	0	0	0	0
Ubxn2a	23.571429	0	0	0	0	165	0	0	0
Ube2k	23.571429	0	0	0	0	165	0	0	0
Tlk1	23.571429	0	0	0	0	0	0	165	0
Tex21	23.571429	0	0	0	0	0	0	165	0
Selenoi	23.571429	0	0	0	0	0	165	0	0
Oscar	23.571429	0	0	0	0	0	0	165	0
Ndufa3	23.571429	0	0	0	0	0	0	165	0
Ncapd3	23.571429	0	165	0	0	0	0	0	0
Morn2	23.571429	0	0	0	0	0	0	165	0
L1td1	23.571429	0	0	0	0	165	0	0	0
Gm15517	23.571429	0	0	0	0	165	0	0	0
F2rl1	23.571429	0	0	0	0	165	0	0	0
Dhx57	23.571429	0	0	0	0	0	0	165	0
Camkk2	23.571429	0	0	0	0	165	0	0	0
Atp1b1	23.571429	0	0	0	0	165	0	0	0
Tlcd4	23.428571	0	0	0	0	0	0	164	0
Scarf1	23.428571	0	164	0	0	0	0	0	0
Rnf6	23.428571	0	0	0	0	0	0	164	0
Rilp	23.428571	0	164	0	0	0	0	0	0
Ppp6c	23.428571	0	0	0	91	0	0	73	0
Neil1	23.428571	0	0	0	0	0	0	164	0
Map2k5	23.428571	0	0	0	0	0	0	164	0
Gnb1	23.428571	0	0	0	0	0	0	164	0
Bpnt2	23.428571	0	0	0	0	0	0	164	0
Ugdh	23.285714	0	0	0	0	0	163	0	0
Serping1	23.285714	0	163	0	0	0	0	0	0
Serpinb8	23.285714	0	163	0	0	0	0	0	0
Rhag	23.285714	0	0	0	0	0	0	163	0
Ptk6	23.285714	0	163	0	0	0	0	0	0
Mmgt1	23.285714	0	0	0	0	0	163	0	0
Ltb4r1	23.285714	0	0	0	0	0	0	163	0
Kin	23.285714	0	0	0	0	0	0	163	0
Kctd18	23.285714	0	0	0	0	0	163	0	0
Kctd17	23.285714	0	0	0	163	0	0	0	0
Gm20594	23.285714	0	0	0	0	0	163	0	0
Dpy19l3	23.285714	0	163	0	0	0	0	0	0
Dmbt1	23.285714	0	163	0	0	0	0	0	0
Cyp7a1	23.285714	0	163	0	0	0	0	0	0
Atp5c1	23.285714	0	0	0	0	0	0	163	0
Amer3	23.285714	0	163	0	0	0	0	0	0
4930512M02Rik	23.285714	0	0	0	0	0	0	163	0
Tdpoz8	23.142857	0	0	0	0	0	0	162	0
Ska2	23.142857	0	0	0	0	0	0	162	0
S100a11	23.142857	0	162	0	0	0	0	0	0
Psme4	23.142857	0	0	0	0	0	0	162	0
Prr11	23.142857	0	0	0	0	0	0	162	0
Pde1b	23.142857	162	0	0	0	0	0	0	0
Minar2	23.142857	0	0	162	0	0	0	0	0
Gm4981	23.142857	0	0	0	0	162	0	0	0
Fzd5	23.142857	0	0	0	0	0	0	162	0
Dcp2	23.142857	0	0	0	0	0	65	97	0
Ambra1	23.142857	0	0	0	0	0	0	162	0
Zfp799	23.000000	0	0	0	0	0	0	161	0
Xlr4c	23.000000	0	0	0	0	0	0	161	0
Trim80	23.000000	0	161	0	0	0	0	0	0
Spdef	23.000000	0	0	0	0	0	0	161	0
Sncg	23.000000	0	0	0	0	0	0	161	0
Slc14a2	23.000000	0	161	0	0	0	0	0	0
Pcmt1	23.000000	161	0	0	0	0	0	0	0
Olfr224	23.000000	0	0	0	0	0	0	161	0
Nme4	23.000000	0	0	0	0	0	0	161	0
Mobp	23.000000	0	0	0	0	0	0	161	0
Mmrn2	23.000000	0	0	0	0	0	0	161	0
Lin28a	23.000000	0	0	0	0	161	0	0	0
Lats1	23.000000	161	0	0	0	0	0	0	0
Cox8b	23.000000	0	0	0	0	0	0	161	0
Copg1	23.000000	0	0	0	0	0	0	161	0
Chd7	23.000000	0	0	0	161	0	0	0	0
Ccdc192	23.000000	161	0	0	0	0	0	0	0
Abhd12b	23.000000	0	0	0	0	0	0	161	0
Tmed9	22.857143	0	0	0	0	0	0	160	0
Tdrd7	22.857143	0	0	0	0	0	0	160	0
Pgam5	22.857143	0	0	0	0	0	0	160	0
Olfr530	22.857143	0	160	0	0	0	0	0	0
Nme7	22.857143	0	0	0	0	0	0	160	0
Myl7	22.857143	0	0	0	160	0	0	0	0
Lasp1	22.857143	0	0	0	0	0	0	160	0
Cdca7	22.857143	0	160	0	0	0	0	0	0
Blzf1	22.857143	0	0	0	0	0	0	160	0
Apol11b	22.857143	0	160	0	0	0	0	0	0
Adgrg7	22.857143	0	0	0	0	0	0	160	0
Tsn	22.714286	0	0	0	0	0	0	159	0
Tpcn1	22.714286	0	0	0	0	0	0	159	0
Reep5	22.714286	159	0	0	0	0	0	0	0
Myom2	22.714286	159	0	0	0	0	0	0	0
Iqcd	22.714286	0	0	0	0	0	0	159	0
Hsd17b12	22.714286	0	0	0	0	0	0	159	0
Ghr	22.714286	0	159	0	0	0	0	0	0
Cd19	22.714286	0	0	93	66	0	0	0	0
2700062C07Rik	22.714286	0	0	0	0	0	0	159	0
Tcf19	22.571429	0	0	0	0	158	0	0	0
Ptpn12	22.571429	0	0	0	0	0	0	158	0
Mapre3	22.571429	158	0	0	0	0	0	0	0
