Target_genes	Relb|Average	SRX122464|Dendritic_Cells	SRX122465|Dendritic_Cells	SRX122466|Dendritic_Cells	SRX122467|Dendritic_Cells	SRX122576|Dendritic_Cells	SRX122577|Dendritic_Cells	SRX20904785|Dendritic_Cells	SRX20904786|Dendritic_Cells	SRX20904788|Dendritic_Cells	SRX20904789|Dendritic_Cells	SRX4680244|MEF	SRX4680245|MEF	SRX4680246|MEF	SRX4680247|MEF	STRING
Pdcl	26.714286	0	0	0	0	0	0	223	151	0	0	0	0	0	0	0
Nifk	26.714286	0	0	0	0	0	0	202	172	0	0	0	0	0	0	0
Lmnb2	26.714286	0	0	0	0	0	0	126	248	0	0	0	0	0	0	0
Adgrf3	26.714286	0	0	0	0	0	0	232	142	0	0	0	0	0	0	0
Trim46	26.642857	0	0	0	0	0	0	210	163	0	0	0	0	0	0	0
Synj2bp	26.642857	0	0	0	0	0	0	179	194	0	0	0	0	0	0	0
Slc36a2	26.642857	0	0	0	0	0	0	206	167	0	0	0	0	0	0	0
Rnf207	26.642857	0	0	0	0	0	0	126	247	0	0	0	0	0	0	0
Nfxl1	26.642857	0	0	0	0	0	0	212	161	0	0	0	0	0	0	0
Ncaph	26.642857	0	0	0	0	0	0	225	148	0	0	0	0	0	0	0
Mpig6b	26.642857	0	0	0	0	0	0	195	178	0	0	0	0	0	0	0
Ly6g6c	26.642857	0	0	0	0	0	0	195	178	0	0	0	0	0	0	0
Krtcap2	26.642857	0	0	0	0	0	0	210	163	0	0	0	0	0	0	0
Gm20498	26.642857	0	0	0	0	0	0	179	194	0	0	0	0	0	0	0
Cntnap2	26.642857	0	0	0	0	0	0	0	131	0	242	0	0	0	0	0
Ccdc90b	26.642857	0	0	0	0	0	0	159	214	0	0	0	0	0	0	0
BC016579	26.642857	0	0	0	0	0	0	270	103	0	0	0	0	0	0	0
Tssk1	26.571429	0	0	0	0	0	0	209	163	0	0	0	0	0	0	0
Mbip	26.571429	0	0	0	0	0	0	135	237	0	0	0	0	0	0	0
Itgb3bp	26.571429	0	0	0	0	0	0	160	212	0	0	0	0	0	0	0
Efcab7	26.571429	0	0	0	0	0	0	160	212	0	0	0	0	0	0	0
Dnmt3l	26.571429	0	0	0	0	0	0	192	180	0	0	0	0	0	0	0
Dgcr2	26.571429	0	0	0	0	0	0	209	163	0	0	0	0	0	0	0
Cdan1	26.571429	0	0	0	0	0	0	178	194	0	0	0	0	0	0	0
Atp6v0e2	26.571429	0	0	0	0	0	0	135	237	0	0	0	0	0	0	0
Aire	26.571429	0	0	0	0	0	0	192	180	0	0	0	0	0	0	0
Trim23	26.500000	0	0	0	0	0	0	224	147	0	0	0	0	0	0	0
Trappc13	26.500000	0	0	0	0	0	0	224	147	0	0	0	0	0	0	0
Slc36a4	26.500000	0	0	0	0	0	0	197	174	0	0	0	0	0	0	0
Shld3	26.500000	0	0	0	0	0	0	224	147	0	0	0	0	0	0	0
Sf3b3	26.500000	0	0	0	0	0	0	201	170	0	0	0	0	0	0	0
Cog4	26.500000	0	0	0	0	0	0	201	170	0	0	0	0	0	0	0
Zfp85	26.428571	0	0	0	0	0	0	145	225	0	0	0	0	0	0	0
Ttf1	26.428571	0	0	0	0	0	0	178	192	0	0	0	0	0	0	0
Smad6	26.428571	0	0	0	0	0	0	122	248	0	0	0	0	0	0	0
Phpt1	26.428571	0	0	0	0	0	0	231	139	0	0	0	0	0	0	0
Phf2	26.428571	0	0	0	0	0	0	191	179	0	0	0	0	0	0	0
Npff	26.428571	0	0	0	0	0	0	165	205	0	0	0	0	0	0	0
Mamdc4	26.428571	0	0	0	0	0	0	231	139	0	0	0	0	0	0	0
Gsdme	26.428571	0	0	0	0	0	0	188	182	0	0	0	0	0	0	0
Fam126a	26.428571	0	0	0	0	0	0	156	214	0	0	0	0	0	0	0
Zfp462	26.357143	0	0	0	0	0	0	145	224	0	0	0	0	0	0	0
Tfr2	26.357143	0	0	0	0	0	0	163	206	0	0	0	0	0	0	0
Ankar	26.357143	0	0	181	0	0	0	0	0	0	0	0	188	0	0	0
Zfp871	26.285714	0	0	0	0	0	0	188	180	0	0	0	0	0	0	0
Shkbp1	26.285714	0	0	0	0	0	0	162	206	0	0	0	0	0	0	0
Elobl	26.285714	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0
Dcaf7	26.285714	0	0	0	0	0	0	258	110	0	0	0	0	0	0	0
Cfap77	26.285714	0	0	0	0	0	0	176	192	0	0	0	0	0	0	0
Apol7e	26.285714	0	0	0	0	0	0	154	214	0	0	0	0	0	0	0
Abca8b	26.285714	0	0	0	0	0	0	165	203	0	0	0	0	0	0	0
Zfp120	26.214286	0	0	0	0	0	0	179	188	0	0	0	0	0	0	0
Slc25a53	26.214286	0	0	0	0	0	0	226	141	0	0	0	0	0	0	0
Lzts3	26.214286	0	0	0	0	0	0	108	259	0	0	0	0	0	0	0
Cacng8	26.214286	0	0	0	0	0	0	177	190	0	0	0	0	0	0	0
Aldh18a1	26.214286	0	0	0	0	0	0	178	189	0	0	0	0	0	0	0
Zfp937	26.142857	0	0	0	0	0	0	205	161	0	0	0	0	0	0	0
Wdr18	26.142857	0	0	0	0	0	0	244	122	0	0	0	0	0	0	0
Trim45	26.142857	0	0	0	0	0	0	216	150	0	0	0	0	0	0	0
Tex22	26.142857	0	0	0	0	0	0	218	148	0	0	0	0	0	0	0
Spout1	26.142857	0	0	0	0	0	0	194	172	0	0	0	0	0	0	0
Shc4	26.142857	0	0	0	0	0	0	205	161	0	0	0	0	0	0	0
Phlda3	26.142857	0	0	0	0	0	0	192	174	0	0	0	0	0	0	0
Nell2	26.142857	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0
Mrpl3	26.142857	0	0	0	0	0	0	205	161	0	0	0	0	0	0	0
Map3k15	26.142857	0	0	0	0	0	0	184	182	0	0	0	0	0	0	0
Lrfn4	26.142857	0	0	0	0	0	0	207	159	0	0	0	0	0	0	0
Lamb3	26.142857	0	0	0	0	0	0	205	161	0	0	0	0	0	0	0
Hspb8	26.142857	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0
Fbxo43	26.142857	0	0	0	0	0	0	194	172	0	0	0	0	0	0	0
Btbd35f4	26.142857	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0
Btbd35f3	26.142857	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0
AA414768	26.142857	0	0	0	0	0	0	174	192	0	0	0	0	0	0	0
1700129C05Rik	26.142857	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0
Hnrnpa1	26.071429	0	0	0	0	0	0	153	212	0	0	0	0	0	0	0
Clrn3	26.071429	0	0	0	0	0	0	141	224	0	0	0	0	0	0	0
Utp25	26.000000	0	0	0	0	0	0	191	173	0	0	0	0	0	0	0
Tjp1	26.000000	0	0	0	0	0	0	205	159	0	0	0	0	0	0	0
Sohlh1	26.000000	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0
Serpini1	26.000000	0	0	0	0	0	0	185	179	0	0	0	0	0	0	0
Rims3	26.000000	0	0	0	0	0	0	173	191	0	0	0	0	0	0	0
Pdcd10	26.000000	0	0	0	0	0	0	185	179	0	0	0	0	0	0	0
Micalcl	26.000000	0	0	0	0	0	0	270	94	0	0	0	0	0	0	0
Igfbp4	26.000000	0	0	0	0	0	0	262	102	0	0	0	0	0	0	0
Cd300ld	26.000000	0	0	0	0	0	0	223	141	0	0	0	0	0	0	0
Uck1	25.928571	0	0	0	0	0	0	202	161	0	0	0	0	0	0	0
Tmeff1	25.928571	0	0	0	0	0	0	171	192	0	0	0	0	0	0	0
Rcor2	25.928571	0	0	0	0	0	0	180	183	0	0	0	0	0	0	0
Ppp1r35	25.928571	0	0	0	0	0	0	146	217	0	0	0	0	0	0	0
Per3	25.928571	0	0	0	0	0	0	127	236	0	0	0	0	0	0	0
Lhx5	25.928571	0	0	0	0	0	0	221	142	0	0	0	0	0	0	0
Jcad	25.928571	0	0	0	0	0	0	177	186	0	0	0	0	0	0	0
Tbx20	25.857143	0	0	0	0	0	0	154	208	0	0	0	0	0	0	0
Tbata	25.857143	0	0	0	0	0	0	203	159	0	0	0	0	0	0	0
Smug1	25.857143	0	0	0	0	0	0	96	266	0	0	0	0	0	0	0
Rbm28	25.857143	0	0	0	0	0	0	131	231	0	0	0	0	0	0	0
Ralgps2	25.857143	0	0	0	0	0	0	180	182	0	0	0	0	0	0	0
Muc3	25.857143	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0
Hmgn1	25.857143	0	0	0	0	0	0	154	208	0	0	0	0	0	0	0
Rnf26	25.785714	0	0	0	0	0	0	154	207	0	0	0	0	0	0	0
Pafah2	25.785714	0	0	0	0	0	0	202	159	0	0	0	0	0	0	0
Mrpl42	25.785714	0	0	0	0	0	0	158	203	0	0	0	0	0	0	0
Kdm8	25.785714	0	0	0	0	0	0	184	177	0	0	0	0	0	0	0
Gm4981	25.785714	0	0	0	0	0	0	0	0	0	0	243	118	0	0	0
Elfn2	25.785714	0	0	0	0	0	0	189	172	0	0	0	0	0	0	0
Dap	25.785714	0	0	0	0	0	0	207	154	0	0	0	0	0	0	0
Stpg1	25.714286	0	0	0	0	0	0	209	151	0	0	0	0	0	0	0
Slc23a2	25.714286	0	0	0	0	0	0	160	200	0	0	0	0	0	0	0
Nipal3	25.714286	0	0	0	0	0	0	209	151	0	0	0	0	0	0	0
Dctpp1	25.714286	0	0	0	0	0	0	200	160	0	0	0	0	0	0	0
1110038F14Rik	25.714286	0	0	0	0	0	0	183	177	0	0	0	0	0	0	0
Tppp3	25.642857	0	0	0	0	0	0	178	181	0	0	0	0	0	0	0
Myorg	25.642857	0	0	0	0	0	0	184	175	0	0	0	0	0	0	0
Gdf11	25.642857	0	0	0	0	0	0	93	266	0	0	0	0	0	0	0
Ccser1	25.642857	0	0	0	0	0	0	208	151	0	0	0	0	0	0	0
Ascl3	25.642857	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0
Aadacl2fm1	25.642857	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb8b	25.571429	0	0	0	0	0	0	99	259	0	0	0	0	0	0	0
Slc47a1	25.571429	0	0	0	0	0	0	173	185	0	0	0	0	0	0	0
Mpzl1	25.571429	0	0	0	0	0	0	164	194	0	0	0	0	0	0	0
Dhx9	25.571429	0	0	0	0	0	0	228	130	0	0	0	0	0	0	0
Zfp455	25.500000	0	0	0	0	0	0	235	122	0	0	0	0	0	0	0
Zfp40	25.500000	0	0	0	0	0	0	164	193	0	0	0	0	0	0	0
Rundc3b	25.500000	0	0	0	0	0	0	151	206	0	0	0	0	0	0	0
Dmxl1	25.500000	0	0	0	0	0	0	201	156	0	0	0	0	0	0	0
Tpm2	25.428571	0	0	0	0	0	0	125	231	0	0	0	0	0	0	0
Timm9	25.428571	0	0	0	0	0	0	188	168	0	0	0	0	0	0	0
Timm17a	25.428571	0	0	0	0	0	0	174	182	0	0	0	0	0	0	0
Syn1	25.428571	0	0	0	0	0	0	120	236	0	0	0	0	0	0	0
Sult6b1	25.428571	0	0	0	0	0	0	215	141	0	0	0	0	0	0	0
Spata7	25.428571	0	0	0	0	0	0	205	151	0	0	0	0	0	0	0
Rhd	25.428571	0	0	0	0	0	0	184	172	0	0	0	0	0	0	0
Olfr420	25.428571	0	0	0	0	0	0	205	151	0	0	0	0	0	0	0
Hspa5	25.428571	0	0	0	0	0	0	189	167	0	0	0	0	0	0	0
Gdpd1	25.428571	0	0	0	0	0	0	184	172	0	0	0	0	0	0	0
Gcdh	25.428571	0	0	0	0	0	0	205	151	0	0	0	0	0	0	0
Cdk1	25.428571	0	0	0	0	0	0	193	163	0	0	0	0	0	0	0
Ccdc30	25.428571	0	0	0	0	0	0	205	151	0	0	0	0	0	0	0
Ap2s1	25.428571	0	0	0	0	0	0	193	163	0	0	0	0	0	0	0
2700049A03Rik	25.428571	0	0	0	0	0	0	188	168	0	0	0	0	0	0	0
Pcdhgc4	25.357143	0	0	0	0	0	0	159	196	0	0	0	0	0	0	0
Odf3l2	25.357143	0	0	0	0	0	0	194	161	0	0	0	0	0	0	0
Nrbp2	25.357143	0	0	0	0	0	0	174	181	0	0	0	0	0	0	0
Mag	25.357143	0	0	0	0	0	0	188	167	0	0	0	0	0	0	0
Ints1	25.357143	0	0	0	0	0	0	194	161	0	0	0	0	0	0	0
Gli3	25.357143	0	0	0	0	0	0	108	247	0	0	0	0	0	0	0
Flot2	25.357143	0	0	0	0	0	0	231	124	0	0	0	0	0	0	0
Exo1	25.357143	0	0	0	0	0	0	194	161	0	0	0	0	0	0	0
Ercc2	25.357143	0	0	0	0	0	0	194	161	0	0	0	0	0	0	0
Cad	25.357143	0	0	0	0	0	0	203	152	0	0	0	0	0	0	0
Abo	25.357143	0	0	0	0	0	0	194	161	0	0	0	0	0	0	0
Zfp595	25.285714	0	0	0	0	0	0	184	170	0	0	0	0	0	0	0
Zfp322a	25.285714	0	0	0	0	0	0	148	206	0	0	0	0	0	0	0
Icam4	25.285714	0	0	0	0	0	0	157	197	0	0	0	0	0	0	0
Hic2	25.285714	0	0	0	0	0	0	140	214	0	0	0	0	0	0	0
Glrx	25.285714	0	0	0	0	0	0	174	180	0	0	0	0	0	0	0
Dnm2	25.285714	0	0	0	0	0	0	179	175	0	0	0	0	0	0	0
Cldn1	25.285714	0	0	0	0	0	0	206	148	0	0	0	0	0	0	0
Ankmy1	25.285714	0	0	0	0	0	0	184	170	0	0	0	0	0	0	0
Zzef1	25.214286	0	0	0	0	0	0	157	196	0	0	0	0	0	0	0
Zfp953	25.214286	0	0	0	0	0	0	222	131	0	0	0	0	0	0	0
Trappc2l	25.214286	0	0	0	0	0	0	181	172	0	0	0	0	0	0	0
Ndufb3	25.214286	0	0	0	0	0	0	202	151	0	0	0	0	0	0	0
Galns	25.214286	0	0	0	0	0	0	181	172	0	0	0	0	0	0	0
Fam126b	25.214286	0	0	0	0	0	0	202	151	0	0	0	0	0	0	0
Dmbx1	25.214286	0	0	0	0	0	0	259	94	0	0	0	0	0	0	0
Cyb5d2	25.214286	0	0	0	0	0	0	157	196	0	0	0	0	0	0	0
Atp13a1	25.214286	0	0	0	0	0	0	240	113	0	0	0	0	0	0	0
Acat1	25.214286	0	0	0	0	0	0	166	187	0	0	0	0	0	0	0
Tspyl2	25.142857	0	0	0	0	0	0	165	187	0	0	0	0	0	0	0
Gm5142	25.142857	0	0	0	0	0	0	122	230	0	0	0	0	0	0	0
Crxos	25.142857	0	0	0	0	0	0	178	174	0	0	0	0	0	0	0
Cerkl	25.142857	0	0	0	0	0	0	180	172	0	0	0	0	0	0	0
Tex45	25.071429	0	0	0	0	0	0	126	225	0	0	0	0	0	0	0
Slc4a4	25.071429	0	0	0	0	0	0	228	123	0	0	0	0	0	0	0
Rrp7a	25.071429	0	0	0	0	0	0	149	202	0	0	0	0	0	0	0
Pex11g	25.071429	0	0	0	0	0	0	126	225	0	0	0	0	0	0	0
Kif3c	25.071429	0	0	0	0	0	0	166	185	0	0	0	0	0	0	0
Kcnmb4	25.071429	0	0	0	0	0	0	174	177	0	0	0	0	0	0	0
Gm13277	25.071429	0	0	0	0	0	0	150	201	0	0	0	0	0	0	0
Calhm5	25.071429	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0
Ank2	25.071429	0	0	0	0	0	0	126	225	0	0	0	0	0	0	0
Srsf12	25.000000	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0
Shpk	25.000000	0	0	0	0	0	0	164	186	0	0	0	0	0	0	0
Mta1	25.000000	0	0	0	0	0	0	151	199	0	0	0	0	0	0	0
Eif2ak2	25.000000	0	0	0	0	0	0	169	181	0	0	0	0	0	0	0
Ctns	25.000000	0	0	0	0	0	0	164	186	0	0	0	0	0	0	0
Ccnd1	25.000000	0	0	0	0	0	0	155	195	0	0	0	0	0	0	0
Ccer2	25.000000	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0
Trim14	24.928571	0	0	0	0	0	0	215	134	0	0	0	0	0	0	0
Tomm34	24.928571	0	0	0	0	0	0	142	207	0	0	0	0	0	0	0
Tmem68	24.928571	0	0	0	0	0	0	143	206	0	0	0	0	0	0	0
Tgs1	24.928571	0	0	0	0	0	0	143	206	0	0	0	0	0	0	0
Tbp	24.928571	0	0	0	0	0	0	226	123	0	0	0	0	0	0	0
Psmb1	24.928571	0	0	0	0	0	0	226	123	0	0	0	0	0	0	0
Nrip3	24.928571	0	0	0	0	0	0	99	250	0	0	0	0	0	0	0
Nmi	24.928571	0	0	0	0	0	0	171	178	0	0	0	0	0	0	0
Mymx	24.928571	0	0	0	0	0	0	208	141	0	0	0	0	0	0	0
Mgst1	24.928571	0	0	0	0	0	0	166	183	0	0	0	0	0	0	0
Iqsec2	24.928571	0	0	0	0	0	0	127	222	0	0	0	0	0	0	0
Epb41l4b	24.928571	0	0	0	0	0	0	237	112	0	0	0	0	0	0	0
Ccdc85c	24.928571	0	0	0	0	0	0	195	154	0	0	0	0	0	0	0
Bdh2	24.928571	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0
Ttc30a2	24.857143	0	0	0	0	0	0	155	193	0	0	0	0	0	0	0
Ttc30a1	24.857143	0	0	0	0	0	0	155	193	0	0	0	0	0	0	0
Tcl1b2	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Tas2r116	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Slc5a2	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Pxylp1	24.857143	0	0	0	0	0	0	145	203	0	0	0	0	0	0	0
Olfr458	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Olfr187	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Olfr1217	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Nudt4	24.857143	0	0	0	0	0	0	176	172	0	0	0	0	0	0	0
Nacc1	24.857143	0	0	0	0	0	0	176	172	0	0	0	0	0	0	0
Mtfr1	24.857143	0	0	0	0	0	0	174	174	0	0	0	0	0	0	0
Kifc3	24.857143	0	0	0	0	0	0	164	184	0	0	0	0	0	0	0
Hace1	24.857143	0	0	0	0	0	0	145	203	0	0	0	0	0	0	0
Guca1a	24.857143	0	0	0	0	0	0	170	178	0	0	0	0	0	0	0
Grid2ip	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Gabbr1	24.857143	0	0	0	0	0	0	103	245	0	0	0	0	0	0	0
Bcas2	24.857143	0	0	0	0	0	0	172	176	0	0	0	0	0	0	0
2410137M14Rik	24.857143	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0
Tango6	24.785714	0	0	0	0	0	0	167	180	0	0	0	0	0	0	0
Sugp1	24.785714	0	0	0	0	0	0	175	172	0	0	0	0	0	0	0
Scfd2	24.785714	0	0	0	0	0	0	189	158	0	0	0	0	0	0	0
Pef1	24.785714	0	0	0	0	0	0	185	162	0	0	0	0	0	0	0
Ndufaf2	24.785714	0	0	0	0	0	0	182	165	0	0	0	0	0	0	0
Mau2	24.785714	0	0	0	0	0	0	175	172	0	0	0	0	0	0	0
Grin2d	24.785714	0	0	0	0	0	0	199	148	0	0	0	0	0	0	0
Fip1l1	24.785714	0	0	0	0	0	0	189	158	0	0	0	0	0	0	0
Ccdc166	24.785714	0	0	0	0	0	0	144	203	0	0	0	0	0	0	0
Bcat1	24.785714	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0
Alg13	24.785714	0	0	0	0	0	0	135	212	0	0	0	0	0	0	0
Adck1	24.785714	0	0	0	0	0	0	154	193	0	0	0	0	0	0	0
Zfp931	24.714286	0	0	0	0	0	0	165	181	0	0	0	0	0	0	0
Ppfia3	24.714286	0	0	0	0	0	0	176	170	0	0	0	0	0	0	0
Pard3b	24.714286	0	0	0	0	0	0	164	182	0	0	0	0	0	0	0
Lin7b	24.714286	0	0	0	0	0	0	176	170	0	0	0	0	0	0	0
Lars	24.714286	0	0	0	0	0	0	125	221	0	0	0	0	0	0	0
Il17d	24.714286	0	0	0	0	0	0	149	197	0	0	0	0	0	0	0
Il11ra2	24.714286	0	0	0	0	0	0	174	172	0	0	0	0	0	0	0
Gm2002	24.714286	0	0	0	0	0	0	174	172	0	0	0	0	0	0	0
Gm13305	24.714286	0	0	0	0	0	0	174	172	0	0	0	0	0	0	0
Elovl2	24.714286	0	0	0	0	0	0	205	141	0	0	0	0	0	0	0
Efnb1	24.714286	0	0	0	0	0	0	209	137	0	0	0	0	0	0	0
Ccl21b	24.714286	0	0	0	0	0	0	174	172	0	0	0	0	0	0	0
B9d1	24.714286	0	0	0	0	0	0	174	172	0	0	0	0	0	0	0
9130409I23Rik	24.714286	0	0	0	0	0	0	164	182	0	0	0	0	0	0	0
4930430F08Rik	24.714286	0	0	0	0	0	0	164	182	0	0	0	0	0	0	0
1700017N19Rik	24.714286	0	0	0	0	0	0	164	182	0	0	0	0	0	0	0
Vkorc1	24.642857	0	0	0	0	0	0	184	161	0	0	0	0	0	0	0
Rhbdd1	24.642857	0	0	0	0	0	0	194	151	0	0	0	0	0	0	0
Prss53	24.642857	0	0	0	0	0	0	184	161	0	0	0	0	0	0	0
Pacrgl	24.642857	0	0	0	0	0	0	184	161	0	0	0	0	0	0	0
Nucks1	24.642857	0	0	0	0	0	0	183	162	0	0	0	0	0	0	0
Lrmda	24.642857	0	0	0	0	0	0	132	213	0	0	0	0	0	0	0
Ifi44	24.642857	0	0	0	0	0	0	184	161	0	0	0	0	0	0	0
Grhpr	24.642857	0	0	0	0	0	0	194	151	0	0	0	0	0	0	0
Garem1	24.642857	0	0	0	0	0	0	184	161	0	0	0	0	0	0	0
Cpne8	24.642857	0	0	0	0	0	0	173	172	0	0	0	0	0	0	0
Cfl1	24.642857	0	0	0	0	0	0	151	194	0	0	0	0	0	0	0
Adam23	24.642857	0	0	0	0	0	0	220	125	0	0	0	0	0	0	0
Zfyve9	24.571429	0	0	0	0	0	0	143	201	0	0	0	0	0	0	0
Zfp748	24.571429	0	0	0	0	0	0	158	186	0	0	0	0	0	0	0
Ssh3	24.571429	0	0	0	0	0	0	184	160	0	0	0	0	0	0	0
Robo3	24.571429	0	0	0	0	0	0	192	152	0	0	0	0	0	0	0
Aif1l	24.571429	0	0	0	0	0	0	248	96	0	0	0	0	0	0	0
Stbd1	24.500000	0	0	0	0	0	0	133	210	0	0	0	0	0	0	0
Srd5a2	24.500000	0	0	0	0	0	0	117	226	0	0	0	0	0	0	0
Gm5150	24.500000	0	0	0	0	0	0	193	150	0	0	0	0	0	0	0
Fam83d	24.500000	0	0	0	0	0	0	171	172	0	0	0	0	0	0	0
Ankrd65	24.500000	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0
Taf7	24.428571	0	0	0	0	0	0	191	151	0	0	0	0	0	0	0
Irak3	24.428571	0	0	0	0	0	0	136	206	0	0	0	0	0	0	0
Bnip1	24.428571	0	0	0	0	0	0	193	149	0	0	0	0	0	0	0
Bicd1	24.428571	0	0	0	0	0	0	159	183	0	0	0	0	0	0	0
B3galnt1	24.428571	0	0	0	0	0	0	205	137	0	0	0	0	0	0	0
Tfpi2	24.357143	0	0	0	0	0	0	82	259	0	0	0	0	0	0	0
Neil1	24.357143	0	0	0	0	0	0	190	151	0	0	0	0	0	0	0
Mrps7	24.357143	0	0	0	0	0	0	179	162	0	0	0	0	0	0	0
Lrrc3	24.357143	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0
Lman1l	24.357143	0	0	0	0	0	0	105	236	0	0	0	0	0	0	0
Kbtbd12	24.357143	0	0	0	0	0	0	159	182	0	0	0	0	0	0	0
Gga3	24.357143	0	0	0	0	0	0	179	162	0	0	0	0	0	0	0
Efemp2	24.357143	0	0	0	0	0	0	90	251	0	0	0	0	0	0	0
Ajuba	24.357143	0	0	0	0	0	0	191	150	0	0	0	0	0	0	0
Tmub2	24.285714	0	0	0	0	0	0	207	133	0	0	0	0	0	0	0
Tmem26	24.285714	0	0	0	0	0	0	119	221	0	0	0	0	0	0	0
Snrpb	24.285714	0	0	0	0	0	0	195	145	0	0	0	0	0	0	0
Myzap	24.285714	0	0	0	0	0	0	139	201	0	0	0	0	0	0	0
Katnb1	24.285714	0	0	0	0	0	0	193	147	0	0	0	0	0	0	0
Immp1l	24.285714	0	0	0	0	0	0	135	205	0	0	0	0	0	0	0
Hyal2	24.285714	0	0	0	0	0	0	174	166	0	0	0	0	0	0	0
Hsd17b7	24.285714	0	0	0	0	0	0	158	182	0	0	0	0	0	0	0
Elp4	24.285714	0	0	0	0	0	0	135	205	0	0	0	0	0	0	0
Vps35	24.214286	0	0	0	0	0	0	155	184	0	0	0	0	0	0	0
Ushbp1	24.214286	0	0	0	0	0	0	167	172	0	0	0	0	0	0	0
Orc6	24.214286	0	0	0	0	0	0	155	184	0	0	0	0	0	0	0
H2bc6	24.214286	0	0	0	0	0	0	150	189	0	0	0	0	0	0	0
Cox10	24.214286	0	0	0	0	0	0	184	155	0	0	0	0	0	0	0
Chrna3	24.214286	0	0	0	0	0	0	167	172	0	0	0	0	0	0	0
Babam1	24.214286	0	0	0	0	0	0	167	172	0	0	0	0	0	0	0
Zfp981	24.142857	0	0	0	0	0	0	197	141	0	0	0	0	0	0	0
Tti2	24.142857	0	0	0	0	0	0	173	165	0	0	0	0	0	0	0
Tmed9	24.142857	0	0	0	0	0	0	226	112	0	0	0	0	0	0	0
Hdgfl3	24.142857	0	0	0	0	0	0	156	182	0	0	0	0	0	0	0
H3c2	24.142857	0	0	0	0	0	0	183	155	0	0	0	0	0	0	0
H2ac4	24.142857	0	0	0	0	0	0	183	155	0	0	0	0	0	0	0
Ebf1	24.142857	0	0	0	0	0	0	99	239	0	0	0	0	0	0	0
Cryl1	24.142857	0	0	0	0	0	0	207	131	0	0	0	0	0	0	0
Usp39	24.071429	0	0	0	0	0	0	185	152	0	0	0	0	0	0	0
Shox2	24.071429	0	0	0	0	0	0	143	194	0	0	0	0	0	0	0
Rsrc1	24.071429	0	0	0	0	0	0	143	194	0	0	0	0	0	0	0
Ndufb7	24.071429	0	0	0	0	0	0	196	141	0	0	0	0	0	0	0
Fam234a	24.071429	0	0	0	0	0	0	207	130	0	0	0	0	0	0	0
Eef1e1	24.071429	0	0	0	0	0	0	196	141	0	0	0	0	0	0	0
0610030E20Rik	24.071429	0	0	0	0	0	0	185	152	0	0	0	0	0	0	0
Zfp512b	24.000000	0	0	0	0	0	0	190	146	0	0	0	0	0	0	0
Tmem254c	24.000000	0	0	0	0	0	0	164	172	0	0	0	0	0	0	0
Tmem254b	24.000000	0	0	0	0	0	0	164	172	0	0	0	0	0	0	0
Tmem254a	24.000000	0	0	0	0	0	0	164	172	0	0	0	0	0	0	0
Pcnt	24.000000	0	0	0	0	0	0	164	172	0	0	0	0	0	0	0
Paip2b	24.000000	0	0	0	0	0	0	154	182	0	0	0	0	0	0	0
Osmr	24.000000	0	0	0	0	0	0	174	162	0	0	0	0	0	0	0
Nsun7	24.000000	0	0	0	0	0	0	139	197	0	0	0	0	0	0	0
Lrpap1	24.000000	0	0	0	0	0	0	167	169	0	0	0	0	0	0	0
Kcnk4	24.000000	0	0	0	0	0	0	164	172	0	0	0	0	0	0	0
Fam50a	24.000000	0	0	0	0	0	0	205	131	0	0	0	0	0	0	0
Fam193b	24.000000	0	0	0	0	0	0	193	143	0	0	0	0	0	0	0
Cdh17	24.000000	0	0	0	0	0	0	161	175	0	0	0	0	0	0	0
Aurkb	24.000000	0	0	0	0	0	0	207	129	0	0	0	0	0	0	0
Asns	24.000000	0	0	0	0	0	0	164	172	0	0	0	0	0	0	0
Zfp799	23.928571	0	0	0	0	0	0	174	161	0	0	0	0	0	0	0
Zfp251	23.928571	0	0	0	0	0	0	143	192	0	0	0	0	0	0	0
