Target_genes	Pbx1|Average	SRX520199|3T3-L1	SRX1482287|C2C12	SRX1482288|C2C12	SRX1557407|C2C12	SRX1557408|C2C12	SRX9088764|Embryoid_Bodies	SRX9088765|Embryoid_Bodies	SRX1602947|Embryonic_brains	SRX1602948|Embryonic_brains	SRX1629941|Embryonic_brains	SRX1629942|Embryonic_brains	SRX170716|Embryonic_trunk	SRX6879007|ES_cells	SRX14359346|Hindlimb	SRX14359347|Hindlimb	SRX319742|Myeloid_leukemia	SRX319743|Myeloid_leukemia	SRX1824751|P19	SRX25508382|Spinal_Cord	STRING
Dennd10	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	122	199	0	0	0	0	0
Cpne7	16.894737	0	0	0	0	158	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Bcam	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	182	139	0	0	0	0	0
Adgrg5	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0
Znrd2	16.842105	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve28	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	79	241	0	0	0	0	0
Tkt	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	114	206	0	0	0	0	0
Slc29a2	16.842105	0	0	0	0	149	0	0	0	0	0	0	0	0	72	99	0	0	0	0	0
S1pr1	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	157	163	0	0	0	0	0
Rab3b	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	154	0	166	0	0	0	0	0
Ptpn21	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	146	174	0	0	0	0	0
Pdcd4	16.842105	0	0	0	157	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Nhlh2	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	215	105	0	0	0	0	0
Ncan	16.842105	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	112	0
Map1a	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	205	115	0	0	0	0	0
Fbxw4	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	81	239	0	0	0	0	0
Fam89b	16.842105	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpa4	16.842105	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0
Cfap99	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	79	241	0	0	0	0	0
Begain	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	136	184	0	0	0	0	0
Xkr7	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	188	0	0	0	0	0
Uri1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Tyw5	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	110	0
Surf2	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	193	126	0	0	0	0	0
Surf1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	193	126	0	0	0	0	0
Rps3a1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	96	223	0	0	0	0	0
Rpl32	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	81	80	158	0	0	0	0	0
Maip1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	110	0
Magi1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	148	171	0	0	0	0	0
Hpca	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	132	0
Hmcn2	16.789474	0	0	0	0	166	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Heatr6	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	110	0
Ehd3	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	98	221	0	0	0	0	0
Eef1akmt4-ece2	16.789474	0	0	0	0	197	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Eef1akmt4	16.789474	0	0	0	0	197	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Edem2	16.789474	0	0	0	0	205	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
Decr2	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	168	151	0	0	0	0	0
Alg3	16.789474	0	0	0	0	197	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Aen	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	144	175	0	0	0	0	0
Spin2d	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	115	203	0	0	0	0	0
Prom1	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	110	208	0	0	0	0	0
Pet117	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	162	156	0	0	0	0	0
Olfr1109	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0
Map3k21	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	95	223	0	0	0	0	0
Lingo2	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	159	0	159	0	0	0	0	0
Kat14	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	162	156	0	0	0	0	0
Gast	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0
Gas6	16.736842	0	0	0	178	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Ddx43	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	106	212	0	0	0	0	0
Bicc1	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	132	186	0	0	0	0	0
Agbl2	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	98	220	0	0	0	0	0
Wfdc2	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	229	0	88	0	0	0	0	0
Tmem51	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	142	0
Sod3	16.684211	189	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp10	16.684211	0	0	0	106	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3b	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	149	0	168	0	0	0	0	0
Cdh8	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	114	203	0	0	0	0	0
Aif1l	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	137	180	0	0	0	0	0
Abca15	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	150	167	0	0	0	0	0	0
Slc6a3	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	144	0	172	0	0	0	0	0
Phf2	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	121	0	195	0	0	0	0	0
Pax7	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	218	0
Ntn5	16.631579	0	0	0	131	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0
Map10	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	62	0	254	0	0	0	0	0
Kmo	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	173	0	0	0
Exo1	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	131	185	0	0	0	0	0
Col25a1	16.631579	0	0	0	0	131	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
Cnih2	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	106	210	0	0	0	0	0
Carmil1	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	180	136	0	0	0	0	0
Wdr60	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	106	209	0	0	0	0	0
Tmem132b	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	207	0	108	0	0	0	0	0
Ptpmt1	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	116	199	0	0	0	0	0
Pi15	16.578947	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lum	16.578947	134	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Krtap5-2	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	210	0	105	0	0	0	0	0
Hmx2	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	125	0	112	0	0	78	0	0
Gm44805	16.578947	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpped1	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	106	209	0	0	0	0	0
Apoc4	16.578947	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aox1	16.578947	0	0	0	80	127	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Aff2	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	119	196	0	0	0	0	0
Acp5	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0
Gjb1	16.526316	142	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	433
Tprn	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	163	151	0	0	0	0	0
Tmem154	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	155	159	0	0	0	0	0	0
Srgap1	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	167	0	147	0	0	0	0	0
Smim40	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	124	190	0	0	0	0	0
Rab1b	16.526316	0	0	0	0	131	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Pde1b	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	162	152	0	0	0	0	0
Memo1	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	106	208	0	0	0	0	0
Kyat3	16.526316	0	0	0	0	155	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Kat2a	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0
Hspb9	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0
Hs1bp3	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	140	174	0	0	0	0	0
Gm364	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0
Daxx	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	124	190	0	0	0	0	0
C1galt1c1	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0
Acvr2b	16.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	122	192	0	0	0	0	0
Vangl1	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	93	220	0	0	0	0	0
Tifa	16.473684	0	0	0	139	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Tbc1d2b	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	236	0	77	0	0	0	0	0
Slc41a3	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	118	195	0	0	0	0	0
Phospho2	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	124	0
Npas1	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0
Klk10	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	164	149	0	0	0	0	0
Kdm5a	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	91	84	0	0	0	138	0
Hapln4	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	208	0	105	0	0	0	0	0
Gp9	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	180	133	0	0	0	0	0
Endog	16.473684	0	0	0	0	135	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Ece1	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	150	0	163	0	0	0	0	0
Ddn	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	158	155	0	0	0	0	0
Ccdc173	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	124	0
Barhl2	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	100	0	119	0	0	94	0	0
As3mt	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	172	141	0	0	0	0	0
Art3	16.473684	141	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoe	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0
Apoc1	16.473684	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0
Ugt1a6a	16.421053	181	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinc4	16.421053	0	0	0	189	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Msc	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	157	0	155	0	0	0	0	0
Marchf4	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	131	181	0	0	0	0	0
Hypk	16.421053	0	0	0	189	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Amacr	16.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	131	181	0	0	0	0	0
Abcc12	16.421053	0	0	0	136	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Txlng	16.368421	0	0	0	0	214	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
Tmbim1	16.368421	124	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Tecrl	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0
Sema4f	16.368421	0	0	0	172	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Pla2g2e	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0
Gng10	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	157	0	154	0	0	0	0	0
Gm13030	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0
Ggcx	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	131	180	0	0	0	0	0
Dkk2	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	237	0
Card14	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0
6330403K07Rik	16.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	107	0
Tubgcp3	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	125	185	0	0	0	0	0
Rps12	16.315789	0	0	0	0	243	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0
Msh2	16.315789	0	0	0	0	178	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Ms4a2	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	88	0	0
Grb10	16.315789	0	0	0	0	0	105	0	0	0	0	0	0	0	0	205	0	0	0	0	0
Fam89a	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	102	208	0	0	0	0	0
Celsr3	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	163	0
Cdip1	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	106	204	0	0	0	0	0
Adcy2	16.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	138	172	0	0	0	0	0
Shroom2	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	159	0	150	0	0	0	0	0
Ptprn	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	148	161	0	0	0	0	0
Ppp2r3d	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0
Nup35	16.263158	0	0	0	0	186	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Mmp23	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	156	153	0	0	0	0	0
Epha5	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	107	202	0	0	0	0	0
Dpp10	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	131	178	0	0	0	0	0
Clec14a	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	195	114	0	0	0	0	0
Cdc20b	16.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	147	162	0	0	0	0	0
Zfp185	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0
Tbca	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0
Spag6	16.210526	0	0	0	0	221	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0
Rnf225	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	82	226	0	0	0	0	0
Rbmx2	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	63	140	105	0	0	0	0	0
Pon2	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	146	162	0	0	0	0	0
Plpp4	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	101	0
Pfn3	16.210526	0	0	0	132	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0
Nppc	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	136	172	0	0	0	0	0
Ldlr	16.210526	0	0	0	0	224	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
Gabrd	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	140	168	0	0	0	0	0
Caly	16.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0
Zbtb34	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	117	190	0	0	0	0	0
Utrn	16.157895	76	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk2	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	122	185	0	0	0	0	0
Sema5a	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	100	0
Rtn4rl1	16.157895	0	0	0	106	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf145	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0
Mrps21	16.157895	0	0	0	78	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0
Iah1	16.157895	148	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Glra1	16.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	148	159	0	0	0	0	0
Dph1	16.157895	0	0	0	106	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crybb1	16.157895	0	0	0	210	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0
Coasy	16.157895	0	0	0	0	203	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0
Zc3h12c	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	173	0
Ttc33	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0
Tnc	16.105263	0	0	0	203	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sall3	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	149	0
Nr2c2ap	16.105263	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl16	16.105263	0	0	0	192	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Misp3	16.105263	0	0	0	97	133	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0
Lyrm2	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	113	193	0	0	0	0	0
Hmgb3	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	199	0	107	0	0	0	0	0
Dlec1	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0
Ccdc81	16.105263	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carmil3	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	127	179	0	0	0	0	0
Tnfsf18	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f1	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	79	149	0	0	0	77	0
Paox	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	131	174	0	0	0	0	0
Olfr16	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magi2	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	122	183	0	0	0	0	0
Kdelr3	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	125	180	0	0	0	0	0
Irf6	16.052632	0	0	0	0	134	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Il6	16.052632	0	0	0	186	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grik4	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	180	0	125	0	0	0	0	0
Foxred2	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	141	164	0	0	0	0	0
Dnmt3l	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0
Dmrt2	16.052632	0	0	0	0	190	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0
Cldn34c4	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	108	197	0	0	0	0	0
Cenpe	16.052632	0	0	0	0	224	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0
Samd12	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	133	82	89	0	0	0	0	0
Rhog	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	137	167	0	0	0	0	0
Nop16	16.000000	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lztr1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	82	222	0	0	0	0	0
Ly6g	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a	16.000000	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm5	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	138	166	0	0	0	0	0
Egfr	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	140	164	0	0	0	0	0
Ctsc	16.000000	145	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Brinp1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	174	0	0
Ahr	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	114	190	0	0	0	0	0
Vrk2	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	114	189	0	0	0	0	0
Rhoj	15.947368	164	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Qk	15.947368	0	0	0	0	0	0	85	0	0	0	0	0	0	0	218	0	0	0	0	0
Ptchd4	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	98	205	0	0	0	0	0
Pde5a	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	109	194	0	0	0	0	0
Magee2	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	105	198	0	0	0	0	0
Crispld2	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	160	143	0	0	0	0	0
Castor1	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	177	0	126	0	0	0	0	0
Adh7	15.947368	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Wipf1	15.894737	0	0	0	107	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
Ubxn10	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	180	122	0	0	0	0	0
Tmem242	15.894737	0	0	0	127	91	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snapc2	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	138	164	0	0	0	0	0
Sars	15.894737	0	0	0	0	116	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Pot1a	15.894737	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g2c	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	180	122	0	0	0	0	0
Pde3b	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	156	146	0	0	0	0	0
Hdac8	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flacc1	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0
Fgd3	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	128	174	0	0	0	0	0
Clec2l	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	132	170	0	0	0	0	0
Trim13	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	122	179	0	0	0	0	0
Tmem249	15.842105	0	0	0	0	207	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
Slc52a2	15.842105	0	0	0	0	207	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
Selenov	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	174	0	127	0	0	0	0	0
Peli2	15.842105	204	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0
Ncam2	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	112	189	0	0	0	0	0
Gm8300	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl6	15.842105	0	0	0	0	207	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
Dusp15	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	83	0
Cd99l2	15.842105	0	0	0	122	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Aym1	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	133	0
Xpc	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	63	0	237	0	0	0	0	0
Uqcc3	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	171	129	0	0	0	0	0
Ube2e1	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	88	212	0	0	0	0	0
Slc43a3	15.789474	0	0	0	114	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Lsm3	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	63	0	237	0	0	0	0	0
Krtap16-1	15.789474	0	0	0	186	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdgfl3	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	113	187	0	0	0	0	0
Cspg5	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	103	197	0	0	0	0	0
Cntn4	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	168	0
Ankrd13d	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	79	221	0	0	0	0	0
Actr8	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	169	0	0	0	0	0
Zscan30	15.736842	152	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp462	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	181	118	0	0	0	0	0
Zfp35	15.736842	152	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsx1	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	131	168	0	0	0	0	0
Tmem44	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	120	0
Sirt6	15.736842	0	0	0	177	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc1	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	124	175	0	0	0	0	0
Ripply3	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	84	215	0	0	0	0	0
Rab42	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	148	151	0	0	0	0	0
Ninl	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	106	193	0	0	0	0	0
Krtap10-4	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	114	185	0	0	0	0	0
