Target_genes	Irf2|Average	SRX122514|Dendritic_Cells	SRX122515|Dendritic_Cells	SRX122516|Dendritic_Cells	SRX122517|Dendritic_Cells	SRX122518|Dendritic_Cells	SRX122519|Dendritic_Cells	SRX122520|Dendritic_Cells	SRX122521|Dendritic_Cells	SRX122522|Dendritic_Cells	SRX122523|Dendritic_Cells	SRX6830819|Intestinal_stem_cells	SRX8335642|Intestinal_stem_cells	SRX2953593|MEF	SRX2953594|MEF	SRX2953595|MEF	SRX2953596|MEF	SRX3730243|Trophoblast_stem_cells	SRX3730244|Trophoblast_stem_cells	SRX3730278|Trophoblast_stem_cells	STRING
Ppm1l	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	111	0	0	0
Haspin	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0
Smug1	16.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0
Ctsl	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	151	0	0	0	0
Zswim1	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0
Tpm3	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	129	172	0	0	0	0	0
Rab3gap2	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	168	0	0
Gm3667	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	119	0
Cnot1	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	183	0
5730455P16Rik	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	153	0	0
Zfpm2	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	140	0	0	0	0
Pdia5	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	143	0
Cfap97	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	132	0
Bms1	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	139	0
Bcl11a	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	138	0	0	0	0
Tex14	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	122	0	0
Hspe1	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0
Hspd1	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0
Opa1	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	150	0	0
Nomo1	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	154	0
Abcc6	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	154	0
Nampt	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	138	0	0	0	0
M6pr	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	185	0
Zfp236	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	140	0	0
Vps41	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	146	0
Irx2	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	136	0	0	0	0
Rab18	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	137	0	0	0
Alx4	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	131	0	0	0	0
Gorasp2	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	88	73	0
Btbd19	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	163	125	0	0	0	0	0
BC048679	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0
Ap3b2	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0
Tob1	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0
Gtf2h4	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	204	0
Vps50	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	129	0
Hepacam2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	129	0
Dnajc12	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	102	183	0	0	0	0	0	0
Ctdp1	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	162	0
Trmt1l	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	134	0
Swt1	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	134	0
Ranbp6	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0
Pigg	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	170	0
Kifbp	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	139	0	0	0	0
Josd2	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0
Aspdh	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0
Tpt1	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	148	0	0	0	0
Tmem262	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	204	0	0
Zfp39	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	175	0	0	0	0
Prkn	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0
Pacrg	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0
Cstf1	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	146	0	0
Aurka	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	146	0	0
Unkl	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	174	0
BC003965	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	174	0
Tnfaip1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	157	0
Ndufaf1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	127	0
Ift20	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	157	0
H3f3c	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	127	0
Fam193a	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	153	0
Zim1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Txnl4b	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	150	0
Rangap1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	134	0
Epn3	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	127	0	0
Dhx38	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	150	0
Champ1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	85	0	0
Trip10	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	179	0
Tmem258	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	136	0	0	0	0
Ppil3	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	134	0	0
Nif3l1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	134	0	0
Gpr108	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	179	0
Foxf1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	148	0	0	0
Fen1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	136	0	0	0	0
Snrpd3	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0
Olfr270	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0
Lcat	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
Gucd1	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0
Olfr806	14.473684	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0
Fut10	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	140	0	0
Sugp1	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	138	0
Slc25a28	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	136	0	0	0	0
Sdhaf3	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	120	0
Rnf115	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	105	0
Polr3c	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	105	0
Mau2	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	138	0
Lemd2	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	177	0
Tmem184b	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	146	0	0	0	0
Rps19bp1	14.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	132	0
Erlec1	14.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	83	0	0
Asb3	14.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	83	0	0
Gpaa1	14.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	151	0
Exosc4	14.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	151	0
Slc25a19	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	113	0
Ddx46	14.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	112	0	0
Zfp868	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	107	0
Trak2	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	109	69	0
Timmdc1	14.157895	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	86	0	0
Zfp503	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0
Zdhhc16	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	168	0
Sec13	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	93	0
Exosc1	14.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	168	0
Utp15	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	141	0	0
Sdccag8	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	133	0
Cep170	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	133	0
Ankra2	14.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	141	0	0
Tacstd2	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	119	0	0
Pa2g4	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	167	0
Nkx3-2	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	136	0	0	0
Klhdc4	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	137	0	0	0
Ap3m2	14.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	152	0	0	0	0
Xpot	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	161	0
Ubr4	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	151	0
Nufip1	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	113	0	0	0	0
Gpalpp1	13.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	113	0	0	0	0
Rubcn	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	130	0	0
Fyttd1	13.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	130	0	0
Phactr1	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	132	0	0	0	0
Gtf2b	13.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	111	0	0
Txnl4a	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	99	0	0
Rpl27a	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	134	128	0	0	0	0	0
Ift46	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	145	0
Gm16286	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	99	0	0
Cp	13.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	78	0	0	0	0
Tcp11l2	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	116	0	0	0	0
Mff	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	146	0
Fam185a	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Edem3	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	178	0
Ccdc146	13.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
Nktr	13.684211	0	0	0	0	0	0	0	0	0	0	0	0	114	146	0	0	0	0	0	0
Chfr	13.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	148	0
Zfp354b	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	154	0	0
Nr1d1	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	97	0	0
Nfat5	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	69	0	0
Insm2	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0
Gm4951	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	148	111	0	0	0	0	0
Ccdc88a	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0
Bub3	13.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	104	0	0
Gm4981	13.578947	0	0	0	0	0	0	0	0	0	0	158	100	0	0	0	0	0	0	0	0
Wdr45b	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	164	0
Vrk1	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	116	0
Rpgrip1l	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	134	0
Peli1	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	164	0	0
H4c6	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	57	0	0
H1f3	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	57	0	0
Fto	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	134	0
Adnp	13.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	122	0	0
Tfap2a	13.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0
Ift88	13.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0
Ube2z	13.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	132	0	0
Ppme1	13.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Nup133	13.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	126	0
C2cd3	13.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Ghitm	13.368421	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	129	0	0	0	0
Usp35	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	127	0
Kctd21	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	127	0
Atxn7l3b	13.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0
Olfr456	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	140	0	0	0	0
H3f3b	13.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0
Rtraf	13.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	128	0	0	0	0
Kat7	13.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	122	0
Traf5	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	117	0	0	0
Pcm1	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	118	0
Dgat1	13.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Abcf2	13.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	117	0
Exoc2	13.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0
Tatdn3	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0
Nsl1	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0
Tfeb	12.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	122	0
Atp5g1	12.947368	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	122	0
Sephs2	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Rps3	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	127	0
Cpsf1	12.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Cant1	12.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0
Atp5g3	12.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	135	0	0
Lrrc59	12.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0
Acsf3	12.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0
Taf5	12.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	101	0	0	0
Man1b1	12.684211	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	118	0
Mtmr9	12.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	97	0	0
Gadd45g	12.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	111	129	0	0	0	0	0
Crebl2	12.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	98	0
Cltc	12.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	116	0	0
Sec22b	12.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	154	0
Rsrp1	12.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	99	0	0	0	0
Prpf4	12.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	117	0
Cdc26	12.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	117	0
Ccdc150	12.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	147	0
Pus1	12.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0
Prom2	12.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
B3gnt3	12.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
Ap3s2	12.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
Adipor2	12.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	140	0
Zbtb17	12.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Sprtn	12.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Exoc8	12.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Mrpl44	12.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0
Il1rap	12.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	132	0	0	0
Ccdc6	12.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	125	0	0	0	0
Taf3	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	97	0	0
Snrpb	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0
Slc35f4	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0
Ppp6c	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	0
Nip7	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	136	0
Gm8909	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0
Cog8	12.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	136	0
Tbc1d7	12.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0
Rrp15	12.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	71	0	0
Ric8b	12.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Dnajc24	12.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	113	0	0
Eif4a3	12.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Desi2	12.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Sec23ip	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	138	0
Mcmbp	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	138	0
Rad54l2	11.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Emilin1	11.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0
Ap1g1	11.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Vps25	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Ttc25	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	109	0
Tmem185b	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Snx18	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Rsad1	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0
Nr3c2	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Kansl3	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Fer1l5	11.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0
Ciz1	11.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	108	0	0	0
Atl3	11.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
Ankrd40	11.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
Zfp661	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Them4	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Mrps5	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
H4c18	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	123	0
H4bc24	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	123	0
H2bc23	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	123	0
H2ac24	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	123	0
H2ac23	11.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	123	0
Xrra1	11.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Spcs2	11.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Smarcal1	11.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Wrn	11.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	100	0	0	0
Tmem33	11.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	84	0
Purg	11.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	100	0	0	0
Pcbp2	11.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	115	0	0
Nsmce3	11.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
Ube4a	11.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Rasef	11.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Cdc34	11.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
Supt6	11.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	85	0	0	0	0
Sdf2	11.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	85	0	0	0	0
Ppil4	11.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
Cwf19l2	11.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	77	0	0	0
Amt	11.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	92	0
Wdr75	11.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	83	0
Tsen15	11.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Tacr2	11.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	127	0	0	0	0
Rad51	11.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Rabac1	11.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Krt10	11.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	82	0
Dmrtc1a	11.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0
Zfp369	11.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	89	0
Urb2	11.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	91	126	0	0	0	0	0
Taf5l	11.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	91	126	0	0	0	0	0
Il3ra	11.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	75	0	0
Marchf6	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
Ifnz	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
H3c11	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
H2bc22	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
H2ac22	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
H1f5	11.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0
