Target_genes	Cebpd|Average	SRX047644|3T3-L1	SRX047645|3T3-L1	SRX10965268|4T1	SRX10965269|4T1	SRX10965270|4T1	SRX10965271|4T1	SRX10965272|4T1	SRX10965273|4T1	SRX2901280|Macrophages	SRX2901281|Macrophages	SRX2901282|Macrophages	SRX2901283|Macrophages	SRX2901284|Macrophages	STRING
Fut1	21.846154	0	0	104	180	0	0	0	0	0	0	0	0	0	0
Fgf21	21.846154	0	0	104	180	0	0	0	0	0	0	0	0	0	0
Cars2	21.846154	0	0	152	132	0	0	0	0	0	0	0	0	0	0
Bdh2	21.846154	0	0	148	136	0	0	0	0	0	0	0	0	0	0
Smox	21.769231	0	0	0	126	0	0	0	0	0	0	0	0	157	0
Sesn3	21.769231	0	0	153	130	0	0	0	0	0	0	0	0	0	0
Git2	21.769231	0	0	0	152	0	0	0	0	0	0	0	0	131	0
Ankrd13a	21.769231	0	0	0	152	0	0	0	0	0	0	0	0	131	0
Ubac2	21.692308	0	0	0	0	0	0	0	0	0	94	0	0	188	0
Scn2a	21.692308	0	178	0	0	0	0	0	0	0	0	0	0	104	0
Reck	21.692308	0	282	0	0	0	0	0	0	0	0	0	0	0	0
Nlrx1	21.692308	0	0	0	86	0	0	0	0	0	0	0	0	196	0
Dnajb2	21.692308	0	0	105	104	73	0	0	0	0	0	0	0	0	0
Brf1	21.692308	0	0	0	167	0	115	0	0	0	0	0	0	0	0
A630095N17Rik	21.692308	0	0	105	104	73	0	0	0	0	0	0	0	0	0
Tmem161a	21.615385	0	0	139	142	0	0	0	0	0	0	0	0	0	0
Gtsf1	21.615385	0	0	171	110	0	0	0	0	0	0	0	0	0	0
Grm8	21.615385	0	0	0	100	0	0	0	0	0	0	0	0	181	0
Fignl2	21.615385	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Atp9a	21.615385	0	154	0	127	0	0	0	0	0	0	0	0	0	0
Zfp644	21.538462	0	0	163	117	0	0	0	0	0	0	0	0	0	0
Xirp1	21.538462	0	0	94	109	77	0	0	0	0	0	0	0	0	0
Stard10	21.538462	0	183	97	0	0	0	0	0	0	0	0	0	0	0
Slc37a4	21.538462	0	0	0	118	162	0	0	0	0	0	0	0	0	0
Prr19	21.538462	0	0	178	0	0	102	0	0	0	0	0	0	0	0
Pafah1b3	21.538462	0	0	178	0	0	102	0	0	0	0	0	0	0	0
Gpr107	21.538462	0	0	0	0	0	0	0	0	0	0	0	0	280	0
Dnah6	21.538462	0	0	112	168	0	0	0	0	0	0	0	0	0	0
Csrnp1	21.538462	0	0	80	122	0	78	0	0	0	0	0	0	0	0
Cs	21.538462	0	0	0	115	0	0	0	0	0	0	0	0	165	0
Zfpl1	21.461538	0	0	115	164	0	0	0	0	0	0	0	0	0	0
Vhl	21.461538	0	0	99	180	0	0	0	0	0	0	0	0	0	0
Tsn	21.461538	0	0	126	153	0	0	0	0	0	0	0	0	0	0
Tmem18	21.461538	0	0	0	0	0	0	0	0	0	0	0	141	138	0
Swsap1	21.461538	0	0	157	122	0	0	0	0	0	0	0	0	0	0
Spag6	21.461538	0	0	0	94	0	0	0	0	0	0	0	0	185	0
Rap1b	21.461538	0	0	0	74	0	0	0	0	0	0	0	0	205	0
Radx	21.461538	0	0	0	0	0	0	0	0	0	0	0	0	279	0
Pttg1ip	21.461538	0	0	62	118	99	0	0	0	0	0	0	0	0	0
Prss21	21.461538	0	0	0	0	0	0	0	0	0	0	0	0	279	0
Pag1	21.461538	0	0	0	165	0	0	0	0	0	0	0	0	114	0
Nectin2	21.461538	0	0	80	63	0	136	0	0	0	0	0	0	0	0
Mis18a	21.461538	0	0	105	174	0	0	0	0	0	0	0	0	0	0
Ifnar1	21.461538	0	0	0	0	0	0	0	0	0	0	0	161	118	0
Cdca5	21.461538	0	0	115	164	0	0	0	0	0	0	0	0	0	0
Bcl2a1c	21.461538	0	0	0	0	0	0	0	0	0	0	0	0	279	0
Bag6	21.461538	0	0	100	104	0	75	0	0	0	0	0	0	0	0
Apom	21.461538	0	0	100	104	0	75	0	0	0	0	0	0	0	0
Washc3	21.384615	0	0	171	0	0	0	0	0	0	0	107	0	0	0
Ubtf	21.384615	0	169	109	0	0	0	0	0	0	0	0	0	0	0
Spg20	21.384615	0	0	88	112	0	78	0	0	0	0	0	0	0	0
Rhbdd3	21.384615	0	0	84	121	0	73	0	0	0	0	0	0	0	0
Map2k4	21.384615	0	0	0	0	0	0	0	0	0	0	0	135	143	0
Ewsr1	21.384615	0	0	84	121	0	73	0	0	0	0	0	0	0	0
Alpk2	21.384615	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Vstm4	21.307692	277	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttyh3	21.307692	0	0	104	173	0	0	0	0	0	0	0	0	0	0
Ttll5	21.307692	0	0	97	180	0	0	0	0	0	0	0	0	0	0
Tsc22d1	21.307692	204	0	0	73	0	0	0	0	0	0	0	0	0	0
Renbp	21.307692	0	0	148	0	129	0	0	0	0	0	0	0	0	0
Rasgef1b	21.307692	0	0	0	0	0	0	0	0	0	0	0	115	162	0
Ppp1r9b	21.307692	0	0	160	117	0	0	0	0	0	0	0	0	0	0
Plac1	21.307692	0	0	128	149	0	0	0	0	0	0	0	0	0	0
Mta2	21.307692	0	0	0	0	0	0	0	0	0	0	0	0	277	0
Erg28	21.307692	0	0	97	180	0	0	0	0	0	0	0	0	0	0
Chmp6	21.307692	0	0	140	75	62	0	0	0	0	0	0	0	0	0
Atp8b4	21.307692	0	150	0	0	0	0	0	0	0	0	0	127	0	0
Zfyve27	21.230769	0	0	122	71	0	83	0	0	0	0	0	0	0	0
Zfp84	21.230769	0	0	0	132	0	0	0	0	0	0	0	0	144	0
Tgds	21.230769	0	173	0	103	0	0	0	0	0	0	0	0	0	0
Srp9	21.230769	0	0	123	153	0	0	0	0	0	0	0	0	0	0
Sec14l1	21.230769	0	0	175	101	0	0	0	0	0	0	0	0	0	0
Rap2b	21.230769	0	0	170	106	0	0	0	0	0	0	0	0	0	0
Mrps10	21.230769	0	0	170	106	0	0	0	0	0	0	0	0	0	0
Gpr180	21.230769	0	173	0	103	0	0	0	0	0	0	0	0	0	0
Wfdc15a	21.153846	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc12	21.153846	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Vstm2a	21.153846	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Uimc1	21.153846	0	0	111	164	0	0	0	0	0	0	0	0	0	0
Tnnt2	21.153846	0	0	132	143	0	0	0	0	0	0	0	0	0	0
Smarcc2	21.153846	0	0	103	0	0	0	0	0	0	0	0	172	0	0
Pcyox1	21.153846	0	0	0	0	0	0	0	0	0	0	0	107	168	0
H2-T9	21.153846	0	155	120	0	0	0	0	0	0	0	0	0	0	0
H2-T22	21.153846	0	155	120	0	0	0	0	0	0	0	0	0	0	0
Gm6034	21.153846	0	155	120	0	0	0	0	0	0	0	0	0	0	0
Gm4951	21.153846	0	0	0	0	0	0	0	0	0	0	0	0	275	0
Fgfbp1	21.153846	0	0	142	133	0	0	0	0	0	0	0	0	0	0
Cnn1	21.153846	0	0	0	0	131	144	0	0	0	0	0	0	0	0
Churc1	21.153846	0	0	142	133	0	0	0	0	0	0	0	0	0	0
Zar1l	21.076923	0	0	167	107	0	0	0	0	0	0	0	0	0	0
Rtp1	21.076923	0	274	0	0	0	0	0	0	0	0	0	0	0	0
Nelfcd	21.076923	0	0	0	0	0	0	0	0	0	0	0	123	151	0
Mtrr	21.076923	0	0	136	138	0	0	0	0	0	0	0	0	0	0
Mrpl48	21.076923	0	0	153	121	0	0	0	0	0	0	0	0	0	0
L3mbtl3	21.076923	0	0	0	82	0	0	0	0	0	0	0	0	192	0
Galnt7	21.076923	0	274	0	0	0	0	0	0	0	0	0	0	0	0
Fastkd3	21.076923	0	0	136	138	0	0	0	0	0	0	0	0	0	0
Brca2	21.076923	0	0	167	107	0	0	0	0	0	0	0	0	0	0
Bfar	21.076923	0	0	139	0	0	0	0	0	0	0	0	0	135	0
Vdac1	21.000000	0	0	155	118	0	0	0	0	0	0	0	0	0	0
Ogfod2	21.000000	0	0	143	130	0	0	0	0	0	0	0	0	0	0
Itpr1	21.000000	0	0	0	0	93	81	0	0	0	0	0	0	99	0
Htra1	21.000000	0	0	120	153	0	0	0	0	0	0	0	0	0	0
Glce	21.000000	0	0	0	132	0	141	0	0	0	0	0	0	0	0
Cul3	21.000000	0	0	0	0	0	0	0	0	0	0	0	151	122	0
Arl6ip4	21.000000	0	0	143	130	0	0	0	0	0	0	0	0	0	0
Anxa7	21.000000	0	0	0	0	0	0	0	0	0	0	0	111	162	0
Zfp385b	20.923077	0	162	0	110	0	0	0	0	0	0	0	0	0	0
Olfr110	20.923077	0	0	0	0	0	0	0	0	0	0	0	160	112	0
Fus	20.923077	0	0	161	111	0	0	0	0	0	0	0	0	0	0
Cx3cr1	20.923077	0	0	128	0	144	0	0	0	0	0	0	0	0	0
Actg1	20.923077	0	0	146	126	0	0	0	0	0	0	0	0	0	0
Zcchc8	20.846154	0	0	150	121	0	0	0	0	0	0	0	0	0	0
Tmem37	20.846154	0	0	0	0	0	0	0	0	0	0	0	110	161	0
Pard3	20.846154	0	159	0	0	0	112	0	0	0	0	0	0	0	0
Kdm3a	20.846154	0	0	137	134	0	0	0	0	0	0	0	0	0	0
Impdh1	20.846154	0	0	121	150	0	0	0	0	0	0	0	0	0	0
Cd19	20.846154	0	0	0	0	0	0	0	0	0	0	0	97	174	0
Cacna1c	20.846154	0	271	0	0	0	0	0	0	0	0	0	0	0	0
Asf1b	20.846154	0	0	111	160	0	0	0	0	0	0	0	0	0	0
Slc22a21	20.769231	0	0	131	139	0	0	0	0	0	0	0	0	0	0
Rps15a	20.769231	0	0	0	0	0	0	0	0	0	0	0	0	270	0
Pank2	20.769231	0	0	114	156	0	0	0	0	0	0	0	0	0	0
Ifi206	20.769231	0	0	0	0	0	0	0	0	0	0	0	0	270	0
Cabin1	20.769231	0	0	177	93	0	0	0	0	0	0	0	0	0	0
Zc3h13	20.692308	0	0	131	0	0	0	0	0	0	0	0	0	138	0
Wasf2	20.692308	0	0	93	0	0	0	0	0	0	0	0	0	176	0
Vipas39	20.692308	0	0	156	113	0	0	0	0	0	0	0	0	0	0
Sdf2l1	20.692308	0	0	0	81	0	0	0	0	0	0	0	0	188	0
Sar1b	20.692308	0	0	134	135	0	0	0	0	0	0	0	0	0	0
Rnf207	20.692308	0	0	125	144	0	0	0	0	0	0	0	0	0	0
Nsmce4a	20.692308	0	0	172	97	0	0	0	0	0	0	0	0	0	0
Nlrp10	20.692308	147	122	0	0	0	0	0	0	0	0	0	0	0	0
Mtf1	20.692308	0	0	84	74	0	0	0	0	0	0	0	0	111	0
Metap1	20.692308	0	0	0	138	131	0	0	0	0	0	0	0	0	0
Maoa	20.692308	0	0	134	135	0	0	0	0	0	0	0	0	0	0
Jmjd1c	20.692308	0	0	149	120	0	0	0	0	0	0	0	0	0	0
Hint3	20.692308	0	0	157	112	0	0	0	0	0	0	0	0	0	0
Eif3f	20.692308	147	122	0	0	0	0	0	0	0	0	0	0	0	0
Dpy30	20.692308	0	0	100	169	0	0	0	0	0	0	0	0	0	0
Bloc1s2	20.692308	0	0	71	198	0	0	0	0	0	0	0	0	0	0
Ahsa1	20.692308	0	0	156	113	0	0	0	0	0	0	0	0	0	0
Acvr1c	20.692308	0	185	84	0	0	0	0	0	0	0	0	0	0	0
Slc19a2	20.615385	0	0	117	151	0	0	0	0	0	0	0	0	0	0
Rps5	20.615385	0	0	147	121	0	0	0	0	0	0	0	0	0	0
Odc1	20.615385	0	0	173	95	0	0	0	0	0	0	0	0	0	0
Nifk	20.615385	0	0	131	137	0	0	0	0	0	0	0	0	0	0
Fah	20.615385	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Diaph3	20.615385	0	0	111	157	0	0	0	0	0	0	0	0	0	0
Tax1bp3	20.538462	0	0	93	80	94	0	0	0	0	0	0	0	0	0
Prr14l	20.538462	0	0	0	0	0	0	0	0	0	0	0	107	160	0
Nubp1	20.538462	0	0	124	143	0	0	0	0	0	0	0	0	0	0
Kpnb1	20.538462	0	0	129	0	0	0	0	0	0	0	0	138	0	0
Emc6	20.538462	0	0	93	80	94	0	0	0	0	0	0	0	0	0
Cyp26a1	20.538462	0	0	0	0	0	135	0	0	0	0	0	0	132	0
Cnnm3	20.538462	0	0	0	0	0	0	0	0	0	0	0	0	267	0
Ccsap	20.538462	0	191	0	76	0	0	0	0	0	0	0	0	0	0
Arf6	20.538462	0	0	101	0	0	0	0	0	0	0	0	0	166	0
8030462N17Rik	20.538462	0	0	162	105	0	0	0	0	0	0	0	0	0	0
Tob1	20.461538	153	0	0	0	0	0	0	0	0	0	0	113	0	0
Setd4	20.461538	0	0	184	82	0	0	0	0	0	0	0	0	0	0
Mup21	20.461538	0	266	0	0	0	0	0	0	0	0	0	0	0	0
Gna15	20.461538	0	0	0	0	0	0	0	0	0	0	142	0	124	0
Fam90a1b	20.461538	0	0	98	168	0	0	0	0	0	0	0	0	0	0
Ccdc86	20.461538	0	0	0	0	0	0	0	0	0	0	0	0	266	0
Cbr1	20.461538	0	0	184	82	0	0	0	0	0	0	0	0	0	0
Cacybp	20.461538	0	0	105	161	0	0	0	0	0	0	0	0	0	0
Cacfd1	20.461538	0	0	96	101	0	69	0	0	0	0	0	0	0	0
Apoo	20.461538	0	0	98	168	0	0	0	0	0	0	0	0	0	0
Twf2	20.384615	0	0	150	0	0	0	0	0	0	0	0	0	115	0
Rmnd1	20.384615	0	0	0	105	0	0	0	0	0	0	0	160	0	0
Rbx1	20.384615	0	0	0	0	0	0	0	0	0	0	0	265	0	0
Ppm1m	20.384615	0	0	150	0	0	0	0	0	0	0	0	0	115	0
Lrrc17	20.384615	0	265	0	0	0	0	0	0	0	0	0	0	0	0
Klhl15	20.384615	0	0	100	62	103	0	0	0	0	0	0	0	0	0
Gmcl1	20.384615	0	265	0	0	0	0	0	0	0	0	0	0	0	0
Gfra4	20.384615	0	0	111	154	0	0	0	0	0	0	0	0	0	0
Cfap53	20.384615	0	0	138	127	0	0	0	0	0	0	0	0	0	0
Armt1	20.384615	0	0	0	105	0	0	0	0	0	0	0	160	0	0
Vps26c	20.307692	0	0	0	105	0	74	0	0	0	0	0	85	0	0
Polr3d	20.307692	135	129	0	0	0	0	0	0	0	0	0	0	0	0
Mbd4	20.307692	0	0	156	108	0	0	0	0	0	0	0	0	0	0
Ift122	20.307692	0	0	156	108	0	0	0	0	0	0	0	0	0	0
Hmces	20.307692	0	0	97	167	0	0	0	0	0	0	0	0	0	0
Ctnna1	20.307692	0	0	138	0	126	0	0	0	0	0	0	0	0	0
Car2	20.307692	0	0	0	0	0	0	0	0	0	0	0	127	137	0
Tcf7l2	20.230769	0	0	157	106	0	0	0	0	0	0	0	0	0	0
Krtap17-1	20.230769	0	0	130	133	0	0	0	0	0	0	0	0	0	0
Krtap16-1	20.230769	0	0	130	133	0	0	0	0	0	0	0	0	0	0
Ints12	20.230769	0	0	0	94	0	0	0	0	0	0	0	0	169	0
Gstcd	20.230769	0	0	0	94	0	0	0	0	0	0	0	0	169	0
Edil3	20.230769	0	0	0	0	0	0	0	0	0	0	0	128	135	0
Dcakd	20.230769	0	177	86	0	0	0	0	0	0	0	0	0	0	0
Cttn	20.230769	0	0	123	140	0	0	0	0	0	0	0	0	0	0
Cpa4	20.230769	0	0	145	118	0	0	0	0	0	0	0	0	0	0
Tet2	20.153846	0	0	0	0	0	0	0	0	0	0	0	121	141	0
Tcaf1	20.153846	0	262	0	0	0	0	0	0	0	0	0	0	0	0
Stoml2	20.153846	0	0	136	126	0	0	0	0	0	0	0	0	0	0
Rpl26	20.153846	0	0	124	0	138	0	0	0	0	0	0	0	0	0
Ppp1cb	20.153846	0	0	80	87	0	0	0	0	0	0	0	0	95	0
Megf9	20.153846	0	0	90	0	0	172	0	0	0	0	0	0	0	0
Kdm2a	20.153846	0	0	142	120	0	0	0	0	0	0	0	0	0	0
Il1rl1	20.153846	0	126	0	136	0	0	0	0	0	0	0	0	0	0
Gm45871	20.153846	0	0	0	0	0	0	0	0	0	0	0	128	134	0
Cav1	20.153846	0	262	0	0	0	0	0	0	0	0	0	0	0	0
C2cd2	20.153846	0	0	148	114	0	0	0	0	0	0	0	0	0	0
Bard1	20.153846	0	0	117	145	0	0	0	0	0	0	0	0	0	0
Trp53inp2	20.076923	0	0	0	134	127	0	0	0	0	0	0	0	0	0
Rfxap	20.076923	0	0	108	153	0	0	0	0	0	0	0	0	0	0
Nup188	20.076923	0	0	90	171	0	0	0	0	0	0	0	0	0	0
Gm32856	20.076923	0	0	110	0	0	151	0	0	0	0	0	0	0	0
Dolk	20.076923	0	0	90	171	0	0	0	0	0	0	0	0	0	0
Usf1	20.000000	0	0	147	0	113	0	0	0	0	0	0	0	0	0
Tkfc	20.000000	0	0	159	101	0	0	0	0	0	0	0	0	0	0
Styxl1	20.000000	0	0	112	148	0	0	0	0	0	0	0	0	0	0
Ptbp1	20.000000	0	0	134	126	0	0	0	0	0	0	0	0	0	0
Prune2	20.000000	0	0	128	132	0	0	0	0	0	0	0	0	0	0
Ntpcr	20.000000	0	0	114	146	0	0	0	0	0	0	0	0	0	0
Mdh2	20.000000	0	0	112	148	0	0	0	0	0	0	0	0	0	0
Macroh2a1	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	260	0
Galntl5	20.000000	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l	20.000000	0	0	124	0	136	0	0	0	0	0	0	0	0	0
E2f4	20.000000	0	0	124	0	136	0	0	0	0	0	0	0	0	0
Dele1	20.000000	0	0	154	106	0	0	0	0	0	0	0	0	0	0
Ddb1	20.000000	0	0	159	101	0	0	0	0	0	0	0	0	0	0
Ankib1	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	260	0
Tmem229b	19.923077	0	0	0	0	0	0	0	0	0	0	0	121	138	0
Spring1	19.923077	0	0	133	126	0	0	0	0	0	0	0	0	0	0
Slc12a7	19.923077	0	0	0	111	0	0	0	0	0	0	0	0	148	0
Rnft2	19.923077	0	0	133	126	0	0	0	0	0	0	0	0	0	0
Rgs19	19.923077	0	0	117	0	142	0	0	0	0	0	0	0	0	0
Psma5	19.923077	0	0	121	138	0	0	0	0	0	0	0	0	0	0
Mtmr7	19.923077	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Mlh3	19.923077	0	0	158	101	0	0	0	0	0	0	0	0	0	0
Lkaaear1	19.923077	0	0	117	0	142	0	0	0	0	0	0	0	0	0
Dapk1	19.923077	0	0	0	0	169	90	0	0	0	0	0	0	0	0
Dact1	19.923077	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Arid1a	19.923077	0	0	126	133	0	0	0	0	0	0	0	0	0	0
Tmem101	19.846154	0	0	134	124	0	0	0	0	0	0	0	0	0	0
Rtn2	19.846154	0	0	100	0	158	0	0	0	0	0	0	0	0	0
Phc2	19.846154	0	0	0	0	0	0	0	0	0	0	107	0	151	0
Mtmr14	19.846154	0	0	0	123	0	0	0	0	0	0	0	0	135	0
Krit1	19.846154	0	0	0	0	0	0	0	0	0	0	0	0	258	0
Exosc10	19.846154	0	0	0	0	0	0	0	0	0	154	0	0	104	0
Cdk1	19.846154	0	0	127	131	0	0	0	0	0	0	0	0	0	0
Atic	19.846154	0	0	151	107	0	0	0	0	0	0	0	0	0	0
Adprh	19.846154	0	0	0	106	0	0	0	0	0	0	0	0	152	0
Ube2g2	19.769231	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Tmem176b	19.769231	0	0	126	131	0	0	0	0	0	0	0	0	0	0
Tlk2	19.769231	0	0	0	116	0	0	0	0	0	0	0	0	141	0
Pcmt1	19.769231	0	0	140	117	0	0	0	0	0	0	0	0	0	0
Pak6	19.769231	0	0	128	129	0	0	0	0	0	0	0	0	0	0
P2ry1	19.769231	0	0	0	0	0	0	0	0	0	0	0	0	257	0
Lats1	19.769231	0	0	140	117	0	0	0	0	0	0	0	0	0	0
Ifi205	19.769231	0	0	0	0	0	0	0	0	0	0	0	0	257	0
Guca2b	19.769231	0	0	0	0	0	0	0	0	0	0	0	125	132	0
Gtf2e2	19.769231	0	0	135	122	0	0	0	0	0	0	0	0	0	0
Stard3	19.692308	0	0	0	0	0	0	0	0	0	0	0	256	0	0
Slc35a4	19.692308	0	0	105	0	0	0	0	0	0	0	0	151	0	0
Setdb1	19.692308	0	0	125	131	0	0	0	0	0	0	0	0	0	0
Lsm5	19.692308	0	0	167	89	0	0	0	0	0	0	0	0	0	0
Hps6	19.692308	0	0	89	0	0	0	0	0	0	0	0	0	167	0
Gsdmd	19.692308	0	0	0	0	0	0	0	0	0	0	0	0	256	0
Gm5617	19.692308	0	0	103	0	0	0	0	0	0	0	0	0	153	0
Apbb3	19.692308	0	0	105	0	0	0	0	0	0	0	0	151	0	0
Steap1	19.615385	0	0	111	144	0	0	0	0	0	0	0	0	0	0
Rpgrip1l	19.615385	0	0	0	68	0	0	0	0	0	0	0	187	0	0
Retn	19.615385	0	255	0	0	0	0	0	0	0	0	0	0	0	0
Phgr1	19.615385	0	0	0	0	0	0	0	0	0	0	0	0	255	0
Gcm1	19.615385	0	0	0	0	0	0	0	0	0	0	0	125	130	0
Fto	19.615385	0	0	0	68	0	0	0	0	0	0	0	187	0	0
Cpt2	19.615385	0	0	130	0	0	125	0	0	0	0	0	0	0	0
Ccdc81	19.615385	0	0	149	0	106	0	0	0	0	0	0	0	0	0
Adgrg1	19.615385	0	0	146	109	0	0	0	0	0	0	0	0	0	0
Acin1	19.615385	0	161	0	94	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	19.615385	0	161	0	94	0	0	0	0	0	0	0	0	0	0
Zfp873	19.538462	0	0	112	142	0	0	0	0	0	0	0	0	0	0
Prpf40a	19.538462	0	0	103	0	0	0	0	0	0	0	0	151	0	0
Gk5	19.538462	0	0	108	146	0	0	0	0	0	0	0	0	0	0
Crisp2	19.538462	0	0	0	0	0	0	0	0	0	0	0	0	254	0
Cidec	19.538462	0	254	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip6	19.538462	0	0	103	0	0	0	0	0	0	0	0	151	0	0
Trmt6	19.461538	0	0	103	150	0	0	0	0	0	0	0	0	0	0
Pgap2	19.461538	0	0	89	164	0	0	0	0	0	0	0	0	0	0
Ndufb3	19.461538	0	0	0	147	0	106	0	0	0	0	0	0	0	0
Mcm8	19.461538	0	0	103	150	0	0	0	0	0	0	0	0	0	0
Fam126b	19.461538	0	0	0	147	0	106	0	0	0	0	0	0	0	0
Atp6v1c1	19.461538	0	0	115	138	0	0	0	0	0	0	0	0	0	0
Topors	19.384615	0	0	131	121	0	0	0	0	0	0	0	0	0	0
Smim27	19.384615	0	0	131	121	0	0	0	0	0	0	0	0	0	0
Gfra1	19.384615	0	0	137	115	0	0	0	0	0	0	0	0	0	0
Fbxl2	19.384615	0	0	158	94	0	0	0	0	0	0	0	0	0	0
Cabp2	19.384615	0	252	0	0	0	0	0	0	0	0	0	0	0	0
Trappc9	19.307692	0	0	92	82	0	77	0	0	0	0	0	0	0	0
Tex10	19.307692	0	0	97	0	0	154	0	0	0	0	0	0	0	0
Slc46a3	19.307692	0	0	122	129	0	0	0	0	0	0	0	0	0	0
Qrich1	19.307692	0	0	0	158	0	93	0	0	0	0	0	0	0	0
Pet117	19.307692	0	0	120	131	0	0	0	0	0	0	0	0	0	0
Pdzd8	19.307692	0	0	112	139	0	0	0	0	0	0	0	0	0	0
Morn2	19.307692	0	165	86	0	0	0	0	0	0	0	0	0	0	0
Mbtps1	19.307692	0	0	0	109	0	142	0	0	0	0	0	0	0	0
Kat14	19.307692	0	0	120	131	0	0	0	0	0	0	0	0	0	0
Gpr31b	19.307692	0	0	0	0	0	0	0	0	0	0	0	0	251	0
Far1	19.307692	0	0	0	0	0	0	0	0	0	0	0	0	251	0
Dnal1	19.307692	0	0	0	119	0	0	0	0	0	0	0	0	132	0
Dhx57	19.307692	0	165	86	0	0	0	0	0	0	0	0	0	0	0
4930503B20Rik	19.307692	0	0	119	132	0	0	0	0	0	0	0	0	0	0
Syt8	19.230769	0	0	109	141	0	0	0	0	0	0	0	0	0	0
Rasgrf2	19.230769	0	0	0	0	106	144	0	0	0	0	0	0	0	0
Ptx3	19.230769	0	152	0	98	0	0	0	0	0	0	0	0	0	0
Prrc1	19.230769	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Olfr266	19.230769	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	19.230769	0	0	136	114	0	0	0	0	0	0	0	0	0	0
Mief1	19.230769	0	0	152	0	0	98	0	0	0	0	0	0	0	0
Lzts1	19.230769	0	0	91	83	76	0	0	0	0	0	0	0	0	0
Kif15	19.230769	0	0	138	112	0	0	0	0	0	0	0	0	0	0
Gfpt1	19.230769	0	0	89	72	0	0	0	0	0	0	0	0	89	0
Cacng6	19.230769	0	0	0	0	0	0	0	0	0	0	0	0	250	0
1110059G10Rik	19.230769	0	0	138	112	0	0	0	0	0	0	0	0	0	0
Taf10	19.153846	0	0	0	0	0	0	0	0	0	0	0	0	249	0
Plpp2	19.153846	0	0	92	157	0	0	0	0	0	0	0	0	0	0
Pirb	19.153846	0	0	0	0	0	0	0	0	0	0	0	101	148	0
Glis1	19.153846	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Dab2	19.153846	0	0	0	0	60	0	0	0	0	0	0	0	189	0
Yrdc	19.076923	0	0	91	157	0	0	0	0	0	0	0	0	0	0
Smim38	19.076923	0	0	123	125	0	0	0	0	0	0	0	0	0	0
Ppp1r3b	19.076923	0	0	0	0	0	0	0	0	0	0	0	124	124	0
Macir	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Lrrc8b	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Fcrls	19.076923	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Fcgr1	19.076923	0	0	0	0	0	0	0	0	0	0	0	145	103	0
Eml5	19.076923	0	0	73	81	0	94	0	0	0	0	0	0	0	0
Arhgef12	19.076923	0	0	126	122	0	0	0	0	0	0	0	0	0	0
1110065P20Rik	19.076923	0	0	91	157	0	0	0	0	0	0	0	0	0	0
Srek1ip1	19.000000	0	0	101	146	0	0	0	0	0	0	0	0	0	0
Nek1	19.000000	0	0	0	141	0	0	0	0	0	0	0	106	0	0
Mat2a	19.000000	150	0	97	0	0	0	0	0	0	0	0	0	0	0
Jpt2	19.000000	0	0	105	0	142	0	0	0	0	0	0	0	0	0
Dcun1d1	19.000000	0	247	0	0	0	0	0	0	0	0	0	0	0	0
Dcps	19.000000	0	0	129	118	0	0	0	0	0	0	0	0	0	0
Cwc27	19.000000	0	0	101	146	0	0	0	0	0	0	0	0	0	0
Atxn7l2	19.000000	0	0	107	140	0	0	0	0	0	0	0	0	0	0
Rem2	18.923077	0	0	124	122	0	0	0	0	0	0	0	0	0	0
Rad9a	18.923077	0	0	105	141	0	0	0	0	0	0	0	0	0	0
Patz1	18.923077	0	0	122	124	0	0	0	0	0	0	0	0	0	0
Ntsr2	18.923077	0	0	0	125	121	0	0	0	0	0	0	0	0	0
Lipe	18.923077	0	0	108	138	0	0	0	0	0	0	0	0	0	0
H2-Oa	18.923077	0	0	0	0	0	0	0	0	0	101	0	145	0	0
Ubl3	18.846154	0	0	127	118	0	0	0	0	0	0	0	0	0	0
Sh3rf1	18.846154	0	0	0	139	106	0	0	0	0	0	0	0	0	0
Rpl7l1	18.846154	0	0	136	109	0	0	0	0	0	0	0	0	0	0
Rack1	18.846154	0	0	126	119	0	0	0	0	0	0	0	0	0	0
Mrps11	18.846154	0	0	148	97	0	0	0	0	0	0	0	0	0	0
