Target_genes	Myb|Average	SRX8737398|Bone_Marrow_Cells	SRX3889819|Embryonic_liver	SRX3889820|Embryonic_liver	SRX140366|MEL	SRX884094|MLL-AF9_leukemic_cell	SRX884095|MLL-AF9_leukemic_cell	STRING
Adpgk	22.500000	0	0	0	135	0	0	0
Zbtb42	22.333333	0	0	0	134	0	0	0
Yod1	22.333333	0	0	0	0	134	0	0
Xpc	22.333333	0	0	0	0	134	0	0
Wnt9a	22.333333	0	0	0	0	134	0	0
Txnrd2	22.333333	0	0	0	134	0	0	0
Runx3	22.333333	0	0	0	0	134	0	0
Rnasel	22.333333	0	0	0	134	0	0	0
Psmc4	22.333333	0	0	0	0	134	0	0
Lsm3	22.333333	0	0	0	0	134	0	0
Hap1	22.333333	0	0	0	134	0	0	0
H2-M3	22.333333	0	0	0	0	134	0	0
Fbxo30	22.333333	134	0	0	0	0	0	0
Dhdds	22.333333	0	0	0	0	134	0	0
Comt	22.333333	0	0	0	134	0	0	0
Clec2i	22.333333	0	0	0	0	134	0	0
Cercam	22.333333	0	0	0	0	134	0	0
Ccdc65	22.333333	0	0	0	0	134	0	0
Ccdc34	22.333333	0	0	0	134	0	0	0
Car9	22.333333	0	0	0	134	0	0	0
Calhm2	22.333333	0	0	0	134	0	0	0
BC035044	22.333333	0	0	0	0	134	0	0
Arhgef39	22.333333	0	0	0	134	0	0	0
Akt1	22.333333	0	0	0	134	0	0	0
Trim12c	22.166667	0	0	0	133	0	0	0
Tm6sf1	22.166667	133	0	0	0	0	0	0
S100a7a	22.166667	0	0	0	0	133	0	0
Riok2	22.166667	0	0	0	0	133	0	0
Pacc1	22.166667	0	0	0	133	0	0	0
Olfr938	22.166667	0	0	0	0	0	133	0
Nr2c2ap	22.166667	0	0	0	133	0	0	0
Ms4a6d	22.166667	0	0	0	0	133	0	0
Mrpl9	22.166667	0	0	0	133	0	0	0
Map3k20	22.166667	0	0	0	133	0	0	0
Hdc	22.166667	0	0	0	133	0	0	0
Hba-a2	22.166667	0	0	0	133	0	0	0
Hba-a1	22.166667	0	0	0	133	0	0	0
Gars	22.166667	0	0	0	0	133	0	0
Flt4	22.166667	0	0	0	133	0	0	0
Deptor	22.166667	0	0	0	133	0	0	0
Cops6	22.166667	0	0	0	0	133	0	0
Cdkal1	22.166667	0	0	0	133	0	0	0
Ccdc150	22.166667	0	0	0	0	133	0	0
4921507P07Rik	22.166667	0	0	0	133	0	0	0
Zfp61	22.000000	0	0	0	132	0	0	0
Xrcc5	22.000000	0	0	0	132	0	0	0
Tymp	22.000000	0	0	0	0	132	0	0
Ttc16	22.000000	0	0	0	0	132	0	0
Sco2	22.000000	0	0	0	0	132	0	0
Sar1a	22.000000	0	0	0	0	132	0	0
Rrp9	22.000000	0	0	0	132	0	0	0
Rpe	22.000000	0	0	0	0	132	0	0
Ptrh1	22.000000	0	0	0	0	132	0	0
Prkca	22.000000	0	0	0	132	0	0	0
Ppp1r3f	22.000000	0	0	0	132	0	0	0
Parp3	22.000000	0	0	0	132	0	0	0
Il27	22.000000	0	0	0	132	0	0	0
Hars2	22.000000	0	0	0	132	0	0	0
Hars	22.000000	0	0	0	132	0	0	0
H3c4	22.000000	0	0	0	132	0	0	0
H2bc8	22.000000	0	0	0	132	0	0	0
H2bc7	22.000000	0	0	0	132	0	0	0
H2ac8	22.000000	0	0	0	132	0	0	0
H2ac7	22.000000	0	0	0	132	0	0	0
Gdi2	22.000000	0	0	0	132	0	0	0
Fcrlb	22.000000	0	0	0	0	132	0	0
Ercc1	22.000000	0	0	0	132	0	0	0
Borcs5	22.000000	0	0	0	132	0	0	0
Birc6	22.000000	0	0	0	0	132	0	0
Bcl2l10	22.000000	0	0	0	0	132	0	0
1700001P01Rik	22.000000	0	0	0	132	0	0	0
Ufm1	21.833333	0	0	0	0	131	0	0
Rrp1b	21.833333	0	0	0	0	131	0	0
Rasgrp3	21.833333	0	0	0	0	131	0	0
Rabep2	21.833333	0	0	0	131	0	0	0
Psmb11	21.833333	0	0	0	131	0	0	0
Plekhm3	21.833333	0	0	0	131	0	0	0
Plagl1	21.833333	0	0	0	131	0	0	0
Pdlim2	21.833333	0	0	0	131	0	0	0
Osbpl11	21.833333	0	0	0	0	131	0	0
Ooep	21.833333	0	0	0	0	0	131	0
Nsmce1	21.833333	131	0	0	0	0	0	0
Mup3	21.833333	0	0	0	0	131	0	0
Mpp2	21.833333	0	0	0	131	0	0	0
Las1l	21.833333	0	0	0	131	0	0	0
Hsf2bp	21.833333	0	0	0	0	131	0	0
Got1l1	21.833333	0	0	0	131	0	0	0
Ftdc2	21.833333	0	0	0	131	0	0	0
Cox14	21.833333	0	0	0	0	131	0	0
Clns1a	21.833333	0	0	0	0	131	0	0
Ccdc91	21.833333	131	0	0	0	0	0	0
Arrdc4	21.833333	0	0	0	0	131	0	0
Arhgap9	21.833333	0	0	0	131	0	0	0
9130008F23Rik	21.833333	0	0	0	131	0	0	0
Zfp667	21.666667	0	0	0	130	0	0	0
Trappc3	21.666667	0	0	0	130	0	0	0
Tpd52l2	21.666667	0	0	0	0	130	0	0
Suv39h1	21.666667	0	0	0	130	0	0	0
Spdl1	21.666667	0	0	0	130	0	0	0
Snai2	21.666667	0	0	0	0	130	0	0
Slurp2	21.666667	0	0	0	0	130	0	0
Slc35a1	21.666667	0	0	0	0	130	0	0
Slc25a19	21.666667	0	0	0	130	0	0	0
Rnh1	21.666667	0	0	0	0	130	0	0
Rab40b	21.666667	0	0	0	130	0	0	0
Pus3	21.666667	0	0	0	0	130	0	0
Oxct1	21.666667	0	0	0	130	0	0	0
Nuak1	21.666667	0	0	0	0	130	0	0
Mdga1	21.666667	0	0	0	0	130	0	0
Lynx1	21.666667	0	0	0	0	130	0	0
Knop1	21.666667	0	0	0	0	130	0	0
Iqck	21.666667	0	0	0	0	130	0	0
Igsf11	21.666667	0	0	0	0	130	0	0
Hdac2	21.666667	0	0	0	130	0	0	0
Gss	21.666667	0	0	0	130	0	0	0
Gm21885	21.666667	0	0	0	0	130	0	0
Fbxl16	21.666667	0	0	0	0	130	0	0
Fam205c	21.666667	0	0	0	0	130	0	0
Eif4h	21.666667	130	0	0	0	0	0	0
Ddx25	21.666667	0	0	0	0	130	0	0
Ccl7	21.666667	0	0	0	130	0	0	0
Bhlhe23	21.666667	0	0	0	0	130	0	0
B4galt6	21.666667	0	0	0	130	0	0	0
Adam6b	21.666667	0	0	0	0	130	0	0
Abhd16b	21.666667	0	0	0	0	130	0	0
2810021J22Rik	21.666667	0	0	0	130	0	0	0
2210016L21Rik	21.666667	0	0	0	0	130	0	0
Zfp169	21.500000	0	0	0	0	129	0	0
Zcwpw1	21.500000	0	0	0	129	0	0	0
Xk	21.500000	0	0	0	129	0	0	0
Vac14	21.500000	0	0	0	0	129	0	0
Trpm7	21.500000	0	0	0	129	0	0	0
Timeless	21.500000	0	0	0	129	0	0	0
Tcp11	21.500000	0	0	0	0	129	0	0
Sgk1	21.500000	0	0	0	129	0	0	0
Rab33b	21.500000	0	0	0	129	0	0	0
Pnma1	21.500000	0	0	0	129	0	0	0
Plbd2	21.500000	0	0	0	0	129	0	0
Mrps7	21.500000	0	0	0	0	129	0	0
Mroh6	21.500000	0	0	0	0	129	0	0
Mettl18	21.500000	0	0	0	0	129	0	0
Mepce	21.500000	0	0	0	129	0	0	0
Map2k7	21.500000	0	0	0	129	0	0	0
Hexb	21.500000	0	0	0	129	0	0	0
Gripap1	21.500000	0	0	0	129	0	0	0
Gga3	21.500000	0	0	0	0	129	0	0
Flt3	21.500000	0	0	0	129	0	0	0
Cop1	21.500000	0	0	0	129	0	0	0
BC055324	21.500000	0	0	0	0	129	0	0
A930009A15Rik	21.500000	0	0	0	129	0	0	0
Wdr77	21.333333	0	0	0	0	128	0	0
Usp45	21.333333	0	128	0	0	0	0	0
Usp3	21.333333	0	0	0	128	0	0	0
Uck1	21.333333	0	0	0	128	0	0	0
Serpini1	21.333333	0	0	0	128	0	0	0
Serpina1c	21.333333	0	0	0	0	128	0	0
Scyl3	21.333333	0	0	0	128	0	0	0
Rufy3	21.333333	0	0	0	128	0	0	0
Prkaca	21.333333	0	0	0	0	128	0	0
Ppid	21.333333	0	0	0	0	128	0	0
Pdcd10	21.333333	0	0	0	128	0	0	0
Nob1	21.333333	0	0	0	0	128	0	0
Mycbp2	21.333333	0	0	0	128	0	0	0
Map3k10	21.333333	0	0	0	0	128	0	0
Homer3	21.333333	0	0	0	0	128	0	0
Fam136a	21.333333	0	0	0	0	128	0	0
Dusp6	21.333333	0	0	0	0	128	0	0
Ctc1	21.333333	0	0	0	128	0	0	0
Cnih1	21.333333	0	0	0	0	128	0	0
Atp5pb	21.333333	0	0	0	0	128	0	0
Anxa7	21.333333	0	0	0	128	0	0	0
Alpi	21.333333	0	0	0	0	128	0	0
Akap8l	21.333333	0	0	0	128	0	0	0
Slc38a4	21.166667	0	0	0	0	127	0	0
Saxo2	21.166667	0	0	0	0	127	0	0
Sap130	21.166667	0	0	0	127	0	0	0
Rundc1	21.166667	0	0	0	0	127	0	0
Rab30	21.166667	0	0	0	0	127	0	0
Ptges3l	21.166667	0	0	0	0	127	0	0
Megf8	21.166667	0	0	0	0	127	0	0
Lars2	21.166667	0	0	0	0	127	0	0
Ipo8	21.166667	0	0	0	127	0	0	0
H2-T-ps	21.166667	0	0	0	0	127	0	0
Gcc1	21.166667	0	0	0	0	127	0	0
Elf3	21.166667	0	0	0	0	127	0	0
Efl1	21.166667	0	0	0	0	127	0	0
Dux	21.166667	0	0	127	0	0	0	0
Ccdc84	21.166667	0	0	0	127	0	0	0
Bub3	21.166667	0	0	0	0	127	0	0
Bcl9l	21.166667	0	0	0	0	127	0	0
Atp2c1	21.166667	0	0	0	127	0	0	0
Arf5	21.166667	0	0	0	0	127	0	0
Aggf1	21.166667	0	0	0	127	0	0	0
Txn2	21.000000	0	0	0	0	126	0	0
Trp53inp2	21.000000	0	0	0	126	0	0	0
Snrpa	21.000000	0	0	0	126	0	0	0
Rida	21.000000	0	0	0	126	0	0	0
Prrg4	21.000000	126	0	0	0	0	0	0
Pop1	21.000000	0	0	0	126	0	0	0
Pex7	21.000000	0	0	0	126	0	0	0
Olfr39	21.000000	0	0	0	0	0	126	0
Mthfsd	21.000000	0	0	0	0	126	0	0
Mical3	21.000000	0	126	0	0	0	0	0
Lsm12	21.000000	0	0	0	126	0	0	0
Ift74	21.000000	0	0	0	0	0	126	0
Idh3b	21.000000	0	0	0	126	0	0	0
Gstp1	21.000000	0	0	0	126	0	0	0
Celf6	21.000000	0	0	0	126	0	0	0
Cabp1	21.000000	0	0	0	126	0	0	0
Bin2	21.000000	0	0	0	126	0	0	0
Bdh1	21.000000	0	0	0	126	0	0	0
BC024978	21.000000	0	0	0	126	0	0	0
2900026A02Rik	21.000000	0	0	0	0	126	0	0
Zfp800	20.833333	125	0	0	0	0	0	0
Zfand2a	20.833333	0	0	0	0	125	0	0
Zdhhc1	20.833333	0	0	0	0	125	0	0
Zbtb41	20.833333	0	0	0	125	0	0	0
Wsb2	20.833333	0	0	0	125	0	0	0
Wdr47	20.833333	0	0	0	125	0	0	0
Tshr	20.833333	0	0	0	0	125	0	0
Tomm70a	20.833333	0	0	0	125	0	0	0
Tmco3	20.833333	0	0	0	0	125	0	0
Tfdp1	20.833333	0	0	0	0	125	0	0
Tex10	20.833333	0	0	0	0	125	0	0
Smim10l1	20.833333	0	0	0	125	0	0	0
Rpl36	20.833333	0	0	0	0	125	0	0
Rad1	20.833333	0	0	0	125	0	0	0
Pgghg	20.833333	0	0	0	125	0	0	0
Nup188	20.833333	0	0	0	0	125	0	0
Nol4	20.833333	125	0	0	0	0	0	0
Nhlrc2	20.833333	125	0	0	0	0	0	0
Micos13	20.833333	0	0	0	0	125	0	0
Klhl23	20.833333	0	0	0	125	0	0	0
Jun	20.833333	125	0	0	0	0	0	0
Ing2	20.833333	0	0	0	125	0	0	0
Gvin1	20.833333	0	0	0	0	125	0	0
Gm4070	20.833333	0	0	0	0	125	0	0
Fam178b	20.833333	0	0	0	0	125	0	0
Fam122a	20.833333	0	0	0	125	0	0	0
Ehd1	20.833333	125	0	0	0	0	0	0
Dolk	20.833333	0	0	0	0	125	0	0
Dcun1d2	20.833333	0	0	0	0	125	0	0
Dcps	20.833333	0	0	0	125	0	0	0
Dclre1a	20.833333	125	0	0	0	0	0	0
Cwf19l1	20.833333	0	0	0	0	125	0	0
Cisd2	20.833333	0	0	0	125	0	0	0
C1galt1	20.833333	0	0	0	125	0	0	0
Brix1	20.833333	0	0	0	125	0	0	0
Bcdin3d	20.833333	0	0	0	125	0	0	0
Ap3m2	20.833333	125	0	0	0	0	0	0
Adar	20.833333	0	0	0	125	0	0	0
9930111J21Rik2	20.833333	0	0	0	0	125	0	0
Zfp346	20.666667	0	0	0	124	0	0	0
Uimc1	20.666667	0	0	0	124	0	0	0
Telo2	20.666667	0	0	0	0	124	0	0
Stard3	20.666667	0	0	0	124	0	0	0
Srd5a1	20.666667	0	0	0	124	0	0	0
Spint2	20.666667	0	0	0	124	0	0	0
Ptx4	20.666667	0	0	0	0	124	0	0
Nsun2	20.666667	0	0	0	124	0	0	0
Lrrc39	20.666667	0	0	0	124	0	0	0
Klhl21	20.666667	0	0	0	124	0	0	0
Il1b	20.666667	0	0	0	0	124	0	0
Herpud1	20.666667	124	0	0	0	0	0	0
H2-Q9	20.666667	0	0	0	0	124	0	0
H2-Q7	20.666667	0	0	0	0	124	0	0
Clec5a	20.666667	0	0	0	0	124	0	0
Clasp2	20.666667	0	0	0	0	124	0	0
Ccdc171	20.666667	0	0	0	124	0	0	0
Bank1	20.666667	0	0	0	0	124	0	0
Arfgap1	20.666667	0	0	0	124	0	0	0
Zfp706	20.500000	0	0	0	123	0	0	0
Usp49	20.500000	123	0	0	0	0	0	0
Ttyh2	20.500000	0	0	0	123	0	0	0
Trim2	20.500000	0	0	0	123	0	0	0
Thoc5	20.500000	0	0	0	123	0	0	0
Tcea2	20.500000	0	0	0	0	123	0	0
Shpk	20.500000	0	0	0	0	123	0	0
Reep4	20.500000	0	0	0	123	0	0	0
Pold4	20.500000	0	0	0	0	123	0	0
Mpv17l2	20.500000	0	0	0	123	0	0	0
Mafg	20.500000	0	0	0	0	123	0	0
Limk1	20.500000	123	0	0	0	0	0	0
Hr	20.500000	0	0	0	123	0	0	0
Hfe	20.500000	0	0	0	123	0	0	0
Fam229a	20.500000	0	0	0	0	123	0	0
Engase	20.500000	0	0	0	123	0	0	0
Cxcr1	20.500000	0	0	0	0	123	0	0
Ctns	20.500000	0	0	0	0	123	0	0
Cog3	20.500000	0	0	0	123	0	0	0
Cnot6	20.500000	0	0	0	0	123	0	0
Clec2d	20.500000	0	0	0	0	123	0	0
Arhgap15	20.500000	0	0	0	123	0	0	0
Aqp7	20.500000	0	0	0	0	123	0	0
Agmat	20.500000	123	0	0	0	0	0	0
Adat1	20.500000	0	0	0	0	123	0	0
Abr	20.500000	0	0	0	0	123	0	0
Zfp729b	20.333333	0	0	0	0	122	0	0
Zfp266	20.333333	0	0	0	122	0	0	0
Zc3h18	20.333333	0	0	0	0	122	0	0
Prg3	20.333333	0	0	0	122	0	0	0
Peak1	20.333333	0	0	0	122	0	0	0
Ndufs8	20.333333	0	0	0	122	0	0	0
Ndrg1	20.333333	0	0	0	122	0	0	0
Mocs3	20.333333	0	0	0	0	122	0	0
Mccc1	20.333333	0	0	0	0	122	0	0
Marchf9	20.333333	0	0	0	122	0	0	0
Hmg20a	20.333333	0	0	0	122	0	0	0
Dusp7	20.333333	0	0	0	0	122	0	0
Dpm1	20.333333	0	0	0	0	122	0	0
Desi2	20.333333	0	0	0	0	122	0	0
Cdh10	20.333333	0	0	0	122	0	0	0
Cdc42	20.333333	0	0	0	122	0	0	0
Ccdc17	20.333333	0	0	0	122	0	0	0
Zfp874a	20.166667	0	0	0	121	0	0	0
Ufsp2	20.166667	0	0	0	121	0	0	0
Tmem270	20.166667	0	0	0	121	0	0	0
Slc29a1	20.166667	0	121	0	0	0	0	0
Rps15a	20.166667	121	0	0	0	0	0	0
Rab21	20.166667	0	0	0	121	0	0	0
Prss32	20.166667	0	0	0	121	0	0	0
Prrt2	20.166667	0	0	0	0	121	0	0
Pik3ip1	20.166667	0	0	0	121	0	0	0
Pagr1a	20.166667	0	0	0	0	121	0	0
Ntn5	20.166667	0	0	0	121	0	0	0
Mvp	20.166667	0	0	0	0	121	0	0
Mrps36	20.166667	121	0	0	0	0	0	0
Mcpt4	20.166667	0	0	0	121	0	0	0
Kcnk13	20.166667	0	0	0	0	121	0	0
Kcna7	20.166667	0	0	0	0	121	0	0
Itih4	20.166667	0	0	0	0	121	0	0
Hnrnpc	20.166667	0	0	0	121	0	0	0
Gsto1	20.166667	0	0	0	121	0	0	0
Gnl2	20.166667	0	0	0	0	121	0	0
Gmcl1	20.166667	0	0	0	121	0	0	0
Ggps1	20.166667	0	0	0	0	121	0	0
Fbxo7	20.166667	0	0	0	0	121	0	0
Fam122c	20.166667	0	0	0	121	0	0	0
Fam122b	20.166667	0	0	0	121	0	0	0
Ercc6	20.166667	0	0	0	121	0	0	0
Cox6a2	20.166667	0	0	0	0	121	0	0
Chrac1	20.166667	121	0	0	0	0	0	0
Bcl2l15	20.166667	0	0	0	121	0	0	0
B4galt1	20.166667	0	121	0	0	0	0	0
Arid4b	20.166667	0	0	0	0	121	0	0
Ampd3	20.166667	0	0	0	121	0	0	0
1700029J07Rik	20.166667	0	0	0	121	0	0	0
Zfp119b	20.000000	0	0	0	0	120	0	0
Trim46	20.000000	0	0	0	120	0	0	0
Timp3	20.000000	0	0	0	0	120	0	0
St6galnac4	20.000000	0	0	0	0	120	0	0
Smc3	20.000000	0	0	0	0	120	0	0
Slc7a11	20.000000	120	0	0	0	0	0	0
Slc39a2	20.000000	0	0	0	120	0	0	0
Slc25a24	20.000000	0	0	0	120	0	0	0
Senp5	20.000000	0	0	0	120	0	0	0
Selenbp2	20.000000	0	0	0	120	0	0	0
S100a10	20.000000	0	0	0	120	0	0	0
Rps2	20.000000	0	0	0	0	120	0	0
Rpl3l	20.000000	0	0	0	0	120	0	0
Rhof	20.000000	0	0	0	120	0	0	0
Rbpjl	20.000000	0	0	0	0	120	0	0
Pts	20.000000	0	0	0	0	120	0	0
Ptpn11	20.000000	0	0	0	120	0	0	0
Ptcd3	20.000000	120	0	0	0	0	0	0
Polrmt	20.000000	0	0	0	0	120	0	0
Polr1a	20.000000	120	0	0	0	0	0	0
Pkn3	20.000000	0	0	0	0	120	0	0
Pigt	20.000000	0	0	0	120	0	0	0
Pick1	20.000000	0	0	0	0	120	0	0
Pdzk1ip1	20.000000	0	0	0	0	120	0	0
Pdrg1	20.000000	0	0	0	0	120	0	0
Olfr920	20.000000	0	0	0	0	0	120	0
Nfe2l1	20.000000	0	0	0	120	0	0	0
Nek9	20.000000	120	0	0	0	0	0	0
Ndufb10	20.000000	0	0	0	0	120	0	0
Myo15b	20.000000	0	0	0	0	120	0	0
Mllt1	20.000000	0	0	0	120	0	0	0
Matn4	20.000000	0	0	0	0	120	0	0
Krtcap2	20.000000	0	0	0	120	0	0	0
Kifbp	20.000000	0	0	0	0	120	0	0
Kdm7a	20.000000	0	0	0	120	0	0	0
Kdm5a	20.000000	120	0	0	0	0	0	0
Itgb6	20.000000	0	0	0	0	120	0	0
Il17b	20.000000	0	0	0	0	120	0	0
Igflr1	20.000000	0	0	0	0	120	0	0
Hccs	20.000000	0	0	0	120	0	0	0
Gm15246	20.000000	0	0	0	120	0	0	0
Fubp1	20.000000	0	0	0	0	120	0	0
Ell2	20.000000	0	0	0	0	120	0	0
Efcc1	20.000000	120	0	0	0	0	0	0
Ear10	20.000000	0	0	0	0	120	0	0
Dnajb4	20.000000	0	0	0	0	120	0	0
Det1	20.000000	0	0	0	0	120	0	0
Ddx3y	20.000000	0	0	0	120	0	0	0
Ctrl	20.000000	0	0	0	0	120	0	0
Cmtm5	20.000000	0	0	0	0	120	0	0
C2cd4d	20.000000	0	0	0	0	120	0	0
Braf	20.000000	0	0	0	0	120	0	0
B3glct	20.000000	0	0	0	0	120	0	0
Arhgef1	20.000000	0	0	0	0	120	0	0
Apoc2	20.000000	0	0	0	0	120	0	0
Ap1s3	20.000000	0	0	0	120	0	0	0
Amfr	20.000000	0	0	0	120	0	0	0
Tmsb10	19.833333	119	0	0	0	0	0	0
Tecpr2	19.833333	0	0	0	0	119	0	0
Stat6	19.833333	0	0	0	0	119	0	0
Smc1a	19.833333	0	0	0	119	0	0	0
Sema6b	19.833333	0	0	0	0	119	0	0
Rps16	19.833333	0	0	0	0	119	0	0
Rnf123	19.833333	0	0	0	0	119	0	0
Ribc1	19.833333	0	0	0	119	0	0	0
Pebp1	19.833333	0	0	0	119	0	0	0
Nexn	19.833333	0	0	0	119	0	0	0
Mst1	19.833333	0	0	0	0	119	0	0
Mrps16	19.833333	0	0	0	0	119	0	0
Map7d1	19.833333	0	0	0	119	0	0	0
Laptm5	19.833333	119	0	0	0	0	0	0
Jph2	19.833333	0	0	0	119	0	0	0
Ice1	19.833333	0	0	0	0	119	0	0
Gsdma	19.833333	0	0	0	119	0	0	0
Grap2	19.833333	0	0	0	0	119	0	0
Gli1	19.833333	0	0	0	0	119	0	0
Galnt6	19.833333	0	0	0	119	0	0	0
Flcn	19.833333	119	0	0	0	0	0	0
Dnajc9	19.833333	0	0	0	0	119	0	0
Csf1r	19.833333	119	0	0	0	0	0	0
Crcp	19.833333	0	0	0	119	0	0	0
Cog6	19.833333	0	0	0	0	119	0	0
Ciz1	19.833333	0	0	0	0	119	0	0
Cinp	19.833333	0	0	0	0	119	0	0
Cep192	19.833333	0	0	0	119	0	0	0
Asl	19.833333	0	0	0	119	0	0	0
Adam1a	19.833333	0	0	0	0	119	0	0
Xpnpep1	19.666667	0	0	0	118	0	0	0
Vgf	19.666667	0	0	0	0	118	0	0
Vegfa	19.666667	0	0	0	0	118	0	0
Ubp1	19.666667	0	0	0	118	0	0	0
Tmem267	19.666667	0	118	0	0	0	0	0
Ten1	19.666667	0	0	0	118	0	0	0
Selenok	19.666667	0	0	0	0	118	0	0
Rps5	19.666667	0	0	0	118	0	0	0
Rnf225	19.666667	0	0	0	118	0	0	0
Rap2b	19.666667	0	0	0	118	0	0	0
Poc1b	19.666667	0	0	0	118	0	0	0
Peli1	19.666667	0	0	0	118	0	0	0
Pcgf5	19.666667	0	0	0	118	0	0	0
Nupr1	19.666667	118	0	0	0	0	0	0
Mlf2	19.666667	0	0	0	0	118	0	0
Mecr	19.666667	0	0	0	0	118	0	0
Lgals7	19.666667	0	0	0	118	0	0	0
Hoxc10	19.666667	0	0	0	118	0	0	0
H2-Q4	19.666667	0	0	0	0	118	0	0
Gdpd3	19.666667	0	0	0	118	0	0	0
Galnt4	19.666667	0	0	0	118	0	0	0
Dusp5	19.666667	58	0	0	0	60	0	0
Dhx9	19.666667	0	0	0	0	118	0	0
Cyfip2	19.666667	0	0	0	118	0	0	0
Ctnnd1	19.666667	0	0	0	0	118	0	0
Cfap20	19.666667	118	0	0	0	0	0	0
Btbd18	19.666667	0	0	0	0	118	0	0
B2m	19.666667	0	0	0	0	118	0	0
Actl11	19.666667	0	0	0	0	118	0	0
Acox1	19.666667	0	0	0	118	0	0	0
Acot4	19.666667	0	0	0	118	0	0	0
Ttc25	19.500000	0	0	0	117	0	0	0
Thap1	19.500000	0	0	0	0	117	0	0
Sorbs1	19.500000	0	0	0	117	0	0	0
Rab7b	19.500000	117	0	0	0	0	0	0
Ppil1	19.500000	0	0	0	117	0	0	0
Pcgf1	19.500000	0	0	0	0	117	0	0
Ocstamp	19.500000	117	0	0	0	0	0	0
Oard1	19.500000	0	0	0	117	0	0	0
Nfya	19.500000	0	0	0	117	0	0	0
Mycl	19.500000	0	0	0	117	0	0	0
Itgax	19.500000	0	0	0	0	117	0	0
Hagh	19.500000	0	0	0	0	117	0	0
H6pd	19.500000	0	0	0	117	0	0	0
Gstt3	19.500000	0	0	0	117	0	0	0
Gpx4	19.500000	0	0	0	117	0	0	0
Gatad1	19.500000	0	0	0	117	0	0	0
Fbxw2	19.500000	0	0	0	0	117	0	0
Fahd1	19.500000	0	0	0	0	117	0	0
Elane	19.500000	0	0	0	0	117	0	0
E2f4	19.500000	0	117	0	0	0	0	0
Dlx3	19.500000	0	0	0	0	117	0	0
Chd1l	19.500000	0	0	0	117	0	0	0
C1qtnf6	19.500000	0	0	0	0	117	0	0
C1ql4	19.500000	0	0	0	0	117	0	0
Bckdk	19.500000	0	0	0	0	117	0	0
BC004004	19.500000	0	0	0	117	0	0	0
Aurkb	19.500000	0	0	0	0	117	0	0
Ago2	19.500000	0	0	0	0	117	0	0
1110051M20Rik	19.500000	0	0	0	117	0	0	0
Zfp703	19.333333	0	0	0	0	116	0	0
Usp8	19.333333	0	0	0	116	0	0	0
Ushbp1	19.333333	0	0	0	0	116	0	0
Sos2	19.333333	116	0	0	0	0	0	0
Slc25a29	19.333333	0	0	0	0	116	0	0
Slc10a7	19.333333	0	0	0	116	0	0	0
Sil1	19.333333	116	0	0	0	0	0	0
Rtf2	19.333333	0	0	0	0	116	0	0
Rbmxl1	19.333333	0	0	0	116	0	0	0
Rab32	19.333333	0	0	0	0	116	0	0
Ptgr1	19.333333	0	0	0	116	0	0	0
Nudt17	19.333333	0	0	0	0	116	0	0
Mybl2	19.333333	116	0	0	0	0	0	0
Llgl1	19.333333	0	0	0	0	116	0	0
Golga5	19.333333	0	0	0	0	116	0	0
Foxk1	19.333333	0	0	0	116	0	0	0
Dbp	19.333333	0	0	0	0	116	0	0
Cyp2w1	19.333333	0	0	0	0	116	0	0
Car11	19.333333	0	0	0	0	116	0	0
Babam1	19.333333	0	0	0	0	116	0	0
Trib3	19.166667	0	115	0	0	0	0	0
Sod2	19.166667	0	0	0	0	115	0	0
Slc35a3	19.166667	0	0	0	0	115	0	0
Rpl11	19.166667	0	0	0	0	115	0	0
Ralgapb	19.166667	0	0	0	115	0	0	0
R3hcc1	19.166667	0	0	0	0	115	0	0
Prpf39	19.166667	0	0	0	0	115	0	0
Ppm1f	19.166667	0	0	0	0	115	0	0
Nlrp3	19.166667	0	0	0	0	115	0	0
Mertk	19.166667	0	0	0	0	115	0	0
Map2k2	19.166667	0	0	0	0	115	0	0
Lrrc71	19.166667	0	0	0	0	115	0	0
Lrrc27	19.166667	0	0	0	115	0	0	0
Lmln	19.166667	0	0	0	115	0	0	0
Krt17	19.166667	0	0	0	0	0	115	0
Ibtk	19.166667	0	0	0	115	0	0	0
Grn	19.166667	115	0	0	0	0	0	0
Commd10	19.166667	0	0	0	0	115	0	0
Cd33	19.166667	115	0	0	0	0	0	0
Ankzf1	19.166667	0	0	0	0	115	0	0
Ankrd13d	19.166667	0	0	0	0	115	0	0
Alpk3	19.166667	0	115	0	0	0	0	0
Zmym6	19.000000	0	0	0	0	114	0	0
Traf6	19.000000	0	0	0	0	114	0	0
Tmprss9	19.000000	0	0	0	114	0	0	0
Thra	19.000000	0	0	0	114	0	0	0
Thbd	19.000000	0	0	0	0	114	0	0
Tcirg1	19.000000	114	0	0	0	0	0	0
Syne1	19.000000	0	0	0	0	114	0	0
Sufu	19.000000	0	0	0	114	0	0	0
Rnf6	19.000000	0	0	0	114	0	0	0
Rcn1	19.000000	114	0	0	0	0	0	0
Ptgds	19.000000	0	0	0	0	114	0	0
Pisd	19.000000	0	0	0	0	114	0	0
Paxx	19.000000	0	0	0	0	114	0	0
Nfkbie	19.000000	0	0	0	114	0	0	0
Mzf1	19.000000	0	0	0	114	0	0	0
Lsm14a	19.000000	0	0	0	114	0	0	0
Lcmt1	19.000000	0	0	0	0	114	0	0
Hnmt	19.000000	0	0	0	114	0	0	0
