Target_genes	Nfix|Average	SRX7895562|Cerebellum_neural_progenitors	SRX7895563|Cerebellum_neural_progenitors	SRX10118211|HPC5	SRX10118213|HPC5	SRX10118215|HPC5	SRX10118216|HPC5	STRING
Ppbp	18.166667	0	0	109	0	0	0	0
Pf4	18.166667	0	0	109	0	0	0	0
Pank3	18.166667	0	109	0	0	0	0	0
Optn	18.166667	0	109	0	0	0	0	0
Odr4	18.166667	0	0	109	0	0	0	0
Nudc	18.166667	0	0	0	0	109	0	0
Narf	18.166667	0	109	0	0	0	0	0
Myh10	18.166667	0	109	0	0	0	0	0
Mycn	18.166667	0	109	0	0	0	0	0
Mrpl40	18.166667	0	0	109	0	0	0	0
Mif	18.166667	0	0	0	0	109	0	0
Mia2	18.166667	0	0	109	0	0	0	0
Meiob	18.166667	0	0	109	0	0	0	0
Lpcat2	18.166667	0	109	0	0	0	0	0
Lcorl	18.166667	0	0	109	0	0	0	0
Invs	18.166667	0	109	0	0	0	0	0
Hnrnpdl	18.166667	0	0	109	0	0	0	0
Hira	18.166667	0	0	109	0	0	0	0
Gstt2	18.166667	0	0	0	0	109	0	0
Gdpgp1	18.166667	0	0	109	0	0	0	0
Gars	18.166667	0	0	109	0	0	0	0
Exoc6	18.166667	0	0	0	0	109	0	0
Erp44	18.166667	0	109	0	0	0	0	0
Enoph1	18.166667	0	0	109	0	0	0	0
Eif4b	18.166667	0	0	109	0	0	0	0
Dus3l	18.166667	0	109	0	0	0	0	0
Cib1	18.166667	0	0	109	0	0	0	0
Asap1	18.166667	0	0	109	0	0	0	0
Add1	18.166667	0	0	0	0	109	0	0
Zdhhc24	18.000000	0	0	108	0	0	0	0
Unc5c	18.000000	0	108	0	0	0	0	0
Txnrd2	18.000000	0	0	0	0	108	0	0
Txndc9	18.000000	0	0	108	0	0	0	0
Trappc12	18.000000	0	0	108	0	0	0	0
Timm17a	18.000000	0	0	0	0	108	0	0
Stau2	18.000000	0	0	0	0	108	0	0
Soat2	18.000000	0	0	108	0	0	0	0
Sec24d	18.000000	0	0	108	0	0	0	0
Rnh1	18.000000	0	108	0	0	0	0	0
Reep3	18.000000	0	0	0	0	108	0	0
Rasal3	18.000000	0	0	108	0	0	0	0
Ppp2r1a	18.000000	0	0	108	0	0	0	0
Osbpl1a	18.000000	0	108	0	0	0	0	0
Mrps7	18.000000	0	0	108	0	0	0	0
Mcm4	18.000000	0	0	108	0	0	0	0
Lrrc57	18.000000	0	108	0	0	0	0	0
Lrch4	18.000000	0	0	108	0	0	0	0
Krcc1	18.000000	0	108	0	0	0	0	0
Junb	18.000000	0	0	0	0	108	0	0
Haus2	18.000000	0	108	0	0	0	0	0
Gga3	18.000000	0	0	108	0	0	0	0
Fdxr	18.000000	0	108	0	0	0	0	0
Fbxo24	18.000000	0	0	108	0	0	0	0
Fanca	18.000000	0	0	0	0	108	0	0
Errfi1	18.000000	0	108	0	0	0	0	0
Eipr1	18.000000	0	0	108	0	0	0	0
Eif5b	18.000000	0	0	108	0	0	0	0
Ehmt1	18.000000	0	108	0	0	0	0	0
Crtc1	18.000000	0	0	108	0	0	0	0
Cox18	18.000000	0	108	0	0	0	0	0
Comt	18.000000	0	0	0	0	108	0	0
Clpp	18.000000	0	108	0	0	0	0	0
Cd28	18.000000	0	0	108	0	0	0	0
Ccdc91	18.000000	0	0	108	0	0	0	0
Bend3	18.000000	0	0	0	0	108	0	0
Atp2b1	18.000000	0	108	0	0	0	0	0
Adgb	18.000000	0	0	108	0	0	0	0
Actn3	18.000000	0	0	108	0	0	0	0
Zfp385a	17.833333	0	0	0	0	107	0	0
Usp20	17.833333	0	0	107	0	0	0	0
Txnrd1	17.833333	0	0	0	0	107	0	0
Tmem43	17.833333	0	0	107	0	0	0	0
Thbs2	17.833333	0	107	0	0	0	0	0
Slc7a15	17.833333	0	107	0	0	0	0	0
Septin11	17.833333	0	107	0	0	0	0	0
Selenoh	17.833333	0	0	107	0	0	0	0
Rnf40	17.833333	0	107	0	0	0	0	0
Rangap1	17.833333	0	107	0	0	0	0	0
Ptpn4	17.833333	0	0	107	0	0	0	0
Pitpnc1	17.833333	0	0	0	0	107	0	0
Phrf1	17.833333	0	0	107	0	0	0	0
Pdha2	17.833333	107	0	0	0	0	0	0
Pacsin1	17.833333	0	107	0	0	0	0	0
Mlph	17.833333	0	0	107	0	0	0	0
Marchf4	17.833333	0	107	0	0	0	0	0
Map1lc3a	17.833333	0	0	107	0	0	0	0
Lmnb1	17.833333	0	0	107	0	0	0	0
Keap1	17.833333	0	0	107	0	0	0	0
Jak2	17.833333	0	0	107	0	0	0	0
Iqce	17.833333	0	0	107	0	0	0	0
Impa2	17.833333	0	0	107	0	0	0	0
Htra2	17.833333	0	107	0	0	0	0	0
Gna11	17.833333	0	0	107	0	0	0	0
Ggact	17.833333	0	0	107	0	0	0	0
Elk4	17.833333	0	0	0	0	107	0	0
Dscc1	17.833333	0	0	0	0	107	0	0
Dqx1	17.833333	0	107	0	0	0	0	0
Dot1l	17.833333	0	107	0	0	0	0	0
Dnm1l	17.833333	0	0	107	0	0	0	0
Dhx33	17.833333	0	107	0	0	0	0	0
Coro6	17.833333	0	0	0	0	107	0	0
Cnnm3	17.833333	0	107	0	0	0	0	0
Cibar1	17.833333	0	0	107	0	0	0	0
Chchd4	17.833333	0	0	107	0	0	0	0
Cdk9	17.833333	0	107	0	0	0	0	0
Cdh15	17.833333	0	107	0	0	0	0	0
Ccnl1	17.833333	0	0	0	0	107	0	0
Ccdc189	17.833333	0	107	0	0	0	0	0
Cbl	17.833333	0	107	0	0	0	0	0
Brat1	17.833333	0	0	107	0	0	0	0
BC005624	17.833333	0	0	107	0	0	0	0
Zfp947	17.666667	0	0	106	0	0	0	0
Tnip2	17.666667	0	0	106	0	0	0	0
Timeless	17.666667	0	0	106	0	0	0	0
Thap7	17.666667	0	0	106	0	0	0	0
Tcp11	17.666667	0	0	106	0	0	0	0
Tbc1d13	17.666667	0	0	106	0	0	0	0
Taf10	17.666667	0	0	0	0	106	0	0
Stat5b	17.666667	0	0	106	0	0	0	0
Spint2	17.666667	0	0	106	0	0	0	0
Spg11	17.666667	0	0	106	0	0	0	0
Smc5	17.666667	0	0	106	0	0	0	0
Slc35e2	17.666667	0	0	0	0	106	0	0
Rhot2	17.666667	0	0	106	0	0	0	0
Rap1b	17.666667	0	0	106	0	0	0	0
Poc1a	17.666667	0	0	106	0	0	0	0
Notch1	17.666667	106	0	0	0	0	0	0
Nipal2	17.666667	0	106	0	0	0	0	0
Myh9	17.666667	0	0	0	0	106	0	0
Mrnip	17.666667	0	106	0	0	0	0	0
Mia3	17.666667	0	0	106	0	0	0	0
Mettl4	17.666667	0	106	0	0	0	0	0
Kctd18	17.666667	0	106	0	0	0	0	0
Hibadh	17.666667	0	0	106	0	0	0	0
Hadhb	17.666667	0	106	0	0	0	0	0
Hadha	17.666667	0	106	0	0	0	0	0
Golga1	17.666667	0	0	106	0	0	0	0
Faah	17.666667	0	0	106	0	0	0	0
Elfn2	17.666667	0	0	106	0	0	0	0
Elac2	17.666667	0	0	106	0	0	0	0
Ddhd2	17.666667	0	0	0	0	106	0	0
Dbnl	17.666667	0	0	106	0	0	0	0
Dars	17.666667	0	0	106	0	0	0	0
Cycs	17.666667	0	0	106	0	0	0	0
Ctsh	17.666667	0	106	0	0	0	0	0
Cryba1	17.666667	0	0	106	0	0	0	0
Coq8a	17.666667	0	0	0	0	106	0	0
Bicd1	17.666667	0	0	0	0	106	0	0
Atrnl1	17.666667	0	0	106	0	0	0	0
Atp5j2	17.666667	0	0	0	0	106	0	0
Arhgef2	17.666667	0	0	0	0	106	0	0
Arhgap18	17.666667	0	0	106	0	0	0	0
Abtb1	17.666667	0	0	106	0	0	0	0
Abi2	17.666667	0	0	106	0	0	0	0
Ufsp1	17.500000	0	0	0	0	105	0	0
Twf1	17.500000	0	0	105	0	0	0	0
Tspear	17.500000	0	105	0	0	0	0	0
Tsnaxip1	17.500000	0	105	0	0	0	0	0
Tsacc	17.500000	0	105	0	0	0	0	0
Tapt1	17.500000	0	105	0	0	0	0	0
Susd2	17.500000	0	105	0	0	0	0	0
Ssbp4	17.500000	0	0	105	0	0	0	0
Snx5	17.500000	0	0	105	0	0	0	0
Snrnp70	17.500000	0	0	105	0	0	0	0
Slc25a29	17.500000	0	0	0	0	105	0	0
Skp1	17.500000	0	0	0	0	105	0	0
Siva1	17.500000	0	105	0	0	0	0	0
Sgk3	17.500000	0	0	0	0	105	0	0
Sdcbp	17.500000	0	0	105	0	0	0	0
Rpap1	17.500000	0	0	105	0	0	0	0
Rcor2	17.500000	0	105	0	0	0	0	0
Ranbp10	17.500000	0	105	0	0	0	0	0
Psmd1	17.500000	0	0	105	0	0	0	0
Prpf3	17.500000	0	0	105	0	0	0	0
Ppif	17.500000	0	0	105	0	0	0	0
Pogz	17.500000	0	105	0	0	0	0	0
Pdrg1	17.500000	0	0	105	0	0	0	0
Naa20	17.500000	0	105	0	0	0	0	0
Myoz3	17.500000	0	0	105	0	0	0	0
Mgme1	17.500000	0	0	105	0	0	0	0
Lrrn2	17.500000	0	105	0	0	0	0	0
Lingo2	17.500000	0	105	0	0	0	0	0
Kbtbd8	17.500000	0	0	0	0	105	0	0
Hgs	17.500000	0	0	105	0	0	0	0
Haus1	17.500000	0	0	105	0	0	0	0
Gm19402	17.500000	0	105	0	0	0	0	0
Fibp	17.500000	0	0	105	0	0	0	0
Fam177a2	17.500000	0	0	105	0	0	0	0
Fam177a	17.500000	0	0	105	0	0	0	0
Ddx3x	17.500000	0	0	105	0	0	0	0
Cct3	17.500000	0	105	0	0	0	0	0
Ccdc85b	17.500000	0	0	105	0	0	0	0
Ccdc34	17.500000	0	105	0	0	0	0	0
Ccdc130	17.500000	0	105	0	0	0	0	0
Atp9b	17.500000	0	105	0	0	0	0	0
Atp6v1c1	17.500000	0	0	105	0	0	0	0
Atp5a1	17.500000	0	0	105	0	0	0	0
Arl16	17.500000	0	0	105	0	0	0	0
Arl15	17.500000	0	0	105	0	0	0	0
4931428F04Rik	17.500000	0	105	0	0	0	0	0
3110040N11Rik	17.500000	0	0	105	0	0	0	0
Zfp637	17.333333	0	104	0	0	0	0	0
Zfp606	17.333333	0	104	0	0	0	0	0
Zfp518b	17.333333	0	0	104	0	0	0	0
Zfp512b	17.333333	0	0	0	0	104	0	0
Zfp318	17.333333	0	0	0	0	104	0	0
Vps54	17.333333	0	0	104	0	0	0	0
Ulk1	17.333333	0	0	104	0	0	0	0
Ttll5	17.333333	0	104	0	0	0	0	0
Tmem121b	17.333333	0	104	0	0	0	0	0
Tmem102	17.333333	0	0	104	0	0	0	0
Thbs3	17.333333	0	0	104	0	0	0	0
Spg7	17.333333	0	0	0	0	104	0	0
Snx2	17.333333	0	104	0	0	0	0	0
Slc44a1	17.333333	0	104	0	0	0	0	0
Slc1a4	17.333333	0	104	0	0	0	0	0
Rprd1a	17.333333	0	0	104	0	0	0	0
Ralgps2	17.333333	0	0	104	0	0	0	0
Ptprr	17.333333	0	104	0	0	0	0	0
Prickle1	17.333333	0	104	0	0	0	0	0
Ppm1l	17.333333	0	0	0	0	104	0	0
Polr3d	17.333333	0	0	0	0	104	0	0
Plekhh3	17.333333	0	104	0	0	0	0	0
Nsg2	17.333333	0	104	0	0	0	0	0
Nagpa	17.333333	0	0	104	0	0	0	0
Mtx1	17.333333	0	0	104	0	0	0	0
Lyrm2	17.333333	0	0	104	0	0	0	0
Lrrc24	17.333333	0	0	104	0	0	0	0
Lama3	17.333333	0	0	104	0	0	0	0
Fubp3	17.333333	0	0	0	0	104	0	0
Erg28	17.333333	0	104	0	0	0	0	0
Dock9	17.333333	0	0	0	0	104	0	0
Ddi2	17.333333	0	104	0	0	0	0	0
Dcbld2	17.333333	0	104	0	0	0	0	0
Coq10a	17.333333	0	104	0	0	0	0	0
Cntnap1	17.333333	0	104	0	0	0	0	0
Cdc14b	17.333333	0	0	0	0	104	0	0
Ccr10	17.333333	0	104	0	0	0	0	0
Cbll1	17.333333	0	0	104	0	0	0	0
C030006K11Rik	17.333333	0	0	104	0	0	0	0
Ano6	17.333333	0	0	0	0	104	0	0
Akap8	17.333333	0	0	0	0	104	0	0
Zkscan2	17.166667	0	103	0	0	0	0	0
Zfp804a	17.166667	0	103	0	0	0	0	0
Wdfy3	17.166667	0	0	103	0	0	0	0
Urb2	17.166667	0	0	0	0	103	0	0
Trnau1ap	17.166667	0	0	103	0	0	0	0
Tmub2	17.166667	0	103	0	0	0	0	0
Taf5l	17.166667	0	0	0	0	103	0	0
St18	17.166667	0	103	0	0	0	0	0
Srrd	17.166667	0	0	103	0	0	0	0
Sqstm1	17.166667	0	0	103	0	0	0	0
Sord	17.166667	0	0	103	0	0	0	0
Selenok	17.166667	0	0	103	0	0	0	0
Rnf165	17.166667	0	103	0	0	0	0	0
Ppip5k2	17.166667	0	0	103	0	0	0	0
Polm	17.166667	0	0	103	0	0	0	0
Pltp	17.166667	0	103	0	0	0	0	0
Plp2	17.166667	0	0	103	0	0	0	0
Npepps	17.166667	0	0	103	0	0	0	0
Msh6	17.166667	0	0	103	0	0	0	0
Mnt	17.166667	0	103	0	0	0	0	0
Megf9	17.166667	0	103	0	0	0	0	0
Med13	17.166667	0	103	0	0	0	0	0
Lrrc42	17.166667	0	0	103	0	0	0	0
Itsn1	17.166667	0	0	0	0	103	0	0
Hyi	17.166667	0	0	103	0	0	0	0
Hspb11	17.166667	0	0	103	0	0	0	0
Hps4	17.166667	0	0	103	0	0	0	0
H4c14	17.166667	0	103	0	0	0	0	0
Gin1	17.166667	0	0	103	0	0	0	0
Fbxw2	17.166667	0	0	103	0	0	0	0
Fam219a	17.166667	0	0	103	0	0	0	0
Exoc2	17.166667	0	0	103	0	0	0	0
Dnmbp	17.166667	0	103	0	0	0	0	0
Dnaic1	17.166667	0	0	103	0	0	0	0
Dctn1	17.166667	0	0	0	0	103	0	0
Cryzl1	17.166667	0	0	0	0	103	0	0
Chchd6	17.166667	0	103	0	0	0	0	0
Cdh13	17.166667	0	103	0	0	0	0	0
Auh	17.166667	0	0	103	0	0	0	0
Acyp1	17.166667	0	0	103	0	0	0	0
Zmiz2	17.000000	0	102	0	0	0	0	0
Zkscan6	17.000000	0	0	102	0	0	0	0
Yipf3	17.000000	0	102	0	0	0	0	0
Wdr45	17.000000	0	102	0	0	0	0	0
Utp20	17.000000	0	0	102	0	0	0	0
Usf3	17.000000	0	0	102	0	0	0	0
Ubtd1	17.000000	0	0	102	0	0	0	0
Uba5	17.000000	0	102	0	0	0	0	0
Tpi1	17.000000	0	102	0	0	0	0	0
Tmem209	17.000000	0	0	102	0	0	0	0
Tedc1	17.000000	0	0	102	0	0	0	0
Tcf4	17.000000	0	0	0	0	102	0	0
Syt15	17.000000	0	102	0	0	0	0	0
Stx11	17.000000	0	0	0	0	102	0	0
Stk11ip	17.000000	0	0	102	0	0	0	0
Ssmem1	17.000000	0	0	102	0	0	0	0
Spring1	17.000000	0	102	0	0	0	0	0
Spout1	17.000000	0	102	0	0	0	0	0
Skiv2l	17.000000	0	0	102	0	0	0	0
Rnft2	17.000000	0	102	0	0	0	0	0
Ripk2	17.000000	0	0	102	0	0	0	0
Rarres2	17.000000	0	102	0	0	0	0	0
Rab24	17.000000	0	0	102	0	0	0	0
Pttg1ip	17.000000	0	102	0	0	0	0	0
Psmd8	17.000000	0	102	0	0	0	0	0
Prpf40a	17.000000	0	0	102	0	0	0	0
Prelid1	17.000000	0	0	102	0	0	0	0
Polr2j	17.000000	0	0	102	0	0	0	0
Polr1c	17.000000	0	102	0	0	0	0	0
Plrg1	17.000000	0	0	102	0	0	0	0
Plekho1	17.000000	0	0	102	0	0	0	0
Plekha7	17.000000	0	0	102	0	0	0	0
Plcd3	17.000000	0	102	0	0	0	0	0
Phb2	17.000000	0	102	0	0	0	0	0
Pcmtd1	17.000000	0	102	0	0	0	0	0
Nup155	17.000000	0	0	102	0	0	0	0
Nelfe	17.000000	0	0	102	0	0	0	0
Mzt2	17.000000	0	0	0	0	102	0	0
Mthfsd	17.000000	0	102	0	0	0	0	0
Mospd2	17.000000	0	102	0	0	0	0	0
Mms19	17.000000	0	0	102	0	0	0	0
Mmd	17.000000	0	0	0	0	102	0	0
Mlst8	17.000000	0	0	102	0	0	0	0
Mkrn1	17.000000	0	0	102	0	0	0	0
Med25	17.000000	0	102	0	0	0	0	0
Mark3	17.000000	0	102	0	0	0	0	0
Map2k6	17.000000	0	102	0	0	0	0	0
Krr1	17.000000	0	102	0	0	0	0	0
Kcne4	17.000000	0	102	0	0	0	0	0
Incenp	17.000000	0	0	102	0	0	0	0
Heatr5a	17.000000	0	0	102	0	0	0	0
Gsg1	17.000000	0	102	0	0	0	0	0
Grrp1	17.000000	0	0	0	0	102	0	0
Grm5	17.000000	0	102	0	0	0	0	0
Gm9639	17.000000	0	102	0	0	0	0	0
Gm19668	17.000000	0	102	0	0	0	0	0
Gm1043	17.000000	0	102	0	0	0	0	0
Fuz	17.000000	0	102	0	0	0	0	0
Foxc2	17.000000	0	102	0	0	0	0	0
Fdxacb1	17.000000	0	102	0	0	0	0	0
Fancb	17.000000	0	102	0	0	0	0	0
Emg1	17.000000	0	102	0	0	0	0	0
Elf3	17.000000	0	102	0	0	0	0	0
E2f7	17.000000	0	0	0	0	102	0	0
Cpd	17.000000	0	102	0	0	0	0	0
Cnpy1	17.000000	0	102	0	0	0	0	0
Atrx	17.000000	0	102	0	0	0	0	0
Atg5	17.000000	0	102	0	0	0	0	0
Arl6ip6	17.000000	0	0	102	0	0	0	0
Apoa1	17.000000	0	102	0	0	0	0	0
Akap10	17.000000	0	0	102	0	0	0	0
Acbd4	17.000000	0	102	0	0	0	0	0
Acad11	17.000000	0	102	0	0	0	0	0
1110032A03Rik	17.000000	0	102	0	0	0	0	0
Zfp97	16.833333	0	0	101	0	0	0	0
Zfp729b	16.833333	0	0	101	0	0	0	0
Vegfb	16.833333	0	0	101	0	0	0	0
Unc79	16.833333	0	101	0	0	0	0	0
Tomm20	16.833333	0	0	101	0	0	0	0
Tnks	16.833333	0	0	101	0	0	0	0
Tmem68	16.833333	0	0	101	0	0	0	0
Tm2d1	16.833333	0	0	101	0	0	0	0
Tgs1	16.833333	0	0	101	0	0	0	0
Tex38	16.833333	0	0	101	0	0	0	0
Tbc1d23	16.833333	0	101	0	0	0	0	0
Swsap1	16.833333	0	0	0	0	101	0	0
Srp54a	16.833333	0	0	101	0	0	0	0
Spc24	16.833333	0	0	101	0	0	0	0
Sorbs1	16.833333	0	101	0	0	0	0	0
Sez6	16.833333	0	101	0	0	0	0	0
Rnps1	16.833333	0	0	101	0	0	0	0
Prrg4	16.833333	0	0	101	0	0	0	0
Prpf39	16.833333	0	101	0	0	0	0	0
Nmi	16.833333	0	0	101	0	0	0	0
Nhlrc1	16.833333	0	0	101	0	0	0	0
Nedd1	16.833333	0	0	101	0	0	0	0
Mxd3	16.833333	0	0	101	0	0	0	0
Mcu	16.833333	0	0	101	0	0	0	0
Marveld2	16.833333	0	0	101	0	0	0	0
Mapk6	16.833333	0	101	0	0	0	0	0
Magohb	16.833333	0	0	101	0	0	0	0
Ldlrad3	16.833333	0	0	0	0	101	0	0
Klhl25	16.833333	0	0	101	0	0	0	0
Klhl24	16.833333	0	0	101	0	0	0	0
Kdm4c	16.833333	0	0	101	0	0	0	0
Ipo5	16.833333	0	0	101	0	0	0	0
Hs6st1	16.833333	0	101	0	0	0	0	0
Helb	16.833333	0	101	0	0	0	0	0
Heca	16.833333	0	0	0	0	101	0	0
Gper1	16.833333	0	101	0	0	0	0	0
Gng12	16.833333	0	0	101	0	0	0	0
Dnajc4	16.833333	0	0	101	0	0	0	0
Dctd	16.833333	0	0	0	0	101	0	0
Dag1	16.833333	0	0	101	0	0	0	0
Cyb5r3	16.833333	0	0	101	0	0	0	0
Brd4	16.833333	0	0	0	0	101	0	0
Atpaf1	16.833333	0	0	101	0	0	0	0
Arntl	16.833333	0	101	0	0	0	0	0
Ap2a1	16.833333	0	0	101	0	0	0	0
Abcc1	16.833333	0	0	101	0	0	0	0
Zswim4	16.666667	0	0	100	0	0	0	0
Zfp719	16.666667	0	100	0	0	0	0	0
Zfp672	16.666667	0	100	0	0	0	0	0
Wdr26	16.666667	0	0	0	0	100	0	0
Wbp11	16.666667	0	100	0	0	0	0	0
Usp42	16.666667	0	0	100	0	0	0	0
Umps	16.666667	0	0	100	0	0	0	0
Tmem230	16.666667	0	0	100	0	0	0	0
Tgfbr3l	16.666667	0	0	100	0	0	0	0
Tbk1	16.666667	0	0	100	0	0	0	0
Tap2	16.666667	0	0	0	0	100	0	0
Srrt	16.666667	0	100	0	0	0	0	0
Spats2	16.666667	0	100	0	0	0	0	0
Sf3b1	16.666667	0	100	0	0	0	0	0
Scamp4	16.666667	0	0	100	0	0	0	0
Rtcb	16.666667	0	0	0	0	100	0	0
Rpl38	16.666667	0	0	100	0	0	0	0
Rnf31	16.666667	0	100	0	0	0	0	0
Rft1	16.666667	0	0	100	0	0	0	0
Rcl1	16.666667	0	0	0	0	100	0	0
Rab3gap2	16.666667	0	0	100	0	0	0	0
Psme2	16.666667	0	100	0	0	0	0	0
Polr2e	16.666667	0	100	0	0	0	0	0
Oard1	16.666667	0	100	0	0	0	0	0
Nfya	16.666667	0	100	0	0	0	0	0
Nell2	16.666667	0	100	0	0	0	0	0
Napg	16.666667	0	0	100	0	0	0	0
Mrpl36	16.666667	0	0	0	0	100	0	0
Mien1	16.666667	0	0	100	0	0	0	0
Mei4	16.666667	0	0	100	0	0	0	0
Ly6g5b	16.666667	0	100	0	0	0	0	0
Lrp10	16.666667	0	0	100	0	0	0	0
Lpp	16.666667	0	100	0	0	0	0	0
Ildr2	16.666667	0	100	0	0	0	0	0
Hpse	16.666667	0	0	100	0	0	0	0
Hes1	16.666667	0	0	0	0	100	0	0
Guf1	16.666667	0	0	100	0	0	0	0
Gpank1	16.666667	0	100	0	0	0	0	0
Gask1a	16.666667	0	100	0	0	0	0	0
Fyn	16.666667	0	0	0	0	100	0	0
Fut7	16.666667	0	0	100	0	0	0	0
Fam76a	16.666667	0	0	100	0	0	0	0
Fam13b	16.666667	0	0	100	0	0	0	0
Drg1	16.666667	100	0	0	0	0	0	0
Dpp8	16.666667	0	0	100	0	0	0	0
Dera	16.666667	0	0	100	0	0	0	0
Denr	16.666667	0	100	0	0	0	0	0
Dab2ip	16.666667	0	100	0	0	0	0	0
D17H6S53E	16.666667	0	100	0	0	0	0	0
Ctla2a	16.666667	0	0	100	0	0	0	0
Csnk2b	16.666667	0	100	0	0	0	0	0
Chaf1b	16.666667	0	0	100	0	0	0	0
Cd3d	16.666667	0	0	0	0	100	0	0
Cct4	16.666667	0	0	100	0	0	0	0
BC049715	16.666667	0	100	0	0	0	0	0
Atrn	16.666667	0	100	0	0	0	0	0
Asxl1	16.666667	0	100	0	0	0	0	0
Astn2	16.666667	0	100	0	0	0	0	0
Ap5s1	16.666667	0	0	0	0	100	0	0
Ap4e1	16.666667	0	0	100	0	0	0	0
Adora3	16.666667	0	0	100	0	0	0	0
Adat3	16.666667	0	0	100	0	0	0	0
Ypel2	16.500000	0	0	99	0	0	0	0
Wdr20rt	16.500000	0	99	0	0	0	0	0
Tmed2	16.500000	0	99	0	0	0	0	0
Tlnrd1	16.500000	0	0	0	0	99	0	0
Szrd1	16.500000	0	0	99	0	0	0	0
Svbp	16.500000	0	0	0	0	99	0	0
Smpd1	16.500000	0	99	0	0	0	0	0
Samd12	16.500000	0	99	0	0	0	0	0
Rapgef3	16.500000	0	0	99	0	0	0	0
Psen2	16.500000	0	0	99	0	0	0	0
Ppib	16.500000	0	0	0	0	99	0	0
Polk	16.500000	0	99	0	0	0	0	0
Pkia	16.500000	0	99	0	0	0	0	0
Naa30	16.500000	0	0	99	0	0	0	0
Moxd2	16.500000	0	0	0	0	99	0	0
Mettl8	16.500000	0	0	0	0	99	0	0
Mesd	16.500000	0	0	0	0	99	0	0
Kifap3	16.500000	0	0	99	0	0	0	0
Kctd12	16.500000	0	0	99	0	0	0	0
Kcnk10	16.500000	0	99	0	0	0	0	0
H2-M3	16.500000	0	0	99	0	0	0	0
Gtf2a1	16.500000	0	99	0	0	0	0	0
Gm10778	16.500000	0	0	0	0	99	0	0
Gclm	16.500000	0	99	0	0	0	0	0
Fam241a	16.500000	0	0	99	0	0	0	0
Fam120a	16.500000	0	99	0	0	0	0	0
Emilin2	16.500000	0	0	0	0	99	0	0
Elovl7	16.500000	0	0	0	0	99	0	0
Eif4h	16.500000	0	0	99	0	0	0	0
Eid2b	16.500000	0	0	99	0	0	0	0
Dusp5	16.500000	0	0	99	0	0	0	0
Diaph1	16.500000	0	99	0	0	0	0	0
Dennd4a	16.500000	0	0	99	0	0	0	0
Dcaf17	16.500000	0	0	0	0	99	0	0
Cntrl	16.500000	0	0	99	0	0	0	0
Cert1	16.500000	0	99	0	0	0	0	0
Atg10	16.500000	0	0	99	0	0	0	0
Ankrd50	16.500000	0	0	99	0	0	0	0
2610042L04Rik	16.500000	0	99	0	0	0	0	0
Wdr20	16.333333	0	0	0	0	98	0	0
Umad1	16.333333	0	98	0	0	0	0	0
Ttll11	16.333333	0	0	0	0	98	0	0
Stpg2	16.333333	0	0	0	0	98	0	0
Stat6	16.333333	0	0	98	0	0	0	0
Spr	16.333333	0	0	98	0	0	0	0
Sppl3	16.333333	0	0	0	0	98	0	0
Spi1	16.333333	0	0	98	0	0	0	0
Slc12a2	16.333333	0	0	0	0	98	0	0
Scamp1	16.333333	0	0	98	0	0	0	0
Rpa3	16.333333	0	98	0	0	0	0	0
Rnpepl1	16.333333	0	0	98	0	0	0	0
Rnf168	16.333333	0	0	98	0	0	0	0
Rgs2	16.333333	0	0	98	0	0	0	0
Ptov1	16.333333	0	98	0	0	0	0	0
Psip1	16.333333	0	0	98	0	0	0	0
Ppp1r15a	16.333333	0	98	0	0	0	0	0
Ppard	16.333333	0	98	0	0	0	0	0
Plekha4	16.333333	0	98	0	0	0	0	0
Phospho2	16.333333	0	0	98	0	0	0	0
Pcdh9	16.333333	0	98	0	0	0	0	0
Parl	16.333333	0	0	98	0	0	0	0
Paqr4	16.333333	0	0	0	0	98	0	0
Oxr1	16.333333	0	98	0	0	0	0	0
Nyap2	16.333333	0	98	0	0	0	0	0
Nr4a3	16.333333	0	98	0	0	0	0	0
Nomo1	16.333333	0	0	0	0	98	0	0
Neurod6	16.333333	0	98	0	0	0	0	0
Ndufv3	16.333333	0	98	0	0	0	0	0
Nbn	16.333333	0	0	98	0	0	0	0
Mrpl42	16.333333	0	0	98	0	0	0	0
Med11	16.333333	0	98	0	0	0	0	0
Lin9	16.333333	0	0	98	0	0	0	0
Lin28a	16.333333	0	0	98	0	0	0	0
Irx5	16.333333	0	98	0	0	0	0	0
Icosl	16.333333	0	0	98	0	0	0	0
H3c7	16.333333	0	0	98	0	0	0	0
H2bc9	16.333333	0	0	98	0	0	0	0
Gm527	16.333333	0	0	98	0	0	0	0
Fam98b	16.333333	0	98	0	0	0	0	0
Elovl5	16.333333	0	0	98	0	0	0	0
Dusp28	16.333333	0	0	98	0	0	0	0
Dtnb	16.333333	0	0	0	0	98	0	0
Dmxl2	16.333333	0	0	0	0	98	0	0
Cfi	16.333333	0	0	98	0	0	0	0
Ccdc173	16.333333	0	0	98	0	0	0	0
Camta2	16.333333	0	98	0	0	0	0	0
Bzw1	16.333333	0	0	98	0	0	0	0
Bcl2l12	16.333333	0	98	0	0	0	0	0
Baz1b	16.333333	0	0	98	0	0	0	0
Acox3	16.333333	0	0	98	0	0	0	0
Abracl	16.333333	0	0	98	0	0	0	0
Abcc6	16.333333	0	0	0	0	98	0	0
Zzz3	16.166667	0	97	0	0	0	0	0
