Target_genes	Foxp3|Average	SRX8769868|CD4+_T_cells	SRX8769869|CD4+_T_cells	SRX8769870|CD4+_T_cells	SRX495631|EL4	SRX1162501|iTreg	SRX1162502|iTreg	SRX495632|iTreg	SRX5689481|nTreg	SRX5689486|nTreg	SRX5689487|nTreg	SRX5689489|nTreg	SRX5689492|nTreg	SRX5689495|nTreg	SRX5689498|nTreg	SRX8123998|nTreg	SRX8123999|nTreg	SRX8124000|nTreg	SRX8124001|nTreg	SRX179486|Tconv	SRX179487|Tconv	SRX14474049|Treg	SRX14474050|Treg	SRX14474052|Treg	SRX14474053|Treg	SRX14590893|Treg	SRX14590894|Treg	SRX14590895|Treg	SRX14590896|Treg	SRX14590897|Treg	SRX14590898|Treg	SRX14743588|Treg	SRX14743589|Treg	SRX14743590|Treg	SRX14743594|Treg	SRX14743595|Treg	SRX14743596|Treg	SRX184860|Treg	SRX184861|Treg	SRX184863|Treg	SRX2341414|Treg	SRX2341415|Treg	SRX2341416|Treg	SRX2341417|Treg	SRX2341418|Treg	SRX2341419|Treg	SRX3829343|Treg	SRX3829344|Treg	SRX4814119|Treg	SRX4814120|Treg	SRX4814134|Treg	SRX4814135|Treg	SRX484252|Treg	SRX484253|Treg	SRX484254|Treg	SRX484255|Treg	SRX484256|Treg	STRING
Ptprcap	14.803571	0	0	0	0	165	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	122	0	0	0	161	0	0	0	0	0	0	0	0	0	0
Ccdc43	14.803571	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	91	0	0	117	0	0	0	0	0	0	0	0	0	206	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1	14.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	106	189	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasl11b	14.785714	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	322	120	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtcp1	14.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	398	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf12	14.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	135	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0
Cmc4	14.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	398	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Brcc3	14.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	398	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcyox1l	14.767857	0	0	0	0	0	0	0	98	169	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	135	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl7	14.767857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	105	0	131	0	0	0	0	0	0	0	0	0	260	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpgr	14.750000	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	386	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl2	14.750000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	117	0	0	0	0	0	0	0	0	0	308	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl2	14.732143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	87	0	102	0	0	0	0	0	0	0	0	0	163	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgap3	14.732143	0	0	0	0	0	0	0	178	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snapc4	14.714286	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpdl3a	14.714286	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	104	0	0	0	0	0	0	0	0	0	154	0	0	127	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Scarf1	14.714286	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	190	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rilp	14.714286	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	190	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intu	14.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	219	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b4	14.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	142	0	0	228	0	0	0	100	0	0	0	0	0	102	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2l3	14.696429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	97	78	0	0	0	0	0	0	0	0	0	0	0	149	0	0	270	0	0	0	155	0	0	0	0	0	0	0	0	0	0
Ccdc17	14.696429	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	141	219	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1qtnf4	14.696429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	100	0	0	0	0	0	0	0	0	0	216	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt3	14.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	96	109	0	163	0	0	0	146	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln2	14.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpmt1	14.660714	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	199	0	0	146	0	0	0	0	0	0	0	0	0	100	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip5k1b	14.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	91	0	0	0	0	0	0	0	0	0	230	0	0	219	174	0	0	0	0	0	0	0	0	0	0	0	0	0
4930544D05Rik	14.660714	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	118	96	151	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vav3	14.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	106	0	0	0	0	0	0	0	0	0	243	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp30	14.642857	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	122	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poc1a	14.642857	0	0	0	0	0	0	0	95	131	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ext2	14.642857	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	102	0	0	0	0	0	0	0	0	0	214	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c4	14.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	147	0	0	73	250	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gat3	14.642857	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	121	0	0	0	0	0	0	0	0	0	0	0	139	0	0	262	0	0	0	96	0	0	0	0	0	0	0	0	0	0
Siah1b	14.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	114	87	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	156	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab34	14.625000	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	205	0	0	0	93	0	0	84	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hgh1	14.625000	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	149	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gde1	14.625000	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	168	0	0	298	0	0	0	137	0	0	0	0	0	0	0	0	0	0
Dnajc27	14.625000	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	144	0	0	0	0	0	0	0	0	0	165	0	0	163	0	0	0	128	0	0	0	0	0	0	0	0	0	0
Bcl9l	14.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	193	0	0	412	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Fam81a	14.607143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	107	0	94	0	0	0	0	0	0	0	0	0	111	0	0	194	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Degs1	14.607143	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	86	145	0	0	0	0	94	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp44	14.589286	0	0	0	0	310	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fn3krp	14.589286	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	103	0	0	0	68	0	0	0	0	0	126	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb8	14.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	315	0	0	289	0	0	0	113	0	0	0	0	0	0	0	0	0	0
H2-DMb2	14.553571	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	216	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctdspl	14.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	139	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scly	14.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	140	0	0	0	134	0	94	0	0	0	0	0	0	0	0	0	106	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hic2	14.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	91	0	0	0	0	0	0	0	0	0	190	0	0	283	158	0	0	0	0	0	0	0	0	0	0	0	0	0
Dstn	14.535714	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	106	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	200	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commd3	14.535714	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	320	0	0	0	108	0	0	0	0	0	0	0	0	0	0
Chst3	14.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	81	0	0	0	0	0	0	0	0	0	0	0	300	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmi1	14.535714	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	320	0	0	0	108	0	0	0	0	0	0	0	0	0	0
Acod1	14.535714	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	101	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	167	0	0	0	0	159	0	0	0	0	0	0	0	0	0
Zfp579	14.517857	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	319	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pygb	14.517857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	94	130	0	0	0	127	0	0	137	0	0	0	0	0	0	0	0	0	127	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyl1	14.517857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	164	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0
Ephb6	14.517857	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	138	0	0	0	0	0	0	0	0	0	173	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4952	14.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	129	0	0	0	0	0	0	0	0	0	146	0	0	338	77	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep57l1	14.500000	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	103	0	91	0	0	0	0	0	0	0	0	0	156	0	0	174	0	0	0	131	0	0	0	0	0	0	0	0	0	0
Cdc14b	14.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	127	0	0	0	0	0	0	0	0	0	177	0	0	301	0	0	0	85	0	0	0	0	0	0	0	0	0	0
Snx20	14.482143	0	0	0	0	0	0	0	136	193	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Man1a	14.482143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	366	0	0	0	104	0	0	0	0	0	0	0	0	0	0
Lgalsl	14.482143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	100	0	0	0	0	0	0	0	0	0	145	0	0	321	0	0	0	106	0	0	0	0	0	0	0	0	0	0
Fuca2	14.482143	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	234	80	0	0	0	0	0	0	0	0	147	0	0	0	0
Zfp458	14.446429	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph3b	14.446429	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	97	0	0	0	0	0	174	0	0	165	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Rgs12	14.446429	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	133	121	0	108	0	0	0	0	0	0	0	0	0	93	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1216	14.446429	223	178	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp81	14.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	245	0	0	184	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr62	14.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	87	127	0	0	0	183	0	0	89	0	0	0	0	0	0	0	0	0	102	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhobtb2	14.428571	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Engase	14.428571	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	192	0	134	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan17	14.410714	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	110	164	213	0	0	102	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mndal	14.410714	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	92	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0
Klrc2	14.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	255	140	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd6	14.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	136	0	0	94	0	0	0	0	0	0	0	0	0	287	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016K19Rik	14.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	202	0	0	0	0	0	0	0	0	0	154	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7072	14.392857	0	0	0	0	0	0	0	0	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	286	105	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11d	14.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	110	0	125	0	0	96	179	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbf2	14.375000	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	126	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss46	14.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	258	257	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pi4kb	14.375000	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	98	0	0	0	0	0	0	0	0	0	232	0	0	112	0	0	0	165	0	0	0	0	0	0	0	0	0	0
Ncoa1	14.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	152	0	0	0	0	0	0	0	0	0	174	0	0	184	0	0	0	170	0	0	0	0	0	0	0	0	0	0
Mmp23	14.375000	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	395	90	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcn1	14.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	81	0	0	0	0	0	0	0	0	0	231	0	0	208	102	0	0	0	0	0	0	0	0	0	0	0	0	0
C77080	14.375000	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	110	60	134	0	0	90	128	0	100	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp771	14.357143	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	165	0	0	139	0	0	0	138	0	0	0	0	0	0	0	0	0	0
Wdr38	14.357143	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rarg	14.357143	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	164	0	0	247	0	0	0	223	0	0	0	0	0	0	0	0	0	0
Pde4c	14.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	359	253	0	0	0	0	0	0	0	0	0	0	0	0	0
Pam16	14.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	116	137	122	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	115	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3336	14.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	359	253	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98c	14.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	103	0	0	0	0	0	0	0	0	0	158	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp184	14.339286	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	362	154	0	0	0	0	0	0	0	0	0	0	0	0	0
Manea	14.339286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	229	0	0	185	0	0	0	183	0	0	0	0	0	0	0	0	0	0
Leng9	14.321429	106	95	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	145	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il23r	14.321429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	116	0	138	0	235	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf11	14.321429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	186	0	0	0	0	0	0	0	0	0	272	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trak1	14.303571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	125	0	0	0	0	0	0	0	0	0	131	0	0	357	0	0	92	0	0	0	0	0	0	0	0	0	0	0
Lman2	14.303571	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	98	159	82	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim20	14.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	115	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	328	75	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnip2	14.285714	0	128	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	196	0	0	181	76	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve9	14.267857	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	179	0	0	0	0	0	0	0	0	0	142	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem165	14.267857	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	126	0	0	0	0	0	0	0	0	0	134	0	0	130	0	0	0	159	0	0	0	0	0	0	0	0	0	0
Mccc2	14.267857	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	178	110	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
