Target_genes	Bcl11a|Average	SRX8030787|Acute_myeloid_leukemia	ERX2242378|Breast_cells	ERX200399|Mammary_epithelial_cells	ERX200403|Mammary_epithelial_cells	ERX200408|Mammary_epithelial_cells	ERX200412|Mammary_epithelial_cells	ERX200417|Mammary_epithelial_cells	ERX200421|Mammary_epithelial_cells	ERX200426|Mammary_epithelial_cells	ERX200430|Mammary_epithelial_cells	ERX200435|Mammary_epithelial_cells	ERX200439|Mammary_epithelial_cells	STRING
Frem3	11.250000	0	0	0	0	0	0	0	0	0	0	0	135	0
Fcho2	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Fam210b	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Esd	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Egln2	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc8	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Dact3	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Czib	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Commd9	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Cd244a	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
C2cd2l	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Bricd5	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Atpif1	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Aptx	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
2700049A03Rik	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Zfp438	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Vhl	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Ube2z	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
U2af1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Trim56	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Stat2	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac4	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Snapin	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a7	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9bp	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Rexo4	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Plcd3	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Oaz2	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Naa40	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Mga	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Mapre1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Maml3	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Maml1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Irx5	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Gdf15	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Extl2	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Efcab2	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Edf1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc16	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Ddx59	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Cpa3	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Clpb	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Cdc37	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc28a	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Casp9	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Bptf	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap35	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Apof	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd27	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Aldh18a1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Acbd4	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Zfp784	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Zfp574	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Zfp296	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Wdr47	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Wdr45	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Trp53inp1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Sorbs1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a23	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Rnf111	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Pspc1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Prr12	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r10	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Orai1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf6	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Mrps18b	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Lmo4	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Irf7	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Grik5	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Gins3	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Gemin7	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Gch1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Fstl3	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Dusp7	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Crb3	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb2	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Cnot6l	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Cluh	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Cic	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Cib2	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5rap2	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Borcs5	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Baz2a	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Adk	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Acadm	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Abi1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Zpbp2	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Trir	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a7	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Rxrb	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Rtf1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Rpl14	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Ring1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Rfx3	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Rbm28	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Qrich1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Pxmp2	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Pole	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Pcyox1l	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Pafah1b1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Naa60	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr2	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Mettl2	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Lss	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf3	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Hspa1b	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
H2-Ke6	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Gm5148	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Get3	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Gdi2	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Fem1a	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Ddx10	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Brd1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd9	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd46	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Zfp426	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Zfp277	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7a	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Usp20	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Trmu	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Trim16	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Tmem221	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Srp68	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Snx15	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Smug1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r3a	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Pms1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Pias3	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Otulin	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Ormdl1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Mustn1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Mta2	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Mpv17	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Mnt	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap2	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Ilvbl	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Hspa9	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Gstp3	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
G2e3	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo5	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Elmod2	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Eif1ax	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Dock4	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnbip1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Brd3os	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
BC005624	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17a	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Abcg1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
4932438A13Rik	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Zswim6	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Znrd1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Txnl4a	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Tmem60	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Taok3	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Suds3	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Srf	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Spryd3	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Spast	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Sp3	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Rufy1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Rpa1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Raver1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Psmg4	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Polr3e	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Phtf2	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf2	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Mllt11	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpl	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Hmces	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Hbp1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
H4c3	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
H1f6	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Gzmb	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Gpr137	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Gm16286	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Glyctk	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Gfpt1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Fam193a	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Exoc5	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l3	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Dap	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42se1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Ccne1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Bad	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Ap5m1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Anapc5	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Akirin2	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Aco1	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17b	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
1110059E24Rik	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Zfp382	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Zfp326	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Usp49	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Uhmk1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Trim43a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Tirap	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Tigd2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Thap1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Tchp	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Tamm41	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Stk36	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp35	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a31	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Sap130	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Rnf25	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Ric8a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Rab3gap1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Pzp	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Pnn	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Phf5a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Papss1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1062	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Nabp1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Mpp1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Mlycd	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Mark4	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Mak16	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Hpcal1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Hivep1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Galk2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Gabpb2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Fmr1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Fam83a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Exoc3l2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Egr3	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Eed	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Dock11	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Diaph2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Crnkl1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Coro1a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Cog2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Clnk	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Chchd2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Cfap61	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Cfap298	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Bet1l	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l3b	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Arid1b	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Amd2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Amd1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Aco2	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
a	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Zfp787	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Zfp160	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Wdr33	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn8	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Tmod3	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Sumo2	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Stard4	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp2	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a35	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Slbp	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Shld2	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Sem1	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Safb2	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Safb	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Riox2	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Pou2f1	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Pdxp	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd4	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Nanp	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Haghl	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Glud1	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Flywch1	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Eif3d	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf1	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Ctdsp1	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Cp	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc78	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Arhgdia	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap4	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Abca8a	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Zfr2	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Zfp638	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Zfp119b	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Vapa	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Ubn1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Traf7	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Tctn1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Tcp11l1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Syk	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Spata2l	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Snx6	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Scyl2	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Scyl1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Rhog	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Rcan1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Rabep2	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Prkdc	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Ppp5c	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Pdpk1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Pdia6	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
P4hb	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Nelfcd	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Mcm4	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Hcfc1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Gm19774	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Glyr1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp3	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Fancm	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Fam149b	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Eef2kmt	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Ecd	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Cebpg	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Ccn3	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Atl3	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Atcay	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Zfp558	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Yipf4	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Xbp1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Wwp1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ube2m	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ube2f	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ttyh3	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Tmem223	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179b	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Tmem156	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d31	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a15	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Sin3b	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Setd3	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Rgl1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Rab12	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Psme4	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r2a	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Polr2d	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Pmaip1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Pgm2l1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Pds5b	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ogdh	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Nckipsd	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mre11a	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mppe1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mon2	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mob2	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd3	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3l1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2c	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Gpt	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Gga2	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Fibp	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo31	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Fam161b	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Exosc6	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Entpd7	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Dpp3	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Cyp20a1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5a	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Coq6	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2a	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ccnk	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd2	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc85b	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Carnmt1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
