Target_genes	Pknox1|Average	SRX170715|Embryonic_trunk	SRX759626|ES_cells	SRX442884|MEF	SRX625489|MEF	SRX625491|MEF	STRING
Krt80	216.200000	0	0	343	0	738	0
Faxc	215.800000	0	192	349	0	538	0
Bcdin3d	215.200000	0	0	505	0	571	0
Top3a	214.000000	0	109	457	0	504	0
Smcr8	214.000000	0	109	457	0	504	0
Armcx2	213.600000	0	0	418	0	650	0
Prune1	212.800000	0	0	490	0	574	0
Mindy1	212.800000	0	0	490	0	574	0
Stx5a	212.400000	77	173	436	0	376	0
1700092M07Rik	212.400000	77	173	436	0	376	0
Kdm2a	211.800000	0	0	409	0	650	0
Nudt2	211.600000	0	0	531	0	527	0
Kif24	211.600000	0	0	531	0	527	0
BC004004	211.400000	159	147	448	0	303	0
Nufip1	211.000000	0	505	222	0	328	0
Gpalpp1	211.000000	0	505	222	0	328	0
Znhit2	209.800000	0	0	426	0	623	0
Zfp503	208.000000	0	0	395	0	645	0
Med20	207.800000	0	0	507	0	532	0
Gm20517	207.800000	0	0	507	0	532	0
Glul	207.800000	119	0	391	0	529	0
Gli3	207.800000	0	161	549	0	329	0
Bysl	207.800000	0	0	507	0	532	0
Gm40035	207.400000	0	1037	0	0	0	0
Ift140	207.200000	173	102	391	0	370	0
Cramp1l	207.200000	173	102	391	0	370	0
Irx5	206.600000	0	0	437	0	596	0
Trnp1	206.400000	0	0	398	0	634	0
Arfip1	206.400000	0	187	432	0	413	0
Vipr1	206.200000	288	743	0	0	0	0
Lyzl4	206.200000	288	743	0	0	0	0
Rbpj	205.400000	0	0	484	0	543	0
Eif3c	204.600000	0	0	495	0	528	0
Lclat1	204.200000	0	0	429	0	592	0
Slc25a44	204.000000	0	0	336	0	684	0
Bex3	204.000000	112	250	343	0	315	0
Mylk2	203.000000	0	0	391	0	624	0
Sgsm1	202.800000	404	610	0	0	0	0
Elavl2	202.800000	512	380	122	0	0	0
Cpt1a	202.600000	315	189	168	0	341	0
Lancl1	202.200000	0	0	353	120	538	0
Use1	201.800000	0	0	374	0	635	0
Ocel1	201.800000	0	0	374	0	635	0
Hoxa9	201.000000	0	0	318	0	687	0
Men1	200.600000	0	0	502	0	501	0
Katnb1	200.600000	166	0	465	0	372	0
Msmo1	199.800000	0	0	391	0	608	0
Cd5	199.600000	0	0	426	0	572	0
Tsen54	199.200000	0	204	325	135	332	0
Caskin2	199.200000	0	204	325	135	332	0
Tmem250-ps	199.000000	0	0	375	0	620	0
Fbxo47	198.600000	0	267	404	0	322	0
Ttll11	198.400000	0	0	433	0	559	0
Upf2	198.200000	156	108	510	0	217	0
Gata2	197.800000	0	259	355	0	375	0
Rbm25	197.600000	0	0	309	0	679	0
Ahdc1	197.000000	0	0	328	148	509	0
Rab3il1	196.600000	112	0	394	0	477	0
AI987944	196.600000	102	156	240	148	337	0
Focad	196.400000	0	0	383	0	599	0
Trim23	196.000000	0	0	372	0	608	0
Trappc13	196.000000	0	0	372	0	608	0
Shld3	196.000000	0	0	372	0	608	0
Bcl2l15	196.000000	0	0	374	0	606	0
Aqp5	195.800000	0	0	321	0	658	0
Ctdsp2	195.000000	124	0	371	0	480	0
Plcd3	194.600000	0	0	460	0	513	0
Acbd4	194.600000	0	0	460	0	513	0
Il3ra	194.400000	126	222	331	0	293	0
Sncb	193.400000	0	500	300	0	167	0
Ddx6	193.200000	0	0	439	0	527	0
Rnf135	193.000000	171	158	262	0	374	0
Olig1	193.000000	161	804	0	0	0	0
Gatad1	192.600000	195	227	302	0	239	0
Crtc1	192.600000	0	0	520	0	443	0
Pear1	192.400000	0	0	301	0	661	0
Zc4h2	192.200000	0	0	304	0	657	0
Six5	192.200000	194	118	380	0	269	0
Rbpms	192.200000	0	141	376	0	444	0
Map2k2	192.200000	0	0	358	0	603	0
Rfc5	191.800000	129	232	297	0	301	0
Mpp3	191.600000	0	0	367	0	591	0
Hsf2	191.600000	216	242	190	0	310	0
Tgif1	191.400000	0	208	287	84	378	0
Olfr806	191.400000	0	252	229	277	199	0
Ptprs	191.200000	0	156	258	134	408	0
Zfp277	190.800000	0	0	456	0	498	0
Dock4	190.800000	0	0	456	0	498	0
Ddx58	190.800000	0	0	423	0	531	0
Rexo4	190.400000	0	0	325	116	511	0
Prph2	190.200000	0	0	530	0	421	0
Lamtor3	190.200000	0	0	402	0	549	0
Med1	189.800000	0	0	487	0	462	0
Ccdc97	189.800000	127	155	361	0	306	0
Vps52	189.600000	0	0	423	0	525	0
Rps18	189.600000	0	0	423	0	525	0
B3galt4	189.600000	0	0	423	0	525	0
Zfp418	189.400000	0	172	324	0	451	0
Ppm1g	189.200000	0	0	278	0	668	0
Sim1	188.800000	378	566	0	0	0	0
H2az1	188.800000	0	0	414	0	530	0
Dnajb14	188.800000	0	0	414	0	530	0
Atg10	188.600000	0	242	310	0	391	0
Tpm1	188.200000	0	0	510	0	431	0
Tada1	188.000000	176	0	252	0	512	0
Cfap410	187.600000	0	0	494	0	444	0
Supt20	187.400000	0	0	304	0	633	0
Aim2	186.800000	0	776	0	0	158	0
Zfp58	186.600000	0	185	322	0	426	0
Igsf23	186.400000	0	0	406	0	526	0
Cdc45	186.400000	0	0	386	0	546	0
Vcam1	186.000000	0	0	479	0	451	0
Zfp273	185.600000	0	132	252	0	544	0
Rbm10	185.600000	0	0	390	0	538	0
Ndufb11	185.600000	0	0	390	0	538	0
Sae1	185.200000	0	135	425	0	366	0
Rhox3a	185.200000	0	0	460	0	466	0
Rhox2a	185.200000	0	0	460	0	466	0
Mocs2	185.200000	0	0	334	0	592	0
Spi1	185.000000	0	0	385	0	540	0
Fam104a	184.800000	0	0	481	0	443	0
D11Wsu47e	184.800000	0	0	481	0	443	0
Ipo11	184.400000	0	278	281	0	363	0
Ccdc134	184.400000	0	139	405	0	378	0
Fyb	184.000000	0	0	0	0	920	0
Ect2l	184.000000	0	920	0	0	0	0
Cul4b	183.600000	252	666	0	0	0	0
Crebl2	183.400000	0	0	389	0	528	0
Iglon5	183.200000	365	190	174	0	187	0
Cttn	183.000000	0	0	331	0	584	0
Tfeb	182.800000	0	0	394	0	520	0
Wdr24	182.600000	0	0	459	0	454	0
Plcl2	182.000000	0	0	511	0	399	0
Nbdy	181.600000	0	0	405	0	503	0
Katnal1	181.600000	0	0	284	0	624	0
Evi2a	181.400000	0	0	342	0	565	0
Evi2	181.400000	0	0	342	0	565	0
Cdk5rap3	180.400000	0	0	475	0	427	0
Lactb2	180.200000	159	147	249	0	346	0
Cmtr2	180.200000	0	345	241	0	315	0
Rnf14	179.800000	126	0	324	0	449	0
Gsn	179.800000	0	0	360	0	539	0
Rars	179.600000	0	0	301	133	464	0
Ppil1	179.600000	0	147	448	0	303	0
Csrnp1	179.600000	0	493	146	0	259	0
Slc25a51	179.200000	0	0	364	0	532	0
Ptgds	179.000000	0	0	478	0	417	0
Abhd6	179.000000	0	217	244	205	229	0
Tmem151b	178.400000	0	0	459	0	433	0
Nfkbie	178.400000	0	0	459	0	433	0
Nuak2	178.200000	0	0	419	0	472	0
Cse1l	178.200000	162	250	285	0	194	0
Xpo7	177.800000	0	0	255	0	634	0
Sdhb	177.800000	0	0	492	0	397	0
Nt5c3b	177.800000	0	0	323	0	566	0
Klhl10	177.800000	0	0	323	0	566	0
Eci2	177.800000	104	122	315	0	348	0
Cotl1	177.800000	0	0	406	0	483	0
Zfp703	177.200000	0	0	394	0	492	0
Myof	177.200000	0	0	432	0	454	0
Cpt1c	176.400000	392	490	0	0	0	0
Gpr89	176.200000	89	0	375	0	417	0
Zfp710	176.000000	0	172	365	0	343	0
Pabpc4	176.000000	0	0	472	0	408	0
Krtap2-4	176.000000	0	0	443	0	437	0
Hdac10	176.000000	0	0	506	0	374	0
Gm11937	176.000000	0	0	443	0	437	0
Siah1b	175.000000	0	0	366	0	509	0
Fancd2os	174.800000	0	0	285	0	589	0
Brk1	174.800000	0	0	285	0	589	0
Strip1	174.600000	0	95	271	0	507	0
Setdb2	174.400000	0	0	375	0	497	0
Gm45935	174.400000	0	0	375	0	497	0
Cab39l	174.400000	0	0	375	0	497	0
Gse1	174.200000	0	0	375	0	496	0
Gpr142	174.000000	0	103	233	0	534	0
Btbd17	174.000000	0	103	233	0	534	0
Dusp5	173.600000	0	130	389	0	349	0
Ric8b	173.200000	0	0	301	0	565	0
Ctbs	173.200000	147	0	418	0	301	0
Ncapd2	172.200000	0	148	316	0	397	0
Msantd3	172.200000	0	0	324	0	537	0
Mrpl51	172.200000	0	148	316	0	397	0
Emc2	172.200000	0	0	375	0	486	0
Tspan9	172.000000	0	0	398	0	462	0
Tmem132d	171.800000	368	491	0	0	0	0
Piwil2	171.800000	0	859	0	0	0	0
Arhgap17	171.600000	0	0	342	0	516	0
Pcdhgc3	171.400000	0	156	378	0	323	0
Cox6b1	171.400000	0	0	300	0	557	0
Lipe	171.200000	0	0	356	0	500	0
Lpar4	170.800000	0	0	174	0	680	0
Stom	170.400000	496	356	0	0	0	0
Castor2	169.800000	129	249	310	0	161	0
Lcmt1	169.600000	0	0	339	0	509	0
Tmem165	169.400000	0	230	313	0	304	0
Arf3	169.400000	0	0	373	0	474	0
Postn	169.200000	0	0	300	0	546	0
Glrx2	169.200000	0	0	312	0	534	0
Larp1b	168.400000	0	0	385	0	457	0
Slco1a5	168.000000	0	0	335	0	505	0
Ppp2ca	168.000000	0	0	236	0	604	0
F3	168.000000	0	0	424	0	416	0
Edc3	168.000000	0	137	256	0	447	0
Sspn	167.800000	0	155	154	242	288	0
F8a	167.600000	0	0	337	0	501	0
Tslp	167.200000	0	0	339	0	497	0
Prr5	167.000000	0	0	368	0	467	0
Arnt2	167.000000	141	105	312	0	277	0
Primpol	166.800000	0	0	289	0	545	0
Nt5c	166.800000	0	0	426	0	408	0
Casp3	166.800000	0	0	289	0	545	0
Padi2	166.600000	404	429	0	0	0	0
Rad51ap1	166.400000	0	0	293	0	539	0
Gfod1	166.400000	0	0	362	0	470	0
D6Wsu163e	166.400000	0	0	293	0	539	0
Pvr	166.200000	0	0	280	0	551	0
Cd109	166.200000	0	0	391	0	440	0
Tuba1c	165.800000	0	0	324	0	505	0
Tigd3	165.800000	0	0	292	0	537	0
Plekhh3	165.800000	137	163	265	0	264	0
Ilkap	165.800000	0	155	347	0	327	0
Cntnap1	165.800000	137	163	265	0	264	0
Ccr10	165.800000	137	163	265	0	264	0
Dtnbp1	165.400000	0	0	212	0	615	0
Ccm2	165.400000	0	0	426	0	401	0
Nfatc3	164.800000	96	0	350	0	378	0
Tusc3	164.000000	0	0	406	0	414	0
Tpst2	164.000000	0	349	196	0	275	0
Fscn1	164.000000	0	0	381	0	439	0
Ccdc174	164.000000	0	0	274	0	546	0
Shox2	163.800000	0	0	307	0	512	0
Rsrc1	163.800000	0	0	307	0	512	0
Dlgap4	163.400000	0	0	409	0	408	0
Gm35588	163.000000	0	815	0	0	0	0
Zfp644	162.800000	0	0	388	0	426	0
Rpl13	162.800000	112	147	250	0	305	0
Pacrgl	162.800000	0	0	325	0	489	0
Ggct	162.800000	0	0	349	0	465	0
Boll	162.600000	342	471	0	0	0	0
Tmcc3	162.200000	0	0	0	0	811	0
Gm9805	162.200000	339	472	0	0	0	0
Zcchc17	161.600000	0	0	338	0	470	0
Snrnp40	161.600000	0	0	338	0	470	0
1700034E13Rik	161.400000	0	0	285	0	522	0
1700017B05Rik	161.400000	0	0	273	0	534	0
Pygo2	161.000000	0	0	358	0	447	0
Hjurp	161.000000	0	0	342	0	463	0
A730008H23Rik	161.000000	0	0	342	0	463	0
Kremen1	160.800000	0	195	334	0	275	0
Uxt	160.600000	0	0	348	0	455	0
Tmem63a	160.200000	0	0	477	0	324	0
Prkab2	160.200000	0	0	277	0	524	0
Psmc3ip	160.000000	0	0	339	0	461	0
Mpv17l2	160.000000	0	121	311	0	368	0
Miip	159.800000	0	0	336	0	463	0
Fv1	159.800000	0	0	336	0	463	0
Tcea1	159.600000	0	0	359	0	439	0
Plxnd1	159.600000	265	188	141	0	204	0
Cep164	159.400000	0	0	371	0	426	0
Tanc1	159.000000	0	0	413	0	382	0
Gm4861	159.000000	0	0	271	0	524	0
Arhgap23	159.000000	0	0	379	0	416	0
Myh14	158.200000	401	390	0	0	0	0
Cnbp	158.200000	0	0	300	0	491	0
Neu1	158.000000	0	403	166	0	221	0
Nemf	157.600000	0	239	321	0	228	0
Nop14	156.800000	0	0	310	0	474	0
Grk4	156.800000	0	0	310	0	474	0
Fgf4	156.600000	0	783	0	0	0	0
Pls1	156.400000	172	248	163	0	199	0
Rbms3	156.200000	0	0	218	0	563	0
P2rx5	156.200000	0	0	322	0	459	0
St3gal2	156.000000	0	0	327	0	453	0
Mpzl1	156.000000	0	0	267	135	378	0
Hps5	156.000000	0	0	313	0	467	0
Gtf2h1	156.000000	0	0	313	0	467	0
Ddost	155.600000	0	0	336	0	442	0
Rbm4b	155.400000	0	0	290	0	487	0
Mosmo	155.400000	0	0	403	0	374	0
Zfp408	155.200000	0	140	227	0	409	0
Irf2bp2	155.200000	0	0	332	0	444	0
Bmp2k	155.200000	0	0	279	135	362	0
Arhgap1	155.200000	0	140	227	0	409	0
Itgb6	155.000000	0	0	383	0	392	0
Gask1b	154.800000	0	0	202	0	572	0
D3Ertd751e	154.800000	0	0	352	0	422	0
Terb2	154.600000	0	773	0	0	0	0
Patl2	154.600000	0	773	0	0	0	0
Hvcn1	154.600000	0	773	0	0	0	0
Hsd17b11	154.400000	0	0	284	0	488	0
Arid3b	154.400000	72	0	372	0	328	0
Ccn4	154.200000	0	0	301	0	470	0
Gm14393	153.800000	0	769	0	0	0	0
Stt3b	153.600000	0	0	381	0	387	0
Wdr13	153.400000	0	0	357	0	410	0
Bicd2	153.400000	0	0	316	0	451	0
Atp6v0a1	153.400000	0	0	327	0	440	0
Mark2	153.200000	0	0	262	0	504	0
Klhl7	153.200000	0	0	307	0	459	0
Ddhd1	153.000000	0	0	399	0	366	0
Mapre2	152.800000	103	0	215	0	446	0
Ccdc38	152.400000	0	762	0	0	0	0
Vdac1	152.000000	0	0	270	0	490	0
Fam8a1	152.000000	0	0	337	0	423	0
Csf1r	152.000000	0	0	277	0	483	0
Hoxc6	151.400000	0	0	272	0	485	0
Tex19.1	150.800000	0	0	286	0	468	0
Eif4ebp1	150.800000	0	0	234	0	520	0
Acot7	149.800000	0	0	338	0	411	0
Zfpm2	149.600000	0	0	378	0	370	0
Tpcn2	149.600000	0	155	277	0	316	0
Ap1m1	149.600000	0	0	343	0	405	0
Asf1b	149.400000	0	0	349	0	398	0
Slc1a4	148.800000	0	0	268	0	476	0
Rbm5	148.400000	0	0	257	0	485	0
Rap2b	148.400000	0	0	249	0	493	0
Htt	148.400000	0	0	237	0	505	0
Prkar1b	148.000000	0	101	326	0	313	0
Pbld2	148.000000	104	165	310	0	161	0
Hnrnph3	148.000000	104	165	310	0	161	0
Dnaaf5	148.000000	0	101	326	0	313	0
Cpd	148.000000	0	0	332	0	408	0
Usp48	147.800000	0	109	213	0	417	0
Ints5	147.800000	0	0	333	0	406	0
Ganab	147.800000	0	0	333	0	406	0
Ndrg3	147.400000	0	209	239	0	289	0
Ubxn1	147.000000	0	134	262	0	339	0
Prickle2	147.000000	0	0	245	0	490	0
Ly6g5c	147.000000	0	0	241	148	346	0
Nr2f2	146.600000	0	0	230	0	503	0
Rbm14	146.200000	0	0	294	0	437	0
Gm21992	146.200000	0	0	294	0	437	0
Usp6nl	145.600000	0	317	214	0	197	0
Tanc2	145.600000	0	0	269	0	459	0
Serhl	145.600000	0	0	279	0	449	0
Rell1	145.400000	125	165	202	0	235	0
Pip4p1	145.400000	0	0	305	0	422	0
Pja2	145.000000	0	0	360	0	365	0
Bicdl2	144.800000	0	0	399	0	325	0
Samd8	144.600000	0	0	276	0	447	0
Riok1	144.600000	0	0	297	0	426	0
Dusp13	144.600000	0	0	276	0	447	0
Cage1	144.600000	0	0	297	0	426	0
Irf2	144.400000	0	0	324	0	398	0
Fam71f1	144.400000	0	0	398	0	324	0
Rbm42	144.000000	0	129	337	0	254	0
Neurl1b	144.000000	147	138	278	0	157	0
Dram2	144.000000	0	0	265	0	455	0
Cept1	144.000000	0	0	265	0	455	0
BC028528	144.000000	0	0	305	0	415	0
Aph1a	144.000000	0	0	305	0	415	0
Arhgap27	143.800000	0	0	152	0	567	0
Vegfa	143.400000	0	0	368	0	349	0
Elovl6	143.200000	0	0	282	0	434	0
Sqle	143.000000	0	0	366	0	349	0
Tmem120b	142.600000	110	0	268	0	335	0
Smg9	142.400000	157	255	147	0	153	0
Setd7	142.400000	0	188	198	0	326	0
Angptl4	142.400000	0	0	246	0	466	0
Akap8	142.400000	136	0	261	0	315	0
Vps37d	142.200000	0	0	336	0	375	0
Hmgb2	142.200000	0	142	258	0	311	0
Mcc	141.400000	0	0	319	0	388	0
Usp49	141.200000	0	0	332	0	374	0
Mex3b	141.200000	0	0	312	0	394	0
Dusp16	141.000000	0	0	350	0	355	0
Ext2	140.400000	0	0	351	0	351	0
Clca4a	140.400000	0	0	338	0	364	0
Rtkn	140.200000	0	0	287	0	414	0
Polg	140.200000	0	0	129	0	572	0
Clec2g	140.200000	0	0	215	0	486	0
Tubb2b	140.000000	0	0	400	0	300	0
Prrx2	140.000000	0	0	369	0	331	0
Zbtb5	139.800000	90	0	235	0	374	0
Prkar2a	139.800000	0	0	340	0	359	0
Cd36	139.800000	0	0	312	0	387	0
Prmt2	139.600000	0	0	331	0	367	0
EU599041	139.600000	0	698	0	0	0	0
Tent4a	139.400000	176	264	257	0	0	0
Slc44a2	139.400000	0	0	230	0	467	0
Ecm1	139.400000	0	0	397	0	300	0
Cd63	139.400000	0	0	323	0	374	0
Mtch1	139.000000	0	0	265	0	430	0
Rapgef1	138.800000	0	220	215	0	259	0
Ubb	138.600000	0	0	176	0	517	0
Snx15	138.600000	0	0	266	0	427	0
Ptprk	138.600000	0	0	253	0	440	0
Eps8	138.600000	0	0	207	0	486	0
Triobp	138.200000	0	0	315	0	376	0
Cda	138.200000	0	0	257	0	434	0
Map3k7cl	137.800000	0	0	206	0	483	0
Sertad3	137.400000	115	0	228	0	344	0
Hoxa5	137.000000	0	0	210	0	475	0
Ccnd3	137.000000	0	0	231	136	318	0
Ccdc34	137.000000	0	113	184	0	388	0
1700018B08Rik	137.000000	0	0	241	0	444	0
Tfip11	136.600000	0	0	228	135	320	0
Cdc16	136.600000	0	0	232	0	451	0
Sumo3	136.400000	0	0	338	0	344	0
Slc36a4	136.400000	0	0	218	0	464	0
Tgfbr2	136.200000	0	0	205	0	476	0
Stk25	136.200000	0	0	259	0	422	0
Calm3	135.600000	0	0	224	0	454	0
Nr2f1	135.400000	0	0	229	0	448	0
Zfp365	135.200000	0	0	234	0	442	0
Lzts3	134.800000	0	0	392	0	282	0
Ppargc1a	134.600000	0	0	351	0	322	0
Mcam	134.600000	0	0	334	0	339	0
Fbn2	134.000000	0	0	217	0	453	0
Mxra8	133.800000	0	0	306	100	263	0
Flt3l	133.800000	220	290	0	0	159	0
Cald1	133.800000	0	0	166	0	503	0
Heatr5b	133.600000	0	0	271	0	397	0
Gpatch11	133.600000	0	0	271	0	397	0
Mecom	133.400000	0	0	228	0	439	0
Zfp668	133.200000	0	0	291	0	375	0
Zfp646	133.200000	0	0	291	0	375	0
Ublcp1	133.200000	0	0	280	0	386	0
Tubd1	133.200000	0	0	319	0	347	0
Smarcd1	133.200000	0	0	318	0	348	0
Rps6kb1	133.200000	0	0	319	0	347	0
Plgrkt	133.200000	0	0	299	0	367	0
Ncs1	133.200000	0	121	307	0	238	0
Cdc6	133.200000	0	0	315	0	351	0
Plec	133.000000	0	0	187	0	478	0
Fbxo17	132.800000	0	0	252	0	412	0
Cntn1	132.600000	383	280	0	0	0	0
Lrig2	132.400000	0	152	197	0	313	0
Fgl2	132.000000	0	162	221	0	277	0
Slc22a5	131.800000	164	114	204	0	177	0
Rundc3b	131.800000	0	107	218	0	334	0
Rad54l	131.600000	0	0	369	0	289	0
Tecr	131.200000	0	0	197	0	459	0
Nr1d1	131.200000	0	0	199	0	457	0
Lemd2	131.000000	0	0	335	0	320	0
Gpr19	131.000000	0	0	360	0	295	0
Nme3	130.800000	0	0	287	0	367	0
Mrps34	130.800000	0	0	287	0	367	0
Eme2	130.800000	0	0	287	0	367	0
Cd300lb	130.800000	0	0	222	0	432	0
9430038I01Rik	130.800000	0	0	304	0	350	0
Gpd1l	130.400000	0	0	240	0	412	0
Thg1l	130.200000	0	0	187	0	464	0
Rab37	130.200000	219	245	0	0	187	0
Negr1	130.200000	0	0	374	0	277	0
Naa10	130.200000	0	0	294	0	357	0
Adgrl1	130.000000	0	0	198	0	452	0
Metrn	129.800000	0	0	323	0	326	0
Calml4	129.800000	0	0	192	0	457	0
Antkmt	129.800000	0	0	323	0	326	0
Rasl12	129.600000	0	0	413	0	235	0
Rhbdf1	129.400000	158	0	221	0	268	0
Pcolce	129.400000	0	0	263	0	384	0
Mpg	129.400000	158	0	221	0	268	0
Pcdhgb7	129.200000	0	646	0	0	0	0
Pcdhga10	129.200000	0	646	0	0	0	0
Foxo6	129.200000	0	0	291	0	355	0
Ap5z1	129.200000	0	0	217	0	429	0
Mynn	129.000000	0	0	289	0	356	0
Gemin8	129.000000	0	0	348	0	297	0
Actrt3	129.000000	0	0	289	0	356	0
Parp2	128.600000	0	0	244	0	399	0
Comt	128.600000	159	0	173	0	311	0
Lrrc45	128.400000	0	0	261	0	381	0
Krit1	128.400000	0	0	208	0	434	0
Foxp1	128.400000	0	0	163	0	479	0
Cenpx	128.400000	0	0	261	0	381	0
Ankib1	128.400000	0	0	208	0	434	0
Pbdc1	128.200000	0	0	310	0	331	0
Defa6	128.200000	0	0	0	641	0	0
Defa24	128.200000	0	0	0	641	0	0
Clec2d	128.000000	0	0	171	0	469	0
Txndc12	127.800000	153	0	294	0	192	0
Btf3l4	127.800000	153	0	294	0	192	0
Morn3	127.600000	120	0	209	0	309	0
Cxcr2	127.600000	0	0	349	0	289	0
Lratd2	127.400000	0	0	218	0	419	0
Pou3f4	127.200000	296	340	0	0	0	0
Zbtb11	127.000000	0	0	314	0	321	0
Stk19	127.000000	0	0	412	0	223	0
Dxo	127.000000	0	0	412	0	223	0
Psmg2	126.600000	0	0	240	0	393	0
Dach2	126.600000	263	370	0	0	0	0
Cep76	126.600000	0	0	240	0	393	0
Snapc1	126.400000	0	0	251	0	381	0
Ptpa	126.400000	162	0	125	0	345	0
Pgpep1l	126.400000	0	0	360	0	272	0
Crat	126.400000	162	0	125	0	345	0
Tmem232	126.200000	0	0	264	0	367	0
Adam15	126.000000	0	0	230	0	400	0
Trim46	125.600000	0	0	189	0	439	0
Krtcap2	125.600000	0	0	189	0	439	0
Gm7762	125.600000	0	628	0	0	0	0
Setd3	125.400000	0	0	323	0	304	0
Ccnk	125.400000	0	0	323	0	304	0
Tmem217	125.000000	0	0	264	0	361	0
Tbc1d22b	125.000000	0	0	264	0	361	0
Rev1	125.000000	150	118	103	0	254	0
Zfp131	124.800000	0	0	169	0	455	0
Tcam1	124.800000	0	0	345	0	279	0
Smarcd2	124.800000	0	0	345	0	279	0
Nudt1	124.800000	0	0	188	0	436	0
Mrm2	124.800000	0	0	188	0	436	0
Arid5a	124.800000	0	0	205	0	419	0
Selenok	124.600000	0	0	247	0	376	0
Fth1	124.400000	0	0	179	126	317	0
Fbn1	124.400000	116	0	204	0	302	0
Sec11c	124.200000	0	207	186	0	228	0
Fam98a	124.000000	0	104	216	0	300	0
Armc1	124.000000	0	0	177	0	443	0
Imp4	123.800000	0	0	348	0	271	0
Ccdc115	123.800000	0	0	348	0	271	0
Wdr63	123.600000	101	0	266	0	251	0
Bcl3	123.600000	0	0	223	0	395	0
Cad	123.200000	0	0	285	0	331	0
Fam227b	123.000000	0	341	274	0	0	0
Dtwd1	123.000000	0	341	274	0	0	0
Acot4	122.800000	181	433	0	0	0	0
Srpk2	122.400000	0	0	273	0	339	0
Parva	122.400000	0	0	302	0	310	0
Thumpd2	122.200000	0	0	248	0	363	0
Lpar3	122.200000	0	0	289	0	322	0
Nfic	122.000000	0	0	313	0	297	0
Tbp	121.800000	0	0	294	0	315	0
Psmb1	121.800000	0	0	294	0	315	0
Nr1h4	121.800000	0	0	189	0	420	0
Msh6	121.600000	0	0	314	0	294	0
Zfp300	121.400000	0	0	249	0	358	0
Dscc1	121.400000	0	0	259	0	348	0
Abca1	121.400000	0	0	374	0	233	0
Slc25a46	121.200000	0	0	312	0	294	0
S100a11	121.200000	0	0	305	0	301	0
Thrap3	121.000000	0	0	206	0	399	0
Ppp6r2	121.000000	0	0	344	0	261	0
Ppp2r5b	121.000000	0	0	120	0	485	0
E2f1	121.000000	0	0	308	0	297	0
Bgn	120.800000	0	0	194	0	410	0
Ap3d1	120.800000	0	0	185	0	419	0
Gm19428	120.600000	0	603	0	0	0	0
Wnt3a	120.200000	0	0	264	0	337	0
Cenpw	120.200000	0	0	276	0	325	0
Terf2ip	120.000000	0	0	290	0	310	0
Kars	120.000000	0	0	290	0	310	0
Icosl	120.000000	0	600	0	0	0	0
Gcgr	120.000000	0	0	270	0	330	0
Coq8a	120.000000	92	173	142	0	193	0
Hif3a	119.800000	191	408	0	0	0	0
1700025G04Rik	119.800000	0	0	214	0	385	0
Setd1a	119.600000	168	0	245	0	185	0
Pdlim5	119.600000	0	111	297	0	190	0
Zfp526	119.400000	0	0	266	0	331	0
Tceal8	119.400000	0	0	252	0	345	0
Recql	119.400000	0	0	290	0	307	0
Golt1b	119.400000	0	0	290	0	307	0
Dhx16	119.400000	0	0	204	0	393	0
Dedd2	119.400000	0	0	266	0	331	0
Col1a1	119.400000	0	0	155	0	442	0
Cdr2l	119.400000	0	0	180	0	417	0
Wbp2	119.200000	0	0	177	0	419	0
Soat2	119.000000	0	0	216	0	379	0
Igfbp6	119.000000	0	0	216	0	379	0
Abtb1	119.000000	0	118	196	0	281	0
Sik2	118.800000	0	0	263	0	331	0
Egfl7	118.800000	0	594	0	0	0	0
Pheta1	118.600000	0	0	201	0	392	0
Tti1	118.000000	0	125	259	0	206	0
Rprd1b	118.000000	0	125	259	0	206	0
Ksr2	118.000000	120	470	0	0	0	0
Dusp14	117.800000	0	0	241	0	348	0
Fam91a1	117.600000	0	0	213	0	375	0
Ccdc28b	117.400000	0	0	229	0	358	0
Sec23a	117.200000	0	85	141	0	360	0
Sec22c	117.200000	0	586	0	0	0	0
Micu3	117.200000	0	0	266	0	320	0
Gemin2	117.200000	0	85	141	0	360	0
Rnf138	117.000000	0	134	218	0	233	0
Rhof	117.000000	0	139	181	0	265	0
Tsks	116.800000	0	584	0	0	0	0
Rbm12b2	116.800000	0	0	291	0	293	0
Lyz1	116.800000	0	0	0	584	0	0
Zfp605	116.400000	0	0	177	0	405	0
Tnnc1	116.400000	247	173	162	0	0	0
Taok3	116.400000	0	0	298	0	284	0
Nisch	116.400000	247	173	162	0	0	0
Gtpbp6	116.400000	0	0	177	0	405	0
Polrmt	116.200000	0	0	126	0	455	0
Atf4	116.200000	0	0	227	0	354	0
Snrpd1	116.000000	0	0	157	0	423	0
Pelo	116.000000	0	0	382	0	198	0
Ralgapb	115.800000	0	0	213	0	366	0
Defa30	115.600000	0	0	0	578	0	0
Cdh12	115.600000	0	0	229	0	349	0
Camk2d	115.600000	0	0	190	0	388	0
Rpl3	115.400000	0	0	159	0	418	0
Tsen34	115.200000	0	0	274	0	302	0
Mboat7	115.200000	0	0	274	0	302	0
Tmem129	114.800000	0	0	271	0	303	0
Tacc3	114.800000	0	0	271	0	303	0
Slbp	114.800000	0	0	271	0	303	0
Nktr	114.800000	95	0	165	0	314	0
Hexa	114.800000	0	0	254	0	320	0
Col17a1	114.800000	0	574	0	0	0	0
Shoc2	114.600000	0	0	223	0	350	0
