Target_genes	Nfkb1|Average	SRX122534|Dendritic_Cells	SRX122535|Dendritic_Cells	SRX122536|Dendritic_Cells	SRX122537|Dendritic_Cells	SRX122538|Dendritic_Cells	SRX122539|Dendritic_Cells	SRX122540|Dendritic_Cells	SRX122541|Dendritic_Cells	SRX122542|Dendritic_Cells	SRX122543|Dendritic_Cells	SRX450298|Macrophages	SRX450299|Macrophages	SRX450300|Macrophages	SRX450301|Macrophages	SRX450302|Macrophages	SRX450303|Macrophages	SRX450304|Macrophages	SRX7618597|Macrophages	STRING
Zc3h3	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Trmt2a	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Tmem250-ps	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Sytl3	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Smoc2	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Rnf216	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ranbp1	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Rab11fip2	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ppm1k	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Pgrmc2	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ndufaf6	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Naa40	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Lysmd3	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Lrp4	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Lif	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Kdm4d	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Higd1a	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Fam168a	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ddx42	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Cwc15	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Cmpk2	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Cdc45	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ccdc47	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ccdc134	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Arf1	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Zfp513	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Zfp326	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Wdr12	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Tspan4	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Tmod3	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Tfap2a	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Sprn	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Slc25a12	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Prrg1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Plekhf1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Olfr522	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Nup107	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Nrp1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ngrn	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Myo10	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Mpp6	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Mon1b	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Mob3a	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
LTO1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Izumo4	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ifi211	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Gng2	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Gm5617	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Fgd3	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ets1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Etl4	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
Eif5	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
E230025N22Rik	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Dlgap2	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Chrm3	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Chordc1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Carf	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Bcl2l13	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Arf3	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ap1s1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
4930583I09Rik	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Zpld2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Zfp839	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Wdr46	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ubxn2b	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tspan8	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Trim24	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tnn	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tmprss6	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tmem19	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Thada	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tfg	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Syt7	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Stk40	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Spata31d1b	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Spata3	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Sorbs1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Snx25	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Slc26a2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Slc25a31	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Selenbp2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Rnf166	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Retsat	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Rab5if	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pola2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pfdn6	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pdp1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pabpc2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Neo1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Nat2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Nat1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Nacad	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Myo1e	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Ms4a6d	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Mrps25	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Mok	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Klrb1c	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Igsf3	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Hif1a	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Hey2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gm6710	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gm14391	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Fam167a	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Fahd2a	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Evl	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Elmod3	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Dppa3	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Degs2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Dctn3	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Dct	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ctu2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Csf2ra	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Cryzl2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Col12a1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Cisd3	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
BC016579	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ankk1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Adra1b	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Adam12	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
AW549877	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Yipf1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Tex30	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Tent5b	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Slc25a17	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Sgms1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Rpusd4	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Rfc1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ralgps1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ptprf	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Plxna1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Pkp4	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Olfr1061	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Lrrc61	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Lrp8	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Igsf11	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ifitm6	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ifitm5	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Glt8d2	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Galm	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Fmo4	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Fam118b	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Eid3	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ccdc148	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Brd7	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ap3b1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Alcam	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Abhd11	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
9330159F19Rik	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Zfp59	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Yrdc	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Ube2n	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Tlr4	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Syncrip	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Rexo5	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Ppil2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Olfr922	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Nckipsd	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Mthfd1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Mrto4	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Milr1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Kctd6	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Iws1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Fzd7	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Fuom	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Eri2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Emc1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Ctif	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Ccnd1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Atp6v0a2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Adpgk	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
1110065P20Rik	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Zfyve1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Zbtb38	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Virma	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Trip12	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Tmem128	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Snx18	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Senp7	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Ptdss1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Polk	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Pias4	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Pdcl3	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Mycbp	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Mterf3	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Meis1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Fbxo36	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Fads3	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Chac2	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Cert1	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Blmh	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Zfp296	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Ttyh2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Tstd2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Sstr2	7.722222	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0
Sox12	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Secisbp2l	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Rbm14	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Rb1cc1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Rab11a	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Opa3	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Opa1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Nprl3	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Ndrg1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Ncbp1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Med17	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Map1a	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Manba	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Lats2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Kcne2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Ilrun	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
H3c6	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Gpr149	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0
Gm21992	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Ghrl	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Gemin7	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Fh1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Elmo2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Edc4	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Doc2g	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Dbndd2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Crtc3	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Aspscr1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Amd2	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Amd1	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Slc38a1	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Rergl	7.666667	0	0	0	0	0	0	0	0	0	0	0	70	0	0	68	0	0	0	0
Pygl	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Pomp	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Pex5	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Nufip2	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Nop2	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Mea1	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Lrrc59	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Lbp	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Klhdc3	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Gm38999	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Gins3	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Galnt9	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Dhx35	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Ciao2a	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Aunip	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Adgrl2	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Smarcc1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Smarca2	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Rhod	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Ptch2	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Ptbp1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Olfr1389	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Nwd1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Nek9	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Naa80	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Lrrc20	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Krt80	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Klk1b1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Irf7	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Hyal3	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Hyal1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Gtdc1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Gpatch8	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Gmcl1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Gm21258	7.611111	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Gm20736	7.611111	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Frg1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Fam136a	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Elovl5	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
1700011L22Rik	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
1600014C10Rik	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Zfp943	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Zfp942	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Zfp493	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Zdhhc12	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Vps52	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Snx8	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Smim13	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Smarce1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Sh3glb2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Sec63	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Scg5	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Rps18	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
