Target_genes	Rreb1|Average	SRX12298595|B_cells	STRING
Rasgef1b	133.000000	133	0
Pias2	133.000000	133	0
Pdzd8	133.000000	133	0
Patj	133.000000	133	0
Pa2g4	133.000000	133	0
Nipal1	133.000000	133	0
Ndufa10	133.000000	133	0
Myc	133.000000	133	0
Mier3	133.000000	133	0
Map4k3	133.000000	133	0
Kcnb1	133.000000	133	0
Gm13286	133.000000	133	0
Gm13283	133.000000	133	0
Gm13271	133.000000	133	0
Gm13212	133.000000	133	0
E2f7	133.000000	133	0
Dek	133.000000	133	0
Cnga1	133.000000	133	0
Chst3	133.000000	133	0
Cfap44	133.000000	133	0
Acp2	133.000000	133	0
0610010F05Rik	133.000000	133	0
Zfp622	132.000000	132	0
Zfp568	132.000000	132	0
Zfp286	132.000000	132	0
Yipf6	132.000000	132	0
Wdr81	132.000000	132	0
Vezf1	132.000000	132	0
Trmu	132.000000	132	0
Tmem233	132.000000	132	0
Tmem229b	132.000000	132	0
Stx4a	132.000000	132	0
Rttn	132.000000	132	0
Ric8b	132.000000	132	0
Rem1	132.000000	132	0
Rbpj	132.000000	132	0
Rbm34	132.000000	132	0
Plau	132.000000	132	0
Nomo1	132.000000	132	0
N4bp2	132.000000	132	0
Lig4	132.000000	132	0
Katnbl1	132.000000	132	0
Igfbp4	132.000000	132	0
Defb25	132.000000	132	0
Ccdc71l	132.000000	132	0
Bspry	132.000000	132	0
Abhd13	132.000000	132	0
Abcc6	132.000000	132	0
Aars2	132.000000	132	0
Zmiz1	131.000000	131	0
Ythdc2	131.000000	131	0
Ugdh	131.000000	131	0
Trnau1ap	131.000000	131	0
Susd1	131.000000	131	0
Stmn2	131.000000	131	0
Sptan1	131.000000	131	0
Ripor1	131.000000	131	0
Rad51c	131.000000	131	0
Prmt3	131.000000	131	0
Plet1	131.000000	131	0
Pet117	131.000000	131	0
Ndufa4l2	131.000000	131	0
Nbeal1	131.000000	131	0
Nasp	131.000000	131	0
Kti12	131.000000	131	0
Kat14	131.000000	131	0
Gas7	131.000000	131	0
Gadd45g	131.000000	131	0
Fam83f	131.000000	131	0
Ddi2	131.000000	131	0
Cnot6l	131.000000	131	0
Carnmt1	131.000000	131	0
Bag2	131.000000	131	0
Appbp2	131.000000	131	0
Ankrd45	131.000000	131	0
Anapc7	131.000000	131	0
Ambra1	131.000000	131	0
Adora2a	131.000000	131	0
Acbd5	131.000000	131	0
2210016F16Rik	131.000000	131	0
Ybey	130.000000	130	0
Ube2c	130.000000	130	0
U2surp	130.000000	130	0
Ttc4	130.000000	130	0
Tnfsf13	130.000000	130	0
Tmem259	130.000000	130	0
Thbs1	130.000000	130	0
Tatdn3	130.000000	130	0
Tango2	130.000000	130	0
Srebf1	130.000000	130	0
Socs7	130.000000	130	0
Slc25a20	130.000000	130	0
Senp3	130.000000	130	0
Rpe	130.000000	130	0
Rhobtb1	130.000000	130	0
Rab5a	130.000000	130	0
Pip4k2c	130.000000	130	0
Nup153	130.000000	130	0
Nsl1	130.000000	130	0
Necab2	130.000000	130	0
Myl4	130.000000	130	0
Mmaa	130.000000	130	0
Mff	130.000000	130	0
Mcm3ap	130.000000	130	0
Mbd3	130.000000	130	0
Irak1	130.000000	130	0
Iqcb1	130.000000	130	0
Ier5	130.000000	130	0
Gdpd1	130.000000	130	0
Eef1akmt4-ece2	130.000000	130	0
Eef1akmt4	130.000000	130	0
Eaf2	130.000000	130	0
Dync1li2	130.000000	130	0
Cnn2	130.000000	130	0
Chd1l	130.000000	130	0
Capn11	130.000000	130	0
Brwd1	130.000000	130	0
Arvcf	130.000000	130	0
Alg3	130.000000	130	0
Ago3	130.000000	130	0
Acot7	130.000000	130	0
A930033H14Rik	130.000000	130	0
Zfp799	129.000000	129	0
Zfp629	129.000000	129	0
Vrtn	129.000000	129	0
Tmem143	129.000000	129	0
Taf5	129.000000	129	0
Syngr4	129.000000	129	0
Srp54a	129.000000	129	0
Slc44a1	129.000000	129	0
Rgp1	129.000000	129	0
Rflnb	129.000000	129	0
Ran	129.000000	129	0
Rad23b	129.000000	129	0
Ppp4c	129.000000	129	0
Pm20d1	129.000000	129	0
Pde7b	129.000000	129	0
Oas2	129.000000	129	0
Nupl2	129.000000	129	0
Nr1d2	129.000000	129	0
Morc3	129.000000	129	0
Mapre2	129.000000	129	0
Lrfn4	129.000000	129	0
Khdrbs1	129.000000	129	0
Itsn1	129.000000	129	0
Ints6	129.000000	129	0
Gfpt1	129.000000	129	0
Gba2	129.000000	129	0
Gatd1	129.000000	129	0
Fbxo9	129.000000	129	0
Dpp9	129.000000	129	0
D230025D16Rik	129.000000	129	0
Cryzl1	129.000000	129	0
Col24a1	129.000000	129	0
Cmtr1	129.000000	129	0
Cltc	129.000000	129	0
Cilk1	129.000000	129	0
Carmil2	129.000000	129	0
Baz2a	129.000000	129	0
B020031M17Rik	129.000000	129	0
Adipor2	129.000000	129	0
Zfhx2	128.000000	128	0
Zc3h8	128.000000	128	0
Usp35	128.000000	128	0
Tlr6	128.000000	128	0
Thtpa	128.000000	128	0
Tbl2	128.000000	128	0
Steap3	128.000000	128	0
Spin1	128.000000	128	0
Slc52a3	128.000000	128	0
Serf2	128.000000	128	0
Rpp38	128.000000	128	0
Reep6	128.000000	128	0
Ptch2	128.000000	128	0
Pld4	128.000000	128	0
Pigl	128.000000	128	0
Pcsk4	128.000000	128	0
Noxo1	128.000000	128	0
Ncor1	128.000000	128	0
Maco1	128.000000	128	0
Ldb1	128.000000	128	0
Lamtor4	128.000000	128	0
Kmt2e	128.000000	128	0
Kctd21	128.000000	128	0
Hmox1	128.000000	128	0
Gfer	128.000000	128	0
Get4	128.000000	128	0
Gabpb2	128.000000	128	0
Fnbp1	128.000000	128	0
Fitm2	128.000000	128	0
Egr3	128.000000	128	0
Chrna1	128.000000	128	0
Cherp	128.000000	128	0
Ccdc174	128.000000	128	0
Btrc	128.000000	128	0
Arhgef1	128.000000	128	0
Aldh9a1	128.000000	128	0
Akap11	128.000000	128	0
Acbd7	128.000000	128	0
Zzz3	127.000000	127	0
Zfp217	127.000000	127	0
Uvssa	127.000000	127	0
Tpmt	127.000000	127	0
Tmem14c	127.000000	127	0
Spdya	127.000000	127	0
Smim26	127.000000	127	0
Slc25a51	127.000000	127	0
S1pr4	127.000000	127	0
Pigv	127.000000	127	0
Paqr4	127.000000	127	0
Paip2	127.000000	127	0
Nudt19	127.000000	127	0
Ncln	127.000000	127	0
Mtf2	127.000000	127	0
Msantd2	127.000000	127	0
Mmp15	127.000000	127	0
Mad2l1	127.000000	127	0
Lasp1	127.000000	127	0
Kremen2	127.000000	127	0
Kdm1b	127.000000	127	0
Hyls1	127.000000	127	0
Hif1a	127.000000	127	0
Grk2	127.000000	127	0
Gpc3	127.000000	127	0
Eif5	127.000000	127	0
Cers4	127.000000	127	0
Ccdc15	127.000000	127	0
Bhlhe40	127.000000	127	0
Acsf2	127.000000	127	0
9430015G10Rik	127.000000	127	0
Vrk2	126.000000	126	0
Uqcrfs1	126.000000	126	0
Tor1a	126.000000	126	0
Tex38	126.000000	126	0
Sgo1	126.000000	126	0
Rab29	126.000000	126	0
Prickle4	126.000000	126	0
Prcd	126.000000	126	0
Poglut2	126.000000	126	0
P4ha3	126.000000	126	0
Nudt8	126.000000	126	0
Noct	126.000000	126	0
Nat10	126.000000	126	0
Mrpl30	126.000000	126	0
Mitd1	126.000000	126	0
Med26	126.000000	126	0
Mapre3	126.000000	126	0
Lrig2	126.000000	126	0
Ifngr2	126.000000	126	0
Ifngr1	126.000000	126	0
Hhat	126.000000	126	0
Gm21814	126.000000	126	0
Frs3	126.000000	126	0
Fbxl4	126.000000	126	0
Doc2g	126.000000	126	0
Dnmt1	126.000000	126	0
Dnajb9	126.000000	126	0
Cygb	126.000000	126	0
Cybc1	126.000000	126	0
Cxcr4	126.000000	126	0
Csnk1g1	126.000000	126	0
Cfap20	126.000000	126	0
Btbd6	126.000000	126	0
Bivm	126.000000	126	0
Bcat1	126.000000	126	0
Atpaf1	126.000000	126	0
Als2	126.000000	126	0
Aktip	126.000000	126	0
Zic2	125.000000	125	0
Zfp995	125.000000	125	0
Zfp94	125.000000	125	0
Zfand3	125.000000	125	0
Ube2d3	125.000000	125	0
Ttc39b	125.000000	125	0
Tigd2	125.000000	125	0
Tceal3	125.000000	125	0
Spata1	125.000000	125	0
Slc30a9	125.000000	125	0
Slc22a3	125.000000	125	0
Slc17a8	125.000000	125	0
Sdc2	125.000000	125	0
Rexo5	125.000000	125	0
Ppp1r14a	125.000000	125	0
Plcxd3	125.000000	125	0
Pkhd1l1	125.000000	125	0
Pik3r2	125.000000	125	0
Pctp	125.000000	125	0
Olfr1388	125.000000	125	0
Nuak2	125.000000	125	0
Nipsnap2	125.000000	125	0
Necab1	125.000000	125	0
Nceh1	125.000000	125	0
Nap1l3	125.000000	125	0
Myocd	125.000000	125	0
Myf5	125.000000	125	0
Myef2	125.000000	125	0
Muc2	125.000000	125	0
Mtg2	125.000000	125	0
Mreg	125.000000	125	0
Lyplal1	125.000000	125	0
Lactb	125.000000	125	0
Klhdc1	125.000000	125	0
Jak1	125.000000	125	0
Il33	125.000000	125	0
Igsf1	125.000000	125	0
Hsdl2	125.000000	125	0
Hmgcll1	125.000000	125	0
Hilpda	125.000000	125	0
Golga1	125.000000	125	0
Gng5	125.000000	125	0
Gfra3	125.000000	125	0
Gal	125.000000	125	0
Gadl1	125.000000	125	0
Fam168a	125.000000	125	0
Eri2	125.000000	125	0
Ddx55	125.000000	125	0
Crppa	125.000000	125	0
Cnp	125.000000	125	0
Cfap100	125.000000	125	0
Ccdc24	125.000000	125	0
Bod1l	125.000000	125	0
Bex4	125.000000	125	0
Bbs10	125.000000	125	0
Atp8a2	125.000000	125	0
Aph1c	125.000000	125	0
Aopep	125.000000	125	0
Ankzf1	125.000000	125	0
Agrn	125.000000	125	0
AU041133	125.000000	125	0
Zfp143	124.000000	124	0
Trub2	124.000000	124	0
Timm22	124.000000	124	0
Tgfbr1	124.000000	124	0
Tanc2	124.000000	124	0
Szrd1	124.000000	124	0
Swap70	124.000000	124	0
Stk10	124.000000	124	0
Slfn3	124.000000	124	0
Slc46a3	124.000000	124	0
Sfmbt1	124.000000	124	0
Rrm1	124.000000	124	0
Rasl11b	124.000000	124	0
Rasgrp3	124.000000	124	0
Rasa1	124.000000	124	0
Ptgs2	124.000000	124	0
Ppp2r3a	124.000000	124	0
Ppp1cc	124.000000	124	0
Parp6	124.000000	124	0
Nfxl1	124.000000	124	0
Mtss1	124.000000	124	0
Mrpl15	124.000000	124	0
Mkrn2	124.000000	124	0
Micu1	124.000000	124	0
Micos10	124.000000	124	0
Kifc1	124.000000	124	0
Hars2	124.000000	124	0
Hars	124.000000	124	0
Grm3	124.000000	124	0
Gpr139	124.000000	124	0
Fktn	124.000000	124	0
Esyt1	124.000000	124	0
Ephb4	124.000000	124	0
Elof1	124.000000	124	0
Cutc	124.000000	124	0
Cox15	124.000000	124	0
Cfap54	124.000000	124	0
Cdca4	124.000000	124	0
Asph	124.000000	124	0
Arl2bp	124.000000	124	0
Aasdh	124.000000	124	0
1110004F10Rik	124.000000	124	0
Zfp12	123.000000	123	0
Wapl	123.000000	123	0
Tmem86a	123.000000	123	0
Tmem130	123.000000	123	0
Tmed1	123.000000	123	0
Tesk1	123.000000	123	0
Tab2	123.000000	123	0
Stat3	123.000000	123	0
Stag1	123.000000	123	0
Spred3	123.000000	123	0
Slc41a2	123.000000	123	0
Sgpl1	123.000000	123	0
Sesn2	123.000000	123	0
Selenoh	123.000000	123	0
Rps27a	123.000000	123	0
Rnf187	123.000000	123	0
Plekha2	123.000000	123	0
Pgf	123.000000	123	0
Odc1	123.000000	123	0
Mapkbp1	123.000000	123	0
Map3k20	123.000000	123	0
L3mbtl3	123.000000	123	0
Hlcs	123.000000	123	0
Hinfp	123.000000	123	0
Gramd2	123.000000	123	0
Gmds	123.000000	123	0
Gm9949	123.000000	123	0
Gins2	123.000000	123	0
Ggn	123.000000	123	0
Gas2l2	123.000000	123	0
Epb41	123.000000	123	0
Eif6	123.000000	123	0
Cyp20a1	123.000000	123	0
Copb1	123.000000	123	0
Coa3	123.000000	123	0
Cntd1	123.000000	123	0
Cnn3	123.000000	123	0
Clhc1	123.000000	123	0
Chmp1b	123.000000	123	0
Cav2	123.000000	123	0
Brd7	123.000000	123	0
Bloc1s4	123.000000	123	0
Ap3m2	123.000000	123	0
Aldh1b1	123.000000	123	0
Adrb2	123.000000	123	0
Acp5	123.000000	123	0
Zfp780b	122.000000	122	0
Washc1	122.000000	122	0
Tuba4a	122.000000	122	0
Tmcc2	122.000000	122	0
Syt16	122.000000	122	0
Snx32	122.000000	122	0
Smarcd1	122.000000	122	0
Smarcal1	122.000000	122	0
Sgip1	122.000000	122	0
Rbm22	122.000000	122	0
Prpf19	122.000000	122	0
Pradc1	122.000000	122	0
Pkp4	122.000000	122	0
Pigx	122.000000	122	0
Pias1	122.000000	122	0
Pi4kb	122.000000	122	0
Phykpl	122.000000	122	0
Paxx	122.000000	122	0
Mnd1	122.000000	122	0
Hmcn1	122.000000	122	0
Dram1	122.000000	122	0
Clic3	122.000000	122	0
Cep19	122.000000	122	0
Cebpg	122.000000	122	0
Cct7	122.000000	122	0
Ccdc148	122.000000	122	0
Bms1	122.000000	122	0
Bbs4	122.000000	122	0
Zc3h6	121.000000	121	0
Vps29	121.000000	121	0
Ttc23	121.000000	121	0
Triap1	121.000000	121	0
Tma16	121.000000	121	0
Strbp	121.000000	121	0
Smc2	121.000000	121	0
Slc35c1	121.000000	121	0
Slc26a6	121.000000	121	0
Sfxn5	121.000000	121	0
Sertad2	121.000000	121	0
Serp2	121.000000	121	0
Rnf6	121.000000	121	0
Rhov	121.000000	121	0
Rcn1	121.000000	121	0
Rad9b	121.000000	121	0
Pura	121.000000	121	0
Prag1	121.000000	121	0
Pprc1	121.000000	121	0
Polr3g	121.000000	121	0
Nuf2	121.000000	121	0
Nolc1	121.000000	121	0
Nek2	121.000000	121	0
Mblac2	121.000000	121	0
Map2k7	121.000000	121	0
Lrrc28	121.000000	121	0
Inafm2	121.000000	121	0
Gria3	121.000000	121	0
Gm42372	121.000000	121	0
Gm13279	121.000000	121	0
Gm13278	121.000000	121	0
Gm13275	121.000000	121	0
Gatc	121.000000	121	0
Fmnl3	121.000000	121	0
Efnb3	121.000000	121	0
Dnah1	121.000000	121	0
Dhx30	121.000000	121	0
Cox18	121.000000	121	0
Clpb	121.000000	121	0
Chrac1	121.000000	121	0
Arhgap19	121.000000	121	0
4931428F04Rik	121.000000	121	0
1700017B05Rik	121.000000	121	0
Zfp131	120.000000	120	0
Ube2e3	120.000000	120	0
Tmem198	120.000000	120	0
Tgfbi	120.000000	120	0
Slc25a40	120.000000	120	0
Slc25a39	120.000000	120	0
Sf3b3	120.000000	120	0
Rpl36	120.000000	120	0
Ropn1l	120.000000	120	0
Rfxap	120.000000	120	0
Purb	120.000000	120	0
Pebp1	120.000000	120	0
Pabpc1	120.000000	120	0
Muc1	120.000000	120	0
Mtss2	120.000000	120	0
Msto1	120.000000	120	0
Micos13	120.000000	120	0
Ksr1	120.000000	120	0
Kcmf1	120.000000	120	0
Kbtbd6	120.000000	120	0
Hhip	120.000000	120	0
Gpr158	120.000000	120	0
Gar1	120.000000	120	0
Fasn	120.000000	120	0
Dbf4	120.000000	120	0
Crebl2	120.000000	120	0
Cog4	120.000000	120	0
Coa6	120.000000	120	0
Chpf	120.000000	120	0
Cep57l1	120.000000	120	0
Zfp638	119.000000	119	0
Zfp445	119.000000	119	0
Zfp180	119.000000	119	0
Zfp1	119.000000	119	0
Zcchc9	119.000000	119	0
Wnk2	119.000000	119	0
Wipi1	119.000000	119	0
Wdr12	119.000000	119	0
Trap1	119.000000	119	0
Tcp11l2	119.000000	119	0
Slc48a1	119.000000	119	0
Slc29a2	119.000000	119	0
Rab10	119.000000	119	0
Phtf1	119.000000	119	0
Nup155	119.000000	119	0
Nub1	119.000000	119	0
Ndufaf4	119.000000	119	0
Mmp23	119.000000	119	0
Mmadhc	119.000000	119	0
Mien1	119.000000	119	0
Marchf3	119.000000	119	0
Gpt2	119.000000	119	0
Fam219a	119.000000	119	0
Eif1b	119.000000	119	0
E130309D02Rik	119.000000	119	0
Dnaic1	119.000000	119	0
Cth	119.000000	119	0
Carf	119.000000	119	0
Brap	119.000000	119	0
Acad10	119.000000	119	0
Zkscan8	118.000000	118	0
Zfp943	118.000000	118	0
Zfp942	118.000000	118	0
Zfp433	118.000000	118	0
Xrcc4	118.000000	118	0
Wdpcp	118.000000	118	0
Tprkb	118.000000	118	0
Tpk1	118.000000	118	0
Tnfsf13b	118.000000	118	0
Tmem185b	118.000000	118	0
Tmem167	118.000000	118	0
Tfb1m	118.000000	118	0
Tchp	118.000000	118	0
Tagln3	118.000000	118	0
Sun3	118.000000	118	0
Snf8	118.000000	118	0
Smyd4	118.000000	118	0
Slc2a8	118.000000	118	0
Sigirr	118.000000	118	0
Scn11a	118.000000	118	0
Rpa1	118.000000	118	0
Ptgdr	118.000000	118	0
Phf20l1	118.000000	118	0
Pds5a	118.000000	118	0
Npffr2	118.000000	118	0
Ncmap	118.000000	118	0
Ncapg	118.000000	118	0
Nat8f1	118.000000	118	0
Mpped1	118.000000	118	0
Mfsd5	118.000000	118	0
Mef2a	118.000000	118	0
Mdh1	118.000000	118	0
Mc5r	118.000000	118	0
Magee2	118.000000	118	0
Luc7l2	118.000000	118	0
Lrrtm4	118.000000	118	0
Leng8	118.000000	118	0
Hexim1	118.000000	118	0
Gsto2	118.000000	118	0
Gria1	118.000000	118	0
Gm8773	118.000000	118	0
Gm32687	118.000000	118	0
Gm11992	118.000000	118	0
Fmc1	118.000000	118	0
Etv4	118.000000	118	0
Ccser2	118.000000	118	0
Bicdl1	118.000000	118	0
Atp10a	118.000000	118	0
Arrdc3	118.000000	118	0
Akr1b10	118.000000	118	0
Aacs	118.000000	118	0
Zfp982	117.000000	117	0
Zfp644	117.000000	117	0
Wrnip1	117.000000	117	0
Vps33a	117.000000	117	0
Tppp	117.000000	117	0
Sapcd2	117.000000	117	0
Rundc3b	117.000000	117	0
Rsph1	117.000000	117	0
Rnf111	117.000000	117	0
Ptpn9	117.000000	117	0
Med31	117.000000	117	0
Lrp5	117.000000	117	0
Gtf3c5	117.000000	117	0
Gde1	117.000000	117	0
Exosc10	117.000000	117	0
Dut	117.000000	117	0
Crtap	117.000000	117	0
Cox5b	117.000000	117	0
Cd200r1	117.000000	117	0
Ccdc73	117.000000	117	0
Brpf1	117.000000	117	0
B3galnt2	117.000000	117	0
Arap1	117.000000	117	0
Akap1	117.000000	117	0
Actr5	117.000000	117	0
Actr1b	117.000000	117	0
4933424G06Rik	117.000000	117	0
4930563E22Rik	117.000000	117	0
Ubr4	116.000000	116	0
Tmem129	116.000000	116	0
Tm2d2	116.000000	116	0
Tcf7	116.000000	116	0
Tbkbp1	116.000000	116	0
Taf15	116.000000	116	0
Taf11	116.000000	116	0
Tacc3	116.000000	116	0
Spc25	116.000000	116	0
Snx27	116.000000	116	0
Slc7a1	116.000000	116	0
Sirt6	116.000000	116	0
Rrbp1	116.000000	116	0
Recql4	116.000000	116	0
Ppp2r5a	116.000000	116	0
Polr3d	116.000000	116	0
Plpbp	116.000000	116	0
Pdik1l	116.000000	116	0
Pbld2	116.000000	116	0
Pacsin3	116.000000	116	0
Nipsnap3b	116.000000	116	0
Ndufb3	116.000000	116	0
Nagk	116.000000	116	0
Nadk	116.000000	116	0
Mfhas1	116.000000	116	0
Mapk8	116.000000	116	0
Ltn1	116.000000	116	0
Lrrc14	116.000000	116	0
Hspa12a	116.000000	116	0
Hnrnph3	116.000000	116	0
Gprin3	116.000000	116	0
G6pc2	116.000000	116	0
Fyco1	116.000000	116	0
Fam53a	116.000000	116	0
Fam126b	116.000000	116	0
Eea1	116.000000	116	0
Dnah2	116.000000	116	0
Dennd1b	116.000000	116	0
Ddah2	116.000000	116	0
Dcaf10	116.000000	116	0
Dapk3	116.000000	116	0
Crls1	116.000000	116	0
Clk3	116.000000	116	0
Celsr1	116.000000	116	0
Cacybp	116.000000	116	0
Caap1	116.000000	116	0
Btf3	116.000000	116	0
Bnip1	116.000000	116	0
Bloc1s5	116.000000	116	0
Anks1	116.000000	116	0
Ankrd54	116.000000	116	0
Ahctf1	116.000000	116	0
Adam9	116.000000	116	0
Acap2	116.000000	116	0
Abcb9	116.000000	116	0
Tbrg1	115.000000	115	0
Sorbs1	115.000000	115	0
Snx5	115.000000	115	0
Slc9a5	115.000000	115	0
Slc1a6	115.000000	115	0
Slc16a2	115.000000	115	0
Rab14	115.000000	115	0
Polr2j	115.000000	115	0
Pla2g15	115.000000	115	0
Pfdn2	115.000000	115	0
Ogfod3	115.000000	115	0
Nit1	115.000000	115	0
Mrpl22	115.000000	115	0
Mgme1	115.000000	115	0
Mdh1b	115.000000	115	0
Manba	115.000000	115	0
Man2b2	115.000000	115	0
Hgh1	115.000000	115	0
Hexdc	115.000000	115	0
Gramd1c	115.000000	115	0
Gpd2	115.000000	115	0
Gemin5	115.000000	115	0
Fhod1	115.000000	115	0
Fbxo17	115.000000	115	0
Fastkd2	115.000000	115	0
Etv5	115.000000	115	0
Erich4	115.000000	115	0
Erc1	115.000000	115	0
Dmac2	115.000000	115	0
Clasp2	115.000000	115	0
Cers6	115.000000	115	0
Cactin	115.000000	115	0
C1qc	115.000000	115	0
C1qa	115.000000	115	0
Antxr2	115.000000	115	0
2410002F23Rik	115.000000	115	0
1810037I17Rik	115.000000	115	0
Zscan21	114.000000	114	0
Vezt	114.000000	114	0
Triobp	114.000000	114	0
Trim12a	114.000000	114	0
Topbp1	114.000000	114	0
Tmem141	114.000000	114	0
St3gal5	114.000000	114	0
Spg7	114.000000	114	0
Snx15	114.000000	114	0
Slc25a24	114.000000	114	0
Scrn3	114.000000	114	0
Rbm42	114.000000	114	0
Prr36	114.000000	114	0
Ppp2r5c	114.000000	114	0
Ppip5k2	114.000000	114	0
Phc3	114.000000	114	0
Pdxdc1	114.000000	114	0
Nol12	114.000000	114	0
Ncdn	114.000000	114	0
Mylip	114.000000	114	0
Mrps26	114.000000	114	0
Mex3c	114.000000	114	0
Med11	114.000000	114	0
Kyat3	114.000000	114	0
Itgav	114.000000	114	0
Iqch	114.000000	114	0
Grasp	114.000000	114	0
Gin1	114.000000	114	0
Garem1	114.000000	114	0
Gadd45b	114.000000	114	0
Frg2f1	114.000000	114	0
Foxj3	114.000000	114	0
Fgd6	114.000000	114	0
Elobl	114.000000	114	0
Draxin	114.000000	114	0
Ddx50	114.000000	114	0
Cpne9	114.000000	114	0
Cpne5	114.000000	114	0
Cog7	114.000000	114	0
Cir1	114.000000	114	0
Cd164	114.000000	114	0
Ccdc183	114.000000	114	0
Atp23	114.000000	114	0
Ankrd37	114.000000	114	0
Ado	114.000000	114	0
Acsl1	114.000000	114	0
Aagab	114.000000	114	0
AU040320	114.000000	114	0
Usp21	113.000000	113	0
Unc45b	113.000000	113	0
Tppp3	113.000000	113	0
Tnks1bp1	113.000000	113	0
Tmem68	113.000000	113	0
Tgs1	113.000000	113	0
Taf9	113.000000	113	0
Slc66a1	113.000000	113	0
Scarf1	113.000000	113	0
Rnf103	113.000000	113	0
Rilp	113.000000	113	0
Rbm43	113.000000	113	0
Rad17	113.000000	113	0
Plekhm1	113.000000	113	0
Mmp11	113.000000	113	0
Mfsd14a	113.000000	113	0
Kifc5b	113.000000	113	0
Hivep1	113.000000	113	0
Exosc3	113.000000	113	0
Eef1g	113.000000	113	0
Eapp	113.000000	113	0
Chchd10	113.000000	113	0
Cdk17	113.000000	113	0
Cap1	113.000000	113	0
Btbd1	113.000000	113	0
Best2	113.000000	113	0
Aqp11	113.000000	113	0
Akr7a5	113.000000	113	0
Ak6	113.000000	113	0
Actn4	113.000000	113	0
Abcc3	113.000000	113	0
Zmynd10	112.000000	112	0
Ythdf3	112.000000	112	0
Wnt6	112.000000	112	0
Wdr24	112.000000	112	0
Vwa8	112.000000	112	0
Tomm40l	112.000000	112	0
Tmem97	112.000000	112	0
Thra	112.000000	112	0
Tamm41	112.000000	112	0
Sh3gl1	112.000000	112	0
Sec24d	112.000000	112	0
Rnpc3	112.000000	112	0
Rexo4	112.000000	112	0
Rassf1	112.000000	112	0
Qser1	112.000000	112	0
Pspn	112.000000	112	0
Pigo	112.000000	112	0
Orc2	112.000000	112	0
Minpp1	112.000000	112	0
Lrrfip2	112.000000	112	0
Itm2c	112.000000	112	0
Hyou1	112.000000	112	0
Hnrnpul1	112.000000	112	0
Galnt1	112.000000	112	0
Exd2	112.000000	112	0
Dusp14	112.000000	112	0
Dpep1	112.000000	112	0
Dnajb2	112.000000	112	0
Denr	112.000000	112	0
Cx3cl1	112.000000	112	0
Cspp1	112.000000	112	0
Csnk1e	112.000000	112	0
Cops5	112.000000	112	0
Chaf1a	112.000000	112	0
Cemip2	112.000000	112	0
Bicdl2	112.000000	112	0
Apoa2	112.000000	112	0
Ap5s1	112.000000	112	0
Alkbh7	112.000000	112	0
Acpp	112.000000	112	0
A630095N17Rik	112.000000	112	0
Ubxn6	111.000000	111	0
Sugp2	111.000000	111	0
Slc35b1	111.000000	111	0
Sinhcaf	111.000000	111	0
Rrm2b	111.000000	111	0
Rplp0	111.000000	111	0
Rcl1	111.000000	111	0
Pyroxd1	111.000000	111	0
Pten	111.000000	111	0
Prpf3	111.000000	111	0
Plcd1	111.000000	111	0
Phldb1	111.000000	111	0
Pcm1	111.000000	111	0
Otulinl	111.000000	111	0
Ngrn	111.000000	111	0
Nfat5	111.000000	111	0
Ncaph2	111.000000	111	0
Myl12a	111.000000	111	0
Lmf2	111.000000	111	0
Kdm4a	111.000000	111	0
Hdgfl2	111.000000	111	0
Fam166b	111.000000	111	0
Etfbkmt	111.000000	111	0
Ephx3	111.000000	111	0
Drg2	111.000000	111	0
Diablo	111.000000	111	0
Dck	111.000000	111	0
Dcaf12	111.000000	111	0
Chsy1	111.000000	111	0
Chst5	111.000000	111	0
Cant1	111.000000	111	0
Atxn2l	111.000000	111	0
Asb1	111.000000	111	0
Armc6	111.000000	111	0
Angptl6	111.000000	111	0
Agl	111.000000	111	0
A130010J15Rik	111.000000	111	0
4921507P07Rik	111.000000	111	0
Zfp54	110.000000	110	0
Utp23	110.000000	110	0
Ttc7	110.000000	110	0
Trpa1	110.000000	110	0
Trp53i13	110.000000	110	0
Trappc2	110.000000	110	0
Tnfaip8l3	110.000000	110	0
Tmem106b	110.000000	110	0
Timmdc1	110.000000	110	0
Tbc1d10b	110.000000	110	0
Tasor	110.000000	110	0
Taco1	110.000000	110	0
Tacc2	110.000000	110	0
Stimate	110.000000	110	0
Srp9	110.000000	110	0
Soat1	110.000000	110	0
Skp1	110.000000	110	0
Shtn1	110.000000	110	0
Rtl6	110.000000	110	0
Rln1	110.000000	110	0
Reep2	110.000000	110	0
Rad23a	110.000000	110	0
Ppp2cb	110.000000	110	0
Pom121	110.000000	110	0
Osbpl1a	110.000000	110	0
Ogt	110.000000	110	0
Ofd1	110.000000	110	0
Nudcd1	110.000000	110	0
Nrxn2	110.000000	110	0
Mylpf	110.000000	110	0
Mat2a	110.000000	110	0
Mapk13	110.000000	110	0
Kmt2d	110.000000	110	0
Itpr1	110.000000	110	0
Hivep2	110.000000	110	0
Gng13	110.000000	110	0
Gm3558	110.000000	110	0
Galnt10	110.000000	110	0
Fstl5	110.000000	110	0
Eny2	110.000000	110	0
Egfl7	110.000000	110	0
Donson	110.000000	110	0
Cys1	110.000000	110	0
Col5a2	110.000000	110	0
Cmc1	110.000000	110	0
Clu	110.000000	110	0
Clp1	110.000000	110	0
B3gntl1	110.000000	110	0
Atp6v1h	110.000000	110	0
Ap2s1	110.000000	110	0
