Target_genes	Nfe2|Average	SRX203211|Erythroblasts	SRX18530089|Erythroid_Cells	SRX18530090|Erythroid_Cells	SRX1629386|M1	SRX203207|Megakaryocytes	SRX203208|Megakaryocytes	SRX204382|Megakaryocytes	SRX2200549|Pro-B_cells	SRX298037|Ter119_Erythrocytes	STRING
Pcp4	43.555556	0	0	0	0	0	0	0	392	0	0
Osbp	43.555556	0	0	117	0	80	0	0	0	195	0
Krt42	43.555556	0	0	0	0	0	0	0	392	0	0
Adgrg5	43.555556	0	0	0	0	0	0	0	392	0	0
Zfp324	43.444444	0	0	0	0	0	0	0	391	0	0
Trappc10	43.444444	0	0	0	0	0	0	0	391	0	0
Adap2	43.444444	0	0	0	0	0	0	0	391	0	0
Sufu	43.333333	0	0	0	0	0	0	0	390	0	0
Gpn2	43.333333	0	0	0	0	0	0	0	390	0	0
Actr1a	43.333333	0	0	0	0	0	0	0	390	0	0
Tbc1d25	43.222222	0	0	0	0	0	0	0	389	0	0
Hnrnpa2b1	43.222222	0	0	0	0	0	0	389	0	0	0
Cbx3	43.222222	0	0	0	0	0	0	389	0	0	0
Prrc2b	43.000000	237	0	0	0	0	150	0	0	0	0
Hsp90aa1	43.000000	0	0	120	0	0	0	0	267	0	0
Blvra	43.000000	0	0	0	0	0	0	0	387	0	0
Clec2i	42.888889	0	0	0	0	0	0	0	386	0	0
Ciao2b	42.888889	0	0	0	0	0	0	0	386	0	0
BC035044	42.888889	0	0	0	0	0	0	0	386	0	0
Ttk	42.777778	0	0	0	0	0	0	0	0	385	0
Nefh	42.777778	0	0	0	0	0	0	385	0	0	0
Ldb3	42.777778	0	0	0	0	0	0	0	385	0	0
Kdm4c	42.777778	0	0	0	0	0	0	0	0	385	0
Dchs2	42.777778	0	0	0	0	134	0	251	0	0	0
Ap1b1	42.777778	0	0	0	0	0	0	385	0	0	0
Slc16a10	42.666667	0	0	0	0	0	0	0	384	0	0
Klf10	42.666667	0	0	0	0	0	0	0	384	0	0
Tor4a	42.555556	0	0	0	0	0	0	0	141	242	0
Slc5a6	42.555556	0	0	0	0	0	0	383	0	0	0
Ndrg2	42.555556	0	0	0	0	0	0	0	383	0	0
Atraid	42.555556	0	0	0	0	0	0	383	0	0	0
Acp7	42.555556	0	0	0	0	0	0	0	383	0	0
Slc26a11	42.444444	0	0	0	0	0	0	0	382	0	0
Sgsh	42.444444	0	0	0	0	0	0	0	382	0	0
Pde1a	42.444444	0	0	0	0	0	0	0	382	0	0
Nt5c1a	42.444444	0	0	0	0	0	0	0	382	0	0
Lemd1	42.333333	0	0	0	0	0	0	0	381	0	0
Dipk1b	42.333333	0	0	0	0	0	0	0	381	0	0
Zbtb4	42.222222	0	0	0	0	0	0	0	380	0	0
Tmem190	42.222222	0	0	0	0	0	0	0	380	0	0
Tdg	42.222222	0	0	0	0	0	0	0	158	222	0
Il11	42.222222	0	0	0	0	0	0	0	380	0	0
Ikzf1	42.222222	0	141	239	0	0	0	0	0	0	0
Zfp1	42.111111	0	0	0	104	0	0	0	275	0	0
Sntb2	42.111111	0	0	0	0	0	0	0	379	0	0
Nfatc2	42.111111	0	0	0	125	0	0	0	152	102	0
Ch25h	42.111111	0	0	0	188	0	0	0	191	0	0
Slfn5	42.000000	0	0	0	0	0	0	0	378	0	0
Olfr1116	42.000000	0	0	0	0	0	0	0	378	0	0
Nrxn2	42.000000	0	0	0	0	0	0	0	378	0	0
Bcl2l10	42.000000	0	0	0	0	0	0	220	158	0	0
Zfyve26	41.888889	0	0	0	0	0	0	0	0	377	0
Tomm40l	41.888889	0	0	0	0	0	0	0	377	0	0
Rad51b	41.888889	0	0	0	0	0	0	0	0	377	0
Cyp2b23	41.888889	0	0	0	0	0	0	0	377	0	0
Cyp1a1	41.888889	0	0	0	0	0	0	0	377	0	0
Apoa2	41.888889	0	0	0	0	0	0	0	377	0	0
1810058I24Rik	41.888889	0	0	0	0	0	0	0	241	136	0
Wipi1	41.777778	0	0	0	0	0	0	0	253	123	0
Tfdp1	41.777778	0	0	0	0	0	0	0	376	0	0
Stk3	41.777778	0	0	0	0	0	0	0	376	0	0
P2ry12	41.777778	0	0	0	0	0	0	0	376	0	0
Mtdh	41.666667	0	0	0	0	0	0	0	0	375	0
Atp2a2	41.666667	0	0	0	0	0	0	0	375	0	0
Ankar	41.666667	0	0	0	0	218	157	0	0	0	0
A630095N17Rik	41.666667	162	0	0	0	0	0	0	0	213	0
Slc7a11	41.555556	0	0	0	176	0	198	0	0	0	0
Pef1	41.555556	0	0	0	0	0	233	141	0	0	0
H4bc24	41.555556	0	79	138	0	0	0	0	157	0	0
H2bc23	41.555556	0	79	138	0	0	0	0	157	0	0
H2ac24	41.555556	0	79	138	0	0	0	0	157	0	0
H2ac23	41.555556	0	79	138	0	0	0	0	157	0	0
Gsta1	41.555556	0	0	0	0	0	162	212	0	0	0
Bnip2	41.555556	0	0	0	0	0	0	0	374	0	0
4931408C20Rik	41.555556	0	0	0	248	0	126	0	0	0	0
Tuba4a	41.444444	160	0	0	0	0	0	0	0	213	0
Psmd12	41.444444	0	0	0	0	0	0	0	229	144	0
Npm2	41.444444	0	0	0	0	0	0	373	0	0	0
Birc6	41.333333	0	0	124	0	0	0	0	248	0	0
Akap4	41.333333	0	0	0	0	0	0	0	372	0	0
Mef2c	41.222222	0	0	0	117	0	0	0	254	0	0
Dmtn	41.222222	0	0	105	0	0	0	0	0	266	0
Ddx19b	41.222222	0	0	0	0	0	0	0	217	154	0
Aars	41.222222	0	0	0	0	0	0	0	217	154	0
Zdhhc24	41.111111	0	0	0	0	0	0	0	370	0	0
Timm13	41.111111	0	0	0	0	0	0	0	370	0	0
Mgat4c	41.111111	0	0	0	0	0	0	0	370	0	0
Ifng	41.111111	0	0	0	0	0	0	0	370	0	0
Dnajb2	41.111111	162	0	0	0	0	0	0	0	208	0
Arl5a	41.111111	0	0	0	0	0	0	0	370	0	0
Actn3	41.111111	0	0	0	0	0	0	0	370	0	0
Pax9	41.000000	0	0	0	0	0	0	0	369	0	0
Hsd3b1	41.000000	245	0	0	0	0	124	0	0	0	0
Clip1	41.000000	229	0	0	0	0	0	0	140	0	0
Tnks	40.888889	0	0	0	0	0	0	0	368	0	0
Plxnc1	40.888889	0	0	0	0	0	123	0	245	0	0
Tmem231	40.777778	0	0	0	0	0	0	0	367	0	0
Dnaja3	40.777778	0	0	0	0	0	0	0	367	0	0
Coro7	40.777778	0	0	0	0	0	0	0	367	0	0
Ascc1	40.777778	0	0	0	0	0	0	0	367	0	0
Anapc16	40.777778	0	0	0	0	0	0	0	367	0	0
Twsg1	40.666667	0	0	0	0	0	225	0	141	0	0
Sugp2	40.666667	0	0	0	0	0	0	0	0	366	0
Slc44a3	40.666667	0	0	0	0	0	0	0	366	0	0
Sae1	40.666667	0	0	0	0	0	0	0	0	366	0
Pten	40.666667	0	0	0	0	0	0	0	366	0	0
Nbas	40.666667	0	0	0	0	0	0	0	366	0	0
Ebpl	40.666667	0	0	0	0	0	0	0	366	0	0
Armc6	40.666667	0	0	0	0	0	0	0	0	366	0
Trmt10a	40.555556	0	0	0	0	0	0	0	0	365	0
Steap2	40.555556	0	0	0	0	0	0	365	0	0	0
Spryd4	40.555556	0	0	0	0	0	0	0	0	365	0
Osbpl7	40.555556	0	0	0	0	0	0	0	365	0	0
Mttp	40.555556	0	0	0	0	0	0	0	0	365	0
Lgals8	40.555556	0	0	99	0	0	110	0	0	156	0
Eif4enif1	40.555556	0	0	0	0	0	0	0	252	113	0
Tsen2	40.444444	0	0	126	0	0	0	0	238	0	0
Ropn1l	40.444444	0	0	0	0	0	0	0	364	0	0
Olfr1262	40.444444	0	0	0	0	0	0	0	364	0	0
Ctla2b	40.333333	0	0	0	0	0	137	0	226	0	0
6430548M08Rik	40.333333	0	0	0	0	0	0	0	152	211	0
Emid1	40.111111	0	0	0	0	0	0	0	361	0	0
Psma5	40.000000	0	0	0	0	0	177	0	183	0	0
Faf1	40.000000	0	0	0	0	0	0	0	181	179	0
Ubxn1	39.888889	0	0	0	0	0	0	0	0	359	0
Srsf3	39.888889	0	0	0	0	0	0	0	192	167	0
Nwd1	39.888889	0	0	0	0	0	173	0	186	0	0
Rab7b	39.777778	0	0	0	0	0	126	0	232	0	0
Rab21	39.777778	0	0	0	0	0	0	0	184	174	0
Gnat1	39.777778	0	0	0	0	0	112	0	246	0	0
Zfp473	39.666667	0	0	0	0	0	0	0	357	0	0
Vrk3	39.666667	0	0	0	0	0	0	0	357	0	0
Snd1	39.666667	0	0	0	0	0	0	0	357	0	0
Prkcsh	39.666667	0	0	0	0	0	0	0	154	203	0
Gpc5	39.666667	0	0	0	0	0	0	0	357	0	0
Etv3	39.666667	0	0	0	0	0	0	0	357	0	0
Ccdc151	39.666667	0	0	0	0	0	0	0	154	203	0
Agpat5	39.666667	0	0	0	0	0	0	0	357	0	0
Tmem37	39.555556	0	0	0	0	0	0	0	356	0	0
Plaa	39.555556	173	0	0	0	0	0	0	183	0	0
Cdh5	39.555556	0	0	0	0	0	0	0	356	0	0
Gcfc2	39.444444	0	0	0	0	0	0	0	355	0	0
Cldn10	39.444444	0	0	0	0	0	0	355	0	0	0
Ccn3	39.444444	0	0	0	0	0	0	0	0	355	0
Olfr1340	39.333333	0	0	0	0	0	0	0	354	0	0
Fn3k	39.333333	0	0	0	0	0	0	0	354	0	0
Dynlt1a	39.333333	81	0	113	0	0	160	0	0	0	0
Cdk7	39.333333	188	0	0	0	0	166	0	0	0	0
Fbxo5	39.222222	0	0	0	0	0	0	0	353	0	0
Xndc1	39.111111	0	0	0	0	0	0	0	352	0	0
Tsc22d1	39.111111	0	0	0	0	0	0	0	352	0	0
Rnf121	39.111111	0	0	0	0	0	0	0	352	0	0
Itfg2	39.111111	0	0	0	0	0	0	0	352	0	0
Pou1f1	39.000000	0	0	0	0	0	0	0	351	0	0
Gucy2g	39.000000	0	0	0	0	0	0	266	85	0	0
Rangap1	38.888889	0	0	0	0	0	0	0	350	0	0
Lrrc70	38.888889	0	89	106	0	0	155	0	0	0	0
Lat2	38.888889	0	0	0	0	0	0	0	350	0	0
Depp1	38.888889	0	0	0	0	0	0	0	350	0	0
Dcaf10	38.888889	186	0	0	0	0	0	164	0	0	0
Slc22a12	38.777778	0	0	0	0	0	169	0	180	0	0
Dnmt1	38.777778	0	0	0	120	0	0	0	229	0	0
Acy1	38.777778	0	0	0	0	0	0	349	0	0	0
Hagh	38.666667	0	0	0	0	0	0	0	348	0	0
Fahd1	38.666667	0	0	0	0	0	0	0	348	0	0
Abl1	38.666667	0	0	0	0	0	0	0	348	0	0
Tbc1d24	38.555556	0	0	0	0	0	0	0	347	0	0
Ntn3	38.555556	0	0	0	0	0	0	0	347	0	0
Map3k5	38.555556	0	0	0	0	0	0	0	347	0	0
Heg1	38.555556	0	0	0	0	0	0	0	347	0	0
Cfdp1	38.555556	0	0	0	0	0	0	0	0	347	0
Qsox1	38.444444	0	0	0	0	0	0	0	346	0	0
Il1r2	38.444444	0	0	0	0	0	0	0	346	0	0
C5ar1	38.444444	0	0	0	0	0	0	0	346	0	0
H2-Ob	38.333333	0	0	0	0	0	0	0	345	0	0
Znhit1	38.222222	0	0	0	0	0	0	344	0	0	0
Tinf2	38.222222	0	0	0	0	0	0	0	344	0	0
Slc6a9	38.222222	0	191	153	0	0	0	0	0	0	0
Selenop	38.222222	0	0	0	199	0	0	0	145	0	0
Plod3	38.222222	0	0	0	0	0	0	344	0	0	0
Nolc1	38.222222	0	0	0	0	0	0	0	344	0	0
Galnt1	38.111111	0	96	0	0	0	0	0	247	0	0
Fbxo6	38.111111	0	0	0	0	0	0	0	343	0	0
Fbxo44	38.111111	0	0	0	0	0	0	0	343	0	0
Fbxo2	38.111111	0	0	0	0	0	0	0	343	0	0
Fam53b	38.111111	0	0	128	0	0	0	0	0	215	0
Dock2	38.111111	0	0	0	0	0	0	0	343	0	0
Il6	38.000000	0	0	0	0	0	164	0	178	0	0
Atp6v0a2	38.000000	0	0	0	0	0	0	0	342	0	0
Wsb1	37.888889	0	0	0	0	0	0	0	341	0	0
Slc25a42	37.888889	0	0	0	0	0	0	0	341	0	0
Mpp7	37.888889	0	0	0	0	0	0	0	341	0	0
Larp1b	37.888889	0	0	0	0	0	0	0	227	114	0
Casp8ap2	37.888889	0	0	0	0	0	0	0	341	0	0
Timm10	37.777778	0	0	0	0	0	0	0	340	0	0
Ssbp1	37.777778	0	0	0	0	0	0	0	340	0	0
Spry4	37.777778	0	0	0	0	0	0	0	340	0	0
Snx18	37.777778	0	0	0	0	0	0	0	340	0	0
Smtnl1	37.777778	0	0	0	0	0	0	0	340	0	0
Raly	37.777778	0	176	164	0	0	0	0	0	0	0
Huwe1	37.777778	0	0	0	0	0	0	0	164	176	0
Dab2	37.777778	0	0	0	0	0	0	0	340	0	0
Zfp292	37.666667	0	0	0	0	0	0	0	0	339	0
Tomm40	37.666667	0	0	0	0	0	0	0	339	0	0
Tmem101	37.555556	0	0	0	0	0	0	338	0	0	0
Mdn1	37.555556	0	0	0	0	0	0	0	338	0	0
Csnk1e	37.555556	0	0	0	0	0	0	338	0	0	0
Ubtfl1	37.444444	0	0	0	0	0	0	0	337	0	0
Tuba1b	37.444444	0	0	0	0	0	0	0	208	129	0
Spi1	37.444444	0	0	0	0	0	0	0	337	0	0
Naalad2	37.444444	0	0	0	0	0	0	0	337	0	0
Tmbim1	37.333333	0	0	0	0	0	0	0	336	0	0
Son	37.333333	0	0	0	0	0	0	0	336	0	0
Ppp1r14b	37.333333	0	0	0	0	0	0	0	336	0	0
LOC114841036	37.333333	0	0	0	0	0	0	0	336	0	0
Gart	37.333333	0	0	0	0	0	0	0	336	0	0
Gabbr1	37.333333	0	0	0	0	0	0	0	336	0	0
Fkbp2	37.333333	0	0	0	0	0	0	0	336	0	0
Ccnyl1	37.333333	0	0	0	0	0	0	0	0	336	0
Gm648	37.222222	0	0	0	0	0	0	0	335	0	0
Coq9	37.222222	0	0	0	0	0	0	0	335	0	0
Ciapin1	37.222222	0	0	0	0	0	0	0	335	0	0
Ang2	37.222222	0	0	0	0	0	0	0	335	0	0
Tmc8	37.111111	0	0	0	0	0	0	0	123	211	0
Tmc6	37.111111	0	0	0	0	0	0	0	123	211	0
Shkbp1	37.111111	0	0	0	0	0	0	0	334	0	0
Cubn	37.111111	0	0	0	0	0	0	0	334	0	0
Wdr41	37.000000	0	0	0	0	0	0	0	333	0	0
Lama5	37.000000	0	0	0	0	0	0	0	333	0	0
Rock2	36.888889	0	0	0	0	0	0	0	332	0	0
Vdac1	36.777778	150	0	0	0	0	181	0	0	0	0
H2-K1	36.777778	0	0	0	0	0	0	0	331	0	0
Rbm28	36.666667	0	0	0	0	0	0	0	330	0	0
Rabggta	36.666667	0	0	112	0	0	0	0	218	0	0
Ppp1r10	36.666667	0	0	0	0	0	0	0	330	0	0
Plcd3	36.666667	0	0	0	0	0	0	0	330	0	0
Nfatc3	36.666667	0	0	0	0	0	0	0	153	177	0
Mrps18b	36.666667	0	0	0	0	0	0	0	330	0	0
Lin52	36.666667	0	0	0	0	0	0	0	330	0	0
Fgd4	36.666667	0	0	0	129	0	0	0	201	0	0
Ddx41	36.666667	0	0	0	0	0	0	0	330	0	0
Aldh6a1	36.666667	0	0	0	0	0	0	0	330	0	0
Acbd4	36.666667	0	0	0	0	0	0	0	330	0	0
Trim37	36.555556	0	0	109	0	0	0	0	220	0	0
Sirt6	36.555556	0	0	0	0	0	0	0	329	0	0
Ankrd24	36.555556	0	0	0	0	0	0	0	329	0	0
Adrm1	36.555556	86	0	0	142	0	0	101	0	0	0
Tspyl1	36.444444	0	87	241	0	0	0	0	0	0	0
Msi2	36.444444	0	0	0	0	0	0	0	328	0	0
Ifit3b	36.444444	0	0	0	0	0	0	0	328	0	0
Eef2	36.444444	0	0	0	0	0	0	0	0	328	0
Dnpep	36.444444	0	0	0	0	0	0	0	159	169	0
Dnajc8	36.444444	0	0	0	0	0	0	0	0	328	0
Dlx2	36.444444	0	0	0	0	0	0	328	0	0	0
Atpif1	36.444444	0	0	0	0	0	0	0	0	328	0
Mrgprg	36.333333	0	0	0	0	0	0	0	327	0	0
Jarid2	36.333333	0	0	0	0	0	0	0	327	0	0
Idnk	36.333333	0	0	135	0	0	192	0	0	0	0
Fcgr1	36.333333	0	0	0	0	0	0	0	327	0	0
Csmd1	36.333333	0	0	0	0	0	0	0	327	0	0
Aprt	36.333333	0	0	0	0	0	0	0	327	0	0
Pagr1a	36.222222	0	0	0	0	0	0	0	326	0	0
Mvp	36.222222	0	0	0	0	0	0	0	326	0	0
Irf5	36.222222	0	0	0	0	0	0	0	326	0	0
Clec4d	36.222222	151	0	0	0	0	175	0	0	0	0
Zfp706	36.111111	0	0	0	0	0	0	0	325	0	0
Gm36028	36.111111	0	0	0	0	0	226	0	0	99	0
Slc25a25	36.000000	0	0	85	0	0	0	0	239	0	0
Olfr767	36.000000	0	0	0	0	0	0	0	324	0	0
Naif1	36.000000	0	0	85	0	0	0	0	239	0	0
Ift57	36.000000	0	0	0	0	0	0	0	324	0	0
Clp1	36.000000	0	0	0	0	0	0	0	324	0	0
Nfat5	35.888889	0	0	0	0	0	0	0	323	0	0
Hrob	35.888889	0	0	0	0	0	0	0	323	0	0
Ercc1	35.888889	0	0	0	0	0	0	0	323	0	0
Atp6v0e2	35.888889	0	0	0	0	0	0	0	323	0	0
Atg16l2	35.888889	0	0	0	0	0	0	0	323	0	0
Nyx	35.777778	0	0	0	0	0	0	0	322	0	0
Abca8b	35.777778	0	0	157	0	0	165	0	0	0	0
Pigh	35.666667	0	0	0	0	0	0	0	321	0	0
Gstm1	35.666667	0	0	0	0	0	321	0	0	0	0
Wbp1l	35.555556	0	0	0	0	0	0	0	320	0	0
Tbc1d16	35.555556	0	0	0	0	0	0	0	320	0	0
Ccdc40	35.555556	0	0	0	0	0	0	0	320	0	0
Vangl1	35.444444	0	0	0	0	0	0	0	319	0	0
Spire1	35.444444	0	0	0	0	0	0	0	206	113	0
Ppp1ccb	35.444444	0	0	0	0	0	0	0	319	0	0
Hjurp	35.444444	0	0	0	0	0	200	0	119	0	0
A730008H23Rik	35.444444	0	0	0	0	0	200	0	119	0	0
Gtf2f1	35.333333	0	0	0	0	0	0	0	0	318	0
Chst12	35.333333	0	0	0	0	0	0	0	318	0	0
Ccar1	35.333333	0	0	0	0	0	0	0	126	192	0
Capn10	35.333333	0	0	0	0	0	0	0	0	318	0
Trit1	35.111111	0	0	0	0	0	0	0	316	0	0
Olfr1261	35.111111	0	0	0	0	0	0	0	316	0	0
Gas2l3	35.111111	0	0	0	0	0	0	0	316	0	0
Dner	35.111111	0	0	0	0	0	0	0	316	0	0
Csf2	35.111111	0	0	0	0	0	0	0	316	0	0
Tmco2	35.000000	0	0	0	0	0	0	0	315	0	0
Cmtm4	35.000000	0	0	0	0	0	0	0	315	0	0
Vapa	34.888889	0	95	219	0	0	0	0	0	0	0
7420426K07Rik	34.888889	0	0	0	0	0	0	0	314	0	0
Zfp146	34.777778	0	0	0	0	0	0	0	313	0	0
Tacc2	34.777778	0	0	0	0	0	0	0	313	0	0
Per2	34.777778	0	0	0	0	0	0	0	313	0	0
Gvin1	34.777778	0	0	0	0	0	0	0	313	0	0
Gm4070	34.777778	0	0	0	0	0	0	0	313	0	0
Sdc1	34.666667	0	0	0	0	0	0	0	312	0	0
Runx1	34.666667	0	0	0	0	0	0	0	312	0	0
Rsrp1	34.666667	0	0	0	0	0	0	0	312	0	0
Kif1a	34.666667	0	0	0	0	0	0	312	0	0	0
G6pc	34.666667	0	0	0	0	0	0	312	0	0	0
Fbxw4	34.666667	0	0	0	0	0	0	312	0	0	0
Elmo2	34.666667	0	0	0	0	0	0	0	312	0	0
Csrp1	34.666667	0	0	0	0	0	0	0	312	0	0
Tmem251	34.555556	0	78	233	0	0	0	0	0	0	0
Rbm15	34.555556	0	0	0	0	0	0	0	179	132	0
Moap1	34.555556	0	78	233	0	0	0	0	0	0	0
Cd101	34.555556	0	0	0	0	0	169	0	142	0	0
Asb6	34.555556	0	0	0	0	0	0	0	311	0	0
Rhog	34.444444	0	0	0	0	0	0	0	310	0	0
Mrnip	34.444444	0	0	0	0	0	0	0	310	0	0
Ing4	34.444444	0	0	0	0	0	0	0	310	0	0
Hsd17b14	34.444444	0	0	0	0	0	0	0	310	0	0
Dagla	34.444444	0	0	0	0	0	0	181	129	0	0
Actn1	34.444444	0	0	0	0	0	0	0	310	0	0
1700066M21Rik	34.444444	0	0	0	0	0	0	0	310	0	0
Gpx1	34.333333	0	0	0	0	0	0	0	309	0	0
Actr2	34.333333	0	0	109	0	0	0	0	200	0	0
Mtarc1	34.222222	0	0	0	0	0	0	0	308	0	0
H4c18	34.222222	0	79	72	0	0	0	0	157	0	0
E2f8	34.222222	0	0	0	0	0	0	0	308	0	0
Ddhd1	34.222222	0	0	0	0	0	0	115	193	0	0
Smad2	34.111111	0	0	0	0	0	0	0	307	0	0
Lhx1	34.111111	0	0	0	0	0	0	0	307	0	0
Tnk1	34.000000	0	0	0	0	0	0	0	0	306	0
Mlh3	34.000000	0	0	0	0	0	0	306	0	0	0
Med25	34.000000	0	0	0	0	0	0	0	306	0	0
Lrrc32	34.000000	0	0	0	0	0	0	0	306	0	0
Fuz	34.000000	0	0	0	0	0	0	0	306	0	0
Slc37a3	33.888889	0	0	0	0	0	0	0	305	0	0
Rab19	33.888889	0	0	0	0	0	0	0	305	0	0
Nfe2	33.888889	0	0	0	0	0	0	177	128	0	0
Zfp207	33.777778	0	0	0	0	0	0	0	0	304	0
Kdm3a	33.777778	0	0	0	0	0	0	0	304	0	0
1110059E24Rik	33.777778	0	0	0	0	0	0	0	97	207	0
Zmynd10	33.666667	0	0	0	0	0	0	0	303	0	0
Tgfbi	33.666667	0	0	0	0	0	0	0	303	0	0
Shb	33.666667	0	0	0	0	0	0	0	303	0	0
Rassf1	33.666667	0	0	0	0	0	0	0	303	0	0
Myl6	33.666667	0	0	0	0	0	0	0	303	0	0
Mtpn	33.666667	0	0	0	0	0	0	0	303	0	0
Lmo7	33.666667	0	0	0	0	0	0	0	303	0	0
Folr2	33.666667	0	0	0	0	0	226	0	77	0	0
Dnajb12	33.666667	0	0	0	0	0	0	0	0	303	0
Chad	33.666667	0	0	0	0	0	0	303	0	0	0
Arhgef3	33.666667	0	0	0	0	0	0	0	303	0	0
Zc3h11a	33.555556	0	0	0	0	0	0	0	302	0	0
Zbed6	33.555556	0	0	0	0	0	0	0	302	0	0
Tmem86b	33.555556	0	0	0	0	0	0	0	302	0	0
Olfml2b	33.555556	0	0	0	0	0	0	0	302	0	0
Nemp1	33.555556	0	0	0	0	0	0	0	302	0	0
Hmg20b	33.555556	0	0	0	0	0	0	0	302	0	0
Ap3d1	33.555556	0	0	0	0	0	0	0	169	133	0
Angptl8	33.555556	0	0	0	0	0	0	0	302	0	0
Mtmr6	33.444444	0	0	0	0	0	0	0	301	0	0
Eif4g1	33.444444	0	0	0	0	0	0	0	0	301	0
Dpp10	33.444444	0	0	0	0	0	0	0	301	0	0
Capn8	33.444444	0	0	0	0	0	0	0	301	0	0
Tmem140	33.333333	0	0	0	0	0	0	0	300	0	0
Isg15	33.333333	0	0	0	0	0	139	0	0	161	0
Pcca	33.222222	0	0	0	0	0	0	0	299	0	0
Ngly1	33.222222	0	0	104	0	0	0	0	195	0	0
Lyst	33.222222	0	0	0	0	0	0	299	0	0	0
D630045J12Rik	33.222222	0	0	0	0	0	0	0	299	0	0
Zfp664	33.111111	0	0	0	0	0	0	0	298	0	0
Rab26	33.111111	0	0	0	0	0	0	0	298	0	0
Dcun1d4	33.111111	0	0	0	0	0	0	0	298	0	0
Ccdc92	33.111111	0	0	0	0	0	0	0	298	0	0
Tle2	33.000000	0	0	0	0	0	0	0	297	0	0
Preb	33.000000	0	0	0	0	0	126	0	171	0	0
Zfp429	32.888889	0	0	0	0	0	0	0	296	0	0
Smdt1	32.888889	0	0	0	0	0	0	0	296	0	0
Olfr1080	32.888889	0	0	0	0	0	0	0	296	0	0
Gnat2	32.888889	96	69	131	0	0	0	0	0	0	0
Eloa	32.888889	0	0	0	0	0	0	0	165	131	0
Kazn	32.777778	0	0	0	0	0	157	0	138	0	0
Hnrnph1	32.777778	0	0	0	0	0	0	0	295	0	0
Cyth1	32.777778	0	0	0	0	0	0	0	295	0	0
Capn15	32.777778	0	0	0	0	0	0	0	295	0	0
Cbr3	32.666667	0	0	0	0	0	0	294	0	0	0
Zfp874b	32.555556	135	0	0	0	0	0	0	0	158	0
Vps4a	32.555556	0	0	0	0	0	0	0	293	0	0
Trak2	32.555556	0	0	109	0	0	0	0	0	184	0
Selenom	32.555556	0	0	0	0	0	0	0	293	0	0
Olfr995	32.555556	0	0	0	0	0	0	0	293	0	0
Cpn2	32.555556	0	0	0	0	0	0	0	293	0	0
Olfr702	32.444444	0	0	0	0	0	0	0	292	0	0
Gls2	32.444444	0	0	0	0	0	0	0	292	0	0
Ep300	32.444444	0	0	0	0	0	0	0	292	0	0
Tmem147	32.333333	0	0	0	0	0	0	0	291	0	0
Tex38	32.333333	0	0	0	0	0	0	0	291	0	0
Cpt1a	32.333333	0	0	0	0	0	0	0	291	0	0
Atpaf1	32.333333	0	0	0	0	0	0	0	291	0	0
Ubap2	32.222222	0	0	0	0	0	0	0	117	173	0
Ptbp1	32.222222	0	0	0	0	0	0	0	104	186	0
Pitpnm2	32.222222	0	0	0	0	0	0	0	290	0	0
Olfr918	32.222222	0	0	0	0	0	0	0	290	0	0
Naa16	32.222222	0	0	0	0	0	0	0	290	0	0
Mtrf1	32.222222	0	0	0	0	0	0	0	290	0	0
Hspb3	32.222222	0	0	0	0	0	0	0	290	0	0
Cdk9	32.222222	0	0	0	0	0	0	0	290	0	0
Mlkl	32.111111	0	0	0	0	0	0	0	289	0	0
Dync1h1	32.111111	0	149	140	0	0	0	0	0	0	0
Ajap1	32.111111	0	0	0	0	0	0	0	289	0	0
Trim69	32.000000	0	0	0	0	0	0	0	288	0	0
Rps6	32.000000	0	0	0	0	0	0	0	288	0	0
Rarres2	32.000000	0	0	0	0	0	0	0	288	0	0
Agl	32.000000	0	0	0	0	0	141	0	147	0	0
Zfp169	31.888889	0	0	0	0	0	0	0	287	0	0
Slc39a10	31.888889	0	0	0	0	0	0	287	0	0	0
Slc38a9	31.888889	0	0	0	0	0	0	0	287	0	0
Rgs3	31.888889	0	0	0	0	0	0	0	287	0	0
Rara	31.888889	0	0	0	0	0	0	0	287	0	0
Prpf3	31.888889	0	0	0	0	0	0	0	0	287	0
Proca1	31.888889	0	0	0	0	0	0	287	0	0	0
Pias4	31.888889	0	0	0	0	0	0	0	0	287	0
Ltbp3	31.888889	0	0	0	0	0	0	0	287	0	0
Tbx15	31.777778	0	0	0	0	0	0	0	286	0	0
Serf2	31.777778	0	0	0	0	0	0	0	0	286	0
Itpripl2	31.777778	0	0	0	0	0	81	0	205	0	0
Gm33989	31.777778	0	0	0	0	0	0	0	286	0	0
Tox2	31.666667	0	0	0	0	0	0	0	285	0	0
Tcf7l2	31.666667	0	0	0	0	0	0	0	285	0	0
Rom1	31.666667	0	0	0	0	0	0	0	285	0	0
Rnpep	31.666667	0	0	0	0	0	0	0	285	0	0
Otos	31.666667	0	0	0	0	0	0	0	285	0	0
Eml3	31.666667	0	0	0	0	0	0	0	285	0	0
Tbc1d13	31.555556	0	0	0	0	0	0	0	0	284	0
Mcm4	31.555556	0	0	0	0	0	0	0	284	0	0
Hnrnpd	31.555556	0	0	0	0	0	124	0	160	0	0
Dido1	31.555556	0	0	0	0	0	0	0	284	0	0
Arhgap32	31.555556	0	0	0	0	0	129	0	155	0	0
Zbtb22	31.444444	0	0	0	0	0	0	0	283	0	0
