Target_genes	Bcl6|Average	SRX094460|Liver	SRX094461|Liver	SRX094462|Liver	SRX094463|Liver	SRX094464|Liver	SRX094465|Liver	SRX094466|Liver	SRX016344|Macrophages	SRX028980|Macrophages	SRX028981|Macrophages	SRX112905|Macrophages	SRX6095747|mESC_derived_neural_cells	SRX6095749|mESC_derived_neural_cells	SRX6095751|mESC_derived_neural_cells	ERX383750|Pancreas	ERX383751|Pancreas	SRX1158860|Tfh	SRX353402|Th9	SRX353403|Th9	SRX1158861|Unclassified	STRING
Atxn7l2	5.900000	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Astl	5.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Arrb1	5.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Agbl2	5.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Ackr2	5.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Abhd18	5.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Abcc3	5.900000	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmiz1	5.850000	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp810	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Ugt2b36	5.850000	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz1	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Tefm	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Tbc1d13	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Serpina11	5.850000	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptch2	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Paqr7	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Nme7	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Nectin4	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Mrpl22	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Mgat5b	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Mettl3	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Mdga1	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Ints14	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Hkdc1	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Hibch	5.850000	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin5	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Fam13a	5.850000	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s2	5.850000	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E230025N22Rik	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Dab2ip	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Crhr1	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Ccdc65	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
C2cd4a	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Blzf1	5.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Zfp574	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Tmem204	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Tm4sf19	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Thy1	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Terf2	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Sptbn4	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Smbd1	5.800000	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b3	5.800000	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a9	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Rps19bp1	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Rnaset2b	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Rlbp1	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Pde6h	5.800000	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obscn	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Mier3	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Krt7	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Il17c	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Hba-x	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Gm1096	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Gal3st2b	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Fanci	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Exosc2	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Efhd1	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Edf1	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Dppa4	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Daxx	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Bcap29	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Atp8b3	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Asb13	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Adamts10	5.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Zp1	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Zfp69	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Tspyl4	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Tmem255a	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Tmem184a	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Tm9sf4	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Tgfb1	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Tbc1d25	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Sec24d	5.750000	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf1	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Rln3	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Peli3	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Lrrc51	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Kctd12	5.750000	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0
Itpr3	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Il27ra	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Hat1	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Gm13547	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Fbln7	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Esyt2	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Cpne6	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Coa7	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Cmpk1	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Capn5	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Ankrd35	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Adck1	5.750000	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	5.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Vwa8	5.700000	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vash1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Uqcrq	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
Uck2	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Tomm40	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
Swap70	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Smpd2	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Smok3a	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Shroom1	5.700000	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgpp1	5.700000	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtf2	5.700000	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdl2	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Ppil6	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Pnmal1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Plppr2	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Pigt	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Pfdn5	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Nme6	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Nkpd1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Myg1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Mettl27	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Kidins220	5.700000	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Impdh2	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Ifitm2	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Hspbp1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Gdf9	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
Ercc1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Epha10	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Cldn34-ps	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Cdk2ap1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Brsk1	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Art2b	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
1810055G02Rik	5.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Zfyve21	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc3	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wif1	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Tmem37	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcam1	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Synpo2l	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Susd1	5.650000	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l4	5.650000	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrt1	5.650000	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0
Scarf1	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf7	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Rnf213	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Rnf130	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rilp	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntn3	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Nol12	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Metrn	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Ints11	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Imp3	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Guf1	5.650000	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut7	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Endou	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Efna4	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
E030018B13Rik	5.650000	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolpp1	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Cyth1	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Cptp	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Ccr4	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Ap3m2	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Anxa7	5.650000	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Anapc15	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Alas1	5.650000	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahnak2	5.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0
Vps52	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0
Tssk3	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Trim30a	5.600000	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
Tcirg1	5.600000	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec23ip	5.600000	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l3	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Rps18	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0
Rasgef1c	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Nenf	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Mog	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Mmp14	5.600000	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl23	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Kcnh6	5.600000	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kash5	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Ifna4	5.600000	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
Gtf2b	5.600000	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam229a	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Espl1	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Dusp1	5.600000	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx2	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Cirbp	5.600000	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3galt4	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0
1700094D03Rik	5.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0
Zswim7	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zic1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp953	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp605	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp57	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp280d	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp235	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zfp174	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zdhhc25	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zcchc7	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Zc3h6	5.550000	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1b	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Ypel1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Xrcc5	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Xpnpep2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Wnt7a	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Wnk3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Wdr83os	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Wdr83	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Wdr37	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Vnn3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Vnn1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Vmn2r62	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Vmn1r3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Uspl1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Usp39	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Ugt1a6a	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Ucn2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Ube3c	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Ube2d3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tubgcp3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tti1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Ttc19	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tssk6	5.550000	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triqk	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Trim21	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tra2b	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tra2a	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tmem273	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tmem263	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Timm9	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tex19.1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tbrg1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Tank	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sult6b2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sugct	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Stk31	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sstr1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Srxn1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Srd5a3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sprr2e	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Spred1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Speer3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Spata2l	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sowahd	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sorcs1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Snx16	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Snrnp48	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slfn1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slco1a1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slc4a10	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slc28a2b	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slc25a20	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slc23a3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slc23a2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Slc15a2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Serpinb6a	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Septin10	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Scrn3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Scai	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Sbf2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Samsn1	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
S100g	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Rtl3	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Rrp15	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Rprd1b	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Rpn2	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Rnf152	5.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
