Target_genes	Prdm1|Average	SRX316287|CD8+_T_cells	SRX1131938|Plasmablasts	SRX1131939|Plasmablasts	SRX885786|Small_intestine	SRX885787|Small_intestine	SRX1465782|Th17_Cells	SRX1465783|Treg	STRING
Cxcl9	56.142857	0	0	0	280	113	0	0	0
Art3	56.142857	0	0	0	280	113	0	0	0
Rnf122	56.000000	0	392	0	0	0	0	0	0
Psmc1	55.857143	0	204	0	187	0	0	0	0
Ddah1	55.857143	0	0	0	167	224	0	0	0
D430041D05Rik	55.714286	0	0	0	247	143	0	0	0
Nckap1	55.571429	0	389	0	0	0	0	0	0
Morf4l1	55.571429	0	389	0	0	0	0	0	0
Gsn	55.571429	0	389	0	0	0	0	0	0
Fam24b	55.571429	0	389	0	0	0	0	0	0
Cuzd1	55.571429	0	389	0	0	0	0	0	0
Uba1	55.428571	0	0	0	226	162	0	0	0
Mgarp	55.428571	0	221	0	167	0	0	0	0
Creb5	55.285714	0	387	0	0	0	0	0	0
Yap1	55.142857	0	0	0	121	265	0	0	0
Otx1	55.000000	0	385	0	0	0	0	0	0
Mtmr14	55.000000	0	0	0	238	147	0	0	0
Lrch1	55.000000	0	261	124	0	0	0	0	0
Trio	54.857143	0	0	0	150	234	0	0	0
Slc38a2	54.857143	0	103	0	97	184	0	0	0
Poll	54.857143	0	384	0	0	0	0	0	0
Dpcd	54.857143	0	384	0	0	0	0	0	0
Slc10a7	54.714286	0	0	0	177	206	0	0	0
Rbmxl1	54.714286	0	0	0	177	206	0	0	0
Ankrd39	54.714286	0	0	0	134	249	0	0	0
Tra2a	54.571429	0	382	0	0	0	0	0	0
Sigirr	54.285714	0	380	0	0	0	0	0	0
Shisa5	54.142857	0	0	0	217	162	0	0	0
Scml4	54.142857	0	129	0	0	250	0	0	0
Gga2	54.142857	0	236	143	0	0	0	0	0
Dnajb6	54.142857	0	379	0	0	0	0	0	0
Sec24b	54.000000	0	243	0	0	135	0	0	0
Prpsap1	54.000000	0	247	131	0	0	0	0	0
Lrrc1	54.000000	0	378	0	0	0	0	0	0
Kcnj16	54.000000	0	378	0	0	0	0	0	0
Fbxl19	54.000000	0	0	0	208	170	0	0	0
Sfi1	53.857143	0	93	88	0	196	0	0	0
Ptma	53.857143	0	0	0	181	196	0	0	0
Bcl2a1d	53.857143	0	377	0	0	0	0	0	0
6430548M08Rik	53.857143	0	121	102	0	154	0	0	0
Tor3a	53.714286	0	225	0	151	0	0	0	0
Gmps	53.714286	0	131	0	0	245	0	0	0
Olfr1239	53.571429	0	0	0	192	183	0	0	0
Cd46	53.428571	0	374	0	0	0	0	0	0
Ppox	53.142857	0	227	0	0	145	0	0	0
Rplp0	53.000000	0	0	0	133	238	0	0	0
Gcn1	53.000000	0	0	0	133	238	0	0	0
Eef2k	53.000000	0	371	0	0	0	0	0	0
Ctss	53.000000	0	204	167	0	0	0	0	0
Ttc13	52.857143	0	0	0	170	200	0	0	0
Tmtc4	52.857143	0	222	0	148	0	0	0	0
Tdp2	52.857143	0	0	0	123	247	0	0	0
Rnf14	52.857143	0	370	0	0	0	0	0	0
Mat2a	52.857143	0	146	0	114	110	0	0	0
Hspa5	52.857143	0	370	0	0	0	0	0	0
Arv1	52.857143	0	0	0	170	200	0	0	0
Acot13	52.857143	0	0	0	123	247	0	0	0
Igf2bp3	52.714286	0	369	0	0	0	0	0	0
Ddc	52.714286	0	0	0	132	237	0	0	0
Zfp386	52.571429	0	0	0	176	192	0	0	0
Trim12c	52.571429	0	265	0	0	103	0	0	0
Zfp69	52.428571	0	367	0	0	0	0	0	0
Sec61a1	52.428571	0	367	0	0	0	0	0	0
Mat2b	52.428571	0	367	0	0	0	0	0	0
Il15ra	52.428571	0	0	0	176	191	0	0	0
Zfp984	52.142857	0	365	0	0	0	0	0	0
Smim3	52.142857	0	0	0	183	182	0	0	0
Slc25a51	52.142857	0	0	0	197	168	0	0	0
Ppp1r7	52.142857	0	185	180	0	0	0	0	0
Pask	52.142857	0	185	180	0	0	0	0	0
Copz1	52.142857	0	0	0	0	0	195	170	0
Sel1l3	51.857143	0	87	0	96	180	0	0	0
Mdm4	51.857143	0	363	0	0	0	0	0	0
Khdc4	51.857143	0	262	101	0	0	0	0	0
Phlpp2	51.714286	0	362	0	0	0	0	0	0
Rfx1	51.571429	0	361	0	0	0	0	0	0
Mtmr4	51.571429	0	361	0	0	0	0	0	0
Lratd1	51.428571	0	0	0	166	194	0	0	0
Kbtbd2	51.428571	0	169	0	191	0	0	0	0
Ibtk	51.428571	0	237	123	0	0	0	0	0
Cwc22	51.428571	0	360	0	0	0	0	0	0
Apobec1	51.428571	0	264	96	0	0	0	0	0
Ppargc1b	51.285714	0	0	0	172	187	0	0	0
Osbpl11	51.285714	0	359	0	0	0	0	0	0
Mpp2	51.285714	0	150	0	0	209	0	0	0
Lrrc32	51.285714	0	359	0	0	0	0	0	0
Igip	51.285714	0	359	0	0	0	0	0	0
Ddx52	51.285714	0	211	148	0	0	0	0	0
Map10	51.142857	0	358	0	0	0	0	0	0
Cacul1	51.142857	0	210	0	0	148	0	0	0
Tssk5	51.000000	0	357	0	0	0	0	0	0
Mroh1	51.000000	0	357	0	0	0	0	0	0
Foxn2	51.000000	0	215	142	0	0	0	0	0
Abcc4	51.000000	0	357	0	0	0	0	0	0
Zfp280b	50.857143	0	356	0	0	0	0	0	0
Fbxl14	50.857143	0	164	0	192	0	0	0	0
Arhgap31	50.857143	0	0	0	230	126	0	0	0
Trex1	50.714286	0	0	0	217	138	0	0	0
Slc7a9	50.714286	0	0	0	210	145	0	0	0
Atmin	50.571429	0	354	0	0	0	0	0	0
Cldn23	50.428571	0	0	0	168	185	0	0	0
Gramd1b	50.285714	0	0	0	167	185	0	0	0
Zc3hc1	50.142857	0	0	0	208	143	0	0	0
Lamp2	50.142857	0	351	0	0	0	0	0	0
Itgb1	50.142857	0	275	0	0	76	0	0	0
Crb2	50.142857	0	351	0	0	0	0	0	0
Tnfrsf8	50.000000	0	350	0	0	0	0	0	0
Pfpl	50.000000	0	350	0	0	0	0	0	0
Olfr1441	50.000000	0	350	0	0	0	0	0	0
Slfn2	49.857143	0	177	172	0	0	0	0	0
Psma1	49.857143	0	149	200	0	0	0	0	0
Grm6	49.857143	0	349	0	0	0	0	0	0
Ascc1	49.857143	0	0	0	249	100	0	0	0
Anapc16	49.857143	0	0	0	249	100	0	0	0
Utp11	49.714286	0	0	0	165	183	0	0	0
Slc6a9	49.714286	0	215	0	0	133	0	0	0
Fhl3	49.714286	0	0	0	165	183	0	0	0
Tmf1	49.571429	0	347	0	0	0	0	0	0
Sgk2	49.571429	0	235	112	0	0	0	0	0
Prcd	49.571429	0	0	0	181	166	0	0	0
Cygb	49.571429	0	0	0	181	166	0	0	0
Ctnnb1	49.571429	0	259	0	0	88	0	0	0
Cdcp1	49.571429	0	0	0	156	191	0	0	0
Bcl10	49.571429	0	347	0	0	0	0	0	0
Il18	49.428571	0	346	0	0	0	0	0	0
Bco2	49.428571	0	346	0	0	0	0	0	0
Stxbp1	49.000000	0	0	0	166	177	0	0	0
Arhgef5	49.000000	0	183	0	160	0	0	0	0
Txnrd1	48.857143	0	342	0	0	0	0	0	0
Slc49a4	48.857143	0	0	0	137	205	0	0	0
Mrvi1	48.857143	0	0	0	155	187	0	0	0
Zcchc24	48.714286	0	341	0	0	0	0	0	0
Sgk1	48.714286	0	341	0	0	0	0	0	0
Midn	48.714286	0	341	0	0	0	0	0	0
Washc3	48.571429	0	217	0	123	0	0	0	0
Pqlc3	48.571429	0	0	0	193	147	0	0	0
Myo1e	48.571429	0	340	0	0	0	0	0	0
Cand1	48.571429	0	340	0	0	0	0	0	0
Slc25a25	48.428571	0	209	130	0	0	0	0	0
Nufip2	48.428571	0	167	0	86	86	0	0	0
Naif1	48.428571	0	209	130	0	0	0	0	0
Cmpk1	48.428571	0	339	0	0	0	0	0	0
Usp27x	48.285714	0	338	0	0	0	0	0	0
Stat3	48.285714	0	139	0	0	199	0	0	0
Prdm2	48.285714	0	338	0	0	0	0	0	0
Pja2	48.285714	0	0	0	156	182	0	0	0
Irgm1	48.285714	0	338	0	0	0	0	0	0
Fgf13	48.285714	0	338	0	0	0	0	0	0
Cd53	48.142857	0	149	188	0	0	0	0	0
Stx7	48.000000	0	0	0	168	168	0	0	0
Gsto1	47.857143	0	0	0	0	335	0	0	0
Eif3a	47.857143	0	225	110	0	0	0	0	0
Rpl7	47.714286	0	146	188	0	0	0	0	0
Rdh10	47.714286	0	146	188	0	0	0	0	0
Ost4	47.714286	0	334	0	0	0	0	0	0
Mtpn	47.714286	0	334	0	0	0	0	0	0
H2-DMb2	47.714286	0	334	0	0	0	0	0	0
Gpa33	47.714286	0	0	0	198	136	0	0	0
Dusp27	47.714286	0	0	0	198	136	0	0	0
Ptprj	47.571429	0	209	124	0	0	0	0	0
Pde7a	47.571429	0	333	0	0	0	0	0	0
Tuba3a	47.428571	0	0	0	135	197	0	0	0
Akt2	47.142857	0	330	0	0	0	0	0	0
Ablim1	47.142857	0	330	0	0	0	0	0	0
Slfn9	47.000000	0	329	0	0	0	0	0	0
Rpl26	46.857143	0	144	184	0	0	0	0	0
Tmem268	46.714286	0	327	0	0	0	0	0	0
Syne2	46.714286	0	327	0	0	0	0	0	0
4932438A13Rik	46.714286	0	327	0	0	0	0	0	0
Cnr2	46.571429	0	326	0	0	0	0	0	0
Sorl1	46.428571	0	325	0	0	0	0	0	0
Pdcl3	46.428571	0	0	0	166	159	0	0	0
Ms4a4c	46.428571	0	202	123	0	0	0	0	0
Ggt1	46.285714	0	0	0	124	200	0	0	0
Crlf2	46.285714	0	324	0	0	0	0	0	0
Tmem59	46.142857	0	243	0	0	80	0	0	0
Tceanc2	46.142857	0	243	0	0	80	0	0	0
Pou3f3	46.142857	0	0	0	170	153	0	0	0
Arhgap33	46.142857	0	323	0	0	0	0	0	0
Pin4	46.000000	0	0	0	128	194	0	0	0
Nrg4	46.000000	0	0	0	170	152	0	0	0
Slc43a2	45.857143	0	0	0	168	153	0	0	0
Klhl6	45.857143	0	321	0	0	0	0	0	0
Ankar	45.857143	0	159	162	0	0	0	0	0
A630001G21Rik	45.857143	0	223	98	0	0	0	0	0
Il15	45.714286	0	320	0	0	0	0	0	0
Gmfb	45.714286	0	320	0	0	0	0	0	0
Sfmbt2	45.571429	0	0	0	169	150	0	0	0
Phgr1	45.571429	0	0	0	147	172	0	0	0
Hif1an	45.571429	0	0	0	149	170	0	0	0
Fcrla	45.571429	0	319	0	0	0	0	0	0
Tnfrsf4	45.428571	0	0	0	165	153	0	0	0
Pir	45.428571	0	318	0	0	0	0	0	0
Noxa1	45.285714	0	317	0	0	0	0	0	0
Hjurp	45.285714	0	0	163	0	154	0	0	0
A730008H23Rik	45.285714	0	0	163	0	154	0	0	0
Lnx1	45.142857	0	0	0	166	150	0	0	0
Hacd3	45.142857	0	0	0	165	151	0	0	0
Ctso	45.142857	0	184	0	0	132	0	0	0
Nprl3	45.000000	0	315	0	0	0	0	0	0
Mndal	44.857143	0	314	0	0	0	0	0	0
H4c12	44.857143	0	314	0	0	0	0	0	0
H2bc15	44.857143	0	314	0	0	0	0	0	0
H2ac15	44.857143	0	314	0	0	0	0	0	0
Stxbp2	44.714286	0	168	0	0	145	0	0	0
Dnase1l3	44.571429	0	167	0	145	0	0	0	0
Cdc6	44.571429	0	0	0	161	151	0	0	0
Zfp91	44.428571	0	311	0	0	0	0	0	0
Ropn1l	44.428571	0	311	0	0	0	0	0	0
Itch	44.428571	0	311	0	0	0	0	0	0
Emilin3	44.428571	0	0	0	116	195	0	0	0
Bub1b	44.428571	0	311	0	0	0	0	0	0
Clasp2	44.285714	0	310	0	0	0	0	0	0
Fam151b	44.142857	0	165	0	144	0	0	0	0
Cd2ap	44.142857	0	219	0	0	90	0	0	0
Tfip11	44.000000	0	0	0	193	115	0	0	0
Mdn1	43.857143	0	121	186	0	0	0	0	0
Dmwd	43.857143	0	166	141	0	0	0	0	0
Reep3	43.714286	0	306	0	0	0	0	0	0
Cpt1a	43.714286	0	0	0	144	162	0	0	0
Ceacam16	43.714286	0	0	0	211	95	0	0	0
Tut1	43.571429	0	223	0	82	0	0	0	0
Sh3glb2	43.571429	0	0	0	160	145	0	0	0
Rspo3	43.571429	0	0	0	133	172	0	0	0
Miga2	43.571429	0	0	0	160	145	0	0	0
Adam19	43.571429	0	305	0	0	0	0	0	0
Sec14l1	43.285714	0	0	0	174	129	0	0	0
Rgs18	43.285714	0	303	0	0	0	0	0	0
Pgghg	43.285714	0	303	0	0	0	0	0	0
Ear10	43.285714	0	0	0	130	173	0	0	0
AI429214	43.285714	0	181	0	0	122	0	0	0
Tsc22d4	43.142857	0	302	0	0	0	0	0	0
Hmgxb3	43.142857	0	0	0	108	194	0	0	0
Chmp3	43.142857	0	150	0	0	152	0	0	0
Wdr38	43.000000	0	0	0	155	146	0	0	0
Trappc4	43.000000	0	301	0	0	0	0	0	0
Rps25	43.000000	0	301	0	0	0	0	0	0
Morc3	43.000000	0	0	0	159	142	0	0	0
Hoatz	43.000000	0	215	86	0	0	0	0	0
Slc6a4	42.857143	0	0	0	185	115	0	0	0
Kcmf1	42.857143	0	300	0	0	0	0	0	0
Invs	42.857143	0	0	0	300	0	0	0	0
Erp44	42.857143	0	0	0	300	0	0	0	0
Shc1	42.714286	0	299	0	0	0	0	0	0
Fbxo8	42.714286	0	299	0	0	0	0	0	0
Cks1b	42.714286	0	299	0	0	0	0	0	0
Cep44	42.714286	0	299	0	0	0	0	0	0
Sptbn4	42.571429	0	298	0	0	0	0	0	0
Il7	42.571429	0	0	0	159	139	0	0	0
Cd44	42.571429	0	298	0	0	0	0	0	0
Blvrb	42.571429	0	298	0	0	0	0	0	0
Jak2	42.428571	0	0	0	87	210	0	0	0
Ints10	42.428571	0	148	149	0	0	0	0	0
Zmynd11	42.285714	0	188	0	0	108	0	0	0
Sostdc1	42.285714	0	296	0	0	0	0	0	0
Plekhf2	42.285714	0	296	0	0	0	0	0	0
Gm7609	42.285714	0	296	0	0	0	0	0	0
B2m	42.142857	0	295	0	0	0	0	0	0
Herc1	41.857143	0	293	0	0	0	0	0	0
Gpr65	41.857143	0	293	0	0	0	0	0	0
Echdc1	41.857143	0	293	0	0	0	0	0	0
Mterf1b	41.714286	0	0	127	0	165	0	0	0
Lsm14b	41.714286	0	0	0	141	151	0	0	0
Fst	41.714286	0	292	0	0	0	0	0	0
Arxes1	41.714286	0	0	0	170	122	0	0	0
Ptpn12	41.571429	0	291	0	0	0	0	0	0
Pdp2	41.571429	0	148	143	0	0	0	0	0
Zfp715	41.428571	0	142	0	148	0	0	0	0
Stim2	41.428571	0	202	0	0	0	0	88	0
Srebf1	41.428571	0	290	0	0	0	0	0	0
Sipa1l1	41.428571	0	142	0	0	148	0	0	0
Eif3j2	41.428571	0	0	0	0	290	0	0	0
Eif3j1	41.428571	0	0	0	0	290	0	0	0
Sec63	41.285714	0	205	0	0	84	0	0	0
Fnip2	41.285714	0	289	0	0	0	0	0	0
Sntb1	41.142857	0	288	0	0	0	0	0	0
Olfr239	41.142857	0	288	0	0	0	0	0	0
Micu2	41.142857	0	0	0	190	98	0	0	0
Mfsd6	41.142857	0	181	107	0	0	0	0	0
Hspa8	41.142857	0	158	0	0	130	0	0	0
Chn1	41.142857	288	0	0	0	0	0	0	0
Bag2	41.142857	0	288	0	0	0	0	0	0
Zranb1	41.000000	0	287	0	0	0	0	0	0
Vmo1	41.000000	0	287	0	0	0	0	0	0
Uxt	41.000000	0	287	0	0	0	0	0	0
Tm9sf3	41.000000	0	110	0	177	0	0	0	0
Ppp2r5c	41.000000	0	0	0	152	135	0	0	0
Ppia	41.000000	0	132	0	0	155	0	0	0
Ttc22	40.857143	0	0	0	165	121	0	0	0
Nsf	40.857143	0	286	0	0	0	0	0	0
Gm5662	40.857143	0	0	0	148	138	0	0	0
Gm4981	40.857143	0	0	0	125	161	0	0	0
Stub1	40.714286	0	285	0	0	0	0	0	0
Lyn	40.714286	0	285	0	0	0	0	0	0
Jmjd8	40.714286	0	285	0	0	0	0	0	0
Frrs1	40.714286	0	285	0	0	0	0	0	0
Diaph2	40.714286	0	285	0	0	0	0	0	0
Zfp87	40.571429	0	284	0	0	0	0	0	0
Map4k4	40.571429	0	284	0	0	0	0	0	0
Asap1	40.571429	0	284	0	0	0	0	0	0
Tlr6	40.428571	0	283	0	0	0	0	0	0
Slc6a15	40.428571	0	0	0	89	194	0	0	0
Eps15	40.428571	0	114	0	0	169	0	0	0
Ncoa2	40.285714	0	0	0	282	0	0	0	0
Man1b1	40.285714	0	170	112	0	0	0	0	0
Lrch4	40.285714	0	282	0	0	0	0	0	0
Leng1	40.285714	0	282	0	0	0	0	0	0
Etv1	40.142857	0	281	0	0	0	0	0	0
Dcps	40.142857	0	281	0	0	0	0	0	0
Uspl1	40.000000	0	0	0	0	280	0	0	0
Usp35	40.000000	0	0	0	0	0	199	81	0
Mta3	40.000000	0	280	0	0	0	0	0	0
Kctd21	40.000000	0	0	0	0	0	199	81	0
Traf2	39.857143	0	279	0	0	0	0	0	0
Tob2	39.857143	0	170	109	0	0	0	0	0
Sh2d5	39.714286	0	278	0	0	0	0	0	0
Pou2af1	39.714286	0	278	0	0	0	0	0	0
Camk1d	39.714286	0	278	0	0	0	0	0	0
Tmed2	39.571429	0	277	0	0	0	0	0	0
Stau1	39.571429	0	148	0	0	129	0	0	0
H2ax	39.571429	0	277	0	0	0	0	0	0
Dpagt1	39.571429	0	277	0	0	0	0	0	0
Cacng6	39.571429	0	148	0	0	129	0	0	0
Ufl1	39.428571	276	0	0	0	0	0	0	0
Sumf1	39.428571	0	276	0	0	0	0	0	0
Prkaa1	39.428571	0	174	0	102	0	0	0	0
Zfp654	39.285714	0	275	0	0	0	0	0	0
Tes	39.285714	0	275	0	0	0	0	0	0
Pdk3	39.285714	0	275	0	0	0	0	0	0
Cggbp1	39.285714	0	275	0	0	0	0	0	0
Dyrk2	39.000000	0	273	0	0	0	0	0	0
Vps11	38.857143	0	272	0	0	0	0	0	0
Ube3c	38.857143	0	0	0	272	0	0	0	0
Tapt1	38.857143	0	272	0	0	0	0	0	0
Nlk	38.857143	0	272	0	0	0	0	0	0
Pced1b	38.714286	0	271	0	0	0	0	0	0
Amigo2	38.714286	0	271	0	0	0	0	0	0
Ttk	38.571429	0	270	0	0	0	0	0	0
Spg20	38.571429	0	0	0	270	0	0	0	0
Mtmr2	38.571429	0	108	162	0	0	0	0	0
Hdac11	38.571429	0	0	0	270	0	0	0	0
Cep192	38.571429	0	270	0	0	0	0	0	0
Casp1	38.428571	0	269	0	0	0	0	0	0
Arhgap9	38.428571	0	269	0	0	0	0	0	0
Sos1	38.285714	0	268	0	0	0	0	0	0
Phf14	38.285714	0	268	0	0	0	0	0	0
Ndufa4	38.285714	0	268	0	0	0	0	0	0
Mtrf1	38.285714	0	268	0	0	0	0	0	0
Thrb	38.142857	0	267	0	0	0	0	0	0
Ms4a4d	38.142857	0	267	0	0	0	0	0	0
Dgkh	38.142857	0	267	0	0	0	0	0	0
Cxcr3	38.142857	0	148	119	0	0	0	0	0
Bcl2a1b	38.142857	0	267	0	0	0	0	0	0
Pou6f1	38.000000	0	266	0	0	0	0	0	0
Mier1	38.000000	0	266	0	0	0	0	0	0
Cnksr3	38.000000	0	266	0	0	0	0	0	0
B3gnt9	38.000000	0	266	0	0	0	0	0	0
Tspan13	37.857143	0	265	0	0	0	0	0	0
Cnot2	37.857143	0	265	0	0	0	0	0	0
Smarcc2	37.714286	0	264	0	0	0	0	0	0
S1pr3	37.714286	0	264	0	0	0	0	0	0
Pcgf5	37.714286	0	264	0	0	0	0	0	0
Kcnd2	37.714286	0	0	0	108	156	0	0	0
H2-Aa	37.714286	0	264	0	0	0	0	0	0
Tubb5	37.571429	0	263	0	0	0	0	0	0
Tmem165	37.571429	0	263	0	0	0	0	0	0
Smad4	37.571429	0	138	0	0	125	0	0	0
Scaf4	37.571429	0	263	0	0	0	0	0	0
Rcvrn	37.571429	0	127	0	136	0	0	0	0
Mdc1	37.571429	0	263	0	0	0	0	0	0
Scgb1b30	37.428571	0	0	0	168	94	0	0	0
Pdlim7	37.428571	0	262	0	0	0	0	0	0
Ddit4	37.285714	0	0	0	261	0	0	0	0
Ttc41	37.142857	0	260	0	0	0	0	0	0
Tbp	37.142857	0	260	0	0	0	0	0	0
Psmb1	37.142857	0	260	0	0	0	0	0	0
Ovca2	37.142857	0	0	0	0	260	0	0	0
Mid1	37.142857	0	260	0	0	0	0	0	0
Hsp90b1	37.142857	0	260	0	0	0	0	0	0
Ccar1	37.142857	0	260	0	0	0	0	0	0
Brd7	37.000000	0	124	0	0	135	0	0	0
Rab5b	36.857143	0	258	0	0	0	0	0	0
Phyhd1	36.857143	0	150	108	0	0	0	0	0
Pafah1b1	36.857143	0	94	0	164	0	0	0	0
Map4k3	36.857143	0	258	0	0	0	0	0	0
Gbp2b	36.857143	0	258	0	0	0	0	0	0
Csgalnact1	36.857143	0	101	0	0	157	0	0	0
Cdkl4	36.857143	0	258	0	0	0	0	0	0
Calhm6	36.857143	0	258	0	0	0	0	0	0
Mybphl	36.714286	0	0	0	111	146	0	0	0
Cct2	36.714286	257	0	0	0	0	0	0	0
Timm23	36.571429	0	0	0	104	152	0	0	0
Parg	36.571429	0	0	0	104	152	0	0	0
Zzz3	36.285714	0	0	0	116	138	0	0	0
Zfp324	36.285714	0	254	0	0	0	0	0	0
Rps3a1	36.285714	0	254	0	0	0	0	0	0
Arhgap11a	36.285714	0	254	0	0	0	0	0	0
Apon	36.285714	0	0	0	0	0	254	0	0
Pomt1	36.142857	0	0	253	0	0	0	0	0
Heg1	36.142857	0	157	96	0	0	0	0	0
Gfra1	36.142857	0	253	0	0	0	0	0	0
Atp8b4	36.142857	0	253	0	0	0	0	0	0
Pdp1	35.857143	0	0	0	251	0	0	0	0
Mtm1	35.857143	0	251	0	0	0	0	0	0
M6pr	35.857143	0	139	0	112	0	0	0	0
Kri1	35.857143	0	251	0	0	0	0	0	0
Cdkn2d	35.857143	0	251	0	0	0	0	0	0
Tomm40l	35.714286	0	250	0	0	0	0	0	0
Nol10	35.714286	0	250	0	0	0	0	0	0
Apoa2	35.714286	0	250	0	0	0	0	0	0
Ncor2	35.571429	0	249	0	0	0	0	0	0
Kdm6a	35.571429	0	249	0	0	0	0	0	0
Cox8a	35.571429	0	0	0	151	98	0	0	0
Tpm4	35.428571	0	248	0	0	0	0	0	0
Rasal2	35.285714	0	247	0	0	0	0	0	0
Usp1	35.142857	0	246	0	0	0	0	0	0
Marchf7	35.142857	0	0	0	246	0	0	0	0
Jakmip1	35.142857	0	246	0	0	0	0	0	0
Gtf2ird2	35.142857	0	0	0	0	246	0	0	0
Lpp	35.000000	0	0	0	137	108	0	0	0
Inpp4b	35.000000	0	245	0	0	0	0	0	0
Det1	35.000000	0	245	0	0	0	0	0	0
Sfswap	34.857143	0	140	104	0	0	0	0	0
P2ry10b	34.857143	0	244	0	0	0	0	0	0
Noxred1	34.857143	0	244	0	0	0	0	0	0
Nfkb1	34.857143	0	244	0	0	0	0	0	0
Tigit	34.714286	0	243	0	0	0	0	0	0
Slc25a19	34.714286	0	243	0	0	0	0	0	0
Ctnna1	34.714286	0	0	0	122	121	0	0	0
Tmcc1	34.571429	0	242	0	0	0	0	0	0
Atg16l2	34.571429	0	242	0	0	0	0	0	0
Peli1	34.428571	0	241	0	0	0	0	0	0
Gfi1b	34.428571	0	241	0	0	0	0	0	0
Dll4	34.428571	0	241	0	0	0	0	0	0
Csrp1	34.285714	0	240	0	0	0	0	0	0
Zfp729b	34.142857	0	239	0	0	0	0	0	0
Trim7	34.142857	0	239	0	0	0	0	0	0
Tbx5	34.142857	0	0	0	105	134	0	0	0
S1pr1	34.000000	0	238	0	0	0	0	0	0
Ralgapa2	34.000000	0	157	0	0	81	0	0	0
Nomo1	33.857143	0	237	0	0	0	0	0	0
Heca	33.857143	0	237	0	0	0	0	0	0
Hc	33.857143	0	237	0	0	0	0	0	0
Gbp9	33.857143	0	83	154	0	0	0	0	0
Abcc6	33.857143	0	237	0	0	0	0	0	0
Tox4	33.714286	0	154	82	0	0	0	0	0
Rab2b	33.714286	0	154	82	0	0	0	0	0
Gapt	33.714286	0	236	0	0	0	0	0	0
LOC102633783	33.571429	0	235	0	0	0	0	0	0
Fbxw13	33.571429	0	127	0	108	0	0	0	0
C130026I21Rik	33.571429	0	235	0	0	0	0	0	0
Zfp790	33.428571	0	234	0	0	0	0	0	0
Wnt3	33.428571	0	234	0	0	0	0	0	0
Ldlrad4	33.428571	0	234	0	0	0	0	0	0
Atxn2	33.428571	0	234	0	0	0	0	0	0
Apoe	33.428571	0	0	0	0	234	0	0	0
Apoc1	33.428571	0	0	0	0	234	0	0	0
Mrs2	33.285714	0	233	0	0	0	0	0	0
Supv3l1	33.142857	0	0	0	0	232	0	0	0
Skida1	33.142857	0	232	0	0	0	0	0	0
Metrnl	33.142857	0	0	0	0	232	0	0	0
Il12b	33.142857	0	232	0	0	0	0	0	0
Synj1	33.000000	0	231	0	0	0	0	0	0
Plaur	32.857143	0	230	0	0	0	0	0	0
H2az2	32.857143	0	230	0	0	0	0	0	0
Ranbp2	32.714286	0	229	0	0	0	0	0	0
Pimreg	32.714286	0	229	0	0	0	0	0	0
Pard3b	32.714286	0	127	0	0	102	0	0	0
Lrrc8d	32.714286	0	229	0	0	0	0	0	0
Litaf	32.714286	0	229	0	0	0	0	0	0
Aipl1	32.714286	0	229	0	0	0	0	0	0
Slc25a36	32.571429	0	113	115	0	0	0	0	0
Nfkbie	32.571429	0	228	0	0	0	0	0	0
Rp2	32.428571	0	227	0	0	0	0	0	0
Rbm12b2	32.428571	0	227	0	0	0	0	0	0
Psmd12	32.428571	0	227	0	0	0	0	0	0
Grap2	32.428571	0	227	0	0	0	0	0	0
Gemin8	32.428571	0	227	0	0	0	0	0	0
Dyrk1a	32.428571	0	227	0	0	0	0	0	0
Bdkrb1	32.428571	0	227	0	0	0	0	0	0
Chchd6	32.285714	0	226	0	0	0	0	0	0
Rnf170	32.142857	0	225	0	0	0	0	0	0
Hook3	32.142857	0	225	0	0	0	0	0	0
Cacng3	32.142857	0	0	0	0	225	0	0	0
Zbp1	32.000000	0	224	0	0	0	0	0	0
Tmem217	32.000000	0	224	0	0	0	0	0	0
Tbc1d22b	32.000000	0	224	0	0	0	0	0	0
Rragd	32.000000	0	224	0	0	0	0	0	0
Ppp1r12c	32.000000	0	0	0	0	224	0	0	0
Ifna4	32.000000	0	224	0	0	0	0	0	0
Cxcl10	32.000000	0	224	0	0	0	0	0	0
Zfp760	31.857143	0	223	0	0	0	0	0	0
Mcidas	31.857143	0	0	0	0	223	0	0	0
Ifi208	31.857143	0	223	0	0	0	0	0	0
Ppm1k	31.714286	0	222	0	0	0	0	0	0
Cep63	31.714286	0	222	0	0	0	0	0	0
Anapc13	31.714286	0	222	0	0	0	0	0	0
Slc25a28	31.571429	0	221	0	0	0	0	0	0
Fubp1	31.571429	0	221	0	0	0	0	0	0
Dnajb4	31.571429	0	221	0	0	0	0	0	0
Cxcr4	31.571429	0	221	0	0	0	0	0	0
C1galt1	31.571429	0	221	0	0	0	0	0	0
Ankrd42	31.571429	0	221	0	0	0	0	0	0
Tob1	31.428571	0	220	0	0	0	0	0	0
Slc12a6	31.428571	0	220	0	0	0	0	0	0
Nop10	31.428571	0	220	0	0	0	0	0	0
Inpp1	31.428571	0	220	0	0	0	0	0	0
Nbl1	31.285714	0	219	0	0	0	0	0	0
Cd84	31.285714	0	116	103	0	0	0	0	0
Tmem147	31.142857	0	0	0	0	218	0	0	0
Rchy1	31.142857	0	218	0	0	0	0	0	0
Ndufs5	31.142857	0	117	101	0	0	0	0	0
