Target_genes	Atf3|Average	SRX15561941|C2C12	SRX122483|Dendritic_Cells	SRX122484|Dendritic_Cells	SRX122485|Dendritic_Cells	SRX122486|Dendritic_Cells	SRX122487|Dendritic_Cells	SRX122488|Dendritic_Cells	SRX122489|Dendritic_Cells	SRX122490|Dendritic_Cells	SRX122491|Dendritic_Cells	SRX122492|Dendritic_Cells	SRX2901300|Macrophages	SRX2901301|Macrophages	SRX2901302|Macrophages	SRX2901303|Macrophages	SRX2901304|Macrophages	SRX450305|Macrophages	SRX450306|Macrophages	SRX450309|Macrophages	SRX475801|Macrophages	SRX475802|Macrophages	SRX475803|Macrophages	SRX475804|Macrophages	SRX475805|Macrophages	SRX475806|Macrophages	SRX8245912|Macrophages	SRX8245913|Macrophages	SRX8245926|Macrophages	SRX8245927|Macrophages	SRX672451|Pancreas	STRING
Bicd2	11.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	114	86	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Yae1d1	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	107	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Gpr171	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Btbd16	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	167	0	0	0	0	0	0	0	0	0
Trmt1l	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	92	0	129	0	0	0
Swt1	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	92	0	129	0	0	0
Sarnp	11.133333	0	0	0	0	0	0	0	0	0	0	0	93	0	0	101	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poll	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	80	116	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscp1	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ormdl2	11.133333	0	0	0	0	0	0	0	0	0	0	0	93	0	0	101	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa4l	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	123	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Dpcd	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	80	116	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caml	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C87436	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	116	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0
C1qtnf1	11.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc36	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trarg1	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem25	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4b	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	129	0	0
Prpf18	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	177	0	0	0
Mettl21a	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	168	0	0
Lrrc17	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	183	0	0	0
H4bc24	11.100000	230	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc23	11.100000	230	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac24	11.100000	230	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac23	11.100000	230	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ash2l	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610010F05Rik	11.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0
Zfp428	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	79	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc17	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc13	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0
Tspan17	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0
Tmem120a	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	170	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0
Thoc2	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Sult1a1	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	149	0
Sdhaf1	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
P4hb	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	100	97	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps15	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Fzd2	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acy1	11.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	79	0	0
Zfp760	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	68	0	0
Pde6d	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Nme8	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Mrm3	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Lmo3	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	197	0	0	0	0	0	0	0	0	0	0	0
Jrkl	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glod4	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Cops7b	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Cdan1	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc82	11.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6r2	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	164	0	0	0
Ppib	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	124	104	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Ndufv2	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	112	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl10	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Lrrc46	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Krit1	11.000000	0	0	0	0	0	0	0	0	0	0	0	105	0	0	161	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1ax	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctps2	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap53	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Tbc1d7	10.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	109	72	0	0	0
Rpl6	10.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf111	10.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	93	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
Maged1	10.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.2	10.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmpste24	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	222	0	0	0
Vsig4	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	156	0	0	0
Gm20822	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	197	0	0	0	0	0	0	0	0	0	0	0
Fam160b1	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	132	0	0	0
Atp6ap1	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	212	0	0	0
Abcb7	10.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	215	0	0	0
Ugcg	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spns3	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	132	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx5	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	77	0	152	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mccc2	10.900000	0	0	0	0	0	0	0	0	0	0	0	135	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2i	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	226	0	0	0
Etfdh	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	110	113	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Chd7	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
4930579G24Rik	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	110	113	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Trim14	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	99	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Spire1	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	157	0
Lpl	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	143	0	0
Cd163l1	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	101	0	106	0	0	0	0	0	0	0
4930402F06Rik	10.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	156	0	0	0
Zkscan17	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	92	142	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubgcp3	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	100	129	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk17b	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spring1	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	104	0	139	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
Rnft2	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	104	0	139	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
Oxct2a	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	198	0	0	0	0	0	0	0	0	0
Mark2	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flacc1	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	97	0	0
Ccdc32	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	134	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan26	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	187	0	0	0
Timm21	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	95	0	0
Stc2	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	141	0	0	0	0	0	0	0	0	0
Slc39a3	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	141	0	0	0	0	0	0	0	0	0
Slc30a6	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
Mdga2	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	141	0	0	0	0	0	0	0	0	0
Klhl40	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	184	0	0	0	0	0	0	0	0	0
Fbxo15	10.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	95	0	0
Stard7	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	104	0	0	0
Pde1a	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	156	0	0	0
P4ha1	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Olfr1282	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	169	0	0	0	0	0	0	0	0	0
Mtif2	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	112	0	0	0
Larp1b	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	152	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45337	10.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	155	0	0	0	0	0	0	0	0	0
Tuba4a	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Slc12a7	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	158	0	0	0
Mknk1	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
Homez	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cand2	10.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	153	0	0	0	0	0	0
Wdr1	10.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim7	10.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	153	0	0	0	0	0	0	0	0	0
Olfr1396	10.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	181	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr9	10.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	125	0	0	0
Cbfa2t3	10.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim30b	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkaa1	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Plcg2	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	80	105	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Iqcm	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	198	0	0	0	0	0	0	0	0	0
Daxx	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	127	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
Cdk6	10.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	113	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp69	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	141	0	0	94	0	0
Rsl24d1	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Rab29	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	97	0	0
Lect2	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxe3	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	213	0	0	0
Eif1ad	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	179	0	0
Bmp8a	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Banf1	10.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	179	0	0
Rfc3	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	159	0	0	0
Kcnj2	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	105	0	75	0	0	0
Iqce	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	79	163	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
Hopx	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp3	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d9	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	169	0	0	0	0	0	0	0	0	0
Brat1	10.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	79	163	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
Rit1	10.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Brinp1	10.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	128	0	0	0	0	0	0	0	0	0
Adcy4	10.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	169	0	0	0
Ints7	10.533333	0	0	0	0	0	0	0	0	0	0	0	81	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Ift88	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	90	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Gpr33	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtl	10.533333	0	0	0	0	0	0	0	0	0	0	0	81	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Ccr1l1	10.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	194	0	0	0
Serpinb1a	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peli1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	78	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
H4c18	10.500000	230	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggnbp1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	94	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Bak1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	94	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Arap2	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0
Rusf1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	122	0	0
Rnf24	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	106	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
Psmb10	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphp1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Nit2	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtln	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
Mat2b	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lcat	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnta	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	73	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Cxcl1	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Ctrl	10.466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snai3	10.433333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Ppp1r13b	10.433333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Nrm	10.433333	0	0	0	0	0	0	0	0	0	0	0	0	95	0	109	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs13	10.433333	0	0	0	0	0	0	0	0	0	0	0	82	0	123	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy9	10.433333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13a	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	106	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0
Spata7	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pspn	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Inpp5e	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hif1an	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	136	0	0
Gm27021	10.400000	0	0	0	0	0	0	0	0	0	0	0	121	0	106	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emc8	10.400000	0	0	0	0	0	0	0	0	0	0	0	121	0	106	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx6	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox4i1	10.400000	0	0	0	0	0	0	0	0	0	0	0	121	0	106	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd2	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	102	0	0	0
Atxn3	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e2	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh7	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Ak1	10.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnks2	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia4	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Slc37a1	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
